InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit LUA gyroZ;Accelerometer HIP accY;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ
14.0;8;22.0;937.0;-8;-10.0;-16;8;304;58.0;-16
6.0;-4;28.0;966.0;-8;-16.0;-8;8;290;46.0;-8
21.0;-10;25.0;955.0;21;-9.0;11;-21;282;58.0;11
-17.0;-1;36.0;957.0;22;18.0;12;-22;291;37.0;12
4.0;4;18.0;942.0;13;9.0;10;-13;289;44.0;10
-33.0;7;18.0;947.0;-9;32.0;0;9;291;32.0;0
-8.0;0;-1.0;955.0;-9;13.0;3;9;285;66.0;3
-3.0;-4;50.0;947.0;-22;-5.0;6;22;281;50.0;6
-2.0;3;13.0;947.0;-9;12.0;-20;9;289;60.0;-20
2.0;-2;12.0;940.0;30;8.0;5;-30;293;46.0;5
8.0;-1;14.0;966.0;15;20.0;-10;-15;284;45.0;-10
6.0;-11;-8.0;941.0;17;0.0;-17;-17;285;51.0;-17
-21.0;0;24.0;945.0;9;16.0;-4;-9;284;49.0;-4
-19.0;2;-7.0;938.0;3;25.0;2;-3;285;44.0;2
2.0;1;10.0;945.0;-19;32.0;-14;19;285;66.0;-14
-26.0;-1;-1.0;947.0;11;11.0;-14;-11;250;76.0;-14
11.0;0;14.0;946.0;14;-8.0;-13;-14;253;58.0;-13
10.0;1;12.0;927.0;14;13.0;-13;-14;253;68.0;-13
7.0;0;24.0;955.0;7;-13.0;-14;-7;281;32.0;-14
-20.0;-4;16.0;937.0;13;-4.0;-4;-13;276;33.0;-4
-4.0;0;57.0;947.0;16;-13.0;-12;-16;280;92.0;-12
16.0;2;53.0;949.0;-15;28.0;-3;15;281;67.0;-3
-22.0;-1;-18.0;925.0;-3;34.0;-15;3;299;74.0;-15
7.0;5;-3.0;937.0;4;25.0;-10;-4;299;39.0;-10
11.0;2;14.0;944.0;16;-18.0;10;-16;298;54.0;10
-7.0;0;8.0;938.0;24;-26.0;4;-24;299;54.0;4
-2.0;0;3.0;943.0;23;22.0;5;-23;299;53.0;5
-3.0;2;-7.0;939.0;-13;22.0;8;13;293;45.0;8
15.0;1;11.0;927.0;13;0.0;3;-13;294;71.0;3
-5.0;12;23.0;954.0;22;-4.0;-6;-22;287;53.0;-6
-7.0;13;15.0;936.0;18;4.0;-11;-18;286;36.0;-11
3.0;11;38.0;939.0;-11;22.0;-13;11;287;71.0;-13
9.0;1;61.0;956.0;26;-4.0;-8;-26;286;135.0;-8
11.0;0;13.0;926.0;15;3.0;-8;-15;221;56.0;-8
-2.0;6;32.0;909.0;-25;18.0;-2;25;241;50.0;-2
0.0;8;10.0;924.0;-18;5.0;-3;18;227;42.0;-3
-2.0;-1;14.0;932.0;5;11.0;-2;-5;219;60.0;-2
2.0;1;30.0;927.0;-8;-3.0;9;8;220;31.0;9
0.0;0;28.0;926.0;0;38.0;-1;0;219;46.0;-1
-14.0;-9;27.0;929.0;26;21.0;17;-26;249;29.0;17
2.0;2;26.0;920.0;-11;21.0;-15;11;221;46.0;-15
22.0;6;-3.0;919.0;15;20.0;-11;-15;250;59.0;-11
56.0;-12;0.0;913.0;0;14.0;-21;0;240;45.0;-21
10.0;-3;35.0;923.0;4;14.0;-2;-4;241;76.0;-2
6.0;-1;73.0;926.0;0;3.0;16;0;254;68.0;16
49.0;3;81.0;949.0;13;52.0;5;-13;259;96.0;5
-6.0;4;34.0;927.0;2;-20.0;12;-2;259;53.0;12
-62.0;2;-7.0;924.0;-20;48.0;7;20;239;40.0;7
-15.0;2;17.0;939.0;3;-76.0;-23;-3;221;25.0;-23
0.0;-1;25.0;938.0;-16;26.0;-6;16;256;68.0;-6
-1.0;2;-3.0;918.0;10;6.0;-6;-10;279;27.0;-6
-29.0;-1;34.0;928.0;2;-9.0;-25;-2;279;87.0;-25
5.0;15;26.0;922.0;9;-74.0;-7;-9;283;97.0;-7
-18.0;-5;68.0;947.0;0;-163.0;-14;0;249;130.0;-14
3.0;-2;18.0;928.0;-17;-8.0;-21;17;277;69.0;-21
-3.0;-4;-3.0;924.0;-8;6.0;-13;8;275;47.0;-13
-5.0;-4;-1.0;929.0;3;43.0;-4;-3;277;27.0;-4
-135.0;-6;-100.0;679.0;19;91.0;7;-19;413;-251.0;7
-5.0;-5;175.0;936.0;11;-89.0;6;-11;277;63.0;6
12.0;1;36.0;851.0;-5;9.0;14;5;215;203.0;14
-13.0;1;32.0;931.0;-6;30.0;-11;6;278;81.0;-11
-14.0;2;83.0;919.0;11;29.0;5;-11;308;93.0;5
12.0;-5;11.0;933.0;-13;33.0;4;13;270;48.0;4
6.0;-8;14.0;916.0;6;-18.0;25;-6;270;39.0;25
-2.0;-3;30.0;948.0;13;56.0;4;-13;258;66.0;4
-7.0;10;38.0;920.0;-17;11.0;15;17;279;61.0;15
14.0;0;19.0;929.0;2;30.0;-7;-2;283;55.0;-7
-21.0;-2;11.0;939.0;12;3.0;-25;-12;279;85.0;-25
0.0;7;4.0;946.0;12;11.0;-1;-12;226;53.0;-1
-7.0;0;12.0;950.0;0;-4.0;-16;0;252;72.0;-16
-56.0;2;56.0;948.0;-1;8.0;10;1;220;15.0;10
-31.0;0;25.0;963.0;3;-19.0;-14;-3;262;53.0;-14
-15.0;-11;99.0;937.0;10;-26.0;-11;-10;228;56.0;-11
-6.0;3;74.0;966.0;16;-26.0;-25;-16;250;45.0;-25
-1.0;-2;41.0;955.0;-1;-27.0;10;1;281;91.0;10
-16.0;0;55.0;931.0;17;12.0;-27;-17;293;56.0;-27
-26.0;6;37.0;939.0;18;-12.0;-24;-18;297;62.0;-24
-9.0;0;-9.0;944.0;6;6.0;-22;-6;290;44.0;-22
9.0;-9;-27.0;945.0;-7;20.0;16;7;300;8.0;16
9.0;2;-31.0;947.0;1;-106.0;-7;-1;226;69.0;-7
4.0;2;12.0;926.0;4;29.0;3;-4;260;45.0;3
-6.0;3;1.0;933.0;-2;32.0;1;2;261;52.0;1
21.0;-3;6.0;919.0;0;-11.0;-14;0;257;25.0;-14
1.0;0;33.0;937.0;21;57.0;-12;-21;256;88.0;-12
13.0;4;40.0;927.0;5;47.0;-16;-5;264;76.0;-16
17.0;-6;39.0;921.0;0;44.0;-5;0;258;47.0;-5
20.0;1;-2.0;908.0;1;21.0;-14;-1;262;25.0;-14
15.0;-3;0.0;921.0;11;28.0;-7;-11;259;17.0;-7
-18.0;2;-10.0;932.0;-19;-7.0;-18;19;263;52.0;-18
-17.0;-5;-9.0;916.0;10;-16.0;-15;-10;256;20.0;-15
-19.0;3;47.0;921.0;2;-24.0;-1;-2;218;90.0;-1
4.0;0;28.0;926.0;-4;28.0;3;4;261;77.0;3
-8.0;-6;31.0;925.0;1;27.0;-4;-1;255;78.0;-4
-10.0;-7;23.0;937.0;-18;9.0;13;18;256;51.0;13
4.0;0;1.0;910.0;-14;-7.0;6;14;262;30.0;6
-10.0;-1;8.0;918.0;8;31.0;20;-8;260;41.0;20
4.0;1;10.0;930.0;-11;46.0;-4;11;261;33.0;-4
0.0;0;-4.0;910.0;-11;45.0;11;11;259;49.0;11
-12.0;-4;-1.0;936.0;12;-30.0;-6;-12;285;44.0;-6
-3.0;0;50.0;954.0;22;-1.0;-16;-22;303;54.0;-16
-17.0;8;11.0;913.0;-15;-8.0;-5;15;231;62.0;-5
-1.0;1;15.0;928.0;2;-15.0;10;-2;305;50.0;10
0.0;0;-24.0;937.0;-9;-25.0;8;9;310;52.0;8
-2.0;-2;-22.0;959.0;14;1.0;7;-14;311;36.0;7
1.0;-4;41.0;927.0;21;32.0;-20;-21;307;42.0;-20
-51.0;-9;39.0;927.0;12;6.0;-1;-12;301;66.0;-1
-37.0;1;21.0;925.0;24;-13.0;5;-24;308;64.0;5
-3.0;-2;14.0;937.0;-7;22.0;-20;7;307;75.0;-20
0.0;7;58.0;939.0;12;-1.0;-7;-12;310;29.0;-7
-58.0;3;78.0;977.0;-34;-63.0;-24;34;356;74.0;-24
-256.0;53;338.0;742.0;7;296.0;1;-7;362;-75.0;1
-41.0;-9;26.0;955.0;-8;6.0;10;8;295;62.0;10
3.0;0;15.0;944.0;12;-7.0;-17;-12;300;50.0;-17
-10.0;5;45.0;936.0;-13;21.0;-2;13;312;59.0;-2
3.0;-4;-55.0;954.0;34;-48.0;-10;-34;263;82.0;-10
2.0;0;16.0;955.0;1;-17.0;-18;-1;265;44.0;-18
12.0;-1;-2.0;929.0;13;9.0;13;-13;269;10.0;13
463.0;47;25.0;999.0;828;585.0;1523;-828;271;-343.0;1523
-25.0;232;40.0;959.0;21;9.0;-5;-21;544;56.0;-5
-247.0;58;75.0;949.0;8;-444.0;34;-8;354;-237.0;34
-89.0;-2;-14.0;927.0;23;-78.0;-5;-23;295;99.0;-5
93.0;-3;122.0;908.0;-7;98.0;12;7;285;140.0;12
-15.0;3;12.0;941.0;23;-23.0;-16;-23;305;83.0;-16
-1.0;8;-71.0;927.0;-8;-155.0;-18;8;262;-54.0;-18
-271.0;-165;233.0;1014.0;-18;-710.0;12;18;492;-938.0;12
-269.0;-1;162.0;985.0;2;-99.0;-15;-2;264;-246.0;-15
133.0;4;-49.0;820.0;-18;-240.0;-45;18;223;76.0;-45
-55.0;-2;-667.0;935.0;8;-781.0;-7;-8;269;-15.0;-7
300.0;5;-771.0;968.0;70;8.0;94;-70;285;-316.0;94
-4.0;12;53.0;951.0;-13;16.0;31;13;310;36.0;31
372.0;150;-1362.0;866.0;-3690;968.0;2660;3690;260;-2225.0;2660
-52.0;0;31.0;893.0;10;154.0;-38;-10;269;70.0;-38
7.0;-4;-50.0;926.0;0;20.0;-5;0;295;-16.0;-5
568.0;-79;-1157.0;697.0;-5361;869.0;2578;5361;231;-1885.0;2578
4.0;6;-42.0;953.0;22;53.0;10;-22;303;-46.0;10
98.0;3;-44.0;919.0;1;380.0;-18;-1;287;291.0;-18
21.0;-1;4.0;926.0;27;21.0;14;-27;259;35.0;14
-6.0;3;-16.0;918.0;27;6.0;-16;-27;262;44.0;-16
-22.0;-5;-1.0;930.0;-19;14.0;-22;19;293;40.0;-22
17.0;-5;5.0;962.0;-20;25.0;-26;20;294;39.0;-26
5.0;-5;13.0;943.0;-25;-14.0;-24;25;293;63.0;-24
135.0;-4;-179.0;919.0;-166;68.0;-236;166;309;-125.0;-236
-8.0;-2;-2.0;900.0;7;46.0;-28;-7;259;37.0;-28
72.0;-24;-665.0;929.0;148;41.0;-1681;-148;311;-415.0;-1681
7.0;1;41.0;874.0;-12;-3.0;-23;12;217;19.0;-23
-17.0;1;18.0;856.0;-1;-59.0;-7;1;216;61.0;-7
15.0;1;-25.0;907.0;-6;-28.0;15;6;222;-7.0;15
77.0;3;-29.0;933.0;13;35.0;7;-13;240;4.0;7
57.0;-1;-111.0;957.0;0;105.0;-2;0;280;-126.0;-2
16.0;-4;-11.0;914.0;-2;53.0;-6;2;306;-8.0;-6
836.0;-191;-717.0;879.0;-4139;657.0;1314;4139;168;-624.0;1314
12.0;-1;-6.0;910.0;-20;25.0;9;20;267;35.0;9
-393.0;857;540.0;900.0;78;-670.0;15;-78;-359;64.0;15
516.0;41;-432.0;895.0;-1898;360.0;1443;1898;294;-723.0;1443
-310.0;6;156.0;1004.0;10;-20.0;-14;-10;273;164.0;-14
152.0;7;-227.0;943.0;99;412.0;172;-99;314;-337.0;172
64.0;7;-466.0;897.0;13;-190.0;7;-13;250;36.0;7
-88.0;-9;21.0;938.0;166;-255.0;547;-166;288;273.0;547
17.0;8;-3.0;908.0;3;79.0;-7;-3;229;52.0;-7
41.0;1;-13.0;948.0;-10;-19.0;10;10;310;17.0;10
-18.0;3;-3.0;948.0;12;5.0;-25;-12;294;61.0;-25
182.0;353;-604.0;1274.0;3612;680.0;-41;-3612;263;-1260.0;-41
12.0;6;43.0;961.0;-25;15.0;2;25;293;85.0;2
-146.0;4;149.0;878.0;-6;-198.0;9;6;209;-248.0;9
-52.0;-59;306.0;994.0;-10;-248.0;-8;10;370;342.0;-8
14.0;-8;35.0;947.0;-32;29.0;-12;32;260;54.0;-12
-55.0;156;395.0;991.0;45;-211.0;36;-45;441;183.0;36
27.0;0;36.0;898.0;11;-7.0;-12;-11;220;46.0;-12
-114.0;0;-15.0;928.0;-7;-59.0;-9;7;306;-66.0;-9
-3.0;-19;3.0;926.0;13;-20.0;9;-13;238;293.0;9
-20.0;2;17.0;948.0;23;-2.0;24;-23;309;59.0;24
22.0;42;0.0;1040.0;39;-22.0;-37;-39;429;83.0;-37
68.0;-1;-36.0;950.0;26;77.0;-23;-26;287;-14.0;-23
28.0;-3;-60.0;920.0;4;20.0;13;-4;298;104.0;13
11.0;12;25.0;973.0;25;17.0;-12;-25;306;45.0;-12
-129.0;835;107.0;1013.0;-57;-15.0;-49;57;921;-158.0;-49
24.0;-5;25.0;959.0;-2;12.0;-8;2;290;13.0;-8
-410.0;6;808.0;821.0;-1395;-454.0;2385;1395;197;732.0;2385
15.0;4;22.0;959.0;-5;4.0;12;5;288;25.0;12
-47.0;-5;-32.0;966.0;-9;96.0;-8;9;275;96.0;-8
91.0;75;380.0;1013.0;-707;-91.0;4336;707;278;-252.0;4336
0.0;1;-65.0;955.0;6;-39.0;23;-6;307;-33.0;23
-26.0;3;-81.0;976.0;9;-39.0;-11;-9;274;16.0;-11
-10.0;2;26.0;964.0;-6;-5.0;-15;6;288;-13.0;-15
18.0;-3;23.0;954.0;-3;-27.0;2;3;280;78.0;2
432.0;-155;-321.0;744.0;-4016;49.0;2435;4016;233;-526.0;2435
6.0;-7;-83.0;954.0;9;186.0;-7;-9;277;-34.0;-7
134.0;0;87.0;944.0;-6;23.0;4;6;288;164.0;4
-10.0;1;16.0;952.0;12;12.0;-17;-12;220;30.0;-17
28.0;-20;60.0;988.0;-11;30.0;16;11;172;-82.0;16
697.0;61;-399.0;948.0;-2635;464.0;-482;2635;286;-486.0;-482
-18.0;6;-218.0;908.0;6;38.0;-24;-6;277;-334.0;-24
-61.0;1;-7.0;933.0;-11;2.0;-55;11;243;72.0;-55
41.0;3;-9.0;955.0;-6;48.0;1;6;286;48.0;1
-165.0;-5;453.0;936.0;-1264;-560.0;-706;1264;303;1141.0;-706
-366.0;115;-275.0;918.0;117;-343.0;82;-117;-25;-406.0;82
-6.0;5;28.0;957.0;13;-28.0;28;-13;291;37.0;28
-64.0;-1;90.0;915.0;55;32.0;13;-55;306;164.0;13
-24.0;-3;40.0;948.0;-11;29.0;-20;11;293;15.0;-20
-103.0;-3;14.0;909.0;-2;15.0;13;2;238;78.0;13
569.0;-330;-529.0;887.0;-68;620.0;2422;68;260;-781.0;2422
-8.0;7;12.0;956.0;20;25.0;23;-20;291;57.0;23
35.0;1;39.0;956.0;8;85.0;12;-8;284;17.0;12
-48.0;0;6.0;933.0;36;7.0;-9;-36;260;66.0;-9
-1.0;-2;518.0;951.0;1;-259.0;15;-1;255;-25.0;15
-17.0;-2;5.0;937.0;6;47.0;5;-6;219;62.0;5
0.0;7;-6.0;947.0;15;46.0;4;-15;227;53.0;4
14.0;1;24.0;923.0;18;-41.0;24;-18;269;33.0;24
0.0;-3;24.0;943.0;28;38.0;21;-28;251;68.0;21
-6.0;-5;30.0;819.0;-29;16.0;-3;29;213;40.0;-3
-10.0;-3;24.0;961.0;21;42.0;13;-21;251;73.0;13
13.0;6;6.0;932.0;-39;52.0;-14;39;223;46.0;-14
-7.0;-2;62.0;967.0;-7;15.0;-13;7;251;66.0;-13
15.0;-1;18.0;948.0;-7;-7.0;-22;7;219;33.0;-22
10.0;1;14.0;916.0;-10;-3.0;-21;10;219;40.0;-21
19.0;-2;21.0;951.0;-3;20.0;-27;3;216;53.0;-27
3.0;3;4.0;940.0;-1;14.0;19;1;223;29.0;19
-4.0;-136;46.0;918.0;12;58.0;35;-12;205;53.0;35
-58.0;-5;128.0;949.0;-497;-347.0;76;497;305;418.0;76
295.0;88;332.0;962.0;-30;-101.0;-31;30;271;243.0;-31
-242.0;2;352.0;948.0;-1596;-204.0;-22;1596;315;533.0;-22
-151.0;-8;-92.0;1087.0;-669;-217.0;1037;669;301;-104.0;1037
-11.0;-4;33.0;955.0;2;3.0;-7;-2;250;101.0;-7
-2.0;0;28.0;948.0;-24;36.0;-21;24;286;64.0;-21
-336.0;67;937.0;887.0;70;-242.0;10;-70;239;802.0;10
-8.0;5;0.0;942.0;-1;21.0;-27;1;223;44.0;-27
-4.0;-1;8.0;919.0;7;26.0;8;-7;220;15.0;8
8.0;2;-4.0;919.0;2;12.0;-1;-2;221;26.0;-1
-18.0;-1;-1.0;940.0;-41;6.0;-3;41;239;80.0;-3
-2.0;-1;-11.0;965.0;-24;28.0;0;24;219;64.0;0
12.0;-1;14.0;928.0;-14;8.0;-8;14;218;43.0;-8
3.0;1;17.0;946.0;-2;16.0;-15;2;217;70.0;-15
-14.0;16;70.0;931.0;-23;-73.0;-14;23;282;12.0;-14
295.0;-323;108.0;791.0;-187;117.0;-253;187;371;578.0;-253
-5.0;3;-15.0;908.0;-5;10.0;-7;5;222;54.0;-7
-8.0;-2;9.0;918.0;0;-9.0;-32;0;219;21.0;-32
6.0;4;23.0;857.0;-3;22.0;29;3;217;42.0;29
-13.0;-231;48.0;949.0;13;65.0;15;-13;164;39.0;15
-691.0;-517;1109.0;767.0;167;-657.0;-3;-167;143;1594.0;-3
-86.0;-8;-43.0;907.0;-11;44.0;17;11;158;94.0;17
-55.0;2;91.0;961.0;9;-65.0;-3;-9;262;211.0;-3
-56.0;13;11.0;950.0;49;67.0;-7;-49;-155;32.0;-7
0.0;-2;11.0;924.0;-12;63.0;-1;12;221;31.0;-1
-25.0;-4;69.0;833.0;-1;13.0;-12;1;223;53.0;-12
11.0;-2;14.0;939.0;1;14.0;-1;-1;218;30.0;-1
4.0;-1;16.0;799.0;-10;27.0;-1;10;219;26.0;-1
625.0;-7;-1245.0;872.0;-4357;794.0;1467;4357;239;-1592.0;1467
-5.0;-5;69.0;949.0;-2;-49.0;-12;2;281;163.0;-12
34.0;3;-2.0;931.0;14;431.0;-34;-14;221;-79.0;-34
-29.0;-1;75.0;860.0;-4;20.0;18;4;217;52.0;18
-2.0;3;74.0;976.0;1;11.0;-12;-1;279;33.0;-12
-12.0;3;-8.0;934.0;-9;10.0;-9;9;221;18.0;-9
17.0;-10;-30.0;915.0;-9;-86.0;-2;9;208;3.0;-2
-42.0;1;81.0;957.0;-7;52.0;-7;7;223;97.0;-7
-67.0;-4;50.0;912.0;13;107.0;7;-13;246;150.0;7
16.0;-7;41.0;937.0;4;25.0;-33;-4;248;64.0;-33
7.0;2;-6.0;917.0;5;4.0;-23;-5;223;7.0;-23
-438.0;-351;-196.0;836.0;-15;199.0;-41;15;432;61.0;-41
-40.0;-10;77.0;954.0;-21;8.0;-3;21;349;17.0;-3
-180.0;4;35.0;920.0;-31;55.0;-11;31;240;50.0;-11
9.0;-2;46.0;933.0;28;41.0;-9;-28;302;102.0;-9
12.0;1;22.0;860.0;-20;42.0;0;20;220;65.0;0
13.0;-12;51.0;936.0;-20;-30.0;33;20;161;20.0;33
-20.0;-3;297.0;915.0;-7;-369.0;6;7;217;777.0;6
-91.0;6;-119.0;954.0;-17;-183.0;-24;17;287;137.0;-24
-27.0;-2;65.0;925.0;-7;33.0;-3;7;305;55.0;-3
-21.0;2;191.0;926.0;10;92.0;-8;-10;311;170.0;-8
-42.0;3;-18.0;794.0;-2;1.0;-26;2;259;41.0;-26
72.0;6;31.0;777.0;18;68.0;-39;-18;265;109.0;-39
14.0;-1;31.0;939.0;-18;16.0;-14;18;223;40.0;-14
19.0;1;23.0;927.0;2;39.0;24;-2;219;32.0;24
6.0;-6;34.0;926.0;-10;4.0;-15;10;154;58.0;-15
-6.0;-9;5.0;942.0;3;26.0;-22;-3;216;66.0;-22
-25.0;0;-22.0;955.0;20;41.0;-15;-20;250;40.0;-15
-6.0;-5;20.0;922.0;9;-37.0;-12;-9;217;-9.0;-12
15.0;11;10.0;923.0;-17;-5.0;-9;17;226;40.0;-9
2.0;9;35.0;936.0;2;39.0;-12;-2;225;22.0;-12
19.0;-3;12.0;955.0;-10;23.0;-23;10;286;30.0;-23
-7.0;-5;15.0;934.0;-13;-1.0;-24;13;253;9.0;-24
-38.0;0;79.0;819.0;3;23.0;-6;-3;218;26.0;-6
12.0;1;18.0;941.0;2;20.0;-24;-2;223;54.0;-24
96.0;-7;32.0;928.0;18;105.0;-11;-18;159;28.0;-11
19.0;-2;19.0;957.0;4;57.0;-1;-4;216;66.0;-1
266.0;-2;-481.0;1002.0;1;518.0;18;-1;307;-892.0;18
-13.0;2;9.0;937.0;8;-93.0;-4;-8;223;-67.0;-4
342.0;6;-75.0;822.0;-10;-8.0;-25;10;255;-268.0;-25
-12.0;5;-7.0;927.0;25;6.0;9;-25;224;49.0;9
-87.0;2;220.0;910.0;6;40.0;8;-6;308;388.0;8
-55.0;-2;32.0;948.0;11;41.0;2;-11;295;78.0;2
8.0;0;13.0;937.0;16;2.0;-6;-16;219;74.0;-6
404.0;-17;-28.0;933.0;-21;213.0;51;21;264;-20.0;51
26.0;2;30.0;929.0;-3;64.0;5;3;306;38.0;5
18.0;-1;-15.0;954.0;21;29.0;10;-21;255;50.0;10
-32.0;1;21.0;918.0;-21;-1.0;-12;21;304;23.0;-12
-17.0;-2;87.0;892.0;-1;146.0;-19;1;216;-259.0;-19
-3.0;-2;3.0;962.0;-12;4.0;-14;12;249;80.0;-14
11.0;-12;242.0;961.0;-20;228.0;3;20;262;-43.0;3
199.0;-82;314.0;928.0;-4;460.0;-56;4;236;117.0;-56
736.0;2;-873.0;930.0;17;-236.0;-13;-17;263;503.0;-13
-51.0;-73;1.0;783.0;6;-331.0;35;-6;265;-15.0;35
6.0;-4;24.0;935.0;-14;27.0;7;14;218;58.0;7
186.0;-264;53.0;955.0;-357;300.0;69;357;105;169.0;69
-201.0;-47;260.0;1161.0;4080;-429.0;-979;-4080;304;647.0;-979
-13.0;-3;9.0;861.0;11;213.0;9;-11;216;-16.0;9
-76.0;2;88.0;976.0;23;-117.0;-28;-23;262;35.0;-28
-23.0;-6;81.0;947.0;-31;-4.0;-7;31;275;48.0;-7
29.0;3;-3.0;944.0;4;14.0;1;-4;223;25.0;1
93.0;-17;207.0;966.0;-33;44.0;-11;33;276;85.0;-11
-33.0;9;-164.0;948.0;-7;-296.0;24;7;289;164.0;24
-433.0;2;362.0;1003.0;10;-35.0;6;-10;280;221.0;6
8.0;-3;5.0;932.0;-1;-73.0;-12;1;217;36.0;-12
16.0;6;-32.0;914.0;10;58.0;-8;-10;310;35.0;-8
-57.0;-3;-18.0;967.0;141;178.0;-36;-141;281;-31.0;-36
-1.0;0;-49.0;939.0;-7;9.0;5;7;309;-1.0;5
-112.0;5;-569.0;906.0;-26;319.0;0;26;215;373.0;0
71.0;-9;13.0;938.0;19;73.0;-33;-19;293;48.0;-33
-18.0;2;79.0;937.0;-64;74.0;23;64;268;-11.0;23
13.0;-4;13.0;949.0;16;-2.0;3;-16;308;16.0;3
8.0;-640;-813.0;1100.0;-130;150.0;312;130;509;140.0;312
20.0;-2;-61.0;945.0;-5;-16.0;-9;5;306;-86.0;-9
2.0;1;-7.0;943.0;-15;4.0;-16;15;310;59.0;-16
28.0;-1;16.0;928.0;35;68.0;0;-35;307;56.0;0
23.0;-1;7.0;912.0;-6;-19.0;8;6;298;72.0;8
5.0;4;54.0;945.0;2;57.0;20;-2;306;81.0;20
8.0;1;0.0;955.0;-8;42.0;-15;8;287;21.0;-15
261.0;-71;6.0;1021.0;327;106.0;-174;-327;331;214.0;-174
47.0;6;3.0;956.0;2;85.0;100;-2;273;-89.0;100
18.0;1;0.0;947.0;14;-5.0;-2;-14;220;55.0;-2
-624.0;2369;543.0;985.0;1262;-763.0;-11;-1262;731;785.0;-11
-315.0;852;667.0;971.0;216;-493.0;-49;-216;1245;649.0;-49
26.0;-3;-19.0;925.0;19;2.0;3;-19;298;-24.0;3
-51.0;-1;101.0;936.0;0;-36.0;8;0;304;149.0;8
-17.0;-1;45.0;966.0;-2;13.0;-8;2;284;92.0;-8
-5.0;7;-49.0;976.0;-33;-21.0;-23;33;309;63.0;-23
-43.0;2;-33.0;933.0;-1;12.0;38;1;299;82.0;38
-4.0;-80;-250.0;984.0;22;-44.0;30;-22;361;-50.0;30
-77.0;-32;-31.0;982.0;111;-115.0;24;-111;281;60.0;24
-3.0;-3;68.0;977.0;12;19.0;-4;-12;259;69.0;-4
-32.0;0;2.0;975.0;10;-21.0;16;-10;276;64.0;16
-28.0;-3;12.0;975.0;6;15.0;-10;-6;273;76.0;-10
160.0;-6;-178.0;741.0;-3;133.0;-11;3;296;-88.0;-11
44.0;9;-178.0;958.0;-17;-145.0;-3;17;288;85.0;-3
-122.0;9;-72.0;790.0;0;-69.0;9;0;266;250.0;9
-104.0;2;66.0;930.0;-8;-51.0;18;8;221;58.0;18
0.0;8;36.0;926.0;3;82.0;-1;-3;227;133.0;-1
-103.0;76;147.0;1032.0;21;97.0;25;-21;282;3.0;25
16.0;-1;0.0;933.0;8;24.0;-14;-8;300;125.0;-14
15.0;-3;62.0;927.0;7;20.0;-9;-7;306;28.0;-9
51.0;-9;82.0;922.0;-17;64.0;-10;17;286;0.0;-10
34.0;0;51.0;926.0;18;99.0;-3;-18;308;87.0;-3
64.0;-5;4.0;938.0;4;115.0;-11;-4;278;-37.0;-11
-100.0;1;118.0;944.0;32;-1.0;2024;-32;253;235.0;2024
