InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit LUA Quaternion1;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit LLA Quaternion1
-534.0;-528.0;763.0;-346.0;-684.0;48.0;-159.0;241.0;76.0;-19.0
-247.0;-320.0;149.0;-116.0;-569.0;398.0;-581.0;-103.0;90.0;120.0
-251.0;-319.0;152.0;-116.0;-576.0;400.0;-576.0;-92.0;100.0;114.0
-254.0;-313.0;153.0;-115.0;-577.0;406.0;-570.0;-79.0;116.0;104.0
-252.0;-297.0;152.0;-113.0;-572.0;410.0;-562.0;-65.0;136.0;85.0
-245.0;-196.0;135.0;-93.0;-542.0;401.0;-545.0;-46.0;165.0;-31.0
-243.0;-156.0;132.0;-89.0;-533.0;396.0;-539.0;-43.0;181.0;-76.0
-246.0;-120.0;134.0;-79.0;-517.0;389.0;-531.0;-47.0;190.0;-121.0
-525.0;-541.0;759.0;-352.0;-686.0;43.0;-159.0;248.0;79.0;9.0
-516.0;-554.0;753.0;-356.0;-687.0;38.0;-160.0;255.0;81.0;38.0
-592.0;-634.0;804.0;-597.0;-761.0;-62.0;172.0;641.0;397.0;238.0
-602.0;-585.0;771.0;-602.0;-766.0;-79.0;90.0;565.0;420.0;353.0
-604.0;-557.0;745.0;-593.0;-761.0;-68.0;73.0;560.0;410.0;325.0
-603.0;-548.0;738.0;-593.0;-761.0;-64.0;69.0;557.0;409.0;313.0
-608.0;-542.0;739.0;-595.0;-764.0;-60.0;66.0;554.0;407.0;305.0
-674.0;-533.0;768.0;-668.0;-745.0;17.0;189.0;607.0;501.0;283.0
-615.0;-532.0;760.0;-602.0;-779.0;-50.0;61.0;543.0;402.0;298.0
-617.0;-527.0;764.0;-607.0;-785.0;-46.0;60.0;539.0;399.0;292.0
-622.0;-525.0;771.0;-612.0;-790.0;-44.0;61.0;533.0;398.0;292.0
-393.0;-619.0;348.0;-578.0;-832.0;3.0;-213.0;377.0;373.0;353.0
-362.0;-546.0;291.0;-546.0;-821.0;57.0;-253.0;324.0;347.0;267.0
-507.0;-567.0;746.0;-359.0;-687.0;33.0;-161.0;259.0;82.0;69.0
-499.0;-577.0;738.0;-360.0;-686.0;28.0;-163.0;261.0;80.0;98.0
-619.0;-523.0;763.0;-642.0;-831.0;-70.0;73.0;504.0;368.0;245.0
-612.0;-524.0;760.0;-649.0;-841.0;-80.0;75.0;498.0;356.0;217.0
-609.0;-528.0;760.0;-657.0;-850.0;-86.0;75.0;489.0;344.0;190.0
-609.0;-535.0;758.0;-666.0;-857.0;-91.0;73.0;479.0;332.0;161.0
-606.0;-540.0;751.0;-673.0;-860.0;-97.0;71.0;472.0;318.0;132.0
-602.0;-537.0;741.0;-678.0;-865.0;-100.0;69.0;461.0;303.0;107.0
-599.0;-528.0;735.0;-678.0;-870.0;-94.0;66.0;446.0;290.0;81.0
-596.0;-519.0;734.0;-678.0;-875.0;-83.0;58.0;429.0;282.0;54.0
-596.0;-511.0;738.0;-676.0;-879.0;-77.0;50.0;415.0;277.0;29.0
-591.0;-745.0;763.0;-706.0;-834.0;367.0;-320.0;583.0;528.0;221.0
-433.0;-491.0;498.0;-334.0;-694.0;89.0;-270.0;202.0;347.0;109.0
-438.0;-476.0;507.0;-311.0;-679.0;94.0;-276.0;192.0;350.0;74.0
-447.0;-457.0;512.0;-298.0;-669.0;106.0;-280.0;184.0;353.0;38.0
-452.0;-439.0;515.0;-286.0;-667.0;114.0;-280.0;180.0;349.0;3.0
-300.0;-482.0;259.0;-127.0;-535.0;166.0;-412.0;105.0;237.0;146.0
-253.0;-399.0;194.0;-112.0;-514.0;181.0;-457.0;109.0;243.0;43.0
-243.0;-366.0;181.0;-107.0;-502.0;185.0;-474.0;108.0;242.0;-1.0
-235.0;-332.0;175.0;-99.0;-487.0;192.0;-492.0;105.0;236.0;-47.0
-229.0;-295.0;174.0;-89.0;-472.0;195.0;-511.0;100.0;227.0;-90.0
-225.0;-258.0;180.0;-78.0;-464.0;194.0;-528.0;98.0;219.0;-130.0
-223.0;-222.0;188.0;-66.0;-463.0;192.0;-544.0;99.0;212.0;-171.0
-225.0;-188.0;194.0;-56.0;-466.0;189.0;-561.0;105.0;204.0;-215.0
-257.0;-95.0;224.0;0.0;-461.0;155.0;-637.0;121.0;187.0;-337.0
-170.0;9.0;208.0;129.0;-222.0;21.0;-788.0;-5.0;76.0;-529.0
-493.0;-587.0;729.0;-361.0;-684.0;25.0;-166.0;263.0;77.0;121.0
-490.0;-596.0;723.0;-362.0;-685.0;26.0;-170.0;262.0;73.0;142.0
-486.0;-602.0;720.0;-363.0;-689.0;27.0;-176.0;260.0;68.0;162.0
-481.0;-603.0;719.0;-368.0;-694.0;30.0;-184.0;257.0;62.0;181.0
-475.0;-603.0;718.0;-373.0;-698.0;37.0;-195.0;256.0;54.0;192.0
-466.0;-603.0;716.0;-377.0;-700.0;45.0;-208.0;253.0;46.0;195.0
-459.0;-601.0;714.0;-377.0;-700.0;53.0;-223.0;251.0;37.0;192.0
-453.0;-594.0;708.0;-372.0;-698.0;59.0;-236.0;246.0;27.0;185.0
-445.0;-582.0;697.0;-360.0;-694.0;67.0;-252.0;237.0;17.0;176.0
-368.0;-487.0;599.0;-246.0;-638.0;109.0;-359.0;168.0;-55.0;112.0
-346.0;-466.0;571.0;-216.0;-621.0;116.0;-383.0;152.0;-74.0;97.0
-258.0;-94.0;152.0;-70.0;-500.0;381.0;-525.0;-51.0;193.0;-157.0
-274.0;-77.0;179.0;-69.0;-484.0;374.0;-522.0;-50.0;198.0;-187.0
-294.0;-69.0;211.0;-73.0;-475.0;368.0;-519.0;-48.0;206.0;-212.0
-309.0;-65.0;243.0;-77.0;-472.0;362.0;-516.0;-45.0;218.0;-234.0
-320.0;-62.0;271.0;-82.0;-473.0;356.0;-512.0;-40.0;228.0;-249.0
-325.0;-64.0;292.0;-86.0;-474.0;349.0;-507.0;-35.0;233.0;-259.0
-490.0;-340.0;665.0;-331.0;-676.0;202.0;-353.0;270.0;234.0;184.0
-496.0;-344.0;663.0;-352.0;-674.0;183.0;-341.0;271.0;219.0;160.0
-497.0;-344.0;663.0;-365.0;-667.0;162.0;-327.0;269.0;198.0;134.0
-501.0;-349.0;663.0;-376.0;-657.0;143.0;-312.0;271.0;177.0;109.0
-504.0;-365.0;666.0;-391.0;-652.0;125.0;-298.0;275.0;165.0;85.0
-412.0;-619.0;412.0;-778.0;-690.0;378.0;-240.0;151.0;-361.0;37.0
-402.0;-689.0;417.0;-371.0;-589.0;-42.0;-163.0;491.0;184.0;436.0
-538.0;-617.0;668.0;-563.0;-752.0;-43.0;-89.0;355.0;259.0;254.0
-545.0;-627.0;668.0;-562.0;-762.0;-45.0;-80.0;359.0;271.0;280.0
-549.0;-637.0;664.0;-559.0;-776.0;-48.0;-70.0;365.0;293.0;313.0
-550.0;-652.0;654.0;-560.0;-801.0;-50.0;-60.0;375.0;324.0;349.0
-548.0;-669.0;638.0;-562.0;-823.0;-53.0;-51.0;390.0;356.0;387.0
-546.0;-687.0;618.0;-567.0;-835.0;-58.0;-44.0;412.0;388.0;426.0
-541.0;-705.0;599.0;-570.0;-836.0;-66.0;-37.0;432.0;414.0;468.0
-322.0;-443.0;542.0;-185.0;-604.0;121.0;-408.0;135.0;-93.0;81.0
-295.0;-419.0;509.0;-154.0;-588.0;126.0;-434.0;118.0;-113.0;65.0
-632.0;-317.0;576.0;-589.0;-757.0;-22.0;-50.0;316.0;-97.0;-418.0
-631.0;-319.0;575.0;-590.0;-756.0;-23.0;-50.0;319.0;-92.0;-418.0
-631.0;-320.0;576.0;-589.0;-754.0;-25.0;-50.0;321.0;-90.0;-417.0
-629.0;-317.0;578.0;-590.0;-752.0;-19.0;-51.0;312.0;-70.0;-414.0
-629.0;-317.0;579.0;-591.0;-753.0;-19.0;-51.0;311.0;-67.0;-414.0
-630.0;-316.0;579.0;-593.0;-753.0;-17.0;-51.0;309.0;-64.0;-414.0
-630.0;-316.0;578.0;-594.0;-754.0;-16.0;-52.0;308.0;-61.0;-415.0
-630.0;-316.0;579.0;-596.0;-755.0;-14.0;-53.0;307.0;-60.0;-416.0
-631.0;-316.0;578.0;-596.0;-756.0;-12.0;-53.0;306.0;-59.0;-417.0
-631.0;-315.0;577.0;-596.0;-757.0;-11.0;-52.0;306.0;-59.0;-417.0
-631.0;-315.0;577.0;-596.0;-757.0;-11.0;-52.0;305.0;-58.0;-417.0
-631.0;-315.0;578.0;-596.0;-758.0;-10.0;-51.0;304.0;-57.0;-416.0
-631.0;-315.0;578.0;-596.0;-758.0;-10.0;-51.0;304.0;-55.0;-416.0
-330.0;-74.0;310.0;-87.0;-478.0;340.0;-499.0;-30.0;232.0;-260.0
-338.0;-91.0;323.0;-88.0;-483.0;331.0;-491.0;-28.0;228.0;-250.0
-346.0;-112.0;333.0;-93.0;-490.0;322.0;-483.0;-25.0;225.0;-228.0
-351.0;-133.0;334.0;-105.0;-501.0;313.0;-475.0;-20.0;229.0;-196.0
-353.0;-157.0;329.0;-121.0;-513.0;306.0;-468.0;-13.0;235.0;-154.0
-353.0;-188.0;320.0;-136.0;-525.0;297.0;-463.0;-6.0;242.0;-104.0
-416.0;-583.0;375.0;-411.0;-743.0;109.0;-308.0;187.0;319.0;383.0
-432.0;-608.0;398.0;-442.0;-762.0;85.0;-285.0;207.0;333.0;413.0
-632.0;-315.0;579.0;-597.0;-759.0;-10.0;-51.0;303.0;-54.0;-416.0
-632.0;-314.0;579.0;-597.0;-759.0;-10.0;-51.0;303.0;-53.0;-416.0
-631.0;-314.0;578.0;-598.0;-758.0;-10.0;-50.0;303.0;-52.0;-416.0
-632.0;-314.0;578.0;-598.0;-758.0;-8.0;-51.0;302.0;-52.0;-417.0
-632.0;-314.0;578.0;-598.0;-757.0;-9.0;-51.0;302.0;-53.0;-417.0
-632.0;-314.0;579.0;-598.0;-757.0;-9.0;-51.0;302.0;-53.0;-417.0
-632.0;-314.0;578.0;-598.0;-757.0;-9.0;-51.0;302.0;-53.0;-417.0
-632.0;-314.0;578.0;-598.0;-757.0;-9.0;-51.0;302.0;-53.0;-417.0
-632.0;-313.0;578.0;-599.0;-757.0;-10.0;-51.0;302.0;-52.0;-417.0
-632.0;-312.0;578.0;-599.0;-757.0;-10.0;-51.0;302.0;-52.0;-417.0
-633.0;-312.0;578.0;-599.0;-757.0;-10.0;-51.0;302.0;-52.0;-417.0
-633.0;-312.0;578.0;-599.0;-757.0;-10.0;-50.0;302.0;-52.0;-417.0
-633.0;-312.0;579.0;-599.0;-757.0;-9.0;-50.0;302.0;-52.0;-417.0
-634.0;-311.0;579.0;-600.0;-757.0;-10.0;-49.0;302.0;-51.0;-417.0
-634.0;-311.0;579.0;-600.0;-757.0;-9.0;-49.0;302.0;-52.0;-417.0
-634.0;-310.0;579.0;-600.0;-757.0;-9.0;-49.0;301.0;-51.0;-417.0
-634.0;-310.0;579.0;-600.0;-757.0;-9.0;-50.0;301.0;-52.0;-417.0
-634.0;-310.0;579.0;-600.0;-757.0;-8.0;-50.0;301.0;-52.0;-417.0
-634.0;-310.0;579.0;-600.0;-757.0;-7.0;-50.0;300.0;-52.0;-417.0
-634.0;-311.0;579.0;-601.0;-757.0;-7.0;-50.0;300.0;-51.0;-417.0
-633.0;-311.0;579.0;-600.0;-757.0;-7.0;-50.0;300.0;-51.0;-418.0
-634.0;-310.0;579.0;-601.0;-757.0;-7.0;-51.0;300.0;-50.0;-418.0
-634.0;-310.0;579.0;-601.0;-757.0;-7.0;-51.0;301.0;-49.0;-417.0
-634.0;-310.0;579.0;-601.0;-757.0;-7.0;-52.0;300.0;-48.0;-418.0
-634.0;-310.0;579.0;-601.0;-757.0;-6.0;-52.0;301.0;-48.0;-418.0
-634.0;-311.0;579.0;-601.0;-757.0;-7.0;-52.0;300.0;-48.0;-418.0
-635.0;-311.0;580.0;-600.0;-757.0;-6.0;-52.0;300.0;-47.0;-418.0
-635.0;-311.0;580.0;-600.0;-757.0;-6.0;-52.0;300.0;-47.0;-417.0
-635.0;-310.0;580.0;-600.0;-756.0;-6.0;-52.0;300.0;-46.0;-417.0
-635.0;-310.0;581.0;-600.0;-756.0;-6.0;-52.0;300.0;-45.0;-417.0
-635.0;-310.0;581.0;-601.0;-756.0;-5.0;-52.0;300.0;-44.0;-417.0
-635.0;-310.0;581.0;-600.0;-756.0;-5.0;-52.0;300.0;-43.0;-417.0
-635.0;-310.0;581.0;-600.0;-756.0;-5.0;-53.0;299.0;-42.0;-417.0
-635.0;-310.0;580.0;-601.0;-756.0;-5.0;-53.0;299.0;-42.0;-417.0
-635.0;-310.0;580.0;-601.0;-755.0;-5.0;-53.0;299.0;-42.0;-416.0
-636.0;-310.0;581.0;-600.0;-755.0;-5.0;-53.0;300.0;-43.0;-415.0
-636.0;-311.0;582.0;-600.0;-755.0;-5.0;-53.0;300.0;-42.0;-414.0
-636.0;-311.0;583.0;-600.0;-755.0;-5.0;-54.0;300.0;-42.0;-414.0
-636.0;-312.0;584.0;-600.0;-754.0;-5.0;-54.0;300.0;-41.0;-413.0
-636.0;-312.0;584.0;-601.0;-754.0;-5.0;-54.0;300.0;-40.0;-413.0
-636.0;-313.0;584.0;-601.0;-754.0;-4.0;-55.0;300.0;-40.0;-413.0
-636.0;-312.0;583.0;-601.0;-754.0;-4.0;-54.0;300.0;-40.0;-413.0
-636.0;-312.0;584.0;-601.0;-754.0;-4.0;-54.0;300.0;-40.0;-413.0
-636.0;-312.0;584.0;-601.0;-754.0;-5.0;-54.0;300.0;-40.0;-413.0
-636.0;-312.0;584.0;-601.0;-754.0;-5.0;-54.0;301.0;-40.0;-414.0
-636.0;-312.0;584.0;-600.0;-754.0;-5.0;-54.0;300.0;-40.0;-413.0
-636.0;-312.0;584.0;-600.0;-754.0;-5.0;-54.0;300.0;-41.0;-413.0
-636.0;-312.0;583.0;-600.0;-754.0;-5.0;-54.0;300.0;-42.0;-414.0
-636.0;-313.0;583.0;-600.0;-754.0;-5.0;-54.0;301.0;-42.0;-414.0
-636.0;-313.0;583.0;-600.0;-754.0;-5.0;-54.0;301.0;-42.0;-414.0
-636.0;-313.0;583.0;-600.0;-754.0;-5.0;-54.0;301.0;-43.0;-414.0
-636.0;-313.0;583.0;-600.0;-754.0;-6.0;-54.0;301.0;-43.0;-413.0
-635.0;-313.0;583.0;-600.0;-754.0;-6.0;-53.0;300.0;-43.0;-413.0
-636.0;-313.0;583.0;-600.0;-754.0;-5.0;-53.0;301.0;-44.0;-414.0
-636.0;-313.0;583.0;-600.0;-754.0;-5.0;-53.0;300.0;-43.0;-414.0
-635.0;-313.0;582.0;-600.0;-754.0;-5.0;-54.0;300.0;-43.0;-414.0
-635.0;-313.0;582.0;-600.0;-754.0;-6.0;-53.0;301.0;-44.0;-414.0
-635.0;-313.0;582.0;-599.0;-754.0;-7.0;-53.0;301.0;-45.0;-413.0
-635.0;-313.0;582.0;-598.0;-754.0;-8.0;-53.0;301.0;-46.0;-413.0
-635.0;-313.0;583.0;-598.0;-754.0;-8.0;-53.0;302.0;-47.0;-413.0
-635.0;-313.0;584.0;-598.0;-755.0;-7.0;-53.0;300.0;-49.0;-414.0
-635.0;-312.0;584.0;-598.0;-755.0;-6.0;-54.0;300.0;-49.0;-414.0
-445.0;-629.0;416.0;-469.0;-780.0;62.0;-262.0;227.0;344.0;439.0
-455.0;-647.0;432.0;-493.0;-795.0;39.0;-238.0;246.0;353.0;459.0
-497.0;-744.0;596.0;-784.0;-771.0;497.0;-606.0;620.0;502.0;736.0
-472.0;-678.0;460.0;-535.0;-823.0;0.0;-194.0;280.0;367.0;484.0
-483.0;-689.0;474.0;-551.0;-835.0;-16.0;-173.0;293.0;370.0;491.0
-494.0;-700.0;490.0;-563.0;-843.0;-29.0;-151.0;303.0;372.0;495.0
-533.0;-677.0;693.0;-533.0;-894.0;-60.0;-63.0;211.0;230.0;359.0
-554.0;-659.0;713.0;-540.0;-895.0;-55.0;-55.0;241.0;256.0;323.0
-569.0;-644.0;727.0;-546.0;-893.0;-52.0;-48.0;266.0;278.0;294.0
-579.0;-631.0;736.0;-548.0;-890.0;-46.0;-43.0;286.0;293.0;275.0
-585.0;-623.0;738.0;-551.0;-887.0;-41.0;-39.0;306.0;305.0;264.0
-589.0;-618.0;739.0;-553.0;-884.0;-37.0;-39.0;322.0;315.0;262.0
-590.0;-618.0;740.0;-554.0;-881.0;-32.0;-40.0;335.0;322.0;271.0
-588.0;-624.0;740.0;-553.0;-878.0;-29.0;-41.0;346.0;327.0;292.0
-585.0;-632.0;735.0;-551.0;-874.0;-29.0;-42.0;354.0;333.0;323.0
-577.0;-662.0;705.0;-544.0;-862.0;-37.0;-45.0;371.0;349.0;404.0
-571.0;-679.0;680.0;-542.0;-856.0;-42.0;-44.0;381.0;363.0;451.0
-565.0;-699.0;650.0;-542.0;-850.0;-47.0;-42.0;391.0;382.0;500.0
-635.0;-312.0;584.0;-599.0;-755.0;-7.0;-54.0;300.0;-49.0;-414.0
-635.0;-312.0;585.0;-600.0;-755.0;-7.0;-55.0;301.0;-48.0;-413.0
-634.0;-312.0;585.0;-601.0;-753.0;-7.0;-56.0;306.0;-46.0;-412.0
-633.0;-313.0;585.0;-604.0;-749.0;-5.0;-58.0;310.0;-39.0;-410.0
-633.0;-314.0;587.0;-610.0;-745.0;-2.0;-61.0;312.0;-33.0;-407.0
-632.0;-315.0;589.0;-612.0;-744.0;1.0;-64.0;310.0;-34.0;-404.0
-632.0;-314.0;590.0;-613.0;-746.0;3.0;-67.0;298.0;-51.0;-402.0
-633.0;-314.0;592.0;-614.0;-740.0;4.0;-70.0;279.0;-74.0;-402.0
-375.0;-685.0;463.0;-403.0;-903.0;-50.0;-178.0;99.0;-29.0;-250.0
-341.0;-709.0;458.0;-395.0;-895.0;-53.0;-175.0;125.0;15.0;-220.0
75.0;-138.0;119.0;-122.0;-618.0;-62.0;-716.0;-81.0;-81.0;-29.0
-314.0;-731.0;454.0;-391.0;-889.0;-52.0;-172.0;159.0;57.0;-190.0
-290.0;-749.0;448.0;-391.0;-887.0;-45.0;-171.0;203.0;99.0;-164.0
-271.0;-763.0;444.0;-389.0;-885.0;-37.0;-164.0;246.0;141.0;-140.0
-258.0;-772.0;442.0;-381.0;-881.0;-31.0;-159.0;285.0;173.0;-114.0
-248.0;-778.0;437.0;-371.0;-875.0;-27.0;-156.0;323.0;200.0;-90.0
-240.0;-781.0;429.0;-362.0;-873.0;-21.0;-153.0;360.0;224.0;-68.0
-233.0;-781.0;423.0;-351.0;-873.0;-20.0;-148.0;393.0;248.0;-46.0
-457.0;-729.0;497.0;-656.0;-799.0;-219.0;93.0;530.0;473.0;354.0
-441.0;-722.0;489.0;-661.0;-802.0;-216.0;94.0;524.0;468.0;307.0
16.0;-115.0;111.0;-251.0;209.0;531.0;-734.0;287.0;-33.0;311.0
-181.0;-237.0;140.0;-58.0;-430.0;235.0;-641.0;-62.0;15.0;-62.0
349.0;353.0;-255.0;149.0;495.0;243.0;-446.0;-59.0;-260.0;-93.0
-428.0;-721.0;497.0;-665.0;-806.0;-212.0;95.0;517.0;459.0;299.0
-509.0;-706.0;507.0;-574.0;-849.0;-32.0;-131.0;315.0;377.0;499.0
-518.0;-708.0;520.0;-583.0;-852.0;-37.0;-107.0;329.0;388.0;504.0
-527.0;-711.0;534.0;-588.0;-853.0;-50.0;-83.0;345.0;399.0;501.0
-538.0;-713.0;552.0;-599.0;-857.0;-61.0;-61.0;366.0;408.0;496.0
-222.0;-777.0;400.0;-331.0;-865.0;-23.0;-140.0;474.0;308.0;18.0
-227.0;-776.0;396.0;-329.0;-861.0;-28.0;-139.0;494.0;321.0;41.0
-236.0;-773.0;395.0;-328.0;-856.0;-32.0;-138.0;512.0;334.0;62.0
-225.0;-669.0;275.0;-495.0;-754.0;82.0;147.0;638.0;631.0;480.0
-402.0;-721.0;507.0;-555.0;-843.0;-59.0;-134.0;546.0;417.0;300.0
-406.0;-722.0;505.0;-571.0;-846.0;-66.0;-127.0;534.0;417.0;296.0
-409.0;-728.0;502.0;-588.0;-847.0;-72.0;-118.0;518.0;417.0;291.0
-417.0;-736.0;499.0;-602.0;-847.0;-78.0;-109.0;500.0;414.0;291.0
-423.0;-744.0;505.0;-617.0;-849.0;-82.0;-99.0;486.0;406.0;302.0
-429.0;-727.0;510.0;-670.0;-810.0;-207.0;96.0;509.0;445.0;306.0
-431.0;-734.0;516.0;-672.0;-813.0;-203.0;98.0;495.0;426.0;304.0
-433.0;-740.0;528.0;-677.0;-812.0;-200.0;100.0;476.0;409.0;297.0
-434.0;-743.0;537.0;-684.0;-809.0;-196.0;101.0;458.0;388.0;282.0
-432.0;-744.0;541.0;-695.0;-807.0;-192.0;102.0;438.0;364.0;272.0
-176.0;-229.0;148.0;-50.0;-411.0;241.0;-643.0;-69.0;19.0;-70.0
-430.0;-745.0;545.0;-708.0;-803.0;-187.0;101.0;420.0;340.0;265.0
-431.0;-752.0;515.0;-636.0;-851.0;-89.0;-88.0;475.0;400.0;325.0
-427.0;-747.0;551.0;-720.0;-796.0;-182.0;100.0;398.0;317.0;253.0
-429.0;-746.0;552.0;-733.0;-786.0;-178.0;100.0;374.0;297.0;239.0
-432.0;-745.0;550.0;-745.0;-773.0;-175.0;99.0;351.0;279.0;228.0
-439.0;-742.0;551.0;-757.0;-760.0;-170.0;98.0;328.0;261.0;214.0
-443.0;-760.0;524.0;-658.0;-850.0;-95.0;-77.0;468.0;395.0;351.0
-450.0;-734.0;544.0;-767.0;-750.0;-167.0;99.0;308.0;241.0;200.0
-459.0;-725.0;541.0;-775.0;-738.0;-167.0;99.0;289.0;223.0;200.0
-154.0;-197.0;128.0;-15.0;-328.0;257.0;-649.0;-115.0;-22.0;-115.0
151.0;39.0;67.0;183.0;-617.0;128.0;-850.0;-2.0;-243.0;-68.0
20.0;-153.0;170.0;99.0;-345.0;20.0;-682.0;-3.0;-286.0;-39.0
-247.0;-124.0;88.0;-300.0;-534.0;433.0;-574.0;-441.0;-311.0;-130.0
-367.0;-513.0;285.0;-516.0;-810.0;80.0;-273.0;287.0;327.0;237.0
-382.0;-489.0;294.0;-483.0;-796.0;99.0;-289.0;255.0;306.0;217.0
-160.0;-110.0;3.0;37.0;-298.0;408.0;-582.0;-106.0;199.0;-104.0
-229.0;-203.0;79.0;-38.0;-367.0;358.0;-520.0;-16.0;303.0;-5.0
-265.0;-245.0;132.0;-74.0;-401.0;338.0;-496.0;22.0;339.0;42.0
-594.0;-654.0;602.0;-578.0;-851.0;-49.0;-45.0;130.0;-59.0;495.0
-664.0;-734.0;729.0;-720.0;-948.0;-236.0;241.0;232.0;-10.0;629.0
-399.0;-454.0;301.0;-457.0;-778.0;119.0;-299.0;230.0;288.0;190.0
-364.0;-271.0;234.0;-296.0;-642.0;230.0;-356.0;146.0;249.0;-29.0
-365.0;-307.0;241.0;-299.0;-637.0;236.0;-363.0;147.0;241.0;17.0
-300.0;-256.0;204.0;-58.0;-503.0;372.0;-570.0;-73.0;107.0;17.0
-78.0;-604.0;199.0;-862.0;-938.0;51.0;191.0;179.0;288.0;354.0
-185.0;-504.0;333.0;-760.0;-970.0;-47.0;202.0;-133.0;-48.0;165.0
-462.0;-670.0;485.0;-810.0;-541.0;-156.0;60.0;83.0;20.0;206.0
-464.0;-670.0;485.0;-808.0;-530.0;-157.0;59.0;79.0;9.0;210.0
-464.0;-670.0;484.0;-805.0;-520.0;-158.0;58.0;75.0;-1.0;212.0
-464.0;-669.0;482.0;-802.0;-510.0;-159.0;58.0;72.0;-11.0;213.0
-464.0;-668.0;481.0;-798.0;-501.0;-161.0;59.0;68.0;-21.0;215.0
-470.0;-676.0;488.0;-771.0;-443.0;-177.0;73.0;41.0;-112.0;232.0
382.0;296.0;-553.0;152.0;759.0;-289.0;434.0;-88.0;28.0;298.0
-105.0;-348.0;417.0;-454.0;-616.0;-256.0;109.0;473.0;468.0;618.0
