InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroY;Accelerometer LUA^ accX;Accelerometer RWR accX;Accelerometer RUA^ accX;InertialMeasurementUnit RLA accY;Accelerometer BACK accX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax
-6.0;-3.0;-46.0;330.0;-298.0;44.0;322.0;164.0;-20;-20;11
-32.0;7.0;-53.0;349.0;-255.0;41.0;301.0;163.0;13;13;17
36.0;-120.0;-141.0;401.0;-242.0;206.0;218.0;290.0;113;113;38
8.0;-25.0;-36.0;364.0;-282.0;48.0;305.0;151.0;-35;-35;16
15.0;26.0;11.0;357.0;-320.0;72.0;281.0;165.0;12;12;18
23.0;87.0;52.0;372.0;-332.0;-103.0;201.0;77.0;-99;-99;9
4.0;3.0;-7.0;353.0;-288.0;-6.0;282.0;158.0;-7;-7;9
-13.0;81.0;10.0;332.0;-339.0;12.0;301.0;178.0;15;15;12
-50.0;65.0;-20.0;333.0;-308.0;33.0;305.0;179.0;-9;-9;6
-59.0;3.0;-20.0;334.0;-307.0;33.0;297.0;203.0;11;11;13
-70.0;27.0;-44.0;328.0;-313.0;54.0;302.0;135.0;-8;-8;17
-31.0;-17.0;1.0;330.0;-314.0;32.0;307.0;157.0;-19;-19;13
6.0;-26.0;6.0;339.0;-337.0;9.0;292.0;158.0;30;30;12
52.0;-109.0;36.0;439.0;-339.0;-15.0;299.0;168.0;14;14;10
65.0;-29.0;-85.0;330.0;-261.0;47.0;320.0;147.0;-3;-3;12
21.0;-97.0;-74.0;448.0;-49.0;34.0;343.0;210.0;-18;-18;9
-14.0;0.0;-56.0;342.0;-225.0;8.0;344.0;176.0;-1;-1;11
16.0;-28.0;-32.0;326.0;-293.0;36.0;295.0;144.0;-17;-17;19
-12.0;21.0;-23.0;344.0;-256.0;31.0;283.0;145.0;-9;-9;15
-62.0;39.0;-225.0;373.0;-398.0;-6.0;133.0;259.0;-36;-36;18
-33.0;15.0;-57.0;328.0;-318.0;26.0;284.0;165.0;-11;-11;17
-62.0;40.0;-66.0;327.0;-309.0;10.0;300.0;157.0;-3;-3;17
-111.0;65.0;-43.0;303.0;-345.0;-16.0;290.0;97.0;-365;-365;35
-98.0;52.0;-28.0;331.0;-312.0;38.0;289.0;160.0;5;5;14
-86.0;40.0;-19.0;326.0;-304.0;38.0;291.0;146.0;18;18;9
-71.0;29.0;-33.0;305.0;-329.0;28.0;300.0;141.0;-3;-3;9
-26.0;9.0;-16.0;322.0;-318.0;42.0;304.0;129.0;3;3;10
-7.0;-10.0;-17.0;333.0;-295.0;46.0;297.0;139.0;11;11;15
4.0;-26.0;-8.0;342.0;-327.0;48.0;305.0;161.0;22;22;11
-7.0;-14.0;-30.0;316.0;-311.0;39.0;309.0;161.0;13;13;9
-49.0;54.0;-20.0;341.0;-248.0;47.0;289.0;173.0;15;15;8
-22.0;18.0;-7.0;330.0;-289.0;27.0;284.0;156.0;-27;-27;17
-11.0;20.0;28.0;325.0;-324.0;45.0;289.0;181.0;4;4;18
21.0;33.0;14.0;334.0;-296.0;47.0;301.0;153.0;28;28;10
19.0;60.0;14.0;331.0;-322.0;42.0;293.0;181.0;-16;-16;10
4.0;22.0;14.0;317.0;-306.0;41.0;298.0;177.0;3;3;13
-16.0;41.0;24.0;342.0;-292.0;57.0;305.0;177.0;6;6;13
-8.0;3.0;-14.0;341.0;-288.0;42.0;306.0;182.0;-13;-13;14
1.0;12.0;18.0;339.0;-282.0;36.0;300.0;186.0;3;3;7
-21.0;29.0;17.0;329.0;-282.0;56.0;305.0;170.0;-7;-7;3
4.0;18.0;2.0;329.0;-308.0;57.0;310.0;163.0;-17;-17;11
10.0;23.0;-19.0;334.0;-285.0;46.0;312.0;156.0;-9;-9;13
21.0;7.0;14.0;341.0;-320.0;41.0;305.0;155.0;-19;-19;9
15.0;3.0;-20.0;342.0;-290.0;54.0;305.0;144.0;5;5;10
-6.0;14.0;-32.0;339.0;-263.0;41.0;294.0;173.0;-16;-16;7
-24.0;6.0;-27.0;324.0;-311.0;30.0;291.0;163.0;-4;-4;14
-38.0;2.0;-15.0;331.0;-304.0;35.0;298.0;183.0;-12;-12;16
-45.0;53.0;-42.0;311.0;-303.0;32.0;296.0;170.0;-19;-19;11
-70.0;19.0;-30.0;339.0;-293.0;14.0;291.0;158.0;11;11;13
-100.0;-2.0;-44.0;331.0;-235.0;28.0;297.0;159.0;4;4;7
-175.0;81.0;-74.0;323.0;-309.0;29.0;278.0;151.0;3;3;12
-95.0;35.0;-55.0;344.0;-316.0;38.0;297.0;155.0;-19;-19;11
-115.0;173.0;39.0;208.0;-461.0;-66.0;187.0;235.0;-682;-682;-1294
-107.0;32.0;-18.0;347.0;-316.0;19.0;313.0;183.0;-5;-5;5
-90.0;76.0;-33.0;310.0;-324.0;39.0;312.0;162.0;-11;-11;9
-9.0;18.0;-24.0;303.0;-280.0;38.0;323.0;161.0;15;15;15
-6.0;12.0;-32.0;330.0;-276.0;48.0;312.0;172.0;9;9;15
-16.0;26.0;-10.0;324.0;-292.0;56.0;309.0;181.0;8;8;16
11.0;11.0;-28.0;333.0;-278.0;46.0;324.0;184.0;-16;-16;13
5.0;7.0;-19.0;332.0;-262.0;48.0;325.0;173.0;-3;-3;11
-44.0;32.0;-31.0;322.0;-287.0;46.0;323.0;201.0;12;12;13
-31.0;48.0;19.0;311.0;-333.0;48.0;321.0;158.0;-8;-8;8
-5.0;37.0;0.0;303.0;-343.0;45.0;317.0;159.0;14;14;7
-15.0;4.0;-6.0;322.0;-320.0;57.0;316.0;170.0;42;42;10
19.0;27.0;-11.0;313.0;-295.0;64.0;313.0;150.0;23;23;12
-30.0;21.0;-2.0;311.0;-304.0;53.0;316.0;159.0;12;12;12
7.0;32.0;-16.0;324.0;-289.0;61.0;326.0;159.0;3;3;7
0.0;6.0;-32.0;329.0;-288.0;46.0;323.0;160.0;-10;-10;11
2.0;-19.0;-13.0;327.0;-332.0;64.0;322.0;180.0;6;6;14
0.0;-11.0;-20.0;328.0;-306.0;58.0;324.0;154.0;9;9;8
4.0;15.0;-26.0;334.0;-272.0;65.0;327.0;176.0;1;1;8
31.0;19.0;-40.0;332.0;-301.0;66.0;321.0;170.0;0;0;9
-24.0;-145.0;6.0;588.0;-318.0;-46.0;375.0;276.0;42;42;-8
6.0;-1.0;-7.0;333.0;-319.0;64.0;323.0;160.0;-17;-17;7
10.0;28.0;-10.0;333.0;-270.0;37.0;327.0;164.0;-21;-21;9
8.0;14.0;-3.0;342.0;-321.0;50.0;308.0;154.0;-9;-9;13
10.0;47.0;9.0;351.0;-272.0;43.0;299.0;163.0;15;15;11
7.0;51.0;28.0;329.0;-300.0;39.0;307.0;174.0;19;19;12
6.0;7.0;20.0;325.0;-313.0;37.0;303.0;172.0;1;1;15
22.0;2.0;10.0;315.0;-350.0;62.0;302.0;177.0;11;11;12
-16.0;-41.0;-5.0;311.0;-279.0;70.0;298.0;177.0;7;7;10
38.0;-11.0;7.0;337.0;-354.0;48.0;307.0;150.0;1;1;15
-14.0;10.0;-10.0;323.0;-292.0;27.0;284.0;168.0;-15;-15;10
-22.0;-17.0;-5.0;324.0;-302.0;43.0;290.0;146.0;17;17;11
-20.0;-17.0;-20.0;332.0;-252.0;28.0;289.0;172.0;29;29;11
1.0;10.0;-19.0;342.0;-295.0;35.0;293.0;145.0;11;11;10
4.0;14.0;-43.0;333.0;-275.0;5.0;304.0;141.0;31;31;7
9.0;1.0;-15.0;360.0;-304.0;60.0;330.0;219.0;13;13;21
15.0;89.0;11.0;333.0;-286.0;55.0;329.0;179.0;20;20;23
-34.0;95.0;14.0;359.0;-277.0;26.0;316.0;183.0;2;2;29
82.0;268.0;-23.0;341.0;-374.0;-95.0;122.0;-16.0;-1773;-1773;-134
36.0;64.0;37.0;342.0;-285.0;84.0;296.0;208.0;2;2;5
83.0;33.0;173.0;576.0;-277.0;17.0;262.0;288.0;-33;-33;30
29.0;4.0;-11.0;361.0;-278.0;58.0;317.0;173.0;-9;-9;9
151.0;-54.0;18.0;329.0;31.0;132.0;63.0;211.0;127;127;54
62.0;3.0;15.0;324.0;-272.0;48.0;333.0;155.0;10;10;13
32.0;89.0;28.0;345.0;-207.0;16.0;359.0;155.0;0;0;13
-15.0;137.0;-125.0;384.0;-161.0;-1.0;364.0;-185.0;263;263;6
25.0;174.0;13.0;362.0;-304.0;-6.0;312.0;134.0;22;22;24
-17.0;181.0;40.0;339.0;-281.0;50.0;318.0;160.0;13;13;13
8.0;72.0;66.0;318.0;-248.0;28.0;288.0;139.0;1;1;16
-9.0;25.0;7.0;548.0;-442.0;0.0;11.0;175.0;17;17;-7
-18.0;63.0;47.0;324.0;-297.0;28.0;289.0;145.0;16;16;20
-26.0;55.0;22.0;303.0;-286.0;10.0;291.0;144.0;3;3;19
-23.0;20.0;21.0;321.0;-310.0;33.0;274.0;136.0;-11;-11;20
-19.0;109.0;116.0;449.0;-245.0;80.0;287.0;217.0;-14;-14;12
21.0;56.0;0.0;306.0;-294.0;14.0;311.0;147.0;0;0;13
2.0;-40.0;9.0;325.0;-269.0;38.0;301.0;149.0;24;24;12
27.0;-27.0;4.0;340.0;-293.0;49.0;341.0;119.0;2;2;14
27.0;-33.0;7.0;310.0;-314.0;18.0;330.0;134.0;-12;-12;18
184.0;-163.0;-130.0;334.0;-120.0;22.0;417.0;197.0;-49;-49;19
87.0;6.0;-28.0;331.0;-278.0;30.0;343.0;142.0;6;6;22
55.0;20.0;-23.0;332.0;-281.0;36.0;347.0;163.0;-19;-19;13
49.0;10.0;-17.0;342.0;-309.0;58.0;352.0;135.0;0;0;4
35.0;-13.0;-89.0;341.0;-270.0;85.0;341.0;127.0;-3;-3;8
42.0;-65.0;-70.0;324.0;-266.0;55.0;342.0;115.0;-5;-5;11
20.0;-35.0;-42.0;343.0;-281.0;30.0;292.0;152.0;-16;-16;13
-1.0;-69.0;-7.0;303.0;-352.0;1.0;270.0;139.0;17;17;35
18.0;-62.0;-33.0;332.0;-261.0;30.0;303.0;135.0;13;13;9
-15.0;-60.0;-9.0;333.0;-275.0;25.0;321.0;134.0;-1;-1;3
-13.0;14.0;-177.0;279.0;-381.0;111.0;344.0;107.0;-22;-22;2
-5.0;-58.0;-26.0;325.0;-298.0;20.0;343.0;144.0;-7;-7;13
26.0;-33.0;-19.0;323.0;-316.0;45.0;335.0;144.0;-5;-5;6
38.0;-34.0;-31.0;323.0;-292.0;47.0;334.0;144.0;18;18;2
59.0;5.0;-29.0;333.0;-288.0;47.0;319.0;144.0;16;16;8
55.0;23.0;-44.0;343.0;-305.0;37.0;313.0;144.0;-5;-5;9
76.0;54.0;-1.0;351.0;-286.0;26.0;312.0;133.0;-30;-30;9
-29.0;11.0;-18.0;303.0;-334.0;22.0;297.0;151.0;-1;-1;10
-29.0;27.0;-27.0;308.0;-286.0;24.0;297.0;152.0;3;3;11
-36.0;39.0;-29.0;338.0;-306.0;10.0;311.0;114.0;3;3;11
-37.0;-1.0;-34.0;336.0;-295.0;38.0;293.0;124.0;-1;-1;8
-4.0;52.0;16.0;345.0;-331.0;57.0;301.0;182.0;10;10;8
17.0;27.0;42.0;333.0;-305.0;62.0;314.0;141.0;0;0;7
-18.0;12.0;15.0;323.0;-264.0;21.0;317.0;157.0;-1;-1;9
8.0;393.0;311.0;489.0;-214.0;7.0;199.0;223.0;-30;-30;14
0.0;16.0;-1.0;335.0;-294.0;63.0;309.0;155.0;22;22;9
50.0;23.0;24.0;342.0;-276.0;49.0;320.0;187.0;13;13;9
28.0;-10.0;4.0;340.0;-313.0;36.0;317.0;131.0;-4;-4;12
-8.0;-15.0;-31.0;331.0;-280.0;26.0;310.0;162.0;-8;-8;12
-27.0;-27.0;-42.0;332.0;-285.0;52.0;324.0;169.0;2;2;9
11.0;-20.0;-49.0;314.0;-268.0;49.0;319.0;158.0;4;4;10
6.0;-59.0;-64.0;318.0;-271.0;56.0;317.0;151.0;-4;-4;16
-30.0;24.0;2.0;524.0;-160.0;91.0;532.0;170.0;9;9;25
-11.0;-43.0;-75.0;302.0;-307.0;42.0;317.0;162.0;19;19;15
-61.0;-277.0;-287.0;366.0;-290.0;59.0;271.0;265.0;-43;-43;23
-27.0;-71.0;-71.0;337.0;-296.0;10.0;302.0;147.0;-10;-10;7
-8.0;26.0;-27.0;332.0;-301.0;42.0;312.0;150.0;-9;-9;9
-16.0;40.0;-40.0;324.0;-287.0;14.0;299.0;165.0;-19;-19;7
-40.0;55.0;-26.0;332.0;-321.0;43.0;293.0;125.0;-2;-2;7
61.0;8.0;-19.0;321.0;-288.0;-13.0;317.0;147.0;-5;-5;12
-21.0;67.0;-33.0;323.0;-292.0;38.0;294.0;182.0;-6;-6;12
63.0;-27.0;-12.0;313.0;-291.0;5.0;303.0;176.0;7;7;-1
-47.0;35.0;-13.0;323.0;-337.0;39.0;290.0;133.0;2;2;13
-58.0;52.0;4.0;322.0;-318.0;37.0;285.0;157.0;21;21;13
-22.0;58.0;9.0;326.0;-323.0;41.0;277.0;141.0;12;12;13
-63.0;-28.0;-15.0;316.0;-351.0;15.0;300.0;219.0;-6;-6;5
28.0;-22.0;-32.0;325.0;-324.0;12.0;291.0;160.0;-19;-19;8
38.0;21.0;36.0;314.0;-311.0;8.0;297.0;166.0;-5;-5;8
-74.0;47.0;135.0;407.0;-232.0;4.0;222.0;327.0;25;25;1
-34.0;43.0;24.0;330.0;-340.0;44.0;276.0;161.0;25;25;11
-89.0;28.0;7.0;326.0;-292.0;26.0;282.0;161.0;-15;-15;10
-62.0;-7.0;-5.0;328.0;-266.0;47.0;284.0;163.0;-18;-18;8
-43.0;-206.0;138.0;298.0;65.0;175.0;144.0;173.0;10;10;10
-65.0;8.0;27.0;328.0;-304.0;-4.0;259.0;174.0;-5;-5;4
-97.0;-177.0;136.0;346.0;-313.0;15.0;29.0;164.0;41;41;30
-11.0;38.0;29.0;388.0;-343.0;-16.0;262.0;205.0;-4;-4;1
-16.0;3.0;8.0;326.0;-253.0;1.0;295.0;201.0;1;1;-3
-10.0;15.0;13.0;317.0;-304.0;18.0;283.0;189.0;10;10;2
-25.0;-12.0;-24.0;354.0;-300.0;7.0;264.0;173.0;4;4;6
-107.0;-34.0;148.0;419.0;-299.0;142.0;111.0;303.0;-65;-65;28
27.0;19.0;-86.0;304.0;-469.0;-14.0;120.0;135.0;-11;-11;11
-34.0;31.0;16.0;300.0;-281.0;35.0;289.0;179.0;5;5;14
-16.0;15.0;-36.0;332.0;-294.0;36.0;291.0;192.0;18;18;1
-5.0;-47.0;-25.0;385.0;-452.0;57.0;124.0;216.0;-4;-4;23
1.0;-3.0;-32.0;334.0;-352.0;12.0;285.0;183.0;6;6;4
