InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;Accelerometer RUA_ accX;Accelerometer RWR accZ;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
-159;-8;260.0;608.0;-48.0;-8
-159;-13;281.0;601.0;14.0;-13
-159;-31;306.0;576.0;79.0;-31
-159;-52;287.0;568.0;22.0;-52
-159;-20;289.0;567.0;-104.0;-20
-159;41;274.0;551.0;-105.0;41
-159;25;263.0;561.0;-44.0;25
-159;-11;281.0;567.0;-61.0;-11
-159;18;281.0;556.0;-100.0;18
-159;27;273.0;548.0;-104.0;27
-159;5;262.0;542.0;-108.0;5
-159;26;262.0;557.0;-67.0;26
-159;20;262.0;551.0;-77.0;20
-159;-24;250.0;531.0;-24.0;-24
-159;-13;243.0;557.0;106.0;-13
-159;10;269.0;?;180.0;10
-159;5;281.0;?;174.0;5
-159;-10;283.0;?;181.0;-10
-159;-40;272.0;?;114.0;-40
-159;-39;263.0;540.0;203.0;-39
-159;-21;277.0;591.0;285.0;-21
-159;-33;288.0;577.0;363.0;-33
-159;-7;286.0;604.0;283.0;-7
-159;6;278.0;590.0;245.0;6
-159;-29;296.0;579.0;262.0;-29
-159;-7;301.0;577.0;267.0;-7
-159;21;299.0;615.0;334.0;21
-159;-4;320.0;639.0;352.0;-4
-159;-12;320.0;641.0;382.0;-12
-159;-14;320.0;571.0;365.0;-14
-159;-21;350.0;637.0;152.0;-21
-159;-10;416.0;650.0;-168.0;-10
-159;-10;408.0;634.0;-429.0;-10
-159;-17;377.0;608.0;-593.0;-17
-159;-25;323.0;605.0;-534.0;-25
-159;-15;274.0;573.0;-438.0;-15
-159;-28;247.0;611.0;-318.0;-28
-159;-41;218.0;588.0;-201.0;-41
-159;4;208.0;577.0;-55.0;4
-159;5;200.0;512.0;80.0;5
-159;7;227.0;551.0;113.0;7
-159;22;250.0;533.0;94.0;22
-159;10;253.0;557.0;103.0;10
-159;31;233.0;503.0;144.0;31
-159;35;263.0;549.0;151.0;35
-159;23;272.0;569.0;120.0;23
-159;43;294.0;560.0;68.0;43
-159;14;299.0;574.0;34.0;14
-159;4;300.0;591.0;16.0;4
-159;11;283.0;614.0;29.0;11
-159;-40;289.0;635.0;33.0;-40
-159;-5;301.0;582.0;1.0;-5
-159;-5;305.0;593.0;-15.0;-5
-159;-6;302.0;633.0;-10.0;-6
-159;52;279.0;661.0;91.0;52
-159;-6;300.0;615.0;97.0;-6
-159;-10;341.0;596.0;-45.0;-10
-159;58;361.0;618.0;-210.0;58
-159;41;306.0;622.0;-224.0;41
-159;0;262.0;593.0;-106.0;0
-159;-10;270.0;540.0;22.0;-10
-159;-1;251.0;521.0;144.0;-1
-159;-9;253.0;563.0;108.0;-9
-159;-50;251.0;556.0;139.0;-50
-159;-30;256.0;569.0;209.0;-30
-159;2;299.0;570.0;142.0;2
-159;-10;319.0;555.0;-61.0;-10
-159;25;305.0;588.0;-140.0;25
-159;54;289.0;566.0;-82.0;54
-159;33;280.0;567.0;-33.0;33
-159;-11;275.0;597.0;-158.0;-11
?;-13;264.0;588.0;-146.0;-13
-159;21;260.0;564.0;-41.0;21
-159;-5;279.0;557.0;-34.0;-5
-159;-20;281.0;570.0;-84.0;-20
-159;13;271.0;551.0;-123.0;13
-159;12;252.0;539.0;-10.0;12
-159;-31;252.0;393.0;49.0;-31
-159;-40;251.0;269.0;198.0;-40
-159;-5;233.0;540.0;869.0;-5
-159;4;180.0;1001.0;2406.0;4
-159;-11;134.0;892.0;4941.0;-11
-159;-24;66.0;680.0;6516.0;-24
-159;-1;348.0;693.0;4709.0;-1
-159;41;719.0;658.0;1443.0;41
-159;36;621.0;667.0;-218.0;36
-159;15;436.0;638.0;-120.0;15
-159;1;344.0;593.0;324.0;1
-159;-15;375.0;619.0;386.0;-15
-159;-7;408.0;642.0;274.0;-7
-159;10;414.0;657.0;231.0;10
-159;-4;455.0;692.0;248.0;-4
-159;-21;478.0;693.0;41.0;-21
-159;16;511.0;742.0;-313.0;16
-159;26;500.0;722.0;-500.0;26
-159;12;529.0;716.0;-544.0;12
-159;30;486.0;680.0;-703.0;30
-159;-13;495.0;709.0;-876.0;-13
-159;-51;483.0;677.0;-982.0;-51
-159;6;496.0;672.0;-1078.0;6
-159;7;470.0;644.0;-1174.0;7
-159;-43;459.0;648.0;-1240.0;-43
-159;-14;419.0;607.0;-1418.0;-14
-159;6;428.0;628.0;-1684.0;6
-159;-15;381.0;655.0;-1807.0;-15
-159;6;327.0;684.0;-1694.0;6
-159;19;265.0;625.0;-1402.0;19
-159;-1;262.0;651.0;-980.0;-1
-159;17;243.0;621.0;-590.0;17
-159;30;272.0;653.0;-357.0;30
-159;-2;262.0;612.0;-246.0;-2
-159;22;285.0;592.0;-175.0;22
-159;52;275.0;566.0;-126.0;52
-159;18;272.0;542.0;-71.0;18
-159;0;263.0;562.0;-75.0;0
-159;-6;225.0;536.0;-10.0;-6
-159;-10;233.0;528.0;95.0;-10
-159;5;220.0;528.0;109.0;5
-159;-24;258.0;534.0;51.0;-24
-159;-61;260.0;554.0;25.0;-61
-159;-20;257.0;556.0;-30.0;-20
-159;11;270.0;529.0;-63.0;11
-159;-32;272.0;574.0;-157.0;-32
-159;-26;242.0;611.0;-146.0;-26
-159;16;263.0;590.0;-25.0;16
-160;10;270.0;581.0;39.0;10
-160;-8;275.0;593.0;91.0;?
-159;-9;304.0;618.0;75.0;?
-159;12;291.0;643.0;-16.0;?
-159;-20;267.0;620.0;-92.0;?
-160;-20;275.0;614.0;-48.0;?
-160;41;288.0;618.0;62.0;?
-160;1;310.0;608.0;51.0;?
-159;-4;293.0;609.0;37.0;-4
-159;43;266.0;579.0;57.0;43
-159;-8;258.0;567.0;173.0;-8
-160;-36;291.0;571.0;244.0;-36
-160;29;303.0;592.0;153.0;29
?;20;281.0;624.0;83.0;20
?;-57;291.0;551.0;113.0;-57
?;-5;291.0;602.0;98.0;-5
-159;25;299.0;600.0;39.0;25
-160;-11;278.0;598.0;23.0;-11
-160;0;285.0;563.0;24.0;0
-159;-13;288.0;562.0;-34.0;-13
-159;18;276.0;577.0;-150.0;18
-159;-9;250.0;589.0;-90.0;-9
-159;-35;250.0;570.0;43.0;-35
-160;11;268.0;554.0;139.0;11
-160;-18;278.0;577.0;40.0;-18
-159;8;271.0;563.0;-54.0;8
-159;18;252.0;575.0;7.0;18
-159;-11;259.0;572.0;44.0;-11
-159;-12;263.0;579.0;71.0;-12
-160;-32;261.0;570.0;95.0;-32
-160;-32;281.0;580.0;27.0;-32
-159;-19;272.0;582.0;9.0;-19
-159;14;291.0;607.0;22.0;14
-159;7;280.0;574.0;-39.0;7
-159;-26;279.0;625.0;-52.0;-26
-160;-20;274.0;587.0;15.0;-20
-160;-21;294.0;581.0;51.0;-21
-159;-12;290.0;584.0;70.0;-12
-159;-16;290.0;608.0;103.0;-16
-159;-18;296.0;584.0;88.0;-18
-159;-10;300.0;588.0;77.0;-10
-160;-10;298.0;582.0;67.0;-10
-160;8;267.0;587.0;-15.0;8
-159;0;282.0;598.0;-68.0;0
-159;-22;295.0;612.0;-51.0;-22
-159;-16;271.0;581.0;11.0;-16
-160;-9;291.0;601.0;56.0;-9
-160;11;291.0;568.0;76.0;11
-160;8;299.0;587.0;-6.0;8
-159;-34;291.0;618.0;-29.0;-34
-159;-2;290.0;602.0;-15.0;-2
-159;-1;297.0;626.0;11.0;-1
-160;0;309.0;612.0;-19.0;0
-160;51;315.0;595.0;-59.0;51
-160;16;288.0;591.0;-127.0;16
-159;31;280.0;581.0;-51.0;31
-159;27;281.0;568.0;15.0;27
-159;20;274.0;601.0;-70.0;20
-159;48;283.0;589.0;-131.0;48
-159;-18;281.0;610.0;-31.0;-18
-159;2;272.0;574.0;5.0;2
-159;46;280.0;598.0;48.0;46
-159;5;281.0;611.0;95.0;5
-159;10;300.0;622.0;98.0;10
-159;30;290.0;616.0;96.0;30
-159;2;291.0;591.0;103.0;2
-159;-12;292.0;603.0;146.0;-12
-159;-11;303.0;617.0;161.0;-11
-159;-30;315.0;628.0;115.0;-30
-159;-7;333.0;603.0;40.0;-7
-159;20;323.0;625.0;42.0;20
-159;-7;318.0;612.0;69.0;-7
-159;-33;294.0;575.0;93.0;-33
-159;-71;308.0;593.0;97.0;-71
-159;-97;325.0;571.0;11.0;-97
-159;-54;303.0;595.0;2.0;-54
-159;-9;292.0;610.0;82.0;-9
-159;-18;307.0;630.0;113.0;-18
-159;-26;320.0;621.0;-4.0;-26
-159;-11;311.0;630.0;-6.0;-11
-159;-38;339.0;622.0;-45.0;-38
-159;-29;316.0;629.0;-107.0;-29
-159;21;310.0;608.0;-90.0;21
-159;-4;309.0;608.0;-94.0;-4
-159;-23;309.0;584.0;-121.0;-23
-159;-19;311.0;597.0;-133.0;-19
-159;-14;304.0;575.0;-53.0;-14
-159;19;297.0;579.0;-66.0;19
-159;30;276.0;563.0;-110.0;30
-159;-3;278.0;575.0;-46.0;-3
-159;-22;269.0;565.0;-16.0;-22
-159;14;252.0;567.0;50.0;14
-159;-10;252.0;553.0;41.0;-10
-159;-23;269.0;559.0;38.0;-23
-159;31;281.0;591.0;64.0;31
-159;0;271.0;610.0;51.0;0
-159;-14;?;603.0;32.0;-14
-159;17;291.0;621.0;-28.0;17
-159;18;292.0;609.0;-5.0;18
-159;-7;287.0;610.0;-3.0;-7
-159;-31;282.0;619.0;-39.0;-31
-159;9;296.0;621.0;51.0;9
-159;48;299.0;568.0;57.0;48
-159;40;277.0;595.0;7.0;40
-159;-27;280.0;613.0;40.0;-27
-159;-31;300.0;610.0;38.0;-31
-159;30;299.0;617.0;23.0;30
-159;13;295.0;624.0;39.0;13
-159;33;272.0;583.0;41.0;33
-159;24;289.0;600.0;35.0;24
-159;5;300.0;579.0;29.0;5
-159;42;310.0;585.0;58.0;42
-159;-5;310.0;618.0;19.0;-5
-159;-35;296.0;603.0;-36.0;-35
-159;-20;283.0;620.0;14.0;-20
-159;-20;304.0;595.0;-15.0;-20
-159;-3;293.0;602.0;-110.0;-3
-159;11;274.0;583.0;-61.0;11
-159;2;275.0;600.0;-4.0;2
-159;-12;285.0;550.0;-30.0;-12
-159;-2;303.0;545.0;-41.0;-2
-159;-5;302.0;607.0;-69.0;-5
-159;-11;267.0;603.0;-68.0;-11
-159;-23;260.0;600.0;-11.0;-23
-159;-33;285.0;601.0;44.0;-33
-159;3;310.0;591.0;-65.0;3
-159;9;291.0;591.0;-84.0;9
-159;23;300.0;568.0;-45.0;23
-159;39;299.0;572.0;-103.0;39
-159;22;287.0;565.0;-130.0;22
-159;65;259.0;582.0;-128.0;65
-159;53;265.0;592.0;-68.0;53
?;-30;257.0;572.0;13.0;-30
?;-3;252.0;596.0;-15.0;-3
?;41;256.0;590.0;37.0;41
?;-11;292.0;608.0;44.0;-11
-159;-17;288.0;586.0;36.0;-17
-159;9;286.0;605.0;53.0;9
-159;-30;292.0;559.0;25.0;-30
-159;-30;292.0;556.0;-101.0;-30
-159;2;267.0;569.0;-63.0;2
-159;-21;252.0;591.0;57.0;-21
-159;-17;252.0;570.0;51.0;-17
-159;11;262.0;604.0;83.0;11
-159;7;271.0;610.0;131.0;7
-159;32;272.0;610.0;42.0;32
-159;9;282.0;596.0;48.0;9
-159;-31;280.0;589.0;42.0;-31
-159;15;279.0;570.0;-16.0;15
-159;0;246.0;557.0;8.0;0
-159;4;235.0;569.0;159.0;4
-159;11;242.0;585.0;291.0;11
-159;-45;247.0;558.0;344.0;-45
-159;-23;258.0;559.0;344.0;-23
-159;-16;282.0;590.0;325.0;-16
-159;-21;301.0;589.0;204.0;-21
-159;2;291.0;610.0;100.0;2
-159;15;291.0;591.0;127.0;15
-159;33;281.0;611.0;128.0;33
-159;32;291.0;611.0;97.0;32
-159;-5;290.0;637.0;132.0;-5
-159;-41;295.0;663.0;231.0;-41
-159;-5;309.0;639.0;241.0;-5
-159;2;300.0;607.0;219.0;2
-159;-29;315.0;626.0;182.0;-29
-159;23;319.0;585.0;105.0;23
-159;46;297.0;572.0;35.0;46
-159;-15;297.0;552.0;89.0;-15
-159;-48;289.0;572.0;81.0;-48
