InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK accY;InertialMeasurementUnit LUA accX;InertialMeasurementUnit RUA gyroY;Accelerometer LUA^ accY;Accelerometer RKN^ accX;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit LUA accZ;Accelerometer BACK accX
4;-298.0;-952.0;-41.0;935.0;-174.0;23.0;126.0;124.0
2;-298.0;-952.0;-78.0;930.0;-153.0;18.0;125.0;138.0
0;-302.0;-945.0;-69.0;946.0;-173.0;30.0;117.0;103.0
1;-312.0;-957.0;0.0;958.0;-191.0;-12.0;122.0;123.0
1;-305.0;-954.0;5.0;944.0;-191.0;-38.0;127.0;125.0
-162;-237.0;-915.0;-138.0;966.0;-365.0;-245.0;78.0;132.0
14;-293.0;-936.0;23.0;929.0;-190.0;-58.0;116.0;124.0
5;-303.0;-954.0;45.0;931.0;-183.0;-63.0;117.0;117.0
7;-293.0;-947.0;27.0;925.0;-171.0;-36.0;130.0;146.0
15;-300.0;-935.0;29.0;920.0;-168.0;-36.0;135.0;141.0
-2;-173.0;-966.0;-88.0;953.0;-161.0;-160.0;-5.0;-7.0
-2;-208.0;-971.0;6.0;959.0;-155.0;-6.0;72.0;31.0
0;-211.0;-968.0;-13.0;962.0;-160.0;23.0;78.0;29.0
-2;-206.0;-971.0;-13.0;936.0;-153.0;-30.0;65.0;37.0
3;-208.0;-962.0;-12.0;947.0;-165.0;17.0;71.0;37.0
-3;-305.0;-867.0;43.0;876.0;-20.0;91.0;195.0;169.0
1;-212.0;-970.0;-22.0;954.0;-191.0;17.0;77.0;28.0
-4;-214.0;-963.0;12.0;951.0;-142.0;-13.0;70.0;22.0
4;-160.0;-957.0;-96.0;942.0;-151.0;-38.0;14.0;-16.0
5;-315.0;-842.0;-43.0;997.0;-14.0;123.0;200.0;133.0
-73;-372.0;-868.0;80.0;1007.0;211.0;-41.0;259.0;122.0
-4;-280.0;-857.0;6.0;912.0;-22.0;-17.0;162.0;102.0
2;-216.0;-958.0;-29.0;949.0;-166.0;34.0;78.0;34.0
1;-260.0;-851.0;184.0;891.0;-12.0;-199.0;188.0;125.0
-3;-220.0;-962.0;-26.0;950.0;-166.0;18.0;82.0;29.0
-1;-222.0;-971.0;-12.0;958.0;-165.0;25.0;83.0;26.0
5;-260.0;-849.0;-78.0;929.0;86.0;-124.0;165.0;45.0
1;-225.0;-935.0;29.0;946.0;-165.0;-155.0;105.0;20.0
-2;-219.0;-962.0;-31.0;948.0;-172.0;15.0;87.0;38.0
-1;-249.0;-871.0;-8.0;866.0;-16.0;14.0;168.0;120.0
-3;-218.0;-966.0;-16.0;946.0;-170.0;40.0;77.0;38.0
3;-223.0;-964.0;-8.0;961.0;-161.0;29.0;84.0;32.0
2;-222.0;-964.0;-5.0;965.0;-175.0;-2.0;95.0;49.0
3;-227.0;-963.0;-14.0;940.0;-172.0;37.0;84.0;47.0
2;-232.0;-966.0;-12.0;940.0;-151.0;25.0;87.0;42.0
-2;-230.0;-965.0;-29.0;952.0;-157.0;52.0;87.0;59.0
-4;-236.0;-963.0;-10.0;957.0;-155.0;40.0;96.0;36.0
6;-231.0;-970.0;33.0;946.0;-141.0;40.0;96.0;37.0
-1;-210.0;-950.0;132.0;956.0;-156.0;29.0;90.0;44.0
12;-295.0;-955.0;-54.0;890.0;-195.0;17.0;110.0;22.0
-4;-302.0;-949.0;-54.0;885.0;-159.0;17.0;110.0;135.0
4;-276.0;-871.0;8.0;852.0;-30.0;64.0;145.0;96.0
6;-289.0;-964.0;-53.0;899.0;-160.0;38.0;117.0;126.0
2;-315.0;-956.0;-17.0;968.0;-171.0;10.0;124.0;145.0
20;-233.0;-804.0;29.0;788.0;-153.0;-116.0;61.0;39.0
1;-312.0;-957.0;-24.0;943.0;-172.0;46.0;128.0;136.0
3;-301.0;-947.0;-35.0;929.0;-176.0;39.0;130.0;135.0
1;-251.0;-935.0;39.0;978.0;-267.0;197.0;167.0;128.0
3;-307.0;-957.0;-18.0;927.0;-182.0;27.0;119.0;125.0
5;-283.0;-936.0;8.0;882.0;-155.0;81.0;138.0;144.0
-6;-308.0;-945.0;18.0;926.0;-181.0;-8.0;118.0;135.0
0;-297.0;-949.0;10.0;928.0;-181.0;-16.0;123.0;136.0
1;-305.0;-960.0;-2.0;940.0;-182.0;8.0;132.0;144.0
1;-284.0;-956.0;25.0;978.0;-252.0;65.0;217.0;135.0
2;-308.0;-961.0;-29.0;942.0;-176.0;5.0;133.0;142.0
3;-307.0;-958.0;-28.0;930.0;-178.0;38.0;126.0;146.0
-12;-233.0;-1016.0;-26.0;1007.0;-517.0;360.0;98.0;237.0
4;-309.0;-952.0;-26.0;948.0;-188.0;30.0;124.0;122.0
-5;-303.0;-959.0;-5.0;943.0;-194.0;-6.0;128.0;141.0
2;-309.0;-951.0;-29.0;956.0;-177.0;-36.0;131.0;144.0
8;-319.0;-946.0;-26.0;952.0;-181.0;19.0;126.0;154.0
10;-291.0;-939.0;-53.0;947.0;-172.0;33.0;129.0;153.0
6;-294.0;-950.0;-93.0;911.0;-177.0;78.0;118.0;137.0
0;-192.0;-951.0;-602.0;1000.0;-129.0;-9.0;147.0;26.0
9;-278.0;-945.0;-39.0;932.0;-164.0;-3.0;142.0;108.0
-4;-274.0;-951.0;-45.0;939.0;-151.0;-13.0;154.0;107.0
-3;-271.0;-960.0;-37.0;943.0;-160.0;13.0;150.0;114.0
3;-272.0;-954.0;-18.0;947.0;-171.0;13.0;146.0;104.0
1;-271.0;-954.0;-13.0;938.0;-162.0;-30.0;136.0;97.0
4;-270.0;-958.0;-43.0;952.0;-173.0;-5.0;136.0;111.0
0;-248.0;-915.0;-46.0;891.0;-161.0;57.0;164.0;106.0
-5;-274.0;-961.0;-30.0;951.0;-174.0;24.0;151.0;110.0
-2;-272.0;-955.0;-28.0;943.0;-161.0;20.0;146.0;110.0
4;-276.0;-952.0;-23.0;956.0;-176.0;-4.0;138.0;104.0
-7;-270.0;-950.0;-28.0;941.0;-154.0;33.0;143.0;106.0
2;-272.0;-958.0;-41.0;948.0;-169.0;25.0;145.0;115.0
-3;-274.0;-955.0;-14.0;950.0;-176.0;0.0;142.0;95.0
0;-250.0;-1002.0;-31.0;994.0;-190.0;1.0;173.0;72.0
-1;-275.0;-961.0;-28.0;956.0;-163.0;23.0;142.0;109.0
2;-268.0;-954.0;-5.0;944.0;-169.0;16.0;150.0;110.0
-3;-273.0;-955.0;-11.0;938.0;-171.0;14.0;135.0;110.0
-2;-272.0;-945.0;-26.0;945.0;-160.0;19.0;139.0;100.0
-3;-280.0;-954.0;-5.0;943.0;-162.0;8.0;148.0;95.0
3;-284.0;-965.0;-13.0;942.0;-172.0;16.0;148.0;102.0
-2;-278.0;-959.0;1.0;952.0;-170.0;-13.0;147.0;108.0
-1;-270.0;-947.0;-32.0;942.0;-160.0;33.0;130.0;97.0
-6;-273.0;-957.0;-34.0;940.0;-160.0;16.0;138.0;105.0
-2;-278.0;-962.0;-35.0;940.0;-167.0;12.0;156.0;106.0
6;-269.0;-967.0;-39.0;960.0;-236.0;-65.0;197.0;94.0
-1;-273.0;-972.0;-13.0;956.0;-163.0;-8.0;163.0;114.0
-2;-272.0;-951.0;-50.0;938.0;-183.0;15.0;147.0;106.0
-10;-270.0;-956.0;0.0;939.0;-162.0;0.0;132.0;106.0
-4;-265.0;-938.0;-29.0;943.0;-179.0;23.0;119.0;106.0
2;-286.0;-945.0;-72.0;951.0;-171.0;39.0;129.0;91.0
-4;-290.0;-958.0;-30.0;942.0;-161.0;30.0;156.0;87.0
-2;-310.0;-945.0;-25.0;1004.0;-125.0;10.0;312.0;157.0
-3;-280.0;-956.0;13.0;939.0;-174.0;-58.0;147.0;100.0
0;-277.0;-955.0;18.0;936.0;-181.0;-43.0;136.0;95.0
1;-279.0;-952.0;-34.0;928.0;-165.0;-21.0;129.0;96.0
14;-187.0;-984.0;-494.0;978.0;-781.0;187.0;55.0;93.0
2;-286.0;-948.0;-39.0;929.0;-172.0;3.0;136.0;113.0
6;-358.0;-873.0;40.0;828.0;-135.0;320.0;201.0;162.0
-6;-117.0;-967.0;-92.0;998.0;-228.0;286.0;205.0;-14.0
0;-152.0;-950.0;88.0;996.0;-268.0;-73.0;182.0;-38.0
-15;-232.0;-882.0;186.0;887.0;-72.0;122.0;216.0;100.0
-4;-217.0;-937.0;27.0;941.0;-160.0;-12.0;164.0;31.0
1;-220.0;-937.0;77.0;930.0;-162.0;79.0;159.0;38.0
4;-223.0;-937.0;11.0;930.0;-171.0;-4.0;170.0;24.0
-7;-192.0;-786.0;9.0;791.0;-229.0;-23.0;262.0;10.0
2;-222.0;-932.0;-18.0;932.0;-162.0;28.0;183.0;48.0
-4;-229.0;-927.0;-144.0;950.0;-161.0;6.0;200.0;39.0
0;-238.0;-921.0;-156.0;915.0;-156.0;-8.0;170.0;56.0
1;-258.0;-968.0;-59.0;951.0;-181.0;-215.0;214.0;79.0
4;-238.0;-936.0;-2.0;911.0;-171.0;-104.0;201.0;58.0
4;-244.0;-915.0;34.0;907.0;-161.0;-30.0;168.0;62.0
11;-293.0;-858.0;-42.0;827.0;-150.0;-25.0;326.0;155.0
12;-339.0;-835.0;-580.0;814.0;-118.0;-396.0;312.0;188.0
32;-321.0;-1035.0;277.0;1111.0;-193.0;214.0;245.0;210.0
7;-198.0;-968.0;-188.0;899.0;-104.0;206.0;15.0;130.0
0;-240.0;-996.0;4.0;1115.0;-108.0;-19.0;136.0;86.0
0;-234.0;-974.0;0.0;1044.0;-121.0;-25.0;107.0;62.0
-2;-236.0;-970.0;-11.0;995.0;-130.0;-39.0;115.0;68.0
5;-235.0;-975.0;-23.0;1006.0;-137.0;-45.0;107.0;67.0
-13;-234.0;-988.0;-68.0;1008.0;-212.0;-39.0;62.0;70.0
2;-250.0;-980.0;-85.0;990.0;-141.0;0.0;100.0;85.0
-7;-211.0;-963.0;217.0;988.0;-24.0;61.0;44.0;61.0
1278;-326.0;-964.0;-60.0;944.0;12.0;-597.0;204.0;-37.0
552;-247.0;-1060.0;-177.0;1189.0;19.0;353.0;183.0;129.0
16;-231.0;-988.0;-55.0;987.0;-127.0;44.0;140.0;81.0
-460;-214.0;-1041.0;-474.0;1280.0;46.0;407.0;100.0;-51.0
-10;-196.0;-1003.0;-86.0;973.0;-86.0;-41.0;69.0;85.0
16;-156.0;-947.0;-884.0;948.0;-152.0;-1393.0;167.0;-20.0
-3;-233.0;-972.0;-13.0;994.0;-151.0;-45.0;158.0;68.0
3;-239.0;-991.0;3.0;945.0;-163.0;52.0;161.0;46.0
1;-212.0;-932.0;-19.0;922.0;-155.0;198.0;158.0;19.0
18;-212.0;-961.0;-60.0;941.0;-136.0;-20.0;125.0;86.0
-3;-67.0;-896.0;30.0;872.0;131.0;82.0;81.0;-31.0
27;-240.0;-986.0;-53.0;1006.0;-181.0;-81.0;63.0;66.0
183;-64.0;-1041.0;-159.0;890.0;287.0;-394.0;93.0;27.0
-483;-312.0;-942.0;-263.0;988.0;-3.0;-203.0;193.0;151.0
2;-250.0;-980.0;-19.0;965.0;-71.0;-71.0;102.0;68.0
673;-274.0;-945.0;-1.0;913.0;64.0;33.0;208.0;143.0
-12;-205.0;-1001.0;-101.0;978.0;-100.0;-186.0;75.0;67.0
-864;-247.0;-800.0;-131.0;1259.0;59.0;-498.0;112.0;69.0
-19;-248.0;-975.0;-9.0;990.0;-151.0;-8.0;116.0;88.0
-94;-252.0;-968.0;-30.0;1016.0;-144.0;-50.0;124.0;81.0
23;-234.0;-974.0;-3.0;983.0;-130.0;-8.0;134.0;92.0
21;-135.0;-962.0;-84.0;1037.0;-75.0;120.0;-28.0;44.0
1;76.0;-1005.0;18.0;1023.0;107.0;-20.0;-83.0;-204.0
0;-273.0;-986.0;-1.0;999.0;-13.0;38.0;106.0;148.0
1;-263.0;-981.0;-16.0;993.0;80.0;14.0;137.0;121.0
-5;-253.0;-990.0;-23.0;989.0;35.0;14.0;93.0;125.0
-1;-289.0;-999.0;-162.0;961.0;32.0;-238.0;118.0;174.0
127;-134.0;-817.0;58.0;897.0;6.0;56.0;49.0;113.0
4;-226.0;-971.0;6.0;946.0;-110.0;-26.0;129.0;42.0
-1;-214.0;-990.0;50.0;979.0;-112.0;37.0;127.0;46.0
381;-206.0;-937.0;-242.0;994.0;139.0;-97.0;130.0;35.0
-1;-304.0;-885.0;10.0;950.0;-166.0;-35.0;198.0;78.0
-1;-248.0;-965.0;-142.0;968.0;-179.0;131.0;191.0;47.0
-3;-262.0;-939.0;-16.0;979.0;-121.0;31.0;322.0;86.0
-7;-326.0;-944.0;-120.0;966.0;-120.0;66.0;337.0;169.0
3;-177.0;-961.0;-206.0;930.0;-169.0;-53.0;23.0;-14.0
-4;-230.0;-847.0;-34.0;887.0;-203.0;-54.0;-107.0;51.0
1;-171.0;-822.0;-76.0;843.0;-187.0;133.0;124.0;138.0
1;831.0;-76.0;-133.0;107.0;-980.0;-208.0;-261.0;-765.0
-16;-226.0;-896.0;87.0;829.0;-187.0;-29.0;215.0;123.0
-1;-177.0;-776.0;-52.0;804.0;-227.0;213.0;265.0;17.0
3;-281.0;-881.0;-9.0;925.0;-171.0;-101.0;172.0;177.0
-14;-301.0;-855.0;-106.0;867.0;-150.0;-267.0;220.0;158.0
5;-264.0;-835.0;-321.0;879.0;-130.0;-152.0;333.0;134.0
-3;-320.0;-926.0;-312.0;943.0;-218.0;500.0;297.0;164.0
-199;-366.0;-857.0;-64.0;852.0;-599.0;95.0;249.0;202.0
0;-260.0;-934.0;10.0;988.0;-122.0;-66.0;324.0;77.0
-2;-307.0;-967.0;197.0;1004.0;-141.0;-151.0;330.0;138.0
-11;-175.0;-964.0;242.0;985.0;-45.0;-52.0;222.0;75.0
-3;-225.0;-962.0;73.0;964.0;-130.0;-14.0;177.0;50.0
-1;-228.0;-954.0;25.0;974.0;-141.0;-3.0;173.0;58.0
4;-218.0;-969.0;53.0;978.0;-125.0;-94.0;164.0;61.0
-1;-227.0;-956.0;-4.0;982.0;-131.0;-67.0;180.0;69.0
-7;-222.0;-930.0;141.0;982.0;-151.0;132.0;331.0;39.0
3;-211.0;-965.0;-54.0;976.0;-131.0;-67.0;170.0;64.0
2;-210.0;-969.0;-59.0;960.0;-132.0;11.0;164.0;60.0
-1;-181.0;-881.0;-84.0;1050.0;-175.0;-118.0;267.0;60.0
0;-208.0;-963.0;-32.0;991.0;-121.0;5.0;173.0;64.0
-6;-209.0;-965.0;-42.0;970.0;-132.0;0.0;165.0;83.0
-14;-148.0;-961.0;-129.0;1002.0;-271.0;-315.0;197.0;-11.0
2;-210.0;-960.0;-22.0;966.0;-131.0;-22.0;170.0;67.0
1;-210.0;-966.0;-17.0;961.0;-130.0;-17.0;170.0;48.0
-2;-210.0;-963.0;-6.0;983.0;-149.0;4.0;178.0;65.0
-1;-209.0;-957.0;-7.0;976.0;-132.0;17.0;163.0;50.0
-3;-208.0;-957.0;-50.0;960.0;-130.0;-6.0;164.0;49.0
1;-207.0;-954.0;-5.0;977.0;-141.0;-12.0;166.0;30.0
-1;-208.0;-963.0;2.0;970.0;-131.0;7.0;169.0;61.0
2;-209.0;-961.0;-3.0;977.0;-131.0;-6.0;160.0;60.0
1;-197.0;-969.0;-36.0;969.0;-142.0;113.0;147.0;48.0
1;-208.0;-962.0;-39.0;969.0;-131.0;2.0;160.0;48.0
1;-208.0;-955.0;-32.0;978.0;-141.0;34.0;164.0;47.0
0;-204.0;-965.0;-5.0;985.0;-130.0;9.0;165.0;49.0
6;-240.0;-951.0;-67.0;975.0;-132.0;52.0;195.0;24.0
3;-153.0;-964.0;17.0;978.0;-250.0;46.0;204.0;-28.0
75;-62.0;-1021.0;29.0;1032.0;-225.0;-343.0;71.0;-139.0
2;-206.0;-968.0;3.0;976.0;-140.0;-33.0;157.0;47.0
0;-205.0;-957.0;4.0;978.0;-124.0;-28.0;159.0;57.0
-2;-54.0;-911.0;-159.0;1022.0;-142.0;-97.0;312.0;-144.0
2;-205.0;-970.0;-63.0;976.0;-122.0;-31.0;159.0;62.0
4;-201.0;-964.0;-43.0;969.0;-135.0;-46.0;161.0;48.0
-2;-203.0;-964.0;-22.0;977.0;-140.0;-33.0;156.0;48.0
2;-156.0;-971.0;-92.0;977.0;-131.0;-35.0;111.0;8.0
2;-200.0;-964.0;-16.0;970.0;-134.0;-11.0;154.0;47.0
3;-196.0;-959.0;-9.0;977.0;-127.0;-5.0;152.0;46.0
0;-199.0;-960.0;-37.0;962.0;-140.0;8.0;156.0;58.0
2;-198.0;-967.0;-17.0;981.0;-134.0;-23.0;162.0;39.0
2;-199.0;-970.0;16.0;990.0;-130.0;-28.0;154.0;58.0
-1;-199.0;-957.0;-9.0;979.0;-120.0;10.0;155.0;50.0
-1;-199.0;-959.0;-5.0;976.0;-131.0;17.0;157.0;55.0
2;-198.0;-967.0;-25.0;962.0;-134.0;0.0;156.0;59.0
0;-197.0;-963.0;-41.0;974.0;-150.0;18.0;159.0;60.0
4;-200.0;-959.0;-32.0;997.0;-140.0;24.0;159.0;47.0
1;-195.0;-963.0;-23.0;978.0;-136.0;26.0;148.0;46.0
2;-198.0;-963.0;-11.0;978.0;-132.0;29.0;145.0;70.0
3;-194.0;-951.0;26.0;967.0;-144.0;116.0;162.0;-3.0
2;-251.0;-968.0;79.0;1051.0;-218.0;-107.0;68.0;282.0
-15;-283.0;-948.0;-20.0;930.0;-175.0;-16.0;170.0;136.0
-5;-214.0;-988.0;-5.0;953.0;-18.0;72.0;44.0;125.0
-934;-320.0;-1030.0;-206.0;1033.0;-237.0;756.0;155.0;39.0
-940;-188.0;-967.0;-15.0;855.0;101.0;92.0;218.0;94.0
7;-272.0;-972.0;-4.0;956.0;-73.0;-17.0;87.0;134.0
5;-268.0;-952.0;20.0;965.0;-38.0;4.0;84.0;114.0
-36;-302.0;-978.0;102.0;1013.0;114.0;-178.0;164.0;86.0
-2;-292.0;-952.0;170.0;955.0;-9.0;-134.0;84.0;119.0
-1441;-263.0;-726.0;-277.0;745.0;-86.0;-763.0;101.0;-2.0
3;-306.0;-1003.0;38.0;995.0;-15.0;-136.0;105.0;132.0
-709;-328.0;-974.0;-259.0;994.0;41.0;-66.0;207.0;33.0
0;-277.0;-987.0;-16.0;987.0;91.0;-10.0;105.0;125.0
-25;-282.0;-965.0;-18.0;979.0;-30.0;-3.0;116.0;120.0
-19;-277.0;-957.0;-13.0;974.0;-56.0;-23.0;102.0;135.0
9;-283.0;-973.0;18.0;976.0;-55.0;8.0;65.0;97.0
-6;-265.0;-959.0;95.0;946.0;-34.0;-6.0;71.0;59.0
-2;-281.0;-968.0;17.0;925.0;-22.0;18.0;76.0;117.0
4;-275.0;-954.0;1.0;961.0;-21.0;9.0;77.0;124.0
2;-287.0;-942.0;-13.0;994.0;-10.0;13.0;68.0;117.0
1;-254.0;-991.0;-62.0;996.0;105.0;-15.0;60.0;127.0
-3;-272.0;-969.0;1.0;941.0;-9.0;-32.0;70.0;112.0
1;-218.0;-988.0;-12.0;973.0;18.0;86.0;69.0;111.0
11;-287.0;-951.0;-47.0;860.0;2.0;21.0;58.0;176.0
1;-285.0;-959.0;-2.0;960.0;-21.0;17.0;51.0;108.0
1;-281.0;-947.0;-37.0;948.0;-21.0;-19.0;75.0;122.0
1;-287.0;-963.0;8.0;944.0;-18.0;-19.0;70.0;131.0
-1;-285.0;-966.0;-33.0;951.0;-20.0;-16.0;56.0;118.0
2;-281.0;-959.0;19.0;960.0;-32.0;-1.0;60.0;99.0
-3;-283.0;-980.0;54.0;951.0;-9.0;-36.0;77.0;109.0
-1;-289.0;-953.0;31.0;949.0;-20.0;2.0;58.0;114.0
2;-282.0;-952.0;-11.0;949.0;-17.0;-37.0;66.0;100.0
-7;-292.0;-957.0;-3.0;950.0;-8.0;11.0;72.0;109.0
1;-280.0;-958.0;-15.0;938.0;-7.0;10.0;61.0;116.0
-20;-286.0;-961.0;18.0;947.0;-40.0;-76.0;88.0;131.0
-1;-286.0;-962.0;-36.0;947.0;-21.0;19.0;69.0;117.0
-4;-275.0;-968.0;-43.0;940.0;-20.0;-2.0;54.0;115.0
1;-272.0;-960.0;-15.0;939.0;-22.0;-26.0;52.0;126.0
1;-276.0;-967.0;7.0;939.0;-14.0;-37.0;56.0;106.0
1;-270.0;-970.0;-9.0;957.0;-26.0;-96.0;51.0;106.0
-13;-360.0;-959.0;-307.0;988.0;109.0;193.0;281.0;245.0
2;-333.0;-986.0;72.0;995.0;86.0;269.0;63.0;188.0
1;-337.0;-1009.0;96.0;1026.0;-5.0;17.0;92.0;172.0
-1;-296.0;-972.0;-26.0;949.0;-22.0;21.0;88.0;107.0
3;-290.0;-955.0;-44.0;949.0;-21.0;57.0;70.0;115.0
-4;-289.0;-959.0;-38.0;951.0;-40.0;37.0;63.0;102.0
3;-319.0;-861.0;-10.0;846.0;-9.0;-28.0;202.0;135.0
1;-270.0;-974.0;-2.0;958.0;-30.0;4.0;48.0;104.0
3;-268.0;-961.0;-30.0;962.0;2.0;-6.0;35.0;55.0
4;-273.0;-950.0;-28.0;1006.0;-32.0;-20.0;30.0;68.0
8;-272.0;-960.0;-45.0;960.0;-40.0;9.0;46.0;105.0
3;-268.0;-970.0;-30.0;942.0;-29.0;-6.0;55.0;106.0
7;-275.0;-971.0;-17.0;965.0;-26.0;12.0;55.0;106.0
71;-277.0;-987.0;-53.0;970.0;-86.0;17.0;80.0;142.0
0;-270.0;-981.0;-30.0;959.0;-34.0;9.0;43.0;114.0
9;-282.0;-970.0;7.0;939.0;-45.0;21.0;44.0;67.0
3;-280.0;-958.0;-27.0;921.0;-46.0;15.0;43.0;73.0
-4;-290.0;-981.0;69.0;980.0;-95.0;-1.0;105.0;154.0
6;-321.0;-955.0;-45.0;941.0;-168.0;45.0;124.0;163.0
9;-369.0;-937.0;12.0;870.0;-175.0;-98.0;138.0;158.0
-7;-86.0;-963.0;178.0;963.0;-193.0;-56.0;-74.0;-123.0
-2;-314.0;-513.0;7.0;513.0;-136.0;-19.0;368.0;126.0
-63;-202.0;-1120.0;134.0;1362.0;286.0;537.0;-29.0;369.0
-7;-217.0;-979.0;122.0;962.0;20.0;-49.0;60.0;123.0
0;-271.0;-967.0;-38.0;996.0;105.0;49.0;93.0;145.0
10;-352.0;-1032.0;92.0;1020.0;-59.0;196.0;183.0;280.0
1;-289.0;-997.0;-26.0;1007.0;-142.0;-50.0;92.0;174.0
-7;-322.0;-996.0;60.0;999.0;-20.0;-66.0;69.0;173.0
2;-217.0;-964.0;76.0;1008.0;-150.0;313.0;169.0;34.0
2;-297.0;-998.0;-17.0;1005.0;-157.0;-13.0;91.0;138.0
-4;-272.0;-971.0;-42.0;945.0;-30.0;24.0;43.0;118.0
-48;-298.0;-978.0;-81.0;868.0;186.0;-80.0;181.0;158.0
13;-383.0;-817.0;-233.0;836.0;80.0;154.0;248.0;260.0
3;-286.0;-985.0;264.0;901.0;-221.0;138.0;159.0;325.0
7;-379.0;-916.0;241.0;968.0;2.0;517.0;321.0;222.0
16;-510.0;-487.0;-73.0;613.0;-55.0;183.0;785.0;565.0
-4;-246.0;-997.0;10.0;987.0;101.0;-42.0;53.0;111.0
-1;-262.0;-1000.0;-40.0;1018.0;-20.0;-7.0;18.0;112.0
15;-267.0;-1017.0;-15.0;1013.0;-755.0;-358.0;178.0;31.0
-6;-297.0;-988.0;67.0;1009.0;-5.0;-39.0;17.0;153.0
5;-299.0;-1001.0;-45.0;1007.0;-99.0;-45.0;14.0;139.0
0;-292.0;-987.0;-19.0;998.0;-134.0;-71.0;72.0;129.0
-5;-293.0;-872.0;439.0;806.0;-108.0;195.0;290.0;173.0
0;-200.0;-948.0;140.0;958.0;-28.0;257.0;39.0;37.0
0;-289.0;-961.0;-19.0;968.0;-1.0;0.0;67.0;128.0
2;-275.0;-984.0;-362.0;945.0;-36.0;290.0;56.0;77.0
-6;-301.0;-983.0;61.0;997.0;-79.0;-22.0;90.0;143.0
0;-398.0;-764.0;83.0;741.0;-140.0;27.0;348.0;403.0
0;-117.0;-1039.0;-23.0;943.0;-184.0;-951.0;127.0;-31.0
-2;-342.0;-860.0;218.0;843.0;19.0;50.0;290.0;375.0
