InertialMeasurementUnit RUA magneticY;InertialMeasurementUnit LUA accY;InertialMeasurementUnit BACK magneticZ;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit LUA magneticX;Accelerometer LUA^ accZ;InertialMeasurementUnit LUA magneticY;Accelerometer LUA_ accZ
-476.0;278.0;337.0;74.0;314.0;598.0;173.0;-15.0;388.0
-530.0;133.0;358.0;1.0;354.0;469.0;-125.0;16.0;396.0
-545.0;184.0;486.0;-464.0;-470.0;336.0;-44.0;513.0;300.0
-208.0;114.0;312.0;-487.0;-100.0;480.0;-37.0;442.0;192.0
-95.0;-54.0;-68.0;-339.0;300.0;536.0;36.0;60.0;262.0
-816.0;-703.0;780.0;-411.0;-185.0;-514.0;763.0;623.0;569.0
-599.0;147.0;541.0;-350.0;232.0;474.0;-143.0;235.0;368.0
-531.0;116.0;361.0;7.0;359.0;473.0;-155.0;14.0;405.0
-581.0;-9.0;567.0;-89.0;193.0;429.0;-84.0;364.0;346.0
-533.0;120.0;356.0;23.0;401.0;470.0;-117.0;17.0;378.0
-610.0;275.0;391.0;-341.0;343.0;615.0;-261.0;254.0;315.0
-561.0;51.0;555.0;-71.0;195.0;449.0;-163.0;360.0;333.0
-526.0;268.0;466.0;-121.0;284.0;550.0;-266.0;316.0;322.0
-644.0;440.0;607.0;-6.0;188.0;633.0;-357.0;344.0;422.0
-485.0;92.0;130.0;-57.0;362.0;609.0;-43.0;-131.0;475.0
-351.0;-105.0;183.0;-88.0;-65.0;380.0;37.0;158.0;461.0
-447.0;256.0;523.0;94.0;203.0;571.0;-307.0;378.0;441.0
-581.0;-3.0;568.0;-86.0;197.0;433.0;-78.0;367.0;349.0
-580.0;65.0;569.0;-101.0;191.0;431.0;-61.0;369.0;359.0
-581.0;45.0;571.0;-107.0;190.0;428.0;-72.0;368.0;359.0
-581.0;15.0;573.0;-102.0;192.0;432.0;-74.0;367.0;358.0
-583.0;35.0;572.0;-85.0;192.0;428.0;-88.0;370.0;359.0
-614.0;341.0;576.0;59.0;169.0;536.0;-250.0;465.0;344.0
-592.0;41.0;570.0;-36.0;215.0;468.0;-72.0;363.0;376.0
-551.0;-14.0;501.0;-25.0;200.0;447.0;-69.0;311.0;411.0
-550.0;-12.0;507.0;-17.0;204.0;447.0;-113.0;322.0;391.0
-565.0;165.0;543.0;-97.0;209.0;455.0;-58.0;330.0;358.0
-536.0;143.0;372.0;9.0;343.0;476.0;12.0;48.0;482.0
-657.0;190.0;521.0;-332.0;123.0;611.0;-75.0;310.0;493.0
-568.0;38.0;478.0;-126.0;230.0;445.0;-69.0;283.0;368.0
-336.0;53.0;423.0;452.0;338.0;733.0;34.0;362.0;550.0
-566.0;108.0;541.0;-79.0;221.0;465.0;-195.0;340.0;343.0
-565.0;99.0;557.0;-78.0;198.0;452.0;-146.0;367.0;329.0
66.0;-298.0;-461.0;-192.0;117.0;839.0;450.0;-151.0;402.0
-597.0;51.0;571.0;-44.0;215.0;465.0;-54.0;359.0;380.0
-382.0;65.0;280.0;111.0;395.0;739.0;44.0;95.0;411.0
-565.0;58.0;549.0;-78.0;208.0;451.0;-162.0;350.0;323.0
-533.0;129.0;369.0;6.0;347.0;475.0;-80.0;35.0;539.0
-612.0;32.0;548.0;-384.0;233.0;440.0;-162.0;206.0;368.0
-597.0;36.0;571.0;-55.0;213.0;460.0;-40.0;357.0;397.0
-566.0;57.0;551.0;-71.0;213.0;454.0;-140.0;352.0;315.0
-602.0;-5.0;573.0;-55.0;211.0;460.0;-45.0;355.0;380.0
-667.0;45.0;499.0;-162.0;194.0;608.0;-300.0;97.0;479.0
-526.0;-45.0;393.0;94.0;298.0;668.0;-205.0;222.0;455.0
-546.0;70.0;565.0;-48.0;198.0;451.0;-80.0;340.0;391.0
-565.0;72.0;551.0;-75.0;211.0;453.0;-146.0;351.0;345.0
-546.0;-2.0;424.0;-42.0;118.0;595.0;-56.0;102.0;510.0
-576.0;68.0;498.0;-136.0;231.0;444.0;-162.0;278.0;323.0
-582.0;76.0;468.0;-218.0;285.0;500.0;-210.0;158.0;408.0
-572.0;-11.0;483.0;-123.0;228.0;444.0;-104.0;271.0;355.0
199.0;246.0;-119.0;399.0;220.0;460.0;-41.0;82.0;319.0
1219.0;227.0;-553.0;117.0;231.0;-19.0;94.0;20.0;967.0
-549.0;-72.0;415.0;47.0;263.0;602.0;29.0;268.0;157.0
-558.0;100.0;556.0;-69.0;193.0;454.0;-132.0;377.0;328.0
-565.0;82.0;555.0;-75.0;197.0;452.0;-154.0;363.0;319.0
-567.0;104.0;542.0;-81.0;217.0;465.0;-155.0;345.0;320.0
-568.0;31.0;478.0;-117.0;234.0;448.0;-77.0;281.0;368.0
-567.0;43.0;481.0;-119.0;235.0;447.0;-76.0;283.0;379.0
-565.0;80.0;550.0;-78.0;207.0;452.0;-164.0;351.0;341.0
-565.0;82.0;556.0;-77.0;199.0;451.0;-133.0;361.0;327.0
-570.0;97.0;555.0;-82.0;201.0;453.0;-138.0;358.0;320.0
-605.0;-18.0;573.0;-64.0;202.0;450.0;-58.0;352.0;367.0
-604.0;18.0;575.0;-57.0;210.0;455.0;-53.0;358.0;400.0
-391.0;152.0;567.0;216.0;29.0;522.0;-61.0;541.0;374.0
-27.0;58.0;-88.0;201.0;-344.0;446.0;-19.0;148.0;442.0
-569.0;93.0;560.0;-82.0;195.0;450.0;-136.0;367.0;320.0
-570.0;84.0;560.0;-86.0;191.0;447.0;-142.0;373.0;324.0
-559.0;60.0;493.0;-66.0;208.0;449.0;-114.0;303.0;371.0
-560.0;63.0;492.0;-84.0;211.0;446.0;-124.0;299.0;376.0
66.0;204.0;148.0;838.0;580.0;788.0;-45.0;112.0;366.0
-596.0;298.0;445.0;-471.0;-338.0;521.0;9.0;354.0;542.0
-59.0;-278.0;13.0;990.0;407.0;1027.0;453.0;321.0;673.0
-502.0;-9.0;370.0;31.0;138.0;600.0;-51.0;74.0;544.0
-584.0;55.0;559.0;-22.0;225.0;481.0;-83.0;352.0;342.0
-576.0;49.0;443.0;-278.0;-22.0;417.0;-93.0;555.0;232.0
-530.0;170.0;360.0;6.0;362.0;476.0;-92.0;21.0;422.0
-319.0;365.0;219.0;94.0;474.0;637.0;-390.0;-52.0;429.0
-544.0;-290.0;377.0;244.0;-67.0;674.0;338.0;743.0;720.0
-547.0;168.0;582.0;-102.0;147.0;472.0;-71.0;421.0;328.0
132.0;143.0;-25.0;201.0;274.0;404.0;-293.0;32.0;487.0
-541.0;21.0;586.0;-28.0;163.0;444.0;-71.0;379.0;327.0
-533.0;160.0;364.0;7.0;358.0;475.0;-95.0;26.0;438.0
-533.0;147.0;364.0;6.0;353.0;473.0;-110.0;27.0;485.0
-551.0;26.0;510.0;-19.0;203.0;443.0;-136.0;325.0;388.0
-564.0;40.0;491.0;-112.0;225.0;447.0;-122.0;291.0;369.0
-568.0;9.0;581.0;-83.0;204.0;444.0;-128.0;351.0;305.0
-565.0;96.0;551.0;-75.0;213.0;452.0;-158.0;354.0;324.0
-568.0;92.0;559.0;-80.0;200.0;452.0;-152.0;367.0;319.0
-833.0;-485.0;664.0;-666.0;-309.0;-361.0;596.0;695.0;704.0
-565.0;80.0;563.0;-79.0;192.0;450.0;-154.0;374.0;320.0
-591.0;23.0;573.0;-30.0;214.0;464.0;-190.0;362.0;273.0
-552.0;100.0;564.0;-67.0;187.0;448.0;-189.0;391.0;339.0
-585.0;72.0;558.0;-22.0;223.0;483.0;-112.0;356.0;344.0
-564.0;80.0;569.0;-78.0;192.0;446.0;-147.0;380.0;323.0
-509.0;119.0;628.0;-151.0;138.0;507.0;28.0;437.0;438.0
-545.0;89.0;615.0;-40.0;179.0;446.0;-6.0;432.0;448.0
-569.0;91.0;557.0;-77.0;203.0;451.0;-154.0;366.0;312.0
-599.0;27.0;566.0;-120.0;266.0;457.0;-91.0;300.0;340.0
-568.0;75.0;562.0;-79.0;196.0;446.0;-156.0;379.0;327.0
-565.0;81.0;567.0;-75.0;194.0;448.0;-174.0;381.0;317.0
-567.0;61.0;560.0;-80.0;196.0;446.0;-167.0;361.0;320.0
-295.0;298.0;119.0;477.0;816.0;914.0;-284.0;-223.0;406.0
-570.0;81.0;555.0;-80.0;200.0;450.0;-172.0;366.0;308.0
-814.0;208.0;-27.0;-496.0;778.0;928.0;-83.0;-265.0;357.0
-568.0;75.0;562.0;-81.0;192.0;445.0;-143.0;377.0;321.0
-567.0;73.0;561.0;-82.0;194.0;445.0;-151.0;377.0;319.0
-573.0;97.0;582.0;154.0;-20.0;563.0;-80.0;482.0;291.0
174.0;254.0;-195.0;890.0;874.0;879.0;-234.0;-351.0;226.0
-378.0;296.0;175.0;-132.0;-403.0;391.0;-217.0;404.0;222.0
-223.0;140.0;122.0;946.0;935.0;1253.0;-68.0;-89.0;333.0
-567.0;97.0;559.0;-76.0;198.0;452.0;-143.0;368.0;313.0
-219.0;-120.0;77.0;410.0;788.0;896.0;-14.0;-134.0;461.0
-430.0;219.0;341.0;-45.0;457.0;653.0;-96.0;53.0;361.0
522.0;221.0;-483.0;518.0;530.0;207.0;-83.0;-482.0;513.0
-598.0;-22.0;571.0;-38.0;215.0;462.0;-79.0;358.0;379.0
-571.0;-28.0;549.0;-107.0;201.0;454.0;-170.0;313.0;321.0
-580.0;-26.0;586.0;-14.0;201.0;471.0;-134.0;380.0;369.0
-572.0;-19.0;548.0;-108.0;201.0;453.0;-167.0;315.0;312.0
-576.0;83.0;569.0;-19.0;210.0;483.0;-84.0;389.0;358.0
-565.0;76.0;563.0;-82.0;191.0;446.0;-141.0;378.0;314.0
-568.0;93.0;555.0;-77.0;202.0;452.0;-172.0;366.0;333.0
-570.0;75.0;560.0;-86.0;197.0;451.0;-162.0;362.0;314.0
-575.0;84.0;562.0;2.0;231.0;495.0;-129.0;367.0;359.0
-261.0;507.0;322.0;352.0;411.0;653.0;-461.0;299.0;218.0
-577.0;79.0;555.0;-2.0;231.0;491.0;-112.0;358.0;371.0
-569.0;97.0;560.0;-83.0;199.0;452.0;-156.0;367.0;329.0
-566.0;84.0;563.0;-76.0;202.0;452.0;-173.0;373.0;326.0
-679.0;-241.0;795.0;-497.0;-998.0;5.0;294.0;848.0;513.0
-825.0;-221.0;773.0;-667.0;-494.0;-11.0;303.0;913.0;541.0
-567.0;84.0;563.0;-76.0;201.0;453.0;-132.0;372.0;319.0
-600.0;-10.0;576.0;-34.0;218.0;462.0;-42.0;359.0;390.0
-888.0;-395.0;718.0;-718.0;-375.0;-217.0;478.0;783.0;589.0
-565.0;86.0;561.0;-73.0;202.0;454.0;-134.0;372.0;319.0
-429.0;238.0;202.0;214.0;372.0;487.0;-260.0;-125.0;192.0
-575.0;81.0;550.0;-131.0;206.0;443.0;-176.0;344.0;356.0
-601.0;225.0;594.0;156.0;164.0;626.0;-83.0;272.0;439.0
-565.0;85.0;561.0;-80.0;190.0;449.0;-161.0;376.0;303.0
-557.0;79.0;568.0;-60.0;185.0;444.0;-184.0;386.0;307.0
-584.0;127.0;574.0;-50.0;221.0;464.0;-74.0;360.0;377.0
-773.0;189.0;616.0;-630.0;72.0;583.0;-149.0;653.0;393.0
-590.0;53.0;576.0;-30.0;226.0;470.0;-71.0;357.0;380.0
-498.0;91.0;525.0;-3.0;206.0;537.0;-163.0;401.0;478.0
-568.0;105.0;553.0;-87.0;205.0;457.0;-162.0;355.0;330.0
-574.0;48.0;585.0;-75.0;178.0;425.0;-92.0;401.0;371.0
-575.0;44.0;587.0;-71.0;181.0;428.0;-122.0;403.0;360.0
-566.0;72.0;569.0;-78.0;190.0;446.0;-137.0;381.0;329.0
-384.0;330.0;580.0;190.0;223.0;594.0;-278.0;412.0;322.0
-567.0;98.0;555.0;-77.0;200.0;452.0;-157.0;364.0;319.0
-567.0;93.0;560.0;-75.0;202.0;455.0;-151.0;365.0;321.0
-568.0;95.0;560.0;-71.0;200.0;455.0;-143.0;370.0;309.0
-571.0;85.0;560.0;-85.0;193.0;449.0;-144.0;371.0;314.0
-572.0;82.0;559.0;-85.0;195.0;448.0;-146.0;371.0;310.0
-569.0;85.0;560.0;-85.0;195.0;450.0;-146.0;370.0;313.0
-566.0;85.0;562.0;-82.0;198.0;450.0;-163.0;369.0;330.0
-566.0;99.0;558.0;-76.0;197.0;452.0;-161.0;367.0;328.0
-601.0;10.0;574.0;-48.0;211.0;456.0;-77.0;359.0;354.0
-566.0;80.0;565.0;-77.0;195.0;448.0;-134.0;380.0;328.0
-567.0;109.0;550.0;-84.0;210.0;460.0;-164.0;351.0;330.0
-568.0;91.0;559.0;-86.0;195.0;451.0;-153.0;366.0;306.0
-571.0;84.0;560.0;-83.0;197.0;451.0;-143.0;366.0;320.0
-584.0;33.0;571.0;-28.0;211.0;470.0;-72.0;370.0;353.0
-631.0;-62.0;607.0;42.0;190.0;648.0;45.0;356.0;390.0
-603.0;23.0;573.0;-57.0;208.0;454.0;-88.0;358.0;373.0
-579.0;70.0;565.0;-14.0;225.0;486.0;-126.0;370.0;339.0
-565.0;77.0;561.0;-82.0;189.0;444.0;-155.0;378.0;334.0
-597.0;39.0;573.0;-34.0;219.0;470.0;-80.0;361.0;366.0
-585.0;48.0;560.0;-20.0;224.0;481.0;-100.0;355.0;364.0
-568.0;90.0;556.0;-77.0;202.0;452.0;-174.0;365.0;319.0
-572.0;102.0;567.0;-15.0;222.0;489.0;-112.0;382.0;346.0
-580.0;78.0;563.0;-10.0;226.0;487.0;-120.0;371.0;329.0
-582.0;69.0;563.0;-14.0;226.0;485.0;-132.0;366.0;347.0
-568.0;115.0;547.0;-83.0;212.0;461.0;-163.0;352.0;322.0
-567.0;90.0;556.0;-78.0;201.0;453.0;-160.0;361.0;317.0
-581.0;64.0;567.0;-13.0;224.0;487.0;-119.0;370.0;353.0
-581.0;64.0;567.0;-8.0;224.0;487.0;-102.0;370.0;350.0
-586.0;48.0;575.0;-34.0;213.0;475.0;-100.0;382.0;350.0
-580.0;182.0;517.0;-217.0;299.0;581.0;-74.0;201.0;454.0
-601.0;-7.0;573.0;-60.0;209.0;456.0;-75.0;354.0;379.0
-555.0;100.0;568.0;-64.0;188.0;447.0;-161.0;391.0;321.0
-605.0;4.0;579.0;-52.0;210.0;458.0;-45.0;357.0;379.0
-566.0;76.0;568.0;-83.0;184.0;443.0;-153.0;379.0;330.0
-570.0;89.0;554.0;-82.0;203.0;453.0;-153.0;355.0;311.0
-568.0;92.0;553.0;-78.0;199.0;452.0;-163.0;358.0;323.0
-569.0;99.0;558.0;-88.0;202.0;453.0;-174.0;359.0;310.0
-569.0;92.0;561.0;-83.0;196.0;450.0;-154.0;369.0;317.0
-569.0;97.0;562.0;-82.0;193.0;452.0;-146.0;369.0;312.0
-571.0;98.0;556.0;-81.0;201.0;453.0;-149.0;361.0;312.0
-567.0;97.0;556.0;-82.0;201.0;452.0;-157.0;361.0;329.0
-570.0;86.0;558.0;-82.0;196.0;451.0;-172.0;365.0;291.0
-574.0;38.0;585.0;-76.0;176.0;424.0;-103.0;401.0;335.0
-568.0;99.0;555.0;-84.0;201.0;453.0;-180.0;358.0;320.0
-586.0;70.0;558.0;-21.0;225.0;483.0;-134.0;355.0;348.0
-549.0;-33.0;611.0;-45.0;157.0;415.0;-62.0;459.0;340.0
-558.0;-25.0;558.0;-92.0;213.0;456.0;-182.0;315.0;349.0
-568.0;90.0;557.0;-74.0;204.0;456.0;-165.0;360.0;321.0
-569.0;94.0;557.0;-79.0;201.0;453.0;-173.0;362.0;303.0
-565.0;83.0;560.0;-69.0;202.0;456.0;-157.0;364.0;308.0
-570.0;83.0;561.0;-85.0;192.0;447.0;-163.0;373.0;311.0
-585.0;16.0;588.0;-31.0;220.0;460.0;-72.0;354.0;374.0
-569.0;98.0;554.0;-81.0;203.0;455.0;-156.0;361.0;290.0
-568.0;99.0;560.0;-84.0;196.0;452.0;-159.0;369.0;322.0
-562.0;83.0;575.0;24.0;219.0;495.0;-103.0;397.0;349.0
-580.0;43.0;579.0;-97.0;183.0;423.0;-121.0;388.0;330.0
-568.0;41.0;567.0;-92.0;195.0;462.0;-270.0;392.0;281.0
-565.0;101.0;558.0;-72.0;201.0;453.0;-154.0;368.0;311.0
-587.0;34.0;568.0;-33.0;222.0;479.0;-125.0;361.0;330.0
