InertialMeasurementUnit L-SHOE EuX;Accelerometer RUA_ accY;Accelerometer RWR accY;InertialMeasurementUnit RLA accX
-56;513.0;458.0;-714.0
97;402.0;687.0;-239.0
-60;491.0;467.0;-643.0
-55;715.0;593.0;-585.0
-52;721.0;688.0;-572.0
-57;652.0;696.0;-531.0
-57;668.0;636.0;-594.0
-57;687.0;475.0;-648.0
-59;768.0;609.0;-681.0
-57;697.0;644.0;-633.0
-57;665.0;722.0;-551.0
-57;617.0;666.0;-587.0
-95;383.0;355.0;-487.0
139;540.0;1133.0;-267.0
-57;597.0;716.0;-444.0
-57;473.0;540.0;-509.0
-57;663.0;670.0;-532.0
-57;646.0;661.0;-504.0
-96;406.0;466.0;-376.0
-96;523.0;612.0;-339.0
-57;730.0;788.0;-444.0
-99;557.0;566.0;-611.0
-57;686.0;692.0;-454.0
-102;576.0;519.0;-489.0
-101;555.0;615.0;-465.0
-101;688.0;715.0;-511.0
-123;808.0;670.0;-517.0
-101;721.0;535.0;-534.0
-101;637.0;519.0;-683.0
0;867.0;887.0;-560.0
-34;681.0;621.0;-648.0
-98;408.0;400.0;-518.0
-97;456.0;437.0;-390.0
-127;749.0;621.0;-546.0
-126;704.0;522.0;-651.0
-29;698.0;568.0;-668.0
-14;670.0;624.0;-759.0
43;518.0;472.0;-290.0
-123;416.0;497.0;-480.0
-124;504.0;558.0;-384.0
-69;578.0;740.0;-327.0
-32;762.0;776.0;-766.0
87;414.0;521.0;-354.0
-132;597.0;581.0;-521.0
-140;622.0;696.0;-497.0
47;387.0;434.0;-359.0
-38;474.0;512.0;-504.0
-38;634.0;665.0;-460.0
-127;380.0;415.0;-562.0
-126;410.0;520.0;-469.0
-37;656.0;706.0;-486.0
-37;643.0;740.0;-481.0
-37;599.0;744.0;-495.0
-37;601.0;686.0;-547.0
-35;595.0;656.0;-655.0
-3;605.0;732.0;-567.0
-4;518.0;622.0;-642.0
0;533.0;716.0;-586.0
2;511.0;595.0;-577.0
2;497.0;662.0;-645.0
4;598.0;711.0;-603.0
3;675.0;671.0;-586.0
3;619.0;750.0;-578.0
3;577.0;669.0;-637.0
-81;534.0;563.0;-676.0
-83;681.0;650.0;-495.0
13;676.0;758.0;-535.0
13;612.0;678.0;-532.0
-81;592.0;344.0;-635.0
-87;795.0;464.0;-593.0
-111;382.0;587.0;-339.0
-92;710.0;444.0;-533.0
-42;683.0;464.0;-607.0
-42;691.0;478.0;-641.0
-42;665.0;598.0;-654.0
39;659.0;814.0;-503.0
0;558.0;610.0;-596.0
156;767.0;472.0;-710.0
118;730.0;627.0;-644.0
-25;746.0;794.0;-636.0
-57;452.0;530.0;-385.0
1;535.0;678.0;-785.0
2;662.0;665.0;-604.0
118;767.0;643.0;-535.0
-125;623.0;603.0;-207.0
-57;560.0;500.0;-325.0
-57;462.0;538.0;-363.0
-57;427.0;510.0;-304.0
-57;475.0;524.0;-297.0
118;755.0;548.0;-440.0
118;746.0;501.0;-468.0
-57;522.0;478.0;-419.0
118;681.0;444.0;-614.0
-57;719.0;506.0;-352.0
-57;719.0;501.0;-315.0
-57;548.0;384.0;-306.0
-57;556.0;447.0;-281.0
-57;479.0;475.0;-439.0
-61;572.0;451.0;-800.0
118;537.0;464.0;-595.0
-57;587.0;317.0;-627.0
-57;613.0;338.0;-436.0
-57;597.0;311.0;-412.0
-57;588.0;354.0;-377.0
-57;618.0;355.0;-382.0
-57;612.0;335.0;-526.0
-57;628.0;312.0;-430.0
-57;601.0;273.0;-430.0
-57;608.0;313.0;-472.0
-57;611.0;281.0;-466.0
141;680.0;727.0;-619.0
131;57.0;335.0;-20.0
46;696.0;737.0;-689.0
-57;581.0;290.0;-448.0
36;680.0;667.0;-671.0
50;714.0;764.0;-634.0
110;441.0;352.0;-318.0
167;363.0;188.0;-520.0
-57;590.0;291.0;-453.0
-57;830.0;8.0;-480.0
-57;624.0;362.0;-457.0
-57;708.0;353.0;-453.0
-57;718.0;458.0;-446.0
-57;691.0;198.0;-472.0
-57;493.0;220.0;-442.0
144;726.0;207.0;-256.0
118;513.0;301.0;-224.0
175;547.0;418.0;-147.0
118;610.0;443.0;-341.0
-74;679.0;552.0;-691.0
118;635.0;509.0;-410.0
118;630.0;433.0;-451.0
118;630.0;350.0;-444.0
97;358.0;500.0;-769.0
55;512.0;701.0;-533.0
118;709.0;423.0;-480.0
118;640.0;580.0;-504.0
118;508.0;409.0;-488.0
118;568.0;295.0;-451.0
118;541.0;265.0;-498.0
118;519.0;362.0;-576.0
111;580.0;482.0;-559.0
145;512.0;382.0;-653.0
-55;690.0;653.0;-782.0
142;709.0;534.0;-543.0
108;636.0;551.0;-581.0
105;652.0;608.0;-523.0
104;687.0;616.0;-410.0
104;623.0;553.0;-444.0
105;504.0;574.0;-439.0
107;472.0;516.0;-407.0
108;486.0;564.0;-383.0
44;460.0;496.0;-807.0
-24;683.0;746.0;-671.0
59;534.0;678.0;-591.0
114;642.0;887.0;-401.0
116;577.0;622.0;-519.0
120;620.0;572.0;-530.0
123;620.0;750.0;-559.0
128;652.0;642.0;-527.0
110;709.0;673.0;-748.0
-53;686.0;793.0;-657.0
131;583.0;657.0;-454.0
137;537.0;627.0;-423.0
145;592.0;469.0;-441.0
145;404.0;453.0;-480.0
144;410.0;579.0;-463.0
145;579.0;625.0;-549.0
145;551.0;608.0;-484.0
-81;618.0;351.0;-599.0
59;672.0;320.0;-512.0
53;486.0;563.0;-615.0
145;528.0;658.0;-493.0
145;575.0;588.0;-659.0
145;431.0;547.0;-462.0
60;550.0;668.0;-499.0
80;461.0;546.0;-662.0
80;476.0;622.0;-571.0
82;546.0;608.0;-657.0
81;642.0;591.0;-580.0
53;640.0;606.0;-709.0
-100;596.0;361.0;-658.0
115;866.0;529.0;-872.0
-81;688.0;414.0;-591.0
-81;738.0;543.0;-590.0
-101;710.0;418.0;-646.0
-81;595.0;561.0;-694.0
-81;766.0;611.0;-625.0
-72;691.0;745.0;-693.0
145;607.0;247.0;-442.0
145;606.0;273.0;-451.0
-86;725.0;688.0;-654.0
-85;680.0;707.0;-703.0
-83;677.0;641.0;-738.0
47;518.0;610.0;-696.0
145;581.0;338.0;-440.0
145;642.0;313.0;-416.0
145;560.0;301.0;-478.0
145;592.0;357.0;-482.0
48;589.0;686.0;-567.0
84;631.0;513.0;-465.0
-101;832.0;323.0;-621.0
144;622.0;326.0;-468.0
-57;444.0;688.0;-343.0
144;599.0;279.0;-462.0
-75;767.0;733.0;-602.0
-73;718.0;650.0;-612.0
-75;645.0;570.0;-729.0
43;628.0;666.0;-692.0
118;863.0;1048.0;-534.0
-53;703.0;661.0;-744.0
119;704.0;615.0;-507.0
155;574.0;392.0;-553.0
155;450.0;370.0;-580.0
157;760.0;842.0;-435.0
155;484.0;482.0;-385.0
118;637.0;656.0;-532.0
156;592.0;516.0;-278.0
156;626.0;529.0;-371.0
156;687.0;573.0;-381.0
156;567.0;446.0;-427.0
156;460.0;348.0;-332.0
157;445.0;336.0;-253.0
157;496.0;269.0;-274.0
158;481.0;327.0;-381.0
118;567.0;388.0;-587.0
158;527.0;385.0;-452.0
158;452.0;341.0;-459.0
159;557.0;342.0;-512.0
160;617.0;309.0;-502.0
160;602.0;293.0;-370.0
160;523.0;271.0;-302.0
145;634.0;501.0;-579.0
145;693.0;382.0;-560.0
145;588.0;279.0;-528.0
145;658.0;329.0;-536.0
145;591.0;323.0;-485.0
144;541.0;292.0;-507.0
145;669.0;475.0;-511.0
144;768.0;471.0;-455.0
154;764.0;376.0;-365.0
118;744.0;718.0;-591.0
137;595.0;688.0;-504.0
139;445.0;504.0;-393.0
139;545.0;666.0;-405.0
165;530.0;348.0;-461.0
165;556.0;464.0;-375.0
165;559.0;359.0;-478.0
147;546.0;694.0;-569.0
165;528.0;432.0;-360.0
-81;844.0;537.0;-490.0
153;755.0;465.0;-575.0
153;795.0;485.0;-545.0
147;525.0;638.0;-590.0
154;679.0;323.0;-391.0
124;616.0;688.0;-653.0
-115;665.0;728.0;-572.0
-48;701.0;282.0;-572.0
166;472.0;251.0;-449.0
153;516.0;359.0;-412.0
167;425.0;306.0;-448.0
-155;459.0;483.0;-393.0
-138;476.0;591.0;-426.0
-126;466.0;515.0;-465.0
-109;523.0;486.0;-447.0
-96;534.0;547.0;-412.0
83;655.0;622.0;-554.0
194;770.0;550.0;-660.0
-92;493.0;537.0;-511.0
146;714.0;570.0;-495.0
167;460.0;435.0;-456.0
-81;673.0;419.0;-561.0
-81;659.0;470.0;-578.0
144;686.0;340.0;-508.0
-137;823.0;649.0;-614.0
-97;749.0;614.0;-623.0
-86;697.0;632.0;-687.0
147;635.0;652.0;-684.0
-85;635.0;669.0;-622.0
-85;649.0;643.0;-641.0
-83;682.0;605.0;-695.0
-89;772.0;678.0;-635.0
-89;689.0;628.0;-622.0
-77;716.0;697.0;-731.0
166;627.0;710.0;-504.0
144;602.0;477.0;-461.0
144;594.0;328.0;-597.0
167;577.0;671.0;-402.0
-92;449.0;594.0;-442.0
37;737.0;669.0;-681.0
42;612.0;619.0;-604.0
44;476.0;589.0;-525.0
43;433.0;629.0;-507.0
42;462.0;599.0;-594.0
41;502.0;558.0;-687.0
-90;445.0;512.0;-449.0
-89;465.0;382.0;-499.0
-93;570.0;371.0;-618.0
145;679.0;301.0;-501.0
145;662.0;298.0;-457.0
59;294.0;516.0;-637.0
78;402.0;483.0;-370.0
73;587.0;695.0;-464.0
155;423.0;539.0;-492.0
151;456.0;552.0;-574.0
150;608.0;705.0;-447.0
57;371.0;562.0;-492.0
56;441.0;599.0;-406.0
56;607.0;687.0;-389.0
-81;629.0;443.0;-680.0
139;863.0;632.0;-176.0
57;632.0;442.0;-433.0
167;527.0;660.0;-402.0
83;755.0;604.0;-651.0
83;690.0;681.0;-586.0
83;556.0;659.0;-606.0
56;562.0;594.0;-562.0
47;619.0;575.0;-976.0
-81;558.0;389.0;-683.0
-81;578.0;420.0;-673.0
144;611.0;336.0;-506.0
-81;627.0;381.0;-654.0
-82;678.0;386.0;-577.0
166;656.0;652.0;-431.0
-16;735.0;693.0;-712.0
-16;715.0;688.0;-726.0
-58;678.0;695.0;-907.0
166;555.0;613.0;-524.0
171;592.0;567.0;-490.0
-14;821.0;664.0;-671.0
-13;829.0;669.0;-635.0
-14;832.0;594.0;-569.0
-14;723.0;708.0;-528.0
-81;698.0;397.0;-496.0
-69;769.0;498.0;-447.0
145;602.0;283.0;-513.0
-54;625.0;339.0;-517.0
-25;504.0;65.0;-483.0
-12;680.0;491.0;-625.0
145;615.0;266.0;-494.0
167;522.0;649.0;-586.0
146;524.0;568.0;-535.0
145;579.0;310.0;-479.0
-12;826.0;610.0;-692.0
145;581.0;319.0;-494.0
144;644.0;309.0;-480.0
-49;930.0;712.0;-836.0
-12;578.0;577.0;-820.0
144;569.0;223.0;-421.0
145;580.0;270.0;-492.0
144;579.0;257.0;-465.0
-54;617.0;525.0;-634.0
-53;674.0;605.0;-540.0
-53;764.0;600.0;-541.0
-101;843.0;618.0;-461.0
145;599.0;281.0;-443.0
145;600.0;249.0;-449.0
144;600.0;279.0;-446.0
144;669.0;447.0;-418.0
144;762.0;502.0;-427.0
145;735.0;443.0;-464.0
145;625.0;450.0;-483.0
-54;686.0;691.0;-708.0
144;720.0;507.0;-401.0
37;494.0;599.0;-436.0
144;773.0;458.0;-456.0
144;675.0;391.0;-402.0
-7;336.0;173.0;-242.0
-41;474.0;423.0;-218.0
-170;633.0;377.0;-686.0
145;740.0;463.0;-628.0
-113;376.0;275.0;-407.0
-112;320.0;404.0;-397.0
-108;402.0;368.0;-361.0
-102;528.0;494.0;-331.0
-98;495.0;345.0;-326.0
-57;552.0;553.0;-145.0
-134;386.0;270.0;-198.0
-97;480.0;454.0;-360.0
-97;545.0;541.0;-338.0
-134;444.0;351.0;-173.0
-153;630.0;433.0;-175.0
-97;580.0;329.0;-283.0
-97;517.0;292.0;-336.0
150;591.0;681.0;-535.0
-97;482.0;262.0;-333.0
-97;479.0;244.0;-280.0
-97;530.0;359.0;-354.0
-97;463.0;289.0;-401.0
-97;439.0;320.0;-404.0
-97;441.0;284.0;-338.0
-97;402.0;290.0;-343.0
67;418.0;210.0;-676.0
11;578.0;563.0;-656.0
12;680.0;718.0;-692.0
12;706.0;736.0;-716.0
-153;655.0;495.0;-529.0
144;704.0;361.0;-583.0
144;585.0;321.0;-609.0
35;688.0;721.0;-513.0
-1;647.0;571.0;-530.0
-67;621.0;611.0;-486.0
-184;610.0;587.0;-418.0
-96;521.0;540.0;-380.0
131;487.0;540.0;-357.0
62;429.0;408.0;-564.0
128;492.0;388.0;-865.0
-153;659.0;435.0;-543.0
-21;649.0;321.0;-427.0
-153;644.0;584.0;-479.0
76;729.0;724.0;-562.0
-133;520.0;582.0;-303.0
76;609.0;613.0;-574.0
76;585.0;584.0;-606.0
76;634.0;570.0;-664.0
89;568.0;434.0;-723.0
144;571.0;351.0;-581.0
144;574.0;366.0;-584.0
145;638.0;423.0;-611.0
145;688.0;446.0;-641.0
154;685.0;352.0;-624.0
144;608.0;354.0;-477.0
144;621.0;361.0;-517.0
83;788.0;702.0;-583.0
85;610.0;577.0;-573.0
84;584.0;622.0;-642.0
144;665.0;433.0;-526.0
145;653.0;371.0;-476.0
145;623.0;378.0;-444.0
144;613.0;393.0;-439.0
144;644.0;391.0;-450.0
144;667.0;405.0;-510.0
73;751.0;690.0;-588.0
73;674.0;654.0;-553.0
73;606.0;585.0;-607.0
74;654.0;528.0;-704.0
21;676.0;838.0;-715.0
-157;419.0;352.0;16.0
139;487.0;547.0;-663.0
144;647.0;396.0;-545.0
145;637.0;386.0;-517.0
-116;423.0;434.0;-93.0
-140;525.0;568.0;-301.0
145;634.0;384.0;-489.0
144;647.0;403.0;-509.0
144;638.0;376.0;-526.0
145;646.0;415.0;-504.0
145;662.0;374.0;-489.0
141;532.0;671.0;-527.0
-11;659.0;338.0;-183.0
145;601.0;671.0;-626.0
145;665.0;372.0;-494.0
144;663.0;356.0;-523.0
144;659.0;381.0;-525.0
144;660.0;360.0;-508.0
-131;502.0;518.0;-217.0
-97;537.0;611.0;-312.0
-35;745.0;567.0;-713.0
-36;708.0;676.0;-731.0
-102;475.0;469.0;-413.0
145;668.0;372.0;-504.0
145;669.0;364.0;-518.0
145;649.0;369.0;-524.0
144;652.0;432.0;-511.0
144;673.0;396.0;-509.0
144;673.0;397.0;-527.0
-139;285.0;346.0;-340.0
-171;398.0;442.0;-258.0
94;471.0;449.0;-453.0
-171;423.0;421.0;-290.0
-172;292.0;423.0;-171.0
145;662.0;381.0;-530.0
145;670.0;415.0;-524.0
-114;411.0;434.0;-502.0
-34;844.0;691.0;-793.0
158;571.0;680.0;-610.0
-178;463.0;488.0;-684.0
-136;607.0;520.0;-668.0
-179;687.0;657.0;-740.0
161;574.0;673.0;-645.0
-166;830.0;591.0;-650.0
-134;725.0;546.0;-684.0
129;553.0;683.0;-483.0
-101;800.0;405.0;-632.0
-169;369.0;425.0;-303.0
-178;402.0;450.0;-385.0
-176;455.0;488.0;-355.0
144;681.0;371.0;-536.0
144;706.0;365.0;-540.0
85;783.0;480.0;-506.0
80;785.0;465.0;-624.0
-27;743.0;479.0;-597.0
-27;702.0;763.0;-681.0
154;675.0;724.0;-607.0
-27;805.0;577.0;-679.0
-96;250.0;512.0;-542.0
-63;889.0;643.0;-698.0
-121;634.0;586.0;-471.0
87;847.0;446.0;-645.0
98;934.0;565.0;-594.0
-121;658.0;485.0;-466.0
85;803.0;580.0;-786.0
-121;652.0;578.0;-512.0
-121;555.0;495.0;-558.0
173;751.0;653.0;-534.0
-121;500.0;490.0;-458.0
144;669.0;422.0;-536.0
145;670.0;445.0;-524.0
-121;493.0;512.0;-270.0
-162;595.0;533.0;-682.0
49;778.0;393.0;-475.0
-121;602.0;606.0;-513.0
-121;611.0;725.0;-460.0
145;682.0;473.0;-517.0
145;676.0;458.0;-534.0
144;688.0;444.0;-542.0
172;413.0;289.0;-303.0
172;434.0;274.0;-413.0
172;433.0;303.0;-404.0
-121;656.0;650.0;-552.0
-121;512.0;684.0;-405.0
144;679.0;454.0;-527.0
147;426.0;475.0;-684.0
-34;767.0;766.0;-583.0
173;587.0;426.0;-653.0
173;612.0;484.0;-676.0
173;668.0;533.0;-584.0
-27;653.0;745.0;-580.0
-27;703.0;669.0;-748.0
144;707.0;444.0;-535.0
145;728.0;456.0;-550.0
145;767.0;524.0;-563.0
144;770.0;537.0;-592.0
22;773.0;744.0;-660.0
-4;737.0;725.0;-657.0
-43;738.0;661.0;-698.0
-123;779.0;709.0;-663.0
49;737.0;728.0;-640.0
54;691.0;668.0;-663.0
67;711.0;665.0;-695.0
57;739.0;616.0;-752.0
20;672.0;299.0;-319.0
145;763.0;546.0;-555.0
145;765.0;530.0;-554.0
145;779.0;596.0;-566.0
181;874.0;659.0;-537.0
145;762.0;543.0;-579.0
145;756.0;556.0;-595.0
58;737.0;732.0;-696.0
64;781.0;685.0;-708.0
58;772.0;695.0;-685.0
59;774.0;675.0;-636.0
54;669.0;547.0;-637.0
156;748.0;414.0;-502.0
155;690.0;331.0;-546.0
49;673.0;569.0;-731.0
-121;470.0;545.0;-320.0
154;612.0;292.0;-561.0
145;656.0;586.0;-620.0
145;560.0;432.0;-637.0
-121;411.0;579.0;-430.0
8;699.0;730.0;-627.0
8;701.0;651.0;-635.0
154;710.0;425.0;-648.0
-121;458.0;584.0;-525.0
-121;600.0;617.0;-504.0
154;697.0;507.0;-681.0
154;715.0;500.0;-634.0
118;525.0;289.0;-720.0
154;770.0;527.0;-585.0
154;770.0;505.0;-571.0
145;571.0;427.0;-647.0
145;659.0;578.0;-656.0
154;791.0;521.0;-522.0
154;747.0;602.0;-558.0
154;688.0;465.0;-544.0
154;707.0;329.0;-499.0
-121;718.0;687.0;-625.0
145;643.0;431.0;-424.0
145;366.0;504.0;-536.0
145;404.0;424.0;-569.0
160;570.0;283.0;-472.0
155;673.0;725.0;-606.0
161;646.0;370.0;-526.0
-122;609.0;493.0;-649.0
164;627.0;381.0;-497.0
171;641.0;323.0;-550.0
173;553.0;354.0;-480.0
174;671.0;312.0;-463.0
174;636.0;415.0;-506.0
174;633.0;448.0;-477.0
174;626.0;479.0;-457.0
174;614.0;438.0;-454.0
174;594.0;454.0;-391.0
174;621.0;473.0;-427.0
174;595.0;438.0;-426.0
174;636.0;430.0;-437.0
174;599.0;459.0;-385.0
174;587.0;397.0;-309.0
-123;737.0;437.0;-643.0
145;610.0;520.0;-656.0
97;444.0;90.0;-471.0
-123;807.0;592.0;-576.0
-123;685.0;639.0;-458.0
-123;685.0;565.0;-504.0
-123;696.0;630.0;-488.0
175;474.0;623.0;-263.0
-123;796.0;616.0;-572.0
-123;638.0;377.0;-640.0
-112;451.0;319.0;-338.0
-213;501.0;328.0;-357.0
-143;535.0;307.0;-383.0
-171;439.0;294.0;-409.0
-144;418.0;238.0;-423.0
-123;672.0;462.0;-688.0
-142;487.0;279.0;-484.0
-136;502.0;311.0;-454.0
-153;544.0;314.0;-425.0
-148;530.0;326.0;-376.0
-154;537.0;331.0;-353.0
-213;586.0;365.0;-345.0
144;569.0;361.0;-374.0
145;522.0;303.0;-359.0
131;495.0;298.0;-364.0
118;483.0;264.0;-381.0
130;462.0;309.0;-394.0
121;471.0;272.0;-383.0
126;489.0;294.0;-372.0
124;483.0;300.0;-386.0
125;521.0;320.0;-369.0
124;537.0;304.0;-368.0
125;537.0;316.0;-359.0
125;510.0;373.0;-400.0
125;515.0;335.0;-418.0
125;491.0;356.0;-425.0
125;498.0;367.0;-444.0
125;503.0;377.0;-410.0
125;554.0;338.0;-429.0
125;609.0;421.0;-395.0
125;607.0;356.0;-375.0
125;581.0;423.0;-359.0
125;586.0;386.0;-344.0
125;567.0;392.0;-332.0
125;557.0;376.0;-331.0
125;517.0;361.0;-336.0
125;480.0;371.0;-304.0
125;482.0;406.0;-313.0
125;478.0;370.0;-303.0
125;467.0;335.0;-316.0
125;475.0;399.0;-339.0
125;457.0;374.0;-347.0
125;458.0;364.0;-342.0
125;446.0;403.0;-353.0
125;438.0;333.0;-325.0
125;465.0;435.0;-402.0
125;496.0;377.0;-367.0
125;503.0;437.0;-376.0
125;486.0;368.0;-361.0
97;546.0;357.0;-225.0
125;518.0;459.0;-353.0
125;513.0;375.0;-340.0
125;536.0;425.0;-334.0
125;470.0;406.0;-336.0
125;425.0;544.0;-317.0
125;480.0;474.0;-292.0
125;498.0;468.0;-351.0
125;507.0;544.0;-355.0
125;481.0;552.0;-329.0
125;480.0;509.0;-304.0
125;473.0;454.0;-293.0
125;525.0;579.0;-304.0
125;517.0;548.0;-366.0
-123;681.0;453.0;-662.0
125;480.0;593.0;-373.0
125;488.0;556.0;-375.0
125;501.0;631.0;-377.0
125;517.0;498.0;-376.0
125;539.0;710.0;-350.0
-123;710.0;706.0;-658.0
125;553.0;644.0;-403.0
125;539.0;693.0;-464.0
125;555.0;658.0;-540.0
125;565.0;603.0;-551.0
125;544.0;675.0;-542.0
125;595.0;576.0;-551.0
125;671.0;613.0;-498.0
125;668.0;673.0;-538.0
-123;753.0;648.0;-605.0
125;689.0;617.0;-503.0
125;696.0;638.0;-522.0
125;549.0;632.0;-573.0
125;632.0;664.0;-690.0
120;637.0;605.0;-778.0
-123;740.0;423.0;-620.0
-101;887.0;505.0;-669.0
118;607.0;778.0;-628.0
107;619.0;724.0;-563.0
99;717.0;678.0;-501.0
97;463.0;404.0;-628.0
97;431.0;368.0;-402.0
100;570.0;648.0;-676.0
99;602.0;678.0;-602.0
-123;700.0;687.0;-683.0
100;674.0;671.0;-490.0
-123;630.0;713.0;-471.0
-127;596.0;656.0;-422.0
-130;557.0;673.0;-417.0
-135;537.0;641.0;-399.0
-136;518.0;680.0;-402.0
-136;499.0;321.0;-461.0
-138;504.0;481.0;-504.0
-141;572.0;686.0;-469.0
-150;578.0;510.0;-420.0
85;530.0;396.0;-618.0
-153;550.0;391.0;-505.0
82;760.0;694.0;-617.0
-154;627.0;392.0;-453.0
82;726.0;647.0;-496.0
82;688.0;684.0;-612.0
-160;575.0;348.0;-468.0
-170;700.0;402.0;-557.0
-141;696.0;674.0;-506.0
-143;581.0;609.0;-425.0
-144;493.0;518.0;-454.0
45;667.0;527.0;-345.0
44;646.0;517.0;-562.0
84;529.0;576.0;-868.0
44;675.0;757.0;-778.0
-144;609.0;635.0;-608.0
-136;649.0;667.0;-636.0
-27;668.0;967.0;-625.0
-134;621.0;412.0;-623.0
-114;626.0;663.0;-490.0
-123;548.0;609.0;-522.0
40;745.0;636.0;-498.0
40;601.0;392.0;-469.0
97;390.0;-54.0;-765.0
41;459.0;489.0;-577.0
-123;575.0;560.0;-642.0
97;601.0;384.0;-309.0
97;562.0;527.0;-318.0
97;571.0;694.0;-380.0
41;447.0;619.0;-635.0
97;560.0;525.0;-417.0
-82;730.0;739.0;-583.0
-102;645.0;680.0;-596.0
-112;665.0;522.0;-668.0
161;651.0;875.0;-184.0
97;470.0;581.0;-464.0
97;427.0;506.0;-443.0
97;586.0;656.0;-379.0
97;647.0;642.0;-413.0
97;602.0;635.0;-396.0
97;564.0;560.0;-472.0
97;589.0;532.0;-360.0
97;519.0;394.0;-407.0
97;536.0;482.0;-347.0
97;547.0;438.0;-430.0
-9;790.0;732.0;-578.0
-135;437.0;277.0;-528.0
97;571.0;324.0;-412.0
97;593.0;338.0;-331.0
97;554.0;206.0;-416.0
97;532.0;309.0;-425.0
97;714.0;385.0;-434.0
-109;523.0;658.0;-508.0
-109;623.0;545.0;-690.0
97;666.0;401.0;-424.0
97;607.0;306.0;-397.0
97;501.0;259.0;-403.0
97;562.0;216.0;-358.0
-66;685.0;628.0;-724.0
97;554.0;247.0;-380.0
97;574.0;226.0;-390.0
29;434.0;682.0;-587.0
40;432.0;738.0;-494.0
9;309.0;730.0;-412.0
-66;678.0;612.0;-716.0
-26;799.0;723.0;-684.0
-66;679.0;603.0;-714.0
-101;753.0;548.0;-798.0
-66;738.0;633.0;-676.0
39;643.0;600.0;-595.0
39;581.0;539.0;-685.0
97;572.0;213.0;-384.0
39;603.0;576.0;-649.0
-67;765.0;637.0;-657.0
118;711.0;307.0;-139.0
137;557.0;340.0;-159.0
-124;787.0;671.0;-608.0
-124;761.0;496.0;-592.0
97;681.0;529.0;-453.0
-96;710.0;716.0;-526.0
-91;655.0;573.0;-581.0
-91;704.0;694.0;-660.0
-91;713.0;677.0;-712.0
97;349.0;341.0;-404.0
97;392.0;386.0;-446.0
97;476.0;634.0;-527.0
97;578.0;630.0;-538.0
97;565.0;593.0;-584.0
125;587.0;501.0;-538.0
123;606.0;434.0;-629.0
115;729.0;677.0;-677.0
116;659.0;655.0;-575.0
116;620.0;666.0;-528.0
116;531.0;512.0;-562.0
117;611.0;721.0;-571.0
117;616.0;638.0;-616.0
99;481.0;469.0;-481.0
140;510.0;443.0;-623.0
115;483.0;613.0;-652.0
115;593.0;524.0;-631.0
115;637.0;631.0;-567.0
115;460.0;408.0;-459.0
118;730.0;664.0;-632.0
153;699.0;789.0;-735.0
115;435.0;342.0;-515.0
115;562.0;433.0;-437.0
97;550.0;182.0;-272.0
115;461.0;463.0;-402.0
115;326.0;325.0;-364.0
-91;755.0;560.0;-661.0
-81;626.0;595.0;-774.0
95;812.0;490.0;-379.0
97;725.0;323.0;-399.0
97;614.0;440.0;-373.0
