InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK Quaternion2
-771.0;252.0;-140.0;-74.0;-154.0;-32.0;-459.0;-194.0;-430.0;-94.0;586.0;-573.0;525.0
-617.0;-15.0;-13.0;-289.0;-362.0;-201.0;-577.0;-467.0;-222.0;107.0;520.0;-704.0;348.0
-579.0;-54.0;41.0;-334.0;-379.0;-226.0;-585.0;-524.0;-179.0;172.0;497.0;-728.0;308.0
797.0;-605.0;24.0;-705.0;382.0;30.0;834.0;451.0;469.0;13.0;122.0;268.0;113.0
883.0;-392.0;-308.0;-807.0;141.0;190.0;536.0;234.0;342.0;-19.0;-382.0;754.0;-167.0
-547.0;-339.0;81.0;-603.0;-508.0;-444.0;-476.0;-567.0;26.0;294.0;348.0;-824.0;305.0
-818.0;-51.0;631.0;-707.0;-132.0;-36.0;-526.0;-160.0;-337.0;186.0;536.0;-647.0;438.0
-530.0;-153.0;143.0;-416.0;-427.0;-271.0;-645.0;-593.0;-73.0;232.0;431.0;-719.0;249.0
-594.0;-114.0;87.0;-427.0;-382.0;-233.0;-624.0;-554.0;-90.0;195.0;440.0;-727.0;271.0
738.0;14.0;394.0;-463.0;-77.0;126.0;306.0;422.0;311.0;382.0;-520.0;876.0;-203.0
-566.0;-130.0;113.0;-448.0;-405.0;-226.0;-634.0;-584.0;-93.0;220.0;418.0;-723.0;258.0
705.0;84.0;-9.0;-215.0;223.0;-86.0;509.0;366.0;313.0;0.0;-565.0;677.0;-430.0
-583.0;-132.0;107.0;-435.0;-390.0;-241.0;-628.0;-569.0;-79.0;219.0;429.0;-735.0;243.0
-564.0;-149.0;94.0;-465.0;-409.0;-258.0;-631.0;-581.0;-70.0;234.0;421.0;-733.0;244.0
-571.0;-137.0;93.0;-444.0;-401.0;-250.0;-627.0;-570.0;-73.0;213.0;433.0;-733.0;255.0
-537.0;-169.0;138.0;-434.0;-437.0;-269.0;-650.0;-576.0;-68.0;223.0;435.0;-709.0;265.0
-537.0;-147.0;123.0;-414.0;-421.0;-264.0;-645.0;-585.0;-77.0;215.0;438.0;-714.0;260.0
-527.0;-194.0;196.0;-475.0;-405.0;-253.0;-622.0;-574.0;-109.0;209.0;478.0;-711.0;311.0
-535.0;-128.0;120.0;-400.0;-412.0;-261.0;-631.0;-590.0;-86.0;221.0;443.0;-724.0;263.0
-535.0;-126.0;122.0;-398.0;-411.0;-261.0;-632.0;-591.0;-85.0;221.0;443.0;-724.0;263.0
-612.0;-176.0;287.0;-465.0;-370.0;-592.0;-505.0;-347.0;-57.0;282.0;607.0;-805.0;306.0
487.0;-362.0;349.0;-674.0;455.0;-285.0;651.0;662.0;-89.0;416.0;-343.0;751.0;-71.0
-533.0;-130.0;123.0;-403.0;-414.0;-261.0;-633.0;-590.0;-84.0;222.0;443.0;-723.0;264.0
710.0;97.0;-70.0;-218.0;255.0;-115.0;513.0;264.0;349.0;-116.0;-602.0;579.0;-529.0
-561.0;-183.0;126.0;-518.0;-430.0;-252.0;-640.0;-539.0;-100.0;199.0;458.0;-719.0;253.0
-572.0;-132.0;101.0;-438.0;-399.0;-248.0;-625.0;-569.0;-76.0;215.0;436.0;-733.0;258.0
-572.0;-132.0;100.0;-440.0;-397.0;-245.0;-624.0;-569.0;-78.0;217.0;438.0;-733.0;259.0
-523.0;-136.0;120.0;-404.0;-416.0;-259.0;-625.0;-603.0;-71.0;223.0;435.0;-736.0;251.0
-517.0;-160.0;141.0;-433.0;-433.0;-280.0;-635.0;-598.0;-60.0;229.0;434.0;-728.0;250.0
-532.0;-127.0;123.0;-401.0;-411.0;-263.0;-631.0;-594.0;-80.0;222.0;441.0;-726.0;261.0
-532.0;-127.0;122.0;-401.0;-411.0;-263.0;-631.0;-593.0;-81.0;222.0;442.0;-725.0;262.0
-534.0;-127.0;122.0;-400.0;-411.0;-261.0;-632.0;-592.0;-83.0;223.0;442.0;-725.0;262.0
-666.0;-754.0;514.0;-491.0;385.0;-456.0;202.0;393.0;-766.0;445.0;503.0;-68.0;607.0
-535.0;-129.0;120.0;-402.0;-412.0;-260.0;-631.0;-590.0;-86.0;221.0;443.0;-724.0;264.0
-534.0;-126.0;122.0;-398.0;-410.0;-260.0;-632.0;-592.0;-85.0;222.0;443.0;-724.0;263.0
-535.0;-127.0;122.0;-399.0;-412.0;-262.0;-632.0;-590.0;-84.0;221.0;442.0;-724.0;263.0
-528.0;-125.0;129.0;-395.0;-408.0;-259.0;-627.0;-602.0;-78.0;225.0;438.0;-733.0;253.0
-573.0;-136.0;97.0;-448.0;-396.0;-243.0;-623.0;-569.0;-79.0;219.0;439.0;-734.0;258.0
-691.0;-472.0;0.0;-784.0;-613.0;-326.0;-677.0;-380.0;91.0;313.0;-46.0;-729.0;45.0
-534.0;-129.0;121.0;-403.0;-413.0;-261.0;-632.0;-590.0;-85.0;222.0;443.0;-724.0;264.0
-525.0;-499.0;-9.0;-812.0;-515.0;-349.0;-653.0;-651.0;130.0;280.0;189.0;-741.0;88.0
757.0;-120.0;202.0;319.0;125.0;326.0;397.0;200.0;400.0;-70.0;-609.0;744.0;-360.0
-333.0;-506.0;371.0;-641.0;-427.0;-481.0;-529.0;-711.0;247.0;513.0;448.0;-812.0;20.0
-704.0;-348.0;615.0;-584.0;-190.0;-56.0;-560.0;-515.0;-236.0;560.0;451.0;-767.0;208.0
-586.0;-149.0;233.0;-429.0;-343.0;-299.0;-582.0;-560.0;-99.0;247.0;476.0;-758.0;278.0
-547.0;-140.0;137.0;-407.0;-401.0;-245.0;-628.0;-581.0;-89.0;230.0;450.0;-724.0;271.0
-817.0;-458.0;16.0;-721.0;-454.0;-402.0;-639.0;-305.0;-38.0;332.0;183.0;-763.0;89.0
-530.0;-133.0;127.0;-407.0;-414.0;-263.0;-631.0;-592.0;-82.0;221.0;444.0;-724.0;265.0
-531.0;-132.0;126.0;-406.0;-414.0;-263.0;-632.0;-591.0;-83.0;221.0;444.0;-724.0;264.0
-538.0;-156.0;119.0;-433.0;-422.0;-254.0;-632.0;-578.0;-68.0;223.0;446.0;-723.0;271.0
-532.0;-128.0;123.0;-401.0;-411.0;-263.0;-631.0;-594.0;-81.0;222.0;442.0;-726.0;262.0
-525.0;-148.0;133.0;-423.0;-424.0;-271.0;-632.0;-593.0;-76.0;223.0;440.0;-726.0;260.0
-572.0;-82.0;84.0;-392.0;-484.0;-505.0;-567.0;-534.0;-104.0;213.0;392.0;-770.0;273.0
-635.0;-773.0;581.0;-494.0;415.0;550.0;-477.0;510.0;-353.0;612.0;405.0;-702.0;393.0
-531.0;-133.0;126.0;-407.0;-414.0;-263.0;-632.0;-591.0;-83.0;221.0;444.0;-724.0;265.0
-700.0;-18.0;416.0;-661.0;-319.0;-179.0;-618.0;-419.0;-170.0;171.0;482.0;-712.0;288.0
-499.0;-238.0;254.0;-507.0;-448.0;-288.0;-657.0;-611.0;-45.0;281.0;420.0;-721.0;215.0
-534.0;-125.0;122.0;-398.0;-411.0;-261.0;-632.0;-592.0;-84.0;223.0;442.0;-725.0;262.0
-553.0;-164.0;130.0;-466.0;-419.0;-262.0;-637.0;-599.0;-59.0;250.0;400.0;-735.0;224.0
-529.0;-137.0;131.0;-411.0;-416.0;-265.0;-631.0;-592.0;-81.0;222.0;443.0;-725.0;263.0
116.0;-783.0;657.0;-512.0;-594.0;-441.0;-380.0;-796.0;681.0;608.0;1.0;-593.0;-199.0
-501.0;-481.0;281.0;-560.0;-519.0;-633.0;-541.0;-610.0;121.0;435.0;327.0;-816.0;163.0
-341.0;-218.0;477.0;-520.0;-307.0;-306.0;-419.0;-710.0;86.0;454.0;534.0;-887.0;174.0
-537.0;-154.0;146.0;-427.0;-421.0;-264.0;-638.0;-587.0;-86.0;233.0;436.0;-717.0;267.0
-514.0;-191.0;159.0;-474.0;-441.0;-284.0;-646.0;-601.0;-54.0;252.0;425.0;-719.0;251.0
566.0;-795.0;756.0;-339.0;-522.0;-406.0;-311.0;-569.0;867.0;407.0;-290.0;-112.0;-373.0
-571.0;-233.0;221.0;-576.0;-377.0;-379.0;-578.0;-505.0;41.0;332.0;526.0;-788.0;208.0
-617.0;-183.0;173.0;-560.0;-400.0;-487.0;-573.0;-332.0;-34.0;269.0;591.0;-767.0;287.0
-605.0;-424.0;-331.0;-582.0;-374.0;-206.0;-602.0;-484.0;-200.0;-168.0;510.0;-689.0;351.0
