InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RKN^ accZ;Accelerometer RKN_ accZ;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit R-SHOE Body_Ax;Accelerometer RKN_ accY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;Accelerometer RKN_ accX
-788;871.0;-225.0;-4;18;-12;-257;885.0;-5;73;-12;343.0
-817;837.0;-193.0;-3;19;18;-278;908.0;12;60;18;400.0
-815;426.0;76.0;30;19;-38;-261;891.0;-3;70;-38;381.0
-819;481.0;81.0;50;20;2;-266;912.0;-5;67;2;335.0
-712;935.0;-244.0;-4;19;284;-313;893.0;-39;94;284;345.0
-817;907.0;-272.0;-1;18;12;-230;898.0;7;69;12;225.0
-844;701.0;103.0;4;21;-83;-235;836.0;47;51;-83;126.0
-832;788.0;-166.0;-4;19;-3;-252;895.0;16;58;-3;306.0
-890;944.0;-92.0;25;15;119;-200;931.0;74;38;119;184.0
-733;999.0;34.0;-2;21;40;-325;931.0;0;84;40;289.0
-825;933.0;6.0;26;16;22;-225;891.0;5;69;22;440.0
-811;2088.0;-110.0;37;28;43;-232;829.0;180;80;43;190.0
-811;833.0;819.0;41;16;33;-256;930.0;4;87;33;-452.0
-749;368.0;-199.0;-23;23;2356;-375;934.0;-115;121;2356;286.0
-799;547.0;-74.0;-6;24;-65;-246;949.0;-10;69;-65;394.0
-795;527.0;-54.0;-6;24;-43;-234;920.0;3;73;-43;386.0
-793;585.0;15.0;-5;24;-26;-263;922.0;-23;67;-26;250.0
-785;551.0;-60.0;-5;24;-34;-235;942.0;8;78;-34;282.0
-793;858.0;-321.0;-2;19;6;-246;891.0;12;79;6;308.0
-782;837.0;-297.0;-4;16;-26;-238;859.0;4;81;-26;377.0
-786;521.0;-31.0;-5;24;-2;-241;921.0;1;78;-2;301.0
-791;539.0;-32.0;-5;24;-12;-238;917.0;6;74;-12;311.0
-791;565.0;-16.0;-5;24;46;-246;943.0;0;71;46;276.0
-809;938.0;-176.0;-1;18;3;-243;890.0;-9;70;3;296.0
-798;871.0;-212.0;-4;18;3;-242;890.0;13;69;3;348.0
-791;877.0;-222.0;-4;18;0;-249;869.0;3;75;0;363.0
-789;524.0;-22.0;-5;24;5;-239;929.0;7;77;5;289.0
-797;951.0;-125.0;-1;18;24;-244;870.0;-3;77;24;332.0
-784;544.0;-32.0;-5;24;-5;-247;938.0;-3;81;-5;290.0
-783;525.0;-29.0;-5;24;-5;-256;951.0;-11;77;-5;300.0
-790;547.0;-39.0;-5;24;-14;-244;952.0;2;73;-14;284.0
-791;566.0;-40.0;-5;24;-16;-241;952.0;5;73;-16;290.0
-787;572.0;-20.0;-5;24;-14;-243;942.0;3;75;-14;300.0
-794;537.0;-43.0;-5;24;-6;-234;929.0;11;73;-6;312.0
-782;535.0;-46.0;-5;24;-7;-244;917.0;-1;81;-7;315.0
-748;910.0;-247.0;-4;20;-27;-279;871.0;1;83;-27;348.0
-777;547.0;-35.0;-5;24;-19;-253;932.0;-8;75;-19;291.0
-781;535.0;-42.0;-5;24;-7;-243;922.0;1;76;-7;292.0
-770;505.0;-69.0;-6;24;-6;-245;926.0;-1;83;-6;330.0
-771;524.0;-24.0;-6;24;-15;-255;916.0;-9;79;-15;325.0
-754;947.0;-182.0;-4;20;-57;-272;886.0;7;79;-57;336.0
-772;564.0;-49.0;-6;24;-1;-247;934.0;-2;81;-1;295.0
-768;525.0;-33.0;-6;24;21;-246;937.0;-1;84;21;304.0
-764;530.0;-71.0;-6;24;-1;-245;933.0;1;82;-1;309.0
-765;480.0;-43.0;-6;24;-38;-248;920.0;-5;83;-38;332.0
-774;867.0;-152.0;-4;19;-1;-268;866.0;-21;78;-1;328.0
-803;794.0;-198.0;9;17;-34;-219;992.0;29;74;-34;411.0
-747;467.0;-75.0;-6;25;-14;-250;931.0;-3;80;-14;297.0
-750;494.0;-35.0;-6;25;11;-248;929.0;-2;81;11;309.0
-749;494.0;-14.0;-6;25;35;-253;941.0;-8;81;35;296.0
-741;486.0;-29.0;-6;25;50;-269;926.0;-18;82;50;290.0
-553;189.0;-145.0;96;8;238;-176;849.0;-101;151;238;348.0
-822;850.0;-22.0;25;16;6;-237;767.0;3;70;6;516.0
-846;700.0;-81.0;-4;15;51;-193;898.0;8;61;51;286.0
-735;506.0;-51.0;-6;25;31;-265;961.0;-14;85;31;282.0
-749;480.0;-21.0;-6;25;-6;-245;924.0;7;83;-6;291.0
-744;490.0;-34.0;-6;25;12;-258;914.0;-7;83;12;302.0
-523;311.0;-258.0;-22;-3;-1594;-282;786.0;544;108;-1594;456.0
-778;598.0;0.0;-4;26;9;-351;893.0;-29;106;9;403.0
-371;365.0;161.0;-11;40;-473;-709;951.0;199;33;-473;284.0
457;-207.0;-632.0;20;42;-53;282;435.0;-666;1185;-53;801.0
-730;474.0;-37.0;-6;25;15;-257;930.0;-7;93;15;323.0
-734;485.0;-48.0;-6;25;-18;-259;940.0;-9;94;-18;309.0
-742;466.0;-43.0;-6;25;-28;-261;929.0;-10;88;-28;316.0
-763;500.0;-30.0;-6;25;22;-251;923.0;1;79;22;336.0
-766;494.0;-38.0;-5;25;26;-247;921.0;4;83;26;337.0
-807;474.0;-38.0;20;16;-15;-289;941.0;-42;70;-15;316.0
-786;476.0;-49.0;-5;25;13;-244;933.0;0;80;13;321.0
-788;836.0;-244.0;-4;16;42;-231;868.0;-6;81;42;397.0
-807;497.0;-59.0;-5;25;11;-237;942.0;4;71;11;314.0
-808;476.0;-54.0;-5;25;48;-237;942.0;4;71;48;299.0
-766;484.0;-110.0;-9;19;175;-261;896.0;-40;72;175;421.0
-827;507.0;-61.0;-5;25;14;-230;933.0;12;61;14;317.0
-813;498.0;-46.0;-5;25;-14;-237;925.0;2;76;-14;306.0
-818;501.0;-45.0;-5;25;-9;-236;923.0;4;71;-9;313.0
-819;507.0;-57.0;-5;25;-22;-240;944.0;1;66;-22;324.0
-821;489.0;-71.0;-5;25;3;-240;918.0;1;67;3;321.0
-806;400.0;-50.0;-54;-2;45;-257;923.0;30;69;45;346.0
-819;485.0;-66.0;-5;25;14;-248;931.0;-8;71;14;302.0
-815;496.0;-58.0;-5;25;-56;-245;933.0;-5;70;-56;307.0
-821;473.0;-50.0;-5;25;5;-239;924.0;1;70;5;300.0
-824;492.0;-55.0;-5;25;36;-251;946.0;-5;59;36;301.0
-819;502.0;-62.0;-5;25;24;-250;939.0;-4;68;24;306.0
-822;497.0;-73.0;-5;25;-8;-245;946.0;1;68;-8;303.0
-845;395.0;38.0;18;26;38;-215;911.0;184;80;38;373.0
-819;503.0;-60.0;-5;25;2;-245;950.0;0;71;2;309.0
-858;506.0;-94.0;19;20;-27;-240;823.0;77;45;-27;261.0
-817;497.0;-50.0;-5;25;1;-250;942.0;-4;70;1;291.0
-823;511.0;-49.0;-5;25;-36;-243;945.0;2;66;-36;290.0
-1252;59.0;-324.0;17;24;794;-496;593.0;-252;-669;794;509.0
-864;529.0;-240.0;5;16;-4;-88;873.0;147;99;-4;308.0
-790;354.0;-245.0;-4;18;-47;-187;728.0;32;126;-47;167.0
-827;506.0;-39.0;-5;25;-28;-246;913.0;0;62;-28;306.0
-829;502.0;-48.0;-5;25;-13;-246;930.0;-1;60;-13;316.0
-821;499.0;-42.0;-5;25;17;-247;932.0;-5;70;17;309.0
-810;472.0;-206.0;-1;18;43;-249;930.0;0;69;43;273.0
-809;496.0;-172.0;-1;18;-9;-254;933.0;-4;67;-9;265.0
-810;464.0;-171.0;-1;18;-4;-247;915.0;2;70;-4;255.0
-833;482.0;-192.0;-1;16;67;-279;914.0;-43;51;67;266.0
-815;436.0;-205.0;-1;18;46;-249;923.0;2;70;46;290.0
-822;494.0;-48.0;-5;25;-34;-247;923.0;-6;66;-34;314.0
-797;88.0;-418.0;129;15;39;-210;756.0;6;68;39;462.0
-798;465.0;-193.0;-1;18;-30;-253;924.0;-3;74;-30;288.0
-797;474.0;-214.0;-1;18;-4;-251;944.0;0;77;-4;252.0
-864;326.0;-156.0;12;14;49;-182;961.0;28;64;49;225.0
-800;493.0;-123.0;-2;18;-40;-249;928.0;9;70;-40;210.0
-813;494.0;-60.0;-5;25;-24;-247;933.0;-6;72;-24;317.0
-824;495.0;-61.0;-5;25;-7;-240;927.0;2;63;-7;304.0
-829;488.0;-34.0;-5;25;35;-233;940.0;11;60;35;284.0
-798;812.0;-246.0;-3;16;-47;-242;806.0;-13;77;-47;392.0
-839;443.0;-4.0;-54;1;115;-271;917.0;-16;48;115;317.0
-817;519.0;-45.0;-5;25;-4;-249;926.0;-9;73;-4;292.0
-821;510.0;-40.0;-5;25;-20;-249;937.0;-7;67;-20;295.0
-816;549.0;-48.0;-5;25;-23;-247;952.0;-5;72;-23;280.0
-819;554.0;-53.0;-5;25;37;-250;961.0;-3;65;37;257.0
-814;539.0;-55.0;-5;25;-32;-254;967.0;-10;72;-32;270.0
-829;515.0;-30.0;-5;25;23;-246;934.0;-4;63;23;291.0
-805;511.0;-55.0;-5;26;-71;-248;933.0;-2;71;-71;298.0
-829;338.0;81.0;2;22;-24;-265;924.0;2;63;-24;301.0
-805;531.0;-34.0;-5;26;-27;-249;937.0;-5;69;-27;289.0
-799;563.0;-142.0;10;16;36;-233;923.0;-14;99;36;300.0
-869;534.0;-131.0;10;16;44;-226;906.0;14;39;44;290.0
-821;562.0;-129.0;10;16;52;-251;916.0;-20;78;52;274.0
-816;515.0;-183.0;8;17;38;-257;940.0;-11;78;38;209.0
-827;548.0;-165.0;8;16;2;-243;941.0;0;71;2;227.0
-806;526.0;-38.0;-5;26;12;-243;933.0;3;68;12;291.0
-802;527.0;-30.0;-5;26;7;-244;929.0;1;70;7;285.0
-799;532.0;-59.0;-5;26;5;-249;929.0;-2;71;5;293.0
-792;535.0;-62.0;-5;26;-10;-256;921.0;-9;74;-10;285.0
-787;543.0;-45.0;-5;26;-14;-258;922.0;-11;77;-14;279.0
-826;267.0;51.0;3;22;-1;-274;1014.0;54;62;-1;179.0
-790;544.0;-39.0;-5;26;-4;-250;951.0;-1;73;-4;285.0
-786;870.0;-232.0;-4;16;-8;-233;869.0;3;75;-8;400.0
-799;-223.0;53.0;-5;17;68;-226;1610.0;20;100;68;598.0
-803;502.0;-61.0;-5;26;5;-243;933.0;3;67;5;308.0
-811;259.0;-353.0;17;28;-3;-286;1194.0;-9;74;-3;601.0
-789;518.0;-56.0;-5;26;-20;-249;932.0;-4;76;-20;298.0
-778;527.0;-25.0;-5;26;-17;-252;935.0;-3;80;-17;278.0
-781;517.0;-25.0;-5;26;44;-249;939.0;1;77;44;290.0
-844;540.0;-30.0;3;21;-742;-275;894.0;32;61;-742;245.0
-846;578.0;-110.0;1;17;20;-235;965.0;10;61;20;214.0
-844;564.0;-90.0;1;17;-14;-250;961.0;1;58;-14;253.0
-845;571.0;-133.0;1;17;63;-253;958.0;7;56;63;198.0
-852;545.0;-142.0;1;16;-55;-209;944.0;33;63;-55;227.0
-858;630.0;-139.0;1;15;-21;-211;940.0;21;53;-21;259.0
-850;642.0;-141.0;1;15;-44;-233;952.0;-7;55;-44;227.0
-860;648.0;-140.0;1;15;20;-173;944.0;46;56;20;233.0
-849;631.0;-141.0;1;15;89;-225;948.0;-2;58;89;222.0
-847;639.0;-145.0;1;15;53;-231;931.0;-4;63;53;248.0
-847;639.0;-146.0;1;16;11;-213;950.0;15;64;11;231.0
-848;630.0;-127.0;1;16;40;-224;963.0;6;61;40;238.0
-845;611.0;-141.0;1;16;9;-225;945.0;6;64;9;236.0
-847;608.0;-185.0;1;16;-20;-217;913.0;14;64;-20;255.0
-855;637.0;-184.0;2;15;3;-201;952.0;32;62;3;224.0
-848;623.0;-159.0;2;15;-32;-225;944.0;6;63;-32;227.0
-846;642.0;-147.0;1;16;11;-238;949.0;-6;60;11;227.0
-856;643.0;-111.0;1;15;-13;-208;961.0;22;56;-13;227.0
-850;655.0;-111.0;1;15;22;-191;942.0;35;67;22;226.0
-847;675.0;-115.0;1;16;21;-240;960.0;-5;60;21;194.0
-854;688.0;-99.0;2;16;33;-210;937.0;29;55;33;226.0
-808;1582.0;464.0;57;54;1078;-172;982.0;-425;231;1078;-244.0
-839;631.0;-118.0;2;17;16;-244;946.0;9;65;16;234.0
-843;616.0;-148.0;2;17;64;-245;940.0;13;61;64;237.0
-751;755.0;-164.0;25;19;827;-301;970.0;-36;83;827;178.0
-821;546.0;-133.0;2;19;6;-305;963.0;-27;69;6;150.0
-835;601.0;-40.0;2;18;1;-276;970.0;0;60;1;209.0
-860;629.0;-153.0;2;18;7;-275;958.0;6;30;7;195.0
-828;639.0;-128.0;2;18;-1;-304;925.0;-31;63;-1;224.0
-793;660.0;-47.0;15;0;108;-279;948.0;-222;130;108;146.0
-783;538.0;-40.0;-5;26;-2;-244;940.0;7;76;-2;269.0
-787;536.0;-54.0;-5;26;57;-249;934.0;2;73;57;271.0
-782;530.0;-53.0;-5;26;-78;-249;951.0;4;74;-78;303.0
-787;494.0;-54.0;-5;26;26;-238;928.0;6;78;26;287.0
-762;372.0;-213.0;86;18;-348;-506;926.0;-114;38;-348;290.0
-854;553.0;-83.0;1;19;-21;-275;953.0;18;46;-21;216.0
-867;512.0;-126.0;0;19;-34;-234;956.0;62;45;-34;235.0
-810;515.0;-167.0;-3;21;157;-290;949.0;-27;93;157;225.0
-1304;746.0;-167.0;1;19;152;-289;910.0;110;-624;152;240.0
-838;544.0;-172.0;0;16;-27;-255;942.0;-6;66;-27;265.0
-836;621.0;-145.0;0;16;-22;-266;949.0;-21;61;-22;233.0
-844;640.0;-158.0;0;16;-27;-225;929.0;21;58;-27;241.0
-847;605.0;-158.0;0;16;-3;-230;944.0;14;58;-3;242.0
-843;633.0;-148.0;0;16;26;-233;951.0;7;62;26;236.0
-850;634.0;-166.0;0;16;-1;-235;960.0;6;58;-1;237.0
-845;613.0;-170.0;0;15;-6;-230;940.0;4;63;-6;244.0
-850;643.0;-163.0;0;15;7;-227;933.0;8;61;7;236.0
-844;623.0;-161.0;0;15;-13;-227;941.0;9;63;-13;218.0
-847;626.0;-169.0;0;15;3;-227;932.0;10;60;3;236.0
-849;647.0;-162.0;0;15;-6;-229;954.0;8;57;-6;237.0
-854;637.0;-164.0;0;15;3;-229;947.0;10;51;3;221.0
-844;632.0;-155.0;0;15;-5;-229;919.0;8;65;-5;249.0
-843;635.0;-146.0;0;15;-12;-238;938.0;-1;64;-12;233.0
-850;623.0;-171.0;0;15;-4;-205;941.0;32;65;-4;226.0
-837;653.0;-191.0;0;16;21;-246;933.0;-10;78;21;236.0
-851;625.0;-188.0;0;16;-24;-233;960.0;8;62;-24;236.0
-853;615.0;-142.0;0;16;26;-250;932.0;-8;49;26;252.0
-850;617.0;-181.0;0;16;21;-243;927.0;-3;58;21;246.0
-850;638.0;-176.0;0;15;-45;-242;935.0;-3;60;-45;236.0
-848;625.0;-167.0;0;15;-19;-244;949.0;-4;60;-19;216.0
-843;646.0;-159.0;0;15;-54;-237;933.0;1;66;-54;248.0
-844;644.0;-155.0;0;15;-23;-244;946.0;-5;64;-23;239.0
-846;634.0;-158.0;0;15;15;-255;932.0;-17;58;15;227.0
-848;642.0;-139.0;0;15;-4;-228;940.0;9;61;-4;235.0
-848;643.0;-181.0;0;15;-18;-253;942.0;-16;56;-18;235.0
-842;541.0;-82.0;100;20;-22;-243;991.0;109;89;-22;246.0
-854;642.0;-158.0;0;15;11;-233;940.0;3;56;11;227.0
-844;629.0;-153.0;0;15;29;-237;934.0;-3;67;29;236.0
-934;345.0;-86.0;153;25;-27;-246;971.0;206;176;-27;284.0
-848;614.0;-162.0;0;15;-25;-233;941.0;1;63;-25;223.0
-848;628.0;-159.0;0;15;-19;-232;946.0;3;61;-19;220.0
-844;623.0;-146.0;0;15;5;-234;947.0;-2;65;5;240.0
-848;629.0;-170.0;0;15;-22;-234;932.0;0;61;-22;256.0
-845;665.0;-172.0;0;15;-26;-235;939.0;-2;64;-26;233.0
-841;626.0;-156.0;0;15;6;-230;936.0;2;68;6;239.0
-847;632.0;-171.0;0;15;21;-235;940.0;-2;59;21;232.0
-844;652.0;-155.0;0;15;-5;-231;942.0;1;65;-5;237.0
-848;626.0;-140.0;0;15;-11;-230;942.0;2;62;-11;227.0
-844;636.0;-182.0;0;15;27;-229;933.0;1;66;27;245.0
-840;639.0;-168.0;0;15;24;-232;932.0;-4;70;24;234.0
-842;623.0;-175.0;0;15;26;-227;932.0;1;68;26;239.0
-853;639.0;-163.0;0;15;-19;-228;934.0;3;54;-19;241.0
-844;637.0;-168.0;0;16;48;-220;942.0;9;67;48;228.0
-850;631.0;-166.0;0;16;31;-222;948.0;9;59;31;230.0
-839;655.0;-148.0;0;16;53;-241;945.0;-8;69;53;236.0
-840;640.0;-172.0;0;16;19;-242;941.0;-4;66;19;243.0
-836;635.0;-162.0;0;16;29;-241;942.0;-5;72;29;236.0
-848;624.0;-141.0;0;16;19;-239;952.0;1;60;19;245.0
-847;630.0;-171.0;0;16;-32;-231;951.0;10;61;-32;241.0
-857;605.0;-195.0;2;16;-103;-213;932.0;20;54;-103;252.0
-846;629.0;-172.0;0;15;-80;-223;929.0;3;65;-80;249.0
-833;588.0;-5.0;73;16;0;-238;902.0;50;71;0;249.0
-831;384.0;-83.0;95;20;7;-238;935.0;58;78;7;266.0
-853;628.0;-171.0;0;15;-6;-219;921.0;9;53;-6;255.0
-850;629.0;-163.0;0;15;-54;-224;932.0;0;60;-54;253.0
-852;643.0;-176.0;0;15;-33;-207;931.0;16;63;-33;248.0
-854;635.0;-184.0;0;15;30;-209;950.0;15;57;30;228.0
-858;621.0;-151.0;0;15;20;-205;941.0;10;53;20;236.0
-852;629.0;-151.0;0;15;11;-213;943.0;0;59;11;236.0
-853;616.0;-197.0;0;15;-16;-212;936.0;1;60;-16;236.0
-852;599.0;-175.0;0;15;-18;-211;950.0;2;59;-18;235.0
-854;625.0;-183.0;0;15;-26;-218;914.0;-7;55;-26;265.0
-858;637.0;-151.0;0;14;-31;-211;927.0;0;52;-31;250.0
-857;623.0;-149.0;0;14;-29;-195;949.0;12;60;-29;238.0
-844;615.0;-189.0;0;15;60;-200;944.0;5;71;60;253.0
-856;613.0;-190.0;0;16;88;-222;930.0;5;51;88;240.0
-837;589.0;-214.0;0;17;-2;-242;897.0;0;68;-2;287.0
-846;615.0;-206.0;0;17;-30;-247;965.0;-2;57;-30;241.0
-846;582.0;-159.0;0;17;-28;-254;948.0;-9;55;-28;229.0
-841;583.0;-184.0;0;17;34;-235;923.0;8;66;34;255.0
-842;598.0;-183.0;0;17;42;-253;918.0;-9;58;42;248.0
-818;604.0;-204.0;0;17;-30;-253;932.0;-20;94;-30;236.0
-1087;594.0;-192.0;0;17;222;-409;933.0;-50;-362;222;246.0
941;-269.0;-331.0;7;29;878;1264;223.0;2109;1852;878;712.0
-835;594.0;-141.0;0;16;-20;-208;952.0;29;74;-20;245.0
-796;543.0;-55.0;-5;26;13;-250;935.0;-7;70;13;300.0
-835;492.0;-162.0;-1;15;215;-168;916.0;51;74;215;264.0
-861;599.0;-170.0;1;18;4;-253;924.0;11;45;4;239.0
-848;625.0;-187.0;0;16;-93;-231;940.0;9;61;-93;239.0
-848;586.0;-189.0;1;17;-72;-225;932.0;16;76;-72;251.0
-846;593.0;-188.0;1;17;27;-233;914.0;9;74;27;263.0
-848;612.0;-192.0;1;17;-43;-242;915.0;3;64;-43;247.0
-844;594.0;-174.0;2;19;-114;-323;938.0;-27;50;-114;257.0
-860;595.0;-172.0;1;17;-43;-260;931.0;-9;43;-43;235.0
-781;534.0;-40.0;-5;26;-14;-251;944.0;-6;81;-14;298.0
-888;550.0;-178.0;2;20;-48;-171;940.0;127;28;-48;215.0
-774;530.0;-50.0;-5;26;-45;-245;952.0;2;83;-45;291.0
-787;512.0;-52.0;-5;26;2;-237;929.0;7;72;2;316.0
-872;607.0;-160.0;2;17;-36;-201;941.0;37;42;-36;246.0
-765;509.0;-73.0;-5;26;-41;-250;949.0;3;85;-41;306.0
-856;595.0;-178.0;2;16;33;-207;965.0;24;58;33;223.0
-858;630.0;-144.0;2;17;15;-206;926.0;27;58;15;253.0
-854;643.0;-171.0;2;17;56;-219;924.0;14;56;56;209.0
-848;642.0;-139.0;2;17;7;-206;953.0;26;64;7;192.0
-847;644.0;-153.0;2;17;62;-215;953.0;23;64;62;215.0
-851;610.0;-76.0;2;17;61;-213;947.0;28;63;61;273.0
-845;620.0;-99.0;2;17;44;-261;930.0;-16;55;44;250.0
-838;578.0;-141.0;2;17;-59;-244;934.0;-2;66;-59;232.0
-782;473.0;-77.0;-5;26;-23;-238;913.0;2;80;-23;299.0
-869;606.0;-117.0;2;17;116;-212;937.0;35;40;116;246.0
-1715;405.0;-297.0;-158;25;409;-1302;843.0;657;-959;409;285.0
-856;570.0;-118.0;2;19;2;-242;954.0;42;57;2;210.0
-782;501.0;-52.0;-5;26;10;-243;926.0;-1;78;10;301.0
-806;670.0;-21.0;3;21;-2;-323;950.0;-26;73;-2;165.0
-807;359.0;-15.0;21;17;29;-292;961.0;6;70;29;189.0
-775;554.0;-37.0;-5;26;-17;-245;947.0;6;77;-17;300.0
-772;525.0;-20.0;-5;26;-10;-238;946.0;10;83;-10;300.0
-811;466.0;70.0;-22;13;-14;-297;952.0;5;70;-14;222.0
-825;747.0;144.0;4;19;-1;-293;983.0;-5;60;-1;85.0
-776;543.0;-20.0;-5;26;38;-237;916.0;15;78;38;292.0
-778;510.0;-20.0;-5;26;28;-246;915.0;9;74;28;291.0
-781;504.0;-22.0;-5;26;38;-247;906.0;5;73;38;281.0
-813;438.0;-78.0;4;14;-8;-267;1002.0;2;72;-8;38.0
-756;499.0;-75.0;-5;26;-22;-257;938.0;15;83;-22;282.0
-818;558.0;-189.0;-4;17;23;-243;918.0;-7;66;23;293.0
-816;539.0;-203.0;-3;17;30;-239;913.0;-5;69;30;279.0
-825;556.0;-221.0;-3;17;17;-236;908.0;-2;66;17;275.0
-828;561.0;-222.0;-3;17;56;-237;888.0;-3;64;56;300.0
-826;547.0;-213.0;-3;17;-19;-243;924.0;-11;64;-19;283.0
-831;553.0;-222.0;-3;17;-17;-232;903.0;1;64;-17;312.0
-835;526.0;-208.0;-3;17;24;-231;909.0;1;63;24;304.0
-835;532.0;-228.0;-3;17;20;-230;913.0;2;64;20;284.0
-833;515.0;-227.0;-3;17;6;-232;900.0;-1;64;6;289.0
-828;516.0;-222.0;-3;17;1;-231;893.0;-2;70;1;280.0
-780;508.0;-49.0;-5;26;-11;-230;957.0;22;77;-11;285.0
-838;551.0;-206.0;-3;17;-2;-232;905.0;-1;60;-2;287.0
-837;537.0;-192.0;-3;17;23;-230;916.0;2;60;23;278.0
-832;537.0;-213.0;-3;17;-59;-234;923.0;-3;64;-59;275.0
-832;550.0;-231.0;-3;17;-17;-231;916.0;0;65;-17;280.0
-833;553.0;-241.0;-3;17;21;-229;896.0;3;66;21;291.0
-834;535.0;-231.0;-3;17;21;-232;915.0;1;64;21;265.0
-834;544.0;-212.0;-3;17;-27;-230;913.0;2;65;-27;273.0
-830;535.0;-237.0;-3;17;-19;-233;906.0;-1;68;-19;275.0
-837;550.0;-236.0;-3;17;-7;-225;913.0;6;64;-7;273.0
-833;553.0;-235.0;-3;17;20;-226;908.0;4;67;20;271.0
-829;568.0;-237.0;-3;17;16;-229;929.0;1;69;16;276.0
-844;619.0;-466.0;4;19;-124;-266;893.0;10;63;-124;286.0
-833;598.0;-224.0;-3;17;-10;-230;922.0;1;65;-10;269.0
-833;578.0;-162.0;-3;17;-24;-232;915.0;-1;65;-24;273.0
-831;594.0;-147.0;-3;17;19;-228;913.0;2;69;19;263.0
-831;613.0;-150.0;-3;17;10;-228;919.0;3;70;10;252.0
-840;595.0;-173.0;-3;17;11;-234;929.0;1;58;11;245.0
-836;542.0;-191.0;-3;17;0;-229;948.0;8;62;0;251.0
-829;564.0;-222.0;-3;17;-1;-243;924.0;-4;66;-1;269.0
-833;510.0;-191.0;-3;17;9;-248;922.0;-8;59;9;267.0
-793;511.0;-71.0;-5;26;99;-256;938.0;8;62;99;307.0
-833;219.0;-33.0;21;27;359;-277;909.0;-107;60;359;306.0
-786;493.0;-57.0;-5;26;-13;-246;935.0;-1;79;-13;308.0
-778;475.0;-55.0;-5;26;34;-256;932.0;0;78;34;292.0
-835;505.0;-232.0;-3;17;-7;-231;915.0;1;68;-7;265.0
-838;505.0;-231.0;-3;17;-2;-241;914.0;-8;63;-2;292.0
-836;505.0;-222.0;-3;17;-12;-235;915.0;-1;63;-12;289.0
-834;505.0;-235.0;-3;17;-1;-231;914.0;3;64;-1;279.0
