InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK Quaternion2
-529.0;-138.0;125.0;-398.0;-430.0;-263.0;-644.0;-582.0;-81.0;188.0;443.0;-709.0;276.0
-524.0;-145.0;123.0;-408.0;-434.0;-267.0;-646.0;-586.0;-78.0;191.0;440.0;-708.0;274.0
710.0;97.0;-70.0;-218.0;255.0;-115.0;513.0;264.0;349.0;-116.0;-602.0;579.0;-529.0
705.0;85.0;3.0;-219.0;217.0;-81.0;492.0;368.0;318.0;12.0;-566.0;690.0;-425.0
-523.0;-136.0;120.0;-404.0;-416.0;-259.0;-625.0;-603.0;-71.0;223.0;435.0;-736.0;251.0
757.0;-120.0;202.0;319.0;125.0;326.0;397.0;200.0;400.0;-70.0;-609.0;744.0;-360.0
-525.0;-128.0;129.0;-395.0;-411.0;-260.0;-625.0;-605.0;-76.0;225.0;436.0;-735.0;251.0
-529.0;-125.0;128.0;-396.0;-408.0;-261.0;-629.0;-600.0;-79.0;224.0;439.0;-730.0;256.0
-532.0;-127.0;123.0;-401.0;-411.0;-264.0;-631.0;-595.0;-80.0;223.0;441.0;-726.0;261.0
-532.0;-127.0;123.0;-401.0;-411.0;-263.0;-631.0;-594.0;-80.0;222.0;441.0;-726.0;261.0
-532.0;-128.0;123.0;-401.0;-411.0;-263.0;-631.0;-594.0;-81.0;222.0;442.0;-726.0;262.0
-532.0;-127.0;122.0;-401.0;-411.0;-263.0;-631.0;-593.0;-81.0;222.0;442.0;-725.0;262.0
-534.0;-127.0;122.0;-400.0;-411.0;-261.0;-632.0;-592.0;-83.0;223.0;442.0;-725.0;262.0
-534.0;-125.0;122.0;-398.0;-411.0;-261.0;-632.0;-592.0;-84.0;223.0;442.0;-725.0;262.0
-534.0;-126.0;122.0;-398.0;-410.0;-260.0;-632.0;-592.0;-85.0;222.0;443.0;-724.0;263.0
-535.0;-126.0;122.0;-398.0;-411.0;-261.0;-632.0;-591.0;-85.0;221.0;443.0;-724.0;263.0
-535.0;-127.0;122.0;-399.0;-412.0;-262.0;-632.0;-590.0;-84.0;221.0;442.0;-724.0;263.0
-553.0;-161.0;167.0;-470.0;-451.0;-274.0;-636.0;-527.0;-85.0;153.0;461.0;-720.0;263.0
-535.0;-127.0;121.0;-399.0;-412.0;-262.0;-631.0;-590.0;-85.0;221.0;442.0;-724.0;264.0
-535.0;-128.0;120.0;-400.0;-412.0;-261.0;-631.0;-590.0;-86.0;221.0;443.0;-724.0;263.0
-535.0;-129.0;120.0;-402.0;-412.0;-260.0;-631.0;-590.0;-86.0;221.0;443.0;-724.0;264.0
-534.0;-129.0;121.0;-403.0;-413.0;-261.0;-632.0;-590.0;-85.0;222.0;443.0;-724.0;264.0
-533.0;-130.0;123.0;-403.0;-414.0;-261.0;-633.0;-590.0;-84.0;222.0;443.0;-723.0;264.0
-531.0;-132.0;126.0;-406.0;-414.0;-263.0;-632.0;-591.0;-83.0;221.0;444.0;-724.0;264.0
-531.0;-133.0;126.0;-407.0;-414.0;-263.0;-632.0;-591.0;-83.0;221.0;444.0;-724.0;265.0
-530.0;-133.0;127.0;-407.0;-414.0;-263.0;-631.0;-592.0;-82.0;221.0;444.0;-724.0;265.0
-529.0;-133.0;128.0;-408.0;-415.0;-264.0;-631.0;-592.0;-82.0;221.0;444.0;-725.0;264.0
-529.0;-136.0;130.0;-410.0;-415.0;-264.0;-631.0;-592.0;-81.0;222.0;443.0;-725.0;264.0
-529.0;-137.0;131.0;-411.0;-416.0;-265.0;-631.0;-592.0;-81.0;222.0;443.0;-725.0;263.0
-528.0;-140.0;133.0;-414.0;-418.0;-266.0;-631.0;-593.0;-80.0;223.0;442.0;-725.0;263.0
-526.0;-144.0;133.0;-418.0;-421.0;-268.0;-632.0;-592.0;-78.0;224.0;441.0;-725.0;262.0
-526.0;-147.0;133.0;-421.0;-422.0;-270.0;-632.0;-592.0;-77.0;224.0;441.0;-726.0;261.0
-528.0;-150.0;142.0;-422.0;-424.0;-266.0;-630.0;-590.0;-60.0;223.0;440.0;-731.0;255.0
-531.0;-145.0;132.0;-418.0;-424.0;-263.0;-629.0;-584.0;-64.0;211.0;445.0;-727.0;266.0
-531.0;-148.0;127.0;-421.0;-426.0;-263.0;-630.0;-584.0;-66.0;206.0;442.0;-725.0;270.0
-528.0;-150.0;118.0;-424.0;-430.0;-266.0;-632.0;-588.0;-66.0;205.0;436.0;-722.0;273.0
-527.0;-152.0;117.0;-426.0;-432.0;-266.0;-633.0;-590.0;-66.0;206.0;433.0;-722.0;273.0
-526.0;-160.0;129.0;-433.0;-437.0;-268.0;-635.0;-591.0;-60.0;219.0;428.0;-723.0;265.0
-527.0;-161.0;132.0;-433.0;-437.0;-268.0;-636.0;-590.0;-60.0;220.0;429.0;-722.0;264.0
-529.0;-159.0;135.0;-429.0;-435.0;-262.0;-638.0;-582.0;-60.0;224.0;438.0;-722.0;263.0
-529.0;-159.0;136.0;-428.0;-435.0;-262.0;-638.0;-580.0;-59.0;225.0;441.0;-722.0;263.0
-529.0;-160.0;138.0;-430.0;-433.0;-261.0;-637.0;-579.0;-59.0;228.0;445.0;-722.0;264.0
-537.0;-158.0;124.0;-432.0;-423.0;-251.0;-633.0;-575.0;-66.0;226.0;449.0;-723.0;269.0
-538.0;-156.0;119.0;-433.0;-422.0;-254.0;-632.0;-578.0;-68.0;223.0;446.0;-723.0;271.0
-538.0;-152.0;113.0;-432.0;-420.0;-250.0;-631.0;-579.0;-70.0;219.0;447.0;-723.0;273.0
-540.0;-144.0;102.0;-425.0;-414.0;-237.0;-628.0;-574.0;-75.0;213.0;456.0;-722.0;278.0
-542.0;-142.0;101.0;-423.0;-411.0;-233.0;-628.0;-571.0;-77.0;210.0;459.0;-722.0;281.0
-544.0;-141.0;107.0;-419.0;-412.0;-237.0;-627.0;-565.0;-79.0;204.0;465.0;-720.0;287.0
-554.0;-131.0;100.0;-403.0;-405.0;-227.0;-623.0;-547.0;-80.0;181.0;480.0;-719.0;297.0
-560.0;-125.0;93.0;-399.0;-401.0;-223.0;-623.0;-539.0;-82.0;169.0;485.0;-716.0;305.0
-566.0;-119.0;85.0;-394.0;-397.0;-222.0;-621.0;-533.0;-85.0;159.0;487.0;-714.0;312.0
-570.0;-114.0;78.0;-389.0;-396.0;-221.0;-619.0;-527.0;-89.0;150.0;491.0;-711.0;322.0
-572.0;-111.0;73.0;-385.0;-395.0;-216.0;-617.0;-520.0;-92.0;142.0;496.0;-708.0;330.0
880.0;-384.0;-319.0;-807.0;146.0;189.0;531.0;230.0;339.0;-27.0;-389.0;755.0;-180.0
-575.0;-100.0;83.0;-376.0;-408.0;-224.0;-618.0;-491.0;-98.0;128.0;511.0;-695.0;354.0
-538.0;-146.0;119.0;-414.0;-421.0;-262.0;-645.0;-582.0;-79.0;213.0;440.0;-713.0;263.0
-542.0;-145.0;140.0;-410.0;-404.0;-253.0;-630.0;-587.0;-82.0;233.0;445.0;-725.0;266.0
-543.0;-144.0;140.0;-410.0;-403.0;-251.0;-629.0;-585.0;-83.0;232.0;447.0;-725.0;267.0
-547.0;-140.0;137.0;-407.0;-401.0;-245.0;-628.0;-581.0;-89.0;230.0;450.0;-724.0;271.0
-548.0;-138.0;135.0;-406.0;-400.0;-243.0;-628.0;-581.0;-92.0;229.0;450.0;-723.0;272.0
-549.0;-136.0;137.0;-407.0;-399.0;-240.0;-627.0;-579.0;-95.0;226.0;452.0;-722.0;277.0
-551.0;-135.0;137.0;-405.0;-398.0;-238.0;-628.0;-576.0;-95.0;223.0;454.0;-721.0;278.0
-554.0;-133.0;133.0;-402.0;-401.0;-232.0;-630.0;-571.0;-95.0;217.0;454.0;-718.0;280.0
-553.0;-134.0;128.0;-401.0;-404.0;-232.0;-634.0;-569.0;-95.0;211.0;454.0;-714.0;283.0
-553.0;-135.0;126.0;-402.0;-406.0;-233.0;-635.0;-568.0;-95.0;208.0;454.0;-712.0;284.0
-552.0;-136.0;125.0;-402.0;-409.0;-234.0;-637.0;-568.0;-94.0;206.0;453.0;-711.0;283.0
-551.0;-140.0;125.0;-405.0;-413.0;-238.0;-640.0;-569.0;-89.0;206.0;450.0;-710.0;281.0
-549.0;-143.0;126.0;-408.0;-416.0;-239.0;-641.0;-570.0;-85.0;206.0;448.0;-710.0;279.0
-547.0;-147.0;128.0;-412.0;-420.0;-242.0;-642.0;-571.0;-81.0;208.0;444.0;-711.0;277.0
-545.0;-152.0;130.0;-417.0;-425.0;-255.0;-643.0;-574.0;-77.0;211.0;440.0;-711.0;274.0
-541.0;-158.0;134.0;-423.0;-431.0;-265.0;-646.0;-575.0;-74.0;216.0;437.0;-711.0;269.0
-574.0;-138.0;105.0;-448.0;-398.0;-247.0;-627.0;-568.0;-79.0;220.0;436.0;-732.0;256.0
-580.0;-176.0;215.0;-465.0;-326.0;-274.0;-585.0;-534.0;-97.0;259.0;522.0;-757.0;274.0
-573.0;-136.0;97.0;-448.0;-396.0;-243.0;-623.0;-569.0;-79.0;219.0;439.0;-734.0;258.0
-572.0;-135.0;99.0;-446.0;-396.0;-244.0;-623.0;-569.0;-78.0;219.0;438.0;-734.0;258.0
-572.0;-132.0;100.0;-440.0;-397.0;-245.0;-624.0;-569.0;-78.0;217.0;438.0;-733.0;259.0
-572.0;-132.0;101.0;-438.0;-399.0;-248.0;-625.0;-569.0;-76.0;215.0;436.0;-733.0;258.0
-572.0;-132.0;100.0;-438.0;-400.0;-248.0;-625.0;-569.0;-76.0;214.0;435.0;-733.0;258.0
-572.0;-135.0;95.0;-441.0;-401.0;-249.0;-626.0;-570.0;-75.0;213.0;433.0;-732.0;256.0
-571.0;-137.0;93.0;-444.0;-401.0;-250.0;-627.0;-570.0;-73.0;213.0;433.0;-733.0;255.0
-572.0;-139.0;92.0;-447.0;-402.0;-250.0;-628.0;-571.0;-73.0;214.0;431.0;-733.0;253.0
-535.0;-139.0;154.0;-416.0;-422.0;-264.0;-639.0;-588.0;-88.0;215.0;436.0;-715.0;270.0
-536.0;-142.0;147.0;-421.0;-420.0;-261.0;-637.0;-587.0;-90.0;216.0;438.0;-716.0;271.0
-536.0;-145.0;143.0;-424.0;-420.0;-260.0;-637.0;-587.0;-90.0;217.0;438.0;-716.0;272.0
-538.0;-152.0;136.0;-433.0;-419.0;-258.0;-636.0;-585.0;-90.0;222.0;439.0;-716.0;271.0
-544.0;-138.0;121.0;-414.0;-419.0;-264.0;-634.0;-567.0;-99.0;215.0;455.0;-707.0;295.0
-546.0;-133.0;116.0;-411.0;-416.0;-261.0;-631.0;-561.0;-103.0;208.0;462.0;-706.0;304.0
-575.0;-139.0;112.0;-444.0;-395.0;-242.0;-626.0;-579.0;-77.0;231.0;421.0;-739.0;237.0
-583.0;-132.0;107.0;-435.0;-390.0;-241.0;-628.0;-569.0;-79.0;219.0;429.0;-735.0;243.0
-591.0;-124.0;98.0;-429.0;-385.0;-237.0;-628.0;-559.0;-83.0;207.0;436.0;-732.0;252.0
-594.0;-120.0;94.0;-427.0;-382.0;-235.0;-627.0;-555.0;-85.0;202.0;439.0;-730.0;258.0
-595.0;-116.0;90.0;-426.0;-381.0;-234.0;-626.0;-553.0;-87.0;198.0;440.0;-729.0;265.0
-594.0;-114.0;87.0;-427.0;-382.0;-233.0;-624.0;-554.0;-90.0;195.0;440.0;-727.0;271.0
-566.0;-130.0;113.0;-448.0;-405.0;-226.0;-634.0;-584.0;-93.0;220.0;418.0;-723.0;258.0
-566.0;-129.0;113.0;-450.0;-403.0;-220.0;-634.0;-584.0;-94.0;217.0;420.0;-722.0;261.0
-564.0;-125.0;105.0;-445.0;-403.0;-221.0;-634.0;-587.0;-93.0;208.0;418.0;-721.0;263.0
-564.0;-124.0;101.0;-440.0;-404.0;-222.0;-633.0;-588.0;-91.0;201.0;416.0;-722.0;263.0
-563.0;-124.0;95.0;-433.0;-404.0;-227.0;-633.0;-589.0;-90.0;198.0;415.0;-721.0;267.0
-566.0;-120.0;83.0;-435.0;-400.0;-226.0;-628.0;-583.0;-96.0;195.0;424.0;-722.0;275.0
-568.0;-118.0;82.0;-437.0;-398.0;-224.0;-626.0;-579.0;-98.0;195.0;427.0;-722.0;278.0
-571.0;-116.0;81.0;-437.0;-396.0;-222.0;-625.0;-576.0;-100.0;195.0;431.0;-722.0;281.0
-580.0;-113.0;81.0;-433.0;-390.0;-221.0;-623.0;-567.0;-101.0;194.0;435.0;-721.0;285.0
-583.0;-112.0;81.0;-430.0;-389.0;-223.0;-623.0;-564.0;-101.0;193.0;437.0;-721.0;285.0
-534.0;-138.0;156.0;-414.0;-423.0;-265.0;-639.0;-589.0;-87.0;217.0;435.0;-715.0;270.0
-575.0;-60.0;35.0;-343.0;-380.0;-225.0;-587.0;-529.0;-176.0;171.0;496.0;-728.0;306.0
-557.0;-135.0;117.0;-452.0;-412.0;-244.0;-633.0;-596.0;-90.0;234.0;405.0;-728.0;247.0
-568.0;-145.0;171.0;-482.0;-389.0;-292.0;-606.0;-627.0;-70.0;250.0;364.0;-748.0;262.0
-602.0;-154.0;171.0;-496.0;-476.0;-338.0;-600.0;-540.0;-61.0;247.0;345.0;-746.0;281.0
-549.0;-148.0;125.0;-461.0;-422.0;-257.0;-642.0;-610.0;-76.0;236.0;385.0;-729.0;227.0
-547.0;-151.0;129.0;-463.0;-422.0;-251.0;-642.0;-613.0;-75.0;239.0;384.0;-729.0;225.0
-567.0;-154.0;122.0;-465.0;-399.0;-242.0;-627.0;-592.0;-74.0;251.0;412.0;-740.0;233.0
-565.0;-156.0;123.0;-471.0;-400.0;-241.0;-627.0;-594.0;-73.0;253.0;410.0;-740.0;231.0
-562.0;-159.0;124.0;-475.0;-401.0;-241.0;-627.0;-596.0;-72.0;254.0;409.0;-741.0;230.0
-585.0;-96.0;201.0;-458.0;-415.0;-267.0;-633.0;-524.0;-138.0;196.0;460.0;-712.0;271.0
-818.0;-51.0;631.0;-707.0;-132.0;-36.0;-526.0;-160.0;-337.0;186.0;536.0;-647.0;438.0
-530.0;-154.0;143.0;-416.0;-428.0;-272.0;-644.0;-593.0;-73.0;234.0;430.0;-720.0;248.0
-541.0;-166.0;153.0;-423.0;-413.0;-254.0;-636.0;-588.0;-77.0;246.0;437.0;-725.0;251.0
-550.0;-167.0;127.0;-470.0;-413.0;-257.0;-633.0;-603.0;-61.0;254.0;404.0;-740.0;219.0
-551.0;-167.0;127.0;-469.0;-414.0;-257.0;-634.0;-603.0;-60.0;253.0;403.0;-740.0;219.0
-552.0;-164.0;126.0;-465.0;-418.0;-260.0;-636.0;-601.0;-59.0;249.0;399.0;-738.0;220.0
-691.0;-472.0;0.0;-784.0;-613.0;-326.0;-677.0;-380.0;91.0;313.0;-46.0;-729.0;45.0
-553.0;-164.0;129.0;-466.0;-419.0;-262.0;-637.0;-600.0;-59.0;250.0;399.0;-736.0;223.0
-553.0;-164.0;130.0;-466.0;-419.0;-262.0;-637.0;-599.0;-59.0;250.0;400.0;-735.0;224.0
-553.0;-166.0;132.0;-466.0;-420.0;-263.0;-637.0;-597.0;-60.0;250.0;401.0;-735.0;225.0
-525.0;-499.0;-9.0;-812.0;-515.0;-349.0;-653.0;-651.0;130.0;280.0;189.0;-741.0;88.0
-558.0;-158.0;120.0;-473.0;-415.0;-261.0;-634.0;-588.0;-67.0;252.0;413.0;-733.0;237.0
-560.0;-153.0;107.0;-469.0;-413.0;-260.0;-633.0;-585.0;-69.0;245.0;416.0;-733.0;240.0
-562.0;-150.0;98.0;-466.0;-411.0;-259.0;-632.0;-583.0;-70.0;239.0;419.0;-733.0;241.0
-527.0;-161.0;144.0;-470.0;-420.0;-224.0;-645.0;-629.0;-71.0;249.0;388.0;-728.0;220.0
-541.0;-181.0;179.0;-509.0;-404.0;-275.0;-637.0;-648.0;-57.0;277.0;352.0;-737.0;220.0
-539.0;-145.0;131.0;-420.0;-422.0;-266.0;-638.0;-577.0;-93.0;225.0;446.0;-711.0;281.0
-537.0;-151.0;141.0;-424.0;-422.0;-267.0;-640.0;-583.0;-89.0;232.0;439.0;-713.0;272.0
-537.0;-152.0;144.0;-426.0;-422.0;-267.0;-640.0;-586.0;-87.0;233.0;437.0;-715.0;268.0
-537.0;-154.0;145.0;-427.0;-422.0;-266.0;-640.0;-587.0;-86.0;234.0;436.0;-716.0;267.0
-537.0;-153.0;145.0;-427.0;-421.0;-265.0;-639.0;-587.0;-86.0;233.0;436.0;-716.0;267.0
-537.0;-154.0;146.0;-427.0;-421.0;-264.0;-638.0;-587.0;-86.0;233.0;436.0;-717.0;267.0
-537.0;-153.0;146.0;-426.0;-420.0;-264.0;-639.0;-587.0;-86.0;233.0;436.0;-716.0;267.0
-536.0;-154.0;155.0;-425.0;-422.0;-265.0;-639.0;-588.0;-85.0;234.0;435.0;-717.0;266.0
-535.0;-156.0;159.0;-427.0;-422.0;-266.0;-640.0;-589.0;-84.0;234.0;435.0;-717.0;265.0
-534.0;-157.0;161.0;-427.0;-422.0;-266.0;-639.0;-590.0;-85.0;233.0;434.0;-717.0;265.0
-534.0;-157.0;161.0;-427.0;-423.0;-266.0;-640.0;-590.0;-85.0;233.0;434.0;-717.0;265.0
-533.0;-157.0;160.0;-428.0;-422.0;-265.0;-640.0;-590.0;-85.0;233.0;434.0;-717.0;265.0
-534.0;-160.0;156.0;-433.0;-422.0;-262.0;-640.0;-589.0;-85.0;234.0;435.0;-716.0;265.0
-513.0;-206.0;192.0;-489.0;-412.0;-250.0;-627.0;-586.0;-93.0;216.0;472.0;-715.0;295.0
-536.0;-160.0;142.0;-440.0;-420.0;-257.0;-638.0;-586.0;-88.0;232.0;439.0;-716.0;269.0
-537.0;-156.0;135.0;-438.0;-419.0;-257.0;-637.0;-585.0;-90.0;226.0;440.0;-716.0;271.0
-537.0;-154.0;135.0;-436.0;-419.0;-258.0;-636.0;-586.0;-90.0;224.0;439.0;-717.0;271.0
790.0;275.0;-144.0;-17.0;72.0;15.0;401.0;153.0;491.0;-150.0;-589.0;553.0;-540.0
-546.0;-182.0;176.0;-468.0;-391.0;-247.0;-616.0;-551.0;-123.0;185.0;496.0;-705.0;330.0
-556.0;-112.0;99.0;-394.0;-393.0;-252.0;-605.0;-536.0;-114.0;181.0;499.0;-711.0;339.0
-556.0;-110.0;101.0;-391.0;-388.0;-252.0;-599.0;-535.0;-113.0;179.0;504.0;-714.0;344.0
697.0;74.0;-45.0;-225.0;252.0;-119.0;518.0;324.0;300.0;-52.0;-588.0;642.0;-479.0
-564.0;-149.0;94.0;-465.0;-409.0;-258.0;-631.0;-581.0;-70.0;234.0;421.0;-733.0;244.0
-566.0;-148.0;93.0;-463.0;-407.0;-256.0;-630.0;-578.0;-71.0;229.0;424.0;-733.0;246.0
-543.0;-167.0;158.0;-428.0;-412.0;-252.0;-636.0;-587.0;-76.0;251.0;437.0;-726.0;251.0
-556.0;-106.0;102.0;-388.0;-383.0;-251.0;-593.0;-534.0;-113.0;176.0;509.0;-717.0;348.0
-557.0;-102.0;102.0;-383.0;-377.0;-246.0;-587.0;-532.0;-112.0;173.0;515.0;-721.0;351.0
593.0;-570.0;-131.0;-672.0;417.0;-67.0;775.0;687.0;239.0;222.0;51.0;582.0;61.0
796.0;-603.0;52.0;-713.0;399.0;11.0;832.0;440.0;472.0;8.0;122.0;270.0;111.0
907.0;-605.0;-153.0;-666.0;250.0;258.0;836.0;322.0;443.0;-7.0;103.0;295.0;138.0
-536.0;-101.0;96.0;-382.0;-373.0;-247.0;-584.0;-561.0;-98.0;177.0;509.0;-733.0;335.0
-542.0;-47.0;126.0;-364.0;-402.0;-558.0;-544.0;-577.0;-130.0;211.0;460.0;-766.0;317.0
-527.0;-138.0;106.0;-419.0;-406.0;-267.0;-604.0;-573.0;-89.0;203.0;479.0;-728.0;310.0
-529.0;-145.0;103.0;-427.0;-410.0;-268.0;-606.0;-572.0;-90.0;209.0;474.0;-729.0;306.0
-533.0;-150.0;99.0;-436.0;-413.0;-267.0;-608.0;-569.0;-93.0;216.0;470.0;-728.0;301.0
-546.0;-359.0;122.0;-607.0;-531.0;-490.0;-495.0;-529.0;25.0;306.0;374.0;-810.0;312.0
-533.0;-139.0;160.0;-415.0;-424.0;-265.0;-640.0;-589.0;-87.0;219.0;435.0;-715.0;269.0
-534.0;-145.0;163.0;-423.0;-424.0;-263.0;-640.0;-588.0;-86.0;224.0;436.0;-714.0;270.0
-534.0;-150.0;161.0;-428.0;-424.0;-262.0;-640.0;-587.0;-86.0;227.0;436.0;-714.0;270.0
-534.0;-184.0;189.0;-467.0;-404.0;-262.0;-620.0;-566.0;-114.0;196.0;481.0;-708.0;318.0
-536.0;-159.0;146.0;-438.0;-424.0;-260.0;-641.0;-584.0;-84.0;230.0;438.0;-714.0;270.0
-538.0;-167.0;127.0;-452.0;-425.0;-261.0;-641.0;-582.0;-84.0;231.0;438.0;-714.0;270.0
-724.0;-198.0;350.0;-552.0;-484.0;-230.0;-638.0;-402.0;-67.0;325.0;281.0;-742.0;196.0
-542.0;-166.0;156.0;-432.0;-414.0;-253.0;-636.0;-589.0;-74.0;254.0;434.0;-727.0;248.0
-539.0;-163.0;150.0;-430.0;-415.0;-259.0;-638.0;-591.0;-73.0;252.0;434.0;-725.0;249.0
-536.0;-159.0;148.0;-426.0;-414.0;-263.0;-637.0;-594.0;-73.0;248.0;434.0;-725.0;251.0
-396.0;-463.0;295.0;-637.0;-592.0;-574.0;-492.0;-620.0;158.0;415.0;330.0;-817.0;257.0
742.0;31.0;-555.0;-701.0;580.0;-361.0;484.0;192.0;399.0;-463.0;-276.0;540.0;-561.0
-550.0;-123.0;105.0;-422.0;-455.0;-277.0;-635.0;-522.0;-101.0;106.0;468.0;-707.0;295.0
-544.0;-50.0;316.0;-436.0;-457.0;-293.0;-623.0;-518.0;-124.0;69.0;477.0;-709.0;305.0
-563.0;-181.0;122.0;-522.0;-427.0;-248.0;-641.0;-538.0;-103.0;195.0;459.0;-717.0;253.0
-537.0;-164.0;190.0;-433.0;-453.0;-286.0;-667.0;-565.0;-63.0;204.0;433.0;-709.0;221.0
-514.0;-195.0;203.0;-473.0;-493.0;-297.0;-677.0;-586.0;-80.0;236.0;387.0;-704.0;198.0
-605.0;-26.0;-6.0;-300.0;-378.0;-212.0;-591.0;-488.0;-214.0;121.0;502.0;-705.0;329.0
-520.0;-176.0;162.0;-438.0;-431.0;-273.0;-642.0;-602.0;-61.0;250.0;426.0;-723.0;246.0
-603.0;-28.0;10.0;-303.0;-376.0;-214.0;-590.0;-496.0;-205.0;136.0;499.0;-715.0;316.0
-601.0;-36.0;8.0;-314.0;-374.0;-217.0;-588.0;-501.0;-195.0;141.0;498.0;-721.0;309.0
-599.0;-38.0;5.0;-315.0;-374.0;-217.0;-588.0;-502.0;-194.0;145.0;499.0;-723.0;308.0
-525.0;-148.0;133.0;-423.0;-424.0;-271.0;-632.0;-593.0;-76.0;223.0;440.0;-726.0;260.0
-524.0;-149.0;133.0;-424.0;-425.0;-272.0;-633.0;-593.0;-75.0;223.0;440.0;-726.0;260.0
-522.0;-153.0;134.0;-428.0;-428.0;-273.0;-634.0;-594.0;-71.0;224.0;437.0;-726.0;256.0
-522.0;-155.0;136.0;-431.0;-430.0;-275.0;-635.0;-594.0;-68.0;225.0;437.0;-726.0;255.0
-522.0;-156.0;137.0;-431.0;-430.0;-276.0;-635.0;-594.0;-67.0;225.0;436.0;-727.0;254.0
-521.0;-157.0;138.0;-431.0;-431.0;-277.0;-635.0;-595.0;-65.0;226.0;435.0;-727.0;253.0
-505.0;-161.0;104.0;-434.0;-447.0;-289.0;-654.0;-600.0;-66.0;202.0;431.0;-706.0;263.0
-537.0;-169.0;138.0;-434.0;-437.0;-269.0;-650.0;-576.0;-68.0;223.0;435.0;-709.0;265.0
-520.0;-158.0;139.0;-432.0;-432.0;-278.0;-635.0;-595.0;-64.0;227.0;435.0;-727.0;252.0
-518.0;-160.0;141.0;-433.0;-433.0;-280.0;-635.0;-597.0;-61.0;228.0;434.0;-728.0;251.0
-517.0;-160.0;141.0;-433.0;-433.0;-280.0;-635.0;-598.0;-60.0;229.0;434.0;-728.0;250.0
-535.0;-151.0;150.0;-415.0;-410.0;-261.0;-633.0;-593.0;-76.0;240.0;440.0;-726.0;258.0
-536.0;-150.0;147.0;-413.0;-409.0;-260.0;-632.0;-592.0;-78.0;237.0;442.0;-726.0;260.0
-514.0;-161.0;141.0;-435.0;-434.0;-282.0;-636.0;-600.0;-58.0;230.0;433.0;-729.0;249.0
-513.0;-162.0;141.0;-436.0;-433.0;-281.0;-635.0;-602.0;-58.0;231.0;432.0;-729.0;248.0
-513.0;-162.0;137.0;-438.0;-429.0;-275.0;-633.0;-605.0;-57.0;231.0;433.0;-730.0;249.0
