InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK accY;InertialMeasurementUnit LUA accX;InertialMeasurementUnit RUA gyroY;Accelerometer LUA^ accY;Accelerometer RKN^ accX;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit LUA accZ;Accelerometer BACK accX
413;-187.0;-979.0;-128.0;966.0;-253.0;-104.0;92.0;30.0
8;-288.0;-944.0;-27.0;941.0;-191.0;-79.0;125.0;135.0
3;-272.0;-954.0;-18.0;947.0;-171.0;13.0;146.0;104.0
-4;-341.0;-863.0;38.0;847.0;-164.0;-16.0;209.0;155.0
2;-367.0;-894.0;-358.0;978.0;-24.0;-186.0;276.0;216.0
673;-274.0;-945.0;-1.0;913.0;64.0;33.0;208.0;143.0
1;-195.0;-963.0;-23.0;978.0;-136.0;26.0;148.0;46.0
2;-210.0;-969.0;-59.0;960.0;-132.0;11.0;164.0;60.0
13;-160.0;-779.0;83.0;875.0;-228.0;98.0;75.0;70.0
12;-179.0;-1021.0;-36.0;1281.0;45.0;83.0;173.0;109.0
0;-38.0;-913.0;-23.0;889.0;77.0;7.0;26.0;-87.0
-2;-274.0;-958.0;10.0;956.0;-271.0;123.0;194.0;126.0
-23;-586.0;-720.0;-29.0;769.0;-95.0;-20.0;556.0;433.0
-6;-213.0;-984.0;-58.0;960.0;10.0;-401.0;50.0;26.0
3;-146.0;-974.0;78.0;979.0;-229.0;-125.0;196.0;-19.0
-131;-165.0;-1049.0;-311.0;1077.0;-799.0;-268.0;116.0;-57.0
-4;-142.0;-978.0;-61.0;972.0;-240.0;326.0;197.0;-46.0
-54;-51.0;-953.0;-47.0;1042.0;-145.0;0.0;295.0;-166.0
5;-317.0;-954.0;-5.0;947.0;-171.0;-26.0;123.0;165.0
15;-169.0;-959.0;-123.0;941.0;-142.0;-52.0;33.0;-3.0
-5;-203.0;-962.0;44.0;997.0;-101.0;214.0;112.0;86.0
5;-262.0;-1000.0;-11.0;1002.0;107.0;3.0;57.0;122.0
1;-305.0;-996.0;-25.0;978.0;-151.0;6.0;84.0;183.0
3;-153.0;-964.0;17.0;978.0;-250.0;46.0;204.0;-28.0
2;-334.0;-871.0;-148.0;885.0;-160.0;-164.0;246.0;166.0
-3;-262.0;-939.0;-16.0;979.0;-121.0;31.0;322.0;86.0
-4;-195.0;-952.0;-752.0;987.0;-115.0;275.0;159.0;-10.0
9;-281.0;-889.0;146.0;912.0;97.0;-1282.0;174.0;171.0
-5;-243.0;-995.0;-14.0;1005.0;-230.0;55.0;66.0;79.0
-17;-312.0;-906.0;47.0;903.0;-657.0;106.0;259.0;236.0
42;-207.0;-976.0;-20.0;973.0;-293.0;86.0;44.0;68.0
22;-195.0;-943.0;665.0;948.0;-161.0;-599.0;62.0;162.0
2;-239.0;-617.0;-26.0;588.0;-131.0;0.0;77.0;60.0
15;-322.0;-974.0;186.0;949.0;-170.0;-220.0;199.0;135.0
14;-254.0;-906.0;-234.0;933.0;-7.0;21.0;326.0;53.0
-1;-273.0;-967.0;-17.0;975.0;-11.0;34.0;45.0;105.0
-2;-175.0;-986.0;213.0;973.0;-164.0;74.0;84.0;84.0
-1;-133.0;-982.0;-170.0;984.0;-234.0;86.0;198.0;12.0
1;-59.0;-977.0;84.0;960.0;-188.0;74.0;-108.0;-90.0
-1796;-285.0;-941.0;-159.0;925.0;90.0;-476.0;96.0;169.0
3;-241.0;-995.0;-20.0;1008.0;-237.0;7.0;62.0;77.0
6;-3.0;-964.0;24.0;996.0;-110.0;-74.0;-34.0;-67.0
2;-170.0;-968.0;117.0;957.0;-161.0;476.0;10.0;-15.0
6;-159.0;-957.0;-845.0;978.0;-141.0;-648.0;21.0;21.0
-43;-194.0;-961.0;-145.0;1027.0;-245.0;-284.0;195.0;81.0
2;-209.0;-961.0;-3.0;977.0;-131.0;-6.0;160.0;60.0
1;-297.0;-575.0;-63.0;553.0;-117.0;-112.0;320.0;165.0
-2;-170.0;-887.0;3.0;919.0;-197.0;-52.0;410.0;-10.0
8;-242.0;-867.0;388.0;826.0;-93.0;-254.0;237.0;197.0
-32;-255.0;-989.0;1.0;1016.0;-186.0;-92.0;54.0;68.0
-760;-307.0;-986.0;-71.0;998.0;135.0;130.0;168.0;127.0
5;-347.0;-1017.0;96.0;1006.0;-51.0;205.0;137.0;240.0
6;-272.0;-952.0;-135.0;950.0;-230.0;-668.0;193.0;77.0
6;-294.0;-950.0;-93.0;911.0;-177.0;78.0;118.0;137.0
13;-289.0;-854.0;267.0;859.0;-175.0;1432.0;251.0;105.0
-1;-297.0;-915.0;-452.0;969.0;-162.0;694.0;225.0;99.0
3;-307.0;-958.0;-28.0;930.0;-178.0;38.0;126.0;146.0
-13;-204.0;-1000.0;-101.0;985.0;-90.0;-119.0;71.0;54.0
-4;-292.0;-867.0;113.0;882.0;-15.0;531.0;218.0;117.0
-8;-144.0;-971.0;586.0;969.0;-205.0;61.0;-16.0;-106.0
1;-187.0;-793.0;-20.0;801.0;-235.0;45.0;247.0;10.0
-1;-406.0;-909.0;80.0;892.0;-180.0;122.0;291.0;263.0
