InertialMeasurementUnit R-SHOE EuY;Accelerometer RUA^ accY;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit RUA accX;InertialMeasurementUnit LLA gyroZ
-22;979.0;0.0;-2.0;337.0;8;28.0;379;-931.0;9.0
-21;1017.0;96.0;-282.0;288.0;-142;-209.0;347;-939.0;-105.0
-26;1057.0;-4.0;-9.0;129.0;174;3.0;359;-985.0;-56.0
-26;1018.0;-12.0;-59.0;314.0;4;-90.0;404;-872.0;-138.0
-25;955.0;26.0;-5.0;242.0;-75;93.0;389;-921.0;34.0
-35;946.0;-27.0;-75.0;98.0;-10;-10.0;352;-823.0;87.0
-27;1060.0;170.0;-415.0;251.0;-78;-565.0;390;-941.0;130.0
-30;1040.0;-382.0;426.0;47.0;-50;362.0;384;-961.0;210.0
-23;1061.0;114.0;-47.0;214.0;-132;90.0;350;-807.0;158.0
-81;1023.0;-97.0;160.0;111.0;-111;278.0;-37;-764.0;35.0
-25;1000.0;-13.0;22.0;202.0;-75;-144.0;388;-866.0;48.0
-61;929.0;-45.0;213.0;315.0;-58;92.0;921;-1175.0;63.0
-25;963.0;-46.0;4.0;196.0;-75;-250.0;391;-916.0;-74.0
-25;929.0;-13.0;-92.0;343.0;5;68.0;376;-897.0;-150.0
7;989.0;-97.0;56.0;278.0;173;53.0;-94;-954.0;98.0
-21;1117.0;-44.0;-19.0;146.0;-155;-6.0;349;-1024.0;724.0
-24;1014.0;44.0;-143.0;283.0;-74;-152.0;383;-973.0;414.0
-29;1057.0;-262.0;-51.0;293.0;-121;-149.0;360;-932.0;-512.0
-25;970.0;3.0;-11.0;181.0;-75;10.0;389;-852.0;99.0
-21;1001.0;168.0;-21.0;261.0;-145;46.0;344;-979.0;6.0
-25;980.0;35.0;0.0;337.0;-115;1.0;348;-940.0;185.0
-21;920.0;188.0;228.0;273.0;-134;230.0;345;-882.0;-129.0
-25;922.0;42.0;21.0;215.0;-139;3.0;374;-918.0;60.0
-21;1021.0;3.0;13.0;243.0;-149;5.0;355;-968.0;105.0
-20;1030.0;1.0;-14.0;176.0;-130;-5.0;332;-983.0;46.0
-20;1037.0;-1.0;14.0;187.0;-130;-34.0;319;-981.0;-8.0
-25;1004.0;-17.0;53.0;-63.0;-17;72.0;174;-911.0;-13.0
-28;918.0;-61.0;10.0;144.0;-124;8.0;441;-902.0;17.0
-28;980.0;-7.0;247.0;381.0;-3;39.0;358;-924.0;-85.0
-25;949.0;15.0;-11.0;312.0;-74;143.0;383;-843.0;162.0
-25;1000.0;39.0;128.0;211.0;-75;468.0;379;-920.0;888.0
-83;814.0;-70.0;473.0;373.0;7;570.0;497;-1204.0;43.0
-27;967.0;-27.0;34.0;80.0;-125;107.0;414;-900.0;-4.0
-23;859.0;-204.0;50.0;161.0;-16;70.0;347;-1177.0;229.0
-25;919.0;90.0;-4.0;228.0;-75;134.0;396;-856.0;-76.0
-23;1041.0;-276.0;-21.0;258.0;7;-32.0;363;-927.0;-13.0
-26;940.0;-38.0;-48.0;142.0;-124;-65.0;412;-888.0;70.0
-27;981.0;-95.0;86.0;176.0;-129;20.0;377;-1056.0;176.0
-28;996.0;-30.0;13.0;177.0;-71;44.0;427;-949.0;27.0
-30;945.0;-28.0;25.0;217.0;-71;21.0;454;-947.0;9.0
-29;946.0;-30.0;130.0;126.0;-124;125.0;460;-915.0;-27.0
-30;936.0;-35.0;-24.0;219.0;-71;14.0;444;-954.0;16.0
-30;996.0;-26.0;-19.0;227.0;-71;-19.0;444;-945.0;31.0
-27;1008.0;-861.0;-117.0;283.0;-23;-225.0;347;-813.0;-101.0
-25;669.0;14.0;-5.0;191.0;-75;10.0;377;-521.0;33.0
-23;1039.0;-130.0;219.0;258.0;-10;118.0;344;-1029.0;-355.0
-28;889.0;48.0;22.0;272.0;-75;70.0;445;-792.0;20.0
-25;708.0;-184.0;-21.0;366.0;-75;-30.0;373;-641.0;53.0
-22;919.0;-407.0;-49.0;284.0;-147;-218.0;317;-873.0;266.0
-27;980.0;-11.0;8.0;218.0;-125;58.0;424;-921.0;28.0
-26;734.0;-44.0;-121.0;502.0;-75;-178.0;404;-724.0;157.0
-22;850.0;3.0;-21.0;304.0;-147;-1.0;325;-847.0;-1.0
-20;803.0;-24.0;-60.0;228.0;-136;-48.0;322;-794.0;-72.0
-29;946.0;30.0;23.0;324.0;-71;18.0;420;-720.0;13.0
-21;1003.0;38.0;165.0;128.0;-150;10.0;349;-983.0;-11.0
-31;685.0;107.0;-118.0;631.0;-76;-121.0;457;-566.0;165.0
-28;819.0;-33.0;42.0;504.0;-76;-172.0;427;-736.0;72.0
-38;1040.0;-41.0;-9.0;112.0;-146;56.0;352;-1010.0;147.0
-30;589.0;-79.0;73.0;562.0;-74;97.0;443;-539.0;-65.0
-27;1009.0;0.0;36.0;203.0;-124;19.0;429;-918.0;35.0
-29;800.0;65.0;19.0;342.0;-71;37.0;423;-753.0;139.0
-26;807.0;45.0;15.0;401.0;-74;-14.0;405;-832.0;102.0
-27;1013.0;2.0;-13.0;264.0;-125;29.0;421;-927.0;67.0
-21;1013.0;-14.0;-17.0;265.0;-145;41.0;348;-973.0;-112.0
-25;1102.0;257.0;-254.0;191.0;4;-305.0;476;-967.0;-15.0
-20;993.0;-2.0;121.0;203.0;-156;88.0;334;-989.0;124.0
-23;887.0;-63.0;-87.0;270.0;-59;-266.0;-1535;-814.0;-205.0
-29;818.0;-34.0;-14.0;342.0;-71;-4.0;425;-750.0;154.0
-32;560.0;104.0;-113.0;371.0;-74;-139.0;481;-460.0;149.0
-31;774.0;-140.0;63.0;425.0;-75;258.0;473;-710.0;485.0
-27;1032.0;34.0;17.0;171.0;174;21.0;351;-988.0;45.0
-22;869.0;-55.0;-27.0;296.0;-147;-45.0;336;-851.0;35.0
-20;1023.0;-589.0;133.0;115.0;14;140.0;392;-925.0;342.0
-27;966.0;-14.0;-14.0;188.0;-125;-21.0;406;-939.0;43.0
-27;933.0;-36.0;2.0;103.0;-124;11.0;402;-895.0;18.0
-19;1010.0;-101.0;34.0;171.0;-129;-17.0;341;-1000.0;-67.0
-34;898.0;-46.0;-10.0;384.0;-75;-65.0;515;-812.0;-108.0
-16;1083.0;-170.0;-279.0;312.0;25;-131.0;453;-1078.0;1969.0
-25;957.0;-65.0;-8.0;167.0;-125;-63.0;374;-894.0;49.0
-25;947.0;-65.0;-8.0;197.0;-125;-2.0;365;-898.0;30.0
-24;717.0;-96.0;37.0;230.0;-74;247.0;388;-581.0;95.0
-20;1027.0;-83.0;-157.0;160.0;8;-131.0;347;-970.0;269.0
-27;1007.0;-53.0;-60.0;189.0;-71;-63.0;428;-902.0;65.0
-28;839.0;169.0;-280.0;472.0;-95;-330.0;352;-791.0;526.0
-22;960.0;326.0;-104.0;132.0;-111;-58.0;336;-918.0;-570.0
-25;954.0;-40.0;-26.0;149.0;-124;-2.0;368;-911.0;63.0
-29;1039.0;10.0;47.0;178.0;-71;139.0;440;-932.0;12.0
-27;979.0;-30.0;-28.0;181.0;-71;-8.0;430;-955.0;49.0
-20;1002.0;12.0;-1.0;250.0;-154;6.0;346;-965.0;42.0
-24;1010.0;4.0;-9.0;238.0;-116;0.0;362;-928.0;90.0
-25;959.0;-3.0;-27.0;196.0;-125;37.0;369;-918.0;57.0
-38;952.0;75.0;-11.0;96.0;-145;-25.0;345;-990.0;52.0
-20;1013.0;-46.0;8.0;184.0;-130;17.0;326;-983.0;48.0
-31;976.0;-82.0;65.0;235.0;-21;-99.0;954;-793.0;317.0
-26;967.0;-27.0;12.0;209.0;-124;10.0;377;-916.0;19.0
-25;915.0;-13.0;128.0;346.0;-74;36.0;394;-735.0;155.0
-21;1025.0;-176.0;14.0;257.0;-144;-41.0;352;-965.0;246.0
-32;983.0;16.0;-80.0;450.0;-78;-51.0;465;-663.0;109.0
-74;1228.0;-132.0;228.0;123.0;104;64.0;-506;-853.0;692.0
-71;971.0;-81.0;215.0;75.0;-151;415.0;1719;-684.0;1107.0
-32;808.0;-158.0;40.0;486.0;-79;-65.0;510;-811.0;61.0
-25;765.0;91.0;7.0;193.0;-75;67.0;374;-641.0;-225.0
-20;1039.0;80.0;75.0;142.0;-16;355.0;364;-980.0;-420.0
-29;914.0;-27.0;12.0;190.0;-71;-2.0;439;-948.0;4.0
-37;1020.0;-21.0;-3.0;311.0;-77;-14.0;543;-922.0;37.0
-29;1051.0;-27.0;27.0;204.0;-71;39.0;445;-953.0;22.0
-21;840.0;151.0;82.0;394.0;3;207.0;370;-898.0;107.0
-24;986.0;242.0;-45.0;343.0;5;67.0;373;-928.0;2.0
-24;938.0;371.0;-21.0;326.0;4;24.0;364;-874.0;-431.0
-29;921.0;241.0;-352.0;289.0;21;-509.0;399;-902.0;-668.0
-28;1009.0;-14.0;-136.0;344.0;-138;-171.0;289;-975.0;53.0
-11;911.0;-12.0;-47.0;347.0;174;-34.0;3091;-899.0;150.0
-38;1020.0;85.0;22.0;290.0;-75;15.0;571;-929.0;22.0
-22;918.0;415.0;-571.0;290.0;11;135.0;376;-939.0;117.0
-27;1048.0;150.0;-13.0;151.0;174;119.0;370;-991.0;-23.0
-20;864.0;152.0;147.0;428.0;8;-223.0;355;-941.0;-186.0
-25;929.0;74.0;17.0;408.0;-75;-198.0;387;-867.0;56.0
-20;1010.0;-111.0;-56.0;245.0;-151;-52.0;341;-965.0;116.0
-25;795.0;91.0;102.0;320.0;-75;94.0;376;-683.0;6.0
-83;989.0;67.0;264.0;309.0;38;59.0;-158;-967.0;389.0
-52;768.0;-208.0;209.0;223.0;3;214.0;127;-1130.0;259.0
-26;793.0;-31.0;-11.0;195.0;-71;12.0;404;-635.0;9.0
-25;988.0;-28.0;79.0;280.0;-116;77.0;354;-945.0;205.0
-22;878.0;16.0;14.0;531.0;-13;147.0;341;-875.0;-22.0
-38;1039.0;-171.0;-14.0;372.0;-44;252.0;291;-992.0;66.0
-25;996.0;-92.0;-43.0;308.0;-115;-51.0;361;-936.0;-35.0
-26;978.0;-44.0;31.0;257.0;-125;23.0;379;-917.0;39.0
-20;1017.0;-43.0;18.0;248.0;-153;18.0;342;-965.0;56.0
-20;1050.0;-32.0;18.0;224.0;-156;19.0;337;-997.0;-49.0
-26;949.0;3.0;-13.0;249.0;-125;39.0;390;-938.0;33.0
-24;862.0;74.0;-58.0;499.0;-32;-19.0;361;-810.0;237.0
-25;999.0;40.0;-27.0;331.0;-115;23.0;348;-945.0;45.0
-28;971.0;51.0;-42.0;270.0;-125;-19.0;434;-937.0;19.0
-25;976.0;-10.0;-41.0;319.0;-74;40.0;389;-769.0;-6.0
-23;995.0;87.0;48.0;178.0;-12;24.0;352;-946.0;111.0
-20;1010.0;-38.0;-9.0;251.0;-153;-17.0;345;-969.0;90.0
-31;1009.0;2.0;1.0;172.0;-71;-29.0;432;-936.0;33.0
-26;1009.0;-50.0;3.0;195.0;-74;6.0;414;-913.0;15.0
-26;1016.0;-36.0;-26.0;205.0;-74;33.0;414;-924.0;103.0
-29;1039.0;36.0;-28.0;225.0;-71;25.0;435;-960.0;68.0
-22;900.0;69.0;-97.0;221.0;-19;-90.0;149;-708.0;-208.0
-24;838.0;16.0;0.0;544.0;-34;18.0;367;-827.0;-4.0
-25;970.0;31.0;-111.0;785.0;-75;-50.0;408;-953.0;97.0
-26;963.0;84.0;-139.0;195.0;-74;-967.0;438;-897.0;-491.0
-37;993.0;-3.0;-86.0;300.0;-77;-135.0;554;-867.0;-19.0
-34;1004.0;-5.0;-198.0;578.0;-74;-100.0;515;-941.0;215.0
-21;770.0;-213.0;-19.0;74.0;174;-158.0;355;-721.0;27.0
-25;1021.0;-233.0;176.0;384.0;-21;26.0;1511;-992.0;272.0
-26;1023.0;-134.0;-103.0;223.0;-74;-681.0;421;-934.0;230.0
-26;1030.0;5.0;-11.0;323.0;-75;-49.0;423;-926.0;82.0
-25;937.0;19.0;101.0;341.0;-115;-64.0;350;-1012.0;235.0
-21;978.0;-74.0;13.0;293.0;-145;56.0;342;-951.0;34.0
-22;876.0;595.0;-237.0;362.0;-14;70.0;349;-785.0;-105.0
-26;997.0;-25.0;-63.0;332.0;-74;-35.0;423;-924.0;99.0
-29;1064.0;102.0;-128.0;473.0;-71;33.0;440;-1034.0;195.0
-35;1019.0;23.0;-303.0;426.0;-74;-311.0;547;-661.0;247.0
-26;986.0;86.0;-22.0;310.0;-74;51.0;418;-911.0;11.0
-26;1012.0;36.0;-30.0;317.0;-74;2.0;419;-925.0;49.0
-63;1103.0;70.0;115.0;152.0;4;-4.0;1338;-744.0;-378.0
-26;971.0;89.0;-36.0;377.0;-74;-63.0;421;-945.0;100.0
-25;981.0;-24.0;-30.0;339.0;-115;124.0;352;-940.0;-37.0
0;873.0;190.0;-1.0;407.0;18;-337.0;1278;-971.0;40.0
-25;1314.0;27.0;38.0;376.0;-74;246.0;426;-906.0;-80.0
-24;1010.0;759.0;-18.0;229.0;-75;329.0;419;-815.0;-45.0
-27;1110.0;-73.0;-219.0;229.0;-138;-187.0;426;-914.0;211.0
-31;1036.0;7.0;-13.0;157.0;-71;4.0;433;-961.0;21.0
-23;1040.0;-42.0;52.0;103.0;-12;-125.0;332;-965.0;270.0
-25;1087.0;8.0;277.0;290.0;4;259.0;371;-1069.0;63.0
-32;1088.0;-118.0;-97.0;119.0;-166;-100.0;359;-970.0;-234.0
-44;986.0;-251.0;-202.0;270.0;14;-155.0;392;-933.0;412.0
-21;839.0;44.0;-192.0;275.0;-147;-162.0;323;-817.0;55.0
-23;1031.0;-92.0;5.0;160.0;-13;288.0;344;-876.0;110.0
-25;843.0;47.0;-56.0;535.0;-75;-164.0;383;-757.0;-226.0
-34;790.0;-10.0;15.0;443.0;-8;-78.0;1953;-1014.0;-766.0
-24;411.0;-17.0;9.0;765.0;-74;-6.0;387;-425.0;10.0
-24;831.0;-47.0;1.0;524.0;-33;-5.0;368;-825.0;89.0
-38;1055.0;103.0;-9.0;133.0;-146;-4.0;349;-967.0;-110.0
-25;1088.0;35.0;34.0;35.0;-139;12.0;382;-1002.0;18.0
-23;1011.0;-18.0;-110.0;79.0;-16;-106.0;351;-972.0;42.0
-28;1114.0;-109.0;21.0;69.0;-47;108.0;369;-967.0;201.0
-25;897.0;41.0;43.0;159.0;-75;40.0;380;-862.0;124.0
-20;1001.0;-22.0;-10.0;251.0;-156;-31.0;338;-942.0;187.0
-33;689.0;23.0;38.0;336.0;-12;68.0;-3526;-799.0;-374.0
-20;999.0;59.0;68.0;332.0;8;101.0;350;-951.0;27.0
-23;1055.0;-137.0;90.0;227.0;7;72.0;370;-1033.0;2.0
-28;1034.0;-6.0;85.0;224.0;-124;52.0;412;-961.0;-211.0
-23;1038.0;-50.0;-163.0;278.0;-133;92.0;352;-991.0;26.0
-30;1018.0;416.0;-220.0;369.0;-168;-162.0;400;-937.0;-1368.0
-26;754.0;36.0;0.0;267.0;-71;-62.0;409;-704.0;-851.0
-26;983.0;58.0;-113.0;189.0;-74;-153.0;426;-890.0;-1368.0
-26;1038.0;-67.0;-8.0;137.0;174;-48.0;366;-978.0;122.0
-36;1004.0;-346.0;-374.0;264.0;74;-510.0;465;-957.0;-179.0
-33;1061.0;-12.0;48.0;71.0;-14;110.0;438;-987.0;93.0
-35;1000.0;125.0;-146.0;128.0;-10;-65.0;357;-907.0;164.0
-25;873.0;-106.0;109.0;469.0;-74;184.0;413;-852.0;-93.0
-25;981.0;28.0;3.0;337.0;-115;-34.0;353;-941.0;-5.0
-20;1056.0;-42.0;-14.0;180.0;-130;-20.0;335;-987.0;97.0
-24;1019.0;-374.0;182.0;196.0;2;209.0;351;-993.0;-271.0
-32;551.0;15.0;7.0;247.0;-74;-3.0;480;-390.0;32.0
-67;933.0;-26.0;173.0;122.0;38;209.0;981;-905.0;-338.0
-26;1002.0;115.0;-109.0;306.0;-75;-18.0;416;-692.0;-84.0
-29;1064.0;-32.0;0.0;185.0;-71;15.0;439;-953.0;6.0
-27;983.0;176.0;-82.0;260.0;-124;55.0;416;-976.0;278.0
-24;1075.0;-199.0;-247.0;135.0;-99;-303.0;401;-960.0;30.0
-27;1019.0;-531.0;138.0;145.0;-77;233.0;394;-971.0;-101.0
-29;987.0;-44.0;71.0;419.0;-3;89.0;361;-874.0;-17.0
-27;976.0;-59.0;101.0;302.0;-71;549.0;419;-811.0;54.0
-25;964.0;-3.0;-18.0;198.0;-125;-94.0;368;-897.0;65.0
-20;1033.0;-8.0;-9.0;221.0;-157;1.0;349;-972.0;292.0
-25;893.0;-161.0;-30.0;316.0;-75;-176.0;373;-807.0;931.0
-31;1037.0;-43.0;-6.0;170.0;-71;-15.0;428;-946.0;43.0
-22;1024.0;-3.0;191.0;222.0;26;662.0;363;-975.0;-1219.0
-25;951.0;46.0;-34.0;446.0;-75;-154.0;384;-884.0;123.0
-30;1054.0;18.0;-24.0;55.0;-20;-48.0;371;-937.0;15.0
-16;925.0;240.0;128.0;145.0;25;348.0;269;-849.0;317.0
-27;1053.0;7.0;-54.0;396.0;-71;-25.0;391;-673.0;63.0
-25;998.0;-7.0;-2.0;382.0;-75;0.0;373;-762.0;-10.0
-32;1056.0;-95.0;37.0;84.0;-14;-6.0;405;-1008.0;88.0
-76;1112.0;320.0;66.0;70.0;71;42.0;555;-955.0;242.0
-25;670.0;50.0;72.0;459.0;-75;185.0;374;-608.0;-180.0
-20;1012.0;-13.0;8.0;253.0;-153;-4.0;342;-966.0;48.0
-27;981.0;-13.0;-3.0;119.0;-124;-134.0;395;-927.0;42.0
-25;980.0;53.0;-60.0;351.0;-116;-57.0;356;-936.0;102.0
-20;896.0;369.0;305.0;302.0;-132;467.0;328;-870.0;-334.0
-28;1022.0;-36.0;19.0;413.0;24;-26.0;402;-860.0;117.0
-27;878.0;152.0;-11.0;365.0;-71;-17.0;388;-667.0;42.0
-25;1097.0;-31.0;-15.0;-52.0;-116;-52.0;350;-983.0;88.0
-28;960.0;-148.0;19.0;325.0;-75;81.0;428;-776.0;-109.0
-49;898.0;-139.0;-75.0;301.0;34;-260.0;-516;-776.0;-591.0
