InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RKN^ accZ;Accelerometer RKN_ accZ;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit R-SHOE Body_Ax;Accelerometer RKN_ accY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;Accelerometer RKN_ accX
-784;505.0;-42.0;-5;26;19;-249;941.0;0;80;19;308.0
-787;506.0;-24.0;-5;26;-10;-245;929.0;1;80;-10;302.0
-792;524.0;-41.0;-5;26;8;-256;948.0;-2;71;8;282.0
-796;521.0;-41.0;-5;26;-9;-252;960.0;2;68;-9;291.0
-1087;594.0;-192.0;0;17;222;-409;933.0;-50;-362;222;246.0
-843;635.0;-146.0;0;15;-12;-238;938.0;-1;64;-12;233.0
-822;421.0;93.0;9;18;40;-287;941.0;-7;66;40;238.0
-844;632.0;-155.0;0;15;-5;-229;919.0;8;65;-5;249.0
-812;582.0;11.0;21;16;-22;-276;947.0;-25;73;-22;277.0
-819;430.0;133.0;50;20;7;-265;898.0;-10;68;7;353.0
-794;514.0;-28.0;-5;26;-29;-257;949.0;-5;71;-29;283.0
-810;624.0;44.0;18;20;-25;-266;938.0;48;74;-25;244.0
-785;551.0;-60.0;-5;24;-34;-235;942.0;8;78;-34;282.0
-808;488.0;50.0;19;21;5;-297;934.0;13;75;5;308.0
-816;542.0;-82.0;21;16;-22;-276;960.0;-33;65;-22;299.0
-786;521.0;-31.0;-5;24;-2;-241;921.0;1;78;-2;301.0
-791;539.0;-32.0;-5;24;-12;-238;917.0;6;74;-12;311.0
-791;565.0;-16.0;-5;24;46;-246;943.0;0;71;46;276.0
-820;577.0;1.0;16;3;-34;-258;887.0;-60;71;-34;319.0
-792;492.0;-48.0;-5;26;19;-255;937.0;-7;75;19;284.0
-765;503.0;-40.0;-5;26;-4;-269;922.0;-1;87;-4;283.0
-789;524.0;-22.0;-5;24;5;-239;929.0;7;77;5;289.0
-765;511.0;-24.0;-5;26;-5;-263;949.0;-1;83;-5;270.0
-784;544.0;-32.0;-5;24;-5;-247;938.0;-3;81;-5;290.0
-783;525.0;-29.0;-5;24;-5;-256;951.0;-11;77;-5;300.0
-790;547.0;-39.0;-5;24;-14;-244;952.0;2;73;-14;284.0
-791;566.0;-40.0;-5;24;-16;-241;952.0;5;73;-16;290.0
-787;572.0;-20.0;-5;24;-14;-243;942.0;3;75;-14;300.0
-794;537.0;-43.0;-5;24;-6;-234;929.0;11;73;-6;312.0
-782;535.0;-46.0;-5;24;-7;-244;917.0;-1;81;-7;315.0
-787;494.0;-54.0;-5;26;26;-238;928.0;6;78;26;287.0
-777;547.0;-35.0;-5;24;-19;-253;932.0;-8;75;-19;291.0
-781;535.0;-42.0;-5;24;-7;-243;922.0;1;76;-7;292.0
-770;505.0;-69.0;-6;24;-6;-245;926.0;-1;83;-6;330.0
-799;530.0;71.0;-155;17;-37;-298;903.0;29;67;-37;332.0
-787;536.0;-54.0;-5;26;57;-249;934.0;2;73;57;271.0
-772;564.0;-49.0;-6;24;-1;-247;934.0;-2;81;-1;295.0
-768;525.0;-33.0;-6;24;21;-246;937.0;-1;84;21;304.0
-764;530.0;-71.0;-6;24;-1;-245;933.0;1;82;-1;309.0
-783;538.0;-40.0;-5;26;-2;-244;940.0;7;76;-2;269.0
-828;639.0;-128.0;2;18;-1;-304;925.0;-31;63;-1;224.0
-839;631.0;-118.0;2;17;16;-244;946.0;9;65;16;234.0
-752;544.0;-31.0;-5;27;30;-259;924.0;1;85;30;280.0
-750;494.0;-35.0;-6;25;11;-248;929.0;-2;81;11;309.0
-814;554.0;39.0;22;10;-35;-269;841.0;-274;121;-35;433.0
-854;553.0;-83.0;1;19;-21;-275;953.0;18;46;-21;216.0
-781;517.0;-25.0;-5;26;44;-249;939.0;1;77;44;290.0
-778;527.0;-25.0;-5;26;-17;-252;935.0;-3;80;-17;278.0
-789;518.0;-56.0;-5;26;-20;-249;932.0;-4;76;-20;298.0
-796;716.0;-19.0;-9;31;17;-298;823.0;-301;138;17;206.0
-803;502.0;-61.0;-5;26;5;-243;933.0;3;67;5;308.0
-745;998.0;31.0;-2;21;-4;-320;937.0;2;84;-4;304.0
-790;544.0;-39.0;-5;26;-4;-250;951.0;-1;73;-4;285.0
-806;533.0;-114.0;23;19;-15;-300;957.0;-3;71;-15;258.0
-876;-233.0;-295.0;3;19;173;-198;351.0;-135;2;173;683.0
-813;638.0;-111.0;23;19;42;-300;942.0;-1;63;42;281.0
-787;543.0;-45.0;-5;26;-14;-258;922.0;-11;77;-14;279.0
-799;532.0;-59.0;-5;26;5;-249;929.0;-2;71;5;293.0
-830;646.0;-74.0;5;25;-33;-270;960.0;44;67;-33;238.0
-798;345.0;51.0;-174;26;15;-296;895.0;2;70;15;385.0
-19;-178.0;-380.0;5;25;-25;-290;305.0;449;966;-25;543.0
-775;482.0;-57.0;-5;25;-7;-261;933.0;-11;80;-7;327.0
-802;527.0;-30.0;-5;26;7;-244;929.0;1;70;7;285.0
-811;673.0;-96.0;23;19;10;-296;952.0;0;67;10;218.0
-807;497.0;-59.0;-5;25;11;-237;942.0;4;71;11;314.0
-806;526.0;-38.0;-5;26;12;-243;933.0;3;68;12;291.0
-766;484.0;-110.0;-9;19;175;-261;896.0;-40;72;175;421.0
-827;507.0;-61.0;-5;25;14;-230;933.0;12;61;14;317.0
-813;498.0;-46.0;-5;25;-14;-237;925.0;2;76;-14;306.0
-818;501.0;-45.0;-5;25;-9;-236;923.0;4;71;-9;313.0
-836;490.0;-8.0;24;17;-35;-255;912.0;8;57;-35;411.0
-826;403.0;-90.0;10;21;0;-260;898.0;1;71;0;359.0
-827;582.0;19.0;24;17;9;-241;921.0;2;65;9;339.0
-821;473.0;-50.0;-5;25;5;-239;924.0;1;70;5;300.0
-811;406.0;33.0;19;14;485;-291;951.0;-7;64;485;301.0
-804;624.0;-64.0;24;17;-36;-278;924.0;-31;80;-36;359.0
-359;248.0;-493.0;27;48;1062;994;559.0;-396;1472;1062;752.0
-819;502.0;-62.0;-5;25;24;-250;939.0;-4;68;24;306.0
-822;497.0;-73.0;-5;25;-8;-245;946.0;1;68;-8;303.0
-800;662.0;-133.0;24;19;38;-291;951.0;4;73;38;165.0
-819;503.0;-60.0;-5;25;2;-245;950.0;0;71;2;309.0
-805;531.0;-34.0;-5;26;-27;-249;937.0;-5;69;-27;289.0
-817;497.0;-50.0;-5;25;1;-250;942.0;-4;70;1;291.0
-823;511.0;-49.0;-5;25;-36;-243;945.0;2;66;-36;290.0
-746;715.0;-80.0;23;22;90;-371;970.0;-47;124;90;112.0
-819;505.0;-66.0;24;17;5;-256;960.0;-1;71;5;313.0
-829;515.0;-30.0;-5;25;23;-246;934.0;-4;63;23;291.0
-827;506.0;-39.0;-5;25;-28;-246;913.0;0;62;-28;306.0
-829;502.0;-48.0;-5;25;-13;-246;930.0;-1;60;-13;316.0
-821;499.0;-42.0;-5;25;17;-247;932.0;-5;70;17;309.0
-814;539.0;-55.0;-5;25;-32;-254;967.0;-10;72;-32;270.0
-810;551.0;-81.0;9;22;58;-277;961.0;-4;79;58;218.0
-816;549.0;-48.0;-5;25;-23;-247;952.0;-5;72;-23;280.0
-821;510.0;-40.0;-5;25;-20;-249;937.0;-7;67;-20;295.0
-817;519.0;-45.0;-5;25;-4;-249;926.0;-9;73;-4;292.0
-815;496.0;-58.0;-5;25;-56;-245;933.0;-5;70;-56;307.0
-810;608.0;-49.0;23;19;27;-290;932.0;-2;73;27;263.0
-816;606.0;-78.0;23;19;53;-280;927.0;8;68;53;237.0
-824;495.0;-61.0;-5;25;-7;-240;927.0;2;63;-7;304.0
-781;504.0;-22.0;-5;26;38;-247;906.0;5;73;38;281.0
-836;635.0;-162.0;0;16;29;-241;942.0;-5;72;29;236.0
-747;468.0;-63.0;-5;27;-19;-279;947.0;-1;83;-19;276.0
-732;383.0;-109.0;130;3;1766;-331;932.0;-111;332;1766;288.0
-853;308.0;-21.0;0;9;61;-229;1016.0;55;66;61;240.0
-832;302.0;0.0;5;15;38;-216;827.0;-70;88;38;607.0
-877;336.0;70.0;57;24;358;-321;888.0;-28;2;358;400.0
-796;309.0;79.0;11;36;-2;-249;932.0;-256;115;-2;318.0
-820;594.0;-87.0;22;21;5;-358;953.0;-19;43;5;189.0
-811;638.0;-70.0;23;19;17;-299;974.0;-6;67;17;178.0
-818;532.0;11.0;3;14;-24;-270;941.0;-27;68;-24;263.0
-806;675.0;-42.0;23;19;-6;-305;972.0;2;67;-6;151.0
-813;638.0;-69.0;23;19;3;-288;958.0;8;70;3;191.0
-803;487.0;86.0;20;17;-71;-324;968.0;-19;61;-71;212.0
-790;644.0;-101.0;4;24;-109;-281;946.0;6;79;-109;233.0
-811;1017.0;-11.0;19;16;12;-299;1185.0;-50;62;12;30.0
-824;492.0;-55.0;-5;25;36;-251;946.0;-5;59;36;301.0
-848;302.0;11.0;0;9;-3;-221;880.0;53;70;-3;365.0
-775;290.0;-10.0;-11;27;-301;-406;906.0;0;52;-301;278.0
-815;574.0;85.0;23;18;-49;-275;944.0;-9;65;-49;275.0
-835;218.0;-19.0;53;18;8;-239;876.0;-1;66;8;416.0
-1081;142.0;-456.0;0;19;61;313;866.0;643;-30;61;430.0
-726;238.0;-47.0;56;20;24;-272;938.0;150;107;24;396.0
-617;215.0;-132.0;94;20;24;-303;896.0;-49;102;24;372.0
-813;497.0;-21.0;4;14;-2;-274;965.0;-5;71;-2;246.0
-826;100.0;233.0;-17;11;-2;-221;1209.0;-113;57;-2;135.0
-807;717.0;344.0;136;29;91;-285;883.0;-44;80;91;144.0
-830;434.0;-133.0;-3;20;-9;-292;988.0;-6;64;-9;193.0
-746;452.0;-52.0;-6;25;4;-251;892.0;0;85;4;321.0
-932;778.0;23.0;-4;25;-3228;-430;1167.0;67;-240;-3228;222.0
-742;342.0;-1.0;58;18;3;-241;911.0;153;117;3;319.0
-309;472.0;41.0;-7;3;287;-87;670.0;57;592;287;303.0
-607;1420.0;366.0;7;22;1023;-160;911.0;102;423;1023;-385.0
-812;456.0;123.0;-11;15;-2;-288;952.0;-1;71;-2;199.0
-840;595.0;-173.0;-3;17;11;-234;929.0;1;58;11;245.0
-876;-181.0;-353.0;131;7;-279;-471;504.0;-521;151;-279;561.0
-835;-54.0;-348.0;56;19;-65;-284;628.0;42;61;-65;650.0
-808;536.0;-99.0;23;18;-57;-285;942.0;-10;69;-57;213.0
-816;554.0;92.0;24;17;-49;-292;904.0;-30;64;-49;396.0
-799;327.0;103.0;-11;24;85;-283;890.0;-136;98;85;399.0
-857;623.0;-149.0;0;14;-29;-195;949.0;12;60;-29;238.0
-795;485.0;-68.0;20;17;-38;-311;965.0;-16;70;-38;135.0
-935;418.0;10.0;12;1;2040;-577;822.0;-466;-335;2040;415.0
-753;296.0;-64.0;60;18;70;-257;944.0;134;90;70;319.0
-850;608.0;-181.0;-3;16;85;-216;944.0;16;58;85;220.0
-847;639.0;-146.0;1;16;11;-213;950.0;15;64;11;231.0
-848;630.0;-127.0;1;16;40;-224;963.0;6;61;40;238.0
-853;607.0;-139.0;-4;18;11;-204;958.0;-13;59;11;207.0
-787;442.0;69.0;35;32;8;-303;965.0;146;86;8;234.0
-817;593.0;-70.0;17;19;0;-237;887.0;88;90;0;480.0
-749;494.0;-14.0;-6;25;35;-253;941.0;-8;81;35;296.0
-846;642.0;-147.0;1;16;11;-238;949.0;-6;60;11;227.0
-854;688.0;-99.0;2;16;33;-210;937.0;29;55;33;226.0
-791;292.0;16.0;-22;16;-41;-327;916.0;-8;81;-41;296.0
-837;288.0;49.0;5;23;13;-263;842.0;64;49;13;495.0
-717;548.0;-6.0;-5;29;-5;-295;953.0;4;91;-5;234.0
-796;444.0;-152.0;23;20;-169;-314;933.0;-7;81;-169;279.0
-837;537.0;-192.0;-3;17;23;-230;916.0;2;60;23;278.0
-803;653.0;-69.0;21;16;304;-310;985.0;-13;48;304;91.0
-836;575.0;-161.0;-3;16;8;-230;924.0;1;65;8;254.0
-762;515.0;-34.0;-5;27;-23;-265;954.0;5;81;-23;260.0
-813;628.0;54.0;8;12;17;-258;969.0;10;67;17;154.0
-821;622.0;105.0;3;14;42;-268;946.0;-65;69;42;314.0
-796;618.0;-100.0;21;17;16;-295;969.0;18;72;16;116.0
-773;499.0;-30.0;-5;27;-15;-261;946.0;-2;75;-15;255.0
-784;217.0;-124.0;89;17;-169;-213;855.0;-15;74;-169;412.0
-843;1584.0;418.0;20;31;38;-229;1102.0;34;106;38;-137.0
-824;317.0;-40.0;74;16;-13;-248;924.0;-3;68;-13;318.0
-840;544.0;-196.0;-3;16;-5;-224;925.0;2;62;-5;256.0
-745;483.0;-64.0;-5;27;11;-278;978.0;3;83;11;271.0
-834;468.0;-243.0;-3;17;-15;-231;913.0;3;65;-15;300.0
-788;636.0;-159.0;24;19;-12;-302;947.0;-10;77;-12;230.0
-757;500.0;-39.0;-5;27;-56;-270;952.0;9;74;-56;264.0
-794;660.0;-152.0;24;19;-15;-294;945.0;-9;68;-15;225.0
-806;634.0;155.0;-48;-1;13;-292;925.0;194;110;13;268.0
-836;621.0;-145.0;0;16;-22;-266;949.0;-21;61;-22;233.0
-844;640.0;-158.0;0;16;-27;-225;929.0;21;58;-27;241.0
-847;605.0;-158.0;0;16;-3;-230;944.0;14;58;-3;242.0
-843;633.0;-148.0;0;16;26;-233;951.0;7;62;26;236.0
-852;545.0;-142.0;1;16;-55;-209;944.0;33;63;-55;227.0
-848;585.0;-201.0;-3;18;-10;-222;940.0;4;56;-10;223.0
-850;643.0;-163.0;0;15;7;-227;933.0;8;61;7;236.0
-563;-25.0;-330.0;-5;22;-526;-359;496.0;166;-1;-526;656.0
-850;623.0;-171.0;0;15;-4;-205;941.0;32;65;-4;226.0
-616;139.0;-160.0;102;23;174;-278;870.0;-3;106;174;353.0
-813;454.0;27.0;-167;12;-3;-265;937.0;-1;70;-3;257.0
-832;340.0;120.0;9;16;22;-260;901.0;-2;64;22;352.0
-807;535.0;141.0;-22;13;-11;-307;979.0;-5;71;-11;154.0
-804;390.0;69.0;-167;14;11;-275;955.0;-3;73;11;275.0
-844;540.0;-30.0;3;21;-742;-275;894.0;32;61;-742;245.0
-848;546.0;-98.0;-4;18;-15;-218;924.0;-38;62;-15;249.0
-815;280.0;-44.0;72;16;6;-246;914.0;-3;69;6;354.0
-809;337.0;10.0;-1;21;18;-295;979.0;17;66;18;182.0
-822;739.0;150.0;4;19;-31;-313;982.0;0;62;-31;66.0
-886;374.0;-465.0;-86;-4;-167;51;581.0;-8;50;-167;-694.0
-834;584.0;-206.0;-3;16;11;-238;914.0;-13;65;11;273.0
-844;644.0;-155.0;0;15;-23;-244;946.0;-5;64;-23;239.0
-846;634.0;-158.0;0;15;15;-255;932.0;-17;58;15;227.0
-848;642.0;-139.0;0;15;-4;-228;940.0;9;61;-4;235.0
-802;359.0;71.0;17;28;116;-288;926.0;-17;73;116;304.0
-837;591.0;-161.0;-3;16;0;-233;934.0;-3;62;0;242.0
-837;604.0;-183.0;-3;16;17;-233;931.0;0;64;17;269.0
-844;629.0;-153.0;0;15;29;-237;934.0;-3;67;29;236.0
-835;610.0;-62.0;8;19;4;-258;959.0;0;61;4;199.0
-840;604.0;-169.0;-3;16;41;-235;950.0;-5;64;41;224.0
-857;596.0;-244.0;16;-2;40;-191;851.0;-89;71;40;389.0
-1003;341.0;42.0;8;-73;3693;-748;979.0;-140;-284;3693;217.0
-842;604.0;-183.0;-3;16;-21;-240;926.0;-6;57;-21;253.0
-852;629.0;-151.0;0;15;11;-213;943.0;0;59;11;236.0
-841;626.0;-156.0;0;15;6;-230;936.0;2;68;6;239.0
-801;-56.0;14.0;37;31;26;-277;1164.0;180;97;26;507.0
-844;652.0;-155.0;0;15;-5;-231;942.0;1;65;-5;237.0
-844;623.0;-161.0;0;15;-13;-227;941.0;9;63;-13;218.0
-851;597.0;-136.0;-3;18;1;-215;948.0;-4;59;1;201.0
-844;636.0;-182.0;0;15;27;-229;933.0;1;66;27;245.0
-853;628.0;-171.0;0;15;-6;-219;921.0;9;53;-6;255.0
-853;639.0;-163.0;0;15;-19;-228;934.0;3;54;-19;241.0
-840;638.0;-150.0;-3;16;1;-233;952.0;-2;63;1;218.0
-820;710.0;-103.0;-4;19;-35;-238;669.0;23;71;-35;207.0
-297;519.0;97.0;0;18;-1400;-374;1145.0;-374;791;-1400;258.0
-824;730.0;-260.0;-4;15;101;-210;850.0;-5;65;101;358.0
-792;644.0;-63.0;95;32;-20;-366;1075.0;-1;71;-20;-226.0
-820;662.0;59.0;9;17;-13;-265;1601.0;-93;208;-13;-355.0
-871;577.0;200.0;12;15;71;-182;947.0;47;53;71;167.0
-833;515.0;-227.0;-3;17;6;-232;900.0;-1;64;6;289.0
-920;378.0;-371.0;-85;-1;113;-93;599.0;6;-12;113;-747.0
-838;604.0;-178.0;-3;16;17;-228;948.0;3;64;17;204.0
-434;347.0;-126.0;8;22;-1825;-97;675.0;30;472;-1825;532.0
-814;261.0;-326.0;108;21;-2;-240;839.0;-12;73;-2;359.0
-968;336.0;98.0;-1;20;944;-320;879.0;78;32;944;372.0
-695;541.0;87.0;-5;30;49;-303;952.0;2;100;49;161.0
-212;384.0;2.0;-26;32;-684;-186;881.0;-337;1522;-684;460.0
-839;566.0;-240.0;-3;16;-14;-218;911.0;11;61;-14;273.0
-851;608.0;-17.0;7;19;64;-287;1115.0;15;43;64;128.0
-796;564.0;-226.0;3;18;716;-417;969.0;-153;92;716;158.0
-848;623.0;-159.0;2;15;-32;-225;944.0;6;63;-32;227.0
-703;564.0;0.0;-5;30;-48;-298;991.0;9;93;-48;180.0
-858;637.0;-151.0;0;14;-31;-211;927.0;0;52;-31;250.0
-823;412.0;-282.0;104;22;-8;-234;807.0;0;73;-8;446.0
-834;580.0;-210.0;-3;16;36;-214;969.0;7;67;36;272.0
-854;637.0;-164.0;0;15;3;-229;947.0;10;51;3;221.0
-789;563.0;-182.0;21;16;-1;-299;969.0;8;81;-1;125.0
-810;515.0;-167.0;-3;21;157;-290;949.0;-27;93;157;225.0
-799;297.0;36.0;9;19;-84;-354;957.0;-64;78;-84;266.0
-776;934.0;-211.0;-2;20;9;-272;896.0;-3;76;9;343.0
-850;617.0;-181.0;0;16;21;-243;927.0;-3;58;21;246.0
-822;262.0;-33.0;73;16;7;-253;923.0;3;67;7;316.0
-1366;856.0;239.0;8;13;-110;147;982.0;-667;-222;-110;-76.0
-849;647.0;-162.0;0;15;-6;-229;954.0;8;57;-6;237.0
-796;707.0;-165.0;24;20;6;-299;1003.0;-3;77;6;134.0
-831;344.0;120.0;9;16;-14;-258;906.0;1;64;-14;353.0
-735;902.0;-175.0;-4;19;289;-302;897.0;-30;92;289;357.0
-835;574.0;-214.0;-3;16;40;-224;937.0;1;65;40;237.0
-852;565.0;-121.0;-3;18;17;-211;952.0;-4;59;17;191.0
-850;634.0;-166.0;0;16;-1;-235;960.0;6;58;-1;237.0
-845;615.0;-173.0;-3;16;34;-214;941.0;15;61;34;224.0
-897;595.0;-128.0;2;20;-44;-124;1011.0;181;48;-44;163.0
-812;562.0;9.0;32;29;-107;-317;977.0;88;64;-107;127.0
-782;499.0;-119.0;-11;35;-404;-135;887.0;318;176;-404;233.0
-836;498.0;-198.0;-3;17;14;-236;926.0;-3;62;14;254.0
-847;608.0;-164.0;-3;19;-47;-250;954.0;-7;52;-47;173.0
-823;742.0;134.0;4;19;22;-304;966.0;6;59;22;64.0
-843;653.0;-10.0;3;21;-301;-306;934.0;-5;35;-301;281.0
