InertialMeasurementUnit RUA magneticY;InertialMeasurementUnit LUA accY;InertialMeasurementUnit BACK magneticZ;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit LUA magneticX;Accelerometer LUA^ accZ;InertialMeasurementUnit LUA magneticY;Accelerometer LUA_ accZ
-590.0;-893.0;122.0;-443.0;-120.0;776.0;836.0;-127.0;26.0
-591.0;?;119.0;-438.0;-124.0;777.0;?;?;-2.0
-591.0;-956.0;110.0;-431.0;-115.0;779.0;767.0;-142.0;-34.0
-429.0;-967.0;201.0;61.0;?;-27.0;875.0;381.0;438.0
-426.0;-977.0;202.0;62.0;-572.0;-24.0;924.0;380.0;496.0
-421.0;-955.0;207.0;69.0;-577.0;-21.0;947.0;383.0;507.0
-420.0;-858.0;209.0;74.0;-586.0;-11.0;947.0;385.0;?
-419.0;-711.0;210.0;74.0;-591.0;10.0;919.0;386.0;671.0
-423.0;-696.0;209.0;66.0;-589.0;44.0;819.0;383.0;802.0
-436.0;-798.0;194.0;64.0;-587.0;85.0;794.0;363.0;846.0
-443.0;-868.0;?;65.0;-586.0;142.0;875.0;343.0;892.0
-449.0;-823.0;163.0;62.0;-580.0;211.0;892.0;316.0;812.0
?;-833.0;147.0;54.0;-565.0;286.0;856.0;287.0;732.0
-464.0;-836.0;128.0;?;-534.0;378.0;802.0;252.0;656.0
-473.0;-766.0;121.0;-3.0;-503.0;460.0;780.0;212.0;604.0
-488.0;-776.0;121.0;-34.0;-470.0;525.0;663.0;?;607.0
-511.0;-772.0;120.0;-95.0;-416.0;596.0;664.0;119.0;571.0
-545.0;-724.0;121.0;-171.0;-354.0;655.0;718.0;62.0;529.0
-590.0;-642.0;126.0;-282.0;-280.0;703.0;574.0;-5.0;553.0
-635.0;-679.0;128.0;-382.0;-211.0;741.0;543.0;-65.0;561.0
-673.0;-752.0;120.0;-462.0;-149.0;765.0;571.0;-117.0;371.0
-705.0;-747.0;108.0;-539.0;-88.0;778.0;530.0;-164.0;317.0
-723.0;-762.0;97.0;-599.0;-30.0;780.0;573.0;-200.0;?
-731.0;-763.0;?;?;19.0;778.0;594.0;-225.0;185.0
-730.0;-763.0;62.0;?;55.0;773.0;570.0;-241.0;68.0
-723.0;?;?;-689.0;85.0;777.0;606.0;-250.0;10.0
-710.0;-812.0;36.0;-694.0;113.0;774.0;637.0;-253.0;-140.0
-700.0;-807.0;18.0;-694.0;130.0;?;638.0;-260.0;-111.0
-697.0;-794.0;13.0;-680.0;139.0;765.0;615.0;-254.0;-48.0
-696.0;-729.0;?;-678.0;147.0;766.0;711.0;-252.0;-73.0
-699.0;-657.0;22.0;-690.0;155.0;774.0;647.0;-255.0;84.0
-702.0;-626.0;21.0;-689.0;151.0;775.0;651.0;-251.0;209.0
-702.0;-614.0;21.0;-684.0;145.0;775.0;677.0;-247.0;332.0
-704.0;-610.0;20.0;-671.0;128.0;774.0;683.0;-243.0;338.0
-706.0;-631.0;18.0;-666.0;127.0;775.0;661.0;-241.0;318.0
-711.0;-710.0;15.0;-676.0;131.0;778.0;661.0;-244.0;255.0
-715.0;-780.0;14.0;-671.0;128.0;779.0;?;-242.0;231.0
-719.0;-735.0;13.0;-667.0;122.0;779.0;724.0;-238.0;207.0
-723.0;-747.0;16.0;-653.0;107.0;777.0;661.0;-235.0;115.0
-430.0;-932.0;263.0;-5.0;-527.0;-116.0;883.0;413.0;390.0
-439.0;-941.0;256.0;-12.0;-522.0;-102.0;884.0;401.0;352.0
-439.0;-924.0;?;-13.0;-524.0;-95.0;894.0;402.0;385.0
-431.0;-910.0;253.0;?;-536.0;-93.0;881.0;409.0;363.0
-426.0;-924.0;248.0;-5.0;?;-83.0;892.0;408.0;412.0
-429.0;-836.0;245.0;-3.0;-558.0;-65.0;946.0;410.0;529.0
-439.0;-824.0;229.0;-13.0;-569.0;-32.0;918.0;406.0;673.0
-445.0;-755.0;208.0;-24.0;?;13.0;916.0;409.0;860.0
?;-680.0;191.0;-24.0;-610.0;?;852.0;?;933.0
-464.0;-637.0;174.0;-38.0;-620.0;146.0;778.0;411.0;960.0
-487.0;-643.0;160.0;-64.0;-619.0;237.0;727.0;392.0;913.0
-517.0;-711.0;140.0;-119.0;-587.0;357.0;710.0;357.0;909.0
-546.0;-681.0;123.0;-174.0;-541.0;466.0;678.0;301.0;882.0
-579.0;-678.0;118.0;-229.0;-483.0;552.0;621.0;235.0;826.0
-621.0;-717.0;116.0;-320.0;-384.0;634.0;557.0;154.0;740.0
-659.0;-707.0;117.0;-412.0;-266.0;696.0;?;62.0;591.0
-697.0;-672.0;112.0;-515.0;-123.0;744.0;504.0;-38.0;554.0
-725.0;-721.0;99.0;-586.0;-3.0;765.0;451.0;-118.0;430.0
-743.0;-716.0;83.0;-630.0;96.0;774.0;455.0;?;314.0
-752.0;-682.0;64.0;-672.0;178.0;?;523.0;-241.0;252.0
-747.0;-818.0;43.0;-700.0;233.0;765.0;500.0;-277.0;222.0
-733.0;?;24.0;-706.0;254.0;746.0;706.0;-298.0;156.0
-719.0;-853.0;9.0;-710.0;265.0;739.0;691.0;-312.0;83.0
-710.0;-836.0;-6.0;-719.0;276.0;740.0;749.0;-323.0;11.0
-703.0;-763.0;-16.0;-718.0;?;736.0;792.0;-324.0;-8.0
-699.0;?;-24.0;?;273.0;737.0;728.0;-322.0;83.0
-702.0;-683.0;-28.0;-701.0;253.0;731.0;666.0;-316.0;165.0
-702.0;-630.0;-30.0;-699.0;243.0;732.0;715.0;-309.0;231.0
-701.0;-627.0;-31.0;-708.0;248.0;740.0;751.0;-306.0;396.0
-704.0;-591.0;-30.0;?;244.0;744.0;691.0;-301.0;381.0
-704.0;-555.0;-28.0;-705.0;239.0;746.0;700.0;-296.0;430.0
-706.0;?;-30.0;-697.0;228.0;742.0;647.0;-291.0;396.0
-709.0;-649.0;-27.0;-694.0;223.0;743.0;645.0;-289.0;323.0
-712.0;-690.0;-25.0;-698.0;219.0;750.0;645.0;?;231.0
-720.0;-683.0;-9.0;-695.0;205.0;755.0;655.0;-287.0;108.0
-731.0;-743.0;13.0;-692.0;184.0;764.0;535.0;-284.0;-26.0
-376.0;-891.0;178.0;49.0;-635.0;-5.0;940.0;478.0;?
-380.0;-902.0;?;45.0;-633.0;-4.0;898.0;?;569.0
-379.0;-909.0;170.0;43.0;-633.0;0.0;942.0;476.0;550.0
-369.0;-904.0;167.0;44.0;-633.0;1.0;915.0;487.0;?
-366.0;-890.0;?;41.0;-634.0;7.0;918.0;487.0;554.0
-375.0;-864.0;165.0;38.0;-636.0;11.0;916.0;480.0;572.0
?;-770.0;162.0;36.0;-637.0;20.0;928.0;479.0;643.0
-385.0;-677.0;161.0;30.0;-636.0;34.0;892.0;475.0;718.0
-396.0;-666.0;161.0;20.0;-630.0;62.0;879.0;466.0;889.0
-416.0;-703.0;155.0;1.0;-625.0;108.0;839.0;445.0;987.0
-447.0;-644.0;152.0;-18.0;-622.0;175.0;878.0;?;1038.0
-482.0;-582.0;145.0;-58.0;-606.0;261.0;772.0;371.0;?
-526.0;-629.0;138.0;?;-580.0;360.0;?;313.0;980.0
-574.0;-598.0;133.0;-210.0;-517.0;480.0;665.0;242.0;862.0
-619.0;-598.0;132.0;-302.0;-438.0;?;578.0;162.0;742.0
-663.0;-569.0;128.0;-382.0;-352.0;646.0;452.0;76.0;643.0
-700.0;-658.0;131.0;-476.0;-225.0;709.0;361.0;-19.0;528.0
?;-679.0;127.0;-556.0;-91.0;751.0;?;-100.0;449.0
-747.0;-670.0;?;?;38.0;774.0;332.0;-180.0;265.0
-753.0;-606.0;90.0;-685.0;123.0;778.0;315.0;-232.0;155.0
-749.0;-601.0;65.0;-709.0;?;771.0;443.0;-270.0;?
-730.0;-803.0;43.0;-723.0;208.0;759.0;483.0;-296.0;76.0
-707.0;-903.0;?;-729.0;?;747.0;584.0;-310.0;-5.0
-682.0;-908.0;-10.0;-718.0;213.0;727.0;705.0;-307.0;-119.0
-667.0;-886.0;-28.0;-714.0;218.0;722.0;653.0;-314.0;-223.0
-665.0;-830.0;-37.0;-723.0;236.0;730.0;736.0;-323.0;-198.0
?;-791.0;-38.0;-722.0;239.0;733.0;790.0;-318.0;46.0
-672.0;-601.0;-32.0;-719.0;243.0;737.0;814.0;?;116.0
-680.0;-493.0;-27.0;-705.0;232.0;736.0;716.0;-305.0;340.0
-687.0;-461.0;-21.0;-704.0;229.0;738.0;612.0;?;428.0
-695.0;-539.0;-19.0;-715.0;?;744.0;632.0;-309.0;509.0
-698.0;-597.0;?;-713.0;?;745.0;676.0;?;501.0
-703.0;-654.0;-20.0;-712.0;223.0;747.0;717.0;-308.0;475.0
-711.0;-684.0;-19.0;-704.0;214.0;746.0;743.0;-305.0;380.0
-717.0;-698.0;-17.0;-702.0;207.0;749.0;?;-303.0;272.0
-727.0;-726.0;-11.0;-706.0;198.0;758.0;633.0;-301.0;100.0
-737.0;-754.0;?;-699.0;174.0;765.0;616.0;-293.0;22.0
-403.0;-886.0;?;29.0;-631.0;20.0;902.0;461.0;552.0
-402.0;-851.0;183.0;32.0;-632.0;25.0;906.0;458.0;593.0
-398.0;-816.0;184.0;35.0;-634.0;34.0;905.0;458.0;613.0
-389.0;?;185.0;?;-636.0;46.0;863.0;459.0;660.0
-396.0;-776.0;182.0;16.0;-632.0;62.0;852.0;453.0;693.0
-410.0;?;181.0;6.0;-631.0;86.0;869.0;443.0;808.0
-419.0;-765.0;178.0;-8.0;?;117.0;945.0;427.0;884.0
-437.0;-781.0;176.0;?;-613.0;166.0;895.0;404.0;859.0
-464.0;-754.0;172.0;-65.0;-598.0;240.0;912.0;376.0;954.0
-494.0;-708.0;169.0;-100.0;-578.0;317.0;887.0;340.0;936.0
-530.0;-670.0;167.0;-134.0;-556.0;396.0;808.0;298.0;910.0
-575.0;-644.0;168.0;-196.0;-518.0;483.0;715.0;?;789.0
-617.0;-636.0;164.0;-272.0;-462.0;567.0;674.0;191.0;731.0
-661.0;-594.0;165.0;-383.0;-375.0;651.0;631.0;?;675.0
-697.0;-543.0;163.0;-470.0;-276.0;710.0;431.0;?;523.0
-726.0;-489.0;156.0;?;-174.0;747.0;398.0;-29.0;390.0
-741.0;-546.0;141.0;-606.0;-49.0;773.0;?;-119.0;253.0
-745.0;-672.0;135.0;-656.0;63.0;781.0;264.0;-195.0;250.0
-729.0;-722.0;114.0;?;155.0;775.0;340.0;-252.0;149.0
-706.0;-850.0;97.0;-703.0;203.0;763.0;514.0;-285.0;2.0
-682.0;-840.0;71.0;-707.0;228.0;754.0;569.0;-309.0;-175.0
-665.0;-936.0;60.0;-705.0;251.0;?;563.0;-336.0;-299.0
-653.0;-920.0;48.0;-706.0;274.0;732.0;724.0;-356.0;-356.0
-645.0;-821.0;29.0;-692.0;280.0;?;738.0;-359.0;?
-647.0;-669.0;23.0;-689.0;288.0;?;744.0;-362.0;-79.0
-653.0;-567.0;24.0;-702.0;299.0;737.0;720.0;-361.0;233.0
-659.0;-512.0;21.0;-703.0;289.0;741.0;706.0;-356.0;458.0
-665.0;-489.0;27.0;-701.0;282.0;745.0;701.0;-350.0;506.0
-671.0;-465.0;28.0;-692.0;258.0;742.0;685.0;-339.0;540.0
-673.0;-483.0;32.0;-692.0;247.0;?;608.0;-333.0;467.0
-677.0;-512.0;28.0;-699.0;250.0;748.0;650.0;-334.0;474.0
-677.0;-529.0;27.0;-698.0;243.0;750.0;712.0;-335.0;471.0
-676.0;-570.0;22.0;-698.0;239.0;750.0;684.0;-332.0;447.0
-676.0;-599.0;17.0;-693.0;235.0;747.0;710.0;-332.0;503.0
-679.0;-650.0;15.0;-694.0;235.0;749.0;711.0;-330.0;412.0
-682.0;-722.0;14.0;-699.0;236.0;752.0;709.0;-326.0;306.0
-690.0;-691.0;14.0;-700.0;229.0;755.0;723.0;-323.0;194.0
-389.0;-907.0;244.0;8.0;-634.0;-26.0;922.0;505.0;532.0
-387.0;-920.0;237.0;3.0;-634.0;-22.0;937.0;503.0;656.0
-387.0;-915.0;230.0;1.0;-633.0;-16.0;923.0;503.0;537.0
-378.0;-880.0;222.0;1.0;-634.0;-12.0;962.0;512.0;605.0
-374.0;-903.0;217.0;1.0;-637.0;-4.0;931.0;511.0;630.0
-383.0;-844.0;214.0;0.0;-638.0;0.0;906.0;505.0;612.0
-382.0;-798.0;208.0;0.0;-640.0;?;875.0;504.0;603.0
-388.0;-783.0;201.0;-2.0;-642.0;21.0;885.0;502.0;655.0
-390.0;-743.0;195.0;-11.0;-640.0;38.0;861.0;502.0;709.0
-402.0;-704.0;186.0;?;-638.0;59.0;837.0;494.0;729.0
-421.0;-672.0;174.0;-34.0;-634.0;86.0;778.0;476.0;736.0
-444.0;-758.0;164.0;-60.0;-630.0;124.0;770.0;452.0;787.0
-469.0;-806.0;153.0;-82.0;?;175.0;828.0;421.0;755.0
-494.0;-716.0;145.0;-114.0;-600.0;244.0;842.0;387.0;703.0
-517.0;-688.0;139.0;-144.0;-577.0;307.0;733.0;347.0;635.0
-538.0;-720.0;136.0;?;-553.0;364.0;701.0;301.0;663.0
-559.0;-718.0;136.0;-201.0;-507.0;433.0;685.0;247.0;608.0
-576.0;-685.0;?;-236.0;-449.0;501.0;691.0;187.0;550.0
-587.0;-696.0;131.0;-286.0;-348.0;567.0;673.0;120.0;555.0
-605.0;-688.0;138.0;-327.0;-245.0;617.0;690.0;54.0;524.0
-621.0;-754.0;140.0;-348.0;-146.0;654.0;672.0;-10.0;553.0
-634.0;-697.0;?;-371.0;-17.0;684.0;789.0;-72.0;530.0
-645.0;-629.0;136.0;-378.0;112.0;703.0;747.0;-128.0;550.0
-659.0;-718.0;129.0;-387.0;247.0;708.0;?;-176.0;646.0
-670.0;-734.0;126.0;-375.0;350.0;711.0;751.0;-206.0;572.0
-678.0;-637.0;123.0;-355.0;435.0;?;761.0;?;517.0
-683.0;-591.0;123.0;-325.0;523.0;722.0;624.0;-242.0;498.0
-684.0;-545.0;123.0;-295.0;595.0;721.0;620.0;-253.0;559.0
-685.0;-572.0;123.0;-256.0;665.0;712.0;690.0;-248.0;669.0
-691.0;-558.0;122.0;-226.0;720.0;711.0;776.0;-250.0;707.0
-698.0;-463.0;122.0;-203.0;773.0;715.0;591.0;-260.0;638.0
-698.0;-396.0;126.0;?;813.0;710.0;484.0;-266.0;663.0
-693.0;-282.0;126.0;-152.0;835.0;706.0;406.0;-277.0;602.0
-679.0;-269.0;127.0;-110.0;837.0;697.0;268.0;-293.0;509.0
?;-361.0;128.0;-70.0;837.0;687.0;280.0;-310.0;496.0
-622.0;-521.0;127.0;-40.0;847.0;675.0;362.0;-328.0;485.0
-577.0;-354.0;?;6.0;842.0;660.0;453.0;-344.0;516.0
-537.0;-220.0;126.0;52.0;832.0;642.0;410.0;-354.0;562.0
-497.0;?;122.0;106.0;804.0;626.0;357.0;-359.0;569.0
-467.0;-338.0;118.0;?;787.0;607.0;418.0;-365.0;586.0
-442.0;-218.0;113.0;161.0;780.0;590.0;305.0;-371.0;585.0
?;-198.0;114.0;186.0;760.0;571.0;?;-365.0;616.0
-401.0;-145.0;110.0;203.0;735.0;551.0;261.0;-358.0;593.0
-387.0;-153.0;107.0;223.0;697.0;527.0;167.0;-347.0;582.0
-376.0;?;104.0;234.0;671.0;509.0;181.0;?;517.0
-368.0;-86.0;102.0;?;646.0;496.0;128.0;-321.0;486.0
-363.0;-51.0;102.0;247.0;617.0;482.0;31.0;-304.0;487.0
-359.0;-41.0;99.0;252.0;?;470.0;21.0;-292.0;542.0
-362.0;-72.0;96.0;254.0;?;456.0;108.0;-288.0;572.0
-361.0;-138.0;97.0;257.0;535.0;450.0;27.0;-279.0;549.0
-362.0;-84.0;99.0;?;528.0;452.0;21.0;-272.0;525.0
-362.0;-67.0;102.0;261.0;520.0;449.0;4.0;-267.0;505.0
-361.0;-33.0;104.0;261.0;518.0;452.0;-18.0;-261.0;453.0
?;-34.0;109.0;259.0;518.0;454.0;-49.0;-257.0;372.0
-364.0;-75.0;108.0;259.0;519.0;455.0;-60.0;-257.0;339.0
-364.0;-78.0;?;260.0;520.0;456.0;-21.0;-260.0;338.0
-364.0;-79.0;113.0;259.0;523.0;?;-42.0;-259.0;312.0
-367.0;-105.0;114.0;259.0;523.0;459.0;-29.0;-261.0;322.0
-368.0;-87.0;115.0;255.0;524.0;460.0;-32.0;-262.0;336.0
-369.0;-77.0;116.0;256.0;521.0;462.0;-31.0;-258.0;313.0
-366.0;-61.0;115.0;256.0;517.0;460.0;-28.0;-254.0;335.0
-362.0;-56.0;113.0;258.0;512.0;460.0;-42.0;-252.0;328.0
-359.0;-74.0;113.0;259.0;505.0;461.0;-42.0;-249.0;321.0
-353.0;-58.0;112.0;260.0;497.0;463.0;?;-245.0;347.0
-352.0;-54.0;114.0;261.0;486.0;465.0;-39.0;-245.0;341.0
-347.0;-72.0;113.0;265.0;474.0;465.0;-20.0;-243.0;348.0
-347.0;-59.0;114.0;266.0;463.0;468.0;-34.0;-240.0;332.0
-342.0;-31.0;112.0;265.0;451.0;467.0;-67.0;-234.0;291.0
-340.0;16.0;110.0;266.0;437.0;469.0;-80.0;-230.0;272.0
-338.0;6.0;107.0;267.0;426.0;469.0;-101.0;-224.0;273.0
-337.0;47.0;108.0;269.0;422.0;466.0;-112.0;-219.0;269.0
-337.0;83.0;108.0;268.0;421.0;468.0;-137.0;?;266.0
-337.0;116.0;108.0;269.0;424.0;470.0;-171.0;-211.0;299.0
-339.0;138.0;113.0;267.0;430.0;471.0;-171.0;?;273.0
-341.0;137.0;114.0;266.0;432.0;472.0;-237.0;-214.0;233.0
-343.0;120.0;116.0;266.0;?;472.0;-222.0;-215.0;235.0
-349.0;123.0;118.0;260.0;434.0;473.0;-220.0;-218.0;223.0
-354.0;125.0;122.0;257.0;434.0;?;-211.0;-215.0;202.0
-358.0;133.0;124.0;249.0;431.0;473.0;-190.0;-214.0;184.0
-365.0;167.0;128.0;245.0;426.0;473.0;-230.0;-208.0;192.0
-368.0;196.0;135.0;242.0;423.0;474.0;-252.0;-204.0;186.0
-371.0;203.0;140.0;240.0;417.0;476.0;-261.0;-196.0;191.0
-375.0;214.0;146.0;237.0;412.0;477.0;-280.0;-189.0;204.0
-380.0;217.0;155.0;?;408.0;479.0;-287.0;-183.0;194.0
-385.0;253.0;162.0;234.0;404.0;480.0;-283.0;-174.0;194.0
-389.0;280.0;166.0;232.0;403.0;484.0;-334.0;-165.0;170.0
-394.0;272.0;173.0;232.0;404.0;485.0;-346.0;-157.0;145.0
-398.0;281.0;180.0;232.0;404.0;489.0;-334.0;-148.0;?
-400.0;287.0;183.0;234.0;401.0;488.0;-318.0;-145.0;132.0
-401.0;263.0;186.0;?;398.0;492.0;-338.0;-138.0;144.0
-403.0;250.0;191.0;235.0;399.0;495.0;-332.0;-135.0;157.0
-406.0;241.0;196.0;234.0;397.0;497.0;-304.0;-129.0;154.0
-406.0;259.0;199.0;235.0;396.0;497.0;-308.0;-126.0;152.0
-410.0;289.0;202.0;232.0;396.0;497.0;-345.0;-122.0;137.0
-407.0;114.0;179.0;241.0;392.0;477.0;-191.0;-153.0;215.0
-403.0;96.0;178.0;241.0;390.0;481.0;-211.0;-157.0;204.0
-403.0;87.0;175.0;?;392.0;479.0;-197.0;-158.0;?
-401.0;75.0;170.0;243.0;391.0;479.0;-164.0;-162.0;218.0
-397.0;89.0;169.0;243.0;392.0;481.0;-163.0;-161.0;245.0
-396.0;104.0;167.0;243.0;393.0;480.0;-176.0;-164.0;241.0
-395.0;90.0;166.0;245.0;394.0;480.0;-189.0;-166.0;226.0
-394.0;94.0;166.0;245.0;395.0;481.0;-176.0;-168.0;215.0
-391.0;76.0;164.0;245.0;397.0;482.0;-173.0;-167.0;253.0
-393.0;?;161.0;244.0;398.0;482.0;-140.0;-169.0;281.0
-393.0;60.0;161.0;243.0;397.0;485.0;-153.0;-171.0;268.0
-393.0;40.0;162.0;244.0;396.0;483.0;-140.0;-171.0;228.0
-394.0;76.0;164.0;241.0;394.0;483.0;-140.0;-171.0;229.0
-399.0;87.0;171.0;237.0;395.0;483.0;-155.0;?;?
-400.0;94.0;177.0;?;392.0;481.0;-161.0;-159.0;214.0
-406.0;95.0;183.0;232.0;391.0;482.0;-184.0;-154.0;206.0
?;109.0;190.0;226.0;382.0;479.0;-202.0;-145.0;184.0
?;134.0;200.0;222.0;378.0;478.0;-221.0;-135.0;184.0
-424.0;183.0;209.0;216.0;373.0;479.0;-232.0;-125.0;184.0
-433.0;?;220.0;207.0;367.0;479.0;-273.0;-114.0;?
-440.0;222.0;231.0;202.0;361.0;481.0;-296.0;-103.0;150.0
-446.0;229.0;238.0;200.0;357.0;482.0;-325.0;-94.0;150.0
-452.0;245.0;246.0;195.0;353.0;483.0;-304.0;-85.0;151.0
-457.0;261.0;255.0;191.0;351.0;484.0;-334.0;-75.0;128.0
-461.0;286.0;262.0;188.0;350.0;486.0;-343.0;-69.0;128.0
-464.0;314.0;268.0;187.0;348.0;485.0;-356.0;-61.0;111.0
-467.0;334.0;275.0;186.0;348.0;490.0;?;-57.0;92.0
-469.0;342.0;278.0;185.0;?;490.0;-390.0;?;102.0
-471.0;359.0;277.0;186.0;353.0;490.0;-417.0;-50.0;90.0
-468.0;319.0;277.0;193.0;353.0;491.0;-407.0;-48.0;138.0
-467.0;301.0;277.0;194.0;355.0;492.0;-369.0;-50.0;?
-465.0;298.0;278.0;197.0;356.0;494.0;-358.0;-52.0;?
-461.0;265.0;275.0;200.0;358.0;495.0;-356.0;-55.0;116.0
-458.0;259.0;273.0;202.0;361.0;495.0;-339.0;-59.0;115.0
-456.0;299.0;268.0;203.0;361.0;493.0;-343.0;-63.0;77.0
?;309.0;263.0;206.0;364.0;494.0;-376.0;-68.0;89.0
-448.0;266.0;254.0;206.0;363.0;492.0;-376.0;-66.0;102.0
-451.0;108.0;239.0;216.0;366.0;496.0;-272.0;-70.0;134.0
-443.0;135.0;232.0;224.0;368.0;?;-123.0;-78.0;195.0
-432.0;166.0;223.0;228.0;375.0;496.0;-254.0;-75.0;295.0
-426.0;24.0;217.0;236.0;382.0;495.0;?;-74.0;358.0
-420.0;145.0;213.0;243.0;381.0;497.0;-33.0;-73.0;402.0
-418.0;69.0;209.0;245.0;378.0;501.0;-172.0;-74.0;357.0
-420.0;50.0;208.0;245.0;378.0;505.0;-121.0;-78.0;208.0
-420.0;131.0;210.0;250.0;382.0;506.0;?;?;125.0
-414.0;?;209.0;252.0;390.0;503.0;?;?;148.0
-408.0;156.0;209.0;251.0;?;499.0;-233.0;-77.0;196.0
-406.0;?;207.0;?;391.0;498.0;-195.0;-79.0;249.0
-406.0;111.0;205.0;252.0;?;?;-170.0;-82.0;272.0
-409.0;66.0;205.0;247.0;373.0;494.0;-185.0;-87.0;260.0
?;60.0;203.0;245.0;373.0;491.0;-146.0;-89.0;234.0
-413.0;?;205.0;239.0;378.0;490.0;-132.0;-94.0;269.0
-415.0;73.0;207.0;234.0;379.0;487.0;-123.0;?;291.0
-417.0;101.0;?;231.0;380.0;489.0;-177.0;-100.0;270.0
-420.0;110.0;205.0;225.0;381.0;489.0;-191.0;-101.0;214.0
-425.0;111.0;206.0;220.0;379.0;487.0;-181.0;-102.0;194.0
-425.0;144.0;207.0;222.0;378.0;486.0;-189.0;-101.0;212.0
-424.0;169.0;204.0;222.0;373.0;487.0;-222.0;-103.0;212.0
