Accelerometer RWR accZ;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit RUA accY;Accelerometer LWR accX;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RLA accZ;InertialMeasurementUnit L-SHOE EuY;InertialMeasurementUnit RLA magneticY;Accelerometer RUA^ accZ;Accelerometer RUA_ accZ;Accelerometer LH accZ;InertialMeasurementUnit RUA magneticX
-269.0;-25.0;270.0;-218.0;203.0;676.0;-26;1.0;402.0;831.0;386.0;366.0
-22.0;215.0;-182.0;-35.0;-248.0;211.0;-6;-122.0;-8.0;210.0;38.0;566.0
104.0;148.0;53.0;-107.0;305.0;272.0;-29;-145.0;165.0;266.0;58.0;374.0
-654.0;229.0;313.0;-42.0;557.0;786.0;-27;42.0;391.0;882.0;-21.0;100.0
283.0;155.0;-453.0;-42.0;537.0;49.0;-29;-706.0;-311.0;11.0;110.0;640.0
132.0;153.0;72.0;-93.0;305.0;258.0;-29;-145.0;195.0;299.0;49.0;373.0
32.0;137.0;-66.0;-114.0;629.0;334.0;-27;-632.0;80.0;343.0;119.0;402.0
143.0;147.0;41.0;-94.0;321.0;245.0;-29;-171.0;179.0;276.0;114.0;375.0
45.0;157.0;-15.0;-93.0;644.0;312.0;-26;-520.0;131.0;320.0;103.0;384.0
99.0;157.0;56.0;-126.0;309.0;279.0;-29;-143.0;189.0;289.0;76.0;363.0
-30.0;313.0;-69.0;-1.0;611.0;520.0;-52;-149.0;146.0;490.0;-187.0;315.0
143.0;145.0;-40.0;-101.0;644.0;317.0;-27;-524.0;93.0;312.0;90.0;390.0
-399.0;78.0;663.0;-234.0;666.0;784.0;-31;-416.0;723.0;850.0;9.0;541.0
-840.0;89.0;412.0;-115.0;511.0;892.0;-30;-179.0;614.0;1021.0;-20.0;702.0
-465.0;6.0;-92.0;-127.0;233.0;412.0;-33;-806.0;48.0;538.0;-113.0;750.0
31.0;39.0;-109.0;-167.0;327.0;267.0;-29;-72.0;32.0;223.0;99.0;392.0
70.0;243.0;-80.0;-99.0;353.0;324.0;-23;-290.0;74.0;311.0;134.0;349.0
117.0;20.0;-199.0;-179.0;-27.0;352.0;-29;-81.0;-53.0;330.0;205.0;850.0
-20.0;82.0;205.0;-58.0;-183.0;314.0;-23;-294.0;333.0;402.0;32.0;623.0
7.0;281.0;9.0;126.0;47.0;284.0;-28;51.0;134.0;326.0;-75.0;337.0
19.0;585.0;-369.0;317.0;-223.0;169.0;-33;264.0;-147.0;134.0;-592.0;264.0
-644.0;310.0;108.0;101.0;-486.0;523.0;-28;-336.0;267.0;605.0;-195.0;832.0
-681.0;-170.0;-233.0;-427.0;350.0;513.0;-32;-322.0;-120.0;525.0;349.0;553.0
-16.0;-27.0;-110.0;-244.0;8.0;295.0;-38;200.0;63.0;284.0;200.0;211.0
-13.0;90.0;20.0;-78.0;-210.0;353.0;-37;-115.0;101.0;388.0;35.0;603.0
123.0;94.0;-60.0;-127.0;289.0;229.0;-29;-75.0;66.0;211.0;64.0;374.0
79.0;126.0;28.0;-113.0;299.0;290.0;-29;-118.0;210.0;281.0;69.0;387.0
172.0;118.0;89.0;-151.0;373.0;295.0;-29;-92.0;218.0;328.0;109.0;350.0
297.0;72.0;54.0;-339.0;253.0;397.0;-31;-74.0;-118.0;448.0;173.0;709.0
126.0;126.0;96.0;-121.0;316.0;274.0;-29;-121.0;160.0;291.0;86.0;379.0
86.0;189.0;60.0;-60.0;334.0;257.0;-29;-169.0;152.0;283.0;41.0;377.0
-215.0;230.0;-93.0;-34.0;580.0;450.0;-27;-252.0;138.0;614.0;-34.0;344.0
54.0;139.0;50.0;-89.0;344.0;254.0;-29;-148.0;165.0;258.0;77.0;374.0
73.0;130.0;62.0;-91.0;345.0;252.0;-29;-151.0;175.0;280.0;17.0;376.0
138.0;128.0;45.0;-117.0;346.0;282.0;-29;-71.0;195.0;290.0;68.0;354.0
154.0;101.0;19.0;-166.0;456.0;303.0;-48;-417.0;169.0;384.0;47.0;938.0
123.0;167.0;61.0;-93.0;315.0;262.0;-29;-144.0;165.0;280.0;58.0;381.0
378.0;146.0;110.0;-84.0;318.0;321.0;-29;-104.0;236.0;342.0;30.0;349.0
318.0;209.0;43.0;-44.0;400.0;269.0;-63;-829.0;161.0;348.0;1.0;922.0
72.0;168.0;70.0;-62.0;312.0;242.0;-29;-152.0;155.0;262.0;54.0;378.0
85.0;120.0;68.0;-138.0;320.0;286.0;-29;-76.0;158.0;302.0;106.0;353.0
-300.0;304.0;797.0;135.0;-636.0;588.0;-45;468.0;848.0;801.0;-448.0;-365.0
63.0;190.0;57.0;-30.0;311.0;263.0;-29;-150.0;157.0;272.0;62.0;377.0
5.0;-416.0;179.0;-536.0;712.0;371.0;-20;-901.0;90.0;530.0;557.0;871.0
212.0;-12.0;51.0;-379.0;100.0;119.0;-19;-16.0;43.0;183.0;274.0;757.0
182.0;140.0;1.0;-93.0;187.0;237.0;-29;52.0;141.0;247.0;56.0;364.0
143.0;60.0;-6.0;-134.0;199.0;255.0;-76;-81.0;136.0;477.0;135.0;683.0
25.0;140.0;81.0;-116.0;328.0;285.0;-29;-125.0;192.0;274.0;98.0;360.0
58.0;133.0;74.0;-97.0;325.0;272.0;-29;-127.0;199.0;271.0;103.0;358.0
91.0;136.0;82.0;-107.0;322.0;275.0;-29;-128.0;189.0;313.0;57.0;360.0
102.0;141.0;89.0;-105.0;318.0;276.0;-29;-126.0;206.0;301.0;65.0;360.0
105.0;152.0;82.0;-84.0;316.0;276.0;-29;-126.0;198.0;303.0;80.0;361.0
176.0;242.0;-32.0;-2.0;841.0;367.0;-48;-455.0;-14.0;342.0;22.0;885.0
173.0;152.0;45.0;-89.0;308.0;258.0;-29;-85.0;171.0;279.0;51.0;369.0
117.0;202.0;116.0;-71.0;308.0;267.0;-29;-151.0;140.0;306.0;65.0;382.0
143.0;134.0;6.0;-65.0;321.0;291.0;-29;-81.0;147.0;278.0;84.0;365.0
-6.0;45.0;-91.0;-28.0;373.0;156.0;-29;-127.0;55.0;100.0;-84.0;443.0
169.0;150.0;-16.0;-83.0;294.0;224.0;-29;-169.0;103.0;250.0;60.0;393.0
91.0;140.0;39.0;-123.0;302.0;244.0;-29;-126.0;165.0;259.0;69.0;362.0
-74.0;410.0;-203.0;168.0;-307.0;254.0;-28;-513.0;49.0;446.0;-455.0;636.0
71.0;142.0;52.0;-121.0;283.0;261.0;-30;-111.0;191.0;291.0;102.0;387.0
99.0;143.0;83.0;-117.0;296.0;290.0;-29;-134.0;209.0;283.0;84.0;369.0
64.0;136.0;291.0;-25.0;282.0;383.0;-27;-36.0;382.0;477.0;-81.0;374.0
106.0;128.0;84.0;-89.0;296.0;289.0;-29;-138.0;189.0;292.0;61.0;367.0
91.0;147.0;68.0;-69.0;294.0;270.0;-29;-129.0;180.0;253.0;72.0;371.0
100.0;152.0;48.0;-110.0;295.0;253.0;-29;-126.0;176.0;251.0;61.0;370.0
249.0;172.0;22.0;-87.0;304.0;251.0;-29;-77.0;141.0;270.0;67.0;380.0
96.0;146.0;51.0;-99.0;296.0;279.0;-30;-123.0;175.0;273.0;72.0;380.0
-615.0;186.0;-296.0;-214.0;275.0;491.0;-29;28.0;-95.0;628.0;-160.0;368.0
595.0;185.0;-57.0;-201.0;448.0;-195.0;-30;-219.0;1.0;8.0;-275.0;262.0
41.0;295.0;-109.0;-114.0;-451.0;249.0;-22;118.0;51.0;257.0;79.0;501.0
100.0;188.0;-41.0;56.0;-368.0;204.0;-27;38.0;118.0;412.0;-174.0;448.0
200.0;151.0;89.0;-59.0;322.0;287.0;-29;-100.0;215.0;312.0;64.0;351.0
218.0;186.0;-55.0;-32.0;351.0;193.0;-29;-129.0;79.0;179.0;-13.0;386.0
213.0;119.0;-133.0;-82.0;104.0;197.0;-28;130.0;-15.0;180.0;89.0;323.0
591.0;-313.0;-114.0;-690.0;279.0;25.0;-26;-449.0;68.0;235.0;632.0;464.0
418.0;-234.0;-95.0;-491.0;658.0;60.0;-38;-359.0;8.0;253.0;496.0;247.0
