InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
-2321;558;-377;66;-1072;278;2919;-808;2321;-1072;59;2919
2;588;-1;1;16;-11;-26;-835;-2;16;-21;-26
17;580;1;3;2;-13;4;-842;-17;2;-22;4
-4;573;1;0;5;-21;14;-848;4;5;-24;14
5;489;-1;-6;-43;-73;-31;-890;-5;-43;-18;-31
0;513;-40;26;19;-81;10;-881;0;19;-24;10
-286;449;-1;17;390;-3;230;-918;286;390;-22;230
24;488;0;5;94;-68;52;-888;-24;94;-16;52
-11;578;-1;6;0;-14;6;-842;11;0;-22;6
-28;500;9;3;-72;-113;-32;-890;28;-72;-27;-32
19;489;-1;-1;-7;-43;-24;-896;-19;-7;-21;-24
288;523;84;-25;-298;-63;-141;-950;-288;-298;-66;-141
-8;486;0;-4;-2;-50;-20;-896;8;-2;-21;-20
1;593;0;-1;-5;-9;-5;-839;-1;-5;-27;-5
-5;580;0;4;17;-13;9;-842;5;17;-22;9
-7;565;-9;-7;26;-16;15;-851;7;26;-22;15
22;585;0;3;47;-5;39;-839;-22;47;-22;39
18;596;1;-1;25;4;11;-831;-18;25;-22;11
17;596;-4;1;46;-15;19;-841;-17;46;-30;19
2;484;-4;-4;-5;-45;14;-895;-2;-5;-19;14
43;473;12;1;-30;-15;4;-896;-43;-30;-14;4
39;572;-4;4;-10;-26;2;-851;-39;-10;-26;2
1;595;-1;1;16;-3;7;-835;-1;16;-25;7
-6;594;3;0;-7;-3;-10;-831;6;-7;-22;-10
11;573;2;4;2;-22;-1;-837;-11;2;-14;-1
115;513;24;9;292;-119;170;-891;-115;292;-35;170
-693;772;-728;495;176;-201;-591;29;693;176;1085;-591
2;570;-6;4;35;-30;22;-846;-2;35;-20;22
6;591;0;5;-15;-7;-25;-833;-6;-15;-22;-25
28;605;-4;4;-29;12;-5;-822;-28;-29;-21;-5
5;488;4;3;12;-55;-5;-894;-5;12;-20;-5
4;593;2;4;-1;-10;-10;-832;-4;-1;-21;-10
243;485;-10;23;152;-108;106;-860;-243;152;9;106
604;526;253;-118;-997;181;-1591;-979;-604;-997;-140;-1591
8;574;-2;-1;-5;-22;18;-847;-8;-5;-23;18
6;600;2;5;6;8;22;-826;-6;6;-21;22
7;565;-7;-7;12;-18;9;-846;-7;12;-17;9
-20;613;-2;-3;-5;15;6;-815;20;-5;-20;6
11;588;2;-2;8;-7;10;-832;-11;8;-19;10
20;592;2;5;1;-13;7;-836;-20;1;-25;7
12;592;1;8;0;-15;6;-836;-12;0;-25;6
0;615;0;-2;-24;20;-4;-816;0;-24;-22;-4
22;492;-258;6;30;-66;13;-885;-22;30;20;13
18;597;5;5;30;-12;-13;-829;-18;30;-21;-13
-3;577;-6;1;-14;-13;8;-842;3;-14;-21;8
19;571;-2;1;8;-21;13;-842;-19;8;-17;13
5;579;5;-2;23;-16;0;-841;-5;23;-22;0
120;582;30;41;94;-42;-180;-860;-120;94;-37;-180
-22;594;4;2;8;-10;-23;-833;22;8;-23;-23
14;593;0;2;-26;-4;13;-830;-14;-26;-20;13
9;498;15;11;-15;-79;-7;-887;-9;-15;-20;-7
-216;489;1;-13;192;-83;18;-884;216;192;-13;18
-2353;943;42;-591;2693;-363;-3203;-798;2353;2693;-144;-3203
-31;584;-5;-3;3;-9;-15;-838;31;3;-22;-15
3;599;-1;0;-7;7;12;-828;-3;-7;-22;12
-4;591;2;-2;-2;-3;21;-837;4;-2;-25;21
-11;598;2;6;5;-23;11;-823;11;5;-17;11
16;588;0;-1;-9;-8;-2;-835;-16;-9;-21;-2
10;576;2;12;6;-31;-22;-843;-10;6;-21;-22
-20;481;-3;3;-91;-76;-33;-897;20;-91;-21;-33
-3;504;-1;-2;-10;-61;10;-878;3;-10;-15;10
-1;592;3;3;-37;-12;-3;-834;1;-37;-23;-3
18;594;6;2;5;-10;-4;-833;-18;5;-23;-4
15;579;3;-2;33;-7;9;-837;-15;33;-18;9
-3;544;3;11;-23;6;-7;-855;3;-23;-13;-7
14;591;-1;5;16;-13;2;-830;-14;16;-19;2
-5;580;7;-5;-5;-7;-7;-841;5;-5;-22;-7
-12;574;-5;10;-15;-36;-25;-845;12;-15;-22;-25
-8;572;-6;7;0;-27;-11;-848;8;0;-23;-11
6;592;0;0;2;-8;17;-838;-6;2;-26;17
9;486;7;7;17;-67;-22;-897;-9;17;-22;-22
6;590;2;7;-10;-19;8;-830;-6;-10;-19;8
-330;502;-34;-34;-794;-56;-463;-888;330;-794;-20;-463
5;572;-2;-2;1;-17;-1;-844;-5;1;-20;-1
-18;587;-5;7;34;-18;9;-833;18;34;-20;9
4;588;-5;-1;7;-10;-5;-840;-4;7;-25;-5
-51;479;9;1;-24;-97;-8;-886;51;-24;-12;-8
26;576;-4;-4;-43;-6;-19;-850;-26;-43;-27;-19
-1;585;5;0;6;-3;9;-835;1;6;-19;9
22;594;-5;-1;-6;7;6;-828;-22;-6;-19;6
-1;584;-8;0;1;-14;19;-839;1;1;-22;19
10;589;-4;2;2;-17;5;-839;-10;2;-25;5
24;589;5;-1;1;-20;-2;-826;-24;1;-14;-2
-296;478;-41;-43;-1875;-83;2725;-824;296;-1875;42;2725
37;493;83;10;84;-89;40;-904;-37;84;-29;40
-14;594;3;2;-6;-11;10;-836;14;-6;-26;10
-4;587;-2;-2;-5;-11;9;-835;4;-5;-20;9
-1;589;-2;3;8;-16;0;-837;1;8;-24;0
3;594;3;-1;10;-2;-13;-831;-3;10;-22;-13
-17;583;-4;-4;2;-5;6;-837;17;2;-20;6
11;593;0;-1;15;-1;27;-835;-11;15;-24;27
-1;589;2;11;-15;-13;-5;-838;1;-15;-24;-5
-14;586;0;-5;-10;-17;-3;-838;14;-10;-23;-3
-6;594;1;4;13;-8;-10;-832;6;13;-22;-10
1;585;-4;-2;-24;-5;-3;-837;-1;-24;-21;-3
11;584;-5;5;0;-7;-8;-837;-11;0;-20;-8
25;592;0;6;-7;-15;3;-837;-25;-7;-25;3
0;586;0;2;5;-20;4;-834;0;5;-20;4
101;490;166;103;-8;-120;51;-856;-101;-8;22;51
20;584;-2;-3;6;-17;9;-837;-20;6;-20;9
-31;574;0;4;-7;-14;8;-841;31;-7;-19;8
1;595;-3;-6;-15;3;-3;-832;-1;-15;-22;-3
11;592;8;3;-4;-25;-8;-830;-11;-4;-19;-8
9;576;9;-1;0;-17;-6;-842;-9;0;-21;-6
25;581;0;-2;-27;-21;15;-839;-25;-27;-20;15
9;586;3;2;12;-9;-4;-839;-9;12;-23;-4
-3;587;-1;3;10;-4;1;-828;3;10;-14;1
-1;588;5;-1;-12;-20;1;-830;1;-12;-17;1
-14;500;1;-2;-18;-54;-7;-892;14;-18;-24;-7
-36;488;1;-1;60;-57;34;-900;36;60;-26;34
-22;590;-1;5;-14;-15;-13;-837;22;-14;-24;-13
-5;620;5;1;15;19;-20;-811;5;15;-21;-20
4;584;11;-7;-15;-10;29;-842;-4;-15;-25;29
-15;597;5;7;-12;-18;6;-832;15;-12;-25;6
6;581;-4;-2;0;-20;15;-836;-6;0;-19;15
13;588;1;2;8;-22;-13;-836;-13;8;-22;-13
10;588;0;2;10;-22;-3;-837;-10;10;-23;-3
10;586;2;-3;13;-18;12;-832;-10;13;-18;12
-3;591;1;2;2;-26;5;-839;3;2;-27;5
641;478;-39;79;218;-63;234;-894;-641;218;10;234
-3;585;-4;2;-2;-14;-23;-837;3;-2;-22;-23
22;498;-2;-1;-36;-58;1;-899;-22;-36;-29;1
11;615;1;2;8;17;7;-811;-11;8;-18;7
-2;485;8;-2;41;-70;-14;-886;2;41;-12;-14
-16;584;-3;-3;13;-7;-7;-838;16;13;-21;-7
8;578;-5;0;10;-6;-1;-840;-8;10;-20;-1
17;588;1;0;-10;-9;17;-830;-17;-10;-18;17
10;583;1;6;-4;-11;8;-835;-10;-4;-18;8
7;584;4;-3;24;0;-5;-836;-7;24;-20;-5
-430;70;-682;320;198;666;-161;-983;430;198;83;-161
13;590;-12;4;16;-13;7;-839;-13;16;-26;7
11;591;4;6;-13;-12;-3;-830;-11;-13;-19;-3
-36;592;4;4;-19;-12;2;-831;36;-19;-20;2
21;495;36;-33;10;-84;-9;-885;-21;10;-16;-9
-39;491;-1;-3;-19;-61;16;-895;39;-19;-23;16
2;570;-9;-2;-7;-24;16;-844;-2;-7;-18;16
-34;479;0;4;17;-68;17;-901;34;17;-22;17
123;558;3;-13;57;-23;49;-855;-123;57;-20;49
-6;574;-11;0;6;-26;-17;-841;6;6;-19;-17
21;511;1;2;6;-64;5;-880;-21;6;-20;5
20;582;5;0;11;-21;-2;-837;-20;11;-20;-2
-51;496;-12;-7;-51;-74;-51;-889;51;-51;-20;-51
-43;496;1;-18;174;-94;80;-900;43;174;-32;80
9;485;1;4;9;-93;56;-899;-9;9;-25;56
6;583;3;3;14;-24;7;-840;-6;14;-23;7
3;576;-7;1;8;-24;-21;-847;-3;8;-25;-21
6;572;1;2;9;-25;35;-847;-6;9;-23;35
127;463;-126;-249;5;-121;-27;-954;-127;5;-35;-27
-12;590;-1;7;-22;-19;10;-835;12;-22;-22;10
2;583;-3;3;-33;-26;-13;-844;-2;-33;-25;-13
766;485;-285;111;-1535;-451;410;-786;-766;-1535;-24;410
0;593;3;-1;27;-7;28;-837;0;27;-25;28
-32;481;-1;7;38;-80;1;-888;32;38;-13;1
-28;595;2;0;12;-2;17;-833;28;12;-24;17
-6;597;0;-2;3;-16;10;-834;6;3;-25;10
-21;487;9;1;0;-105;-32;-890;21;0;-20;-32
-107;610;-5;-1;-19;10;-36;-821;107;-19;-22;-36
24;589;-1;0;18;-1;29;-833;-24;18;-20;29
3497;1193;750;-31;-1931;407;-928;-868;-3497;-1931;-344;-928
14;626;-1;0;-21;20;18;-813;-14;-21;-26;18
6;704;-1;1;13;80;22;-728;-6;13;-16;22
-109;706;-8;-5;-68;169;-84;-717;109;-68;-20;-84
7;597;-11;-5;-5;-16;8;-835;-7;-5;-27;8
1;590;5;-3;-17;-20;10;-829;-1;-17;-18;10
48;589;7;1;-4;-17;-17;-838;-48;-4;-25;-17
-5;490;-1;7;-27;-100;2;-888;5;-27;-19;2
-15;599;3;-1;-28;-15;1;-824;15;-28;-19;1
0;582;4;4;37;-11;7;-841;0;37;-22;7
47;711;3;0;28;138;19;-716;-47;28;-18;19
-3;589;-1;5;-32;-8;-25;-835;3;-32;-21;-25
60;602;7;2;53;-6;37;-825;-60;53;-22;37
-5;489;7;-2;10;-54;6;-892;5;10;-19;6
150;726;-8;1;63;157;121;-693;-150;63;-16;121
1;481;2;-5;-24;-66;-2;-896;-1;-24;-19;-2
-33;587;3;3;-31;-4;-22;-836;33;-31;-22;-22
-1700;1951;-1538;-1204;59;402;1649;209;1700;59;550;1649
-1;621;4;-1;-16;19;6;-812;1;-16;-22;6
-22;593;6;-7;-45;-15;-22;-833;22;-45;-22;-22
13;479;-1;-1;-20;-89;-11;-892;-13;-20;-17;-11
-10;591;0;3;28;-14;18;-833;10;28;-21;18
-11;593;4;2;33;4;-27;-829;11;33;-20;-27
-8;620;2;-1;2;20;4;-818;8;2;-26;4
25;483;2;0;2;-55;2;-896;-25;2;-19;2
97;512;-2;201;105;-70;66;-888;-97;105;-8;66
5552;1007;347;-66;1921;-71;1123;-1523;-5552;1921;-774;1123
26;595;4;2;-16;-9;34;-834;-26;-16;-24;34
-25;602;5;3;-19;9;8;-825;25;-19;-21;8
-28;627;-2;6;21;21;0;-806;28;21;-21;0
6;484;7;3;12;-115;-3;-889;-6;12;-19;-3
2;592;0;6;21;-17;8;-830;-2;21;-20;8
25;617;0;2;26;17;-15;-813;-25;26;-20;-15
-4;485;-1;2;8;-65;-4;-896;4;8;-21;-4
-11;711;2;-1;15;116;3;-717;11;15;-17;3
27;617;2;-4;19;20;42;-818;-27;19;-25;42
7;472;-1;5;-2;-72;-4;-895;-7;-2;-14;-4
-4441;1180;406;131;1739;180;-312;-1097;4441;1739;-453;-312
8;701;-2;-1;10;82;-24;-737;-8;10;-20;-24
-1679;1727;311;211;1874;1015;1322;-999;1679;1874;-1205;1322
446;649;-136;70;1567;9;-2617;-770;-446;1567;6;-2617
38;614;8;-3;-2;22;-14;-814;-38;-2;-19;-14
-1135;345;174;-117;-2815;-207;5274;-903;1135;-2815;40;5274
11;617;-1;5;34;14;18;-812;-11;34;-19;18
75;491;-24;3;202;-104;83;-890;-75;202;-22;83
-13;621;-2;1;-21;19;-14;-810;13;-21;-21;-14
-19;615;-2;2;6;16;-21;-814;19;6;-20;-21
-21;590;-1;0;5;4;4;-835;21;5;-23;4
28;614;2;2;7;18;25;-810;-28;7;-17;25
11;615;-1;4;6;14;28;-818;-11;6;-23;28
10;611;0;5;-16;9;-32;-818;-10;-16;-21;-32
-4152;711;127;410;-322;167;-198;-726;4152;-322;81;-198
8;485;-6;0;22;-81;6;-894;-8;22;-21;6
-13;485;6;1;-2;-93;-7;-887;13;-2;-16;-7
-62;593;-2;7;-67;-14;-59;-835;62;-67;-24;-59
-12;596;4;-3;-7;11;-28;-828;12;-7;-20;-28
39;485;5;1;-17;-97;11;-889;-39;-17;-16;11
2;483;3;3;12;-54;-16;-893;-2;12;-17;-16
30;467;5;-9;-27;-38;-17;-895;-30;-27;-10;-17
30;591;1;-1;10;-7;4;-833;-30;10;-22;4
-56;570;-8;0;-97;-19;-53;-847;56;-97;-20;-53
-19;619;-1;1;-2;18;26;-814;19;-2;-22;26
-15;589;-1;0;-33;5;5;-834;15;-33;-21;5
-19;493;3;-2;8;-106;20;-884;19;8;-17;20
-18;486;-6;-6;76;-106;23;-894;18;76;-22;23
-16;487;-12;-1;-35;-78;12;-890;16;-35;-17;12
34;484;1;-3;-15;-91;-40;-884;-34;-15;-12;-40
-20;592;2;0;-33;9;-12;-825;20;-33;-16;-12
125;316;-390;-280;25;182;-67;-859;-125;25;150;-67
-8;481;-4;-3;-239;-83;-95;-893;8;-239;-18;-95
2;591;1;-3;-28;-6;19;-833;-2;-28;-21;19
16;600;3;0;-31;-6;-2;-827;-16;-31;-22;-2
-16;595;3;6;-1;-1;-12;-829;16;-1;-20;-12
-20;615;-4;1;35;16;17;-820;20;35;-24;17
-382;463;50;-18;-401;11;1137;-919;382;-401;-29;1137
55;606;4;-3;1;-13;-8;-823;-55;1;-22;-8
18;617;-2;3;15;20;-46;-811;-18;15;-20;-46
-179;470;-8;13;-161;-73;-94;-882;179;-161;-2;-94
15;594;4;-8;-31;-14;-14;-835;-15;-31;-25;-14
-28;596;3;1;18;3;-10;-823;28;18;-17;-10
-7;478;2;3;41;-70;25;-887;7;41;-10;25
-25;735;-2;-7;-18;175;-23;-686;25;-18;-21;-23
48;477;0;-2;31;-86;12;-896;-48;31;-19;12
-4;619;-4;4;17;15;8;-814;4;17;-23;8
27;494;0;1;8;-92;-4;-884;-27;8;-17;-4
3;721;-3;7;-1;171;9;-698;-3;-1;-19;9
-29;709;4;-1;-10;80;-7;-728;29;-10;-19;-7
-43;619;-5;3;-15;20;-6;-813;43;-15;-22;-6
