InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK Quaternion2
679.0;203.0;-644.0;-495.0;592.0;-254.0;462.0;383.0;393.0;-573.0;-203.0;564.0;-561.0
644.0;273.0;-649.0;-410.0;597.0;-230.0;450.0;445.0;401.0;-605.0;?;563.0;-566.0
606.0;333.0;-650.0;-337.0;603.0;-211.0;438.0;497.0;410.0;-629.0;-149.0;561.0;-570.0
569.0;378.0;-647.0;-285.0;606.0;-204.0;428.0;542.0;420.0;-644.0;-123.0;556.0;-576.0
541.0;405.0;-638.0;-252.0;606.0;-203.0;423.0;573.0;428.0;-651.0;?;?;-571.0
519.0;416.0;-630.0;-233.0;612.0;-201.0;417.0;588.0;435.0;?;-99.0;569.0;-559.0
505.0;419.0;-638.0;-223.0;624.0;-199.0;408.0;589.0;444.0;-663.0;-92.0;572.0;?
502.0;414.0;-650.0;-219.0;636.0;-205.0;405.0;580.0;445.0;-670.0;-82.0;567.0;-563.0
507.0;406.0;-657.0;-220.0;647.0;-220.0;406.0;565.0;445.0;-672.0;-78.0;?;-565.0
517.0;397.0;-663.0;-226.0;653.0;-228.0;409.0;548.0;443.0;-668.0;-79.0;564.0;-564.0
528.0;390.0;?;-234.0;655.0;-232.0;412.0;535.0;441.0;-664.0;-81.0;564.0;-563.0
538.0;386.0;-652.0;-242.0;654.0;-233.0;415.0;525.0;439.0;-660.0;-87.0;565.0;-563.0
545.0;384.0;-649.0;-250.0;654.0;-234.0;416.0;516.0;438.0;-657.0;-92.0;565.0;-562.0
550.0;381.0;?;-257.0;656.0;-241.0;415.0;508.0;439.0;-657.0;-97.0;565.0;-562.0
556.0;378.0;-657.0;-264.0;656.0;-257.0;415.0;?;439.0;-658.0;-100.0;565.0;-561.0
565.0;370.0;?;-272.0;658.0;-276.0;416.0;486.0;439.0;-660.0;-107.0;566.0;-561.0
577.0;356.0;-676.0;-284.0;661.0;?;418.0;465.0;438.0;-664.0;-120.0;568.0;-558.0
589.0;333.0;-687.0;-303.0;667.0;-323.0;421.0;434.0;435.0;-666.0;-140.0;571.0;-555.0
602.0;302.0;-695.0;-329.0;?;-355.0;425.0;?;431.0;-667.0;-167.0;574.0;-551.0
657.0;-457.0;-449.0;-792.0;481.0;-471.0;517.0;-245.0;373.0;-279.0;-526.0;516.0;-572.0
661.0;-455.0;-444.0;-794.0;479.0;-466.0;517.0;-247.0;372.0;-279.0;-523.0;517.0;-572.0
665.0;-452.0;-441.0;-800.0;477.0;?;517.0;-247.0;371.0;-279.0;-519.0;519.0;-571.0
670.0;-446.0;-439.0;-805.0;476.0;-454.0;517.0;-243.0;370.0;-281.0;-515.0;522.0;-569.0
675.0;-438.0;-441.0;-811.0;477.0;-453.0;516.0;-234.0;371.0;-285.0;-513.0;525.0;-567.0
683.0;-427.0;?;-817.0;479.0;-451.0;515.0;-223.0;371.0;-293.0;-505.0;527.0;-565.0
694.0;-408.0;-453.0;?;484.0;-441.0;514.0;-204.0;370.0;-308.0;-492.0;530.0;-564.0
708.0;-380.0;-462.0;-826.0;494.0;-428.0;513.0;?;371.0;?;-475.0;531.0;-563.0
721.0;-343.0;-471.0;-831.0;509.0;-413.0;511.0;-129.0;373.0;-353.0;-452.0;532.0;-563.0
735.0;-299.0;-480.0;-834.0;523.0;-392.0;509.0;-76.0;374.0;-381.0;-425.0;533.0;-562.0
744.0;-247.0;-491.0;-833.0;540.0;-367.0;508.0;-9.0;375.0;-405.0;-393.0;533.0;-563.0
746.0;-189.0;-503.0;-825.0;558.0;-345.0;506.0;63.0;375.0;-429.0;-357.0;537.0;-561.0
740.0;-122.0;-516.0;-807.0;574.0;-326.0;502.0;137.0;376.0;-456.0;-322.0;542.0;-559.0
726.0;-47.0;-532.0;-774.0;590.0;-307.0;499.0;212.0;375.0;-486.0;-283.0;543.0;-561.0
701.0;31.0;-551.0;-725.0;607.0;-287.0;496.0;285.0;374.0;-509.0;-243.0;551.0;?
671.0;113.0;-572.0;-658.0;619.0;-264.0;483.0;352.0;?;?;-204.0;560.0;-557.0
636.0;205.0;-602.0;?;628.0;-244.0;476.0;417.0;377.0;-573.0;-166.0;570.0;-554.0
594.0;284.0;-641.0;-481.0;636.0;?;470.0;?;377.0;-611.0;-130.0;580.0;-549.0
?;352.0;-679.0;-396.0;643.0;-230.0;462.0;522.0;383.0;-645.0;-100.0;580.0;-552.0
510.0;?;-699.0;-333.0;648.0;-228.0;453.0;562.0;389.0;-663.0;-72.0;579.0;-555.0
477.0;431.0;-705.0;-291.0;648.0;-232.0;440.0;591.0;404.0;-668.0;-55.0;572.0;-562.0
458.0;449.0;-699.0;-264.0;648.0;-241.0;439.0;607.0;401.0;-661.0;-53.0;579.0;-558.0
449.0;449.0;-695.0;-253.0;647.0;-254.0;432.0;614.0;408.0;-659.0;-54.0;?;-552.0
448.0;439.0;-700.0;-252.0;?;-267.0;429.0;609.0;413.0;-661.0;-57.0;583.0;-552.0
451.0;425.0;-706.0;?;661.0;-274.0;428.0;597.0;415.0;-664.0;-61.0;581.0;-554.0
457.0;414.0;-707.0;-262.0;667.0;-276.0;427.0;585.0;416.0;-663.0;?;580.0;-555.0
466.0;406.0;-705.0;-271.0;670.0;-281.0;428.0;574.0;418.0;-661.0;-66.0;578.0;-555.0
474.0;399.0;-702.0;-281.0;673.0;-284.0;431.0;564.0;416.0;-658.0;-72.0;578.0;-554.0
480.0;394.0;-694.0;-289.0;673.0;-281.0;431.0;558.0;416.0;-656.0;-75.0;579.0;-553.0
483.0;390.0;-686.0;-294.0;674.0;-279.0;432.0;554.0;417.0;-654.0;-76.0;?;?
?;390.0;-683.0;-299.0;674.0;-277.0;431.0;550.0;418.0;-652.0;?;?;-551.0
490.0;390.0;-681.0;-302.0;674.0;-276.0;430.0;548.0;419.0;-651.0;-76.0;579.0;-551.0
492.0;391.0;-677.0;-303.0;673.0;-274.0;429.0;548.0;420.0;-649.0;-73.0;579.0;-551.0
496.0;391.0;-673.0;-303.0;672.0;?;426.0;546.0;423.0;-649.0;-72.0;580.0;-551.0
500.0;388.0;-673.0;-302.0;673.0;-286.0;423.0;541.0;424.0;-650.0;-73.0;581.0;-551.0
506.0;379.0;-677.0;-306.0;677.0;-305.0;423.0;529.0;424.0;-652.0;-80.0;582.0;-550.0
514.0;?;-675.0;-316.0;685.0;-324.0;423.0;508.0;423.0;-654.0;-93.0;583.0;-550.0
679.0;-539.0;?;-813.0;380.0;-519.0;544.0;-361.0;353.0;-196.0;-514.0;512.0;-563.0
?;-535.0;-485.0;-812.0;378.0;-519.0;540.0;-359.0;355.0;-197.0;-516.0;515.0;-563.0
681.0;?;-482.0;-813.0;376.0;-519.0;537.0;-356.0;357.0;-197.0;?;516.0;-563.0
682.0;-528.0;-480.0;-814.0;375.0;-517.0;534.0;-353.0;358.0;-198.0;-518.0;518.0;-564.0
684.0;-526.0;-476.0;-816.0;375.0;-515.0;532.0;-350.0;360.0;-199.0;-519.0;520.0;?
686.0;-523.0;-473.0;-817.0;374.0;-511.0;530.0;-347.0;361.0;-199.0;-519.0;522.0;-563.0
690.0;-519.0;-470.0;-819.0;375.0;-506.0;528.0;-341.0;362.0;-198.0;-518.0;523.0;-563.0
694.0;-512.0;-467.0;-822.0;378.0;-502.0;525.0;-330.0;364.0;-200.0;-516.0;524.0;-563.0
702.0;-502.0;-466.0;-825.0;382.0;-497.0;522.0;-315.0;?;-201.0;-513.0;527.0;-563.0
710.0;-488.0;-468.0;-827.0;388.0;-492.0;517.0;-295.0;369.0;-205.0;-508.0;528.0;-563.0
718.0;-467.0;-472.0;-827.0;398.0;-491.0;512.0;-269.0;373.0;-212.0;-504.0;530.0;-564.0
729.0;-437.0;-480.0;-824.0;409.0;-490.0;506.0;?;377.0;-228.0;-496.0;?;-566.0
741.0;-405.0;-487.0;-822.0;420.0;-485.0;501.0;-198.0;380.0;-246.0;-486.0;531.0;-567.0
754.0;-365.0;-494.0;-818.0;428.0;-477.0;497.0;-155.0;382.0;-262.0;?;535.0;-566.0
765.0;-322.0;-501.0;-809.0;435.0;-464.0;493.0;-110.0;384.0;-277.0;-463.0;541.0;-563.0
775.0;-273.0;-507.0;-798.0;437.0;-448.0;491.0;-62.0;?;-291.0;-451.0;548.0;-559.0
786.0;-221.0;?;-783.0;437.0;-428.0;488.0;-14.0;383.0;-305.0;-437.0;556.0;-553.0
794.0;-165.0;-500.0;-762.0;433.0;-403.0;487.0;33.0;383.0;-318.0;-425.0;560.0;-551.0
798.0;-108.0;-494.0;-729.0;427.0;-380.0;487.0;76.0;382.0;-331.0;-419.0;566.0;-545.0
796.0;?;-490.0;-683.0;421.0;-358.0;?;121.0;380.0;-342.0;-417.0;569.0;-542.0
795.0;1.0;-484.0;-629.0;416.0;-330.0;487.0;163.0;380.0;-356.0;-411.0;573.0;-538.0
795.0;53.0;-482.0;-567.0;410.0;?;486.0;203.0;381.0;-367.0;-399.0;575.0;-536.0
789.0;101.0;-480.0;-505.0;410.0;-278.0;485.0;240.0;382.0;-383.0;-390.0;?;-533.0
781.0;139.0;-470.0;-448.0;414.0;-265.0;482.0;268.0;384.0;-399.0;-384.0;583.0;-530.0
?;166.0;-462.0;-390.0;?;-250.0;?;286.0;386.0;?;-375.0;581.0;-532.0
771.0;?;-470.0;-327.0;423.0;-235.0;480.0;297.0;385.0;-422.0;-372.0;582.0;-532.0
769.0;198.0;-468.0;?;427.0;?;480.0;298.0;384.0;-431.0;?;?;-530.0
766.0;?;-449.0;-217.0;429.0;-208.0;481.0;304.0;384.0;-438.0;-371.0;584.0;-530.0
759.0;210.0;-434.0;?;433.0;-200.0;480.0;311.0;384.0;-449.0;-374.0;584.0;-530.0
751.0;217.0;-435.0;-98.0;436.0;-202.0;?;320.0;382.0;-462.0;-379.0;?;-530.0
742.0;222.0;-445.0;-32.0;440.0;-208.0;480.0;330.0;380.0;-468.0;-384.0;587.0;-531.0
736.0;?;-447.0;26.0;438.0;-208.0;480.0;337.0;378.0;-469.0;-392.0;587.0;-530.0
736.0;234.0;-443.0;71.0;427.0;-197.0;480.0;?;376.0;-463.0;-402.0;590.0;-529.0
739.0;244.0;-432.0;98.0;409.0;-179.0;480.0;334.0;375.0;-451.0;-418.0;592.0;-528.0
745.0;250.0;-412.0;109.0;382.0;-153.0;479.0;323.0;374.0;-432.0;-440.0;594.0;-527.0
