InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit RUA gyroX
34.0;-29;-85.0;2;36.0;46.0;-116.0;-87.0;-2;-181.0;-20.0;-29;-4.0
379.0;-479;-169.0;-47;466.0;405.0;-407.0;-17.0;47;-719.0;-21.0;-479;-189.0
24.0;-21;-36.0;-4;-7.0;23.0;-33.0;-11.0;4;-56.0;-37.0;-21;26.0
46.0;-9;22.0;16;16.0;56.0;1.0;5.0;-16;-60.0;-34.0;-9;23.0
1.0;9;-49.0;-7;-41.0;67.0;-32.0;56.0;7;-37.0;-9.0;9;72.0
38.0;-14;-9.0;-13;34.0;39.0;-24.0;5.0;13;-45.0;-15.0;-14;25.0
19.0;-68;43.0;-647;59.0;13.0;2.0;23.0;647;-39.0;-10.0;-68;-18.0
24.0;2;1.0;-12;-3.0;12.0;-39.0;15.0;12;-69.0;-24.0;2;-22.0
17.0;-16;19.0;-23;4.0;20.0;-27.0;-13.0;23;-49.0;-46.0;-16;7.0
-8.0;23;39.0;-26;28.0;21.0;8.0;11.0;26;-22.0;-8.0;23;25.0
-11.0;9;18.0;-13;14.0;6.0;14.0;15.0;13;-47.0;-46.0;9;12.0
30.0;-21;24.0;19;3.0;39.0;-39.0;24.0;-19;-110.0;-32.0;-21;10.0
16.0;12;-19.0;-22;-44.0;104.0;-60.0;14.0;22;-96.0;-36.0;12;-36.0
146.0;-21;19.0;37;14.0;-28.0;-70.0;139.0;-37;-198.0;15.0;-21;-66.0
6.0;23;-60.0;0;-57.0;0.0;97.0;-119.0;0;-60.0;-56.0;23;132.0
46.0;-10;-35.0;-5;-14.0;36.0;-30.0;-7.0;5;-32.0;-11.0;-10;15.0
73.0;-28;17.0;6;25.0;39.0;-7.0;28.0;-6;-78.0;-29.0;-28;29.0
17.0;-8;18.0;-12;-18.0;21.0;0.0;-12.0;12;-82.0;-38.0;-8;-38.0
32.0;11;5.0;7;-6.0;35.0;21.0;-14.0;-7;-56.0;-32.0;11;-27.0
35.0;31;36.0;-35;-15.0;29.0;-18.0;-7.0;35;-58.0;-60.0;31;8.0
83.0;-23;-1033.0;17;76.0;150.0;311.0;-749.0;-17;-151.0;102.0;-23;138.0
-75.0;-267;-197.0;-180;453.0;800.0;-122.0;146.0;180;-121.0;445.0;-267;615.0
-14.0;-1;-100.0;5;14.0;51.0;-64.0;-14.0;-5;-64.0;-16.0;-1;-15.0
16.0;10;-51.0;-4;-21.0;20.0;-30.0;3.0;4;-62.0;-18.0;10;7.0
36.0;2;20.0;-24;-38.0;-11.0;0.0;-21.0;24;-59.0;-40.0;2;-8.0
81.0;16;64.0;-21;106.0;103.0;-10.0;-80.0;21;40.0;71.0;16;-66.0
112.0;29;-121.0;6;-29.0;13.0;-19.0;583.0;-6;-41.0;-31.0;29;-77.0
17.0;14;-31.0;-2;-28.0;25.0;-24.0;49.0;2;-73.0;-35.0;14;-26.0
12.0;10;-279.0;-56;42.0;20.0;-171.0;280.0;56;-78.0;-48.0;10;-337.0
7.0;0;18.0;-39;-38.0;33.0;-40.0;21.0;39;-60.0;-17.0;0;-32.0
52.0;-53;-46.0;58;-86.0;-70.0;60.0;247.0;-58;-86.0;-165.0;-53;-242.0
15.0;16;17.0;-9;-18.0;20.0;-15.0;23.0;9;-55.0;-16.0;16;0.0
3.0;-10;11.0;13;-54.0;18.0;-23.0;13.0;-13;-77.0;-18.0;-10;11.0
32.0;24;28.0;-16;-42.0;-15.0;-8.0;-3.0;16;-47.0;-46.0;24;13.0
19.0;-2;-13.0;-17;-14.0;43.0;17.0;-38.0;17;-62.0;-14.0;-2;2.0
19.0;1;18.0;4;13.0;45.0;-6.0;-43.0;-4;-71.0;-14.0;1;19.0
-7.0;14;7.0;-29;-21.0;25.0;26.0;-16.0;29;-59.0;16.0;14;41.0
17.0;-24;34.0;8;-11.0;48.0;-2.0;5.0;-8;-60.0;-8.0;-24;-6.0
19.0;10;11.0;-19;-2.0;21.0;-7.0;-45.0;19;-27.0;-16.0;10;50.0
13.0;-15;18.0;13;-8.0;52.0;7.0;-1.0;-13;-72.0;-10.0;-15;-5.0
34.0;7;104.0;36;-15.0;29.0;8.0;-49.0;-36;-37.0;-37.0;7;38.0
13.0;-13;57.0;17;-25.0;38.0;9.0;-34.0;-17;-86.0;-31.0;-13;26.0
19.0;10;44.0;-20;-38.0;20.0;19.0;17.0;20;-80.0;-35.0;10;-4.0
-17.0;21;155.0;-17;-41.0;-178.0;1.0;32.0;17;334.0;-187.0;21;-122.0
50.0;-10;39.0;27;5.0;27.0;41.0;19.0;-27;-86.0;17.0;-10;35.0
45.0;-24;64.0;107;-6.0;60.0;8.0;113.0;-107;-42.0;-3.0;-24;108.0
29.0;20;18.0;-17;-18.0;34.0;-64.0;13.0;17;-60.0;-15.0;20;18.0
-4.0;15;-303.0;-11;2.0;44.0;-56.0;-129.0;11;-122.0;-38.0;15;-166.0
15.0;-11;11.0;-40;-19.0;28.0;11.0;11.0;40;-106.0;-27.0;-11;15.0
86.0;6;-88.0;11;118.0;218.0;-261.0;158.0;-11;-302.0;15.0;6;146.0
151.0;12;-20.0;6;-13.0;-13.0;-27.0;45.0;-6;-201.0;15.0;12;-32.0
248.0;-22;189.0;-11;-106.0;-309.0;-22.0;11.0;11;237.0;-445.0;-22;-5.0
18.0;46;3.0;8;-10.0;7.0;-21.0;18.0;-8;-21.0;-47.0;46;7.0
81.0;-954;134.0;786;35.0;-309.0;-52.0;-312.0;-786;-678.0;-308.0;-954;-82.0
-2.0;54;-51.0;8;-24.0;163.0;42.0;303.0;-8;-318.0;69.0;54;-105.0
12.0;8;0.0;-32;9.0;18.0;-22.0;49.0;32;-75.0;-50.0;8;-34.0
31.0;-26;27.0;-15;19.0;12.0;-4.0;15.0;15;-45.0;-34.0;-26;9.0
-25.0;-18;186.0;36;139.0;-30.0;-73.0;-40.0;-36;-21.0;-22.0;-18;26.0
-3.0;-13;-14.0;-35;-24.0;7.0;-22.0;13.0;35;-41.0;-34.0;-13;-16.0
-111.0;-21;117.0;-10;-36.0;-38.0;90.0;-83.0;10;75.0;-111.0;-21;45.0
3.0;-200;78.0;72;-1.0;123.0;94.0;-119.0;-72;-238.0;118.0;-200;37.0
153.0;-22;-266.0;-11;48.0;-305.0;-209.0;-261.0;11;-105.0;-116.0;-22;-175.0
50.0;9;16.0;12;-5.0;47.0;-45.0;10.0;-12;-65.0;1.0;9;29.0
30.0;27;-27.0;-22;-1.0;2.0;-49.0;32.0;22;-73.0;-13.0;27;-33.0
48.0;2;58.0;-38;-12.0;-1.0;-39.0;83.0;38;-120.0;-64.0;2;71.0
-2.0;-56;2.0;-12;-6.0;57.0;-18.0;-17.0;12;-82.0;-60.0;-56;-14.0
-1083.0;-49;2178.0;-7;1018.0;1041.0;-521.0;-742.0;7;-1966.0;1060.0;-49;-465.0
13.0;6;20.0;17;-16.0;17.0;30.0;26.0;-17;-89.0;-30.0;6;-27.0
22.0;2;19.0;16;-8.0;24.0;13.0;30.0;-16;-86.0;-13.0;2;7.0
-71.0;11;108.0;22;-27.0;-86.0;84.0;20.0;-22;-48.0;-32.0;11;77.0
-100.0;2;243.0;12;16.0;133.0;23.0;269.0;-12;-123.0;81.0;2;56.0
-16.0;-45;88.0;-53;-3.0;45.0;-50.0;81.0;53;-71.0;23.0;-45;156.0
6.0;-11;31.0;-33;7.0;29.0;19.0;-70.0;33;-86.0;-15.0;-11;81.0
1.0;16;50.0;16;-10.0;9.0;31.0;-25.0;-16;-99.0;-12.0;16;21.0
4.0;32;60.0;-77;35.0;86.0;49.0;149.0;77;-60.0;12.0;32;166.0
180.0;-3469;-932.0;-4322;184.0;-127.0;-774.0;300.0;4322;-324.0;502.0;-3469;361.0
51.0;-40;18.0;-43;-10.0;31.0;-40.0;38.0;43;-9.0;-5.0;-40;32.0
67.0;-9;13.0;-5;-4.0;-65.0;-35.0;97.0;5;-3.0;-21.0;-9;81.0
-20.0;-95;-135.0;-13;267.0;-144.0;-196.0;594.0;13;261.0;113.0;-95;512.0
66.0;20;115.0;-7;-16.0;-80.0;98.0;34.0;7;100.0;-150.0;20;-59.0
-32.0;17;41.0;31;30.0;-33.0;-40.0;58.0;-31;-39.0;-41.0;17;13.0
-12.0;17;-51.0;3;43.0;82.0;69.0;-3.0;-3;-92.0;-30.0;17;-11.0
33.0;-19;-26.0;-34;12.0;27.0;-7.0;-4.0;34;-53.0;-10.0;-19;28.0
29.0;-14;34.0;8;7.0;34.0;8.0;-13.0;-8;-65.0;-35.0;-14;12.0
44.0;-16;20.0;-25;8.0;-13.0;-12.0;-5.0;25;-53.0;-26.0;-16;9.0
36.0;-25;30.0;2;-13.0;22.0;1.0;2.0;-2;-60.0;-47.0;-25;12.0
225.0;-816;-907.0;-5067;-153.0;299.0;-543.0;-217.0;5067;-116.0;-218.0;-816;-238.0
43.0;-20;25.0;8;104.0;100.0;34.0;-3.0;-8;-87.0;-11.0;-20;49.0
23.0;-40;-15.0;5;-29.0;28.0;1.0;1.0;-5;-45.0;-14.0;-40;3.0
19.0;16;37.0;-24;-40.0;8.0;1.0;2.0;24;-80.0;-46.0;16;13.0
39.0;-46;24.0;10;4.0;3.0;-30.0;-6.0;-10;-53.0;-31.0;-46;12.0
20.0;-17;-11.0;0;38.0;-1.0;-38.0;68.0;0;-71.0;-16.0;-17;19.0
9.0;-18;3.0;16;-3.0;-1.0;-30.0;24.0;-16;-75.0;-73.0;-18;24.0
39.0;14;7.0;31;1.0;20.0;-41.0;8.0;-31;-60.0;-33.0;14;7.0
0.0;3;-30.0;29;-2.0;4.0;-27.0;-12.0;-29;-99.0;-60.0;3;-5.0
-1.0;0;28.0;-18;-26.0;20.0;-20.0;7.0;18;-68.0;-35.0;0;-45.0
9.0;-12;26.0;-24;-64.0;31.0;9.0;22.0;24;-88.0;-33.0;-12;-4.0
37.0;-8;-31.0;29;3.0;13.0;-16.0;19.0;-29;-147.0;12.0;-8;-28.0
77.0;37;-1818.0;20;318.0;-20.0;-757.0;1040.0;-20;148.0;39.0;37;828.0
28.0;-5;-6.0;-8;-10.0;16.0;0.0;-10.0;8;-107.0;-31.0;-5;15.0
-241.0;110;57.0;-114;-273.0;77.0;371.0;-254.0;114;-461.0;-222.0;110;-8.0
54.0;-8;-163.0;2;14.0;27.0;-90.0;66.0;-2;-60.0;-46.0;-8;-30.0
111.0;13;-1077.0;-53;-112.0;19.0;-350.0;707.0;53;-124.0;-72.0;13;-984.0
21.0;23;14.0;36;-8.0;-19.0;19.0;25.0;-36;-60.0;-41.0;23;-28.0
0.0;-4;-8.0;10;-18.0;6.0;8.0;-34.0;-10;-95.0;-45.0;-4;-5.0
-4.0;-5;9.0;27;-1.0;22.0;-13.0;-52.0;-27;-45.0;-19.0;-5;-38.0
-11.0;8;43.0;-34;-35.0;4.0;35.0;63.0;34;-73.0;-39.0;8;2.0
41.0;-21;95.0;48;42.0;230.0;78.0;-253.0;-48;-338.0;218.0;-21;67.0
47.0;14;-23.0;-25;-29.0;19.0;-31.0;3.0;25;-39.0;-26.0;14;-12.0
47.0;0;-4.0;-27;-7.0;38.0;-21.0;1.0;27;-79.0;-75.0;0;6.0
-55.0;-24;-85.0;88;-26.0;8.0;0.0;-251.0;-88;32.0;-33.0;-24;-93.0
-2.0;-5;-2.0;9;-9.0;12.0;7.0;-21.0;-9;-73.0;-53.0;-5;-34.0
-23.0;19;62.0;-14;-92.0;19.0;56.0;-19.0;14;-174.0;-119.0;19;1.0
79.0;44;21.0;9;-52.0;5.0;11.0;-78.0;-9;-112.0;-57.0;44;-40.0
15.0;25;-14.0;2;18.0;17.0;105.0;-206.0;-2;-56.0;-9.0;25;-119.0
-12.0;17;-937.0;41;-481.0;-25.0;346.0;288.0;-41;-149.0;-106.0;17;-222.0
37.0;22;28.0;-18;-16.0;33.0;-11.0;12.0;18;-73.0;-5.0;22;-2.0
90.0;-23;84.0;15;-111.0;-84.0;-24.0;-8.0;-15;-108.0;-139.0;-23;-35.0
20.0;-4;7.0;5;5.0;21.0;-18.0;20.0;-5;-58.0;-26.0;-4;17.0
22.0;-31;-27.0;-18;30.0;80.0;-15.0;0.0;18;-151.0;74.0;-31;28.0
11.0;-20;52.0;0;-20.0;17.0;20.0;-21.0;0;-109.0;-59.0;-20;-22.0
9.0;2;32.0;-32;-6.0;-13.0;-2.0;8.0;32;-72.0;-44.0;2;0.0
74.0;-31;-196.0;-47;-68.0;-114.0;-105.0;490.0;47;-157.0;-156.0;-31;-9.0
144.0;369;9.0;-192;21.0;185.0;-15.0;201.0;192;55.0;148.0;369;236.0
8.0;-44;41.0;-5;20.0;6.0;3.0;61.0;5;-41.0;-6.0;-44;37.0
-191.0;-70;445.0;840;-33.0;499.0;407.0;-790.0;-840;148.0;403.0;-70;-714.0
16.0;-5;22.0;25;2.0;18.0;-1.0;-8.0;-25;-32.0;-15.0;-5;8.0
47.0;4;28.0;-30;1.0;27.0;-31.0;21.0;30;-39.0;-6.0;4;-2.0
4.0;-4;4.0;-4;15.0;30.0;1.0;-44.0;4;-47.0;-19.0;-4;17.0
26.0;42;-15.0;-10;-27.0;20.0;14.0;9.0;10;-36.0;-7.0;42;9.0
8.0;867;200.0;-66;-383.0;-189.0;-33.0;-602.0;66;-187.0;-615.0;867;-259.0
2.0;-17;-19.0;-39;25.0;57.0;6.0;45.0;39;-68.0;-24.0;-17;40.0
20.0;-47;38.0;-22;-12.0;18.0;-53.0;-21.0;22;-86.0;-18.0;-47;15.0
49.0;10;-7.0;29;-18.0;10.0;-29.0;-58.0;-29;-40.0;-84.0;10;41.0
23.0;11;-3.0;-29;4.0;-2.0;-12.0;13.0;29;-93.0;-35.0;11;4.0
34.0;-25;27.0;-37;-24.0;28.0;-11.0;-4.0;37;-91.0;-37.0;-25;-13.0
30.0;31;36.0;-21;-21.0;-1.0;-16.0;-4.0;21;-77.0;-30.0;31;-9.0
75.0;1;3.0;8;-5.0;-12.0;-7.0;-2.0;-8;-71.0;-35.0;1;6.0
38.0;9;9.0;8;71.0;42.0;-17.0;-57.0;-8;-57.0;-2.0;9;72.0
275.0;24;325.0;7;159.0;541.0;-458.0;-152.0;-7;102.0;362.0;24;14.0
70.0;2;23.0;4;170.0;74.0;-14.0;-75.0;-4;67.0;123.0;2;58.0
54.0;9;-1.0;7;3.0;-6.0;-38.0;-21.0;-7;-92.0;-48.0;9;21.0
44.0;4;39.0;3;-2.0;3.0;-13.0;2.0;-3;-53.0;-60.0;4;12.0
-10.0;-22;-52.0;-5;-4.0;-22.0;-45.0;108.0;5;-84.0;-81.0;-22;159.0
33.0;-30;11.0;-24;4.0;37.0;4.0;-26.0;24;-48.0;6.0;-30;12.0
66.0;357;-8.0;756;23.0;79.0;-23.0;-8.0;-756;-127.0;-38.0;357;-45.0
-248.0;-662;38.0;1970;1382.0;415.0;236.0;285.0;-1970;1349.0;1387.0;-662;680.0
-5.0;-11;19.0;9;3.0;23.0;-11.0;3.0;-9;-32.0;17.0;-11;31.0
43.0;-12;28.0;-2;-44.0;24.0;138.0;-140.0;2;-49.0;-29.0;-12;16.0
-1.0;17;-2.0;-32;-19.0;36.0;17.0;-26.0;32;-50.0;-21.0;17;19.0
39.0;0;5.0;-14;1.0;28.0;24.0;-20.0;14;-59.0;10.0;0;18.0
41.0;-4;19.0;4;-6.0;30.0;7.0;-26.0;-4;-19.0;-26.0;-4;-17.0
-6.0;-4346;759.0;1260;1035.0;439.0;98.0;330.0;-1260;1316.0;1115.0;-4346;303.0
-9.0;-10;7.0;17;-90.0;-45.0;92.0;-34.0;-17;-7.0;-92.0;-10;-185.0
202.0;154;-60.0;11;-420.0;-204.0;333.0;-309.0;-11;-118.0;-273.0;154;60.0
-33.0;27;35.0;5;-32.0;-10.0;33.0;2.0;-5;-26.0;-68.0;27;72.0
30.0;14;48.0;-11;-29.0;30.0;7.0;-25.0;11;-76.0;-58.0;14;-18.0
94.0;66;310.0;-119;12.0;-215.0;35.0;8.0;119;-154.0;-228.0;66;-184.0
-1.0;-29;-21.0;4;-38.0;-6.0;6.0;5.0;-4;-123.0;-55.0;-29;-9.0
14.0;28;26.0;-5;-11.0;30.0;-11.0;0.0;5;-83.0;-45.0;28;-3.0
-33.0;24;-52.0;-38;11.0;69.0;-57.0;5.0;38;-54.0;59.0;24;78.0
52.0;44;-73.0;19;75.0;109.0;-55.0;86.0;-19;84.0;151.0;44;113.0
-4.0;-12;-37.0;8;25.0;1.0;3.0;35.0;-8;-34.0;0.0;-12;75.0
-54.0;29;73.0;-178;73.0;156.0;-37.0;271.0;178;-1112.0;74.0;29;-109.0
17.0;35;-30.0;26;-13.0;5.0;-26.0;-3.0;-26;-71.0;-27.0;35;34.0
5.0;31;33.0;26;11.0;19.0;-17.0;18.0;-26;-80.0;-16.0;31;51.0
34.0;14;6.0;17;-53.0;29.0;21.0;20.0;-17;-36.0;8.0;14;52.0
33.0;-2;2.0;19;-3.0;27.0;-21.0;39.0;-19;-58.0;-17.0;-2;34.0
90.0;-35;-21.0;-36;-36.0;46.0;-76.0;-36.0;36;13.0;-53.0;-35;-41.0
21.0;-8;1.0;25;1.0;33.0;-19.0;36.0;-25;-34.0;-7.0;-8;21.0
-11.0;8;27.0;18;-13.0;31.0;34.0;25.0;-18;45.0;-14.0;8;43.0
17.0;11;43.0;-41;1.0;37.0;0.0;-12.0;41;-69.0;11.0;11;-10.0
-5.0;22;67.0;-20;-51.0;44.0;31.0;29.0;20;-25.0;-5.0;22;-8.0
-23.0;-506;-21.0;-238;52.0;54.0;-1.0;28.0;238;16.0;61.0;-506;61.0
22.0;-38;5.0;1;-11.0;10.0;-13.0;9.0;-1;-48.0;-19.0;-38;35.0
42.0;0;63.0;-2;-38.0;41.0;4.0;12.0;2;-65.0;-36.0;0;22.0
18.0;2;16.0;-33;-8.0;6.0;-21.0;-6.0;33;-60.0;-32.0;2;10.0
30.0;-10;41.0;18;3.0;14.0;-10.0;-23.0;-18;-109.0;-21.0;-10;-16.0
-15.0;-16;37.0;-42;-25.0;17.0;-2.0;0.0;42;-71.0;-48.0;-16;-21.0
12.0;-20;27.0;0;6.0;-3.0;-2.0;-16.0;0;-73.0;-10.0;-20;-10.0
6.0;7;25.0;31;-25.0;29.0;-2.0;-27.0;-31;-97.0;-34.0;7;-9.0
25.0;-11;26.0;-16;28.0;19.0;-15.0;-4.0;16;-45.0;2.0;-11;26.0
35.0;0;17.0;13;14.0;-2.0;3.0;-2.0;-13;-39.0;-45.0;0;25.0
24.0;35;-21.0;6;14.0;-1.0;17.0;20.0;-6;-60.0;-28.0;35;-3.0
0.0;14;22.0;24;-16.0;43.0;8.0;5.0;-24;-60.0;-19.0;14;36.0
-10.0;-10;33.0;-19;-19.0;10.0;-1.0;46.0;19;-56.0;25.0;-10;13.0
14.0;-13;32.0;13;16.0;-3.0;-5.0;-8.0;-13;-93.0;-21.0;-13;-4.0
-37.0;11;-6.0;13;-1.0;17.0;6.0;60.0;-13;-15.0;15.0;11;36.0
-122.0;-1;237.0;27;-25.0;-53.0;119.0;-284.0;-27;317.0;109.0;-1;-573.0
44.0;14;-84.0;37;60.0;22.0;-80.0;45.0;-37;-17.0;38.0;14;77.0
49.0;42;31.0;-94;-7.0;-64.0;-49.0;83.0;94;-12.0;-92.0;42;71.0
-12.0;-31;476.0;64;58.0;-9.0;-59.0;-528.0;-64;34.0;58.0;-31;-46.0
-44.0;23;20.0;-10;-146.0;105.0;183.0;-337.0;10;-50.0;207.0;23;-813.0
43.0;24;28.0;36;-21.0;3.0;-38.0;-10.0;-36;-102.0;-16.0;24;5.0
22.0;-29;-23.0;25;-4.0;18.0;-18.0;-16.0;-25;-93.0;-34.0;-29;-1.0
64.0;-59;75.0;37;-74.0;42.0;2.0;58.0;-37;-37.0;8.0;-59;-105.0
36.0;-8;12.0;10;9.0;38.0;-6.0;22.0;-10;-32.0;5.0;-8;2.0
24.0;-46;12.0;10;-19.0;43.0;-27.0;-46.0;-10;-76.0;-28.0;-46;36.0
131.0;-18;141.0;-4;50.0;178.0;42.0;108.0;4;-125.0;12.0;-18;110.0
35.0;-21;16.0;33;8.0;36.0;-10.0;-34.0;-33;-68.0;-32.0;-21;28.0
12.0;0;55.0;-13;4.0;3.0;-7.0;20.0;13;-56.0;2.0;0;13.0
22.0;-27;35.0;-45;-10.0;-2.0;-15.0;-6.0;45;-50.0;-39.0;-27;7.0
-17.0;12;-21.0;-2;3.0;7.0;-4.0;19.0;2;-20.0;-53.0;12;6.0
32.0;20;-52.0;7;-15.0;39.0;-27.0;24.0;-7;139.0;-35.0;20;21.0
-2.0;-44;26.0;-10;-34.0;17.0;16.0;-23.0;10;-71.0;-30.0;-44;24.0
27.0;21;20.0;-13;10.0;-7.0;3.0;2.0;13;-49.0;-39.0;21;25.0
-9.0;-3;33.0;9;-10.0;43.0;1.0;-43.0;-9;-62.0;-22.0;-3;10.0
-1.0;-9;10.0;24;-19.0;22.0;11.0;-48.0;-24;-35.0;-17.0;-9;55.0
-94.0;-11;189.0;-32;-87.0;-93.0;129.0;-159.0;32;-273.0;-200.0;-11;-99.0
8.0;-39;-10.0;26;10.0;29.0;-6.0;-25.0;-26;-33.0;-28.0;-39;36.0
-33.0;29;-48.0;-20;71.0;-72.0;-15.0;81.0;20;-372.0;-133.0;29;89.0
14.0;-17;28.0;37;-23.0;9.0;9.0;-2.0;-37;-58.0;-49.0;-17;13.0
8.0;27;5.0;55;-43.0;-9.0;-20.0;36.0;-55;-51.0;-32.0;27;17.0
-158.0;1566;1120.0;486;-1002.0;-459.0;511.0;-757.0;-486;-424.0;-877.0;1566;-907.0
