InertialMeasurementUnit L-SHOE EuX;Accelerometer RUA_ accY;Accelerometer RWR accY;InertialMeasurementUnit RLA accX
80;476.0;622.0;-571.0
47;518.0;610.0;-696.0
81;642.0;591.0;-580.0
53;640.0;606.0;-709.0
118;933.0;678.0;-360.0
-18;597.0;663.0;-486.0
-123;737.0;437.0;-643.0
-81;738.0;543.0;-590.0
-18;547.0;493.0;-523.0
-83;567.0;602.0;-719.0
-112;845.0;672.0;-592.0
-14;551.0;496.0;-604.0
-14;604.0;527.0;-625.0
-18;652.0;566.0;-729.0
149;543.0;379.0;-309.0
159;601.0;506.0;-330.0
164;586.0;432.0;-352.0
140;645.0;458.0;-381.0
145;581.0;338.0;-440.0
155;643.0;661.0;-354.0
145;560.0;301.0;-478.0
145;592.0;357.0;-482.0
48;589.0;686.0;-567.0
84;631.0;513.0;-465.0
173;681.0;630.0;-501.0
145;662.0;298.0;-457.0
-57;382.0;715.0;-226.0
173;656.0;546.0;-448.0
126;-160.0;179.0;192.0
-73;718.0;650.0;-612.0
173;631.0;492.0;-427.0
43;628.0;666.0;-692.0
173;612.0;453.0;-367.0
173;631.0;489.0;-482.0
119;704.0;615.0;-507.0
155;574.0;392.0;-553.0
173;617.0;428.0;-430.0
143;559.0;329.0;-446.0
155;484.0;482.0;-385.0
118;637.0;656.0;-532.0
143;536.0;296.0;-501.0
156;626.0;529.0;-371.0
173;547.0;327.0;-502.0
156;567.0;446.0;-427.0
156;460.0;348.0;-332.0
102;624.0;576.0;-559.0
102;596.0;591.0;-521.0
158;481.0;327.0;-381.0
118;567.0;388.0;-587.0
158;527.0;385.0;-452.0
167;425.0;306.0;-448.0
159;557.0;342.0;-512.0
185;433.0;279.0;-299.0
139;427.0;272.0;-250.0
140;452.0;407.0;-331.0
145;634.0;501.0;-579.0
140;415.0;381.0;-347.0
115;326.0;325.0;-364.0
140;408.0;395.0;-348.0
145;591.0;323.0;-485.0
144;541.0;292.0;-507.0
145;669.0;475.0;-511.0
140;366.0;272.0;-300.0
101;519.0;563.0;-469.0
102;596.0;569.0;-429.0
147;656.0;756.0;-457.0
139;445.0;504.0;-393.0
102;538.0;567.0;-464.0
165;530.0;348.0;-461.0
165;556.0;464.0;-375.0
165;559.0;359.0;-478.0
102;528.0;548.0;-362.0
165;528.0;432.0;-360.0
102;555.0;318.0;-411.0
102;460.0;468.0;-371.0
75;255.0;471.0;-250.0
173;566.0;453.0;-372.0
91;342.0;626.0;-317.0
173;611.0;363.0;-434.0
173;668.0;419.0;-408.0
-101;785.0;169.0;-646.0
173;539.0;407.0;-327.0
153;516.0;359.0;-412.0
175;529.0;367.0;-324.0
-155;459.0;483.0;-393.0
-138;476.0;591.0;-426.0
-126;466.0;515.0;-465.0
-109;523.0;486.0;-447.0
-96;534.0;547.0;-412.0
83;655.0;622.0;-554.0
140;575.0;304.0;-387.0
-92;493.0;537.0;-511.0
146;714.0;570.0;-495.0
167;460.0;435.0;-456.0
-81;673.0;419.0;-561.0
-81;659.0;470.0;-578.0
140;637.0;388.0;-373.0
97;781.0;476.0;-372.0
-145;816.0;607.0;-658.0
-166;741.0;594.0;-774.0
140;729.0;526.0;-426.0
-85;635.0;669.0;-622.0
-85;649.0;643.0;-641.0
-83;682.0;605.0;-695.0
139;736.0;515.0;-445.0
-89;689.0;628.0;-622.0
139;701.0;370.0;-517.0
176;574.0;354.0;-355.0
144;602.0;477.0;-461.0
176;503.0;353.0;-431.0
164;626.0;352.0;-467.0
-92;449.0;594.0;-442.0
58;772.0;695.0;-685.0
42;612.0;619.0;-604.0
44;476.0;589.0;-525.0
41;390.0;667.0;-492.0
41;447.0;619.0;-635.0
129;513.0;444.0;-854.0
-90;445.0;512.0;-449.0
-89;465.0;382.0;-499.0
-81;592.0;344.0;-635.0
153;650.0;390.0;-490.0
-81;476.0;311.0;-193.0
-96;612.0;616.0;-348.0
78;402.0;483.0;-370.0
167;610.0;722.0;-422.0
155;423.0;539.0;-492.0
139;629.0;513.0;-465.0
-136;156.0;140.0;-235.0
59;294.0;516.0;-637.0
24;363.0;603.0;-390.0
84;723.0;1004.0;-259.0
-88;642.0;428.0;-789.0
-135;260.0;243.0;-230.0
57;632.0;442.0;-433.0
-160;104.0;56.0;-84.0
83;755.0;604.0;-651.0
83;690.0;681.0;-586.0
83;556.0;659.0;-606.0
56;562.0;594.0;-562.0
-154;190.0;279.0;-27.0
139;641.0;477.0;-508.0
-57;552.0;402.0;-691.0
144;611.0;336.0;-506.0
-48;745.0;313.0;-698.0
-82;678.0;386.0;-577.0
139;450.0;389.0;-506.0
-166;-199.0;334.0;452.0
-31;471.0;642.0;-379.0
-57;377.0;206.0;-141.0
166;555.0;613.0;-524.0
171;592.0;567.0;-490.0
-134;444.0;351.0;-173.0
-166;96.0;200.0;303.0
-152;310.0;90.0;-12.0
0;782.0;747.0;-510.0
-81;698.0;397.0;-496.0
-99;958.0;495.0;-389.0
-81;462.0;169.0;-255.0
-54;625.0;339.0;-517.0
139;500.0;278.0;-414.0
-12;680.0;491.0;-625.0
-81;508.0;354.0;-284.0
-94;508.0;506.0;-208.0
146;524.0;568.0;-535.0
145;579.0;310.0;-479.0
-5;701.0;608.0;-651.0
145;581.0;319.0;-494.0
-4;709.0;570.0;-644.0
18;708.0;667.0;-666.0
9;717.0;557.0;-642.0
139;373.0;429.0;-359.0
9;735.0;533.0;-631.0
141;336.0;372.0;-203.0
-54;617.0;525.0;-634.0
-53;674.0;605.0;-540.0
-53;764.0;600.0;-541.0
139;442.0;422.0;-266.0
139;441.0;483.0;-427.0
139;474.0;479.0;-490.0
139;508.0;447.0;-442.0
144;669.0;447.0;-418.0
139;500.0;456.0;-318.0
156;748.0;414.0;-502.0
145;625.0;450.0;-483.0
139;508.0;472.0;-292.0
144;720.0;507.0;-401.0
37;494.0;599.0;-436.0
139;489.0;427.0;-303.0
165;749.0;402.0;-344.0
-156;-642.0;-841.0;770.0
-161;431.0;464.0;25.0
139;505.0;377.0;-314.0
139;502.0;363.0;-344.0
-135;244.0;-60.0;-310.0
-142;221.0;386.0;-391.0
-108;402.0;368.0;-361.0
-102;528.0;494.0;-331.0
-98;495.0;345.0;-326.0
139;497.0;537.0;-347.0
139;565.0;540.0;-356.0
-97;480.0;454.0;-360.0
-97;545.0;541.0;-338.0
-152;373.0;285.0;11.0
139;630.0;369.0;-348.0
-97;580.0;329.0;-283.0
-97;517.0;292.0;-336.0
137;595.0;688.0;-504.0
-97;482.0;262.0;-333.0
-57;339.0;74.0;-212.0
-97;530.0;359.0;-354.0
-97;463.0;289.0;-401.0
-97;439.0;320.0;-404.0
-97;441.0;284.0;-338.0
-97;402.0;290.0;-343.0
139;601.0;574.0;-353.0
11;578.0;563.0;-656.0
139;647.0;520.0;-379.0
139;664.0;474.0;-363.0
-153;655.0;495.0;-529.0
139;580.0;580.0;-386.0
129;553.0;683.0;-483.0
120;687.0;867.0;-373.0
-1;647.0;571.0;-530.0
-67;621.0;611.0;-486.0
-184;610.0;587.0;-418.0
-96;521.0;540.0;-380.0
131;487.0;540.0;-357.0
75;366.0;246.0;-623.0
144;549.0;207.0;-444.0
-153;659.0;435.0;-543.0
-21;649.0;321.0;-427.0
-153;644.0;584.0;-479.0
118;911.0;1056.0;-470.0
5;683.0;431.0;-612.0
76;609.0;613.0;-574.0
76;585.0;584.0;-606.0
76;634.0;570.0;-664.0
0;723.0;459.0;-617.0
144;585.0;321.0;-609.0
144;574.0;366.0;-584.0
145;638.0;423.0;-611.0
34;749.0;604.0;-689.0
34;726.0;633.0;-638.0
144;608.0;354.0;-477.0
144;621.0;361.0;-517.0
34;764.0;622.0;-603.0
85;610.0;577.0;-573.0
84;584.0;622.0;-642.0
144;665.0;433.0;-526.0
145;653.0;371.0;-476.0
145;623.0;378.0;-444.0
144;613.0;393.0;-439.0
144;644.0;391.0;-450.0
144;667.0;405.0;-510.0
105;757.0;752.0;-582.0
73;674.0;654.0;-553.0
73;606.0;585.0;-607.0
66;616.0;529.0;-716.0
34;775.0;621.0;-615.0
34;792.0;617.0;-642.0
91;441.0;514.0;-401.0
144;647.0;396.0;-545.0
145;637.0;386.0;-517.0
91;666.0;565.0;-520.0
-159;562.0;582.0;-228.0
145;634.0;384.0;-489.0
144;647.0;403.0;-509.0
144;638.0;376.0;-526.0
145;646.0;415.0;-504.0
145;662.0;374.0;-489.0
177;700.0;550.0;-565.0
175;684.0;559.0;-456.0
175;696.0;557.0;-497.0
145;665.0;372.0;-494.0
145;658.0;329.0;-536.0
144;659.0;381.0;-525.0
144;660.0;360.0;-508.0
175;592.0;637.0;-509.0
-57;527.0;738.0;-303.0
-87;891.0;582.0;-1001.0
175;619.0;536.0;-521.0
-102;475.0;469.0;-413.0
145;668.0;372.0;-504.0
145;669.0;364.0;-518.0
145;649.0;369.0;-524.0
144;652.0;432.0;-511.0
144;673.0;396.0;-509.0
144;673.0;397.0;-527.0
175;642.0;588.0;-490.0
175;720.0;651.0;-419.0
94;471.0;449.0;-453.0
-170;411.0;403.0;-267.0
175;589.0;527.0;-510.0
145;662.0;381.0;-530.0
145;670.0;415.0;-524.0
-114;411.0;434.0;-502.0
175;627.0;384.0;-529.0
175;621.0;444.0;-489.0
-131;435.0;457.0;-704.0
-162;595.0;533.0;-682.0
-48;754.0;579.0;-687.0
175;575.0;483.0;-443.0
-101;832.0;323.0;-621.0
-48;631.0;411.0;-628.0
126;566.0;730.0;-449.0
-48;676.0;431.0;-531.0
-48;721.0;452.0;-550.0
-178;402.0;450.0;-385.0
-176;455.0;488.0;-355.0
144;681.0;371.0;-536.0
58;403.0;796.0;-296.0
97;989.0;422.0;-410.0
-48;713.0;469.0;-600.0
-101;800.0;405.0;-632.0
-48;665.0;409.0;-588.0
-48;680.0;385.0;-578.0
-14;821.0;664.0;-671.0
-48;393.0;430.0;-289.0
34;705.0;628.0;-713.0
-121;634.0;586.0;-471.0
34;709.0;597.0;-737.0
34;793.0;637.0;-658.0
-121;658.0;485.0;-466.0
34;763.0;618.0;-686.0
-121;652.0;578.0;-512.0
-121;555.0;495.0;-558.0
34;719.0;595.0;-707.0
-121;500.0;490.0;-458.0
144;669.0;422.0;-536.0
145;670.0;445.0;-524.0
-172;441.0;516.0;-214.0
-5;739.0;648.0;-563.0
-104;567.0;573.0;-466.0
-121;602.0;606.0;-513.0
-101;657.0;530.0;-443.0
145;682.0;473.0;-517.0
145;676.0;458.0;-534.0
144;688.0;444.0;-542.0
-112;654.0;484.0;-472.0
-106;603.0;596.0;-565.0
-108;758.0;596.0;-473.0
-121;656.0;650.0;-552.0
-107;662.0;453.0;-421.0
144;679.0;454.0;-527.0
-106;582.0;428.0;-483.0
-74;531.0;321.0;-331.0
-74;411.0;380.0;-416.0
67;664.0;680.0;-637.0
173;668.0;533.0;-584.0
-27;653.0;745.0;-580.0
66;632.0;660.0;-596.0
144;707.0;444.0;-535.0
145;728.0;456.0;-550.0
67;662.0;617.0;-619.0
98;831.0;490.0;-626.0
-6;682.0;649.0;-510.0
126;489.0;597.0;-543.0
-101;829.0;703.0;-758.0
-31;529.0;545.0;-374.0
-60;730.0;644.0;-623.0
54;691.0;668.0;-663.0
97;699.0;660.0;-700.0
95;765.0;543.0;-452.0
99;641.0;550.0;-623.0
145;763.0;546.0;-555.0
145;765.0;530.0;-554.0
99;580.0;508.0;-562.0
118;605.0;275.0;-323.0
145;762.0;543.0;-579.0
145;756.0;556.0;-595.0
97;614.0;440.0;-373.0
-163;772.0;533.0;-676.0
115;461.0;463.0;-402.0
34;845.0;704.0;-730.0
54;669.0;547.0;-637.0
115;562.0;433.0;-437.0
161;419.0;340.0;-557.0
133;689.0;583.0;-964.0
-121;470.0;545.0;-320.0
118;730.0;664.0;-632.0
145;656.0;586.0;-620.0
145;560.0;432.0;-637.0
-121;212.0;547.0;-449.0
-26;750.0;840.0;-655.0
8;701.0;651.0;-635.0
115;460.0;408.0;-459.0
-121;382.0;702.0;-602.0
-121;600.0;617.0;-504.0
115;637.0;631.0;-567.0
115;593.0;524.0;-631.0
140;510.0;443.0;-623.0
99;481.0;469.0;-481.0
117;616.0;638.0;-616.0
116;531.0;512.0;-562.0
193;667.0;606.0;-688.0
116;620.0;666.0;-528.0
145;779.0;596.0;-566.0
154;688.0;465.0;-544.0
116;659.0;655.0;-575.0
123;606.0;434.0;-629.0
145;643.0;431.0;-424.0
125;587.0;501.0;-538.0
97;565.0;593.0;-584.0
97;578.0;630.0;-538.0
97;476.0;634.0;-527.0
161;646.0;370.0;-526.0
-122;609.0;493.0;-649.0
164;627.0;381.0;-497.0
97;392.0;386.0;-446.0
173;553.0;354.0;-480.0
97;164.0;313.0;-547.0
174;636.0;415.0;-506.0
174;633.0;448.0;-477.0
174;626.0;479.0;-457.0
174;614.0;438.0;-454.0
174;594.0;454.0;-391.0
174;621.0;473.0;-427.0
174;595.0;438.0;-426.0
174;636.0;430.0;-437.0
174;599.0;459.0;-385.0
-91;655.0;573.0;-581.0
97;681.0;529.0;-453.0
145;610.0;520.0;-656.0
-143;777.0;504.0;-615.0
-67;765.0;637.0;-657.0
-123;685.0;639.0;-458.0
-123;685.0;565.0;-504.0
-123;696.0;630.0;-488.0
39;603.0;576.0;-649.0
39;581.0;539.0;-685.0
39;643.0;600.0;-595.0
-112;451.0;319.0;-338.0
-66;738.0;633.0;-676.0
-143;535.0;307.0;-383.0
-66;679.0;603.0;-714.0
-66;685.0;628.0;-724.0
139;534.0;150.0;-340.0
-168;225.0;76.0;-555.0
-136;502.0;311.0;-454.0
-153;544.0;314.0;-425.0
-148;530.0;326.0;-376.0
-154;537.0;331.0;-353.0
97;501.0;259.0;-403.0
144;569.0;361.0;-374.0
145;522.0;303.0;-359.0
131;495.0;298.0;-364.0
139;461.0;142.0;-389.0
130;462.0;309.0;-394.0
121;471.0;272.0;-383.0
126;489.0;294.0;-372.0
124;483.0;300.0;-386.0
125;521.0;320.0;-369.0
124;537.0;304.0;-368.0
125;537.0;316.0;-359.0
125;510.0;373.0;-400.0
125;515.0;335.0;-418.0
125;491.0;356.0;-425.0
125;498.0;367.0;-444.0
125;503.0;377.0;-410.0
125;554.0;338.0;-429.0
125;609.0;421.0;-395.0
125;607.0;356.0;-375.0
125;581.0;423.0;-359.0
125;586.0;386.0;-344.0
125;567.0;392.0;-332.0
125;557.0;376.0;-331.0
125;517.0;361.0;-336.0
125;480.0;371.0;-304.0
125;482.0;406.0;-313.0
125;478.0;370.0;-303.0
125;467.0;335.0;-316.0
125;475.0;399.0;-339.0
125;457.0;374.0;-347.0
125;458.0;364.0;-342.0
125;446.0;403.0;-353.0
140;417.0;335.0;-275.0
125;465.0;435.0;-402.0
125;496.0;377.0;-367.0
125;503.0;437.0;-376.0
125;486.0;368.0;-361.0
97;546.0;357.0;-225.0
125;518.0;459.0;-353.0
125;513.0;375.0;-340.0
125;536.0;425.0;-334.0
125;470.0;406.0;-336.0
97;607.0;306.0;-397.0
125;480.0;474.0;-292.0
125;498.0;468.0;-351.0
125;507.0;544.0;-355.0
144;505.0;587.0;-319.0
125;480.0;509.0;-304.0
125;473.0;454.0;-293.0
102;462.0;659.0;-163.0
125;517.0;548.0;-366.0
97;666.0;401.0;-424.0
125;480.0;593.0;-373.0
125;488.0;556.0;-375.0
131;422.0;750.0;-328.0
125;517.0;498.0;-376.0
-109;623.0;545.0;-690.0
-109;523.0;658.0;-508.0
125;553.0;644.0;-403.0
145;736.0;345.0;-420.0
125;555.0;658.0;-540.0
125;565.0;603.0;-551.0
125;544.0;675.0;-542.0
125;595.0;576.0;-551.0
125;671.0;613.0;-498.0
157;686.0;746.0;-581.0
97;532.0;309.0;-425.0
125;689.0;617.0;-503.0
125;696.0;638.0;-522.0
125;549.0;632.0;-573.0
97;593.0;338.0;-331.0
97;571.0;324.0;-412.0
97;547.0;438.0;-430.0
97;536.0;482.0;-347.0
97;519.0;394.0;-407.0
135;611.0;778.0;-541.0
100;763.0;817.0;-492.0
97;589.0;532.0;-360.0
97;431.0;368.0;-402.0
97;564.0;560.0;-472.0
117;611.0;721.0;-571.0
97;602.0;635.0;-396.0
100;674.0;671.0;-490.0
143;644.0;649.0;-411.0
-127;596.0;656.0;-422.0
97;571.0;694.0;-380.0
-135;537.0;641.0;-399.0
97;427.0;506.0;-443.0
-135;437.0;277.0;-528.0
-138;504.0;481.0;-504.0
97;470.0;581.0;-464.0
-150;578.0;510.0;-420.0
85;530.0;396.0;-618.0
-153;550.0;391.0;-505.0
120;773.0;833.0;-657.0
-154;627.0;392.0;-453.0
118;756.0;708.0;-487.0
82;688.0;684.0;-612.0
-160;575.0;348.0;-468.0
-112;665.0;522.0;-668.0
-102;645.0;680.0;-596.0
-143;581.0;609.0;-425.0
-144;493.0;518.0;-454.0
45;667.0;527.0;-345.0
44;646.0;517.0;-562.0
97;560.0;525.0;-417.0
97;562.0;527.0;-318.0
-144;609.0;635.0;-608.0
97;601.0;384.0;-309.0
-123;575.0;560.0;-642.0
-134;621.0;412.0;-623.0
-114;626.0;663.0;-490.0
-123;548.0;609.0;-522.0
40;745.0;636.0;-498.0
40;601.0;392.0;-469.0
-90;961.0;971.0;-823.0
139;702.0;348.0;-542.0
-26;657.0;631.0;-752.0
-136;649.0;667.0;-636.0
-48;897.0;114.0;-843.0
-63;560.0;258.0;-246.0
25;541.0;147.0;58.0
125;469.0;609.0;-588.0
151;456.0;552.0;-574.0
-141;696.0;674.0;-506.0
-182;882.0;336.0;-388.0
-53;865.0;835.0;-813.0
-141;572.0;686.0;-469.0
-123;901.0;979.0;-59.0
-140;547.0;701.0;-402.0
145;710.0;161.0;-482.0
-157;-191.0;-277.0;330.0
82;500.0;716.0;-695.0
126;369.0;417.0;-760.0
39;626.0;875.0;-701.0
154;707.0;329.0;-499.0
167;625.0;752.0;-383.0
5;1102.0;1053.0;-1031.0
-166;141.0;447.0;486.0
-166;-262.0;19.0;423.0
-152;182.0;-132.0;53.0
-166;-57.0;-45.0;144.0
-135;871.0;729.0;-639.0
143;534.0;796.0;-471.0
-166;-157.0;484.0;24.0
-45;676.0;305.0;-288.0
-123;702.0;449.0;-701.0
125;425.0;544.0;-317.0
-168;-18.0;-139.0;575.0
-63;1081.0;717.0;-694.0
-55;690.0;653.0;-782.0
-47;-50.0;-691.0;188.0
139;660.0;-81.0;-406.0
134;460.0;593.0;-351.0
174;509.0;369.0;-289.0
97;184.0;-176.0;-106.0
145;746.0;741.0;-683.0
147;525.0;638.0;-590.0
-144;418.0;238.0;-423.0
-73;764.0;551.0;-861.0
165;664.0;280.0;-528.0
173;639.0;360.0;-374.0
-55;516.0;496.0;-1055.0
161;786.0;433.0;-548.0
175;474.0;623.0;-263.0
139;603.0;332.0;-297.0
144;600.0;279.0;-446.0
141;534.0;359.0;-124.0
-134;854.0;567.0;-515.0
97;470.0;-57.0;-478.0
-157;-331.0;-339.0;10.0
-57;942.0;1026.0;-581.0
174;587.0;397.0;-309.0
-119;726.0;745.0;-675.0
-135;334.0;387.0;-703.0
145;600.0;249.0;-449.0
139;386.0;747.0;-174.0
-101;688.0;715.0;-511.0
144;582.0;247.0;-513.0
-85;680.0;707.0;-703.0
-157;-386.0;-519.0;483.0
-121;718.0;687.0;-625.0
139;545.0;666.0;-405.0
13;732.0;783.0;-757.0
-140;626.0;786.0;-298.0
145;571.0;427.0;-647.0
118;607.0;778.0;-628.0
141;207.0;67.0;-66.0
154;770.0;527.0;-585.0
144;709.0;304.0;-648.0
-140;622.0;696.0;-497.0
154;697.0;507.0;-681.0
97;317.0;361.0;-100.0
-153;311.0;410.0;-117.0
-10;461.0;867.0;-444.0
-57;424.0;711.0;-749.0
142;1062.0;1476.0;-287.0
-153;624.0;565.0;-44.0
141;433.0;430.0;-972.0
144;634.0;265.0;-577.0
154;685.0;352.0;-624.0
113;1025.0;682.0;-1010.0
154;710.0;425.0;-648.0
-81;540.0;209.0;-681.0
145;602.0;283.0;-513.0
