Accelerometer LUA^ accX;Accelerometer LUA_ accY;Accelerometer LH accY;Accelerometer RKN^ accY;InertialMeasurementUnit LLA accY;InertialMeasurementUnit L-SHOE EuZ;Accelerometer LUA_ accX;Accelerometer LH accX;Accelerometer LWR accY;Accelerometer LWR accZ;InertialMeasurementUnit LLA accX
187.0;815.0;828.0;807.0;-321.0;16;-395.0;443.0;747.0;454.0;-882.0
441.0;903.0;1018.0;724.0;-320.0;-6;-477.0;584.0;955.0;776.0;-1180.0
403.0;827.0;908.0;1068.0;-674.0;1;-123.0;335.0;906.0;294.0;-728.0
197.0;879.0;929.0;1003.0;-457.0;6;-340.0;539.0;905.0;430.0;-846.0
62.0;770.0;908.0;725.0;-389.0;19;-384.0;518.0;821.0;423.0;-750.0
277.0;554.0;625.0;1055.0;-457.0;17;-339.0;674.0;581.0;415.0;-518.0
244.0;880.0;916.0;899.0;-429.0;6;-276.0;449.0;884.0;409.0;-848.0
136.0;814.0;843.0;957.0;-468.0;6;-361.0;457.0;779.0;412.0;-846.0
182.0;934.0;959.0;942.0;-537.0;6;-314.0;380.0;951.0;463.0;-792.0
65.0;851.0;853.0;989.0;-454.0;7;-483.0;393.0;772.0;448.0;-914.0
-85.0;693.0;781.0;1078.0;-495.0;9;-713.0;399.0;506.0;451.0;-814.0
-10.0;818.0;883.0;877.0;-576.0;7;-540.0;486.0;721.0;451.0;-828.0
0.0;866.0;881.0;925.0;-539.0;7;-534.0;439.0;770.0;437.0;-754.0
191.0;726.0;952.0;1049.0;-465.0;-3;-178.0;427.0;815.0;295.0;-842.0
-18.0;877.0;904.0;898.0;-564.0;8;-474.0;338.0;789.0;369.0;-686.0
78.0;666.0;767.0;1139.0;-470.0;6;-324.0;352.0;683.0;326.0;-634.0
457.0;638.0;601.0;907.0;44.0;-8;43.0;372.0;721.0;280.0;-944.0
185.0;784.0;700.0;1005.0;-621.0;8;-321.0;657.0;690.0;521.0;-800.0
215.0;798.0;960.0;1072.0;-403.0;-3;-252.0;230.0;805.0;474.0;-710.0
161.0;733.0;862.0;1008.0;-465.0;-3;-236.0;259.0;773.0;413.0;-744.0
235.0;840.0;962.0;909.0;-507.0;-4;-321.0;294.0;870.0;432.0;-764.0
200.0;817.0;927.0;960.0;-456.0;-7;-307.0;291.0;829.0;355.0;-713.0
148.0;726.0;890.0;1015.0;-381.0;-8;-283.0;221.0;780.0;394.0;-649.0
159.0;921.0;1031.0;1362.0;-612.0;-7;-550.0;612.0;932.0;649.0;-626.0
163.0;842.0;853.0;1015.0;-591.0;8;-410.0;551.0;817.0;536.0;-619.0
578.0;1005.0;963.0;1414.0;-690.0;-3;-476.0;813.0;952.0;784.0;-391.0
173.0;673.0;691.0;1086.0;-783.0;7;-293.0;318.0;649.0;378.0;-539.0
599.0;956.0;925.0;812.0;-230.0;-18;-26.0;557.0;997.0;212.0;-652.0
52.0;675.0;779.0;951.0;-477.0;7;-300.0;342.0;704.0;373.0;-967.0
191.0;849.0;847.0;1024.0;-624.0;8;-402.0;555.0;802.0;537.0;-803.0
198.0;854.0;807.0;965.0;-626.0;7;-404.0;567.0;784.0;426.0;-760.0
187.0;820.0;812.0;1063.0;-538.0;5;-452.0;634.0;748.0;522.0;-775.0
208.0;912.0;1016.0;954.0;-435.0;4;-201.0;328.0;968.0;340.0;-897.0
171.0;801.0;740.0;1073.0;-606.0;5;-455.0;653.0;729.0;563.0;-788.0
-8.0;776.0;863.0;1017.0;-725.0;-5;-726.0;534.0;697.0;575.0;-810.0
115.0;748.0;698.0;999.0;-615.0;9;-301.0;767.0;707.0;357.0;-702.0
213.0;879.0;846.0;1060.0;-581.0;8;-435.0;672.0;823.0;556.0;-679.0
65.0;724.0;543.0;940.0;-667.0;4;-427.0;769.0;722.0;579.0;-644.0
136.0;643.0;604.0;961.0;-746.0;4;-481.0;814.0;619.0;607.0;-664.0
97.0;753.0;756.0;978.0;-547.0;-52;-194.0;322.0;930.0;528.0;-877.0
81.0;722.0;674.0;941.0;-745.0;-25;-329.0;651.0;821.0;581.0;-630.0
43.0;588.0;788.0;1029.0;-577.0;8;-407.0;321.0;609.0;296.0;-482.0
194.0;859.0;869.0;1169.0;-459.0;6;-320.0;513.0;863.0;471.0;-837.0
180.0;836.0;889.0;1004.0;-474.0;6;-284.0;511.0;865.0;489.0;-844.0
147.0;905.0;911.0;1000.0;-430.0;6;-344.0;482.0;904.0;461.0;-866.0
-40.0;789.0;787.0;1030.0;-481.0;7;-548.0;450.0;774.0;434.0;-825.0
-4.0;823.0;864.0;904.0;-544.0;28;-377.0;438.0;796.0;353.0;-520.0
-5.0;865.0;849.0;1006.0;-588.0;7;-397.0;422.0;858.0;408.0;-891.0
241.0;868.0;940.0;871.0;-434.0;9;-213.0;414.0;896.0;363.0;-877.0
228.0;866.0;944.0;897.0;-444.0;9;-214.0;394.0;912.0;355.0;-870.0
163.0;789.0;831.0;985.0;-588.0;12;-220.0;168.0;834.0;355.0;-635.0
248.0;783.0;384.0;962.0;-552.0;7;-308.0;687.0;775.0;598.0;-717.0
224.0;650.0;474.0;973.0;-546.0;7;-334.0;705.0;637.0;576.0;-610.0
134.0;783.0;833.0;961.0;-729.0;7;-441.0;597.0;663.0;536.0;-693.0
186.0;829.0;687.0;965.0;-654.0;9;-510.0;628.0;720.0;589.0;-739.0
145.0;639.0;791.0;924.0;-702.0;2;-242.0;375.0;681.0;361.0;-735.0
110.0;857.0;740.0;913.0;-750.0;8;-500.0;601.0;692.0;648.0;-709.0
160.0;708.0;873.0;923.0;-614.0;-7;-244.0;350.0;759.0;310.0;-914.0
89.0;746.0;1001.0;875.0;-369.0;-9;-304.0;259.0;798.0;478.0;-654.0
341.0;706.0;545.0;989.0;-659.0;8;-315.0;596.0;771.0;622.0;-438.0
128.0;763.0;935.0;808.0;-343.0;-9;-326.0;393.0;789.0;415.0;-658.0
178.0;699.0;890.0;866.0;-475.0;-10;-187.0;458.0;779.0;463.0;-677.0
197.0;793.0;900.0;1049.0;-571.0;-8;-412.0;411.0;836.0;531.0;-871.0
87.0;691.0;802.0;1011.0;-595.0;3;-500.0;596.0;676.0;515.0;-831.0
89.0;670.0;765.0;985.0;-676.0;-6;-493.0;598.0;653.0;511.0;-849.0
172.0;913.0;1044.0;714.0;-388.0;8;-184.0;311.0;971.0;357.0;-917.0
113.0;645.0;721.0;956.0;-509.0;-5;-442.0;512.0;656.0;522.0;-828.0
83.0;593.0;761.0;1057.0;-480.0;-12;-412.0;414.0;607.0;525.0;-901.0
39.0;603.0;628.0;962.0;-683.0;-7;-510.0;538.0;557.0;535.0;-768.0
70.0;903.0;894.0;1121.0;-655.0;8;-405.0;578.0;894.0;568.0;-757.0
123.0;775.0;865.0;980.0;-481.0;8;-318.0;319.0;825.0;508.0;-681.0
231.0;868.0;934.0;869.0;-463.0;9;-222.0;458.0;925.0;414.0;-877.0
218.0;867.0;937.0;850.0;-435.0;9;-241.0;474.0;908.0;440.0;-881.0
220.0;839.0;941.0;914.0;-429.0;10;-223.0;495.0;848.0;435.0;-880.0
256.0;829.0;883.0;920.0;-456.0;10;-193.0;486.0;867.0;426.0;-881.0
261.0;839.0;889.0;902.0;-426.0;11;-199.0;447.0;898.0;439.0;-857.0
417.0;459.0;437.0;999.0;-630.0;24;-566.0;873.0;480.0;929.0;-816.0
246.0;865.0;925.0;862.0;-409.0;11;-193.0;400.0;901.0;335.0;-900.0
235.0;707.0;648.0;1046.0;-661.0;-11;-487.0;701.0;567.0;594.0;-778.0
30.0;732.0;767.0;826.0;-426.0;-74;-380.0;163.0;677.0;338.0;-624.0
421.0;590.0;557.0;1017.0;-743.0;0;-482.0;739.0;559.0;697.0;-680.0
105.0;740.0;816.0;882.0;-413.0;10;-288.0;371.0;807.0;430.0;-646.0
214.0;820.0;501.0;721.0;-510.0;6;-607.0;413.0;547.0;356.0;-732.0
228.0;722.0;466.0;700.0;-552.0;6;-578.0;336.0;464.0;369.0;-675.0
228.0;805.0;879.0;1150.0;-589.0;-43;-303.0;309.0;803.0;446.0;-802.0
203.0;873.0;968.0;925.0;-445.0;11;-233.0;356.0;905.0;365.0;-907.0
140.0;748.0;797.0;826.0;-797.0;-6;-500.0;455.0;645.0;630.0;-774.0
77.0;694.0;919.0;852.0;-410.0;2;-173.0;289.0;796.0;425.0;-820.0
265.0;788.0;460.0;863.0;-669.0;6;-650.0;424.0;516.0;452.0;-445.0
270.0;831.0;959.0;1015.0;-468.0;0;-164.0;375.0;896.0;365.0;-825.0
245.0;885.0;860.0;876.0;-477.0;11;-229.0;273.0;904.0;470.0;-912.0
150.0;897.0;953.0;966.0;-482.0;1;-269.0;308.0;876.0;385.0;-844.0
132.0;935.0;996.0;1004.0;-382.0;9;-280.0;280.0;934.0;386.0;-927.0
1.0;925.0;719.0;976.0;-639.0;1;-563.0;449.0;790.0;497.0;-650.0
44.0;912.0;718.0;974.0;-569.0;1;-435.0;439.0;795.0;549.0;-702.0
221.0;725.0;439.0;882.0;-603.0;5;-649.0;334.0;455.0;423.0;-598.0
104.0;858.0;740.0;973.0;-594.0;1;-424.0;523.0;746.0;538.0;-768.0
232.0;732.0;429.0;782.0;-534.0;4;-658.0;376.0;440.0;436.0;-542.0
241.0;743.0;433.0;826.0;-533.0;4;-669.0;397.0;453.0;469.0;-550.0
120.0;893.0;979.0;1001.0;-424.0;9;-282.0;201.0;898.0;324.0;-874.0
119.0;904.0;986.0;1015.0;-440.0;8;-290.0;136.0;899.0;254.0;-894.0
138.0;878.0;790.0;965.0;-599.0;1;-472.0;578.0;762.0;455.0;-827.0
274.0;771.0;464.0;784.0;-547.0;4;-627.0;398.0;468.0;441.0;-548.0
283.0;771.0;445.0;793.0;-573.0;4;-627.0;362.0;477.0;444.0;-547.0
286.0;782.0;465.0;797.0;-582.0;4;-633.0;381.0;473.0;459.0;-540.0
315.0;846.0;510.0;809.0;-591.0;4;-646.0;371.0;516.0;461.0;-572.0
321.0;846.0;494.0;829.0;-578.0;4;-635.0;393.0;512.0;443.0;-599.0
306.0;845.0;499.0;798.0;-563.0;4;-621.0;432.0;568.0;463.0;-599.0
325.0;831.0;512.0;838.0;-564.0;4;-606.0;418.0;541.0;456.0;-595.0
43.0;712.0;760.0;950.0;-467.0;-13;-400.0;279.0;649.0;272.0;-628.0
309.0;790.0;477.0;808.0;-556.0;4;-619.0;423.0;517.0;430.0;-584.0
286.0;702.0;418.0;824.0;-575.0;4;-591.0;361.0;451.0;469.0;-587.0
115.0;933.0;993.0;815.0;-337.0;2;-223.0;153.0;944.0;300.0;-938.0
163.0;794.0;884.0;911.0;-383.0;1;-203.0;215.0;801.0;334.0;-750.0
54.0;491.0;579.0;993.0;-354.0;-2;-138.0;67.0;515.0;188.0;-733.0
279.0;708.0;437.0;814.0;-580.0;4;-621.0;370.0;435.0;469.0;-609.0
314.0;777.0;454.0;820.0;-573.0;4;-631.0;368.0;513.0;473.0;-534.0
293.0;787.0;443.0;806.0;-577.0;4;-641.0;408.0;455.0;490.0;-569.0
286.0;794.0;461.0;816.0;-561.0;4;-657.0;407.0;474.0;499.0;-559.0
286.0;767.0;427.0;814.0;-611.0;4;-644.0;399.0;467.0;478.0;-584.0
248.0;743.0;420.0;815.0;-588.0;4;-649.0;373.0;426.0;488.0;-586.0
214.0;724.0;726.0;920.0;-339.0;4;-97.0;108.0;771.0;183.0;-734.0
45.0;688.0;752.0;906.0;-295.0;-14;-270.0;135.0;654.0;273.0;-495.0
261.0;743.0;426.0;824.0;-601.0;4;-649.0;373.0;469.0;436.0;-581.0
258.0;769.0;435.0;816.0;-617.0;4;-651.0;365.0;445.0;469.0;-591.0
263.0;750.0;436.0;813.0;-584.0;4;-660.0;388.0;448.0;465.0;-573.0
35.0;596.0;706.0;1187.0;-711.0;-31;-220.0;354.0;623.0;247.0;-890.0
116.0;854.0;758.0;863.0;-359.0;2;-514.0;424.0;667.0;509.0;-565.0
238.0;780.0;410.0;795.0;-584.0;4;-657.0;428.0;465.0;479.0;-538.0
245.0;749.0;401.0;794.0;-588.0;4;-628.0;411.0;467.0;470.0;-537.0
209.0;728.0;398.0;778.0;-596.0;4;-652.0;393.0;445.0;443.0;-553.0
351.0;831.0;949.0;819.0;-482.0;11;-276.0;396.0;863.0;421.0;-889.0
343.0;820.0;942.0;798.0;-482.0;11;-268.0;377.0;864.0;380.0;-879.0
352.0;821.0;928.0;809.0;-492.0;11;-256.0;394.0;874.0;411.0;-874.0
106.0;799.0;717.0;879.0;-648.0;2;-617.0;443.0;630.0;477.0;-592.0
228.0;872.0;931.0;911.0;-857.0;2;-616.0;687.0;707.0;460.0;-528.0
277.0;821.0;676.0;942.0;-618.0;3;-455.0;650.0;701.0;619.0;-531.0
336.0;847.0;934.0;812.0;-534.0;11;-312.0;455.0;897.0;465.0;-797.0
341.0;838.0;906.0;833.0;-555.0;11;-306.0;437.0;858.0;445.0;-793.0
390.0;845.0;827.0;981.0;-606.0;4;-448.0;637.0;743.0;540.0;-698.0
352.0;815.0;913.0;809.0;-537.0;11;-284.0;489.0;874.0;489.0;-820.0
342.0;799.0;920.0;827.0;-523.0;11;-321.0;497.0;859.0;479.0;-793.0
322.0;817.0;903.0;848.0;-499.0;11;-338.0;496.0;864.0;463.0;-789.0
329.0;823.0;934.0;862.0;-461.0;11;-321.0;495.0;849.0;521.0;-799.0
463.0;881.0;835.0;980.0;-605.0;1;-376.0;654.0;827.0;585.0;-782.0
316.0;788.0;909.0;854.0;-379.0;11;-285.0;362.0;828.0;380.0;-934.0
-45.0;731.0;819.0;854.0;-307.0;-15;-354.0;215.0;761.0;345.0;-634.0
276.0;808.0;464.0;835.0;-634.0;4;-609.0;360.0;558.0;396.0;-506.0
274.0;794.0;464.0;815.0;-586.0;4;-619.0;341.0;514.0;373.0;-521.0
265.0;813.0;465.0;812.0;-566.0;4;-619.0;375.0;500.0;399.0;-505.0
267.0;809.0;457.0;784.0;-572.0;4;-606.0;373.0;508.0;438.0;-504.0
264.0;790.0;455.0;765.0;-587.0;4;-605.0;351.0;494.0;406.0;-509.0
253.0;790.0;456.0;760.0;-600.0;4;-595.0;331.0;488.0;449.0;-516.0
287.0;826.0;502.0;791.0;-582.0;4;-649.0;343.0;506.0;415.0;-588.0
288.0;848.0;482.0;805.0;-553.0;4;-630.0;335.0;535.0;434.0;-617.0
266.0;810.0;451.0;784.0;-561.0;4;-634.0;380.0;495.0;478.0;-595.0
108.0;480.0;573.0;722.0;-943.0;-6;-641.0;744.0;418.0;798.0;-321.0
285.0;811.0;464.0;762.0;-567.0;3;-625.0;360.0;510.0;413.0;-608.0
291.0;781.0;454.0;739.0;-547.0;3;-599.0;344.0;485.0;403.0;-573.0
428.0;810.0;864.0;843.0;-499.0;11;-242.0;486.0;843.0;449.0;-794.0
294.0;785.0;458.0;794.0;-573.0;3;-633.0;350.0;502.0;439.0;-593.0
296.0;754.0;433.0;864.0;-544.0;3;-648.0;374.0;488.0;462.0;-603.0
404.0;804.0;866.0;875.0;-479.0;11;-262.0;490.0;845.0;461.0;-854.0
296.0;784.0;443.0;772.0;-560.0;3;-651.0;417.0;463.0;441.0;-591.0
284.0;803.0;462.0;808.0;-556.0;4;-634.0;371.0;538.0;423.0;-597.0
25.0;788.0;888.0;1010.0;-434.0;63;-275.0;289.0;796.0;220.0;-768.0
115.0;696.0;550.0;918.0;-780.0;3;-661.0;676.0;552.0;681.0;-593.0
113.0;722.0;556.0;923.0;-813.0;3;-653.0;653.0;584.0;634.0;-589.0
135.0;731.0;527.0;920.0;-813.0;3;-653.0;639.0;550.0;613.0;-579.0
152.0;723.0;559.0;913.0;-784.0;3;-637.0;722.0;554.0;622.0;-593.0
319.0;721.0;439.0;842.0;-579.0;4;-615.0;344.0;450.0;466.0;-603.0
157.0;749.0;568.0;922.0;-800.0;3;-644.0;702.0;587.0;607.0;-609.0
374.0;781.0;484.0;745.0;-600.0;4;-600.0;362.0;513.0;485.0;-578.0
391.0;789.0;485.0;816.0;-608.0;4;-577.0;354.0;533.0;483.0;-575.0
398.0;814.0;505.0;819.0;-594.0;4;-553.0;397.0;546.0;482.0;-597.0
420.0;787.0;519.0;857.0;-553.0;4;-550.0;426.0;531.0;492.0;-625.0
409.0;794.0;530.0;866.0;-537.0;4;-539.0;454.0;578.0;523.0;-596.0
428.0;816.0;523.0;877.0;-558.0;4;-543.0;465.0;566.0;541.0;-566.0
439.0;790.0;530.0;860.0;-593.0;4;-533.0;399.0;561.0;490.0;-588.0
448.0;806.0;523.0;917.0;-576.0;4;-527.0;377.0;527.0;449.0;-625.0
447.0;810.0;503.0;898.0;-581.0;4;-544.0;418.0;539.0;457.0;-643.0
440.0;809.0;495.0;888.0;-591.0;4;-515.0;438.0;553.0;435.0;-647.0
423.0;818.0;524.0;876.0;-598.0;4;-546.0;424.0;550.0;515.0;-639.0
432.0;829.0;545.0;910.0;-611.0;4;-562.0;398.0;580.0;467.0;-642.0
421.0;849.0;559.0;883.0;-603.0;4;-562.0;411.0;580.0;522.0;-650.0
429.0;852.0;521.0;890.0;-575.0;4;-547.0;432.0;595.0;502.0;-639.0
408.0;824.0;516.0;894.0;-573.0;4;-539.0;460.0;584.0;484.0;-643.0
160.0;728.0;559.0;910.0;-803.0;3;-625.0;648.0;549.0;581.0;-594.0
221.0;764.0;513.0;951.0;-640.0;20;-694.0;447.0;492.0;448.0;-518.0
227.0;897.0;1096.0;734.0;-376.0;-106;-511.0;413.0;847.0;507.0;-630.0
261.0;781.0;523.0;973.0;-629.0;13;-682.0;426.0;488.0;420.0;-497.0
165.0;734.0;558.0;923.0;-762.0;3;-644.0;676.0;597.0;713.0;-601.0
170.0;804.0;904.0;1055.0;-502.0;8;-218.0;423.0;825.0;219.0;-838.0
261.0;888.0;982.0;1039.0;-457.0;6;-263.0;320.0;913.0;356.0;-696.0
166.0;848.0;968.0;967.0;-370.0;-5;-339.0;387.0;859.0;391.0;-786.0
107.0;751.0;815.0;910.0;-461.0;4;-259.0;360.0;794.0;372.0;-1165.0
154.0;715.0;569.0;922.0;-796.0;3;-647.0;700.0;558.0;602.0;-591.0
272.0;800.0;546.0;971.0;-657.0;2;-649.0;421.0;515.0;521.0;-526.0
242.0;789.0;526.0;991.0;-661.0;3;-669.0;449.0;514.0;545.0;-533.0
175.0;751.0;486.0;970.0;-632.0;3;-693.0;507.0;452.0;537.0;-514.0
281.0;908.0;850.0;952.0;-415.0;4;-231.0;393.0;865.0;362.0;-833.0
261.0;903.0;855.0;973.0;-402.0;4;-250.0;364.0;840.0;371.0;-824.0
288.0;829.0;768.0;973.0;-386.0;1;-176.0;590.0;870.0;441.0;-782.0
140.0;799.0;635.0;881.0;-532.0;7;-319.0;594.0;708.0;422.0;-829.0
173.0;804.0;698.0;953.0;-438.0;1;-222.0;583.0;812.0;371.0;-719.0
177.0;853.0;739.0;946.0;-729.0;2;-458.0;651.0;776.0;524.0;-744.0
161.0;838.0;645.0;1014.0;-710.0;8;-269.0;416.0;692.0;526.0;-763.0
