InertialMeasurementUnit BACK accX;InertialMeasurementUnit BACK magneticX;Accelerometer HIP accX;InertialMeasurementUnit BACK accZ;Accelerometer BACK accY;Accelerometer HIP accY;Accelerometer RUA^ accX;Accelerometer BACK accZ
-931.0;571.0;-230.0;162.0;913.0;977.0;-314.0;-407.0
-895.0;641.0;-290.0;171.0;899.0;934.0;-304.0;-381.0
-968.0;506.0;-214.0;148.0;956.0;1009.0;-325.0;-368.0
-972.0;513.0;-192.0;92.0;929.0;990.0;-379.0;-410.0
-898.0;488.0;-169.0;40.0;964.0;1043.0;-372.0;-447.0
-919.0;592.0;-317.0;236.0;887.0;978.0;-560.0;-521.0
-893.0;422.0;-162.0;61.0;922.0;899.0;-400.0;-292.0
-960.0;575.0;-133.0;85.0;962.0;1001.0;-271.0;-334.0
-939.0;525.0;-188.0;83.0;935.0;971.0;-369.0;-354.0
-965.0;544.0;-184.0;91.0;923.0;997.0;-375.0;-340.0
-955.0;568.0;-206.0;87.0;937.0;980.0;-404.0;-320.0
-972.0;572.0;-215.0;92.0;957.0;986.0;-398.0;-372.0
-963.0;579.0;-244.0;72.0;958.0;984.0;-393.0;-349.0
-965.0;576.0;-216.0;77.0;933.0;995.0;-391.0;-383.0
-987.0;573.0;-249.0;82.0;924.0;966.0;-404.0;-416.0
-990.0;512.0;-254.0;93.0;912.0;979.0;-417.0;-396.0
-957.0;446.0;-198.0;194.0;916.0;1000.0;-437.0;-473.0
-1169.0;470.0;-82.0;169.0;928.0;997.0;-408.0;-407.0
-1086.0;562.0;-184.0;86.0;877.0;922.0;-369.0;-420.0
-974.0;569.0;-274.0;75.0;904.0;974.0;-437.0;-402.0
-973.0;575.0;-300.0;76.0;923.0;977.0;-397.0;-410.0
-975.0;571.0;-281.0;90.0;949.0;963.0;-396.0;-418.0
-975.0;575.0;-269.0;74.0;943.0;977.0;-387.0;-430.0
-979.0;565.0;-325.0;76.0;942.0;946.0;-414.0;-421.0
-955.0;523.0;-284.0;17.0;848.0;963.0;-370.0;-411.0
-907.0;436.0;-271.0;96.0;833.0;1002.0;-488.0;-471.0
-979.0;574.0;-280.0;88.0;961.0;976.0;-424.0;-378.0
-786.0;506.0;-231.0;152.0;889.0;1019.0;-391.0;-511.0
-1002.0;534.0;-285.0;84.0;922.0;967.0;-371.0;-369.0
-901.0;543.0;-348.0;109.0;995.0;960.0;-333.0;-497.0
-969.0;550.0;-272.0;117.0;895.0;993.0;-251.0;-425.0
-934.0;565.0;-303.0;109.0;931.0;983.0;-421.0;-419.0
-932.0;569.0;-271.0;114.0;941.0;974.0;-445.0;-379.0
-972.0;568.0;-333.0;27.0;893.0;1103.0;-374.0;-450.0
-933.0;567.0;-266.0;112.0;964.0;978.0;-450.0;-362.0
-931.0;567.0;-271.0;112.0;936.0;973.0;-401.0;-348.0
-983.0;548.0;-153.0;57.0;953.0;1025.0;-384.0;-404.0
-975.0;554.0;-167.0;77.0;932.0;1015.0;-389.0;-390.0
-961.0;558.0;-165.0;85.0;932.0;1004.0;-368.0;-382.0
-968.0;560.0;-179.0;88.0;931.0;1019.0;-377.0;-410.0
-974.0;563.0;-181.0;91.0;921.0;1003.0;-358.0;-381.0
-971.0;565.0;-187.0;83.0;926.0;1002.0;-372.0;-379.0
-969.0;566.0;-200.0;79.0;930.0;988.0;-387.0;-395.0
-941.0;564.0;-284.0;107.0;924.0;963.0;-363.0;-324.0
-958.0;568.0;-148.0;87.0;953.0;1021.0;-366.0;-368.0
-951.0;570.0;-168.0;97.0;949.0;989.0;-351.0;-377.0
-957.0;572.0;-194.0;88.0;927.0;1022.0;-360.0;-371.0
-969.0;572.0;-155.0;97.0;921.0;1032.0;-363.0;-370.0
-978.0;574.0;-182.0;89.0;952.0;996.0;-397.0;-380.0
-977.0;575.0;-233.0;95.0;966.0;1006.0;-362.0;-370.0
-970.0;573.0;-174.0;101.0;932.0;977.0;-386.0;-382.0
-962.0;573.0;-144.0;99.0;910.0;981.0;-380.0;-377.0
-964.0;570.0;-163.0;79.0;937.0;993.0;-395.0;-384.0
-961.0;569.0;-182.0;72.0;943.0;1003.0;-368.0;-387.0
-989.0;568.0;-216.0;102.0;909.0;985.0;-353.0;-388.0
-967.0;567.0;-191.0;102.0;924.0;977.0;-418.0;-433.0
-947.0;565.0;-155.0;101.0;928.0;997.0;-395.0;-394.0
-958.0;566.0;-173.0;105.0;932.0;1020.0;-402.0;-431.0
-943.0;566.0;-294.0;108.0;928.0;976.0;-385.0;-371.0
-949.0;568.0;-161.0;97.0;933.0;1029.0;-384.0;-431.0
-956.0;571.0;-183.0;118.0;940.0;1008.0;-378.0;-438.0
-959.0;572.0;-190.0;116.0;923.0;1000.0;-359.0;-419.0
-985.0;576.0;-202.0;109.0;903.0;998.0;-399.0;-416.0
-980.0;578.0;-180.0;108.0;902.0;986.0;-430.0;-414.0
-973.0;578.0;-182.0;113.0;911.0;992.0;-395.0;-411.0
-968.0;574.0;-196.0;122.0;935.0;976.0;-337.0;-387.0
-979.0;574.0;-196.0;135.0;945.0;985.0;-329.0;-390.0
-956.0;541.0;-175.0;57.0;933.0;1176.0;-328.0;-559.0
-968.0;586.0;-209.0;212.0;906.0;1058.0;-380.0;-446.0
-960.0;568.0;-200.0;146.0;895.0;995.0;-402.0;-420.0
-972.0;569.0;-226.0;130.0;905.0;980.0;-397.0;-440.0
-977.0;571.0;-234.0;114.0;915.0;977.0;-405.0;-418.0
-976.0;572.0;-199.0;115.0;937.0;999.0;-423.0;-398.0
-967.0;571.0;-195.0;125.0;948.0;1003.0;-375.0;-399.0
-941.0;564.0;-275.0;113.0;941.0;976.0;-370.0;-372.0
-945.0;567.0;-175.0;150.0;941.0;1014.0;-397.0;-411.0
-954.0;568.0;-192.0;128.0;935.0;993.0;-372.0;-388.0
-958.0;569.0;-216.0;134.0;932.0;996.0;-384.0;-364.0
-977.0;567.0;-183.0;102.0;935.0;995.0;-375.0;-401.0
-982.0;566.0;-176.0;108.0;940.0;1007.0;-375.0;-382.0
-1027.0;603.0;-144.0;110.0;946.0;1001.0;-433.0;-383.0
-979.0;563.0;-158.0;108.0;942.0;988.0;-399.0;-370.0
-964.0;565.0;-162.0;109.0;969.0;1012.0;-361.0;-340.0
-970.0;563.0;-159.0;113.0;974.0;991.0;-349.0;-336.0
-978.0;560.0;-208.0;104.0;997.0;994.0;-358.0;-337.0
-968.0;561.0;-183.0;98.0;955.0;1002.0;-330.0;-358.0
-944.0;564.0;-275.0;96.0;933.0;964.0;-418.0;-404.0
-985.0;556.0;-197.0;80.0;958.0;995.0;-344.0;-353.0
-932.0;564.0;-285.0;59.0;942.0;955.0;-424.0;-377.0
-946.0;561.0;-166.0;72.0;945.0;1013.0;-364.0;-367.0
-954.0;561.0;-169.0;94.0;932.0;1016.0;-367.0;-381.0
-965.0;562.0;-181.0;84.0;932.0;1021.0;-383.0;-361.0
-976.0;566.0;-203.0;86.0;924.0;997.0;-366.0;-378.0
-981.0;565.0;-201.0;81.0;942.0;994.0;-347.0;-363.0
-959.0;568.0;-177.0;95.0;921.0;1025.0;-366.0;-390.0
-956.0;570.0;-189.0;96.0;909.0;1009.0;-371.0;-395.0
-966.0;571.0;-187.0;108.0;929.0;994.0;-375.0;-382.0
-966.0;571.0;-168.0;106.0;940.0;979.0;-376.0;-379.0
-959.0;570.0;-166.0;109.0;951.0;1018.0;-359.0;-380.0
-962.0;572.0;-166.0;114.0;943.0;1010.0;-359.0;-369.0
-961.0;570.0;-154.0;113.0;960.0;1016.0;-359.0;-361.0
-961.0;568.0;-150.0;108.0;946.0;1000.0;-377.0;-378.0
-975.0;570.0;-172.0;91.0;947.0;1036.0;-313.0;-379.0
-968.0;568.0;-179.0;104.0;946.0;995.0;-373.0;-370.0
-963.0;563.0;-150.0;84.0;980.0;1010.0;-407.0;-230.0
-943.0;563.0;-282.0;89.0;921.0;955.0;-387.0;-365.0
-955.0;562.0;-276.0;84.0;921.0;958.0;-395.0;-386.0
-982.0;568.0;-184.0;111.0;961.0;995.0;-367.0;-348.0
-960.0;568.0;-167.0;107.0;947.0;1024.0;-347.0;-377.0
-952.0;562.0;-256.0;82.0;920.0;958.0;-383.0;-404.0
-808.0;753.0;-299.0;9.0;1070.0;1284.0;-301.0;-531.0
-947.0;561.0;-253.0;78.0;905.0;963.0;-365.0;-406.0
-873.0;551.0;-288.0;88.0;918.0;966.0;-344.0;-447.0
-954.0;559.0;-256.0;62.0;933.0;972.0;-357.0;-381.0
-946.0;584.0;-246.0;117.0;924.0;965.0;-276.0;-398.0
-880.0;518.0;-186.0;78.0;736.0;734.0;-181.0;-284.0
-946.0;592.0;-265.0;130.0;904.0;1023.0;-284.0;-429.0
-949.0;593.0;-257.0;141.0;914.0;988.0;-333.0;-428.0
-935.0;595.0;-270.0;157.0;903.0;990.0;-353.0;-413.0
-940.0;596.0;-229.0;155.0;912.0;986.0;-381.0;-437.0
-938.0;596.0;-234.0;155.0;898.0;983.0;-347.0;-429.0
-951.0;553.0;-262.0;75.0;929.0;977.0;-387.0;-374.0
-948.0;552.0;-265.0;57.0;935.0;956.0;-423.0;-351.0
-951.0;548.0;-278.0;58.0;954.0;989.0;-387.0;-340.0
-945.0;548.0;-270.0;55.0;957.0;967.0;-355.0;-336.0
-951.0;548.0;-265.0;56.0;943.0;968.0;-352.0;-323.0
-951.0;546.0;-261.0;62.0;963.0;958.0;-320.0;-340.0
-947.0;548.0;-253.0;59.0;940.0;963.0;-351.0;-331.0
-946.0;547.0;-259.0;61.0;952.0;980.0;-339.0;-339.0
-953.0;548.0;-276.0;58.0;953.0;961.0;-339.0;-334.0
-951.0;546.0;-267.0;58.0;958.0;984.0;-353.0;-328.0
-950.0;548.0;-272.0;57.0;946.0;959.0;-342.0;-323.0
-952.0;547.0;-285.0;56.0;947.0;974.0;-334.0;-342.0
-950.0;596.0;-274.0;153.0;886.0;976.0;-303.0;-467.0
-907.0;589.0;-375.0;236.0;872.0;987.0;-406.0;-569.0
-911.0;618.0;-213.0;117.0;851.0;993.0;-327.0;-438.0
-947.0;597.0;-264.0;151.0;900.0;965.0;-318.0;-500.0
-949.0;596.0;-251.0;151.0;885.0;975.0;-254.0;-452.0
-1061.0;618.0;-229.0;182.0;823.0;979.0;-269.0;-574.0
-951.0;598.0;-238.0;151.0;914.0;990.0;-281.0;-491.0
-948.0;597.0;-230.0;151.0;895.0;955.0;-261.0;-450.0
-921.0;663.0;-219.0;183.0;854.0;977.0;-168.0;-504.0
-951.0;546.0;-264.0;61.0;962.0;974.0;-297.0;-340.0
-939.0;598.0;-257.0;155.0;884.0;986.0;-261.0;-451.0
-953.0;550.0;-265.0;57.0;960.0;976.0;-346.0;-319.0
-948.0;597.0;-238.0;152.0;904.0;998.0;-306.0;-487.0
-966.0;565.0;-284.0;81.0;966.0;977.0;-339.0;-312.0
-967.0;574.0;-288.0;102.0;950.0;984.0;-320.0;-337.0
-958.0;579.0;-290.0;123.0;964.0;986.0;-312.0;-329.0
-938.0;587.0;-270.0;65.0;949.0;970.0;-333.0;-319.0
-957.0;588.0;-276.0;128.0;955.0;969.0;-341.0;-309.0
-980.0;621.0;-379.0;126.0;877.0;952.0;-570.0;-501.0
-970.0;596.0;-273.0;138.0;963.0;975.0;-363.0;-332.0
-833.0;544.0;-256.0;140.0;968.0;956.0;-334.0;-306.0
-982.0;607.0;-353.0;43.0;937.0;966.0;-301.0;-328.0
-962.0;657.0;-207.0;131.0;863.0;938.0;-463.0;-461.0
-890.0;666.0;-125.0;52.0;747.0;884.0;-560.0;-355.0
-982.0;617.0;-324.0;87.0;935.0;954.0;-291.0;-385.0
-969.0;617.0;-327.0;86.0;931.0;962.0;-302.0;-402.0
-888.0;609.0;-372.0;157.0;931.0;952.0;-225.0;-408.0
-940.0;540.0;-274.0;48.0;927.0;969.0;-339.0;-345.0
-965.0;616.0;-312.0;91.0;917.0;950.0;-283.0;-420.0
-969.0;616.0;-314.0;82.0;930.0;967.0;-294.0;-399.0
-951.0;613.0;-315.0;136.0;941.0;962.0;-318.0;-424.0
-975.0;619.0;-310.0;84.0;934.0;964.0;-288.0;-408.0
-941.0;541.0;-291.0;62.0;918.0;969.0;-405.0;-347.0
-955.0;612.0;-328.0;88.0;931.0;979.0;-279.0;-372.0
-1004.0;506.0;-353.0;103.0;927.0;956.0;-352.0;-431.0
-977.0;568.0;-428.0;-110.0;877.0;1018.0;-372.0;-443.0
-980.0;579.0;-238.0;61.0;913.0;1019.0;-299.0;-407.0
-954.0;599.0;-249.0;-1.0;929.0;990.0;-232.0;-396.0
-969.0;592.0;-289.0;70.0;933.0;989.0;-317.0;-335.0
-915.0;523.0;-234.0;201.0;917.0;953.0;-383.0;-376.0
-922.0;714.0;-497.0;8.0;1130.0;1141.0;-371.0;-693.0
-685.0;355.0;-149.0;419.0;894.0;956.0;-330.0;-431.0
-885.0;642.0;-297.0;277.0;851.0;986.0;-387.0;-496.0
-863.0;619.0;-240.0;133.0;874.0;990.0;-253.0;-532.0
-940.0;587.0;-392.0;184.0;809.0;894.0;-490.0;-533.0
-980.0;599.0;-250.0;155.0;961.0;962.0;-395.0;-420.0
-978.0;596.0;-252.0;158.0;915.0;943.0;-351.0;-401.0
-931.0;661.0;-216.0;140.0;867.0;965.0;-399.0;-420.0
-924.0;593.0;-248.0;168.0;915.0;967.0;-367.0;-351.0
-900.0;590.0;-266.0;154.0;933.0;991.0;-293.0;-361.0
-787.0;321.0;-304.0;481.0;667.0;945.0;-398.0;-718.0
-912.0;616.0;-255.0;185.0;857.0;965.0;-357.0;-510.0
-919.0;604.0;-283.0;258.0;813.0;966.0;-414.0;-581.0
-979.0;653.0;-159.0;110.0;917.0;1034.0;-439.0;-440.0
-950.0;649.0;-172.0;132.0;881.0;978.0;-408.0;-438.0
-856.0;630.0;-326.0;222.0;801.0;944.0;-345.0;-534.0
-937.0;572.0;-245.0;179.0;858.0;948.0;-378.0;-448.0
-1002.0;719.0;-210.0;150.0;918.0;1047.0;-546.0;-377.0
-963.0;629.0;-230.0;204.0;873.0;964.0;-506.0;-527.0
-795.0;442.0;-335.0;235.0;721.0;878.0;-479.0;-511.0
-992.0;595.0;-293.0;207.0;838.0;936.0;-421.0;-503.0
-923.0;607.0;-230.0;174.0;866.0;954.0;-386.0;-487.0
-977.0;579.0;-242.0;166.0;869.0;997.0;-275.0;-442.0
-903.0;660.0;-277.0;201.0;896.0;975.0;-283.0;-404.0
-1024.0;1032.0;-60.0;131.0;727.0;773.0;-153.0;-261.0
-924.0;603.0;-241.0;164.0;866.0;975.0;-350.0;-472.0
-919.0;601.0;-239.0;168.0;875.0;957.0;-367.0;-479.0
-921.0;597.0;-216.0;155.0;877.0;985.0;-382.0;-470.0
-958.0;512.0;-285.0;55.0;922.0;956.0;-392.0;-401.0
-917.0;599.0;-218.0;149.0;867.0;957.0;-408.0;-471.0
-916.0;597.0;-237.0;153.0;868.0;976.0;-355.0;-481.0
-918.0;638.0;-201.0;187.0;846.0;962.0;-291.0;-527.0
-930.0;598.0;-236.0;145.0;893.0;1003.0;-327.0;-484.0
-621.0;682.0;-311.0;115.0;1027.0;1043.0;-447.0;-526.0
-926.0;598.0;-233.0;149.0;884.0;991.0;-302.0;-471.0
-963.0;513.0;-238.0;62.0;922.0;957.0;-415.0;-381.0
-962.0;517.0;-242.0;60.0;951.0;978.0;-403.0;-410.0
-924.0;478.0;-195.0;83.0;931.0;961.0;-294.0;-368.0
-999.0;619.0;-184.0;101.0;946.0;953.0;-486.0;-359.0
-976.0;649.0;-123.0;38.0;923.0;973.0;-423.0;-351.0
-928.0;598.0;-221.0;145.0;876.0;969.0;-335.0;-448.0
-930.0;520.0;-210.0;103.0;899.0;990.0;-255.0;-400.0
-910.0;600.0;-237.0;142.0;900.0;984.0;-341.0;-460.0
-913.0;523.0;-223.0;127.0;915.0;1001.0;-271.0;-397.0
-926.0;597.0;-220.0;140.0;898.0;980.0;-330.0;-449.0
-922.0;598.0;-229.0;145.0;885.0;958.0;-361.0;-474.0
-938.0;599.0;-237.0;144.0;885.0;978.0;-376.0;-473.0
-941.0;595.0;-251.0;133.0;868.0;964.0;-368.0;-469.0
-934.0;597.0;-266.0;117.0;884.0;986.0;-334.0;-474.0
-929.0;596.0;-262.0;109.0;899.0;972.0;-353.0;-455.0
-927.0;597.0;-232.0;123.0;885.0;969.0;-344.0;-494.0
-959.0;617.0;-226.0;163.0;975.0;1016.0;-348.0;-344.0
-962.0;618.0;-179.0;133.0;943.0;968.0;-371.0;-308.0
-929.0;597.0;-229.0;131.0;886.0;986.0;-365.0;-470.0
-950.0;515.0;-275.0;59.0;935.0;954.0;-406.0;-394.0
-951.0;516.0;-277.0;59.0;930.0;943.0;-396.0;-384.0
-914.0;596.0;-250.0;128.0;915.0;981.0;-387.0;-458.0
-962.0;633.0;-245.0;116.0;969.0;994.0;-293.0;-347.0
-950.0;594.0;-260.0;109.0;876.0;970.0;-449.0;-469.0
-970.0;633.0;-224.0;122.0;945.0;986.0;-267.0;-337.0
-906.0;663.0;-333.0;26.0;931.0;1173.0;-442.0;-572.0
-935.0;660.0;-121.0;45.0;892.0;964.0;-399.0;-385.0
-913.0;563.0;-288.0;119.0;923.0;919.0;-495.0;-490.0
-930.0;595.0;-255.0;140.0;923.0;957.0;-394.0;-419.0
-930.0;512.0;-215.0;97.0;920.0;986.0;-264.0;-379.0
-899.0;631.0;-254.0;147.0;908.0;943.0;-492.0;-409.0
-977.0;564.0;-180.0;97.0;958.0;974.0;-353.0;-375.0
-992.0;553.0;-206.0;82.0;934.0;986.0;-402.0;-380.0
-950.0;650.0;-170.0;125.0;939.0;1007.0;-322.0;-319.0
-948.0;637.0;-167.0;136.0;963.0;1005.0;-386.0;-344.0
-847.0;1014.0;-106.0;63.0;868.0;851.0;-311.0;-285.0
-674.0;130.0;-497.0;573.0;406.0;848.0;-443.0;-837.0
-958.0;580.0;-177.0;18.0;942.0;1006.0;-358.0;-350.0
-979.0;584.0;-216.0;33.0;979.0;992.0;-291.0;-344.0
-967.0;579.0;-185.0;63.0;955.0;1000.0;-218.0;-351.0
-960.0;697.0;-334.0;105.0;965.0;975.0;-348.0;-349.0
-954.0;671.0;-339.0;128.0;933.0;951.0;-356.0;-360.0
-961.0;707.0;-353.0;188.0;964.0;955.0;-393.0;-340.0
-959.0;726.0;-350.0;231.0;978.0;957.0;-364.0;-282.0
-955.0;660.0;-322.0;130.0;950.0;956.0;-337.0;-380.0
-970.0;702.0;-340.0;184.0;960.0;941.0;-292.0;-371.0
-961.0;659.0;-342.0;148.0;930.0;938.0;-393.0;-392.0
-955.0;655.0;-344.0;138.0;954.0;954.0;-340.0;-374.0
-964.0;571.0;-235.0;48.0;913.0;968.0;-421.0;-358.0
-995.0;673.0;-357.0;79.0;944.0;922.0;-436.0;-367.0
-988.0;676.0;-159.0;-48.0;726.0;792.0;-420.0;-286.0
-953.0;575.0;-250.0;37.0;921.0;989.0;-399.0;-379.0
-1015.0;543.0;-118.0;98.0;871.0;822.0;-432.0;-244.0
-951.0;653.0;-335.0;137.0;932.0;950.0;-372.0;-354.0
-953.0;651.0;-330.0;138.0;943.0;939.0;-324.0;-378.0
-955.0;627.0;-230.0;117.0;935.0;994.0;-296.0;-368.0
-969.0;624.0;-242.0;118.0;933.0;983.0;-299.0;-380.0
-968.0;621.0;-208.0;123.0;922.0;985.0;-311.0;-385.0
-964.0;617.0;-230.0;102.0;949.0;983.0;-326.0;-392.0
-967.0;617.0;-239.0;141.0;937.0;967.0;-295.0;-381.0
-954.0;658.0;-155.0;133.0;946.0;1001.0;-322.0;-344.0
-955.0;654.0;-342.0;135.0;943.0;934.0;-327.0;-377.0
-956.0;658.0;-167.0;125.0;951.0;1014.0;-311.0;-330.0
-957.0;657.0;-343.0;142.0;936.0;953.0;-350.0;-373.0
-952.0;652.0;-177.0;137.0;953.0;1000.0;-310.0;-324.0
-953.0;653.0;-160.0;125.0;963.0;1000.0;-309.0;-338.0
-954.0;653.0;-152.0;122.0;952.0;996.0;-319.0;-327.0
-965.0;671.0;-382.0;161.0;951.0;947.0;-410.0;-383.0
-993.0;750.0;-217.0;141.0;981.0;983.0;-313.0;-243.0
-990.0;569.0;-255.0;70.0;929.0;1016.0;-377.0;-412.0
-882.0;637.0;-196.0;116.0;857.0;959.0;-327.0;-410.0
-791.0;730.0;-239.0;117.0;856.0;960.0;-303.0;-417.0
-960.0;577.0;-197.0;94.0;942.0;1005.0;-437.0;-381.0
-965.0;577.0;-195.0;92.0;933.0;986.0;-454.0;-367.0
-958.0;577.0;-221.0;90.0;942.0;992.0;-481.0;-399.0
-977.0;762.0;-177.0;198.0;924.0;1005.0;-319.0;-368.0
-972.0;663.0;-184.0;278.0;910.0;952.0;-297.0;-440.0
-960.0;720.0;-279.0;157.0;903.0;988.0;-415.0;-411.0
-924.0;635.0;-262.0;139.0;828.0;1010.0;-365.0;-469.0
-933.0;643.0;-243.0;146.0;854.0;980.0;-390.0;-453.0
-1038.0;683.0;-208.0;207.0;847.0;915.0;-438.0;-383.0
-991.0;726.0;-243.0;32.0;928.0;940.0;-415.0;-421.0
-1004.0;639.0;-197.0;83.0;948.0;1024.0;-387.0;-317.0
-971.0;574.0;-196.0;93.0;952.0;1024.0;-433.0;-384.0
-960.0;571.0;-208.0;95.0;936.0;1005.0;-437.0;-374.0
-975.0;570.0;-188.0;115.0;948.0;1020.0;-428.0;-377.0
-968.0;567.0;-190.0;87.0;947.0;979.0;-423.0;-380.0
-969.0;568.0;-175.0;88.0;931.0;1004.0;-433.0;-365.0
-969.0;566.0;-201.0;83.0;941.0;1003.0;-434.0;-380.0
-974.0;569.0;-205.0;85.0;932.0;994.0;-425.0;-371.0
-971.0;567.0;-212.0;83.0;942.0;985.0;-426.0;-360.0
-977.0;567.0;-224.0;84.0;942.0;993.0;-442.0;-370.0
-962.0;567.0;-216.0;92.0;935.0;976.0;-425.0;-385.0
-957.0;571.0;-237.0;86.0;932.0;1005.0;-444.0;-381.0
-951.0;572.0;-202.0;71.0;933.0;994.0;-412.0;-370.0
-956.0;572.0;-215.0;86.0;939.0;1012.0;-410.0;-372.0
-963.0;571.0;-212.0;87.0;942.0;980.0;-425.0;-376.0
-958.0;574.0;-200.0;84.0;932.0;984.0;-434.0;-360.0
-955.0;573.0;-202.0;82.0;932.0;984.0;-435.0;-393.0
-954.0;574.0;-208.0;87.0;931.0;984.0;-441.0;-405.0
-960.0;575.0;-205.0;89.0;935.0;993.0;-424.0;-369.0
-957.0;573.0;-215.0;91.0;931.0;994.0;-426.0;-368.0
-908.0;542.0;-135.0;97.0;842.0;885.0;-443.0;-336.0
-963.0;513.0;-283.0;63.0;926.0;960.0;-404.0;-377.0
-961.0;575.0;-209.0;89.0;936.0;979.0;-436.0;-381.0
-957.0;578.0;-205.0;93.0;935.0;991.0;-435.0;-400.0
-956.0;577.0;-220.0;89.0;912.0;1010.0;-428.0;-405.0
-957.0;579.0;-207.0;87.0;921.0;1001.0;-435.0;-404.0
-954.0;578.0;-214.0;91.0;923.0;981.0;-433.0;-390.0
-966.0;568.0;-216.0;68.0;956.0;1012.0;-490.0;-392.0
-948.0;574.0;-196.0;94.0;921.0;996.0;-408.0;-398.0
-937.0;622.0;-322.0;148.0;885.0;999.0;-400.0;-379.0
-965.0;816.0;-435.0;69.0;1026.0;1211.0;-569.0;-613.0
-869.0;631.0;-310.0;-95.0;1205.0;1286.0;-467.0;-520.0
-981.0;635.0;-251.0;58.0;955.0;999.0;-338.0;-302.0
-1007.0;606.0;-247.0;89.0;932.0;992.0;-326.0;-410.0
-987.0;595.0;-245.0;83.0;943.0;993.0;-350.0;-386.0
-994.0;591.0;-246.0;74.0;938.0;1007.0;-357.0;-369.0
-976.0;577.0;-226.0;89.0;951.0;994.0;-328.0;-342.0
-964.0;593.0;-253.0;112.0;976.0;979.0;-283.0;-316.0
-986.0;589.0;-237.0;40.0;953.0;985.0;-296.0;-292.0
-949.0;578.0;-231.0;103.0;969.0;1008.0;-346.0;-319.0
-963.0;570.0;-195.0;95.0;920.0;1005.0;-388.0;-413.0
-989.0;567.0;-215.0;76.0;926.0;1001.0;-294.0;-427.0
-963.0;574.0;-191.0;118.0;913.0;1020.0;-321.0;-460.0
-963.0;574.0;-186.0;113.0;922.0;985.0;-264.0;-428.0
-950.0;575.0;-179.0;135.0;904.0;981.0;-383.0;-400.0
-958.0;580.0;-189.0;128.0;909.0;990.0;-386.0;-427.0
-987.0;752.0;-298.0;164.0;951.0;961.0;-509.0;-310.0
-968.0;646.0;-194.0;109.0;948.0;1002.0;-282.0;-319.0
-1002.0;708.0;-206.0;42.0;950.0;993.0;-262.0;-340.0
-918.0;569.0;-261.0;172.0;972.0;1058.0;-343.0;-386.0
-937.0;595.0;-245.0;107.0;900.0;1017.0;-444.0;-458.0
-955.0;581.0;-238.0;138.0;891.0;985.0;-323.0;-416.0
