InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
-3;475;-2;0;21;-89;0;-897;3;21;-19;0
0;478;-6;4;10;-80;4;-904;0;10;-26;4
17;485;-6;1;20;-83;0;-898;-17;20;-25;0
-32;491;19;12;-12;-64;-11;-890;32;-12;-19;-11
-405;502;118;-12;-191;42;290;-946;405;-191;-65;290
10;494;-1;0;-16;-58;-18;-889;-10;-16;-19;-18
-27;491;-5;-1;12;-55;16;-890;27;12;-18;16
-12;502;3;-5;7;-57;16;-892;12;7;-24;16
-4;470;0;-1;-30;-118;0;-896;4;-30;-19;0
9;491;6;11;8;-69;21;-893;-9;8;-22;21
-57;480;-1;0;-3;-57;5;-901;57;-3;-23;5
0;495;2;-1;3;-56;-5;-897;0;3;-26;-5
-23;483;4;4;20;-57;17;-896;23;20;-20;17
-2;488;-2;-2;12;-53;11;-892;2;12;-18;11
-13;487;-1;-4;-7;-93;7;-888;13;-7;-16;7
4;485;-8;-5;32;-46;16;-895;-4;32;-18;16
0;483;-1;-21;35;-60;-5;-886;0;35;-11;-5
13;497;13;11;4;-86;-8;-889;-13;4;-22;-8
3;481;1;2;-2;-93;8;-890;-3;-2;-16;8
-40;489;9;-2;13;-58;-11;-889;40;13;-17;-11
-4;488;1;0;-14;-53;10;-894;4;-14;-20;10
-6;489;1;-5;-8;-93;-6;-892;6;-8;-22;-6
-8;486;0;-4;-2;-50;-20;-896;8;-2;-21;-20
77;488;8;-2;-28;-115;4;-921;-77;-28;-49;4
20;497;13;0;-2;-73;7;-890;-20;-2;-22;7
-7;492;3;-13;-10;-89;9;-884;7;-10;-15;9
5;487;-3;1;-7;-91;3;-892;-5;-7;-20;3
-12;496;10;-3;-17;-56;3;-894;12;-17;-23;3
31;488;3;2;-4;-94;-19;-890;-31;-4;-20;-19
6;491;10;0;8;-57;0;-887;-6;8;-15;0
-10;489;5;1;34;-54;-22;-895;10;34;-20;-22
5;488;4;3;12;-55;-5;-894;-5;12;-20;-5
-2;485;2;3;28;-54;-4;-892;2;28;-16;-4
2;484;-4;-4;-5;-45;14;-895;-2;-5;-19;14
-10;487;4;2;-2;-55;-2;-894;10;-2;-20;-2
-28;477;-5;-1;43;-55;-5;-897;28;43;-18;-5
-23;479;-2;5;17;-93;-1;-889;23;17;-15;-1
-5;486;5;8;-1;-58;-16;-893;5;-1;-18;-16
12;491;1;0;17;-49;16;-901;-12;17;-26;16
10;485;7;-7;8;-83;17;-884;-10;8;-12;17
23;492;-2;4;-19;-97;0;-886;-23;-19;-19;0
-59;442;61;8;11;-77;-18;-883;59;11;11;-18
16;489;-5;-5;-7;-93;21;-888;-16;-7;-18;21
-6;483;0;-7;2;-79;3;-890;6;2;-15;3
-16;484;-4;-2;11;-46;1;-895;16;11;-19;1
0;486;-5;-2;2;-88;-12;-883;0;2;-12;-12
8;485;0;1;13;-51;11;-894;-8;13;-18;11
20;481;-4;5;-3;-51;6;-901;-20;-3;-22;6
40;486;-5;7;-2;-99;5;-895;-40;-2;-23;5
4;500;7;0;-7;-61;0;-886;-4;-7;-19;0
2;488;1;-1;12;-97;-10;-884;-2;12;-15;-10
16;492;6;-3;-14;-114;32;-886;-16;-14;-19;32
14;496;2;-7;-9;-99;3;-887;-14;-9;-21;3
-8;481;-4;2;10;-102;-14;-891;8;10;-17;-14
5;488;-1;2;-5;-94;-7;-891;-5;-5;-21;-7
41;498;-3;3;30;-69;36;-883;-41;30;-16;36
18;483;-3;11;-15;-44;-10;-896;-18;-15;-19;-10
-14;481;-10;4;1;-83;-11;-891;14;1;-16;-11
-15;512;5;-8;-16;-60;1;-874;15;-16;-15;1
-3;504;-1;-2;-10;-61;10;-878;3;-10;-15;10
16;489;7;118;-13;-95;-8;-882;-16;-13;-6;-8
-15;478;-7;1;6;-89;-3;-889;15;6;-13;-3
29;503;4;1;15;-61;-2;-890;-29;15;-25;-2
-6;480;-5;1;12;-91;1;-888;6;12;-13;1
17;508;84;37;-41;-69;-17;-885;-17;-41;-18;-17
8;481;-2;1;9;-91;6;-888;-8;9;-14;6
28;473;-4;0;4;-125;12;-892;-28;4;-17;12
16;484;3;-3;27;-100;-8;-887;-16;27;-15;-8
-32;487;2;7;-61;-71;-10;-894;32;-61;-20;-10
4;497;0;3;11;-60;-13;-894;-4;11;-25;-13
-3;473;0;5;10;-95;-2;-898;3;10;-19;-2
-17;478;7;-1;18;-99;35;-892;17;18;-17;35
5;493;6;-6;-3;-99;3;-881;-5;-3;-14;3
-15;481;4;-4;54;-83;-8;-894;15;54;-18;-8
-7;483;4;-15;47;-60;-32;-895;7;47;-19;-32
-12;487;-3;7;5;-88;24;-894;12;5;-22;24
10;486;-2;4;26;-57;-20;-887;-10;26;-14;-20
-1;493;5;-3;17;-59;-43;-895;1;17;-23;-43
11;487;-1;-7;10;-95;5;-888;-11;10;-18;5
16;488;-7;0;3;-83;7;-885;-16;3;-14;7
2;482;-1;-5;-1;-117;-28;-887;-2;-1;-16;-28
7;484;-1;9;20;-88;-12;-896;-7;20;-23;-12
-14;485;-7;-5;-3;-50;-24;-896;14;-3;-20;-24
13;489;-2;-5;5;-54;-2;-895;-13;5;-21;-2
-17;487;3;3;10;-62;21;-894;17;10;-21;21
12;487;0;0;15;-88;2;-886;-12;15;-14;2
7;486;-3;3;12;-84;-3;-888;-7;12;-16;-3
-15;483;-9;8;-3;-89;14;-893;15;-3;-20;14
8;474;1;-1;-25;-89;16;-891;-8;-25;-13;16
-2;482;0;3;3;-59;-8;-891;2;3;-14;-8
16;493;-1;-2;-12;-87;0;-894;-16;-12;-24;0
-23;494;11;1;-3;-103;-11;-882;23;-3;-16;-11
-35;492;-1;-4;26;-57;-10;-898;35;26;-25;-10
-14;478;3;0;33;-71;2;-897;14;33;-18;2
18;480;3;-3;-23;-89;-8;-892;-18;-23;-17;-8
-12;485;-1;-2;0;-50;3;-900;12;0;-23;3
27;491;-2;5;14;-103;-15;-882;-27;14;-15;-15
17;487;-2;-1;25;-89;0;-890;-17;25;-18;0
17;483;2;5;25;-57;10;-900;-17;25;-23;10
35;481;3;2;-15;-84;-4;-898;-35;-15;-22;-4
0;484;3;-1;-4;-53;-17;-894;0;-4;-19;-17
-16;489;8;-3;25;-55;-3;-893;16;25;-19;-3
-1;493;12;-1;-14;-58;-4;-894;1;-14;-22;-4
1;493;13;-1;-15;-59;-3;-894;-1;-15;-22;-3
1;488;5;1;-3;-56;-5;-897;-1;-3;-23;-5
41;481;1;-10;39;-80;5;-895;-41;39;-20;5
-8;488;-1;-6;5;-48;-23;-902;8;5;-26;-23
21;485;5;3;17;-58;-4;-896;-21;17;-20;-4
-5;489;7;-2;10;-54;6;-892;5;10;-19;6
19;480;-13;-21;89;-107;48;-891;-19;89;-18;48
-17;484;4;4;-18;-59;1;-894;17;-18;-19;1
-85;475;-11;1;-89;-73;-42;-894;85;-89;-14;-42
-27;483;2;3;13;-60;-18;-898;27;13;-21;-18
-11;488;5;2;-6;-55;9;-896;11;-6;-22;9
-18;488;7;4;-13;-57;6;-894;18;-13;-20;6
-20;487;1;0;8;-51;7;-898;20;8;-22;7
12;486;3;1;-10;-52;-18;-894;-12;-10;-19;-18
5;484;2;7;-15;-57;9;-900;-5;-15;-23;9
-5;489;8;5;3;-60;-16;-896;5;3;-22;-16
11;484;-5;-2;8;-48;-21;-898;-11;8;-21;-21
-2;487;-4;-4;2;-47;-4;-898;2;2;-23;-4
-14;488;-3;-4;-6;-48;9;-897;14;-6;-23;9
-9;488;-3;-4;-4;-48;7;-898;9;-4;-23;7
-27;481;-3;0;-20;-58;-2;-901;27;-20;-23;-2
18;485;-3;-2;20;-50;10;-898;-18;20;-22;10
70;479;14;-5;9;-62;8;-900;-70;9;-21;8
25;491;-1;-4;-18;-50;-5;-893;-25;-18;-20;-5
26;493;3;4;3;-61;-13;-895;-26;3;-23;-13
277;523;22;-24;-158;-99;-39;-917;-277;-158;-60;-39
-27;483;5;5;-37;-70;-12;-898;27;-37;-21;-12
95;521;-52;-56;93;-9;-356;-871;-95;93;-12;-356
-12;480;-7;-3;-50;-109;-26;-889;12;-50;-16;-26
21;503;6;-3;11;-62;-3;-883;-21;11;-18;-3
-15;492;46;20;-3;-71;-21;-897;15;-3;-24;-21
-15;497;4;-1;-3;-60;31;-888;15;-3;-20;31
-32;481;-3;-10;44;-91;31;-895;32;44;-19;31
138;497;-17;10;-15;-50;-16;-890;-138;-15;-21;-16
126;511;-16;11;28;-101;29;-881;-126;28;-27;29
21;511;1;2;6;-64;5;-880;-21;6;-20;5
-19;515;7;10;10;-75;-17;-882;19;10;-23;-17
-15;514;0;5;-5;-64;-15;-884;15;-5;-25;-15
10;515;-5;-7;16;-54;8;-882;-10;16;-22;8
3;515;-4;-5;-2;-55;25;-883;-3;-2;-23;25
-83;495;-16;13;47;-85;21;-886;83;47;-18;21
-14;482;2;8;27;-84;-1;-893;14;27;-19;-1
-13;480;-31;12;25;-84;25;-889;13;25;-13;25
7;484;9;5;-1;-83;-9;-886;-7;-1;-13;-9
0;472;64;-26;50;-41;-10;-906;0;50;-20;-10
-20;478;-1;-1;1;-51;5;-899;20;1;-19;5
-563;427;7;-79;-6;-42;-34;-875;563;-6;28;-34
4;491;-14;0;-56;-75;-9;-894;-4;-56;-22;-9
32;498;5;-7;2;-35;-3;-892;-32;2;-21;-3
-14;501;3;2;10;-58;9;-889;14;10;-23;9
4;493;13;4;46;-68;-9;-888;-4;46;-18;-9
-16;506;9;-2;-9;-57;9;-883;16;-9;-19;9
5;485;-4;6;-25;-73;-10;-890;-5;-25;-16;-10
-29;505;99;92;-23;-79;-10;-872;29;-23;0;-10
-10;488;15;1;-2;-83;23;-894;10;-2;-21;23
-1;490;47;34;-121;-83;-71;-920;1;-121;-44;-71
-29;499;0;1;-6;-55;2;-892;29;-6;-23;2
-4;494;-4;-1;24;-52;12;-891;4;24;-20;12
-20;498;4;6;8;-62;-13;-892;20;8;-23;-13
-17;509;7;2;-22;-45;-15;-873;17;-22;-12;-15
-19;498;2;0;12;-55;-10;-889;19;12;-21;-10
9;476;0;-26;63;-50;45;-880;-9;63;-2;45
8;505;7;2;17;-59;-12;-889;-8;17;-24;-12
-28;505;-9;-6;-28;-55;19;-885;28;-28;-20;19
11;506;7;-1;-14;-56;7;-890;-11;-14;-24;7
61;493;112;64;43;-84;42;-876;-61;43;-2;42
729;456;-87;18;-546;-117;400;-955;-729;-546;-58;400
-16;504;-2;-3;18;-47;-1;-887;16;18;-21;-1
22;493;-8;-4;-41;-66;-28;-886;-22;-41;-17;-28
-7;505;10;4;-8;-62;-1;-885;7;-8;-21;-1
-6;477;-1;-1;-27;-84;-3;-897;6;-27;-20;-3
223;494;-3;50;148;-106;112;-861;-223;148;3;112
25;541;43;20;1;-109;30;-867;-25;1;-26;30
34;481;-5;5;-28;-87;12;-887;-34;-28;-13;12
1;493;-11;4;-4;-71;-6;-889;-1;-4;-19;-6
-16;487;-12;-1;-35;-78;12;-890;16;-35;-17;12
3;503;-21;-18;32;3;0;-885;-3;32;-17;0
-25;507;10;10;29;-50;5;-888;25;29;-23;5
8;506;14;16;20;-56;-3;-887;-8;20;-23;-3
20;498;-2;8;16;-42;-6;-890;-20;16;-21;-6
20;509;1;0;28;-37;17;-892;-20;28;-27;17
-99;276;19;290;141;43;60;-984;99;141;9;60
70;535;86;189;69;-116;74;-885;-70;69;-7;74
3;499;3;-7;-9;-43;-62;-880;-3;-9;-13;-62
-23;485;3;12;6;-58;6;-898;23;6;-22;6
-18;491;7;3;3;-60;16;-893;18;3;-21;16
-10;486;-8;6;-26;-46;-16;-898;10;-26;-22;-16
-389;567;44;-26;-103;-139;-225;-825;389;-103;-9;-225
2;489;0;2;13;-56;-17;-899;-2;13;-25;-17
11;482;-3;8;-13;-85;-3;-894;-11;-13;-20;-3
-7;482;0;6;1;-88;6;-893;7;1;-18;6
40;498;-3;-1;-7;-62;16;-887;-40;-7;-19;16
29;482;-2;3;-4;-87;-22;-897;-29;-4;-22;-22
-2;485;-5;3;-4;-83;-9;-891;2;-4;-18;-9
23;489;1;0;15;-56;18;-894;-23;15;-20;18
-2;483;-14;4;-3;-72;21;-890;2;-3;-15;21
-9;487;-4;1;7;-52;-4;-896;9;7;-21;-4
1;484;-7;1;-5;-79;-3;-890;-1;-5;-16;-3
27;479;1;4;-18;-90;15;-890;-27;-18;-15;15
32;492;-10;3;5;-81;22;-896;-32;5;-25;22
30;489;2;-1;8;-56;6;-894;-30;8;-20;6
-2;487;-2;2;-18;-54;-19;-900;2;-18;-25;-19
-11;487;2;1;5;-58;-15;-894;11;5;-20;-15
3;490;2;-3;-11;-61;-21;-895;-3;-11;-23;-21
5;475;2;-3;-72;-100;-17;-896;-5;-72;-20;-17
7;481;-10;13;0;-81;24;-890;-7;0;-14;24
4;483;1;7;20;-64;1;-901;-4;20;-25;1
-2;485;-6;2;-44;-72;-15;-899;2;-44;-23;-15
21;487;1;0;6;-64;-13;-894;-21;6;-20;-13
-20;471;-3;-1;19;-60;-21;-895;20;19;-13;-21
-18;488;-3;-4;11;-57;21;-893;18;11;-19;21
13;495;-3;-5;-9;-58;1;-903;-13;-9;-31;1
-6;484;-2;3;15;-62;-7;-899;6;15;-23;-7
-7;484;2;0;-20;-66;10;-896;7;-20;-21;10
22;489;-10;3;-19;-73;-1;-893;-22;-19;-21;-1
20;501;-4;12;-7;-82;-14;-892;-20;-7;-27;-14
10;485;-4;10;-32;-70;-2;-899;-10;-32;-23;-2
-37;491;24;-3;-87;-107;-46;-880;37;-87;-14;-46
-31;490;4;0;-21;-67;-5;-898;31;-21;-25;-5
-10;495;-5;7;17;-82;10;-890;10;17;-22;10
-5;495;-4;-4;-19;-63;10;-891;5;-19;-21;10
21;487;-7;-4;0;-64;-6;-897;-21;0;-23;-6
-22;483;-11;-1;12;-61;-4;-896;22;12;-20;-4
3;488;-14;-5;-4;-56;9;-898;-3;-4;-23;9
-34;491;-3;2;26;-79;-9;-895;34;26;-24;-9
21;487;-5;-4;-12;-64;-1;-897;-21;-12;-22;-1
-35;490;-7;6;-6;-72;-25;-897;35;-6;-24;-25
5;481;-9;6;-22;-81;1;-892;-5;-22;-17;1
-29;490;9;17;-26;-91;-4;-883;29;-26;-14;-4
-16;501;11;-6;16;-63;-5;-882;16;16;-16;-5
9;498;15;11;-15;-79;-7;-887;-9;-15;-20;-7
16;491;-2;-2;-6;-91;1;-897;-16;-6;-26;1
-45;489;23;-183;-61;-116;-20;-894;45;-61;-9;-20
-67;494;178;-111;109;128;110;-903;67;109;-22;110
114;558;174;-66;59;-44;-14;-842;-114;59;7;-14
-26;578;8;1;-2;-4;-14;-840;26;-2;-20;-14
-2;577;5;13;-25;-21;7;-841;2;-25;-20;7
27;494;-11;3;9;-86;-5;-884;-27;9;-16;-5
-16;574;1;8;4;-20;21;-847;16;4;-23;21
-27;567;-5;6;-2;-20;9;-851;27;-2;-23;9
-4;491;2;2;-9;-98;2;-884;4;-9;-16;2
13;580;8;3;9;-14;14;-846;-13;9;-26;14
19;465;0;4;-27;-123;-1;-890;-19;-27;-12;-1
-2674;1110;-583;811;-112;426;1911;-873;2674;-112;-133;1911
-14;575;3;-2;6;-7;0;-847;14;6;-23;0
7;575;4;-3;-3;-6;2;-845;-7;-3;-22;2
10;491;-3;5;-9;-98;12;-883;-10;-9;-15;12
4;475;-3;-1;30;-124;2;-893;-4;30;-19;2
19;568;-3;3;-8;-19;-10;-852;-19;-8;-25;-10
23;498;-3;3;-2;-99;3;-889;-23;-2;-24;3
17;479;5;13;-27;-146;-19;-888;-17;-27;-19;-19
-8;476;7;0;39;-12;3;-906;8;39;-23;3
-12;482;-2;-1;31;-69;17;-891;12;31;-15;17
-2;565;3;-2;-4;-30;-23;-846;2;-4;-17;-23
9;479;0;-1;5;-74;-1;-898;-9;5;-20;-1
20;560;-2;1;18;-34;-3;-852;-20;18;-19;-3
10;562;1;0;39;-32;-4;-851;-10;39;-21;-4
2;478;5;1;-13;-143;-5;-887;-2;-13;-18;-5
0;564;0;4;23;-34;32;-852;0;23;-23;32
7;560;-3;1;27;-31;14;-851;-7;27;-19;14
-26;472;-4;8;31;-149;10;-887;26;31;-16;10
-6;490;-2;6;14;-106;1;-886;6;14;-18;1
38;562;-3;-4;-12;-20;-14;-852;-38;-12;-22;-14
5552;1007;347;-66;1921;-71;1123;-1523;-5552;1921;-774;1123
204;488;330;671;230;-76;145;-874;-204;230;332;145
-19;503;6;-6;-15;-98;9;-883;19;-15;-21;9
32;573;3;7;-14;-27;6;-848;-32;-14;-23;6
-4441;1180;406;131;1739;180;-312;-1097;4441;1739;-453;-312
-4;483;5;-2;17;-75;1;-890;4;17;-15;1
-42;478;-5;7;7;-112;7;-885;42;7;-13;7
18;464;52;129;79;-189;4;-884;-18;79;-6;4
9;576;9;-1;0;-17;-6;-842;-9;0;-21;-6
-139;777;305;50;2079;-76;-4402;-757;139;2079;-47;-4402
7;568;1;-5;-31;-17;-14;-846;-7;-31;-18;-14
4;500;0;2;13;-98;-22;-880;-4;13;-18;-22
-18;574;4;1;19;-23;20;-846;18;19;-23;20
9;576;2;10;4;-31;49;-840;-9;4;-19;49
0;497;1;3;13;-98;-3;-881;0;13;-16;-3
15;497;5;1;-6;-100;-11;-878;-15;-6;-13;-11
-13;484;-15;-4;-41;-111;-43;-891;13;-41;-20;-43
21;575;3;7;-5;-27;9;-845;-21;-5;-22;9
-4;573;1;0;5;-21;14;-848;4;5;-24;14
-17;569;-2;-6;5;-16;23;-849;17;5;-22;23
-8;574;2;-4;8;-17;11;-849;8;8;-25;11
-7;566;-4;-2;10;-20;1;-848;7;10;-20;1
42;497;1;6;7;-98;3;-884;-42;7;-19;3
4;569;-1;1;3;-22;-7;-846;-4;3;-19;-7
-4;576;6;2;-4;-21;-22;-843;4;-4;-21;-22
-38;505;-1;-8;6;-96;26;-878;38;6;-18;26
-6;485;4;0;25;-108;7;-892;6;25;-21;7
-5;500;-2;-2;19;-94;2;-881;5;19;-17;2
27;487;2;-5;13;-97;12;-888;-27;13;-17;12
18;498;9;1;-15;-106;8;-881;-18;-15;-17;8
-20;492;-6;-4;-6;-96;-6;-889;20;-6;-20;-6
29;490;7;-3;-25;-101;16;-892;-29;-25;-23;16
0;502;-4;0;-16;-91;14;-888;0;-16;-25;14
4;496;-2;1;-12;-93;17;-879;-4;-12;-14;17
-14;571;0;6;-7;-26;5;-846;14;-7;-21;5
84;425;-15;2;-7;-57;-12;-907;-84;-7;-3;-12
-3;497;0;-1;3;-97;7;-875;3;3;-11;7
30;491;-2;16;-22;-163;9;-874;-30;-22;-15;9
16;501;-7;3;5;-91;1;-886;-16;5;-21;1
3;569;0;4;-14;-24;8;-842;-3;-14;-17;8
5;569;3;3;23;-24;13;-840;-5;23;-14;13
140;528;87;-9;-32;-166;71;-887;-140;-32;-21;71
20;502;-4;2;16;-91;2;-876;-20;16;-13;2
-185;476;-61;1;301;-144;-2088;-897;185;301;-23;-2088
2;505;5;-2;4;-101;-8;-878;-2;4;-17;-8
5;501;4;4;35;-97;-14;-881;-5;35;-18;-14
1;505;6;-1;12;-102;-12;-880;-1;12;-20;-12
14;501;1;6;-2;-97;14;-884;-14;-2;-20;14
-21;481;2;12;53;-106;20;-889;21;53;-16;20
1279;781;492;89;-1132;-476;-49;-1178;-1279;-1132;-426;-49
11;582;9;11;-25;-27;9;-826;-11;-25;-11;9
138;580;-1;-3;61;-21;33;-841;-138;61;-22;33
-9;511;8;6;-4;-103;-2;-875;9;-4;-19;-2
30;548;28;8;12;-112;-7;-856;-30;12;-22;-7
72;517;1;-6;6;-95;0;-876;-72;6;-22;0
-135;513;13;12;64;-208;-10;-852;135;64;-16;-10
-90;502;8;-11;-15;-88;-6;-882;90;-15;-19;-6
19;592;4;0;7;-7;33;-833;-19;7;-22;33
-28;487;-9;3;-15;-79;22;-892;28;-15;-19;22
-31;500;5;-4;-5;-100;2;-878;31;-5;-15;2
-4;481;0;7;68;-166;23;-883;4;68;-19;23
-273;549;-58;51;-353;-64;677;-855;273;-353;-17;677
-26;496;-3;2;4;-87;28;-885;26;4;-18;28
-5;508;-8;0;-21;-86;-1;-880;5;-21;-19;-1
-6;507;-7;0;-17;-87;1;-880;6;-17;-19;1
8;483;3;2;4;-79;8;-895;-8;4;-20;8
-23;491;1;1;-8;-104;-32;-882;23;-8;-15;-32
-27;493;0;-3;18;-103;-10;-884;27;18;-17;-10
-17;499;-1;3;4;-91;10;-882;17;4;-17;10
8;583;0;-2;6;-16;-12;-837;-8;6;-20;-12
-23;582;-2;-1;12;-16;11;-841;23;12;-23;11
-22;576;-2;4;36;-13;29;-839;22;36;-17;29
-2;495;-2;4;-4;-87;-2;-882;2;-4;-15;-2
-12;496;3;1;-5;-93;-18;-881;12;-5;-16;-18
7;499;-1;0;-6;-89;-13;-884;-7;-6;-18;-13
2;493;1;4;5;-91;-7;-887;-2;5;-19;-7
-29;580;-3;1;3;-15;5;-843;29;3;-24;5
20;579;0;-1;-1;-12;3;-840;-20;-1;-21;3
13;500;-5;-4;7;-86;16;-885;-13;7;-20;16
127;463;-126;-249;5;-121;-27;-954;-127;5;-35;-27
-9;510;0;-16;10;-94;-7;-878;9;10;-20;-7
2;583;2;-1;6;-9;18;-837;-2;6;-20;18
283;560;-558;329;-312;516;374;-776;-283;-312;86;374
-18;498;-2;5;11;-91;-7;-879;18;11;-14;-7
22;493;-6;3;-11;-85;-4;-886;-22;-11;-18;-4
16;503;6;-8;-19;-104;22;-884;-16;-19;-22;22
9;496;-1;2;7;-91;-7;-887;-9;7;-21;-7
8;494;2;-3;-18;-97;-24;-883;-8;-18;-16;-24
1;574;-7;-8;-33;-6;17;-840;-1;-33;-17;17
-38;575;-1;3;7;-19;6;-842;38;7;-20;6
5;501;4;-4;-5;-95;19;-879;-5;-5;-16;19
1;505;-1;-8;-8;-92;-18;-878;-1;-8;-17;-18
-13;580;-2;6;14;-17;-10;-835;13;14;-17;-10
34;500;0;1;35;-87;7;-881;-34;35;-17;7
30;501;-5;-2;11;-88;-9;-884;-30;11;-19;-9
-3;577;-6;1;-14;-13;8;-842;3;-14;-21;8
-1;584;4;-8;6;-1;-24;-839;1;6;-22;-24
-11;582;0;-2;8;-8;-12;-840;11;8;-22;-12
2;576;-2;-2;-20;-6;6;-837;-2;-20;-16;6
20;478;4;1;25;-119;29;-890;-20;25;-17;29
-22;580;-1;-1;-2;-7;1;-839;22;-2;-20;1
2;495;1;1;3;-91;2;-880;-2;3;-13;2
-19;582;2;-3;17;-4;-11;-838;19;17;-20;-11
42;476;11;-2;-68;-117;-22;-898;-42;-68;-22;-22
10;581;1;4;-16;-11;2;-834;-10;-16;-17;2
15;489;-1;3;-27;-93;0;-886;-15;-27;-16;0
20;495;-7;4;-9;-87;-9;-882;-20;-9;-16;-9
9;586;3;2;12;-9;-4;-839;-9;12;-23;-4
-30;521;-235;-2;-24;-67;-40;-869;30;-24;13;-40
-11;578;-5;3;15;-6;-1;-840;11;15;-20;-1
14;501;-3;-2;23;-93;4;-883;-14;23;-19;4
12;497;-4;3;-1;-88;-18;-884;-12;-1;-18;-18
20;491;2;7;-4;-93;-10;-885;-20;-4;-16;-10
