InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
-3;504;-1;-2;-10;-61;10;-878;3;-10;-15;10
-1;487;-9;8;-1;-69;9;-889;1;-1;-17;9
11;590;1;5;0;-10;-3;-831;-11;0;-19;-3
29;503;4;1;15;-61;-2;-890;-29;15;-25;-2
7;483;5;4;2;-62;1;-891;-7;2;-15;1
14;591;-1;5;16;-13;2;-830;-14;16;-19;2
15;590;-4;-1;9;-8;19;-837;-15;9;-24;19
-13;592;1;-2;8;-6;7;-830;13;8;-20;7
0;485;3;-3;5;-58;0;-894;0;5;-18;0
6;592;0;0;2;-8;17;-838;-6;2;-26;17
4;497;0;3;11;-60;-13;-894;-4;11;-25;-13
6;590;2;7;-10;-19;8;-830;-6;-10;-19;8
9;593;2;3;19;-9;-3;-828;-9;19;-18;-3
2;592;0;6;21;-17;8;-830;-2;21;-20;8
-7;587;1;-2;18;-8;-23;-831;7;18;-17;-23
4;588;-5;-1;7;-10;-5;-840;-4;7;-25;-5
-11;504;-2;14;3;-50;2;-890;11;3;-23;2
-14;588;2;0;10;-10;3;-828;14;10;-16;3
-10;587;-1;-3;-9;-9;11;-834;10;-9;-20;11
18;587;-1;-2;-5;-10;10;-833;-18;-5;-19;10
-1;584;-8;0;1;-14;19;-839;1;1;-22;19
10;589;-4;2;2;-17;5;-839;-10;2;-25;5
21;586;-5;3;1;-17;2;-835;-21;1;-21;2
20;585;-4;1;-9;-15;18;-837;-20;-9;-21;18
13;489;-2;-5;5;-54;-2;-895;-13;5;-21;-2
-11;589;1;2;-6;-14;9;-832;11;-6;-19;9
-4;587;-2;-2;-5;-11;9;-835;4;-5;-20;9
-1;589;-2;3;8;-16;0;-837;1;8;-24;0
5;588;0;-4;11;-7;-12;-834;-5;11;-21;-12
-10;592;2;3;4;-14;18;-834;10;4;-23;18
11;593;4;1;8;-12;17;-835;-11;8;-24;17
-9;586;-3;1;19;-15;-12;-837;9;19;-21;-12
-8;589;-4;-4;-6;-9;0;-842;8;-6;-28;0
-5;593;3;3;12;-13;-7;-832;5;12;-22;-7
-1;587;-1;-4;-15;-13;0;-836;1;-15;-22;0
-2;593;4;-1;20;-16;11;-835;2;20;-25;11
22;591;2;-2;-3;-15;-2;-839;-22;-3;-26;-2
0;586;0;2;5;-20;4;-834;0;5;-20;4
2;587;2;2;-11;-19;-19;-832;-2;-11;-19;-19
20;584;-2;-3;6;-17;9;-837;-20;6;-20;9
13;591;6;-5;4;-14;-12;-835;-13;4;-23;-12
-9;590;7;-3;6;-20;18;-830;9;6;-18;18
11;592;8;3;-4;-25;-8;-830;-11;-4;-19;-8
-7;493;-2;-10;-16;-60;-8;-897;7;-16;-25;-8
1;493;13;-1;-15;-59;-3;-894;-1;-15;-22;-3
1;488;5;1;-3;-56;-5;-897;-1;-3;-23;-5
-11;586;1;-10;-9;-14;-9;-839;11;-9;-23;-9
-1;588;5;-1;-12;-20;1;-830;1;-12;-17;1
0;493;7;4;-13;-57;6;-892;0;-13;-20;6
-5;489;7;-2;10;-54;6;-892;5;10;-19;6
-14;586;0;-5;-10;-17;-3;-838;14;-10;-23;-3
21;585;1;0;21;-20;14;-834;-21;21;-19;14
1;591;6;6;-13;-26;-12;-833;-1;-13;-21;-12
-9;589;5;-2;-12;-18;3;-833;9;-12;-20;3
6;581;-4;-2;0;-20;15;-836;-6;0;-19;15
13;588;1;2;8;-22;-13;-836;-13;8;-22;-13
10;588;0;2;10;-22;-3;-837;-10;10;-23;-3
10;586;2;-3;13;-18;12;-832;-10;13;-18;12
-3;591;1;2;2;-26;5;-839;3;2;-27;5
32;503;4;8;13;-61;7;-876;-32;13;-13;7
4;587;1;-8;3;-21;-17;-838;-4;3;-23;-17
1;595;6;-2;-14;-21;-6;-835;-1;-14;-25;-6
1;590;5;-3;-17;-20;10;-829;-1;-17;-18;10
-6;589;3;-3;-15;-19;-2;-828;6;-15;-16;-2
-6;501;-1;-15;9;-80;-5;-891;6;9;-25;-5
1;488;5;-2;0;-73;4;-896;-1;0;-23;4
24;589;5;-1;1;-20;-2;-826;-24;1;-14;-2
6;592;5;0;-10;-21;14;-829;-6;-10;-19;14
7;597;-11;-5;-5;-16;8;-835;-7;-5;-27;8
3;600;1;8;5;-12;-5;-828;-3;5;-23;-5
13;590;-12;4;16;-13;7;-839;-13;16;-26;7
14;593;-2;-2;21;-17;-8;-830;-14;21;-20;-8
20;595;0;2;-4;-19;6;-827;-20;-4;-19;6
21;503;6;-3;11;-62;-3;-883;-21;11;-18;-3
-23;506;92;34;8;-65;-17;-888;23;8;-20;-17
-6;597;0;-2;3;-16;10;-834;6;3;-25;10
-2;592;-6;0;-12;-16;-5;-829;2;-12;-19;-5
21;586;4;4;22;-25;0;-835;-21;22;-20;0
-6;574;-11;0;6;-26;-17;-841;6;6;-19;-17
21;511;1;2;6;-64;5;-880;-21;6;-20;5
20;582;5;0;11;-21;-2;-837;-20;11;-20;-2
-15;514;0;5;-5;-64;-15;-884;15;-5;-25;-15
10;515;-5;-7;16;-54;8;-882;-10;16;-22;8
3;515;-4;-5;-2;-55;25;-883;-3;-2;-23;25
6;583;3;3;14;-24;7;-840;-6;14;-23;7
3;576;-7;1;8;-24;-21;-847;-3;8;-25;-21
-3;582;-1;4;6;-26;18;-844;3;6;-26;18
-27;578;2;4;4;-25;3;-834;27;4;-15;3
-11;580;1;0;-14;-21;8;-841;11;-14;-21;8
-3;578;0;7;-17;-30;-5;-836;3;-17;-17;-5
11;579;3;-1;-22;-22;11;-837;-11;-22;-17;11
1;572;-7;-2;-5;-23;18;-843;-1;-5;-18;18
32;498;5;-7;2;-35;-3;-892;-32;2;-21;-3
-14;501;3;2;10;-58;9;-889;14;10;-23;9
2;570;-9;-2;-7;-24;16;-844;-2;-7;-18;16
-16;506;9;-2;-9;-57;9;-883;16;-9;-19;9
-18;578;-1;-3;13;-21;18;-842;18;13;-22;18
-19;584;2;0;-1;-23;-2;-839;19;-1;-22;-2
11;587;2;0;-9;-19;-3;-833;-11;-9;-20;-3
-12;573;-8;6;26;-23;5;-856;12;26;-30;5
14;591;2;8;44;-17;-18;-830;-14;44;-19;-18
-14;577;-2;-6;-5;1;-5;-839;14;-5;-19;-5
11;585;6;-2;16;-3;-3;-837;-11;16;-20;-3
10;583;1;6;-4;-11;8;-835;-10;-4;-18;8
21;579;-2;3;-1;-8;8;-836;-21;-1;-17;8
8;578;-5;0;10;-6;-1;-840;-8;10;-20;-1
8;505;7;2;17;-59;-12;-889;-8;17;-24;-12
5;581;-3;0;28;-6;8;-842;-5;28;-24;8
11;506;7;-1;-14;-56;7;-890;-11;-14;-24;7
5;582;-1;-5;-9;-1;15;-840;-5;-9;-22;15
0;589;0;6;6;-5;-11;-831;0;6;-18;-11
-16;504;-2;-3;18;-47;-1;-887;16;18;-21;-1
14;587;-5;-2;12;1;12;-837;-14;12;-22;12
-7;505;10;4;-8;-62;-1;-885;7;-8;-21;-1
-3;587;-1;3;10;-4;1;-828;3;10;-14;1
2;587;-4;-1;-8;-1;0;-838;-2;-8;-24;0
31;503;28;117;28;-112;38;-901;-31;28;-30;38
21;591;1;4;15;-3;8;-835;-21;15;-22;8
1;493;-11;4;-4;-71;-6;-889;-1;-4;-19;-6
11;584;-5;5;0;-7;-8;-837;-11;0;-20;-8
9;599;8;3;6;-1;7;-835;-9;6;-27;7
0;593;4;1;-5;-3;-13;-835;0;-5;-23;-13
113;497;537;677;101;-66;40;-884;-113;101;470;40
20;498;-2;8;16;-42;-6;-890;-20;16;-21;-6
72;581;-1;0;38;-24;6;-838;-72;38;-19;6
3;565;-5;2;-18;-41;20;-851;-3;-18;-22;20
-8;571;-2;3;-28;-34;-10;-850;8;-28;-25;-10
11;582;-1;-1;-14;-15;-5;-851;-11;-14;-30;-5
-9;573;-4;11;29;-28;11;-842;9;29;-19;11
5;572;-2;-2;1;-17;-1;-844;-5;1;-20;-1
-25;589;-24;15;-22;-39;-24;-844;25;-22;-30;-24
-8;572;-6;7;0;-27;-11;-848;8;0;-23;-11
-12;576;-4;9;-6;-28;-12;-848;12;-6;-24;-12
-5;580;7;-5;-5;-7;-7;-841;5;-5;-22;-7
7;574;2;1;-13;-13;0;-840;-7;-13;-18;0
-22;576;0;0;18;-19;3;-852;22;18;-28;3
7;574;6;-6;21;-13;13;-839;-7;21;-17;13
10;576;2;12;6;-31;-22;-843;-10;6;-21;-22
10;575;2;14;7;-34;-28;-843;-10;7;-20;-28
-20;577;5;1;3;-19;-6;-841;20;3;-20;-6
-11;571;-4;3;14;-29;-18;-847;11;14;-22;-18
-11;570;-5;4;29;-30;9;-846;11;29;-21;9
1;588;-5;-6;49;-6;32;-833;-1;49;-20;32
23;572;-3;-6;18;-16;-9;-848;-23;18;-22;-9
5;579;5;-2;23;-16;0;-841;-5;23;-22;0
19;571;-2;1;8;-21;13;-842;-19;8;-17;13
-7;565;-9;-7;26;-16;15;-851;7;26;-22;15
7;565;-7;-7;12;-18;9;-846;-7;12;-17;9
8;574;-2;-1;-5;-22;18;-847;-8;-5;-23;18
21;577;-2;7;0;-29;-21;-850;-21;0;-28;-21
28;580;6;4;15;-20;13;-839;-28;15;-20;13
-37;572;-3;1;-21;-21;-7;-844;37;-21;-20;-7
-11;579;-3;8;-9;-29;-21;-845;11;-9;-25;-21
-2;559;-18;9;43;-37;26;-862;2;43;-27;26
165;496;56;-5;-184;-25;-50;-897;-165;-184;-24;-50
11;573;2;4;2;-22;-1;-837;-11;2;-14;-1
5;583;0;2;36;-25;19;-839;-5;36;-22;19
11;572;-1;2;18;-23;26;-842;-11;18;-19;26
-11;566;-12;7;12;-19;18;-854;11;12;-25;18
-5;580;0;4;17;-13;9;-842;5;17;-22;9
-8;580;0;-2;-18;-7;8;-845;8;-18;-25;8
-11;578;-1;6;0;-14;6;-842;11;0;-22;6
17;580;1;3;2;-13;4;-842;-17;2;-22;4
-2;575;3;-3;18;-6;-12;-838;2;18;-16;-12
27;574;-5;-4;7;-8;1;-849;-27;7;-25;1
17;578;2;-1;16;-8;-6;-843;-17;16;-22;-6
5;576;0;1;23;-11;0;-841;-5;23;-20;0
7;575;-2;5;5;-16;10;-843;-7;5;-20;10
20;491;-8;0;2;-69;-1;-890;-20;2;-19;-1
7;495;-2;-4;-5;-70;9;-886;-7;-5;-17;9
3;578;0;2;10;-8;3;-840;-3;10;-19;3
-1;574;0;-6;5;-1;28;-837;1;5;-14;28
-13;579;2;4;8;-16;25;-837;13;8;-18;25
-16;501;11;-6;16;-63;-5;-882;16;16;-16;-5
5;581;-3;2;22;-4;-5;-838;-5;22;-20;-5
20;583;1;3;-1;-4;-17;-833;-20;-1;-16;-17
-5;587;3;2;8;-1;7;-835;5;8;-20;7
-13;580;-6;1;-11;-3;-1;-837;13;-11;-19;-1
-9;584;-2;0;-1;0;16;-836;9;-1;-20;16
3;588;-3;-6;-5;15;-17;-830;-3;-5;-18;-17
-2;577;5;13;-25;-21;7;-841;2;-25;-20;7
7;580;-7;3;2;0;23;-830;-7;2;-13;23
-16;574;1;8;4;-20;21;-847;16;4;-23;21
-27;567;-5;6;-2;-20;9;-851;27;-2;-23;9
13;592;2;7;7;-1;-8;-832;-13;7;-21;-8
13;580;8;3;9;-14;14;-846;-13;9;-26;14
-3;591;3;4;13;1;7;-830;3;13;-18;7
22;587;1;4;16;-2;-5;-837;-22;16;-22;-5
-14;575;3;-2;6;-7;0;-847;14;6;-23;0
7;575;4;-3;-3;-6;2;-845;-7;-3;-22;2
12;583;0;3;20;-2;-15;-837;-12;20;-20;-15
10;585;0;3;-4;-6;20;-840;-10;-4;-24;20
19;568;-3;3;-8;-19;-10;-852;-19;-8;-25;-10
-6;586;1;6;-6;-8;-9;-840;6;-6;-24;-9
8;583;-1;-2;7;-1;22;-840;-8;7;-23;22
-4;585;1;3;12;-5;19;-837;4;12;-21;19
-15;584;0;1;13;-4;11;-839;15;13;-22;11
-2;565;3;-2;-4;-30;-23;-846;2;-4;-17;-23
13;585;-1;4;3;-6;0;-839;-13;3;-23;0
20;560;-2;1;18;-34;-3;-852;-20;18;-19;-3
10;562;1;0;39;-32;-4;-851;-10;39;-21;-4
18;583;-1;6;-3;-8;16;-835;-18;-3;-19;16
0;564;0;4;23;-34;32;-852;0;23;-23;32
7;560;-3;1;27;-31;14;-851;-7;27;-19;14
7;584;4;-3;24;0;-5;-836;-7;24;-20;-5
-1;585;5;0;6;-3;9;-835;1;6;-19;9
-12;586;1;4;2;-8;9;-837;12;2;-21;9
-1;589;2;11;-15;-13;-2;-839;1;-15;-25;-2
-1;589;2;11;-15;-13;-5;-838;1;-15;-24;-5
44;595;7;-9;-3;-4;6;-825;-44;-3;-17;6
39;572;-4;4;-10;-26;2;-851;-39;-10;-26;2
-7;492;3;-13;-10;-89;9;-884;7;-10;-15;9
-11;578;-5;3;15;-6;-1;-840;11;15;-20;-1
9;586;3;2;12;-9;-4;-839;-9;12;-23;-4
10;581;1;4;-16;-11;2;-834;-10;-16;-17;2
9;576;9;-1;0;-17;-6;-842;-9;0;-21;-6
2;495;1;1;3;-91;2;-880;-2;3;-13;2
-22;580;-1;-1;-2;-7;1;-839;22;-2;-20;1
-3;544;3;11;-23;6;-7;-855;3;-23;-13;-7
-25;579;3;-4;23;-11;27;-842;25;23;-22;27
9;576;2;10;4;-31;49;-840;-9;4;-19;49
-11;582;0;-2;8;-8;-12;-840;11;8;-22;-12
-3;577;-6;1;-14;-13;8;-842;3;-14;-21;8
-13;580;-2;6;14;-17;-10;-835;13;14;-17;-10
21;575;3;7;-5;-27;9;-845;-21;-5;-22;9
-4;573;1;0;5;-21;14;-848;4;5;-24;14
-17;569;-2;-6;5;-16;23;-849;17;5;-22;23
-8;574;2;-4;8;-17;11;-849;8;8;-25;11
-7;566;-4;-2;10;-20;1;-848;7;10;-20;1
2;583;2;-1;6;-9;18;-837;-2;6;-20;18
4;569;-1;1;3;-22;-7;-846;-4;3;-19;-7
-4;576;6;2;-4;-21;-22;-843;4;-4;-21;-22
13;500;-5;-4;7;-86;16;-885;-13;7;-20;16
20;579;0;-1;-1;-12;3;-840;-20;-1;-21;3
-2;495;-2;4;-4;-87;-2;-882;2;-4;-15;-2
-23;582;-2;-1;12;-16;11;-841;23;12;-23;11
8;583;0;-2;6;-16;-12;-837;-8;6;-20;-12
5;569;3;3;23;-24;13;-840;-5;23;-14;13
3;569;0;4;-14;-24;8;-842;-3;-14;-17;8
16;501;-7;3;5;-91;1;-886;-16;5;-21;1
22;594;-5;-1;-6;7;6;-828;-22;-6;-19;6
-4;591;2;-2;-2;-3;21;-837;4;-2;-25;21
-21;587;-1;-8;-4;-17;-15;-837;21;-4;-22;-15
-3;497;0;-1;3;-97;7;-875;3;3;-11;7
-6;594;3;0;-7;-3;-10;-831;6;-7;-22;-10
16;600;3;0;-31;-6;-2;-827;-16;-31;-22;-2
-21;596;3;-2;39;-5;-13;-832;21;39;-23;-13
-9;597;5;6;11;-8;-9;-830;9;11;-22;-9
10;592;-3;1;15;-5;20;-837;-10;15;-25;20
24;499;-1;-2;23;-92;1;-880;-24;23;-15;1
3;594;3;-1;10;-2;-13;-831;-3;10;-22;-13
7;502;2;10;-4;-134;-7;-874;-7;-4;-17;-7
-4;592;-4;-4;-8;2;14;-838;4;-8;-25;14
-2;503;-2;6;20;-118;-12;-882;2;20;-22;-12
15;496;4;2;-2;-94;13;-885;-15;-2;-19;13
-29;603;5;4;-17;8;3;-824;29;-17;-22;3
6;595;2;-1;-7;-1;-9;-832;-6;-7;-23;-9
-142;709;553;84;-591;-555;75;-426;142;-591;361;75
-1;595;2;3;10;-5;17;-830;1;10;-21;17
-25;490;2;-2;-24;-153;-14;-884;25;-24;-22;-14
52;572;-39;47;2;-111;10;-840;-52;2;-21;10
-33;598;2;-2;-6;-2;-2;-835;33;-6;-27;-2
-10;599;2;1;-8;10;-18;-826;10;-8;-21;-18
4;596;1;1;20;-3;1;-831;-4;20;-22;1
11;593;0;-1;15;-1;27;-835;-11;15;-24;27
-26;567;-13;3;-1;-14;-14;-845;26;-1;-18;-14
5;616;-1;3;21;14;21;-814;-5;21;-21;21
12;596;0;4;-7;-5;15;-832;-12;-7;-23;15
14;621;3;4;-4;14;-2;-810;-14;-4;-21;-2
-596;546;-42;90;-220;-2;782;-818;596;-220;22;782
-28;500;9;3;-72;-113;-32;-890;28;-72;-27;-32
-5;508;-8;0;-21;-86;-1;-880;5;-21;-19;-1
14;478;0;0;2;-86;10;-900;-14;2;-22;10
15;168;37;12;0;628;9;-784;-15;0;-18;9
-21;198;50;-2;-239;678;-158;-774;21;-239;-46;-158
-36;490;6;2;11;-106;11;-883;36;11;-15;11
26;616;9;3;17;16;9;-811;-26;17;-19;9
203;679;98;178;-1251;-215;442;-739;-203;-1251;-6;442
-22;591;-5;4;9;-8;13;-835;22;9;-23;13
-5;500;-2;-2;19;-94;2;-881;5;19;-17;2
-3;595;3;-1;16;1;5;-827;3;16;-18;5
11;496;-3;3;-19;-100;-17;-887;-11;-19;-21;-17
2;488;1;-1;12;-97;-10;-884;-2;12;-15;-10
-34;579;-3;-1;4;-10;7;-839;34;4;-19;7
10;616;1;2;2;19;-9;-812;-10;2;-20;-9
-12;596;-1;11;14;-8;11;-825;12;14;-17;11
-3;620;-1;4;9;15;11;-815;3;9;-25;11
-9;510;0;-16;10;-94;-7;-878;9;10;-20;-7
-12;615;-2;4;25;14;-3;-816;12;25;-21;-3
-12;616;2;5;6;13;-2;-810;12;6;-17;-2
4;484;-6;3;3;-65;13;-903;-4;3;-26;13
23;492;-2;4;-19;-97;0;-886;-23;-19;-19;0
1;589;-2;-4;18;-1;24;-831;-1;18;-18;24
9;496;-1;2;7;-91;-7;-887;-9;7;-21;-7
13;598;3;0;5;0;-8;-834;-13;5;-26;-8
-9;597;0;-7;-16;13;7;-824;9;-16;-18;7
-10;599;3;2;0;-1;-4;-832;10;0;-25;-4
-3;494;1;7;-5;-98;28;-884;3;-5;-17;28
8;494;2;-3;-18;-97;-24;-883;-8;-18;-16;-24
-11;596;1;5;-4;-3;-3;-831;11;-4;-23;-3
1;594;-1;-5;5;7;10;-832;-1;5;-23;10
1;616;1;-2;-14;18;-3;-816;-1;-14;-22;-3
14;602;2;4;9;-6;19;-831;-14;9;-26;19
-1;584;4;-8;6;-1;-24;-839;1;6;-22;-24
-2;492;-1;2;11;-105;1;-886;2;11;-19;1
3;599;-1;0;-7;7;12;-828;-3;-7;-22;12
-15;598;1;-2;2;9;15;-825;15;2;-19;15
12;569;-4;-3;-35;-16;-29;-851;-12;-35;-24;-29
4;614;-3;-2;-18;16;-16;-818;-4;-18;-22;-16
-28;596;3;1;18;3;-10;-823;28;18;-17;-10
10;481;-3;0;18;-58;-2;-897;-10;18;-20;-2
26;595;4;2;-16;-9;34;-834;-26;-16;-24;34
3;486;46;-45;24;-83;17;-892;-3;24;-17;17
16;491;-2;-5;-18;-87;-13;-889;-16;-18;-19;-13
11;491;4;-6;-10;-69;13;-896;-11;-10;-24;13
-25;589;1;0;0;-6;28;-835;25;0;-22;28
-3;475;-2;0;21;-89;0;-897;3;21;-19;0
21;491;-33;1;36;-112;23;-902;-21;36;-32;23
19;478;-2;3;-4;-90;-31;-893;-19;-4;-17;-31
-22;594;4;2;8;-10;-23;-833;22;8;-23;-23
-14;484;-3;1;-17;-50;-16;-899;14;-17;-23;-16
-7;592;12;-2;4;3;-17;-834;7;4;-22;-17
-19;496;9;-10;4;-68;2;-890;19;4;-21;2
-16;592;2;1;-5;-8;7;-839;16;-5;-26;7
10;494;-2;-4;2;-92;0;-885;-10;2;-17;0
-12;498;74;15;51;-128;14;-887;12;51;-21;14
