Accelerometer LUA^ accX;Accelerometer LUA_ accY;Accelerometer LH accY;Accelerometer RKN^ accY;InertialMeasurementUnit LLA accY;InertialMeasurementUnit L-SHOE EuZ;Accelerometer LUA_ accX;Accelerometer LH accX;Accelerometer LWR accY;Accelerometer LWR accZ;InertialMeasurementUnit LLA accX
265.0;788.0;460.0;863.0;-669.0;6;-650.0;424.0;516.0;452.0;-445.0
270.0;831.0;959.0;1015.0;-468.0;0;-164.0;375.0;896.0;365.0;-825.0
245.0;885.0;860.0;876.0;-477.0;11;-229.0;273.0;904.0;470.0;-912.0
150.0;897.0;953.0;966.0;-482.0;1;-269.0;308.0;876.0;385.0;-844.0
136.0;923.0;967.0;963.0;-452.0;-1;-278.0;275.0;873.0;418.0;-868.0
1.0;925.0;719.0;976.0;-639.0;1;-563.0;449.0;790.0;497.0;-650.0
44.0;912.0;718.0;974.0;-569.0;1;-435.0;439.0;795.0;549.0;-702.0
221.0;725.0;439.0;882.0;-603.0;5;-649.0;334.0;455.0;423.0;-598.0
104.0;858.0;740.0;973.0;-594.0;1;-424.0;523.0;746.0;538.0;-768.0
232.0;732.0;429.0;782.0;-534.0;4;-658.0;376.0;440.0;436.0;-542.0
241.0;743.0;433.0;826.0;-533.0;4;-669.0;397.0;453.0;469.0;-550.0
139.0;875.0;941.0;1007.0;-467.0;-1;-279.0;278.0;873.0;351.0;-817.0
167.0;850.0;910.0;983.0;-447.0;-1;-272.0;243.0;854.0;294.0;-806.0
138.0;878.0;790.0;965.0;-599.0;1;-472.0;578.0;762.0;455.0;-827.0
274.0;771.0;464.0;784.0;-547.0;4;-627.0;398.0;468.0;441.0;-548.0
283.0;771.0;445.0;793.0;-573.0;4;-627.0;362.0;477.0;444.0;-547.0
286.0;782.0;465.0;797.0;-582.0;4;-633.0;381.0;473.0;459.0;-540.0
315.0;846.0;510.0;809.0;-591.0;4;-646.0;371.0;516.0;461.0;-572.0
321.0;846.0;494.0;829.0;-578.0;4;-635.0;393.0;512.0;443.0;-599.0
306.0;845.0;499.0;798.0;-563.0;4;-621.0;432.0;568.0;463.0;-599.0
325.0;831.0;512.0;838.0;-564.0;4;-606.0;418.0;541.0;456.0;-595.0
43.0;712.0;760.0;950.0;-467.0;-13;-400.0;279.0;649.0;272.0;-628.0
309.0;790.0;477.0;808.0;-556.0;4;-619.0;423.0;517.0;430.0;-584.0
286.0;702.0;418.0;824.0;-575.0;4;-591.0;361.0;451.0;469.0;-587.0
178.0;849.0;947.0;893.0;-393.0;1;-219.0;246.0;879.0;337.0;-784.0
163.0;794.0;884.0;911.0;-383.0;1;-203.0;215.0;801.0;334.0;-750.0
93.0;678.0;745.0;1025.0;-391.0;2;-259.0;175.0;662.0;284.0;-603.0
279.0;708.0;437.0;814.0;-580.0;4;-621.0;370.0;435.0;469.0;-609.0
314.0;777.0;454.0;820.0;-573.0;4;-631.0;368.0;513.0;473.0;-534.0
293.0;787.0;443.0;806.0;-577.0;4;-641.0;408.0;455.0;490.0;-569.0
286.0;794.0;461.0;816.0;-561.0;4;-657.0;407.0;474.0;499.0;-559.0
286.0;767.0;427.0;814.0;-611.0;4;-644.0;399.0;467.0;478.0;-584.0
248.0;743.0;420.0;815.0;-588.0;4;-649.0;373.0;426.0;488.0;-586.0
159.0;782.0;808.0;967.0;-417.0;7;-213.0;184.0;781.0;285.0;-702.0
83.0;703.0;731.0;957.0;-420.0;8;-275.0;180.0;700.0;252.0;-630.0
261.0;743.0;426.0;824.0;-601.0;4;-649.0;373.0;469.0;436.0;-581.0
258.0;769.0;435.0;816.0;-617.0;4;-651.0;365.0;445.0;469.0;-591.0
263.0;750.0;436.0;813.0;-584.0;4;-660.0;388.0;448.0;465.0;-573.0
123.0;678.0;684.0;1079.0;-564.0;9;-335.0;205.0;717.0;287.0;-732.0
116.0;854.0;758.0;863.0;-359.0;2;-514.0;424.0;667.0;509.0;-565.0
238.0;780.0;410.0;795.0;-584.0;4;-657.0;428.0;465.0;479.0;-538.0
245.0;749.0;401.0;794.0;-588.0;4;-628.0;411.0;467.0;470.0;-537.0
209.0;728.0;398.0;778.0;-596.0;4;-652.0;393.0;445.0;443.0;-553.0
351.0;831.0;949.0;819.0;-482.0;11;-276.0;396.0;863.0;421.0;-889.0
343.0;820.0;942.0;798.0;-482.0;11;-268.0;377.0;864.0;380.0;-879.0
352.0;821.0;928.0;809.0;-492.0;11;-256.0;394.0;874.0;411.0;-874.0
106.0;799.0;717.0;879.0;-648.0;2;-617.0;443.0;630.0;477.0;-592.0
244.0;848.0;872.0;932.0;-729.0;1;-596.0;422.0;670.0;461.0;-601.0
277.0;821.0;676.0;942.0;-618.0;3;-455.0;650.0;701.0;619.0;-531.0
336.0;847.0;934.0;812.0;-534.0;11;-312.0;455.0;897.0;465.0;-797.0
341.0;838.0;906.0;833.0;-555.0;11;-306.0;437.0;858.0;445.0;-793.0
390.0;845.0;827.0;981.0;-606.0;4;-448.0;637.0;743.0;540.0;-698.0
352.0;815.0;913.0;809.0;-537.0;11;-284.0;489.0;874.0;489.0;-820.0
342.0;799.0;920.0;827.0;-523.0;11;-321.0;497.0;859.0;479.0;-793.0
322.0;817.0;903.0;848.0;-499.0;11;-338.0;496.0;864.0;463.0;-789.0
329.0;823.0;934.0;862.0;-461.0;11;-321.0;495.0;849.0;521.0;-799.0
463.0;881.0;835.0;980.0;-605.0;1;-376.0;654.0;827.0;585.0;-782.0
316.0;788.0;909.0;854.0;-379.0;11;-285.0;362.0;828.0;380.0;-934.0
-45.0;731.0;819.0;854.0;-307.0;-15;-354.0;215.0;761.0;345.0;-634.0
276.0;808.0;464.0;835.0;-634.0;4;-609.0;360.0;558.0;396.0;-506.0
274.0;794.0;464.0;815.0;-586.0;4;-619.0;341.0;514.0;373.0;-521.0
265.0;813.0;465.0;812.0;-566.0;4;-619.0;375.0;500.0;399.0;-505.0
267.0;809.0;457.0;784.0;-572.0;4;-606.0;373.0;508.0;438.0;-504.0
264.0;790.0;455.0;765.0;-587.0;4;-605.0;351.0;494.0;406.0;-509.0
253.0;790.0;456.0;760.0;-600.0;4;-595.0;331.0;488.0;449.0;-516.0
287.0;826.0;502.0;791.0;-582.0;4;-649.0;343.0;506.0;415.0;-588.0
288.0;848.0;482.0;805.0;-553.0;4;-630.0;335.0;535.0;434.0;-617.0
266.0;810.0;451.0;784.0;-561.0;4;-634.0;380.0;495.0;478.0;-595.0
238.0;505.0;496.0;964.0;-893.0;3;-637.0;884.0;494.0;897.0;-386.0
285.0;811.0;464.0;762.0;-567.0;3;-625.0;360.0;510.0;413.0;-608.0
291.0;781.0;454.0;739.0;-547.0;3;-599.0;344.0;485.0;403.0;-573.0
428.0;810.0;864.0;843.0;-499.0;11;-242.0;486.0;843.0;449.0;-794.0
294.0;785.0;458.0;794.0;-573.0;3;-633.0;350.0;502.0;439.0;-593.0
296.0;754.0;433.0;864.0;-544.0;3;-648.0;374.0;488.0;462.0;-603.0
404.0;804.0;866.0;875.0;-479.0;11;-262.0;490.0;845.0;461.0;-854.0
296.0;784.0;443.0;772.0;-560.0;3;-651.0;417.0;463.0;441.0;-591.0
284.0;803.0;462.0;808.0;-556.0;4;-634.0;371.0;538.0;423.0;-597.0
25.0;788.0;888.0;1010.0;-434.0;63;-275.0;289.0;796.0;220.0;-768.0
115.0;696.0;550.0;918.0;-780.0;3;-661.0;676.0;552.0;681.0;-593.0
113.0;722.0;556.0;923.0;-813.0;3;-653.0;653.0;584.0;634.0;-589.0
135.0;731.0;527.0;920.0;-813.0;3;-653.0;639.0;550.0;613.0;-579.0
152.0;723.0;559.0;913.0;-784.0;3;-637.0;722.0;554.0;622.0;-593.0
319.0;721.0;439.0;842.0;-579.0;4;-615.0;344.0;450.0;466.0;-603.0
157.0;749.0;568.0;922.0;-800.0;3;-644.0;702.0;587.0;607.0;-609.0
374.0;781.0;484.0;745.0;-600.0;4;-600.0;362.0;513.0;485.0;-578.0
391.0;789.0;485.0;816.0;-608.0;4;-577.0;354.0;533.0;483.0;-575.0
398.0;814.0;505.0;819.0;-594.0;4;-553.0;397.0;546.0;482.0;-597.0
420.0;787.0;519.0;857.0;-553.0;4;-550.0;426.0;531.0;492.0;-625.0
409.0;794.0;530.0;866.0;-537.0;4;-539.0;454.0;578.0;523.0;-596.0
428.0;816.0;523.0;877.0;-558.0;4;-543.0;465.0;566.0;541.0;-566.0
439.0;790.0;530.0;860.0;-593.0;4;-533.0;399.0;561.0;490.0;-588.0
448.0;806.0;523.0;917.0;-576.0;4;-527.0;377.0;527.0;449.0;-625.0
447.0;810.0;503.0;898.0;-581.0;4;-544.0;418.0;539.0;457.0;-643.0
440.0;809.0;495.0;888.0;-591.0;4;-515.0;438.0;553.0;435.0;-647.0
423.0;818.0;524.0;876.0;-598.0;4;-546.0;424.0;550.0;515.0;-639.0
432.0;829.0;545.0;910.0;-611.0;4;-562.0;398.0;580.0;467.0;-642.0
421.0;849.0;559.0;883.0;-603.0;4;-562.0;411.0;580.0;522.0;-650.0
429.0;852.0;521.0;890.0;-575.0;4;-547.0;432.0;595.0;502.0;-639.0
408.0;824.0;516.0;894.0;-573.0;4;-539.0;460.0;584.0;484.0;-643.0
160.0;728.0;559.0;910.0;-803.0;3;-625.0;648.0;549.0;581.0;-594.0
221.0;764.0;513.0;951.0;-640.0;20;-694.0;447.0;492.0;448.0;-518.0
227.0;897.0;1096.0;734.0;-376.0;-106;-511.0;413.0;847.0;507.0;-630.0
261.0;781.0;523.0;973.0;-629.0;13;-682.0;426.0;488.0;420.0;-497.0
165.0;734.0;558.0;923.0;-762.0;3;-644.0;676.0;597.0;713.0;-601.0
170.0;804.0;904.0;1055.0;-502.0;8;-218.0;423.0;825.0;219.0;-838.0
171.0;855.0;918.0;1021.0;-421.0;2;-292.0;355.0;887.0;384.0;-717.0
166.0;848.0;968.0;967.0;-370.0;-5;-339.0;387.0;859.0;391.0;-786.0
107.0;751.0;815.0;910.0;-461.0;4;-259.0;360.0;794.0;372.0;-1165.0
154.0;715.0;569.0;922.0;-796.0;3;-647.0;700.0;558.0;602.0;-591.0
272.0;800.0;546.0;971.0;-657.0;2;-649.0;421.0;515.0;521.0;-526.0
242.0;789.0;526.0;991.0;-661.0;3;-669.0;449.0;514.0;545.0;-533.0
245.0;768.0;491.0;999.0;-643.0;3;-678.0;497.0;494.0;576.0;-524.0
281.0;908.0;850.0;952.0;-415.0;4;-231.0;393.0;865.0;362.0;-833.0
261.0;903.0;855.0;973.0;-402.0;4;-250.0;364.0;840.0;371.0;-824.0
288.0;829.0;768.0;973.0;-386.0;1;-176.0;590.0;870.0;441.0;-782.0
140.0;799.0;635.0;881.0;-532.0;7;-319.0;594.0;708.0;422.0;-829.0
173.0;804.0;698.0;953.0;-438.0;1;-222.0;583.0;812.0;371.0;-719.0
177.0;853.0;739.0;946.0;-729.0;2;-458.0;651.0;776.0;524.0;-744.0
161.0;838.0;645.0;1014.0;-710.0;8;-269.0;416.0;692.0;526.0;-763.0
257.0;870.0;733.0;950.0;-600.0;8;-447.0;505.0;804.0;522.0;-780.0
