InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit RLA magneticZ;Accelerometer HIP accZ;Accelerometer RWR accX;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA magneticZ;Accelerometer RUA_ accX;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit RLA accY
-85.0;-476.0;191.0;-274.0;-43.0;-81;-72.0;192.0;267.0;128.0
-87.0;-487.0;117.0;-329.0;-25.0;-81;-57.0;56.0;274.0;211.0
-287.0;-793.0;18.0;-524.0;-198.0;115;-275.0;141.0;308.0;514.0
-275.0;-563.0;-160.0;-590.0;213.0;162;91.0;552.0;17.0;776.0
-86.0;-290.0;-68.0;-555.0;-48.0;-105;-752.0;509.0;115.0;546.0
-231.0;-693.0;30.0;-911.0;16.0;113;-98.0;382.0;114.0;575.0
-43.0;-435.0;144.0;-522.0;3.0;132;-135.0;369.0;156.0;392.0
-394.0;23.0;148.0;-423.0;93.0;-29;453.0;312.0;14.0;463.0
-342.0;-430.0;52.0;-552.0;140.0;-84;157.0;212.0;68.0;289.0
-302.0;-474.0;107.0;-463.0;130.0;-87;193.0;73.0;86.0;291.0
-96.0;-204.0;21.0;-520.0;232.0;-110;-480.0;313.0;33.0;546.0
-84.0;-232.0;10.0;-848.0;303.0;-110;-470.0;301.0;-5.0;563.0
-116.0;-290.0;29.0;-973.0;235.0;-110;-447.0;468.0;40.0;636.0
-488.0;-265.0;-235.0;-520.0;436.0;57;574.0;386.0;-268.0;517.0
-413.0;-541.0;-164.0;-341.0;302.0;-155;303.0;137.0;-193.0;274.0
-15.0;-432.0;97.0;-521.0;6.0;41;-125.0;273.0;161.0;391.0
2.0;-431.0;34.0;-545.0;1.0;88;-139.0;264.0;169.0;333.0
-354.0;-291.0;-112.0;-787.0;-303.0;-160;-316.0;493.0;347.0;317.0
-262.0;-226.0;-78.0;-386.0;-361.0;-160;-291.0;235.0;384.0;365.0
-366.0;-295.0;48.0;-357.0;-153.0;-80;-240.0;158.0;225.0;379.0
-53.0;-677.0;27.0;-493.0;129.0;138;-206.0;263.0;104.0;466.0
-47.0;-477.0;-579.0;-347.0;54.0;-11;-63.0;372.0;143.0;198.0
308.0;-69.0;-17.0;-175.0;-88.0;-101;-651.0;-63.0;117.0;61.0
31.0;-109.0;-111.0;-493.0;-68.0;-166;-214.0;28.0;190.0;606.0
43.0;-227.0;-51.0;-248.0;-47.0;-142;-277.0;235.0;159.0;182.0
9.0;-120.0;-74.0;-300.0;-54.0;-166;-183.0;154.0;178.0;319.0
-75.0;-39.0;-10.0;-358.0;-56.0;-156;-147.0;199.0;93.0;285.0
278.0;141.0;66.0;-219.0;-125.0;55;10.0;557.0;-461.0;717.0
184.0;284.0;-535.0;-331.0;-476.0;-46;-259.0;322.0;312.0;261.0
-42.0;-630.0;69.0;-531.0;101.0;34;-237.0;354.0;168.0;521.0
-36.0;-623.0;77.0;-569.0;96.0;20;-240.0;421.0;171.0;538.0
-32.0;-615.0;41.0;-568.0;93.0;46;-230.0;434.0;178.0;525.0
-26.0;-602.0;21.0;-539.0;95.0;89;-221.0;410.0;186.0;527.0
-415.0;-193.0;80.0;-317.0;-245.0;-139;-147.0;101.0;182.0;639.0
-23.0;-589.0;-52.0;-587.0;92.0;110;-219.0;390.0;191.0;560.0
-458.0;-373.0;-67.0;-359.0;-115.0;-67;-162.0;293.0;130.0;377.0
-446.0;-365.0;213.0;-249.0;-98.0;-92;-158.0;-62.0;113.0;377.0
-9.0;-573.0;-35.0;-579.0;88.0;118;-221.0;384.0;196.0;589.0
9.0;-549.0;-150.0;-660.0;87.0;-1;-183.0;503.0;117.0;751.0
14.0;-558.0;16.0;-577.0;65.0;123;-255.0;488.0;208.0;536.0
24.0;-565.0;23.0;-522.0;44.0;124;-279.0;488.0;225.0;446.0
119.0;-196.0;-36.0;-592.0;38.0;-113;-342.0;434.0;351.0;590.0
153.0;-160.0;-59.0;-738.0;-15.0;-113;-359.0;521.0;369.0;638.0
141.0;-223.0;70.0;-802.0;135.0;-156;-351.0;422.0;222.0;608.0
12.0;-278.0;-5.0;-748.0;213.0;-113;-237.0;460.0;243.0;632.0
34.0;-264.0;-87.0;-854.0;136.0;-103;-122.0;493.0;94.0;583.0
-482.0;-865.0;28.0;-363.0;595.0;42;576.0;211.0;-464.0;372.0
-353.0;-864.0;205.0;-668.0;127.0;-78;-42.0;226.0;82.0;485.0
-302.0;-660.0;108.0;-480.0;316.0;142;195.0;201.0;-87.0;667.0
56.0;-156.0;137.0;-304.0;302.0;-113;-221.0;-72.0;176.0;395.0
19.0;-254.0;107.0;-549.0;215.0;-113;-331.0;167.0;227.0;428.0
127.0;-384.0;226.0;-687.0;171.0;-126;-393.0;162.0;470.0;476.0
-5.0;-285.0;104.0;-708.0;150.0;-113;-326.0;231.0;228.0;503.0
-7.0;-289.0;134.0;-553.0;137.0;-114;-327.0;235.0;228.0;536.0
-7.0;-291.0;128.0;-616.0;135.0;-114;-323.0;240.0;229.0;541.0
2.0;-290.0;96.0;-689.0;157.0;-115;-309.0;297.0;223.0;556.0
2.0;-293.0;163.0;-601.0;168.0;-122;-289.0;329.0;224.0;591.0
0.0;-296.0;164.0;-707.0;169.0;-123;-302.0;391.0;224.0;631.0
88.0;-334.0;98.0;-855.0;329.0;-106;-326.0;521.0;171.0;494.0
0.0;-296.0;137.0;-847.0;168.0;-123;-301.0;382.0;223.0;648.0
7.0;-288.0;132.0;-669.0;165.0;-123;-312.0;355.0;229.0;600.0
6.0;-288.0;152.0;-840.0;163.0;-123;-320.0;410.0;232.0;583.0
4.0;-293.0;132.0;-861.0;156.0;-123;-323.0;365.0;235.0;616.0
4.0;-294.0;142.0;-735.0;148.0;-123;-314.0;406.0;236.0;572.0
3.0;-294.0;144.0;-799.0;135.0;-123;-265.0;388.0;242.0;557.0
5.0;-293.0;139.0;-793.0;121.0;-123;-228.0;415.0;242.0;562.0
6.0;-293.0;125.0;-790.0;104.0;-123;-214.0;391.0;242.0;618.0
4.0;-296.0;130.0;-816.0;94.0;-123;-217.0;413.0;246.0;651.0
8.0;-291.0;126.0;-769.0;76.0;-123;-223.0;380.0;246.0;594.0
20.0;-282.0;134.0;-779.0;78.0;-123;-222.0;390.0;246.0;487.0
24.0;-280.0;142.0;-819.0;75.0;-123;-225.0;413.0;250.0;543.0
20.0;-285.0;151.0;-621.0;83.0;-123;-198.0;390.0;250.0;531.0
16.0;-297.0;129.0;-906.0;122.0;-123;-175.0;434.0;241.0;668.0
19.0;-289.0;140.0;-766.0;97.0;-123;-192.0;391.0;247.0;654.0
20.0;-291.0;99.0;-693.0;99.0;-123;-194.0;364.0;247.0;653.0
18.0;-293.0;131.0;-551.0;102.0;-123;-195.0;347.0;246.0;617.0
19.0;-293.0;150.0;-469.0;106.0;-123;-193.0;407.0;246.0;558.0
18.0;-296.0;130.0;-697.0;119.0;-123;-180.0;400.0;242.0;650.0
170.0;-161.0;-197.0;-510.0;-222.0;-152;-202.0;602.0;454.0;666.0
313.0;-51.0;81.0;-763.0;-81.0;-102;-664.0;126.0;234.0;30.0
3.0;-316.0;123.0;-668.0;145.0;-123;-216.0;418.0;244.0;668.0
14.0;-422.0;169.0;-639.0;194.0;-103;26.0;328.0;62.0;791.0
-282.0;-531.0;-50.0;-754.0;290.0;162;14.0;190.0;-14.0;421.0
12.0;-307.0;126.0;-825.0;159.0;-123;-265.0;467.0;244.0;654.0
-352.0;-473.0;-101.0;-706.0;283.0;166;75.0;384.0;-128.0;699.0
9.0;-396.0;108.0;-740.0;140.0;-156;-418.0;949.0;175.0;923.0
-265.0;-157.0;116.0;-490.0;-215.0;-87;-173.0;254.0;268.0;350.0
182.0;-121.0;21.0;-758.0;120.0;-155;-597.0;213.0;121.0;461.0
179.0;-56.0;-132.0;-731.0;-379.0;-99;-296.0;275.0;518.0;842.0
-40.0;-102.0;35.0;-605.0;409.0;-110;-172.0;48.0;8.0;290.0
-109.0;-318.0;111.0;-644.0;360.0;-107;-309.0;174.0;26.0;431.0
73.0;-366.0;72.0;-671.0;348.0;-106;-244.0;319.0;173.0;569.0
19.0;-238.0;65.0;-679.0;296.0;-106;-228.0;198.0;215.0;641.0
222.0;-93.0;97.0;-627.0;325.0;-108;-132.0;416.0;209.0;388.0
157.0;-133.0;180.0;-480.0;299.0;-108;-148.0;247.0;162.0;747.0
95.0;-353.0;81.0;-668.0;342.0;-106;-242.0;310.0;169.0;545.0
115.0;-341.0;80.0;-675.0;336.0;-106;-242.0;291.0;167.0;483.0
33.0;-220.0;94.0;-667.0;308.0;-108;-270.0;408.0;163.0;672.0
38.0;-431.0;182.0;-726.0;-20.0;-105;-293.0;481.0;136.0;458.0
-102.0;-280.0;102.0;-481.0;321.0;-108;-280.0;356.0;59.0;389.0
-69.0;-326.0;42.0;-628.0;344.0;-107;-301.0;121.0;50.0;571.0
-104.0;-337.0;75.0;-638.0;345.0;-107;-306.0;128.0;38.0;631.0
-175.0;-337.0;178.0;-552.0;357.0;-107;-377.0;242.0;-98.0;736.0
59.0;-373.0;23.0;-597.0;151.0;-52;-131.0;186.0;172.0;674.0
157.0;-136.0;-214.0;-1162.0;59.0;-152;-38.0;601.0;175.0;639.0
142.0;-152.0;66.0;-636.0;310.0;-108;-141.0;378.0;195.0;499.0
94.0;-232.0;81.0;-629.0;322.0;-108;-207.0;409.0;211.0;406.0
140.0;-148.0;175.0;-700.0;19.0;-120;103.0;443.0;335.0;915.0
-1.0;-302.0;120.0;-604.0;369.0;-107;-296.0;128.0;116.0;418.0
-24.0;-300.0;121.0;-665.0;372.0;-107;-303.0;158.0;105.0;416.0
-56.0;-260.0;114.0;-795.0;315.0;-107;-241.0;517.0;180.0;454.0
-18.0;-286.0;132.0;-395.0;314.0;-107;-210.0;184.0;195.0;600.0
63.0;-241.0;137.0;-593.0;304.0;-107;-193.0;318.0;191.0;694.0
96.0;107.0;-239.0;-741.0;84.0;-151;-126.0;747.0;59.0;999.0
83.0;-228.0;116.0;-584.0;303.0;-107;-191.0;320.0;193.0;675.0
130.0;-172.0;91.0;-579.0;303.0;-108;-173.0;421.0;192.0;615.0
140.0;-163.0;72.0;-611.0;296.0;-108;-172.0;360.0;200.0;615.0
138.0;-163.0;70.0;-595.0;296.0;-108;-172.0;344.0;198.0;618.0
349.0;285.0;-323.0;-1020.0;-38.0;-170;-142.0;603.0;207.0;870.0
140.0;-160.0;74.0;-596.0;295.0;-108;-170.0;346.0;204.0;614.0
141.0;-159.0;84.0;-623.0;295.0;-108;-171.0;358.0;200.0;613.0
142.0;-159.0;41.0;-588.0;293.0;-108;-169.0;351.0;205.0;615.0
141.0;-158.0;77.0;-628.0;295.0;-108;-169.0;363.0;200.0;617.0
145.0;-156.0;79.0;-599.0;294.0;-108;-166.0;365.0;203.0;620.0
145.0;-155.0;72.0;-627.0;293.0;-108;-163.0;348.0;205.0;614.0
146.0;-156.0;89.0;-593.0;293.0;-108;-167.0;358.0;209.0;615.0
145.0;-154.0;64.0;-618.0;293.0;-108;-164.0;350.0;205.0;619.0
144.0;-152.0;70.0;-621.0;293.0;-108;-166.0;358.0;207.0;616.0
146.0;-153.0;60.0;-601.0;293.0;-108;-166.0;359.0;208.0;619.0
148.0;-150.0;67.0;-616.0;291.0;-108;-161.0;360.0;212.0;616.0
147.0;-150.0;82.0;-623.0;290.0;-108;-162.0;358.0;214.0;617.0
148.0;-147.0;60.0;-608.0;290.0;-108;-163.0;362.0;213.0;623.0
133.0;-164.0;73.0;-609.0;288.0;-108;-167.0;358.0;214.0;611.0
133.0;-165.0;79.0;-626.0;291.0;-108;-164.0;365.0;211.0;621.0
124.0;-167.0;75.0;-598.0;295.0;-108;-163.0;361.0;202.0;648.0
115.0;-174.0;60.0;-609.0;297.0;-108;-167.0;371.0;204.0;559.0
106.0;-190.0;86.0;-621.0;299.0;-108;-178.0;390.0;208.0;421.0
96.0;-205.0;93.0;-620.0;300.0;-108;-190.0;369.0;211.0;533.0
81.0;-225.0;63.0;-581.0;300.0;-108;-202.0;378.0;213.0;516.0
-38.0;-291.0;83.0;-405.0;308.0;-108;-271.0;215.0;184.0;618.0
45.0;-296.0;122.0;-718.0;340.0;-107;-283.0;220.0;76.0;384.0
18.0;-299.0;114.0;-742.0;349.0;-107;-287.0;190.0;74.0;394.0
-4.0;-297.0;107.0;-696.0;354.0;-107;-286.0;226.0;70.0;401.0
-52.0;-303.0;112.0;-816.0;360.0;-107;-293.0;258.0;45.0;417.0
-107.0;-326.0;101.0;-853.0;359.0;-106;-311.0;344.0;0.0;589.0
-9.0;-278.0;81.0;-616.0;299.0;-107;-211.0;138.0;234.0;703.0
103.0;-210.0;129.0;-580.0;286.0;-108;-175.0;411.0;224.0;602.0
102.0;-208.0;111.0;-608.0;286.0;-109;-165.0;414.0;217.0;611.0
105.0;-206.0;111.0;-649.0;284.0;-109;-166.0;329.0;219.0;616.0
104.0;-205.0;129.0;-580.0;284.0;-109;-168.0;321.0;221.0;614.0
111.0;-200.0;112.0;-602.0;283.0;-109;-168.0;353.0;223.0;614.0
110.0;-200.0;113.0;-602.0;283.0;-109;-165.0;352.0;221.0;610.0
107.0;-202.0;99.0;-608.0;284.0;-109;-164.0;372.0;218.0;615.0
105.0;-202.0;129.0;-616.0;285.0;-109;-166.0;359.0;220.0;611.0
105.0;-206.0;111.0;-600.0;284.0;-109;-167.0;366.0;221.0;610.0
107.0;-202.0;98.0;-631.0;284.0;-109;-165.0;361.0;221.0;612.0
106.0;-203.0;112.0;-640.0;282.0;-109;-166.0;359.0;220.0;616.0
185.0;-56.0;39.0;-78.0;-110.0;-102;-526.0;-1.0;210.0;367.0
-20.0;-249.0;-103.0;-557.0;23.0;-104;-414.0;247.0;180.0;461.0
137.0;-157.0;45.0;-223.0;-40.0;-102;-708.0;370.0;92.0;830.0
-56.0;-280.0;-106.0;-344.0;44.0;-104;-411.0;372.0;174.0;513.0
107.0;-203.0;140.0;-615.0;281.0;-109;-162.0;359.0;220.0;616.0
105.0;-204.0;113.0;-596.0;282.0;-109;-162.0;368.0;217.0;616.0
105.0;-203.0;119.0;-595.0;282.0;-109;-162.0;368.0;220.0;622.0
-213.0;-583.0;-195.0;-1040.0;215.0;162;119.0;562.0;1.0;748.0
109.0;-199.0;121.0;-601.0;280.0;-109;-161.0;366.0;220.0;614.0
105.0;-202.0;118.0;-621.0;281.0;-109;-163.0;359.0;219.0;625.0
104.0;-205.0;127.0;-579.0;280.0;-109;-164.0;367.0;221.0;627.0
98.0;-209.0;134.0;-639.0;283.0;-109;-164.0;359.0;217.0;633.0
98.0;-211.0;103.0;-626.0;281.0;-109;-164.0;366.0;213.0;660.0
153.0;-174.0;59.0;-602.0;275.0;-107;-216.0;371.0;177.0;588.0
158.0;-173.0;72.0;-607.0;279.0;-107;-210.0;376.0;180.0;622.0
77.0;-226.0;134.0;-606.0;285.0;-109;-172.0;359.0;219.0;470.0
2.0;-309.0;130.0;-646.0;296.0;-109;-209.0;391.0;237.0;474.0
-64.0;-348.0;116.0;-541.0;304.0;-109;-246.0;235.0;218.0;445.0
-83.0;-353.0;79.0;-485.0;303.0;-109;-263.0;209.0;202.0;624.0
-177.0;-340.0;146.0;2.0;352.0;-106;-358.0;341.0;-74.0;852.0
-116.0;-354.0;82.0;-651.0;306.0;-109;-283.0;382.0;167.0;612.0
-103.0;-295.0;-95.0;-327.0;55.0;-105;-404.0;312.0;167.0;466.0
-122.0;-298.0;-103.0;-521.0;58.0;-105;-402.0;412.0;167.0;491.0
-107.0;-415.0;-227.0;-887.0;79.0;-108;-422.0;672.0;43.0;651.0
18.0;-246.0;135.0;-646.0;342.0;-108;-289.0;170.0;93.0;481.0
-16.0;-260.0;135.0;-652.0;344.0;-108;-289.0;190.0;65.0;517.0
17.0;-275.0;-46.0;-868.0;44.0;-101;-558.0;494.0;143.0;765.0
-98.0;-296.0;-91.0;-787.0;63.0;-105;-400.0;333.0;182.0;666.0
-30.0;-278.0;-141.0;-697.0;70.0;-105;-395.0;252.0;198.0;656.0
-1.0;-268.0;-98.0;-706.0;71.0;-104;-392.0;252.0;206.0;463.0
186.0;-96.0;-134.0;-901.0;-35.0;-148;-544.0;416.0;169.0;588.0
57.0;-239.0;-118.0;-760.0;79.0;-104;-383.0;282.0;227.0;610.0
210.0;-134.0;-92.0;-614.0;123.0;-155;-571.0;396.0;188.0;664.0
-6.0;-212.0;129.0;-531.0;233.0;-132;-283.0;84.0;38.0;493.0
-374.0;-175.0;224.0;-464.0;-129.0;13;-6.0;299.0;29.0;378.0
43.0;-696.0;108.0;-481.0;139.0;-130;-135.0;125.0;174.0;372.0
-458.0;-352.0;-22.0;-495.0;-139.0;66;3.0;388.0;10.0;446.0
-438.0;-79.0;139.0;-615.0;97.0;-29;443.0;499.0;8.0;586.0
-496.0;-365.0;-111.0;-416.0;-155.0;67;105.0;639.0;-24.0;666.0
-391.0;-149.0;41.0;-731.0;-23.0;23;186.0;360.0;-154.0;498.0
-96.0;-182.0;32.0;-472.0;233.0;-110;-484.0;222.0;35.0;563.0
-354.0;-217.0;38.0;-237.0;-117.0;42;-45.0;269.0;78.0;247.0
110.0;-283.0;65.0;-632.0;84.0;-156;-409.0;380.0;247.0;813.0
-416.0;-703.0;-16.0;-757.0;376.0;19;373.0;476.0;-182.0;605.0
100.0;-581.0;136.0;-625.0;193.0;141;-139.0;-44.0;80.0;390.0
-19.0;-250.0;-26.0;-826.0;-273.0;-103;-559.0;388.0;191.0;503.0
-223.0;-863.0;-18.0;-311.0;489.0;-90;-61.0;157.0;-325.0;334.0
-250.0;-534.0;-126.0;-550.0;-119.0;131;7.0;367.0;153.0;848.0
231.0;-140.0;-131.0;-761.0;112.0;-155;-578.0;478.0;217.0;679.0
-328.0;-163.0;74.0;-112.0;-337.0;-141;-270.0;37.0;172.0;361.0
-59.0;-441.0;-22.0;-722.0;63.0;-218;-37.0;-31.0;136.0;172.0
166.0;-50.0;-22.0;-652.0;318.0;-156;-441.0;-76.0;275.0;559.0
39.0;-235.0;-167.0;-484.0;-141.0;-102;-520.0;444.0;287.0;763.0
13.0;-270.0;-154.0;-707.0;-147.0;-102;-494.0;398.0;260.0;625.0
-436.0;-965.0;72.0;-389.0;38.0;124;-33.0;95.0;52.0;343.0
-281.0;-91.0;-223.0;-499.0;-364.0;55;241.0;387.0;231.0;567.0
-123.0;-218.0;58.0;-715.0;327.0;-109;-659.0;339.0;22.0;496.0
-371.0;38.0;28.0;-648.0;-115.0;10;83.0;252.0;173.0;397.0
197.0;-130.0;55.0;-1570.0;279.0;-108;-173.0;656.0;235.0;669.0
217.0;-83.0;-154.0;-696.0;-245.0;-152;-184.0;568.0;482.0;728.0
-132.0;-699.0;-131.0;-77.0;229.0;-97;79.0;-5.0;31.0;92.0
-291.0;-635.0;-105.0;-801.0;175.0;138;257.0;605.0;-74.0;814.0
-200.0;-595.0;-118.0;-999.0;27.0;-106;-34.0;578.0;165.0;842.0
-4.0;-306.0;-143.0;-805.0;-55.0;-103;-494.0;367.0;372.0;732.0
83.0;-185.0;-46.0;-908.0;39.0;-103;-204.0;545.0;140.0;756.0
16.0;-267.0;-175.0;-516.0;-139.0;-103;-522.0;319.0;279.0;424.0
15.0;-302.0;120.0;-876.0;154.0;-123;-274.0;461.0;246.0;622.0
-139.0;-504.0;214.0;-937.0;8.0;135;-116.0;2.0;122.0;627.0
40.0;-238.0;107.0;-342.0;302.0;-108;-260.0;226.0;200.0;690.0
149.0;-177.0;58.0;-1056.0;137.0;-156;-364.0;611.0;211.0;500.0
-356.0;-583.0;-44.0;-830.0;292.0;165;73.0;445.0;-123.0;669.0
44.0;-241.0;-9.0;-605.0;-277.0;-103;-600.0;267.0;234.0;635.0
-46.0;-673.0;-235.0;-305.0;40.0;146;-211.0;239.0;183.0;418.0
323.0;-40.0;75.0;-116.0;-78.0;-102;-664.0;-147.0;218.0;-9.0
0.0;-292.0;-117.0;-886.0;-88.0;-104;-508.0;417.0;364.0;1002.0
313.0;211.0;-554.0;158.0;-678.0;-46;-499.0;106.0;636.0;360.0
-224.0;-632.0;54.0;-229.0;147.0;-81;39.0;-52.0;57.0;562.0
46.0;-231.0;-162.0;-662.0;-138.0;-102;-520.0;357.0;286.0;396.0
-142.0;40.0;-130.0;-141.0;-588.0;-35;-301.0;143.0;499.0;222.0
11.0;-178.0;54.0;-178.0;-39.0;-165;-206.0;125.0;111.0;161.0
136.0;-244.0;19.0;-1074.0;177.0;-156;-372.0;677.0;244.0;731.0
-162.0;-80.0;-238.0;-342.0;-459.0;29;-210.0;288.0;294.0;441.0
290.0;188.0;100.0;-95.0;-24.0;55;93.0;371.0;-475.0;497.0
231.0;-105.0;-170.0;-501.0;63.0;-105;-399.0;347.0;262.0;892.0
-3.0;-796.0;-28.0;-322.0;414.0;-97;187.0;175.0;-101.0;328.0
183.0;-170.0;128.0;-239.0;-350.0;173;-652.0;178.0;485.0;226.0
62.0;275.0;33.0;687.0;-116.0;55;-362.0;-303.0;-478.0;-167.0
-393.0;-82.0;-168.0;-668.0;-276.0;5;-282.0;167.0;38.0;529.0
-168.0;305.0;39.0;-166.0;-247.0;10;36.0;68.0;148.0;190.0
-83.0;-149.0;20.0;-616.0;232.0;-110;-481.0;220.0;37.0;569.0
-86.0;-35.0;-93.0;-744.0;-61.0;-151;-154.0;60.0;85.0;316.0
288.0;-73.0;21.0;-651.0;-31.0;-102;-702.0;280.0;267.0;623.0
91.0;-145.0;100.0;-489.0;-86.0;-102;-726.0;79.0;78.0;869.0
-50.0;-288.0;-166.0;-695.0;-114.0;-104;-523.0;386.0;301.0;565.0
-1.0;-279.0;111.0;-452.0;358.0;-107;-290.0;83.0;70.0;417.0
12.0;-395.0;32.0;-751.0;359.0;-106;-264.0;368.0;180.0;689.0
75.0;-296.0;153.0;-1006.0;336.0;-107;-288.0;505.0;153.0;365.0
-110.0;-530.0;149.0;-732.0;15.0;-93;-26.0;205.0;276.0;252.0
67.0;-217.0;-26.0;-390.0;-262.0;-103;-587.0;177.0;204.0;612.0
-25.0;-516.0;1012.0;-299.0;277.0;-153;-500.0;-249.0;-505.0;-25.0
126.0;33.0;10.0;-937.0;-481.0;-156;-497.0;647.0;620.0;989.0
250.0;-119.0;-30.0;-371.0;-87.0;-101;-659.0;5.0;141.0;312.0
-96.0;-185.0;27.0;-594.0;232.0;-110;-484.0;77.0;36.0;508.0
-588.0;-680.0;80.0;-104.0;454.0;133;515.0;-88.0;-448.0;402.0
182.0;-147.0;93.0;-665.0;275.0;-108;-183.0;444.0;231.0;683.0
52.0;-436.0;-399.0;-640.0;147.0;-68;-473.0;304.0;495.0;396.0
93.0;-221.0;133.0;-696.0;341.0;-108;-282.0;172.0;133.0;434.0
129.0;-207.0;133.0;-618.0;343.0;-108;-280.0;137.0;154.0;414.0
183.0;129.0;-159.0;-1012.0;-491.0;-98;-332.0;571.0;630.0;643.0
-76.0;-295.0;-156.0;-650.0;-96.0;-104;-506.0;322.0;311.0;652.0
-182.0;-337.0;175.0;-1039.0;362.0;-106;-382.0;625.0;-86.0;817.0
-89.0;-145.0;35.0;-633.0;233.0;-110;-485.0;220.0;32.0;415.0
138.0;-253.0;98.0;-421.0;346.0;-107;-275.0;47.0;113.0;228.0
-523.0;-922.0;155.0;-324.0;599.0;51;597.0;57.0;-432.0;236.0
-274.0;159.0;-151.0;-574.0;-286.0;-120;-50.0;148.0;-1.0;284.0
101.0;-105.0;-327.0;-415.0;194.0;-151;128.0;499.0;-1.0;727.0
-653.0;-671.0;158.0;-420.0;208.0;63;403.0;239.0;-292.0;325.0
-535.0;-533.0;56.0;-500.0;-60.0;33;-22.0;113.0;-55.0;266.0
-636.0;-527.0;-5.0;-555.0;46.0;41;275.0;405.0;-214.0;521.0
-178.0;-362.0;68.0;-691.0;346.0;-107;-324.0;223.0;4.0;761.0
-33.0;-705.0;136.0;-549.0;124.0;125;-122.0;138.0;137.0;450.0
-674.0;-477.0;-96.0;-877.0;256.0;46;356.0;362.0;-360.0;511.0
-54.0;-852.0;199.0;-297.0;467.0;-110;374.0;127.0;-181.0;299.0
-202.0;-270.0;163.0;12.0;-339.0;-63;-300.0;217.0;272.0;263.0
235.0;-130.0;41.0;-957.0;-67.0;-103;-691.0;471.0;290.0;179.0
1.0;-303.0;-86.0;-448.0;-393.0;-144;-591.0;278.0;259.0;618.0
46.0;-640.0;-19.0;-660.0;49.0;125;-227.0;187.0;208.0;495.0
211.0;-94.0;63.0;-607.0;284.0;-108;-139.0;394.0;192.0;629.0
-489.0;-44.0;148.0;-237.0;-28.0;11;1.0;-30.0;-84.0;122.0
-370.0;-235.0;-148.0;-912.0;-227.0;-23;-136.0;146.0;162.0;321.0
216.0;-109.0;71.0;-644.0;312.0;-107;-195.0;417.0;176.0;653.0
172.0;-130.0;80.0;-631.0;295.0;-108;-136.0;395.0;190.0;614.0
