InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RKN^ accZ;Accelerometer RKN_ accZ;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit R-SHOE Body_Ax;Accelerometer RKN_ accY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;Accelerometer RKN_ accX
-793;880.0;-222.0;-4;18;-11;-243;878.0;11;75;-11;373.0
-783;854.0;-212.0;-4;18;-12;-257;874.0;-2;78;-12;355.0
-784;878.0;-225.0;-4;18;34;-258;852.0;-4;77;34;363.0
-788;901.0;-207.0;-4;18;-8;-260;876.0;-5;72;-8;361.0
-794;893.0;-220.0;-4;18;15;-251;876.0;3;71;15;369.0
-794;890.0;-215.0;-4;18;4;-245;866.0;8;75;4;384.0
-791;875.0;-214.0;-4;18;-3;-251;870.0;2;75;-3;382.0
-786;861.0;-222.0;-4;18;-6;-259;891.0;-5;75;-6;353.0
-784;884.0;-224.0;-4;18;-28;-255;879.0;-1;78;-28;369.0
-785;892.0;-209.0;-4;18;6;-251;868.0;2;80;6;381.0
-790;870.0;-222.0;-4;18;21;-250;877.0;5;74;21;373.0
-795;869.0;-222.0;-4;18;-3;-253;878.0;2;70;-3;382.0
-791;877.0;-211.0;-4;18;22;-253;859.0;1;75;22;362.0
-784;877.0;-219.0;-4;18;20;-255;870.0;0;78;20;372.0
-786;890.0;-212.0;-4;18;-4;-256;879.0;-3;78;-4;373.0
-790;880.0;-207.0;-4;18;-13;-250;878.0;4;78;-13;379.0
-795;882.0;-206.0;-4;18;2;-255;865.0;0;70;2;378.0
-789;894.0;-222.0;-4;18;18;-256;876.0;0;73;18;364.0
-788;870.0;-222.0;-4;18;-34;-258;887.0;-3;75;-34;374.0
-792;899.0;-198.0;-4;18;-4;-255;880.0;0;74;-4;360.0
-795;905.0;-230.0;-4;18;2;-250;889.0;5;73;2;374.0
-783;902.0;-226.0;-4;18;-12;-253;892.0;-6;75;-12;367.0
-788;841.0;-230.0;-4;18;31;-255;862.0;-3;78;31;379.0
-794;885.0;-199.0;-4;18;20;-252;880.0;2;74;20;387.0
-794;878.0;-201.0;-4;18;31;-255;869.0;-1;75;31;378.0
-794;854.0;-221.0;-4;18;25;-251;869.0;3;75;25;346.0
-789;851.0;-222.0;-4;18;-31;-253;869.0;3;74;-31;354.0
-805;888.0;-265.0;-2;20;-46;-261;875.0;2;68;-46;354.0
-791;877.0;-222.0;-4;18;0;-249;869.0;3;75;0;363.0
-785;884.0;-203.0;-4;18;2;-254;847.0;-3;78;2;358.0
-794;890.0;-188.0;-4;18;4;-250;873.0;3;71;4;346.0
-798;871.0;-212.0;-4;18;3;-242;890.0;13;69;3;348.0
-788;872.0;-216.0;-4;18;-3;-249;863.0;5;77;-3;352.0
-787;931.0;-171.0;-4;17;-17;-246;853.0;4;71;-17;398.0
-793;903.0;-129.0;-4;18;3;-246;868.0;19;72;3;361.0
-770;934.0;-152.0;-2;21;53;-285;874.0;6;71;53;329.0
-770;911.0;-182.0;-4;18;16;-273;887.0;-5;79;16;343.0
-784;932.0;-197.0;-2;21;-14;-269;889.0;4;78;-14;348.0
-763;911.0;-228.0;-4;20;1;-273;878.0;5;76;1;351.0
-769;901.0;-194.0;-4;18;16;-265;892.0;3;81;16;360.0
-773;902.0;-203.0;-4;18;-2;-266;885.0;3;77;-2;354.0
-774;915.0;-202.0;-4;18;-8;-270;896.0;0;74;-8;345.0
-769;892.0;-203.0;-4;18;-6;-274;878.0;-4;80;-6;349.0
-770;909.0;-202.0;-4;18;-11;-267;894.0;2;78;-11;346.0
-772;913.0;-184.0;-4;18;11;-272;896.0;-3;75;11;345.0
-770;905.0;-199.0;-4;18;11;-268;888.0;-1;79;11;337.0
-771;910.0;-202.0;-4;18;6;-272;915.0;-5;76;6;350.0
-771;888.0;-175.0;-4;18;-15;-267;868.0;-2;79;-15;374.0
-762;900.0;-231.0;-4;18;-10;-271;884.0;-13;85;-10;329.0
-747;920.0;-161.0;-4;20;-44;-267;883.0;3;80;-44;370.0
-774;934.0;-141.0;-4;18;-42;-254;924.0;6;80;-42;338.0
-776;896.0;-143.0;-4;19;-59;-258;907.0;-10;76;-59;375.0
-774;867.0;-152.0;-4;19;-1;-268;866.0;-21;78;-1;328.0
-756;813.0;-201.0;-5;19;-28;-236;930.0;24;75;-28;331.0
-800;871.0;-214.0;-4;16;18;-232;885.0;-1;75;18;387.0
-809;879.0;-200.0;-4;16;18;-235;873.0;0;68;18;395.0
-807;876.0;-212.0;-3;16;-3;-231;869.0;5;71;-3;400.0
-803;869.0;-201.0;-3;16;21;-235;878.0;0;71;21;400.0
-803;865.0;-213.0;-3;16;6;-239;865.0;-7;70;6;406.0
-825;653.0;-115.0;-4;14;38;-209;857.0;-8;73;38;460.0
-846;700.0;-81.0;-4;15;51;-193;898.0;8;61;51;286.0
-583;618.0;-159.0;-3;28;1162;-324;1047.0;-29;284;1162;-53.0
-801;861.0;-221.0;-3;16;26;-229;864.0;4;75;26;395.0
-796;862.0;-213.0;-3;16;25;-227;862.0;5;77;25;390.0
-805;854.0;-220.0;-4;16;8;-221;869.0;8;74;8;394.0
-778;598.0;0.0;-4;26;9;-351;893.0;-29;106;9;403.0
-795;527.0;-88.0;14;24;-143;-348;906.0;-12;70;-143;325.0
-791;864.0;-216.0;-4;16;-12;-233;860.0;-2;75;-12;389.0
-799;873.0;-214.0;-4;16;-2;-234;856.0;-3;74;-2;392.0
-794;865.0;-230.0;-4;16;27;-234;877.0;-2;76;27;373.0
-795;871.0;-215.0;-4;16;39;-233;878.0;0;73;39;390.0
-793;875.0;-206.0;-4;16;-19;-234;851.0;0;74;-19;387.0
-790;856.0;-222.0;-4;16;-25;-246;879.0;-8;74;-25;391.0
-763;870.0;-223.0;-4;16;42;-236;880.0;-5;82;42;407.0
-778;899.0;-191.0;-4;16;-28;-244;897.0;-10;84;-28;395.0
-777;826.0;-229.0;-4;16;26;-241;873.0;-7;80;26;388.0
-790;830.0;-261.0;-4;16;1;-234;854.0;2;81;1;371.0
-791;844.0;-236.0;-4;16;-9;-234;849.0;2;79;-9;387.0
-798;873.0;-205.0;-4;16;-20;-240;848.0;-3;72;-20;383.0
-799;861.0;-213.0;-4;16;19;-238;850.0;-1;72;19;400.0
-796;887.0;-201.0;-4;16;11;-235;881.0;-6;77;11;399.0
-805;856.0;-199.0;-4;16;-13;-227;850.0;3;76;-13;393.0
-802;839.0;-231.0;-4;16;5;-227;850.0;4;77;5;390.0
-803;860.0;-205.0;-4;16;-25;-231;850.0;0;72;-25;386.0
-807;863.0;-207.0;-4;16;30;-235;861.0;-3;70;30;398.0
-793;845.0;-232.0;-4;16;39;-226;858.0;4;78;39;390.0
-793;864.0;-219.0;-4;16;-2;-235;893.0;-4;77;-2;387.0
-796;868.0;-200.0;-4;16;2;-239;861.0;-9;78;2;410.0
-802;840.0;-223.0;-4;16;38;-219;849.0;15;68;38;371.0
-784;853.0;-213.0;-4;16;8;-234;858.0;-4;76;8;405.0
-790;887.0;-232.0;-4;16;4;-230;884.0;6;77;4;405.0
-832;475.0;37.0;5;23;13;-227;896.0;94;86;13;337.0
-792;874.0;-212.0;-4;16;-7;-222;885.0;9;76;-7;400.0
-860;543.0;-32.0;5;22;-22;-249;891.0;81;46;-22;244.0
-795;849.0;-210.0;-4;16;-35;-219;851.0;8;78;-35;405.0
-799;854.0;-243.0;-4;16;-2;-219;861.0;5;76;-2;372.0
-1147;273.0;-249.0;6;22;488;-606;759.0;-123;-157;488;424.0
-864;529.0;-240.0;5;16;-4;-88;873.0;147;99;-4;308.0
-806;441.0;-190.0;-1;18;-12;-260;908.0;-9;64;-12;261.0
-812;445.0;-214.0;-1;18;-32;-252;918.0;-4;69;-32;292.0
-814;454.0;-227.0;-1;18;28;-250;916.0;1;68;28;290.0
-800;394.0;-203.0;-1;18;53;-255;896.0;-4;75;53;318.0
-803;485.0;-213.0;-1;18;23;-257;914.0;-9;74;23;281.0
-809;496.0;-172.0;-1;18;-9;-254;933.0;-4;67;-9;265.0
-810;464.0;-171.0;-1;18;-4;-247;915.0;2;70;-4;255.0
-809;492.0;-173.0;-1;18;40;-254;934.0;-6;70;40;282.0
-833;482.0;-192.0;-1;16;67;-279;914.0;-43;51;67;266.0
-815;440.0;-210.0;-1;18;14;-250;922.0;0;65;14;269.0
-815;417.0;-232.0;-1;18;-13;-250;882.0;-2;69;-13;345.0
-798;465.0;-193.0;-1;18;-30;-253;924.0;-3;74;-30;288.0
-797;474.0;-214.0;-1;18;-4;-251;944.0;0;77;-4;252.0
-799;431.0;-170.0;-1;18;28;-258;946.0;-8;75;28;265.0
-800;493.0;-123.0;-2;18;-40;-249;928.0;9;70;-40;210.0
-792;860.0;-233.0;-4;16;7;-235;862.0;-10;76;7;396.0
-798;850.0;-206.0;-4;16;-11;-219;858.0;9;76;-11;400.0
-781;823.0;-230.0;-4;16;-1;-232;811.0;-3;80;-1;393.0
-802;807.0;-237.0;9;16;-40;-267;851.0;-26;67;-40;430.0
-780;862.0;-201.0;-4;16;-3;-229;897.0;2;76;-3;418.0
-782;864.0;-212.0;-4;16;31;-227;869.0;2;80;31;391.0
-833;419.0;159.0;9;16;-42;-257;919.0;1;64;-42;312.0
-781;855.0;-224.0;-4;16;14;-232;840.0;-2;78;14;395.0
-786;842.0;-242.0;-4;16;30;-232;849.0;-1;75;30;381.0
-787;868.0;-215.0;-4;16;-6;-225;874.0;3;79;-6;400.0
-826;981.0;-78.0;26;16;1;-214;890.0;9;70;1;541.0
-850;316.0;44.0;11;16;-31;-225;906.0;26;60;-31;387.0
-847;422.0;28.0;10;16;-8;-240;935.0;8;58;-8;284.0
-855;392.0;-104.0;11;15;-32;-232;898.0;3;63;-32;298.0
-799;563.0;-142.0;10;16;36;-233;923.0;-14;99;36;300.0
-869;534.0;-131.0;10;16;44;-226;906.0;14;39;44;290.0
-821;562.0;-129.0;10;16;52;-251;916.0;-20;78;52;274.0
-816;515.0;-183.0;8;17;38;-257;940.0;-11;78;38;209.0
-827;548.0;-165.0;8;16;2;-243;941.0;0;71;2;227.0
-783;848.0;-231.0;-4;16;-14;-238;841.0;-5;77;-14;390.0
-799;860.0;-254.0;-4;16;-12;-230;858.0;-1;77;-12;384.0
-784;854.0;-231.0;-4;16;1;-236;856.0;-2;78;1;404.0
-840;427.0;81.0;10;17;51;-270;956.0;-10;63;51;215.0
-839;455.0;124.0;11;18;13;-261;967.0;8;65;13;181.0
-807;359.0;-15.0;21;17;29;-292;961.0;6;70;29;189.0
-780;858.0;-232.0;-4;16;2;-238;860.0;-3;79;2;399.0
-781;861.0;-219.0;-4;16;-9;-236;877.0;-1;78;-9;380.0
-834;-51.0;133.0;114;17;5;-266;1866.0;-12;64;5;374.0
415;-278.0;-528.0;22;43;2144;1244;351.0;282;2315;2144;906.0
-856;527.0;-165.0;2;18;40;-242;924.0;0;108;40;415.0
-785;860.0;-203.0;-4;16;-6;-235;839.0;-1;76;-6;404.0
-788;902.0;-232.0;-4;16;14;-234;869.0;-2;79;14;391.0
-784;873.0;-221.0;-4;16;19;-234;857.0;2;77;19;384.0
-734;348.0;-182.0;127;14;-1224;-370;894.0;-151;69;-1224;418.0
-846;578.0;-110.0;1;17;20;-235;965.0;10;61;20;214.0
-844;564.0;-90.0;1;17;-14;-250;961.0;1;58;-14;253.0
-845;571.0;-133.0;1;17;63;-253;958.0;7;56;63;198.0
-852;545.0;-142.0;1;16;-55;-209;944.0;33;63;-55;227.0
-858;630.0;-139.0;1;15;-21;-211;940.0;21;53;-21;259.0
-850;642.0;-141.0;1;15;-44;-233;952.0;-7;55;-44;227.0
-860;648.0;-140.0;1;15;20;-173;944.0;46;56;20;233.0
-849;631.0;-141.0;1;15;89;-225;948.0;-2;58;89;222.0
-847;639.0;-145.0;1;15;53;-231;931.0;-4;63;53;248.0
-847;639.0;-146.0;1;16;11;-213;950.0;15;64;11;231.0
-848;630.0;-127.0;1;16;40;-224;963.0;6;61;40;238.0
-845;611.0;-141.0;1;16;9;-225;945.0;6;64;9;236.0
-847;608.0;-185.0;1;16;-20;-217;913.0;14;64;-20;255.0
-855;637.0;-184.0;2;15;3;-201;952.0;32;62;3;224.0
-848;623.0;-159.0;2;15;-32;-225;944.0;6;63;-32;227.0
-846;642.0;-147.0;1;16;11;-238;949.0;-6;60;11;227.0
-856;643.0;-111.0;1;15;-13;-208;961.0;22;56;-13;227.0
-850;655.0;-111.0;1;15;22;-191;942.0;35;67;22;226.0
-847;675.0;-115.0;1;16;21;-240;960.0;-5;60;21;194.0
-854;688.0;-99.0;2;16;33;-210;937.0;29;55;33;226.0
-1766;623.0;159.0;16;109;2166;-1335;998.0;-1308;-240;2166;194.0
-839;631.0;-118.0;2;17;16;-244;946.0;9;65;16;234.0
-843;616.0;-148.0;2;17;64;-245;940.0;13;61;64;237.0
-828;571.0;-152.0;-3;17;649;-219;924.0;23;48;649;300.0
-821;546.0;-133.0;2;19;6;-305;963.0;-27;69;6;150.0
-835;601.0;-40.0;2;18;1;-276;970.0;0;60;1;209.0
-860;629.0;-153.0;2;18;7;-275;958.0;6;30;7;195.0
-828;639.0;-128.0;2;18;-1;-304;925.0;-31;63;-1;224.0
-792;647.0;-110.0;2;18;9;-325;984.0;-60;102;9;194.0
-334;573.0;-20.0;16;24;-1873;-190;989.0;-92;428;-1873;300.0
-915;431.0;9.0;-175;23;-634;-930;801.0;-490;-278;-634;544.0
-792;858.0;-219.0;-4;16;6;-238;860.0;3;65;6;400.0
-788;879.0;-213.0;-4;16;18;-234;867.0;4;72;18;393.0
-762;484.0;-242.0;-16;11;-101;-361;828.0;-245;117;-101;-65.0
-854;553.0;-83.0;1;19;-21;-275;953.0;18;46;-21;216.0
-867;512.0;-126.0;0;19;-34;-234;956.0;62;45;-34;235.0
-810;515.0;-167.0;-3;21;157;-290;949.0;-27;93;157;225.0
-1386;235.0;-19.0;-4;28;284;-211;998.0;451;-585;284;218.0
-838;544.0;-172.0;0;16;-27;-255;942.0;-6;66;-27;265.0
-836;621.0;-145.0;0;16;-22;-266;949.0;-21;61;-22;233.0
-844;640.0;-158.0;0;16;-27;-225;929.0;21;58;-27;241.0
-847;605.0;-158.0;0;16;-3;-230;944.0;14;58;-3;242.0
-843;633.0;-148.0;0;16;26;-233;951.0;7;62;26;236.0
-850;634.0;-166.0;0;16;-1;-235;960.0;6;58;-1;237.0
-845;613.0;-170.0;0;15;-6;-230;940.0;4;63;-6;244.0
-850;643.0;-163.0;0;15;7;-227;933.0;8;61;7;236.0
-844;623.0;-161.0;0;15;-13;-227;941.0;9;63;-13;218.0
-847;626.0;-169.0;0;15;3;-227;932.0;10;60;3;236.0
-849;647.0;-162.0;0;15;-6;-229;954.0;8;57;-6;237.0
-854;637.0;-164.0;0;15;3;-229;947.0;10;51;3;221.0
-844;632.0;-155.0;0;15;-5;-229;919.0;8;65;-5;249.0
-843;635.0;-146.0;0;15;-12;-238;938.0;-1;64;-12;233.0
-850;623.0;-171.0;0;15;-4;-205;941.0;32;65;-4;226.0
-837;653.0;-191.0;0;16;21;-246;933.0;-10;78;21;236.0
-851;625.0;-188.0;0;16;-24;-233;960.0;8;62;-24;236.0
-853;615.0;-142.0;0;16;26;-250;932.0;-8;49;26;252.0
-850;617.0;-181.0;0;16;21;-243;927.0;-3;58;21;246.0
-850;638.0;-176.0;0;15;-45;-242;935.0;-3;60;-45;236.0
-848;625.0;-167.0;0;15;-19;-244;949.0;-4;60;-19;216.0
-843;646.0;-159.0;0;15;-54;-237;933.0;1;66;-54;248.0
-844;644.0;-155.0;0;15;-23;-244;946.0;-5;64;-23;239.0
-846;634.0;-158.0;0;15;15;-255;932.0;-17;58;15;227.0
-848;642.0;-139.0;0;15;-4;-228;940.0;9;61;-4;235.0
-848;643.0;-181.0;0;15;-18;-253;942.0;-16;56;-18;235.0
-842;541.0;-82.0;100;20;-22;-243;991.0;109;89;-22;246.0
-854;642.0;-158.0;0;15;11;-233;940.0;3;56;11;227.0
-844;629.0;-153.0;0;15;29;-237;934.0;-3;67;29;236.0
-841;434.0;-89.0;95;20;18;-243;923.0;50;65;18;305.0
-848;614.0;-162.0;0;15;-25;-233;941.0;1;63;-25;223.0
-848;628.0;-159.0;0;15;-19;-232;946.0;3;61;-19;220.0
-844;623.0;-146.0;0;15;5;-234;947.0;-2;65;5;240.0
-848;629.0;-170.0;0;15;-22;-234;932.0;0;61;-22;256.0
-845;665.0;-172.0;0;15;-26;-235;939.0;-2;64;-26;233.0
-841;626.0;-156.0;0;15;6;-230;936.0;2;68;6;239.0
-847;632.0;-171.0;0;15;21;-235;940.0;-2;59;21;232.0
-844;652.0;-155.0;0;15;-5;-231;942.0;1;65;-5;237.0
-848;626.0;-140.0;0;15;-11;-230;942.0;2;62;-11;227.0
-844;636.0;-182.0;0;15;27;-229;933.0;1;66;27;245.0
-840;639.0;-168.0;0;15;24;-232;932.0;-4;70;24;234.0
-842;623.0;-175.0;0;15;26;-227;932.0;1;68;26;239.0
-853;639.0;-163.0;0;15;-19;-228;934.0;3;54;-19;241.0
-844;637.0;-168.0;0;16;48;-220;942.0;9;67;48;228.0
-850;631.0;-166.0;0;16;31;-222;948.0;9;59;31;230.0
-839;655.0;-148.0;0;16;53;-241;945.0;-8;69;53;236.0
-840;640.0;-172.0;0;16;19;-242;941.0;-4;66;19;243.0
-836;635.0;-162.0;0;16;29;-241;942.0;-5;72;29;236.0
-848;624.0;-141.0;0;16;19;-239;952.0;1;60;19;245.0
-847;630.0;-171.0;0;16;-32;-231;951.0;10;61;-32;241.0
-857;605.0;-195.0;2;16;-103;-213;932.0;20;54;-103;252.0
-846;629.0;-172.0;0;15;-80;-223;929.0;3;65;-80;249.0
-833;588.0;-5.0;73;16;0;-238;902.0;50;71;0;249.0
-835;416.0;-49.0;73;16;14;-232;930.0;37;67;14;291.0
-853;628.0;-171.0;0;15;-6;-219;921.0;9;53;-6;255.0
-850;629.0;-163.0;0;15;-54;-224;932.0;0;60;-54;253.0
-852;643.0;-176.0;0;15;-33;-207;931.0;16;63;-33;248.0
-854;635.0;-184.0;0;15;30;-209;950.0;15;57;30;228.0
-858;621.0;-151.0;0;15;20;-205;941.0;10;53;20;236.0
-852;629.0;-151.0;0;15;11;-213;943.0;0;59;11;236.0
-853;616.0;-197.0;0;15;-16;-212;936.0;1;60;-16;236.0
-852;599.0;-175.0;0;15;-18;-211;950.0;2;59;-18;235.0
-854;625.0;-183.0;0;15;-26;-218;914.0;-7;55;-26;265.0
-858;637.0;-151.0;0;14;-31;-211;927.0;0;52;-31;250.0
-857;623.0;-149.0;0;14;-29;-195;949.0;12;60;-29;238.0
-844;615.0;-189.0;0;15;60;-200;944.0;5;71;60;253.0
-856;613.0;-190.0;0;16;88;-222;930.0;5;51;88;240.0
-837;589.0;-214.0;0;17;-2;-242;897.0;0;68;-2;287.0
-846;615.0;-206.0;0;17;-30;-247;965.0;-2;57;-30;241.0
-846;582.0;-159.0;0;17;-28;-254;948.0;-9;55;-28;229.0
-841;583.0;-184.0;0;17;34;-235;923.0;8;66;34;255.0
-842;598.0;-183.0;0;17;42;-253;918.0;-9;58;42;248.0
-818;604.0;-204.0;0;17;-30;-253;932.0;-20;94;-30;236.0
-1050;712.0;-109.0;2;19;103;-315;917.0;22;-268;103;220.0
-685;675.0;-104.0;2;20;38;-232;949.0;23;295;38;219.0
-835;594.0;-141.0;0;16;-20;-208;952.0;29;74;-20;245.0
-778;865.0;-230.0;-4;16;-13;-235;866.0;2;79;-13;392.0
-801;594.0;-225.0;-4;17;212;-230;930.0;0;73;212;287.0
-861;599.0;-170.0;1;18;4;-253;924.0;11;45;4;239.0
-848;625.0;-187.0;0;16;-93;-231;940.0;9;61;-93;239.0
-848;586.0;-189.0;1;17;-72;-225;932.0;16;76;-72;251.0
-846;593.0;-188.0;1;17;27;-233;914.0;9;74;27;263.0
-848;612.0;-192.0;1;17;-43;-242;915.0;3;64;-43;247.0
-844;594.0;-174.0;2;19;-114;-323;938.0;-27;50;-114;257.0
-860;595.0;-172.0;1;17;-43;-260;931.0;-9;43;-43;235.0
-823;355.0;-49.0;73;16;4;-245;923.0;1;66;4;322.0
-888;550.0;-178.0;2;20;-48;-171;940.0;127;28;-48;215.0
-764;881.0;-199.0;-4;16;-15;-254;869.0;-7;84;-15;402.0
-792;863.0;-221.0;-4;16;26;-236;881.0;4;77;26;400.0
-872;607.0;-160.0;2;17;-36;-201;941.0;37;42;-36;246.0
-824;580.0;-131.0;3;21;-425;-299;947.0;-1;69;-425;231.0
-856;595.0;-178.0;2;16;33;-207;965.0;24;58;33;223.0
-858;630.0;-144.0;2;17;15;-206;926.0;27;58;15;253.0
-854;643.0;-171.0;2;17;56;-219;924.0;14;56;56;209.0
-848;642.0;-139.0;2;17;7;-206;953.0;26;64;7;192.0
-847;644.0;-153.0;2;17;62;-215;953.0;23;64;62;215.0
-851;610.0;-76.0;2;17;61;-213;947.0;28;63;61;273.0
-845;620.0;-99.0;2;17;44;-261;930.0;-16;55;44;250.0
-838;578.0;-141.0;2;17;-59;-244;934.0;-2;66;-59;232.0
-1302;226.0;-44.0;0;32;4327;-1038;896.0;-570;-1099;4327;393.0
-856;615.0;-90.0;2;17;90;-216;946.0;32;56;90;223.0
-1715;405.0;-297.0;-158;25;409;-1302;843.0;657;-959;409;285.0
-856;570.0;-118.0;2;19;2;-242;954.0;42;57;2;210.0
-782;849.0;-254.0;-4;16;4;-243;886.0;-3;78;4;387.0
-806;670.0;-21.0;3;21;-2;-323;950.0;-26;73;-2;165.0
-808;453.0;-83.0;3;22;62;-295;948.0;8;78;62;236.0
-798;831.0;-249.0;-4;16;1;-228;839.0;8;73;1;366.0
-782;875.0;-191.0;-4;16;-33;-239;859.0;2;81;-33;400.0
-811;475.0;52.0;4;19;-31;-287;933.0;7;65;-31;209.0
-802;750.0;224.0;5;23;29;-360;970.0;-27;67;29;-14.0
-747;942.0;-151.0;-4;18;10;-252;896.0;-7;79;10;354.0
-749;928.0;-134.0;-4;18;-3;-237;904.0;7;83;-3;346.0
-720;920.0;-214.0;-5;20;25;-272;886.0;4;90;25;345.0
-825;471.0;-49.0;3;22;17;-275;987.0;53;63;17;184.0
-632;879.0;-242.0;-4;15;-55;-327;828.0;-164;211;-55;426.0
-818;558.0;-189.0;-4;17;23;-243;918.0;-7;66;23;293.0
-816;539.0;-203.0;-3;17;30;-239;913.0;-5;69;30;279.0
-825;556.0;-221.0;-3;17;17;-236;908.0;-2;66;17;275.0
-828;561.0;-222.0;-3;17;56;-237;888.0;-3;64;56;300.0
-826;547.0;-213.0;-3;17;-19;-243;924.0;-11;64;-19;283.0
-831;553.0;-222.0;-3;17;-17;-232;903.0;1;64;-17;312.0
-835;526.0;-208.0;-3;17;24;-231;909.0;1;63;24;304.0
-835;532.0;-228.0;-3;17;20;-230;913.0;2;64;20;284.0
-833;515.0;-227.0;-3;17;6;-232;900.0;-1;64;6;289.0
-828;516.0;-222.0;-3;17;1;-231;893.0;-2;70;1;280.0
-820;310.0;-59.0;74;16;-4;-244;938.0;1;71;-4;312.0
-838;551.0;-206.0;-3;17;-2;-232;905.0;-1;60;-2;287.0
-837;537.0;-192.0;-3;17;23;-230;916.0;2;60;23;278.0
-832;537.0;-213.0;-3;17;-59;-234;923.0;-3;64;-59;275.0
-832;550.0;-231.0;-3;17;-17;-231;916.0;0;65;-17;280.0
-833;553.0;-241.0;-3;17;21;-229;896.0;3;66;21;291.0
-834;535.0;-231.0;-3;17;21;-232;915.0;1;64;21;265.0
-834;544.0;-212.0;-3;17;-27;-230;913.0;2;65;-27;273.0
-830;535.0;-237.0;-3;17;-19;-233;906.0;-1;68;-19;275.0
-837;550.0;-236.0;-3;17;-7;-225;913.0;6;64;-7;273.0
-833;553.0;-235.0;-3;17;20;-226;908.0;4;67;20;271.0
-829;568.0;-237.0;-3;17;16;-229;929.0;1;69;16;276.0
-833;556.0;-245.0;-3;17;-29;-230;927.0;1;65;-29;256.0
-833;598.0;-224.0;-3;17;-10;-230;922.0;1;65;-10;269.0
-833;578.0;-162.0;-3;17;-24;-232;915.0;-1;65;-24;273.0
-831;594.0;-147.0;-3;17;19;-228;913.0;2;69;19;263.0
-831;613.0;-150.0;-3;17;10;-228;919.0;3;70;10;252.0
-840;595.0;-173.0;-3;17;11;-234;929.0;1;58;11;245.0
-836;542.0;-191.0;-3;17;0;-229;948.0;8;62;0;251.0
-829;564.0;-222.0;-3;17;-1;-243;924.0;-4;66;-1;269.0
-833;510.0;-191.0;-3;17;9;-248;922.0;-8;59;9;267.0
-838;466.0;-241.0;-3;17;2;-238;897.0;1;60;2;309.0
-842;478.0;-232.0;-3;17;-7;-242;905.0;-5;59;-7;294.0
-839;503.0;-250.0;-3;17;-31;-226;896.0;6;68;-31;290.0
-847;456.0;-291.0;-3;15;-17;-205;923.0;11;61;-17;309.0
-835;505.0;-232.0;-3;17;-7;-231;915.0;1;68;-7;265.0
-838;505.0;-231.0;-3;17;-2;-241;914.0;-8;63;-2;292.0
-836;505.0;-222.0;-3;17;-12;-235;915.0;-1;63;-12;289.0
