InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK Quaternion2
-652.0;-67.0;64.0;-421.0;-366.0;-271.0;-567.0;-467.0;-120.0;182.0;472.0;-746.0;329.0
-602.0;-16.0;-23.0;-281.0;-365.0;-212.0;-579.0;-494.0;-202.0;119.0;510.0;-719.0;329.0
590.0;715.0;-429.0;395.0;-382.0;472.0;-152.0;-426.0;774.0;-397.0;-570.0;158.0;-594.0
-606.0;-14.0;-44.0;-275.0;-360.0;-201.0;-577.0;-489.0;-214.0;95.0;513.0;-711.0;341.0
-616.0;-39.0;22.0;-305.0;-354.0;-201.0;-568.0;-472.0;-227.0;125.0;522.0;-707.0;355.0
-538.0;-146.0;119.0;-414.0;-421.0;-262.0;-645.0;-582.0;-79.0;213.0;440.0;-713.0;263.0
-619.0;-38.0;10.0;-308.0;-350.0;-199.0;-569.0;-468.0;-227.0;114.0;525.0;-706.0;356.0
-619.0;-39.0;8.0;-311.0;-349.0;-198.0;-569.0;-468.0;-227.0;113.0;525.0;-705.0;358.0
-619.0;-40.0;6.0;-314.0;-349.0;-196.0;-569.0;-468.0;-227.0;112.0;526.0;-704.0;359.0
-618.0;-41.0;5.0;-317.0;-349.0;-195.0;-569.0;-468.0;-228.0;112.0;526.0;-703.0;360.0
-617.0;-41.0;5.0;-320.0;-349.0;-194.0;-569.0;-470.0;-228.0;112.0;526.0;-702.0;361.0
-615.0;-41.0;5.0;-322.0;-350.0;-193.0;-570.0;-471.0;-228.0;114.0;526.0;-702.0;361.0
-614.0;-41.0;5.0;-322.0;-350.0;-193.0;-571.0;-474.0;-227.0;115.0;525.0;-702.0;361.0
-610.0;-41.0;9.0;-317.0;-353.0;-193.0;-572.0;-481.0;-228.0;118.0;522.0;-702.0;358.0
-616.0;-33.0;-6.0;-294.0;-362.0;-190.0;-582.0;-482.0;-236.0;87.0;507.0;-692.0;356.0
-625.0;-38.0;-12.0;-298.0;-363.0;-185.0;-586.0;-473.0;-245.0;77.0;504.0;-681.0;363.0
-642.0;-14.0;-75.0;-302.0;-349.0;-165.0;-585.0;-442.0;-265.0;39.0;520.0;-661.0;387.0
-581.0;104.0;-133.0;425.0;-424.0;244.0;-642.0;-539.0;-127.0;-223.0;439.0;-715.0;247.0
-622.0;43.0;21.0;-192.0;-342.0;-155.0;-576.0;-469.0;-255.0;43.0;526.0;-672.0;390.0
-585.0;-69.0;-4.0;-363.0;-377.0;-217.0;-586.0;-518.0;-196.0;166.0;497.0;-714.0;330.0
-548.0;-152.0;76.0;-451.0;-410.0;-258.0;-611.0;-556.0;-121.0;225.0;472.0;-724.0;296.0
-533.0;-150.0;99.0;-436.0;-413.0;-267.0;-608.0;-569.0;-93.0;216.0;470.0;-728.0;301.0
-529.0;-145.0;103.0;-427.0;-410.0;-268.0;-606.0;-572.0;-90.0;209.0;474.0;-729.0;306.0
-527.0;-138.0;106.0;-419.0;-406.0;-267.0;-604.0;-573.0;-89.0;203.0;479.0;-728.0;310.0
-529.0;-115.0;102.0;-396.0;-386.0;-258.0;-592.0;-569.0;-92.0;187.0;497.0;-732.0;324.0
-536.0;-101.0;96.0;-382.0;-373.0;-247.0;-584.0;-561.0;-98.0;177.0;509.0;-733.0;335.0
721.0;-343.0;-471.0;-831.0;509.0;-413.0;511.0;-129.0;373.0;-353.0;-452.0;532.0;-563.0
907.0;-605.0;-153.0;-666.0;250.0;258.0;836.0;322.0;443.0;-7.0;103.0;295.0;138.0
-556.0;-98.0;102.0;-380.0;-371.0;-241.0;-582.0;-533.0;-111.0;171.0;519.0;-725.0;351.0
-557.0;-102.0;102.0;-383.0;-377.0;-246.0;-587.0;-532.0;-112.0;173.0;515.0;-721.0;351.0
-556.0;-106.0;102.0;-388.0;-383.0;-251.0;-593.0;-534.0;-113.0;176.0;509.0;-717.0;348.0
-556.0;-110.0;101.0;-391.0;-388.0;-252.0;-599.0;-535.0;-113.0;179.0;504.0;-714.0;344.0
-556.0;-112.0;99.0;-394.0;-393.0;-252.0;-605.0;-536.0;-114.0;181.0;499.0;-711.0;339.0
-549.0;-129.0;111.0;-408.0;-412.0;-259.0;-627.0;-555.0;-106.0;202.0;469.0;-706.0;312.0
-527.0;-161.0;144.0;-470.0;-420.0;-224.0;-645.0;-629.0;-71.0;249.0;388.0;-728.0;220.0
-539.0;-157.0;139.0;-467.0;-419.0;-235.0;-644.0;-621.0;-73.0;242.0;385.0;-729.0;222.0
-544.0;-154.0;135.0;-465.0;-421.0;-243.0;-643.0;-616.0;-74.0;241.0;384.0;-729.0;223.0
-547.0;-151.0;129.0;-463.0;-422.0;-251.0;-642.0;-613.0;-75.0;239.0;384.0;-729.0;225.0
-549.0;-148.0;125.0;-461.0;-422.0;-257.0;-642.0;-610.0;-76.0;236.0;385.0;-729.0;227.0
-553.0;-146.0;128.0;-460.0;-421.0;-260.0;-640.0;-605.0;-79.0;235.0;388.0;-728.0;232.0
-555.0;-142.0;133.0;-463.0;-416.0;-251.0;-638.0;-602.0;-84.0;238.0;396.0;-728.0;238.0
-556.0;-137.0;122.0;-456.0;-413.0;-246.0;-634.0;-599.0;-88.0;237.0;402.0;-728.0;244.0
-557.0;-135.0;117.0;-452.0;-412.0;-244.0;-633.0;-596.0;-90.0;234.0;405.0;-728.0;247.0
-566.0;-130.0;113.0;-448.0;-405.0;-226.0;-634.0;-584.0;-93.0;220.0;418.0;-723.0;258.0
-566.0;-129.0;113.0;-450.0;-403.0;-220.0;-634.0;-584.0;-94.0;217.0;420.0;-722.0;261.0
-564.0;-125.0;105.0;-445.0;-403.0;-221.0;-634.0;-587.0;-93.0;208.0;418.0;-721.0;263.0
-564.0;-124.0;101.0;-440.0;-404.0;-222.0;-633.0;-588.0;-91.0;201.0;416.0;-722.0;263.0
-563.0;-124.0;95.0;-433.0;-404.0;-227.0;-633.0;-589.0;-90.0;198.0;415.0;-721.0;267.0
-566.0;-120.0;83.0;-435.0;-400.0;-226.0;-628.0;-583.0;-96.0;195.0;424.0;-722.0;275.0
-568.0;-118.0;82.0;-437.0;-398.0;-224.0;-626.0;-579.0;-98.0;195.0;427.0;-722.0;278.0
-571.0;-116.0;81.0;-437.0;-396.0;-222.0;-625.0;-576.0;-100.0;195.0;431.0;-722.0;281.0
-580.0;-113.0;81.0;-433.0;-390.0;-221.0;-623.0;-567.0;-101.0;194.0;435.0;-721.0;285.0
-583.0;-112.0;81.0;-430.0;-389.0;-223.0;-623.0;-564.0;-101.0;193.0;437.0;-721.0;285.0
-589.0;-111.0;85.0;-429.0;-386.0;-225.0;-622.0;-558.0;-98.0;195.0;439.0;-724.0;283.0
-594.0;-114.0;87.0;-427.0;-382.0;-233.0;-624.0;-554.0;-90.0;195.0;440.0;-727.0;271.0
-595.0;-116.0;90.0;-426.0;-381.0;-234.0;-626.0;-553.0;-87.0;198.0;440.0;-729.0;265.0
-594.0;-120.0;94.0;-427.0;-382.0;-235.0;-627.0;-555.0;-85.0;202.0;439.0;-730.0;258.0
-591.0;-124.0;98.0;-429.0;-385.0;-237.0;-628.0;-559.0;-83.0;207.0;436.0;-732.0;252.0
-583.0;-132.0;107.0;-435.0;-390.0;-241.0;-628.0;-569.0;-79.0;219.0;429.0;-735.0;243.0
-575.0;-139.0;112.0;-444.0;-395.0;-242.0;-626.0;-579.0;-77.0;231.0;421.0;-739.0;237.0
-567.0;-154.0;122.0;-465.0;-399.0;-242.0;-627.0;-592.0;-74.0;251.0;412.0;-740.0;233.0
-565.0;-156.0;123.0;-471.0;-400.0;-241.0;-627.0;-594.0;-73.0;253.0;410.0;-740.0;231.0
-562.0;-159.0;124.0;-475.0;-401.0;-241.0;-627.0;-596.0;-72.0;254.0;409.0;-741.0;230.0
-559.0;-162.0;125.0;-479.0;-402.0;-243.0;-627.0;-599.0;-70.0;257.0;408.0;-741.0;229.0
-556.0;-164.0;126.0;-480.0;-404.0;-247.0;-628.0;-602.0;-69.0;258.0;407.0;-741.0;227.0
-552.0;-169.0;129.0;-477.0;-409.0;-253.0;-631.0;-603.0;-63.0;257.0;405.0;-741.0;222.0
-551.0;-168.0;129.0;-475.0;-410.0;-254.0;-632.0;-603.0;-62.0;257.0;405.0;-740.0;221.0
-550.0;-167.0;127.0;-470.0;-413.0;-257.0;-633.0;-603.0;-61.0;254.0;404.0;-740.0;219.0
-551.0;-167.0;127.0;-469.0;-414.0;-257.0;-634.0;-603.0;-60.0;253.0;403.0;-740.0;219.0
-552.0;-164.0;126.0;-465.0;-418.0;-260.0;-636.0;-601.0;-59.0;249.0;399.0;-738.0;220.0
-553.0;-164.0;129.0;-466.0;-419.0;-261.0;-637.0;-600.0;-59.0;250.0;398.0;-736.0;222.0
-553.0;-164.0;129.0;-466.0;-419.0;-262.0;-637.0;-600.0;-59.0;250.0;399.0;-736.0;223.0
-553.0;-164.0;130.0;-466.0;-419.0;-262.0;-637.0;-599.0;-59.0;250.0;400.0;-735.0;224.0
-553.0;-166.0;132.0;-466.0;-420.0;-263.0;-637.0;-597.0;-60.0;250.0;401.0;-735.0;225.0
-554.0;-168.0;140.0;-470.0;-419.0;-264.0;-636.0;-594.0;-62.0;252.0;405.0;-734.0;228.0
-558.0;-158.0;120.0;-473.0;-415.0;-261.0;-634.0;-588.0;-67.0;252.0;413.0;-733.0;237.0
-560.0;-153.0;107.0;-469.0;-413.0;-260.0;-633.0;-585.0;-69.0;245.0;416.0;-733.0;240.0
-562.0;-150.0;98.0;-466.0;-411.0;-259.0;-632.0;-583.0;-70.0;239.0;419.0;-733.0;241.0
-546.0;-133.0;116.0;-411.0;-416.0;-261.0;-631.0;-561.0;-103.0;208.0;462.0;-706.0;304.0
-544.0;-138.0;121.0;-414.0;-419.0;-264.0;-634.0;-567.0;-99.0;215.0;455.0;-707.0;295.0
-539.0;-145.0;131.0;-420.0;-422.0;-266.0;-638.0;-577.0;-93.0;225.0;446.0;-711.0;281.0
-537.0;-151.0;141.0;-424.0;-422.0;-267.0;-640.0;-583.0;-89.0;232.0;439.0;-713.0;272.0
-537.0;-152.0;144.0;-426.0;-422.0;-267.0;-640.0;-586.0;-87.0;233.0;437.0;-715.0;268.0
-537.0;-154.0;145.0;-427.0;-422.0;-266.0;-640.0;-587.0;-86.0;234.0;436.0;-716.0;267.0
-537.0;-153.0;145.0;-427.0;-421.0;-265.0;-639.0;-587.0;-86.0;233.0;436.0;-716.0;267.0
-537.0;-154.0;146.0;-427.0;-421.0;-264.0;-638.0;-587.0;-86.0;233.0;436.0;-717.0;267.0
-537.0;-153.0;146.0;-426.0;-420.0;-264.0;-639.0;-587.0;-86.0;233.0;436.0;-716.0;267.0
-536.0;-154.0;155.0;-425.0;-422.0;-265.0;-639.0;-588.0;-85.0;234.0;435.0;-717.0;266.0
-535.0;-156.0;159.0;-427.0;-422.0;-266.0;-640.0;-589.0;-84.0;234.0;435.0;-717.0;265.0
-534.0;-157.0;161.0;-427.0;-422.0;-266.0;-639.0;-590.0;-85.0;233.0;434.0;-717.0;265.0
-534.0;-157.0;161.0;-427.0;-423.0;-266.0;-640.0;-590.0;-85.0;233.0;434.0;-717.0;265.0
-533.0;-157.0;160.0;-428.0;-422.0;-265.0;-640.0;-590.0;-85.0;233.0;434.0;-717.0;265.0
-534.0;-160.0;156.0;-433.0;-422.0;-262.0;-640.0;-589.0;-85.0;234.0;435.0;-716.0;265.0
-536.0;-161.0;144.0;-439.0;-421.0;-258.0;-639.0;-586.0;-88.0;232.0;438.0;-716.0;269.0
-536.0;-160.0;142.0;-440.0;-420.0;-257.0;-638.0;-586.0;-88.0;232.0;439.0;-716.0;269.0
-537.0;-156.0;135.0;-438.0;-419.0;-257.0;-637.0;-585.0;-90.0;226.0;440.0;-716.0;271.0
-537.0;-154.0;135.0;-436.0;-419.0;-258.0;-636.0;-586.0;-90.0;224.0;439.0;-717.0;271.0
-538.0;-152.0;136.0;-433.0;-419.0;-258.0;-636.0;-585.0;-90.0;222.0;439.0;-716.0;271.0
-536.0;-145.0;143.0;-424.0;-420.0;-260.0;-637.0;-587.0;-90.0;217.0;438.0;-716.0;272.0
-536.0;-142.0;147.0;-421.0;-420.0;-261.0;-637.0;-587.0;-90.0;216.0;438.0;-716.0;271.0
-535.0;-139.0;154.0;-416.0;-422.0;-264.0;-639.0;-588.0;-88.0;215.0;436.0;-715.0;270.0
-534.0;-138.0;156.0;-414.0;-423.0;-265.0;-639.0;-589.0;-87.0;217.0;435.0;-715.0;270.0
-564.0;-149.0;94.0;-465.0;-409.0;-258.0;-631.0;-581.0;-70.0;234.0;421.0;-733.0;244.0
-566.0;-148.0;93.0;-463.0;-407.0;-256.0;-630.0;-578.0;-71.0;229.0;424.0;-733.0;246.0
-568.0;-146.0;93.0;-460.0;-406.0;-254.0;-629.0;-575.0;-71.0;224.0;426.0;-733.0;248.0
-572.0;-139.0;92.0;-447.0;-402.0;-250.0;-628.0;-571.0;-73.0;214.0;431.0;-733.0;253.0
-571.0;-137.0;93.0;-444.0;-401.0;-250.0;-627.0;-570.0;-73.0;213.0;433.0;-733.0;255.0
-572.0;-135.0;95.0;-441.0;-401.0;-249.0;-626.0;-570.0;-75.0;213.0;433.0;-732.0;256.0
-572.0;-132.0;100.0;-438.0;-400.0;-248.0;-625.0;-569.0;-76.0;214.0;435.0;-733.0;258.0
-572.0;-132.0;101.0;-438.0;-399.0;-248.0;-625.0;-569.0;-76.0;215.0;436.0;-733.0;258.0
-572.0;-132.0;100.0;-440.0;-397.0;-245.0;-624.0;-569.0;-78.0;217.0;438.0;-733.0;259.0
-572.0;-135.0;99.0;-446.0;-396.0;-244.0;-623.0;-569.0;-78.0;219.0;438.0;-734.0;258.0
-573.0;-136.0;97.0;-448.0;-396.0;-243.0;-623.0;-569.0;-79.0;219.0;439.0;-734.0;258.0
-574.0;-138.0;96.0;-452.0;-395.0;-241.0;-623.0;-567.0;-80.0;220.0;439.0;-734.0;258.0
-574.0;-138.0;105.0;-448.0;-398.0;-247.0;-627.0;-568.0;-79.0;220.0;436.0;-732.0;256.0
-577.0;-144.0;111.0;-451.0;-396.0;-263.0;-630.0;-571.0;-75.0;223.0;430.0;-731.0;251.0
-533.0;-139.0;160.0;-415.0;-424.0;-265.0;-640.0;-589.0;-87.0;219.0;435.0;-715.0;269.0
-534.0;-145.0;163.0;-423.0;-424.0;-263.0;-640.0;-588.0;-86.0;224.0;436.0;-714.0;270.0
-534.0;-150.0;161.0;-428.0;-424.0;-262.0;-640.0;-587.0;-86.0;227.0;436.0;-714.0;270.0
-535.0;-155.0;155.0;-433.0;-424.0;-261.0;-640.0;-586.0;-85.0;229.0;437.0;-714.0;270.0
-536.0;-159.0;146.0;-438.0;-424.0;-260.0;-641.0;-584.0;-84.0;230.0;438.0;-714.0;270.0
-538.0;-167.0;127.0;-452.0;-425.0;-261.0;-641.0;-582.0;-84.0;231.0;438.0;-714.0;270.0
-537.0;-174.0;105.0;-473.0;-429.0;-266.0;-642.0;-580.0;-82.0;231.0;437.0;-712.0;271.0
-534.0;-176.0;98.0;-477.0;-433.0;-271.0;-644.0;-581.0;-78.0;229.0;436.0;-711.0;270.0
-528.0;-174.0;107.0;-470.0;-440.0;-280.0;-646.0;-584.0;-71.0;226.0;432.0;-711.0;268.0
-523.0;-170.0;126.0;-459.0;-444.0;-284.0;-647.0;-587.0;-66.0;226.0;430.0;-712.0;265.0
-518.0;-168.0;152.0;-449.0;-445.0;-286.0;-646.0;-591.0;-61.0;231.0;428.0;-715.0;261.0
-516.0;-171.0;171.0;-440.0;-444.0;-287.0;-645.0;-595.0;-58.0;238.0;427.0;-717.0;257.0
-515.0;-173.0;176.0;-438.0;-443.0;-287.0;-646.0;-597.0;-58.0;240.0;426.0;-717.0;255.0
-514.0;-175.0;177.0;-440.0;-443.0;-287.0;-645.0;-599.0;-57.0;241.0;426.0;-718.0;254.0
-513.0;-184.0;170.0;-458.0;-442.0;-286.0;-645.0;-601.0;-55.0;248.0;425.0;-719.0;252.0
-516.0;-180.0;163.0;-444.0;-435.0;-277.0;-644.0;-604.0;-57.0;252.0;424.0;-723.0;245.0
-517.0;-179.0;163.0;-442.0;-434.0;-275.0;-643.0;-603.0;-58.0;252.0;425.0;-723.0;245.0
-518.0;-178.0;163.0;-441.0;-433.0;-274.0;-643.0;-602.0;-59.0;251.0;426.0;-723.0;246.0
-520.0;-176.0;162.0;-438.0;-431.0;-273.0;-642.0;-602.0;-61.0;250.0;426.0;-723.0;246.0
-519.0;-175.0;162.0;-439.0;-432.0;-275.0;-642.0;-603.0;-61.0;250.0;426.0;-724.0;246.0
-518.0;-176.0;162.0;-439.0;-432.0;-277.0;-642.0;-604.0;-61.0;250.0;425.0;-724.0;246.0
-516.0;-178.0;164.0;-440.0;-433.0;-278.0;-642.0;-605.0;-60.0;251.0;424.0;-724.0;245.0
-516.0;-179.0;164.0;-440.0;-434.0;-277.0;-643.0;-604.0;-59.0;251.0;424.0;-724.0;245.0
-517.0;-180.0;164.0;-441.0;-435.0;-276.0;-644.0;-603.0;-59.0;249.0;424.0;-723.0;245.0
-516.0;-186.0;153.0;-448.0;-448.0;-288.0;-652.0;-595.0;-56.0;244.0;422.0;-713.0;251.0
-516.0;-189.0;150.0;-451.0;-450.0;-291.0;-655.0;-593.0;-56.0;242.0;423.0;-710.0;252.0
-522.0;-185.0;142.0;-449.0;-448.0;-286.0;-654.0;-588.0;-58.0;233.0;426.0;-710.0;255.0
-612.0;-169.0;183.0;-460.0;-388.0;-243.0;-626.0;-529.0;-42.0;264.0;441.0;-746.0;223.0
-530.0;-176.0;137.0;-441.0;-442.0;-276.0;-653.0;-581.0;-64.0;227.0;431.0;-708.0;261.0
-537.0;-169.0;138.0;-434.0;-437.0;-269.0;-650.0;-576.0;-68.0;223.0;435.0;-709.0;265.0
-541.0;-158.0;134.0;-423.0;-431.0;-265.0;-646.0;-575.0;-74.0;216.0;437.0;-711.0;269.0
-545.0;-152.0;130.0;-417.0;-425.0;-255.0;-643.0;-574.0;-77.0;211.0;440.0;-711.0;274.0
-547.0;-147.0;128.0;-412.0;-420.0;-242.0;-642.0;-571.0;-81.0;208.0;444.0;-711.0;277.0
-517.0;-181.0;107.0;-478.0;-488.0;-294.0;-665.0;-583.0;-55.0;196.0;392.0;-690.0;281.0
-529.0;-173.0;98.0;-470.0;-477.0;-282.0;-660.0;-571.0;-62.0;190.0;409.0;-690.0;291.0
-549.0;-143.0;126.0;-408.0;-416.0;-239.0;-641.0;-570.0;-85.0;206.0;448.0;-710.0;279.0
-551.0;-140.0;125.0;-405.0;-413.0;-238.0;-640.0;-569.0;-89.0;206.0;450.0;-710.0;281.0
