InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RKN^ accZ;Accelerometer RKN_ accZ;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit R-SHOE Body_Ax;Accelerometer RKN_ accY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;Accelerometer RKN_ accX
-835;351.0;-46.0;144;18;-14;-241;902.0;-5;60;-14;367.0
-832;377.0;-129.0;144;18;-12;-235;867.0;1;69;-12;421.0
-827;267.0;-149.0;145;18;12;-238;903.0;8;75;12;403.0
-830;160.0;-93.0;145;18;6;-235;915.0;5;74;6;294.0
-829;?;-30.0;145;18;4;-237;924.0;7;74;4;284.0
?;281.0;6.0;145;18;-22;-244;936.0;7;69;-22;284.0
-833;346.0;9.0;145;18;?;?;934.0;3;65;-6;274.0
-842;381.0;-41.0;145;18;?;-230;923.0;-1;60;16;291.0
-835;387.0;-87.0;145;18;-2;-238;933.0;2;62;-2;297.0
-829;311.0;-133.0;145;18;15;-247;936.0;10;66;15;278.0
-836;317.0;-85.0;145;18;14;-237;873.0;3;64;14;446.0
-837;195.0;-78.0;145;18;-22;-228;878.0;-7;63;-22;498.0
-836;189.0;-57.0;145;18;-4;-235;932.0;0;62;-4;334.0
-830;310.0;-23.0;145;18;?;-231;885.0;?;70;8;361.0
-830;318.0;-63.0;145;18;-10;-224;894.0;-8;71;-10;413.0
-832;297.0;-79.0;145;18;-1;-242;926.0;0;62;-1;343.0
-823;317.0;?;145;18;-16;-252;903.0;5;66;-16;284.0
-825;295.0;-109.0;145;18;-27;-244;912.0;6;72;-27;379.0
-828;296.0;-117.0;145;18;14;-246;873.0;6;68;14;444.0
-826;268.0;-112.0;145;18;27;-249;878.0;7;66;27;374.0
-823;261.0;-91.0;145;18;-7;-248;908.0;5;68;-7;353.0
?;280.0;-79.0;145;18;3;-249;920.0;0;70;?;?
-822;276.0;-88.0;145;18;16;-248;900.0;0;68;16;352.0
-827;311.0;-125.0;145;18;-4;-245;919.0;?;65;-4;357.0
-822;342.0;-134.0;145;18;23;-242;880.0;-1;70;23;450.0
-820;292.0;-142.0;145;18;44;-252;888.0;7;69;44;473.0
-817;260.0;-166.0;145;18;33;-253;893.0;6;70;33;439.0
-819;201.0;-176.0;146;18;25;-233;901.0;-13;?;25;?
-827;171.0;-137.0;146;18;?;-230;876.0;-13;66;17;437.0
-822;165.0;-67.0;145;18;12;-248;884.0;3;68;12;360.0
-828;?;-60.0;145;18;-21;-248;890.0;8;66;-21;?
-835;198.0;-81.0;145;18;-3;-241;917.0;4;61;-3;319.0
-828;300.0;-89.0;145;18;34;-246;920.0;5;64;34;349.0
-820;279.0;?;146;18;32;-236;895.0;0;75;?;363.0
-827;201.0;-84.0;145;18;-4;-234;924.0;0;?;-4;326.0
-836;197.0;-84.0;145;18;-30;-233;911.0;-3;61;-30;350.0
-821;208.0;?;146;18;-28;-248;906.0;8;69;-28;357.0
-818;179.0;-86.0;146;18;2;-253;901.0;13;72;2;374.0
?;188.0;-73.0;145;18;6;-244;922.0;3;66;6;352.0
-822;158.0;-62.0;146;18;6;-249;908.0;7;68;6;341.0
-821;179.0;-77.0;146;18;8;-248;914.0;8;71;8;371.0
-825;166.0;-92.0;145;18;1;-235;897.0;-6;68;1;373.0
-827;183.0;-91.0;145;18;-2;-244;915.0;3;66;-2;354.0
-824;169.0;-85.0;145;18;23;-246;905.0;8;69;23;337.0
-823;164.0;-37.0;145;18;16;-239;916.0;-2;70;16;341.0
-828;204.0;-103.0;145;18;-24;-249;912.0;5;63;-24;332.0
-830;193.0;-46.0;145;18;9;-246;918.0;6;64;9;?
-832;178.0;-60.0;145;18;30;-240;921.0;1;64;30;349.0
-829;199.0;-55.0;145;18;11;-239;911.0;-1;66;11;344.0
-828;194.0;-72.0;145;18;21;-234;903.0;-5;68;21;353.0
-837;203.0;-74.0;145;18;57;-240;?;-4;55;57;367.0
?;170.0;?;145;18;70;-241;888.0;-5;53;70;?
-835;195.0;-54.0;145;18;-15;-237;883.0;3;64;-15;369.0
-839;180.0;-49.0;145;18;-43;-239;913.0;10;64;-43;357.0
-831;?;-97.0;?;18;-5;-248;907.0;13;66;-5;351.0
?;196.0;?;145;18;-17;-249;905.0;?;69;-17;350.0
-837;177.0;-80.0;145;18;-15;-241;913.0;5;63;-15;355.0
-831;181.0;-61.0;145;18;-7;-244;924.0;3;66;-7;362.0
-832;219.0;-71.0;145;18;11;-251;895.0;13;66;11;373.0
-837;215.0;-49.0;145;18;3;-244;899.0;3;61;3;371.0
-837;193.0;-63.0;145;18;-49;-231;914.0;-13;61;-49;340.0
-837;247.0;-74.0;145;18;-27;-236;932.0;-8;61;-27;314.0
-833;233.0;-96.0;145;18;16;-246;929.0;?;62;16;328.0
-840;231.0;-101.0;145;18;-9;-246;911.0;4;59;-9;358.0
-832;198.0;-97.0;145;18;-9;-248;895.0;7;66;?;344.0
-832;162.0;-67.0;145;?;-8;-241;898.0;-2;66;-8;300.0
-836;198.0;-65.0;145;18;-8;-234;915.0;-2;67;-8;348.0
-832;233.0;-75.0;145;18;28;-241;922.0;6;71;28;363.0
-834;248.0;-101.0;145;18;2;-239;908.0;?;65;2;371.0
-825;278.0;-111.0;145;18;3;-245;903.0;-1;?;3;346.0
?;220.0;-87.0;145;18;26;-240;933.0;-6;67;26;332.0
-827;209.0;-76.0;145;18;-26;-239;904.0;-6;67;-26;375.0
-826;204.0;-60.0;145;18;-47;-256;901.0;10;66;-47;401.0
-823;218.0;-73.0;145;18;-17;-262;918.0;12;66;-17;345.0
-825;207.0;-75.0;145;18;-55;-245;904.0;-4;69;-55;359.0
-829;238.0;-73.0;145;18;6;-243;897.0;-6;65;6;377.0
-835;228.0;-54.0;145;18;44;-242;919.0;?;60;44;353.0
-829;204.0;-66.0;145;?;3;-242;924.0;-5;66;3;321.0
-818;?;?;145;18;-20;-250;919.0;-1;?;-20;351.0
-822;247.0;-64.0;145;18;-10;-248;898.0;-2;70;-10;345.0
-829;247.0;-74.0;145;18;7;-244;911.0;-4;66;7;361.0
-828;236.0;-60.0;145;18;-17;-245;916.0;-4;65;-17;346.0
-823;225.0;-71.0;145;18;13;-251;896.0;2;?;13;363.0
-821;220.0;-59.0;145;18;-7;-256;916.0;8;72;-7;353.0
-827;245.0;-49.0;145;18;-11;-252;912.0;2;65;-11;347.0
-831;245.0;-51.0;145;18;47;-248;?;-3;62;?;364.0
-828;249.0;-29.0;145;18;-16;-248;909.0;1;67;-16;348.0
-826;243.0;-19.0;145;18;-40;-249;912.0;2;69;-40;350.0
-829;261.0;-53.0;145;18;9;-247;903.0;-2;65;9;346.0
-832;257.0;-40.0;145;18;16;-241;915.0;-7;63;16;342.0
-833;232.0;-79.0;145;18;17;?;937.0;-6;64;17;354.0
-831;220.0;-64.0;145;18;-7;-250;895.0;3;63;-7;361.0
?;210.0;-36.0;145;18;-25;-256;908.0;7;63;-25;350.0
-826;223.0;-35.0;145;18;-11;-250;923.0;4;69;-11;362.0
-823;267.0;-89.0;144;18;-40;-253;905.0;7;71;-40;366.0
-828;207.0;-36.0;145;18;-49;-264;913.0;12;62;-49;321.0
-831;?;-6.0;145;18;-1;-257;916.0;6;63;-1;332.0
-825;241.0;-39.0;145;18;28;-248;906.0;1;71;28;345.0
-825;244.0;-30.0;145;18;30;-249;915.0;1;71;30;327.0
-825;?;-52.0;145;18;-10;-243;897.0;-3;72;-10;317.0
-826;243.0;-56.0;145;18;-29;-245;926.0;-3;70;-29;324.0
-828;245.0;-47.0;145;18;-3;-247;909.0;-6;65;?;364.0
-831;250.0;-81.0;145;18;-10;-243;914.0;-8;65;-10;?
-821;207.0;-54.0;145;?;-24;-265;931.0;7;68;-24;349.0
-807;200.0;-64.0;145;18;1;-277;923.0;12;75;1;319.0
-828;265.0;-63.0;?;18;-2;-251;912.0;5;68;-2;359.0
-826;237.0;-32.0;145;18;?;-246;920.0;1;70;18;313.0
-823;241.0;-48.0;144;18;17;?;925.0;5;68;17;300.0
-829;255.0;-81.0;145;18;-14;-249;915.0;0;65;-14;327.0
-833;213.0;-78.0;?;18;1;-246;924.0;-3;63;1;335.0
-827;182.0;-38.0;145;18;-5;-257;922.0;?;?;-5;337.0
-827;181.0;-40.0;145;18;-5;-257;929.0;5;64;-5;318.0
-827;218.0;-43.0;145;18;-2;-255;935.0;3;64;-2;309.0
-827;245.0;-48.0;145;18;-11;-258;897.0;7;65;-11;351.0
-827;247.0;-40.0;145;18;-11;-253;917.0;3;?;-11;324.0
-830;240.0;-40.0;145;18;13;-247;918.0;-2;63;?;320.0
-829;249.0;-71.0;145;18;4;-247;919.0;-2;66;4;334.0
-820;255.0;-67.0;145;18;-16;-251;919.0;0;71;-16;?
-823;210.0;-69.0;?;18;14;-258;912.0;7;68;14;333.0
-829;226.0;-43.0;145;18;1;-253;921.0;7;67;1;320.0
-828;218.0;-27.0;145;18;10;-246;925.0;-1;68;10;303.0
-823;248.0;-38.0;144;18;35;-250;?;-4;68;35;334.0
-822;254.0;-59.0;145;18;-16;-250;915.0;-2;71;-16;320.0
-829;?;-41.0;145;18;-12;-246;906.0;-4;67;-12;318.0
-825;234.0;-19.0;144;18;21;-252;924.0;-1;67;21;327.0
-825;263.0;-14.0;144;18;-4;-254;923.0;3;68;-4;335.0
-830;264.0;-76.0;144;18;-16;-247;925.0;-3;65;-16;315.0
-824;251.0;-66.0;144;18;-29;-247;921.0;-3;71;-29;?
-826;223.0;?;145;18;-24;-248;913.0;?;71;-24;400.0
-830;196.0;-85.0;144;18;0;-246;899.0;-4;66;0;394.0
-825;176.0;-65.0;145;18;-59;-253;899.0;?;69;-59;370.0
-829;158.0;-34.0;145;18;-55;-251;907.0;0;65;-55;329.0
-833;175.0;-52.0;145;18;15;-249;924.0;-1;61;15;339.0
-828;243.0;-69.0;145;18;?;?;909.0;5;66;?;334.0
?;263.0;-62.0;145;18;-35;-250;919.0;-3;63;-35;335.0
-832;210.0;-88.0;145;18;-6;?;911.0;-1;63;-6;365.0
-827;228.0;-93.0;145;18;-11;-246;912.0;-2;69;-11;?
-824;197.0;-58.0;145;18;-7;-250;893.0;-1;68;-7;350.0
-825;199.0;-38.0;145;18;8;-254;892.0;3;67;8;344.0
-828;227.0;-80.0;145;18;-7;-253;907.0;0;65;-7;?
-826;265.0;-81.0;145;?;-14;-256;888.0;2;65;-14;362.0
-816;213.0;-82.0;145;18;-13;-253;?;0;75;-13;346.0
-821;236.0;-86.0;145;18;49;-247;?;-1;69;49;363.0
-827;171.0;-87.0;145;18;36;-248;920.0;-1;64;36;343.0
-829;159.0;-85.0;145;18;-27;-246;891.0;1;64;-27;382.0
-829;168.0;-81.0;145;18;-47;-240;900.0;-4;66;-47;397.0
?;177.0;-64.0;145;18;7;-247;922.0;1;63;7;313.0
-825;173.0;-68.0;145;?;-2;-247;933.0;3;?;-2;334.0
-817;235.0;-91.0;145;18;7;-247;906.0;2;75;7;336.0
-824;231.0;-60.0;?;18;-15;-245;916.0;-5;65;-15;372.0
-825;200.0;-83.0;145;18;-6;-249;911.0;0;65;-6;348.0
-821;206.0;-65.0;145;18;50;-249;887.0;2;69;50;380.0
-823;212.0;-68.0;145;18;-4;-246;913.0;-3;67;-4;339.0
-822;190.0;-88.0;145;18;-30;-260;921.0;16;70;-30;345.0
-830;189.0;-47.0;145;18;-8;-259;912.0;12;62;-8;338.0
-824;?;-63.0;145;18;-30;-252;901.0;2;67;-30;355.0
-814;242.0;-67.0;145;18;-7;-251;917.0;8;?;-7;338.0
-828;231.0;-84.0;145;18;27;-241;920.0;-1;69;27;325.0
-837;211.0;-50.0;145;18;-3;-240;935.0;-7;58;-3;302.0
-838;223.0;-70.0;145;18;-10;-248;904.0;?;57;-10;368.0
-829;256.0;-92.0;145;18;10;-248;902.0;10;69;10;371.0
-824;228.0;?;145;18;-10;-252;897.0;9;?;-10;359.0
-828;187.0;?;145;18;-27;-258;912.0;6;62;-27;380.0
-827;?;-82.0;145;18;-24;-256;898.0;7;67;-24;383.0
-825;188.0;-101.0;144;?;-15;-249;896.0;5;73;-15;363.0
-829;192.0;-90.0;144;18;-3;-244;897.0;-6;67;-3;343.0
-828;212.0;-67.0;144;18;-18;-247;927.0;-3;?;-18;307.0
-825;231.0;-52.0;145;18;-21;-248;931.0;-2;70;-21;309.0
-822;313.0;-74.0;145;18;-14;-246;918.0;-7;71;-14;314.0
-824;320.0;-89.0;145;18;?;-246;890.0;-6;70;-12;371.0
-831;246.0;-119.0;145;18;15;-244;922.0;-9;64;15;359.0
-831;183.0;-138.0;145;18;20;?;918.0;-8;62;20;373.0
-830;158.0;-103.0;145;18;?;-240;889.0;-12;65;7;373.0
-826;164.0;-80.0;145;18;-19;-246;906.0;-5;67;-19;329.0
-822;192.0;-71.0;145;18;-36;-255;924.0;4;69;-36;329.0
-823;216.0;-94.0;145;18;-36;-255;909.0;3;68;-36;368.0
-823;237.0;-81.0;145;18;-36;-255;912.0;4;68;?;386.0
-821;228.0;-76.0;145;18;-3;-245;915.0;-7;71;-3;375.0
-813;218.0;-83.0;145;18;6;-251;923.0;-5;74;6;334.0
-829;227.0;-96.0;145;18;-7;-250;908.0;-2;62;-7;377.0
-828;154.0;-93.0;145;18;41;-249;931.0;-3;63;41;336.0
-819;190.0;-106.0;145;18;18;-253;904.0;-2;69;18;361.0
?;185.0;-82.0;145;18;-24;-251;911.0;-1;65;-24;373.0
-825;161.0;-70.0;145;18;-10;-249;917.0;1;69;?;336.0
-821;164.0;-64.0;145;18;1;-247;915.0;-5;70;1;320.0
-826;216.0;-66.0;145;18;-14;-247;944.0;-4;67;-14;326.0
-826;228.0;-89.0;145;18;-25;-249;893.0;3;68;-25;379.0
-825;234.0;-83.0;145;18;1;-250;918.0;2;68;1;349.0
-827;166.0;-60.0;145;18;27;-250;933.0;2;67;27;345.0
?;209.0;-71.0;144;18;9;-249;915.0;?;65;9;318.0
-826;212.0;-49.0;144;18;12;-248;906.0;0;68;12;345.0
-824;249.0;-66.0;144;18;13;-249;914.0;0;70;13;324.0
-825;250.0;?;144;18;6;-250;907.0;-2;67;6;341.0
-825;212.0;-64.0;145;?;5;-250;927.0;-1;68;?;327.0
-825;191.0;-66.0;144;18;-13;-250;904.0;-1;68;-13;339.0
-825;195.0;-83.0;144;18;-7;-253;918.0;1;66;-7;345.0
-824;226.0;-60.0;144;18;-7;-256;929.0;4;67;-7;324.0
-825;218.0;-70.0;144;18;-15;-251;927.0;-1;67;-15;322.0
-821;?;-55.0;145;18;0;-252;929.0;0;70;0;327.0
-824;206.0;?;145;18;-5;?;922.0;-2;?;-5;333.0
-828;245.0;-71.0;?;18;?;-239;919.0;-8;68;11;325.0
-816;210.0;-73.0;145;18;33;-246;900.0;0;77;33;334.0
-823;208.0;-51.0;145;18;-37;-247;901.0;1;?;-37;331.0
-831;220.0;-70.0;145;18;-35;-246;940.0;-1;?;-35;301.0
-824;247.0;?;145;18;8;-252;?;5;69;8;326.0
-828;237.0;-71.0;145;18;-26;-244;907.0;?;68;-26;337.0
-828;234.0;-57.0;145;18;-25;-244;934.0;-2;?;-25;342.0
-825;217.0;-40.0;145;?;-42;-248;929.0;1;69;-42;308.0
?;233.0;-39.0;145;18;-23;-249;914.0;0;?;-23;?
-825;243.0;-27.0;145;18;13;-250;926.0;0;67;13;308.0
-828;243.0;-41.0;145;18;-9;-251;921.0;1;65;-9;320.0
-832;237.0;-83.0;145;18;7;-250;926.0;1;?;7;322.0
-830;232.0;?;145;18;?;-246;913.0;-1;65;28;344.0
-824;?;-64.0;145;18;12;-252;911.0;7;70;12;343.0
-822;182.0;-73.0;144;18;4;-255;933.0;11;71;4;347.0
-823;193.0;-74.0;144;18;7;-254;925.0;10;71;?;333.0
-823;208.0;-81.0;145;18;6;-254;919.0;9;71;6;324.0
-824;199.0;-34.0;145;18;6;-255;904.0;10;71;6;336.0
-823;199.0;-47.0;145;18;6;-255;922.0;11;72;6;328.0
-827;228.0;-50.0;144;18;12;-248;915.0;-1;67;12;327.0
-829;218.0;-60.0;144;18;21;-244;924.0;-2;67;21;327.0
-829;229.0;-61.0;145;18;8;-247;906.0;?;68;8;327.0
-832;211.0;-77.0;145;18;-17;?;925.0;-2;64;-17;318.0
-830;198.0;-26.0;145;18;-15;-248;912.0;0;66;-15;328.0
?;217.0;-49.0;145;18;11;-258;920.0;9;69;11;324.0
-820;229.0;-75.0;145;?;16;-262;932.0;12;70;16;319.0
?;?;-59.0;144;18;-7;-256;917.0;11;68;-7;329.0
-828;?;-38.0;145;18;8;-251;918.0;?;67;8;323.0
-826;222.0;-41.0;145;18;38;-247;923.0;-5;?;38;314.0
-833;237.0;-68.0;145;?;28;-243;928.0;-8;62;28;306.0
-833;?;-54.0;145;18;33;-248;930.0;-5;59;33;321.0
-829;231.0;-68.0;145;18;44;-253;909.0;0;61;44;328.0
-832;217.0;-53.0;145;18;23;-246;915.0;-8;58;23;321.0
-816;228.0;-76.0;145;18;1;-251;936.0;0;?;1;322.0
-827;208.0;-63.0;145;18;-3;-247;907.0;-5;65;-3;345.0
-830;218.0;-70.0;145;18;15;-247;923.0;-4;63;15;319.0
-811;220.0;-40.0;145;?;-1;-258;915.0;13;79;-1;336.0
-876;223.0;-50.0;144;18;-86;-229;932.0;-46;13;-86;336.0
-834;195.0;-52.0;145;18;-116;-241;905.0;-3;60;-116;335.0
-960;193.0;-56.0;145;19;-260;-228;927.0;-122;-97;-260;317.0
-1041;182.0;-46.0;145;?;-578;-222;918.0;-185;-200;-578;345.0
-834;223.0;?;145;21;-854;-385;917.0;-31;-9;-854;332.0
-922;201.0;-90.0;145;23;-934;-452;926.0;-181;-128;-934;322.0
-812;217.0;-65.0;146;23;-649;-376;?;11;69;-649;300.0
-714;222.0;-55.0;147;23;-556;-420;907.0;168;203;-556;317.0
-880;229.0;-47.0;147;23;-602;-408;898.0;-15;15;-602;344.0
-780;235.0;-66.0;148;23;-314;?;912.0;91;170;-314;353.0
-801;193.0;-111.0;148;23;-127;-327;916.0;53;137;-127;385.0
-883;170.0;-116.0;148;23;-89;-360;900.0;-10;40;-89;391.0
-835;149.0;-117.0;148;23;-71;-369;894.0;63;85;-71;393.0
?;159.0;-75.0;147;23;-65;-386;904.0;40;54;-65;323.0
-890;190.0;-51.0;147;23;34;-352;931.0;-2;35;?;301.0
-858;239.0;-20.0;?;24;76;-358;942.0;20;57;76;273.0
-825;291.0;-90.0;146;24;-1;-434;944.0;73;52;-1;270.0
-863;339.0;-176.0;146;?;-91;-479;990.0;63;2;-91;266.0
-848;373.0;?;145;25;-178;-437;909.0;59;25;-178;422.0
-871;231.0;-50.0;145;25;-75;-437;917.0;30;9;-75;405.0
?;222.0;-91.0;145;?;1;-453;951.0;-29;-62;1;400.0
-897;276.0;-146.0;?;25;-24;?;837.0;-19;-5;-24;405.0
-832;171.0;-107.0;144;26;99;-443;941.0;?;49;99;295.0
-968;249.0;-127.0;144;26;-36;-460;948.0;7;-111;-36;251.0
-673;294.0;-147.0;144;26;253;-420;921.0;46;234;253;285.0
-1002;281.0;-115.0;143;26;-242;-527;944.0;94;-209;-242;311.0
?;262.0;-90.0;144;26;202;-428;938.0;49;200;202;280.0
-829;325.0;-100.0;144;26;19;-460;938.0;61;33;19;252.0
-160;?;-72.0;145;24;335;-128;941.0;919;585;335;217.0
2375;329.0;-46.0;149;21;4518;631;943.0;1100;3617;4518;197.0
-3506;348.0;-10.0;131;20;178;-974;907.0;-1825;-3313;178;?
-4426;388.0;-40.0;118;23;-968;-1090;942.0;-2826;-4861;-968;209.0
2005;?;-10.0;126;25;4391;812;969.0;-699;2874;4391;?
-650;386.0;-58.0;123;23;282;?;950.0;-296;372;282;186.0
-1397;374.0;-47.0;123;24;-686;-420;958.0;-241;-564;-686;231.0
-250;364.0;-17.0;124;24;542;-160;975.0;?;?;542;193.0
-794;314.0;-48.0;138;28;-439;-317;946.0;-61;151;?;283.0
-839;296.0;-52.0;138;28;-385;-377;943.0;-91;88;-385;253.0
-874;?;-101.0;139;29;-311;-412;938.0;-109;34;-311;245.0
-840;289.0;-75.0;140;29;-235;-411;954.0;-58;70;-235;240.0
-857;306.0;-87.0;140;29;-296;-464;?;-51;24;-296;300.0
-856;285.0;-75.0;141;29;-257;-422;931.0;-67;47;-257;286.0
-909;271.0;-60.0;142;29;-220;-302;933.0;-175;55;-220;281.0
-928;325.0;-60.0;143;29;-146;-276;952.0;-211;50;-146;253.0
-891;329.0;-61.0;143;30;33;-367;932.0;-136;37;33;265.0
-865;289.0;-44.0;143;30;67;-402;958.0;-93;36;?;207.0
-863;305.0;-84.0;142;30;-52;-410;976.0;-86;31;-52;?
-873;410.0;-131.0;142;31;-141;-432;940.0;-105;22;-141;488.0
-862;235.0;-114.0;142;31;-363;-378;930.0;-126;53;-363;250.0
-867;?;-135.0;142;31;-402;-350;984.0;-126;52;-402;227.0
?;317.0;-64.0;141;32;109;-405;917.0;-124;?;109;272.0
-802;271.0;-70.0;141;32;361;-426;921.0;-36;58;361;298.0
-862;289.0;-62.0;140;32;137;-468;930.0;-81;10;137;294.0
-963;320.0;-78.0;140;32;-3;-477;944.0;-192;-55;-3;275.0
-876;292.0;-107.0;140;32;21;-443;924.0;-92;0;21;318.0
-893;267.0;-141.0;140;32;32;-469;934.0;-85;-6;32;253.0
-954;306.0;-117.0;140;32;-257;-373;928.0;-241;-36;-257;227.0
-850;275.0;-82.0;141;32;179;?;947.0;57;23;179;239.0
-778;271.0;-110.0;141;32;-482;-362;961.0;-125;70;-482;262.0
-853;285.0;?;?;32;-37;-478;941.0;-16;52;-37;298.0
-841;?;-59.0;142;31;-72;-359;934.0;-83;95;-72;264.0
-406;297.0;-90.0;141;31;-745;212;?;-127;486;-745;245.0
163;284.0;-101.0;141;?;4087;-407;945.0;1001;1113;4087;225.0
?;307.0;-15.0;114;29;-186;1899;961.0;-3090;1387;-186;194.0
200;306.0;?;96;31;-5298;2567;966.0;-4123;1290;?;96.0
-69;387.0;-50.0;109;30;524;-672;950.0;843;802;524;222.0
-765;423.0;-58.0;109;29;497;-371;?;26;145;497;209.0
-885;287.0;-44.0;107;29;-385;-22;984.0;-556;?;-385;183.0
-795;418.0;-74.0;109;29;521;-463;962.0;194;130;521;231.0
-846;359.0;-57.0;108;29;-265;-145;941.0;-371;70;-265;219.0
-788;317.0;-51.0;108;29;99;-385;970.0;-7;96;99;169.0
-837;366.0;-77.0;108;29;-39;-226;951.0;-224;85;-39;231.0
-839;346.0;-62.0;109;29;-37;-222;985.0;-226;?;-37;199.0
?;315.0;-70.0;109;29;-22;-285;889.0;-137;?;-22;165.0
-812;346.0;-37.0;108;29;-115;-252;936.0;-196;96;-115;92.0
-816;348.0;-198.0;108;29;-42;-268;925.0;-166;93;-42;104.0
-829;397.0;-377.0;108;29;-7;-256;667.0;-192;78;-7;-676.0
-821;-66.0;?;109;29;?;-269;1204.0;-176;80;-4;?
-815;595.0;728.0;109;29;-11;-273;2011.0;-160;87;-11;1332.0
-816;264.0;-548.0;109;29;-48;-287;448.0;-147;81;-48;67.0
-815;-325.0;-82.0;109;29;-45;-266;1379.0;-154;91;-45;894.0
-819;46.0;-458.0;110;?;-15;-257;502.0;-160;?;-15;530.0
-821;-277.0;45.0;111;29;-15;-250;939.0;-156;92;-15;223.0
-822;112.0;74.0;111;29;-15;-256;?;-156;88;-15;194.0
-832;131.0;54.0;111;29;-78;-266;1103.0;-162;68;-78;222.0
-881;437.0;-90.0;111;29;-207;?;917.0;-212;?;-207;97.0
-971;414.0;-19.0;111;29;-303;-340;993.0;-239;-139;-303;167.0
-959;385.0;-33.0;116;29;-391;-423;937.0;-201;-152;-391;?
-882;376.0;-63.0;120;30;-553;-338;939.0;-171;1;-553;369.0
-883;221.0;-73.0;123;30;-590;-366;957.0;-148;-2;-590;252.0
-845;186.0;-60.0;128;30;?;-398;961.0;-82;41;-417;218.0
-803;254.0;-46.0;128;30;-362;-392;960.0;-51;89;-362;191.0
-878;287.0;22.0;133;30;-416;-399;?;-94;19;-416;211.0
-811;324.0;-11.0;142;29;-412;-373;963.0;-29;?;-412;230.0
-739;362.0;-70.0;142;29;-400;-287;937.0;12;215;-400;202.0
-867;340.0;-58.0;?;29;-296;-242;971.0;-75;121;-296;188.0
-867;305.0;-53.0;144;29;-99;-358;929.0;-20;63;-99;260.0
-811;289.0;-93.0;144;29;-83;-414;960.0;43;81;-83;264.0
-824;280.0;-35.0;145;29;-202;-353;964.0;-10;99;-202;230.0
-809;248.0;-55.0;145;29;-97;-370;992.0;16;99;-97;216.0
-845;327.0;9.0;145;30;-384;-398;1000.0;-23;58;-384;126.0
-899;454.0;-67.0;144;30;-689;?;957.0;-155;47;-689;252.0
-921;413.0;-88.0;144;31;-28;-348;943.0;-151;33;-28;288.0
-1022;334.0;-98.0;144;31;315;-369;978.0;-180;?;315;260.0
-802;416.0;-200.0;144;31;-29;-348;792.0;-75;161;-29;496.0
-935;161.0;-90.0;142;32;194;-424;935.0;-110;?;194;408.0
-779;222.0;-50.0;142;32;98;-438;1035.0;32;120;98;182.0
-796;426.0;-163.0;?;32;114;-439;846.0;21;98;114;331.0
-1198;359.0;-174.0;140;32;341;-496;883.0;-246;-411;341;314.0
-176;183.0;-201.0;144;31;-603;-400;953.0;416;864;-603;321.0
-1528;345.0;-162.0;138;32;651;-601;?;-257;-1053;651;336.0
858;320.0;-148.0;146;31;-647;-134;908.0;1041;2120;-647;376.0
