InertialMeasurementUnit BACK accX;InertialMeasurementUnit BACK magneticX;Accelerometer HIP accX;InertialMeasurementUnit BACK accZ;Accelerometer BACK accY;Accelerometer HIP accY;Accelerometer RUA^ accX;Accelerometer BACK accZ
-934.0;565.0;-303.0;109.0;931.0;983.0;-421.0;-419.0
-932.0;569.0;-271.0;114.0;941.0;974.0;-445.0;-379.0
-972.0;580.0;-339.0;23.0;925.0;1146.0;-411.0;-560.0
-931.0;567.0;-256.0;110.0;961.0;990.0;-447.0;-331.0
-931.0;567.0;-271.0;112.0;936.0;973.0;-401.0;-348.0
-983.0;548.0;-153.0;57.0;953.0;1025.0;-384.0;-404.0
-975.0;554.0;-167.0;77.0;932.0;1015.0;-389.0;-390.0
-961.0;558.0;-165.0;85.0;932.0;1004.0;-368.0;-382.0
-968.0;560.0;-179.0;88.0;931.0;1019.0;-377.0;-410.0
-974.0;563.0;-181.0;91.0;921.0;1003.0;-358.0;-381.0
-971.0;565.0;-187.0;83.0;926.0;1002.0;-372.0;-379.0
-969.0;566.0;-200.0;79.0;930.0;988.0;-387.0;-395.0
-941.0;564.0;-284.0;107.0;924.0;963.0;-363.0;-324.0
-973.0;529.0;-77.0;20.0;943.0;1064.0;-327.0;-357.0
-951.0;570.0;-168.0;97.0;949.0;989.0;-351.0;-377.0
-957.0;572.0;-194.0;88.0;927.0;1022.0;-360.0;-371.0
-969.0;572.0;-155.0;97.0;921.0;1032.0;-363.0;-370.0
-978.0;574.0;-182.0;89.0;952.0;996.0;-397.0;-380.0
-977.0;575.0;-233.0;95.0;966.0;1006.0;-362.0;-370.0
-970.0;573.0;-174.0;101.0;932.0;977.0;-386.0;-382.0
-901.0;574.0;-93.0;46.0;895.0;1013.0;-381.0;-390.0
-964.0;570.0;-163.0;79.0;937.0;993.0;-395.0;-384.0
-953.0;582.0;-188.0;10.0;909.0;1005.0;-364.0;-384.0
-1005.0;529.0;-207.0;120.0;904.0;974.0;-352.0;-430.0
-967.0;567.0;-191.0;102.0;924.0;977.0;-418.0;-433.0
-947.0;565.0;-155.0;101.0;928.0;997.0;-395.0;-394.0
-958.0;566.0;-173.0;105.0;932.0;1020.0;-402.0;-431.0
-943.0;566.0;-294.0;108.0;928.0;976.0;-385.0;-371.0
-804.0;580.0;-119.0;87.0;988.0;1089.0;-371.0;-445.0
-956.0;571.0;-183.0;118.0;940.0;1008.0;-378.0;-438.0
-957.0;571.0;-189.0;136.0;913.0;1028.0;-356.0;-441.0
-985.0;576.0;-202.0;109.0;903.0;998.0;-399.0;-416.0
-980.0;578.0;-180.0;108.0;902.0;986.0;-430.0;-414.0
-973.0;578.0;-182.0;113.0;911.0;992.0;-395.0;-411.0
-968.0;574.0;-196.0;122.0;935.0;976.0;-337.0;-387.0
-979.0;574.0;-196.0;135.0;945.0;985.0;-329.0;-390.0
-871.0;544.0;-140.0;87.0;958.0;1298.0;-329.0;-587.0
-968.0;586.0;-209.0;212.0;906.0;1058.0;-380.0;-446.0
-960.0;568.0;-200.0;146.0;895.0;995.0;-402.0;-420.0
-972.0;569.0;-226.0;130.0;905.0;980.0;-397.0;-440.0
-977.0;571.0;-234.0;114.0;915.0;977.0;-405.0;-418.0
-976.0;572.0;-199.0;115.0;937.0;999.0;-423.0;-398.0
-967.0;571.0;-195.0;125.0;948.0;1003.0;-375.0;-399.0
-941.0;564.0;-275.0;113.0;941.0;976.0;-370.0;-372.0
-945.0;567.0;-175.0;150.0;941.0;1014.0;-397.0;-411.0
-954.0;568.0;-192.0;128.0;935.0;993.0;-372.0;-388.0
-958.0;569.0;-216.0;134.0;932.0;996.0;-384.0;-364.0
-977.0;567.0;-183.0;102.0;935.0;995.0;-375.0;-401.0
-982.0;566.0;-176.0;108.0;940.0;1007.0;-375.0;-382.0
-1027.0;603.0;-144.0;110.0;946.0;1001.0;-433.0;-383.0
-979.0;563.0;-158.0;108.0;942.0;988.0;-399.0;-370.0
-970.0;563.0;-159.0;113.0;974.0;991.0;-349.0;-336.0
-973.0;517.0;-99.0;98.0;997.0;1001.0;-345.0;-259.0
-978.0;560.0;-208.0;104.0;997.0;994.0;-358.0;-337.0
-968.0;598.0;-152.0;97.0;972.0;1000.0;-273.0;-275.0
-964.0;568.0;-279.0;53.0;903.0;953.0;-454.0;-398.0
-985.0;556.0;-197.0;80.0;958.0;995.0;-344.0;-353.0
-1012.0;750.0;-485.0;70.0;905.0;891.0;-608.0;-409.0
-972.0;526.0;-127.0;52.0;961.0;1011.0;-356.0;-334.0
-954.0;561.0;-169.0;94.0;932.0;1016.0;-367.0;-381.0
-965.0;562.0;-181.0;84.0;932.0;1021.0;-383.0;-361.0
-976.0;566.0;-203.0;86.0;924.0;997.0;-366.0;-378.0
-981.0;565.0;-201.0;81.0;942.0;994.0;-347.0;-363.0
-959.0;568.0;-177.0;95.0;921.0;1025.0;-366.0;-390.0
-956.0;570.0;-189.0;96.0;909.0;1009.0;-371.0;-395.0
-966.0;571.0;-187.0;108.0;929.0;994.0;-375.0;-382.0
-966.0;571.0;-168.0;106.0;940.0;979.0;-376.0;-379.0
-959.0;570.0;-166.0;109.0;951.0;1018.0;-359.0;-380.0
-962.0;572.0;-166.0;114.0;943.0;1010.0;-359.0;-369.0
-961.0;570.0;-154.0;113.0;960.0;1016.0;-359.0;-361.0
-961.0;568.0;-150.0;108.0;946.0;1000.0;-377.0;-378.0
-958.0;579.0;-94.0;18.0;931.0;1008.0;-188.0;-387.0
-968.0;568.0;-179.0;104.0;946.0;995.0;-373.0;-370.0
-970.0;559.0;-154.0;77.0;980.0;1007.0;-400.0;-252.0
-943.0;563.0;-282.0;89.0;921.0;955.0;-387.0;-365.0
-944.0;564.0;-275.0;96.0;933.0;964.0;-418.0;-404.0
-982.0;568.0;-184.0;111.0;961.0;995.0;-367.0;-348.0
-960.0;568.0;-167.0;107.0;947.0;1024.0;-347.0;-377.0
-952.0;562.0;-256.0;82.0;920.0;958.0;-383.0;-404.0
-900.0;1107.0;-133.0;37.0;1124.0;1199.0;-326.0;-541.0
-947.0;561.0;-253.0;78.0;905.0;963.0;-365.0;-406.0
-764.0;400.0;-186.0;115.0;896.0;1011.0;-378.0;-439.0
-954.0;559.0;-256.0;62.0;933.0;972.0;-357.0;-381.0
-946.0;584.0;-246.0;117.0;924.0;965.0;-276.0;-398.0
-880.0;518.0;-186.0;78.0;736.0;734.0;-181.0;-284.0
-946.0;592.0;-265.0;130.0;904.0;1023.0;-284.0;-429.0
-949.0;593.0;-257.0;141.0;914.0;988.0;-333.0;-428.0
-935.0;595.0;-270.0;157.0;903.0;990.0;-353.0;-413.0
-940.0;596.0;-229.0;155.0;912.0;986.0;-381.0;-437.0
-938.0;596.0;-234.0;155.0;898.0;983.0;-347.0;-429.0
-951.0;553.0;-262.0;75.0;929.0;977.0;-387.0;-374.0
-989.0;567.0;-253.0;-57.0;973.0;973.0;-505.0;-275.0
-988.0;564.0;-299.0;9.0;982.0;1007.0;-439.0;-328.0
-968.0;528.0;-275.0;42.0;944.0;956.0;-361.0;-351.0
-942.0;467.0;-177.0;-16.0;941.0;967.0;-323.0;-224.0
-975.0;501.0;-269.0;37.0;939.0;953.0;-283.0;-365.0
-947.0;548.0;-253.0;59.0;940.0;963.0;-351.0;-331.0
-951.0;546.0;-261.0;62.0;963.0;958.0;-320.0;-340.0
-952.0;549.0;-275.0;50.0;957.0;968.0;-340.0;-317.0
-957.0;545.0;-277.0;64.0;959.0;982.0;-329.0;-313.0
-941.0;517.0;-290.0;42.0;949.0;965.0;-332.0;-317.0
-952.0;547.0;-285.0;56.0;947.0;974.0;-334.0;-342.0
-953.0;581.0;-323.0;220.0;877.0;898.0;-321.0;-450.0
-955.0;587.0;-374.0;145.0;828.0;972.0;-458.0;-540.0
-882.0;637.0;-196.0;116.0;857.0;959.0;-327.0;-410.0
-947.0;597.0;-264.0;151.0;900.0;965.0;-318.0;-500.0
-949.0;596.0;-251.0;151.0;885.0;975.0;-254.0;-452.0
-1061.0;618.0;-229.0;182.0;823.0;979.0;-269.0;-574.0
-953.0;623.0;-214.0;138.0;956.0;1004.0;-256.0;-468.0
-948.0;597.0;-230.0;151.0;895.0;955.0;-261.0;-450.0
-909.0;590.0;-239.0;175.0;884.0;952.0;-121.0;-469.0
-977.0;532.0;-299.0;0.0;950.0;978.0;-230.0;-351.0
-929.0;617.0;-256.0;221.0;829.0;975.0;-208.0;-483.0
-952.0;563.0;-284.0;58.0;970.0;976.0;-368.0;-309.0
-935.0;580.0;-213.0;233.0;952.0;1024.0;-358.0;-519.0
-947.0;519.0;-303.0;108.0;978.0;966.0;-349.0;-333.0
-967.0;574.0;-288.0;102.0;950.0;984.0;-320.0;-337.0
-958.0;579.0;-290.0;123.0;964.0;986.0;-312.0;-329.0
-844.0;703.0;-265.0;-69.0;963.0;987.0;-258.0;-333.0
-957.0;588.0;-276.0;128.0;955.0;969.0;-341.0;-309.0
-957.0;900.0;-424.0;290.0;803.0;903.0;-647.0;-623.0
-970.0;596.0;-273.0;138.0;963.0;975.0;-363.0;-332.0
-806.0;609.0;-228.0;-8.0;1028.0;1052.0;-367.0;-289.0
-972.0;614.0;-308.0;90.0;950.0;964.0;-296.0;-348.0
-972.0;642.0;-163.0;114.0;901.0;997.0;-481.0;-450.0
-960.0;631.0;-221.0;187.0;876.0;974.0;-512.0;-510.0
-982.0;617.0;-324.0;87.0;935.0;954.0;-291.0;-385.0
-975.0;580.0;-349.0;88.0;907.0;956.0;-344.0;-406.0
-960.0;655.0;-446.0;180.0;913.0;991.0;-140.0;-411.0
-940.0;540.0;-274.0;48.0;927.0;969.0;-339.0;-345.0
-967.0;615.0;-334.0;106.0;914.0;966.0;-257.0;-450.0
-969.0;616.0;-314.0;82.0;930.0;967.0;-294.0;-399.0
-951.0;613.0;-315.0;136.0;941.0;962.0;-318.0;-424.0
-975.0;619.0;-310.0;84.0;934.0;964.0;-288.0;-408.0
-961.0;544.0;-286.0;32.0;942.0;961.0;-393.0;-351.0
-955.0;612.0;-328.0;88.0;931.0;979.0;-279.0;-372.0
-989.0;602.0;-351.0;45.0;948.0;941.0;-376.0;-369.0
-947.0;567.0;-339.0;31.0;932.0;960.0;-396.0;-422.0
-989.0;567.0;-215.0;76.0;926.0;1001.0;-294.0;-427.0
-954.0;516.0;-166.0;19.0;947.0;993.0;-181.0;-354.0
-1007.0;638.0;-260.0;8.0;975.0;990.0;-284.0;-281.0
-1060.0;413.0;-228.0;331.0;844.0;779.0;-393.0;-339.0
-926.0;669.0;-394.0;21.0;985.0;1012.0;-342.0;-609.0
-823.0;413.0;-224.0;442.0;886.0;989.0;-390.0;-435.0
-885.0;642.0;-297.0;277.0;851.0;986.0;-387.0;-496.0
-863.0;619.0;-240.0;133.0;874.0;990.0;-253.0;-532.0
-972.0;611.0;-273.0;116.0;854.0;897.0;-422.0;-494.0
-1114.0;635.0;-308.0;209.0;950.0;1012.0;-394.0;-572.0
-1047.0;585.0;-284.0;198.0;950.0;949.0;-313.0;-381.0
-931.0;661.0;-216.0;140.0;867.0;965.0;-399.0;-420.0
-924.0;593.0;-248.0;168.0;915.0;967.0;-367.0;-351.0
-900.0;590.0;-266.0;154.0;933.0;991.0;-293.0;-361.0
-868.0;453.0;-288.0;403.0;773.0;972.0;-512.0;-629.0
-872.0;517.0;-431.0;356.0;728.0;918.0;-513.0;-700.0
-880.0;581.0;-428.0;288.0;768.0;903.0;-324.0;-619.0
-963.0;628.0;-130.0;93.0;926.0;1062.0;-443.0;-466.0
-955.0;656.0;-146.0;108.0;904.0;1017.0;-436.0;-464.0
-900.0;619.0;-266.0;199.0;851.0;976.0;-296.0;-518.0
-1038.0;612.0;-382.0;373.0;830.0;830.0;-387.0;-468.0
-1262.0;936.0;-294.0;185.0;1059.0;1285.0;-936.0;-532.0
-943.0;630.0;-234.0;227.0;831.0;947.0;-549.0;-583.0
-891.0;442.0;-204.0;108.0;834.0;883.0;-420.0;-446.0
-923.0;607.0;-230.0;174.0;866.0;954.0;-386.0;-487.0
-942.0;604.0;-142.0;263.0;816.0;976.0;-442.0;-487.0
-1066.0;632.0;-254.0;218.0;882.0;976.0;-321.0;-497.0
-830.0;712.0;-158.0;216.0;887.0;938.0;-215.0;-382.0
-960.0;824.0;-147.0;81.0;786.0;807.0;-247.0;-246.0
-912.0;616.0;-255.0;185.0;857.0;965.0;-357.0;-510.0
-913.0;603.0;-329.0;241.0;834.0;977.0;-415.0;-595.0
-892.0;629.0;-160.0;211.0;888.0;971.0;-392.0;-461.0
-970.0;507.0;-285.0;54.0;925.0;953.0;-398.0;-391.0
-1049.0;609.0;-180.0;94.0;753.0;902.0;-400.0;-510.0
-924.0;603.0;-241.0;164.0;866.0;975.0;-350.0;-472.0
-888.0;621.0;-227.0;193.0;858.0;943.0;-227.0;-475.0
-930.0;598.0;-236.0;145.0;893.0;1003.0;-327.0;-484.0
-763.0;756.0;-279.0;35.0;938.0;1012.0;-376.0;-329.0
-926.0;598.0;-233.0;149.0;884.0;991.0;-302.0;-471.0
-931.0;408.0;-102.0;-2.0;949.0;1010.0;-438.0;-309.0
-962.0;517.0;-242.0;60.0;951.0;978.0;-403.0;-410.0
-877.0;312.0;-97.0;-2.0;908.0;934.0;-149.0;-307.0
-999.0;619.0;-184.0;101.0;946.0;953.0;-486.0;-359.0
-951.0;669.0;-83.0;25.0;930.0;991.0;-379.0;-387.0
-928.0;598.0;-221.0;145.0;876.0;969.0;-335.0;-448.0
-962.0;516.0;-184.0;0.0;933.0;989.0;-86.0;-352.0
-910.0;600.0;-237.0;142.0;900.0;984.0;-341.0;-460.0
-932.0;516.0;-217.0;113.0;920.0;985.0;-207.0;-401.0
-926.0;597.0;-220.0;140.0;898.0;980.0;-330.0;-449.0
-922.0;598.0;-229.0;145.0;885.0;958.0;-361.0;-474.0
-938.0;599.0;-237.0;144.0;885.0;978.0;-376.0;-473.0
-941.0;595.0;-251.0;133.0;868.0;964.0;-368.0;-469.0
-934.0;597.0;-266.0;117.0;884.0;986.0;-334.0;-474.0
-929.0;596.0;-262.0;109.0;899.0;972.0;-353.0;-455.0
-927.0;597.0;-232.0;123.0;885.0;969.0;-344.0;-494.0
-987.0;586.0;-214.0;128.0;1043.0;1116.0;-305.0;-316.0
-965.0;634.0;-199.0;136.0;970.0;996.0;-420.0;-270.0
-929.0;597.0;-229.0;131.0;886.0;986.0;-365.0;-470.0
-970.0;506.0;-279.0;55.0;939.0;943.0;-425.0;-395.0
-951.0;516.0;-277.0;59.0;930.0;943.0;-396.0;-384.0
-914.0;596.0;-250.0;128.0;915.0;981.0;-387.0;-458.0
-876.0;701.0;-348.0;171.0;1091.0;1097.0;-256.0;-330.0
-950.0;594.0;-260.0;109.0;876.0;970.0;-449.0;-469.0
-966.0;604.0;-160.0;103.0;979.0;1009.0;-124.0;-269.0
-880.0;501.0;-296.0;-19.0;1012.0;1261.0;-564.0;-602.0
-852.0;902.0;-127.0;35.0;912.0;957.0;-315.0;-295.0
-975.0;615.0;-390.0;150.0;885.0;944.0;-616.0;-509.0
-930.0;595.0;-255.0;140.0;923.0;957.0;-394.0;-419.0
-956.0;404.0;-123.0;-199.0;914.0;1003.0;-121.0;-421.0
-914.0;593.0;-232.0;144.0;911.0;978.0;-456.0;-409.0
-977.0;564.0;-180.0;97.0;958.0;974.0;-353.0;-375.0
-992.0;553.0;-206.0;82.0;934.0;986.0;-402.0;-380.0
-950.0;650.0;-170.0;125.0;939.0;1007.0;-322.0;-319.0
-945.0;648.0;-140.0;118.0;964.0;1010.0;-378.0;-324.0
-855.0;1151.0;-55.0;-17.0;895.0;945.0;-272.0;-286.0
-748.0;309.0;-354.0;483.0;593.0;917.0;-385.0;-731.0
-989.0;489.0;-163.0;-10.0;968.0;1022.0;-344.0;-322.0
-982.0;587.0;-177.0;-8.0;958.0;1004.0;-231.0;-330.0
-955.0;618.0;-115.0;73.0;938.0;1011.0;-160.0;-357.0
-977.0;722.0;-294.0;106.0;951.0;966.0;-416.0;-310.0
-996.0;720.0;-377.0;115.0;923.0;931.0;-370.0;-326.0
-961.0;726.0;-350.0;228.0;969.0;941.0;-379.0;-294.0
-967.0;705.0;-313.0;177.0;987.0;979.0;-330.0;-280.0
-955.0;660.0;-322.0;130.0;950.0;956.0;-337.0;-380.0
-982.0;710.0;-324.0;151.0;942.0;955.0;-279.0;-358.0
-965.0;671.0;-361.0;145.0;938.0;955.0;-398.0;-397.0
-971.0;684.0;-346.0;195.0;945.0;966.0;-312.0;-340.0
-1000.0;585.0;-248.0;-21.0;970.0;983.0;-468.0;-304.0
-995.0;673.0;-357.0;79.0;944.0;922.0;-436.0;-367.0
-892.0;514.0;-85.0;30.0;851.0;867.0;-461.0;-371.0
-953.0;575.0;-250.0;37.0;921.0;989.0;-399.0;-379.0
-932.0;696.0;-92.0;53.0;837.0;858.0;-325.0;-291.0
-944.0;666.0;-339.0;132.0;941.0;957.0;-368.0;-352.0
-955.0;654.0;-342.0;135.0;943.0;934.0;-327.0;-377.0
-955.0;627.0;-230.0;117.0;935.0;994.0;-296.0;-368.0
-969.0;624.0;-242.0;118.0;933.0;983.0;-299.0;-380.0
-968.0;621.0;-208.0;123.0;922.0;985.0;-311.0;-385.0
-964.0;617.0;-230.0;102.0;949.0;983.0;-326.0;-392.0
-967.0;617.0;-239.0;141.0;937.0;967.0;-295.0;-381.0
-945.0;677.0;-127.0;131.0;951.0;1009.0;-286.0;-350.0
-973.0;778.0;-418.0;208.0;947.0;893.0;-226.0;-290.0
-955.0;674.0;-134.0;116.0;933.0;1017.0;-293.0;-330.0
-963.0;703.0;-337.0;193.0;949.0;941.0;-326.0;-341.0
-939.0;648.0;-148.0;134.0;959.0;1011.0;-269.0;-309.0
-941.0;665.0;-119.0;104.0;942.0;1004.0;-280.0;-351.0
-966.0;667.0;-117.0;-2.0;968.0;1006.0;-339.0;-286.0
-969.0;716.0;-448.0;244.0;932.0;915.0;-585.0;-419.0
-986.0;732.0;-196.0;146.0;992.0;1005.0;-239.0;-212.0
-1120.0;636.0;-272.0;45.0;969.0;1075.0;-419.0;-462.0
-689.0;997.0;-15.0;19.0;764.0;782.0;-205.0;-200.0
-681.0;626.0;-138.0;33.0;855.0;951.0;-265.0;-259.0
-960.0;577.0;-197.0;94.0;942.0;1005.0;-437.0;-381.0
-947.0;507.0;-127.0;49.0;951.0;985.0;-629.0;-321.0
-975.0;556.0;-176.0;53.0;936.0;983.0;-474.0;-359.0
-942.0;792.0;-131.0;157.0;912.0;984.0;-288.0;-437.0
-964.0;736.0;-265.0;228.0;978.0;976.0;-286.0;-349.0
-931.0;1047.0;-246.0;53.0;931.0;968.0;-342.0;-349.0
-928.0;632.0;-260.0;203.0;828.0;1073.0;-315.0;-471.0
-913.0;807.0;-264.0;235.0;857.0;977.0;-436.0;-521.0
-1038.0;683.0;-208.0;207.0;847.0;915.0;-438.0;-383.0
-1269.0;923.0;-133.0;227.0;600.0;634.0;-311.0;-258.0
-980.0;746.0;-258.0;124.0;983.0;986.0;-378.0;-268.0
-923.0;472.0;-193.0;26.0;1027.0;1169.0;-520.0;-401.0
-960.0;571.0;-208.0;95.0;936.0;1005.0;-437.0;-374.0
-975.0;570.0;-188.0;115.0;948.0;1020.0;-428.0;-377.0
-968.0;567.0;-190.0;87.0;947.0;979.0;-423.0;-380.0
-945.0;518.0;-149.0;81.0;950.0;977.0;-474.0;-350.0
-969.0;557.0;-189.0;68.0;951.0;1027.0;-446.0;-365.0
-974.0;569.0;-205.0;85.0;932.0;994.0;-425.0;-371.0
-971.0;567.0;-212.0;83.0;942.0;985.0;-426.0;-360.0
-973.0;567.0;-243.0;52.0;943.0;1010.0;-476.0;-347.0
-962.0;567.0;-216.0;92.0;935.0;976.0;-425.0;-385.0
-960.0;570.0;-255.0;69.0;950.0;1026.0;-497.0;-381.0
-951.0;572.0;-202.0;71.0;933.0;994.0;-412.0;-370.0
-956.0;572.0;-215.0;86.0;939.0;1012.0;-410.0;-372.0
-963.0;571.0;-212.0;87.0;942.0;980.0;-425.0;-376.0
-965.0;577.0;-195.0;92.0;933.0;986.0;-454.0;-367.0
-955.0;573.0;-202.0;82.0;932.0;984.0;-435.0;-393.0
-954.0;574.0;-208.0;87.0;931.0;984.0;-441.0;-405.0
-960.0;575.0;-205.0;89.0;935.0;993.0;-424.0;-369.0
-957.0;573.0;-215.0;91.0;931.0;994.0;-426.0;-368.0
-953.0;520.0;-165.0;87.0;950.0;1020.0;-555.0;-351.0
-968.0;504.0;-292.0;53.0;923.0;962.0;-414.0;-386.0
-980.0;541.0;-193.0;117.0;852.0;855.0;-462.0;-366.0
-957.0;578.0;-205.0;93.0;935.0;991.0;-435.0;-400.0
-956.0;577.0;-220.0;89.0;912.0;1010.0;-428.0;-405.0
-957.0;579.0;-207.0;87.0;921.0;1001.0;-435.0;-404.0
-959.0;574.0;-196.0;84.0;916.0;965.0;-440.0;-374.0
-958.0;577.0;-221.0;90.0;942.0;992.0;-481.0;-399.0
-948.0;574.0;-196.0;94.0;921.0;996.0;-408.0;-398.0
-937.0;622.0;-322.0;148.0;885.0;999.0;-400.0;-379.0
-878.0;1056.0;-588.0;37.0;1103.0;1541.0;-631.0;-651.0
-1050.0;698.0;-290.0;-113.0;1066.0;1234.0;-566.0;-587.0
-1000.0;646.0;-221.0;63.0;976.0;984.0;-361.0;-270.0
-1007.0;606.0;-247.0;89.0;932.0;992.0;-326.0;-410.0
-987.0;595.0;-245.0;83.0;943.0;993.0;-350.0;-386.0
-994.0;591.0;-246.0;74.0;938.0;1007.0;-357.0;-369.0
-976.0;552.0;-207.0;29.0;959.0;1012.0;-239.0;-383.0
-964.0;593.0;-253.0;112.0;976.0;979.0;-283.0;-316.0
-967.0;590.0;-158.0;-12.0;992.0;994.0;-87.0;-195.0
-949.0;578.0;-231.0;103.0;969.0;1008.0;-346.0;-319.0
-963.0;570.0;-195.0;95.0;920.0;1005.0;-388.0;-413.0
-959.0;454.0;-183.0;-85.0;923.0;993.0;-287.0;-431.0
-1023.0;576.0;-72.0;85.0;956.0;1176.0;-286.0;-524.0
-965.0;569.0;-177.0;85.0;916.0;996.0;-245.0;-449.0
-872.0;541.0;-159.0;146.0;803.0;851.0;-442.0;-398.0
-958.0;580.0;-189.0;128.0;909.0;990.0;-386.0;-427.0
-987.0;752.0;-298.0;164.0;951.0;961.0;-509.0;-310.0
-983.0;645.0;-178.0;58.0;991.0;994.0;-263.0;-233.0
-998.0;688.0;-209.0;69.0;975.0;994.0;-211.0;-274.0
-918.0;569.0;-261.0;172.0;972.0;1058.0;-343.0;-386.0
