InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit RUA gyroX
22.0;-20;24.0;-1;-9.0;22.0;7.0;5.0;1;-89.0;-28.0;-20;4.0
137.0;-21;118.0;27;15.0;-186.0;17.0;53.0;-27;111.0;-202.0;-21;58.0
-36.0;2;133.0;33;19.0;-33.0;51.0;260.0;-33;-74.0;-37.0;2;275.0
65.0;-24;-9.0;-28;-47.0;25.0;-2.0;35.0;28;-39.0;-4.0;-24;6.0
-1559.0;69;366.0;-285;512.0;1578.0;-400.0;1326.0;285;-1074.0;1304.0;69;-277.0
162.0;-2041;-188.0;-1843;485.0;98.0;-346.0;721.0;1843;187.0;371.0;-2041;496.0
29.0;-4;34.0;-6;-17.0;48.0;-17.0;-2.0;6;-76.0;-30.0;-4;-2.0
22.0;-31;-27.0;-18;30.0;80.0;-15.0;0.0;18;-151.0;74.0;-31;28.0
-23.0;41;-8.0;24;1.0;45.0;-11.0;-55.0;-24;-58.0;-32.0;41;45.0
24.0;86;395.0;1793;-120.0;62.0;-32.0;-384.0;-1793;-201.0;-159.0;86;-529.0
112.0;72;-112.0;-1584;47.0;145.0;-37.0;-5.0;1584;-167.0;27.0;72;48.0
132.0;441;-274.0;-4107;-246.0;30.0;-273.0;-561.0;4107;-470.0;-32.0;441;-395.0
18.0;10;-188.0;8;12.0;10.0;-132.0;227.0;-8;-89.0;8.0;10;281.0
220.0;-12;-158.0;-1;8.0;-131.0;-97.0;33.0;1;-295.0;-74.0;-12;-21.0
59.0;-4;32.0;12;-77.0;-28.0;-52.0;-81.0;-12;-92.0;-91.0;-4;-121.0
243.0;-9;-2173.0;128;540.0;-199.0;-1766.0;-162.0;-128;215.0;-99.0;-9;865.0
-35.0;-299;22.0;-831;-18.0;95.0;7.0;37.0;831;-27.0;56.0;-299;56.0
22.0;2;-76.0;86;-38.0;60.0;27.0;259.0;-86;-168.0;-8.0;2;-82.0
-647.0;-41;-997.0;-11;1270.0;676.0;-593.0;898.0;11;1303.0;1348.0;-41;1538.0
22.0;20;-10.0;-5;-2.0;3.0;-35.0;20.0;5;-2.0;-36.0;20;-8.0
6.0;16;-411.0;-56;33.0;30.0;-255.0;488.0;56;-75.0;-23.0;16;-584.0
-28.0;-19;58.0;-11;85.0;4.0;-152.0;-108.0;11;-21.0;-4.0;-19;-50.0
3.0;-24;115.0;-48;50.0;67.0;-64.0;40.0;48;-73.0;35.0;-24;186.0
-146.0;-12;-17.0;-1;28.0;30.0;16.0;55.0;1;0.0;-31.0;-12;-3.0
24.0;22;-5.0;25;-18.0;4.0;-18.0;5.0;-25;-85.0;-7.0;22;-5.0
-7.0;19;-13.0;-52;-29.0;8.0;-70.0;-276.0;52;-204.0;-14.0;19;101.0
-18.0;2;13.0;-85;42.0;-225.0;0.0;200.0;85;-349.0;-75.0;2;-17.0
43.0;2;7.0;-34;-52.0;197.0;-30.0;-61.0;34;-72.0;47.0;2;-22.0
3.0;-34;-177.0;1;112.0;267.0;-182.0;-26.0;-1;295.0;187.0;-34;157.0
33.0;9;69.0;11;0.0;55.0;29.0;-151.0;-11;-64.0;-28.0;9;113.0
29.0;-9;164.0;-3;-115.0;-21.0;18.0;-167.0;3;-315.0;-145.0;-9;-258.0
23.0;25;30.0;41;3.0;45.0;161.0;-243.0;-41;-137.0;-7.0;25;-163.0
-13.0;-25;88.0;-6;-15.0;51.0;32.0;-14.0;6;351.0;9.0;-25;-41.0
-89.0;-124;-282.0;-537;-356.0;84.0;-298.0;251.0;537;-135.0;69.0;-124;-166.0
-5.0;-26;150.0;39;-18.0;-8.0;-29.0;436.0;-39;-40.0;-12.0;-26;65.0
-129.0;33;-119.0;-1;-41.0;130.0;-194.0;1115.0;1;-177.0;60.0;33;417.0
90.0;-11;-902.0;-128;63.0;34.0;-467.0;148.0;128;-85.0;-19.0;-11;-124.0
660.0;137;21.0;145;-917.0;-826.0;154.0;-267.0;-145;-780.0;-881.0;137;-732.0
-124.0;-28;-164.0;-5;342.0;277.0;-127.0;-1005.0;5;341.0;283.0;-28;350.0
128.0;74;41.0;-7;126.0;52.0;-110.0;170.0;7;203.0;141.0;74;-35.0
-27.0;-925;551.0;5386;-114.0;465.0;-72.0;69.0;-5386;-14.0;160.0;-925;-77.0
302.0;-5;102.0;21;-168.0;151.0;95.0;-177.0;-21;-386.0;-44.0;-5;-129.0
17.0;11;43.0;-41;1.0;37.0;0.0;-12.0;41;-69.0;11.0;11;-10.0
28.0;-51;45.0;-58;20.0;17.0;-35.0;53.0;58;-54.0;-5.0;-51;14.0
15.0;16;17.0;-9;-18.0;20.0;-15.0;23.0;9;-55.0;-16.0;16;0.0
12.0;-32;-11.0;42;-61.0;56.0;-16.0;-6.0;-42;-111.0;-62.0;-32;-11.0
146.0;-11;-57.0;79;-201.0;-637.0;143.0;-358.0;-79;155.0;-640.0;-11;-38.0
14.0;-13;71.0;2;-67.0;164.0;96.0;-953.0;-2;-54.0;3.0;-13;-376.0
24.0;7;32.0;-37;-18.0;3.0;8.0;-58.0;37;-103.0;-63.0;7;-49.0
379.0;1108;-329.0;-872;-30.0;-142.0;-150.0;48.0;872;-542.0;-453.0;1108;-34.0
1.0;-38;-31.0;16;8.0;-37.0;-19.0;-46.0;-16;-3.0;-58.0;-38;-16.0
18.0;-11;1403.0;61;240.0;9.0;-104.0;46.0;-61;-40.0;23.0;-11;469.0
-16.0;-96;-331.0;106;-625.0;369.0;954.0;906.0;-106;-312.0;180.0;-96;-273.0
341.0;48;-157.0;7;12.0;132.0;-186.0;-79.0;-7;-269.0;-202.0;48;-75.0
-476.0;-13;34.0;4;145.0;319.0;-97.0;20.0;-4;519.0;708.0;-13;177.0
84.0;-24;122.0;10;-138.0;245.0;-68.0;85.0;-10;1568.0;61.0;-24;105.0
-254.0;1165;195.0;509;39.0;-202.0;179.0;-233.0;-509;-200.0;16.0;1165;46.0
57.0;123;567.0;-43;-448.0;-375.0;394.0;-588.0;43;-435.0;-455.0;123;-716.0
65.0;22;448.0;8;163.0;111.0;-91.0;-375.0;-8;12.0;95.0;22;-22.0
256.0;20;-205.0;1;-303.0;-355.0;-56.0;-344.0;-1;-427.0;-540.0;20;-169.0
-122.0;-51;270.0;59;-45.0;196.0;181.0;83.0;-59;27.0;135.0;-51;-104.0
76.0;-20;838.0;36;-232.0;10.0;816.0;-87.0;-36;-62.0;29.0;-20;-881.0
-11.0;-37;-734.0;1;-317.0;37.0;331.0;-60.0;-1;-186.0;-97.0;-37;-237.0
