InertialMeasurementUnit R-SHOE EuY;Accelerometer RUA^ accY;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit RUA accX;InertialMeasurementUnit LLA gyroZ
-21;1085.0;-112.0;69.0;81.0;173;-53.0;347;-967.0;?
-21;1010.0;-14.0;20.0;93.0;173;-117.0;354;-967.0;272.0
-21;1064.0;-35.0;50.0;111.0;173;-169.0;351;-1051.0;102.0
-21;1119.0;-89.0;49.0;238.0;173;-368.0;349;-1060.0;-176.0
-21;1083.0;-52.0;45.0;358.0;173;-650.0;354;-1062.0;-555.0
-21;1110.0;-39.0;20.0;468.0;173;-1054.0;352;-1099.0;-982.0
-21;1096.0;3.0;31.0;561.0;173;-1653.0;349;-1026.0;-1364.0
-21;937.0;-24.0;43.0;608.0;173;-1721.0;350;?;-1948.0
-21;1167.0;-44.0;?;757.0;173;?;?;?;-2358.0
-21;1197.0;-47.0;?;913.0;174;-2058.0;363;-1209.0;-3011.0
?;1151.0;-19.0;-90.0;900.0;173;-2256.0;350;-1300.0;-3580.0
-21;1298.0;-1.0;-8.0;735.0;173;-2851.0;352;-1366.0;-3850.0
-21;1193.0;232.0;255.0;340.0;?;-2934.0;357;-1091.0;-3991.0
-21;?;431.0;531.0;94.0;173;-2866.0;359;-843.0;-3610.0
-22;840.0;293.0;492.0;46.0;173;-2521.0;366;-480.0;-2686.0
-22;562.0;649.0;142.0;167.0;174;-1825.0;?;-338.0;-2188.0
-22;415.0;512.0;6.0;523.0;173;-1222.0;361;-343.0;-1893.0
-22;438.0;166.0;85.0;174.0;173;-626.0;361;-264.0;-1845.0
-22;350.0;-216.0;37.0;187.0;173;-400.0;361;-308.0;-1550.0
-22;237.0;-357.0;-100.0;526.0;173;-145.0;365;-216.0;-910.0
-22;167.0;-467.0;-158.0;72.0;173;-262.0;369;?;-292.0
-22;230.0;20.0;-201.0;317.0;174;-59.0;369;-198.0;-84.0
-22;91.0;-13.0;-153.0;157.0;173;337.0;365;-107.0;174.0
-22;208.0;-3.0;-113.0;222.0;173;122.0;?;-141.0;152.0
?;180.0;-1.0;-59.0;210.0;173;266.0;353;-173.0;159.0
-22;237.0;-150.0;-17.0;187.0;173;475.0;359;-245.0;124.0
-22;496.0;-87.0;-72.0;?;173;-45.0;358;-337.0;93.0
-21;501.0;-50.0;-70.0;118.0;173;-144.0;354;-348.0;130.0
-21;490.0;-50.0;-52.0;198.0;173;-306.0;359;-375.0;270.0
-21;490.0;-165.0;-66.0;302.0;173;-664.0;360;-413.0;437.0
-21;502.0;-232.0;-62.0;405.0;174;-1022.0;357;-431.0;547.0
-22;517.0;-414.0;-156.0;490.0;174;-1507.0;363;-413.0;740.0
-22;471.0;-618.0;-201.0;482.0;173;-2113.0;362;-440.0;1003.0
-21;517.0;?;-101.0;376.0;173;-2766.0;358;-505.0;1417.0
-21;567.0;-670.0;-123.0;261.0;173;-2944.0;363;-491.0;1782.0
-21;587.0;-474.0;-151.0;230.0;173;-3226.0;360;-566.0;2102.0
?;677.0;?;-164.0;183.0;174;-3480.0;355;-606.0;2337.0
-22;700.0;-375.0;-159.0;105.0;174;-3501.0;361;-581.0;2464.0
-21;722.0;-326.0;-152.0;31.0;173;-3497.0;360;-661.0;2507.0
-22;752.0;-346.0;-167.0;-14.0;173;-3546.0;355;-648.0;2495.0
-21;683.0;-122.0;-155.0;-84.0;173;-3376.0;356;-683.0;2242.0
-21;810.0;-247.0;-166.0;-194.0;173;-3222.0;358;-710.0;1921.0
-21;808.0;-302.0;-193.0;-81.0;173;-3016.0;360;-795.0;1856.0
-21;886.0;-507.0;-309.0;-124.0;174;-2652.0;367;-561.0;1921.0
-21;738.0;-509.0;-334.0;-157.0;173;-2339.0;370;-656.0;1944.0
-21;841.0;-444.0;-338.0;-115.0;?;-2081.0;351;-704.0;1802.0
-21;796.0;-417.0;-319.0;-133.0;173;-1750.0;340;-678.0;1449.0
-21;764.0;-333.0;-193.0;-144.0;173;-1216.0;347;-738.0;1272.0
-21;847.0;-122.0;-137.0;?;173;-847.0;344;-624.0;1030.0
-21;647.0;-147.0;-148.0;-181.0;174;-726.0;347;-550.0;867.0
-21;749.0;-282.0;-197.0;-234.0;173;-262.0;352;-711.0;727.0
-21;869.0;-4.0;24.0;-127.0;173;79.0;344;-763.0;?
-21;809.0;103.0;25.0;-178.0;173;384.0;348;-703.0;243.0
-21;772.0;37.0;45.0;-150.0;173;534.0;356;-715.0;6.0
-21;794.0;-21.0;30.0;-106.0;174;?;355;-748.0;-112.0
-21;779.0;-60.0;3.0;-36.0;174;291.0;355;-726.0;?
-21;753.0;-66.0;-23.0;-15.0;173;249.0;345;-722.0;-127.0
-21;795.0;-136.0;-17.0;?;?;241.0;343;-728.0;-30.0
-21;753.0;-52.0;37.0;-118.0;173;318.0;348;-684.0;91.0
-21;728.0;-39.0;18.0;-221.0;173;322.0;342;-637.0;71.0
-21;712.0;21.0;14.0;-255.0;174;474.0;337;-633.0;-10.0
-21;740.0;75.0;29.0;-341.0;174;676.0;351;-680.0;-197.0
-21;535.0;-213.0;-119.0;16.0;174;-242.0;359;-329.0;225.0
-21;518.0;-186.0;-138.0;?;173;-292.0;360;-353.0;258.0
-21;535.0;-184.0;-96.0;63.0;173;-290.0;359;-367.0;298.0
-21;540.0;-201.0;-96.0;?;173;-379.0;354;-378.0;425.0
-21;563.0;-278.0;-85.0;194.0;174;-635.0;356;-381.0;529.0
-21;484.0;-394.0;-151.0;219.0;174;-1062.0;357;-405.0;758.0
-21;541.0;-646.0;-140.0;308.0;174;-1731.0;357;?;1083.0
-21;523.0;-971.0;-147.0;560.0;173;-2352.0;356;-466.0;1530.0
-21;520.0;-890.0;-114.0;?;173;-2907.0;355;-495.0;1994.0
-21;535.0;-473.0;-148.0;444.0;173;-3336.0;358;-624.0;2517.0
-21;695.0;-594.0;-139.0;336.0;174;-3777.0;357;-758.0;3077.0
-21;793.0;-799.0;-255.0;182.0;174;-4192.0;355;-882.0;3449.0
-21;957.0;-657.0;-255.0;8.0;174;-4222.0;357;-813.0;3944.0
-21;903.0;-525.0;-274.0;-168.0;173;-4165.0;354;-932.0;4044.0
-21;1087.0;-387.0;-237.0;-266.0;?;-3943.0;349;-943.0;4029.0
-21;1039.0;-531.0;-201.0;-174.0;173;?;353;-890.0;3692.0
-21;1045.0;-612.0;-272.0;-278.0;174;-3273.0;357;-893.0;3197.0
-21;1064.0;-740.0;-354.0;?;174;-2380.0;352;-926.0;2675.0
-21;1041.0;-489.0;-354.0;-252.0;173;-2359.0;350;-818.0;2280.0
-21;1014.0;-653.0;-342.0;-243.0;173;-1924.0;353;-827.0;1722.0
-21;?;-459.0;?;-136.0;173;-1612.0;355;-669.0;1185.0
-21;786.0;-259.0;-201.0;-131.0;173;-1092.0;354;-728.0;437.0
-21;?;-198.0;-92.0;-138.0;174;-743.0;353;-705.0;100.0
-21;781.0;-145.0;-105.0;-150.0;174;-493.0;353;-686.0;?
?;786.0;-103.0;-28.0;-98.0;?;-355.0;348;-769.0;12.0
-21;829.0;-45.0;-19.0;63.0;173;-15.0;347;-728.0;-153.0
-21;779.0;-185.0;-39.0;34.0;173;164.0;351;-734.0;-255.0
-21;806.0;0.0;-5.0;47.0;174;119.0;?;-796.0;-265.0
-21;829.0;-3.0;-55.0;119.0;174;65.0;349;-810.0;-240.0
-21;813.0;-7.0;-68.0;66.0;?;23.0;349;-767.0;-163.0
-21;776.0;-38.0;-74.0;47.0;173;2.0;349;?;-171.0
-21;744.0;-44.0;-51.0;-48.0;173;38.0;351;-710.0;-183.0
-21;781.0;-1.0;-42.0;-103.0;173;287.0;357;-737.0;-190.0
-21;801.0;160.0;1.0;-163.0;174;608.0;353;-755.0;-322.0
-21;850.0;?;126.0;?;174;?;354;-799.0;-590.0
-21;920.0;446.0;295.0;-495.0;174;1840.0;359;-754.0;-954.0
-21;501.0;-142.0;-82.0;129.0;174;62.0;348;-347.0;81.0
?;489.0;-83.0;-102.0;153.0;173;22.0;349;-363.0;68.0
-21;518.0;-37.0;-87.0;168.0;173;-81.0;353;-387.0;136.0
-21;539.0;-50.0;-98.0;185.0;173;-108.0;352;-387.0;131.0
-21;522.0;-17.0;-76.0;220.0;173;-169.0;354;-389.0;179.0
-21;508.0;-38.0;-53.0;259.0;?;-301.0;355;-390.0;195.0
-21;506.0;?;-88.0;381.0;174;-561.0;355;-436.0;244.0
-21;497.0;-167.0;-98.0;466.0;173;-804.0;356;-456.0;390.0
-21;507.0;-180.0;-116.0;484.0;173;-1475.0;353;-501.0;623.0
-21;548.0;-263.0;-120.0;511.0;173;-2591.0;355;-579.0;1047.0
-21;602.0;-285.0;-154.0;452.0;173;-3312.0;?;-668.0;1548.0
-21;684.0;-370.0;-173.0;289.0;174;-3644.0;355;-765.0;?
-21;847.0;-416.0;?;130.0;174;-4137.0;359;-874.0;2701.0
-21;970.0;-421.0;-218.0;-24.0;?;-4433.0;353;-895.0;3210.0
-21;1008.0;-187.0;-143.0;-181.0;173;-4440.0;344;-915.0;?
-21;1029.0;-243.0;-175.0;-191.0;?;-4259.0;349;-1008.0;3613.0
-21;1105.0;-340.0;-152.0;-203.0;174;-4155.0;358;-1080.0;3330.0
-21;1238.0;-410.0;?;-265.0;174;-3802.0;355;-1158.0;2688.0
-21;1277.0;-408.0;-242.0;-327.0;173;-3123.0;353;-1105.0;1944.0
-21;1204.0;-564.0;-176.0;-254.0;173;-2772.0;356;-960.0;1590.0
-21;1080.0;-518.0;-193.0;-134.0;173;-2455.0;352;-865.0;1203.0
-21;977.0;-261.0;-118.0;-19.0;173;-1963.0;352;-841.0;752.0
-21;921.0;-542.0;17.0;-121.0;174;-1431.0;352;-760.0;508.0
-21;794.0;-870.0;97.0;-358.0;174;-777.0;347;-670.0;310.0
-21;813.0;-887.0;-59.0;-350.0;174;-150.0;353;-617.0;343.0
-21;764.0;18.0;-23.0;-97.0;173;170.0;350;-640.0;331.0
-21;?;104.0;62.0;52.0;173;343.0;352;-831.0;?
-21;889.0;157.0;85.0;154.0;173;279.0;353;-839.0;93.0
-21;831.0;128.0;16.0;279.0;174;275.0;?;-836.0;-67.0
-21;808.0;131.0;33.0;194.0;174;203.0;359;-765.0;-180.0
-21;762.0;-32.0;20.0;126.0;173;123.0;?;-775.0;-195.0
-21;778.0;-100.0;18.0;161.0;173;118.0;350;-786.0;-137.0
-21;789.0;-69.0;9.0;166.0;173;137.0;354;-714.0;-102.0
-21;742.0;-21.0;-10.0;-38.0;173;391.0;353;-705.0;-143.0
-21;796.0;-2.0;24.0;-130.0;173;786.0;356;-715.0;-334.0
-21;798.0;51.0;47.0;?;174;1176.0;357;-687.0;-588.0
-21;836.0;95.0;29.0;-302.0;173;1685.0;356;-733.0;-912.0
-22;621.0;-60.0;-59.0;179.0;173;-80.0;362;-487.0;108.0
-22;632.0;-39.0;-16.0;178.0;173;-210.0;362;-486.0;270.0
-22;622.0;-44.0;-43.0;174.0;173;-372.0;357;-471.0;378.0
-22;565.0;-110.0;-4.0;201.0;?;-574.0;357;-437.0;432.0
-22;540.0;-175.0;-33.0;233.0;174;-788.0;357;-484.0;450.0
-22;590.0;-173.0;-35.0;387.0;174;-1234.0;354;-497.0;548.0
-22;?;-122.0;-44.0;461.0;173;-1768.0;355;-493.0;604.0
-22;580.0;-131.0;9.0;494.0;173;-2467.0;365;-613.0;792.0
-22;658.0;-241.0;-19.0;446.0;173;-3133.0;362;-703.0;947.0
-22;773.0;-185.0;-9.0;347.0;173;-3584.0;360;-840.0;?
-22;874.0;?;-43.0;240.0;174;-3762.0;363;-862.0;1446.0
-22;906.0;-255.0;-31.0;58.0;173;-3965.0;349;-852.0;1754.0
-22;987.0;-395.0;-109.0;-103.0;173;-4312.0;350;-898.0;2172.0
-22;?;-183.0;-205.0;-193.0;173;-4170.0;357;-894.0;2462.0
-22;?;-335.0;?;-285.0;173;-3619.0;350;-955.0;2703.0
-22;1202.0;-724.0;-408.0;-334.0;173;-3221.0;353;-1064.0;2997.0
-22;1157.0;-542.0;?;-276.0;174;-3318.0;361;-943.0;2742.0
?;1021.0;-602.0;-355.0;-211.0;174;?;354;-858.0;2144.0
?;958.0;-397.0;-278.0;-243.0;173;-2405.0;342;-819.0;1391.0
?;949.0;-353.0;-242.0;-207.0;173;-1867.0;345;?;773.0
-21;853.0;-477.0;?;-290.0;174;-1280.0;356;-658.0;646.0
-21;795.0;-103.0;16.0;-336.0;174;-939.0;351;-736.0;998.0
-21;?;-642.0;-24.0;-218.0;174;-252.0;343;-653.0;954.0
-21;739.0;-368.0;69.0;-276.0;?;361.0;353;-645.0;585.0
-21;856.0;-167.0;97.0;-117.0;173;561.0;352;-758.0;252.0
-21;?;-129.0;69.0;87.0;173;449.0;350;-842.0;-89.0
?;904.0;-15.0;80.0;151.0;173;284.0;?;?;-284.0
-21;881.0;95.0;75.0;53.0;174;149.0;355;-822.0;-309.0
-21;850.0;-51.0;25.0;?;174;86.0;?;-855.0;?
-21;826.0;-86.0;4.0;105.0;173;54.0;357;-796.0;-323.0
-21;819.0;-143.0;20.0;117.0;173;-93.0;357;-813.0;-210.0
-21;810.0;-92.0;9.0;136.0;173;-79.0;356;-786.0;-163.0
?;774.0;-118.0;-6.0;99.0;173;-162.0;355;-749.0;-16.0
-21;770.0;-213.0;-19.0;74.0;174;-158.0;355;-721.0;27.0
-21;736.0;-172.0;-29.0;-26.0;174;17.0;355;-705.0;13.0
-21;795.0;-83.0;-35.0;-215.0;173;274.0;359;-708.0;-32.0
-21;819.0;13.0;3.0;-362.0;173;771.0;364;-696.0;-456.0
-21;522.0;?;-117.0;148.0;173;-37.0;361;-392.0;306.0
-21;?;-251.0;-121.0;155.0;173;-30.0;361;-404.0;249.0
-21;535.0;-218.0;-89.0;?;173;-63.0;363;-425.0;291.0
-21;566.0;-167.0;?;198.0;174;?;358;-437.0;247.0
-21;564.0;-168.0;-53.0;168.0;173;-117.0;352;-433.0;268.0
-21;557.0;-179.0;-61.0;187.0;173;-150.0;360;-446.0;263.0
-21;562.0;-150.0;-53.0;251.0;173;-207.0;357;-450.0;284.0
-21;541.0;-197.0;-72.0;247.0;173;-327.0;350;-459.0;412.0
-21;549.0;-256.0;-34.0;313.0;173;-513.0;353;-496.0;543.0
-21;590.0;-274.0;-86.0;287.0;173;-723.0;351;?;729.0
-21;618.0;-347.0;-139.0;239.0;173;-1028.0;352;-580.0;931.0
-21;603.0;-324.0;?;300.0;173;-1463.0;352;-593.0;1189.0
-21;658.0;-209.0;-115.0;279.0;?;-2011.0;352;-614.0;1491.0
-21;675.0;-314.0;-96.0;213.0;173;-2215.0;356;-664.0;1759.0
-21;781.0;-440.0;-109.0;125.0;173;-2099.0;355;-769.0;2080.0
-21;?;-382.0;?;74.0;173;-2246.0;355;?;2553.0
-21;852.0;-427.0;-125.0;96.0;173;-2529.0;355;-778.0;3090.0
-21;877.0;-288.0;-81.0;44.0;173;-2650.0;354;-807.0;3618.0
-21;943.0;-264.0;-40.0;-43.0;173;-2509.0;356;-751.0;4137.0
-21;?;-79.0;9.0;-20.0;173;-2287.0;357;?;4372.0
-21;?;-224.0;9.0;102.0;173;-2114.0;357;?;4575.0
-21;858.0;-213.0;-23.0;188.0;173;-2080.0;357;-772.0;4471.0
-21;876.0;-224.0;-18.0;154.0;?;-1797.0;354;-811.0;4062.0
-21;1009.0;-281.0;-23.0;126.0;173;?;353;-843.0;3799.0
-21;1060.0;-84.0;-43.0;242.0;173;-1214.0;356;-783.0;3558.0
-21;821.0;-17.0;-37.0;158.0;173;-830.0;354;-787.0;3504.0
-21;1010.0;21.0;-1.0;?;173;-485.0;?;-820.0;?
-21;825.0;17.0;-27.0;248.0;173;-187.0;353;-744.0;3117.0
-21;786.0;-44.0;-41.0;272.0;173;-93.0;354;-811.0;3258.0
?;842.0;-9.0;-91.0;305.0;173;-80.0;356;-844.0;3408.0
?;816.0;38.0;-84.0;349.0;173;73.0;357;-839.0;3376.0
-21;831.0;?;-63.0;362.0;173;182.0;355;-854.0;3020.0
-21;867.0;-11.0;-82.0;333.0;173;226.0;355;-850.0;2492.0
-21;880.0;-45.0;-82.0;?;173;127.0;354;-872.0;1969.0
-21;918.0;-76.0;-56.0;286.0;173;77.0;348;-957.0;1526.0
-21;933.0;-73.0;-72.0;258.0;?;267.0;347;-916.0;1340.0
-21;?;-116.0;-31.0;179.0;173;479.0;347;-938.0;1168.0
-21;980.0;-172.0;-42.0;230.0;174;?;347;-953.0;871.0
-21;947.0;-131.0;-59.0;268.0;174;707.0;347;-917.0;702.0
-21;922.0;-86.0;-42.0;255.0;174;928.0;346;-959.0;645.0
-21;977.0;-12.0;-25.0;262.0;173;886.0;?;-953.0;473.0
-21;1019.0;-12.0;-65.0;283.0;173;910.0;350;-995.0;350.0
-21;1017.0;25.0;-34.0;294.0;173;959.0;345;-995.0;274.0
-21;962.0;1.0;-34.0;?;173;940.0;352;-983.0;203.0
?;1002.0;42.0;-1.0;193.0;174;837.0;351;-996.0;100.0
-21;1035.0;34.0;14.0;159.0;173;792.0;350;-1031.0;22.0
-21;1069.0;?;16.0;207.0;173;668.0;350;-1027.0;-100.0
-21;996.0;77.0;13.0;242.0;?;539.0;343;-1000.0;-294.0
-21;1031.0;30.0;1.0;?;173;479.0;349;-988.0;-389.0
-21;1006.0;-2.0;36.0;153.0;173;239.0;357;-990.0;-409.0
-21;1024.0;14.0;-14.0;164.0;174;45.0;?;-997.0;-410.0
-21;1018.0;49.0;-21.0;158.0;173;-4.0;360;-987.0;-282.0
?;1010.0;48.0;-18.0;150.0;173;-23.0;360;-990.0;-169.0
-21;1042.0;41.0;5.0;136.0;173;-29.0;365;-1001.0;-153.0
-21;1059.0;13.0;-5.0;131.0;173;-46.0;359;-996.0;-80.0
-21;1052.0;5.0;-3.0;106.0;173;-48.0;?;-994.0;?
-21;1041.0;8.0;-43.0;111.0;173;-57.0;360;-992.0;-18.0
-21;1030.0;-40.0;-21.0;116.0;173;-66.0;347;-981.0;21.0
-21;1030.0;-66.0;-44.0;120.0;173;-42.0;403;-991.0;-4.0
-21;1051.0;-107.0;-38.0;135.0;173;-78.0;347;-1001.0;12.0
-21;1048.0;-93.0;-33.0;145.0;173;-78.0;507;-1004.0;-69.0
-21;1051.0;-76.0;-14.0;146.0;173;-142.0;581;-997.0;?
-18;1027.0;-149.0;-43.0;?;173;-149.0;431;-992.0;-36.0
-14;1001.0;-213.0;-34.0;147.0;173;-167.0;596;?;-74.0
-10;1042.0;-194.0;-18.0;159.0;173;-254.0;205;-1002.0;-118.0
-7;1028.0;-275.0;-16.0;173.0;173;-278.0;-34;-1017.0;-96.0
-4;1048.0;-301.0;-22.0;175.0;?;-253.0;130;-1013.0;-31.0
-1;1041.0;-380.0;-14.0;185.0;173;-208.0;-153;-987.0;35.0
?;1001.0;-399.0;-17.0;192.0;173;-213.0;-107;-967.0;57.0
2;1000.0;-381.0;-6.0;199.0;173;-181.0;-30;-964.0;143.0
3;1006.0;-393.0;16.0;209.0;173;-142.0;-143;-968.0;301.0
5;1011.0;-352.0;33.0;?;173;-167.0;-135;-976.0;411.0
6;1016.0;-280.0;24.0;245.0;173;-234.0;-152;-1014.0;541.0
7;1058.0;-276.0;24.0;268.0;173;-222.0;-172;-1027.0;534.0
?;1040.0;-255.0;51.0;299.0;173;?;-183;-998.0;489.0
9;?;-226.0;59.0;290.0;173;-195.0;-165;-971.0;?
9;981.0;-204.0;56.0;269.0;173;-199.0;-211;-947.0;361.0
10;957.0;-230.0;59.0;277.0;173;-161.0;-196;-916.0;?
?;909.0;-243.0;33.0;284.0;174;-120.0;-127;-915.0;266.0
10;953.0;-205.0;13.0;305.0;174;-77.0;-145;-933.0;247.0
10;974.0;-203.0;8.0;328.0;173;?;-192;-950.0;215.0
10;956.0;-139.0;21.0;338.0;173;-126.0;-160;-942.0;174.0
10;955.0;-45.0;-7.0;336.0;173;-134.0;-238;-923.0;136.0
10;912.0;-17.0;-67.0;329.0;173;-133.0;-188;-895.0;135.0
10;897.0;-16.0;-69.0;323.0;173;?;-254;-887.0;110.0
10;905.0;-21.0;-97.0;325.0;174;-129.0;-233;-895.0;110.0
7;911.0;10.0;-115.0;326.0;173;-121.0;-1375;-905.0;?
-7;930.0;2.0;-116.0;329.0;173;-125.0;-1969;-913.0;94.0
-16;929.0;-42.0;-129.0;332.0;174;-117.0;3559;-916.0;43.0
-14;930.0;31.0;-135.0;333.0;173;-113.0;5603;-929.0;30.0
-14;950.0;27.0;-121.0;333.0;174;-82.0;?;-931.0;50.0
-15;939.0;48.0;-85.0;342.0;174;-74.0;267;-929.0;31.0
-16;931.0;75.0;?;340.0;173;-66.0;566;-925.0;9.0
-16;953.0;95.0;-76.0;334.0;173;-50.0;183;-914.0;-41.0
0;968.0;-19.0;16.0;240.0;173;15.0;-16;-949.0;-40.0
2;982.0;-13.0;25.0;248.0;173;12.0;35;-966.0;-25.0
3;1012.0;-65.0;-3.0;251.0;173;19.0;51;-967.0;-15.0
6;993.0;-51.0;12.0;?;173;-23.0;-74;-958.0;14.0
7;1002.0;-47.0;3.0;237.0;173;-11.0;-38;-967.0;56.0
7;1006.0;?;14.0;246.0;173;-38.0;-71;-959.0;79.0
9;987.0;-65.0;25.0;247.0;174;-24.0;-104;-986.0;128.0
11;1035.0;-104.0;-16.0;244.0;173;-32.0;-114;-1027.0;167.0
12;1050.0;-118.0;16.0;249.0;173;-38.0;-136;-1001.0;167.0
13;1019.0;-149.0;-1.0;244.0;173;-53.0;-167;-955.0;?
13;977.0;-122.0;78.0;246.0;173;-59.0;-183;-932.0;137.0
14;962.0;-100.0;45.0;259.0;174;-30.0;-149;-949.0;161.0
14;995.0;-61.0;74.0;280.0;174;-24.0;-166;-972.0;214.0
14;996.0;-37.0;113.0;289.0;173;-45.0;-212;-986.0;184.0
15;1007.0;-23.0;89.0;290.0;173;-10.0;-180;-978.0;140.0
15;994.0;-51.0;128.0;?;?;-3.0;-257;-955.0;170.0
15;?;-58.0;102.0;297.0;173;29.0;-177;-939.0;179.0
15;951.0;-15.0;133.0;311.0;173;3.0;-59;-931.0;193.0
15;958.0;?;89.0;314.0;174;-12.0;-206;-936.0;177.0
14;?;-7.0;105.0;319.0;173;-62.0;-186;-931.0;119.0
14;930.0;-69.0;47.0;319.0;173;-68.0;-70;-921.0;136.0
14;905.0;-55.0;71.0;321.0;173;-101.0;-299;?;130.0
14;922.0;-42.0;68.0;334.0;173;-84.0;-108;-916.0;160.0
13;941.0;?;?;359.0;174;-107.0;-201;-922.0;186.0
13;930.0;-82.0;6.0;361.0;174;-107.0;-206;-909.0;181.0
14;920.0;-22.0;-1.0;347.0;174;-113.0;-440;-894.0;163.0
3;919.0;-34.0;-41.0;337.0;174;-70.0;-1144;-893.0;169.0
-11;911.0;-12.0;-47.0;347.0;174;-34.0;3091;-899.0;150.0
-16;919.0;-17.0;-106.0;357.0;174;-54.0;4003;-902.0;118.0
-17;925.0;-7.0;-99.0;354.0;174;-75.0;-604;-910.0;59.0
-17;956.0;61.0;-98.0;344.0;174;-50.0;146;-928.0;?
-17;959.0;79.0;-102.0;354.0;174;-25.0;668;-934.0;4.0
?;950.0;96.0;-91.0;379.0;174;2.0;-34;-918.0;-61.0
-18;918.0;124.0;-76.0;366.0;174;32.0;525;-900.0;-51.0
-18;921.0;108.0;-76.0;337.0;174;36.0;224;-879.0;-110.0
-18;878.0;126.0;-142.0;307.0;174;76.0;373;-847.0;-161.0
-18;795.0;1.0;-262.0;213.0;174;14.0;372;-693.0;-236.0
-18;586.0;-370.0;-205.0;-49.0;174;-184.0;310;-555.0;-284.0
-18;906.0;574.0;-306.0;163.0;174;89.0;368;-1187.0;0.0
-18;1564.0;198.0;-390.0;612.0;174;120.0;336;-1407.0;266.0
-17;1346.0;100.0;-278.0;?;174;-12.0;366;-1303.0;8.0
-17;1040.0;10.0;?;377.0;174;-240.0;364;-959.0;-199.0
-17;883.0;-49.0;-121.0;149.0;174;-278.0;349;-793.0;-267.0
-17;863.0;13.0;-33.0;35.0;174;-77.0;347;-801.0;-89.0
-17;990.0;114.0;14.0;152.0;174;100.0;341;-950.0;102.0
-17;1070.0;30.0;-14.0;319.0;173;200.0;347;-1038.0;100.0
-17;1037.0;16.0;19.0;318.0;174;135.0;339;-999.0;-78.0
-17;1004.0;96.0;34.0;243.0;174;117.0;344;-968.0;-204.0
-18;1032.0;57.0;61.0;184.0;174;79.0;366;-979.0;-204.0
-17;1010.0;14.0;70.0;212.0;173;143.0;392;-986.0;-108.0
-17;1004.0;0.0;89.0;233.0;173;137.0;551;-966.0;-37.0
-15;998.0;18.0;125.0;230.0;174;104.0;535;-952.0;44.0
-14;999.0;28.0;127.0;223.0;174;70.0;371;-960.0;74.0
-12;1001.0;-13.0;121.0;239.0;174;33.0;340;-964.0;27.0
-9;990.0;?;102.0;239.0;173;?;230;-966.0;13.0
-9;999.0;-39.0;120.0;233.0;173;68.0;187;-964.0;7.0
