InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RKN^ accZ;Accelerometer RKN_ accZ;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit R-SHOE Body_Ax;Accelerometer RKN_ accY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;Accelerometer RKN_ accX
-807;529.0;-141.0;2;19;180;-302;933.0;-32;86;180;190.0
-701;564.0;42.0;-5;30;-14;-276;987.0;10;102;-14;185.0
-770;506.0;-30.0;-5;26;-95;-273;952.0;-8;82;-95;282.0
-932;778.0;23.0;-4;25;-3228;-430;1167.0;67;-240;-3228;222.0
-819;485.0;-66.0;-5;25;14;-248;931.0;-8;71;14;302.0
-809;271.0;-32.0;-11;18;99;-229;915.0;23;76;99;360.0
-811;541.0;21.0;9;23;-24;-301;970.0;-4;66;-24;162.0
-806;956.0;-176.0;-1;18;0;-246;917.0;-3;74;0;311.0
-876;-233.0;-295.0;3;19;173;-198;351.0;-135;2;173;683.0
-836;804.0;157.0;5;22;670;-369;1014.0;-39;17;670;25.0
-787;543.0;-45.0;-5;26;-14;-258;922.0;-11;77;-14;279.0
-837;543.0;-119.0;3;14;5;-254;936.0;-48;59;5;289.0
-811;638.0;-70.0;23;19;17;-299;974.0;-6;67;17;178.0
-784;202.0;-97.0;89;17;-192;-215;850.0;-8;77;-192;393.0
-844;367.0;-307.0;105;21;-6;-219;851.0;-6;59;-6;380.0
-794;295.0;15.0;9;20;48;-333;942.0;-41;80;48;272.0
