Accelerometer RWR accZ;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit RUA accY;Accelerometer LWR accX;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RLA accZ;InertialMeasurementUnit L-SHOE EuY;InertialMeasurementUnit RLA magneticY;Accelerometer RUA^ accZ;Accelerometer RUA_ accZ;Accelerometer LH accZ;InertialMeasurementUnit RUA magneticX
85.0;120.0;68.0;-138.0;320.0;286.0;-29;-76.0;158.0;302.0;106.0;353.0
143.0;134.0;6.0;-65.0;321.0;291.0;-29;-81.0;147.0;278.0;84.0;365.0
126.0;164.0;28.0;-58.0;300.0;255.0;-29;-84.0;138.0;285.0;52.0;383.0
77.0;-136.0;-63.0;-457.0;253.0;363.0;-21;-419.0;263.0;562.0;435.0;534.0
143.0;130.0;11.0;-113.0;273.0;281.0;-29;-85.0;136.0;281.0;99.0;377.0
152.0;130.0;47.0;-105.0;285.0;278.0;-29;-90.0;178.0;298.0;48.0;376.0
60.0;261.0;19.0;-37.0;-105.0;281.0;-31;-209.0;192.0;549.0;211.0;368.0
25.0;140.0;81.0;-116.0;328.0;285.0;-29;-125.0;192.0;274.0;98.0;360.0
58.0;133.0;74.0;-97.0;325.0;272.0;-29;-127.0;199.0;271.0;103.0;358.0
91.0;136.0;82.0;-107.0;322.0;275.0;-29;-128.0;189.0;313.0;57.0;360.0
102.0;141.0;89.0;-105.0;318.0;276.0;-29;-126.0;206.0;301.0;65.0;360.0
105.0;152.0;82.0;-84.0;316.0;276.0;-29;-126.0;198.0;303.0;80.0;361.0
163.0;158.0;69.0;-64.0;314.0;270.0;-29;-125.0;198.0;284.0;57.0;360.0
121.0;160.0;67.0;-60.0;309.0;268.0;-29;-121.0;184.0;287.0;10.0;361.0
-327.0;233.0;-292.0;-23.0;142.0;418.0;-45;-770.0;-199.0;563.0;-120.0;717.0
109.0;166.0;53.0;-76.0;304.0;264.0;-29;-120.0;182.0;270.0;61.0;361.0
54.0;168.0;30.0;-110.0;302.0;246.0;-29;-119.0;164.0;232.0;62.0;361.0
107.0;142.0;38.0;-100.0;305.0;238.0;-29;-123.0;168.0;242.0;87.0;362.0
91.0;140.0;39.0;-123.0;302.0;244.0;-29;-126.0;165.0;259.0;69.0;362.0
266.0;133.0;-130.0;-175.0;7.0;315.0;-28;-550.0;3.0;446.0;-204.0;411.0
80.0;136.0;45.0;-121.0;299.0;263.0;-29;-128.0;179.0;271.0;92.0;365.0
99.0;143.0;83.0;-117.0;296.0;290.0;-29;-134.0;209.0;283.0;84.0;369.0
85.0;134.0;96.0;-105.0;295.0;288.0;-29;-136.0;210.0;299.0;65.0;369.0
106.0;128.0;84.0;-89.0;296.0;289.0;-29;-138.0;189.0;292.0;61.0;367.0
91.0;147.0;68.0;-69.0;294.0;270.0;-29;-129.0;180.0;253.0;72.0;371.0
100.0;152.0;48.0;-110.0;295.0;253.0;-29;-126.0;176.0;251.0;61.0;370.0
126.0;164.0;32.0;-107.0;304.0;263.0;-30;-123.0;157.0;288.0;85.0;378.0
96.0;146.0;51.0;-99.0;296.0;279.0;-30;-123.0;175.0;273.0;72.0;380.0
116.0;158.0;64.0;-124.0;289.0;287.0;-30;-123.0;197.0;295.0;105.0;383.0
42.0;137.0;32.0;-111.0;282.0;287.0;-30;-110.0;147.0;267.0;59.0;387.0
71.0;142.0;52.0;-121.0;283.0;261.0;-30;-111.0;191.0;291.0;102.0;387.0
56.0;143.0;69.0;-157.0;280.0;252.0;-30;-109.0;177.0;262.0;110.0;388.0
124.0;150.0;41.0;-84.0;309.0;240.0;-30;-119.0;179.0;253.0;71.0;382.0
145.0;157.0;50.0;-106.0;322.0;256.0;-29;-123.0;150.0;259.0;29.0;382.0
143.0;159.0;51.0;-63.0;328.0;273.0;-29;-127.0;135.0;262.0;60.0;383.0
146.0;164.0;71.0;-65.0;339.0;277.0;-29;-135.0;189.0;309.0;13.0;387.0
120.0;120.0;116.0;-109.0;334.0;263.0;-29;-150.0;226.0;290.0;123.0;388.0
126.0;126.0;96.0;-121.0;316.0;274.0;-29;-121.0;160.0;291.0;86.0;379.0
83.0;126.0;54.0;-115.0;304.0;308.0;-29;-121.0;134.0;329.0;96.0;385.0
79.0;126.0;28.0;-113.0;299.0;290.0;-29;-118.0;210.0;281.0;69.0;387.0
67.0;151.0;22.0;-117.0;292.0;268.0;-29;-116.0;113.0;281.0;83.0;383.0
100.0;148.0;9.0;-76.0;297.0;238.0;-29;-115.0;127.0;264.0;118.0;375.0
99.0;157.0;56.0;-126.0;309.0;279.0;-29;-143.0;189.0;289.0;76.0;363.0
117.0;152.0;44.0;-116.0;306.0;267.0;-29;-144.0;185.0;281.0;89.0;366.0
132.0;153.0;72.0;-93.0;305.0;258.0;-29;-145.0;195.0;299.0;49.0;373.0
104.0;148.0;53.0;-107.0;305.0;272.0;-29;-145.0;165.0;266.0;58.0;374.0
85.0;157.0;47.0;-107.0;304.0;244.0;-29;-143.0;150.0;260.0;84.0;373.0
154.0;146.0;62.0;-89.0;304.0;259.0;-29;-148.0;195.0;282.0;47.0;373.0
224.0;87.0;436.0;362.0;-369.0;173.0;-35;214.0;529.0;517.0;-704.0;257.0
-131.0;264.0;167.0;113.0;115.0;278.0;-32;-10.0;198.0;690.0;-246.0;311.0
-524.0;-110.0;-80.0;-315.0;342.0;531.0;-29;24.0;29.0;690.0;-65.0;334.0
-214.0;144.0;78.0;-312.0;-75.0;594.0;-29;238.0;83.0;834.0;188.0;202.0
117.0;149.0;118.0;-88.0;303.0;241.0;-29;-150.0;206.0;282.0;74.0;374.0
134.0;155.0;66.0;-92.0;296.0;246.0;-29;-142.0;171.0;279.0;45.0;376.0
-708.0;283.0;-329.0;-20.0;-28.0;338.0;-27;42.0;-236.0;274.0;-284.0;416.0
-208.0;323.0;135.0;32.0;585.0;482.0;-27;173.0;-20.0;417.0;-83.0;284.0
-814.0;325.0;36.0;137.0;400.0;552.0;-16;496.0;215.0;436.0;-447.0;121.0
146.0;158.0;42.0;-86.0;307.0;249.0;-29;-141.0;149.0;260.0;69.0;377.0
125.0;159.0;72.0;-115.0;313.0;245.0;-29;-147.0;150.0;266.0;51.0;374.0
72.0;168.0;70.0;-62.0;312.0;242.0;-29;-152.0;155.0;262.0;54.0;378.0
63.0;190.0;57.0;-30.0;311.0;263.0;-29;-150.0;157.0;272.0;62.0;377.0
124.0;163.0;26.0;-90.0;312.0;239.0;-29;-151.0;174.0;282.0;50.0;383.0
117.0;202.0;116.0;-71.0;308.0;267.0;-29;-151.0;140.0;306.0;65.0;382.0
-57.0;256.0;491.0;97.0;-691.0;631.0;-45;202.0;682.0;808.0;-428.0;-370.0
-349.0;335.0;895.0;164.0;-590.0;579.0;-45;613.0;898.0;729.0;-479.0;-317.0
123.0;167.0;61.0;-93.0;315.0;262.0;-29;-144.0;165.0;280.0;58.0;381.0
133.0;151.0;23.0;-113.0;317.0;264.0;-29;-139.0;158.0;272.0;131.0;380.0
136.0;131.0;75.0;-72.0;339.0;248.0;-29;-154.0;178.0;270.0;14.0;374.0
73.0;130.0;62.0;-91.0;345.0;252.0;-29;-151.0;175.0;280.0;17.0;376.0
54.0;139.0;50.0;-89.0;344.0;254.0;-29;-148.0;165.0;258.0;77.0;374.0
86.0;189.0;60.0;-60.0;334.0;257.0;-29;-169.0;152.0;283.0;41.0;377.0
143.0;147.0;41.0;-94.0;321.0;245.0;-29;-171.0;179.0;276.0;114.0;375.0
145.0;144.0;40.0;-121.0;304.0;253.0;-29;-180.0;180.0;270.0;54.0;384.0
113.0;173.0;27.0;-56.0;304.0;239.0;-29;-171.0;120.0;258.0;7.0;384.0
152.0;130.0;0.0;-111.0;317.0;257.0;-29;-152.0;142.0;270.0;37.0;383.0
89.0;130.0;5.0;-106.0;318.0;257.0;-29;-151.0;139.0;258.0;40.0;383.0
-835.0;-215.0;-380.0;-466.0;333.0;416.0;-32;-470.0;-35.0;484.0;395.0;599.0
-763.0;-26.0;-600.0;-209.0;359.0;400.0;-29;-959.0;-326.0;698.0;79.0;988.0
65.0;121.0;-64.0;-133.0;285.0;259.0;-29;-70.0;96.0;250.0;63.0;385.0
-24.0;66.0;-34.0;-18.0;370.0;137.0;-29;-120.0;-15.0;122.0;-31.0;439.0
-197.0;626.0;-340.0;106.0;288.0;809.0;-28;-240.0;184.0;762.0;-734.0;696.0
-762.0;245.0;9.0;35.0;331.0;539.0;-37;-187.0;78.0;584.0;-222.0;396.0
-223.0;286.0;116.0;-16.0;256.0;449.0;-30;-167.0;176.0;665.0;-99.0;328.0
-245.0;222.0;168.0;-27.0;595.0;679.0;-27;-136.0;385.0;870.0;-10.0;314.0
-15.0;236.0;-170.0;-145.0;-353.0;265.0;-27;-169.0;21.0;397.0;190.0;501.0
100.0;-16.0;240.0;-205.0;210.0;340.0;-75;-438.0;334.0;443.0;73.0;545.0
53.0;35.0;-127.0;142.0;272.0;268.0;-54;-294.0;151.0;385.0;-130.0;905.0
-2.0;66.0;-255.0;-171.0;288.0;359.0;-34;-349.0;148.0;322.0;51.0;942.0
133.0;-94.0;152.0;-161.0;-46.0;83.0;-9;-497.0;267.0;510.0;-28.0;555.0
253.0;245.0;-13.0;-58.0;77.0;295.0;-24;-514.0;-3.0;328.0;87.0;573.0
-73.0;231.0;17.0;-144.0;-149.0;397.0;-27;-411.0;211.0;347.0;87.0;532.0
164.0;169.0;24.0;-52.0;301.0;251.0;-29;-80.0;166.0;270.0;72.0;377.0
122.0;279.0;72.0;-2.0;-117.0;454.0;-28;-410.0;179.0;428.0;-63.0;539.0
98.0;189.0;49.0;-21.0;-149.0;324.0;-16;-348.0;114.0;375.0;-92.0;567.0
83.0;188.0;-180.0;0.0;165.0;157.0;-25;-566.0;-116.0;148.0;63.0;599.0
-918.0;88.0;574.0;-135.0;529.0;969.0;-28;203.0;636.0;925.0;52.0;161.0
-65.0;369.0;337.0;30.0;-438.0;835.0;-22;70.0;489.0;920.0;-75.0;70.0
-432.0;233.0;259.0;-152.0;115.0;937.0;-36;506.0;338.0;1018.0;-70.0;203.0
-85.0;145.0;-29.0;-80.0;88.0;237.0;-34;-554.0;249.0;722.0;11.0;508.0
-144.0;109.0;-274.0;-107.0;-48.0;36.0;-29;68.0;-89.0;123.0;-159.0;578.0
153.0;333.0;-93.0;102.0;-289.0;131.0;-34;223.0;-33.0;192.0;-62.0;614.0
-44.0;282.0;-148.0;-197.0;596.0;538.0;-39;-623.0;-215.0;383.0;173.0;558.0
-116.0;187.0;-347.0;-189.0;319.0;376.0;-30;-144.0;10.0;465.0;27.0;422.0
575.0;344.0;458.0;-155.0;-429.0;221.0;-29;-67.0;465.0;521.0;-56.0;230.0
9.0;192.0;-31.0;-110.0;-505.0;366.0;-14;305.0;205.0;439.0;37.0;369.0
125.0;149.0;61.0;-14.0;-426.0;320.0;-49;99.0;-90.0;218.0;9.0;489.0
-1.0;15.0;-35.0;-201.0;400.0;311.0;-30;-127.0;96.0;269.0;130.0;407.0
-20.0;-7.0;-101.0;-164.0;397.0;322.0;-30;-138.0;61.0;280.0;123.0;411.0
-644.0;-180.0;-394.0;-515.0;439.0;476.0;-29;32.0;-331.0;590.0;497.0;464.0
16.0;121.0;-70.0;-128.0;639.0;333.0;-27;-644.0;77.0;338.0;138.0;404.0
-178.0;164.0;-104.0;-140.0;533.0;320.0;-30;-490.0;55.0;304.0;170.0;313.0
-22.0;643.0;-470.0;516.0;-452.0;134.0;-22;512.0;-327.0;100.0;-799.0;76.0
466.0;-374.0;817.0;-656.0;116.0;220.0;-36;246.0;867.0;482.0;635.0;-378.0
27.0;265.0;77.0;-8.0;-20.0;420.0;-37;189.0;144.0;548.0;74.0;406.0
571.0;93.0;-42.0;-153.0;2.0;295.0;-47;-4.0;-88.0;220.0;-5.0;443.0
123.0;12.0;-207.0;-162.0;-40.0;356.0;-30;-52.0;-48.0;331.0;207.0;846.0
125.0;-12.0;-233.0;-223.0;108.0;342.0;-29;-30.0;-90.0;300.0;212.0;822.0
-179.0;274.0;225.0;72.0;-51.0;608.0;-29;48.0;342.0;529.0;-115.0;242.0
112.0;278.0;-40.0;-56.0;330.0;377.0;-23;-215.0;172.0;329.0;184.0;307.0
57.0;120.0;104.0;-132.0;65.0;253.0;-57;129.0;293.0;427.0;101.0;469.0
-200.0;327.0;-145.0;37.0;541.0;403.0;-27;162.0;246.0;779.0;-124.0;171.0
63.0;295.0;-71.0;-90.0;405.0;330.0;-23;-312.0;66.0;301.0;110.0;370.0
22.0;186.0;-57.0;9.0;239.0;207.0;-29;-122.0;244.0;820.0;-62.0;321.0
10.0;259.0;-79.0;-83.0;409.0;309.0;-23;-307.0;87.0;293.0;114.0;366.0
53.0;167.0;-92.0;-59.0;560.0;314.0;-27;-270.0;-37.0;445.0;118.0;359.0
23.0;175.0;-62.0;152.0;391.0;299.0;-23;-293.0;90.0;302.0;-162.0;356.0
-182.0;-59.0;248.0;-301.0;152.0;698.0;-27;42.0;415.0;839.0;342.0;335.0
48.0;261.0;-41.0;-8.0;390.0;308.0;-23;-302.0;70.0;314.0;80.0;356.0
30.0;289.0;-76.0;-99.0;340.0;308.0;-23;-307.0;81.0;287.0;143.0;358.0
209.0;109.0;-534.0;-53.0;512.0;14.0;-27;-685.0;-364.0;-42.0;141.0;680.0
317.0;127.0;-170.0;-55.0;796.0;274.0;-27;-627.0;213.0;533.0;-300.0;575.0
7.0;20.0;-145.0;-210.0;356.0;279.0;-30;-34.0;27.0;205.0;110.0;395.0
183.0;146.0;-478.0;-9.0;540.0;23.0;-29;-585.0;-298.0;-10.0;47.0;594.0
103.0;173.0;-95.0;122.0;399.0;293.0;-23;-294.0;113.0;322.0;9.0;355.0
6.0;281.0;-75.0;2.0;372.0;300.0;-23;-351.0;106.0;338.0;75.0;371.0
73.0;236.0;-213.0;-32.0;487.0;220.0;-24;-451.0;11.0;255.0;91.0;345.0
-14.0;214.0;-4.0;-36.0;231.0;216.0;-30;-127.0;-38.0;768.0;-69.0;319.0
-65.0;116.0;-275.0;-21.0;273.0;295.0;-29;279.0;-112.0;263.0;-20.0;167.0
188.0;246.0;-60.0;28.0;252.0;343.0;-27;-6.0;-17.0;266.0;-169.0;547.0
12.0;165.0;-86.0;-102.0;528.0;331.0;-28;-561.0;77.0;334.0;111.0;328.0
-293.0;70.0;339.0;-173.0;-234.0;496.0;-30;-386.0;490.0;585.0;60.0;694.0
251.0;183.0;28.0;-60.0;511.0;390.0;-29;-479.0;92.0;329.0;7.0;301.0
117.0;187.0;-32.0;-59.0;371.0;338.0;-23;-328.0;99.0;312.0;130.0;343.0
23.0;207.0;-49.0;-58.0;372.0;308.0;-23;-319.0;73.0;294.0;124.0;342.0
287.0;231.0;53.0;-17.0;565.0;-94.0;-27;-485.0;129.0;234.0;39.0;301.0
84.0;193.0;-43.0;-45.0;366.0;286.0;-23;-305.0;106.0;319.0;133.0;341.0
-241.0;278.0;146.0;-245.0;-126.0;435.0;-28;-699.0;166.0;631.0;134.0;587.0
-552.0;287.0;11.0;72.0;-531.0;433.0;-28;-226.0;94.0;531.0;-143.0;824.0
129.0;110.0;-435.0;-52.0;537.0;104.0;-28;-562.0;-278.0;30.0;110.0;574.0
53.0;214.0;-49.0;-313.0;373.0;302.0;-23;-312.0;108.0;318.0;421.0;356.0
173.0;304.0;-71.0;-117.0;355.0;293.0;-23;-303.0;86.0;299.0;120.0;357.0
40.0;216.0;-94.0;-69.0;352.0;299.0;-23;-287.0;57.0;286.0;154.0;350.0
15.0;196.0;-99.0;-69.0;405.0;289.0;-23;-296.0;100.0;326.0;140.0;360.0
127.0;188.0;-73.0;-77.0;355.0;301.0;-23;-294.0;88.0;288.0;89.0;355.0
35.0;59.0;-127.0;-137.0;332.0;235.0;-29;-98.0;41.0;199.0;69.0;395.0
47.0;247.0;2.0;-57.0;615.0;467.0;-27;-420.0;108.0;363.0;-22.0;409.0
-4.0;329.0;-299.0;142.0;189.0;152.0;-65;334.0;-167.0;148.0;-508.0;322.0
163.0;245.0;49.0;-57.0;674.0;277.0;-27;-278.0;89.0;482.0;-41.0;355.0
-111.0;203.0;-61.0;-75.0;560.0;457.0;-27;-300.0;151.0;442.0;-57.0;349.0
-287.0;179.0;-94.0;-340.0;642.0;557.0;-27;-648.0;-36.0;524.0;153.0;721.0
-310.0;166.0;67.0;-195.0;444.0;655.0;-25;-686.0;-103.0;479.0;74.0;708.0
-76.0;240.0;526.0;17.0;-110.0;659.0;-35;-549.0;738.0;960.0;-149.0;550.0
19.0;585.0;-369.0;317.0;-223.0;169.0;-33;264.0;-147.0;134.0;-592.0;264.0
236.0;341.0;114.0;164.0;-168.0;229.0;-30;-387.0;115.0;409.0;-188.0;840.0
-813.0;372.0;-410.0;217.0;911.0;288.0;-33;460.0;-269.0;127.0;-650.0;312.0
4.0;341.0;18.0;97.0;-109.0;286.0;-30;-268.0;52.0;316.0;-141.0;983.0
43.0;-412.0;-456.0;-650.0;53.0;182.0;-28;-164.0;-304.0;318.0;738.0;510.0
38.0;-15.0;-124.0;-243.0;-7.0;300.0;-34;211.0;47.0;275.0;201.0;203.0
-667.0;118.0;449.0;-84.0;401.0;880.0;-30;-363.0;526.0;1006.0;-68.0;711.0
-55.0;38.0;-111.0;-166.0;126.0;338.0;-62;-514.0;135.0;412.0;30.0;581.0
-104.0;-217.0;-51.0;-459.0;258.0;398.0;-27;-752.0;-148.0;370.0;260.0;580.0
171.0;180.0;93.0;-156.0;-300.0;394.0;-71;41.0;79.0;377.0;85.0;516.0
127.0;90.0;-45.0;-134.0;293.0;252.0;-29;-91.0;81.0;211.0;83.0;393.0
81.0;96.0;-45.0;-153.0;295.0;277.0;-29;-86.0;104.0;235.0;71.0;392.0
63.0;111.0;-66.0;-98.0;290.0;258.0;-29;-72.0;63.0;203.0;51.0;387.0
89.0;-56.0;-27.0;-56.0;-346.0;322.0;-23;-333.0;95.0;330.0;154.0;353.0
-712.0;361.0;284.0;194.0;-496.0;758.0;-43;-18.0;346.0;923.0;-509.0;450.0
162.0;151.0;5.0;-78.0;195.0;236.0;-29;51.0;125.0;238.0;44.0;369.0
-42.0;72.0;-90.0;-150.0;107.0;379.0;-83;101.0;105.0;323.0;116.0;303.0
168.0;137.0;15.0;-81.0;252.0;254.0;-29;16.0;128.0;244.0;41.0;363.0
83.0;109.0;-42.0;-108.0;288.0;221.0;-29;-71.0;75.0;224.0;60.0;362.0
149.0;116.0;-31.0;-113.0;287.0;227.0;-29;-68.0;99.0;261.0;48.0;363.0
144.0;152.0;14.0;-78.0;256.0;251.0;-29;13.0;142.0;243.0;58.0;362.0
137.0;132.0;10.0;-128.0;263.0;240.0;-29;6.0;145.0;247.0;70.0;362.0
172.0;128.0;8.0;-129.0;262.0;257.0;-29;4.0;130.0;260.0;79.0;363.0
152.0;128.0;4.0;-123.0;267.0;268.0;-29;-2.0;136.0;249.0;96.0;363.0
137.0;124.0;9.0;-87.0;270.0;275.0;-29;-2.0;147.0;278.0;67.0;362.0
16.0;87.0;-65.0;-146.0;283.0;260.0;-29;-62.0;91.0;224.0;86.0;361.0
116.0;84.0;-76.0;-127.0;285.0;251.0;-29;-63.0;88.0;228.0;62.0;360.0
142.0;131.0;34.0;-129.0;276.0;260.0;-29;-7.0;158.0;259.0;62.0;362.0
131.0;130.0;30.0;-112.0;277.0;256.0;-29;-8.0;128.0;292.0;52.0;360.0
160.0;159.0;60.0;-59.0;192.0;255.0;-29;41.0;188.0;220.0;10.0;385.0
149.0;133.0;52.0;-86.0;331.0;280.0;-29;-50.0;167.0;297.0;70.0;351.0
185.0;134.0;56.0;-95.0;337.0;268.0;-29;-55.0;196.0;276.0;69.0;354.0
169.0;136.0;65.0;-104.0;344.0;267.0;-29;-56.0;188.0;269.0;64.0;351.0
170.0;136.0;61.0;-117.0;345.0;269.0;-29;-61.0;176.0;272.0;60.0;350.0
176.0;242.0;-32.0;-2.0;841.0;367.0;-48;-455.0;-14.0;342.0;22.0;885.0
132.0;128.0;56.0;-107.0;346.0;269.0;-29;-64.0;182.0;265.0;99.0;351.0
204.0;118.0;40.0;-89.0;345.0;277.0;-29;-64.0;160.0;295.0;82.0;351.0
507.0;-192.0;-10.0;-547.0;258.0;-224.0;-23;-489.0;118.0;222.0;627.0;385.0
209.0;81.0;85.0;-125.0;-236.0;19.0;-24;-98.0;389.0;214.0;90.0;393.0
-92.0;220.0;40.0;57.0;578.0;431.0;-27;-268.0;125.0;489.0;-169.0;346.0
138.0;128.0;45.0;-117.0;346.0;282.0;-29;-71.0;195.0;290.0;68.0;354.0
200.0;139.0;52.0;-106.0;345.0;269.0;-29;-75.0;150.0;280.0;64.0;353.0
178.0;149.0;44.0;-87.0;366.0;254.0;-29;-88.0;184.0;260.0;81.0;354.0
141.0;142.0;39.0;-91.0;368.0;264.0;-29;-88.0;164.0;260.0;91.0;354.0
90.0;114.0;-49.0;-114.0;333.0;225.0;-29;-125.0;90.0;240.0;50.0;369.0
162.0;129.0;45.0;-123.0;367.0;268.0;-29;-89.0;157.0;290.0;103.0;352.0
185.0;115.0;64.0;-145.0;366.0;275.0;-29;-92.0;172.0;289.0;107.0;351.0
