InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit RLA magneticZ;Accelerometer HIP accZ;Accelerometer RWR accX;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA magneticZ;Accelerometer RUA_ accX;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit RLA accY
-88.0;-153.0;7.0;-666.0;228.0;-110;-484.0;213.0;32.0;407.0
-88.0;-153.0;28.0;-668.0;224.0;-110;-480.0;186.0;35.0;454.0
-84.0;-149.0;48.0;-610.0;229.0;-110;-481.0;203.0;35.0;426.0
-90.0;-145.0;51.0;-591.0;232.0;-110;-484.0;208.0;34.0;319.0
-89.0;-145.0;35.0;-633.0;233.0;-110;-485.0;220.0;32.0;415.0
-83.0;-149.0;20.0;-616.0;232.0;-110;-481.0;220.0;37.0;569.0
-118.0;-84.0;10.0;-586.0;272.0;-110;-660.0;95.0;-44.0;297.0
-89.0;-150.0;28.0;-577.0;229.0;-110;-485.0;199.0;39.0;715.0
-128.0;26.0;-101.0;-580.0;-547.0;-26;-74.0;264.0;426.0;383.0
-95.0;-153.0;35.0;-693.0;233.0;-110;-484.0;234.0;34.0;481.0
-123.0;-76.0;32.0;-284.0;310.0;-109;-752.0;-4.0;-58.0;309.0
-320.0;-203.0;223.0;1207.0;425.0;-109;-708.0;-239.0;-159.0;685.0
-96.0;-182.0;32.0;-472.0;233.0;-110;-484.0;222.0;35.0;563.0
-96.0;-185.0;27.0;-594.0;232.0;-110;-484.0;77.0;36.0;508.0
-97.0;-188.0;23.0;-390.0;234.0;-110;-483.0;191.0;32.0;455.0
-98.0;-193.0;46.0;-707.0;231.0;-110;-479.0;95.0;35.0;514.0
-98.0;-201.0;23.0;-524.0;232.0;-110;-480.0;146.0;32.0;591.0
-96.0;-204.0;21.0;-520.0;232.0;-110;-480.0;313.0;33.0;546.0
-98.0;-211.0;19.0;-726.0;233.0;-110;-479.0;255.0;33.0;573.0
-123.0;-218.0;58.0;-715.0;327.0;-109;-659.0;339.0;22.0;496.0
47.0;359.0;-121.0;-380.0;-390.0;-46;198.0;739.0;425.0;852.0
-195.0;-325.0;146.0;-995.0;396.0;-106;-547.0;657.0;-64.0;857.0
-49.0;115.0;20.0;-923.0;-507.0;-70;-142.0;349.0;371.0;502.0
-98.0;-283.0;23.0;-1012.0;229.0;-110;-453.0;611.0;46.0;603.0
-197.0;-59.0;23.0;-569.0;-304.0;10;-87.0;310.0;200.0;507.0
-281.0;-91.0;-223.0;-499.0;-364.0;55;241.0;387.0;231.0;567.0
-168.0;305.0;39.0;-166.0;-247.0;10;36.0;68.0;148.0;190.0
-115.0;-292.0;21.0;-980.0;233.0;-110;-447.0;449.0;38.0;646.0
-255.0;-36.0;26.0;-743.0;-241.0;10;-16.0;158.0;166.0;366.0
-212.0;100.0;6.0;-503.0;-238.0;-22;101.0;271.0;260.0;436.0
-93.0;-247.0;8.0;-1028.0;330.0;-110;-436.0;403.0;-25.0;518.0
-391.0;122.0;25.0;-636.0;-111.0;10;153.0;129.0;145.0;297.0
-371.0;38.0;28.0;-648.0;-115.0;10;83.0;252.0;173.0;397.0
-184.0;-239.0;21.0;-1120.0;186.0;-132;-590.0;620.0;-172.0;320.0
-88.0;-237.0;10.0;-814.0;299.0;-110;-471.0;256.0;-1.0;476.0
-84.0;-232.0;10.0;-848.0;303.0;-110;-470.0;301.0;-5.0;563.0
-450.0;-75.0;-125.0;-851.0;-383.0;-47;173.0;836.0;276.0;1000.0
-88.0;-229.0;37.0;-939.0;310.0;-110;-459.0;281.0;-12.0;561.0
-101.0;-258.0;10.0;-940.0;276.0;-110;-468.0;368.0;12.0;514.0
-34.0;-65.0;105.0;-145.0;466.0;-113;21.0;-155.0;-51.0;85.0
-47.0;-84.0;-5.0;-533.0;319.0;-110;-224.0;50.0;-18.0;229.0
-54.0;-82.0;-1.0;-483.0;318.0;-110;-269.0;124.0;-20.0;285.0
-43.0;-388.0;-93.0;-340.0;280.0;-144;81.0;287.0;-25.0;280.0
-58.0;-75.0;11.0;-515.0;312.0;-110;-292.0;87.0;-20.0;282.0
-60.0;-71.0;-39.0;-518.0;303.0;-110;-331.0;87.0;-25.0;254.0
-104.0;-99.0;-8.0;-478.0;248.0;-110;-575.0;65.0;-52.0;330.0
272.0;-128.0;-9.0;-975.0;-164.0;-160;-527.0;739.0;401.0;824.0
369.0;39.0;-97.0;-912.0;-151.0;-152;-387.0;411.0;370.0;622.0
124.0;-255.0;-74.0;-579.0;-94.0;-153;-292.0;508.0;322.0;593.0
215.0;-102.0;-32.0;-893.0;-33.0;-113;-457.0;576.0;369.0;678.0
103.0;-210.0;-70.0;-695.0;61.0;-113;-336.0;468.0;337.0;579.0
12.0;-278.0;-5.0;-748.0;213.0;-113;-237.0;460.0;243.0;632.0
-2.0;-287.0;-10.0;-797.0;239.0;-113;-220.0;452.0;232.0;620.0
-37.0;-251.0;102.0;-913.0;461.0;-113;25.0;442.0;97.0;615.0
395.0;-21.0;29.0;-314.0;94.0;-155;-650.0;-163.0;211.0;-39.0
51.0;-174.0;90.0;-385.0;282.0;-113;-269.0;-96.0;190.0;403.0
30.0;-234.0;135.0;-452.0;234.0;-113;-331.0;114.0;227.0;408.0
19.0;-254.0;107.0;-549.0;215.0;-113;-331.0;167.0;227.0;428.0
10.0;-267.0;115.0;-609.0;192.0;-113;-333.0;175.0;230.0;499.0
-5.0;-285.0;104.0;-708.0;150.0;-113;-326.0;231.0;228.0;503.0
-7.0;-289.0;134.0;-553.0;137.0;-114;-327.0;235.0;228.0;536.0
-7.0;-291.0;128.0;-616.0;135.0;-114;-323.0;240.0;229.0;541.0
2.0;-290.0;96.0;-689.0;157.0;-115;-309.0;297.0;223.0;556.0
2.0;-293.0;163.0;-601.0;168.0;-122;-289.0;329.0;224.0;591.0
0.0;-296.0;164.0;-707.0;169.0;-123;-302.0;391.0;224.0;631.0
-1.0;-297.0;155.0;-821.0;167.0;-123;-304.0;414.0;225.0;547.0
0.0;-296.0;137.0;-847.0;168.0;-123;-301.0;382.0;223.0;648.0
7.0;-288.0;132.0;-669.0;165.0;-123;-312.0;355.0;229.0;600.0
6.0;-288.0;152.0;-840.0;163.0;-123;-320.0;410.0;232.0;583.0
4.0;-293.0;132.0;-861.0;156.0;-123;-323.0;365.0;235.0;616.0
4.0;-294.0;142.0;-735.0;148.0;-123;-314.0;406.0;236.0;572.0
3.0;-294.0;144.0;-799.0;135.0;-123;-265.0;388.0;242.0;557.0
5.0;-293.0;139.0;-793.0;121.0;-123;-228.0;415.0;242.0;562.0
6.0;-293.0;125.0;-790.0;104.0;-123;-214.0;391.0;242.0;618.0
4.0;-296.0;130.0;-816.0;94.0;-123;-217.0;413.0;246.0;651.0
8.0;-291.0;126.0;-769.0;76.0;-123;-223.0;380.0;246.0;594.0
20.0;-282.0;134.0;-779.0;78.0;-123;-222.0;390.0;246.0;487.0
24.0;-280.0;142.0;-819.0;75.0;-123;-225.0;413.0;250.0;543.0
20.0;-285.0;151.0;-621.0;83.0;-123;-198.0;390.0;250.0;531.0
20.0;-287.0;142.0;-876.0;89.0;-123;-190.0;408.0;248.0;674.0
19.0;-289.0;140.0;-766.0;97.0;-123;-192.0;391.0;247.0;654.0
20.0;-291.0;99.0;-693.0;99.0;-123;-194.0;364.0;247.0;653.0
18.0;-293.0;131.0;-551.0;102.0;-123;-195.0;347.0;246.0;617.0
19.0;-293.0;150.0;-469.0;106.0;-123;-193.0;407.0;246.0;558.0
18.0;-296.0;130.0;-697.0;119.0;-123;-180.0;400.0;242.0;650.0
16.0;-297.0;129.0;-906.0;122.0;-123;-175.0;434.0;241.0;668.0
14.0;-301.0;91.0;-890.0;128.0;-123;-179.0;463.0;241.0;659.0
3.0;-316.0;123.0;-668.0;145.0;-123;-216.0;418.0;244.0;668.0
-54.0;-437.0;92.0;-1242.0;166.0;-156;-385.0;603.0;153.0;958.0
6.0;-314.0;151.0;-878.0;157.0;-123;-253.0;457.0;245.0;659.0
12.0;-307.0;126.0;-825.0;159.0;-123;-265.0;467.0;244.0;654.0
15.0;-302.0;120.0;-876.0;154.0;-123;-274.0;461.0;246.0;622.0
17.0;-299.0;133.0;-798.0;141.0;-123;-292.0;441.0;250.0;712.0
92.0;-305.0;79.0;-849.0;64.0;-156;-437.0;542.0;260.0;711.0
199.0;-100.0;21.0;-1177.0;-80.0;-102;-689.0;661.0;221.0;539.0
245.0;-147.0;22.0;-770.0;-60.0;-103;-681.0;479.0;275.0;747.0
-73.0;-448.0;75.0;-884.0;206.0;-156;-371.0;530.0;144.0;799.0
12.0;-395.0;32.0;-751.0;359.0;-106;-264.0;368.0;180.0;689.0
73.0;-366.0;72.0;-671.0;348.0;-106;-244.0;319.0;173.0;569.0
17.0;-265.0;-81.0;-396.0;-57.0;-136;-512.0;386.0;248.0;309.0
90.0;-400.0;-406.0;-470.0;149.0;-70;-474.0;207.0;544.0;431.0
35.0;-319.0;-222.0;-472.0;-88.0;-136;-416.0;61.0;292.0;411.0
95.0;-353.0;81.0;-668.0;342.0;-106;-242.0;310.0;169.0;545.0
115.0;-341.0;80.0;-675.0;336.0;-106;-242.0;291.0;167.0;483.0
284.0;-57.0;73.0;-745.0;-72.0;-103;-598.0;508.0;188.0;747.0
38.0;-431.0;182.0;-726.0;-20.0;-105;-293.0;481.0;136.0;458.0
18.0;-430.0;160.0;-776.0;162.0;-103;-24.0;396.0;71.0;807.0
14.0;-422.0;169.0;-639.0;194.0;-103;26.0;328.0;62.0;791.0
12.0;-419.0;192.0;-700.0;234.0;-106;90.0;325.0;51.0;746.0
-270.0;-268.0;-122.0;-354.0;-405.0;-61;151.0;223.0;234.0;623.0
-230.0;-356.0;34.0;-1032.0;276.0;114;313.0;890.0;-101.0;985.0
34.0;-264.0;-87.0;-854.0;136.0;-103;-122.0;493.0;94.0;583.0
302.0;107.0;-30.0;-381.0;-210.0;-101;-630.0;153.0;200.0;528.0
288.0;-73.0;21.0;-651.0;-31.0;-102;-702.0;280.0;267.0;623.0
37.0;-260.0;-16.0;-849.0;107.0;-103;-160.0;499.0;103.0;584.0
83.0;-185.0;-46.0;-908.0;39.0;-103;-204.0;545.0;140.0;756.0
-349.0;41.0;-1.0;-785.0;-469.0;36;-253.0;95.0;175.0;407.0
-318.0;-32.0;-30.0;-344.0;-271.0;12;-176.0;-33.0;119.0;295.0
195.0;-93.0;-19.0;-858.0;-181.0;-101;-643.0;359.0;192.0;522.0
-315.0;-286.0;-85.0;-367.0;-427.0;-57;139.0;246.0;264.0;481.0
73.0;-199.0;-65.0;-799.0;30.0;-103;-191.0;455.0;143.0;743.0
88.0;-112.0;4.0;-766.0;-202.0;-102;-560.0;291.0;217.0;487.0
176.0;-130.0;0.0;-638.0;-193.0;-103;-613.0;436.0;238.0;531.0
44.0;-241.0;-9.0;-605.0;-277.0;-103;-600.0;267.0;234.0;635.0
-220.0;-191.0;-40.0;-643.0;-463.0;10;-111.0;363.0;381.0;501.0
76.0;-202.0;-85.0;-763.0;29.0;-103;-175.0;448.0;154.0;704.0
65.0;-227.0;-244.0;-950.0;-41.0;-174;-274.0;657.0;279.0;863.0
121.0;-209.0;-70.0;-995.0;42.0;-171;-66.0;648.0;362.0;888.0
-324.0;-470.0;164.0;-1044.0;168.0;-132;-393.0;545.0;-98.0;820.0
223.0;-153.0;-93.0;-901.0;7.0;-101;-290.0;782.0;215.0;825.0
157.0;-136.0;-214.0;-1162.0;59.0;-152;-38.0;601.0;175.0;639.0
136.0;58.0;-127.0;-785.0;-30.0;-152;-266.0;880.0;174.0;949.0
-350.0;-877.0;-84.0;-801.0;175.0;163;-912.0;619.0;-43.0;792.0
-115.0;-338.0;71.0;-833.0;-22.0;-132;-442.0;467.0;0.0;671.0
267.0;-102.0;-112.0;-1009.0;144.0;-101;-390.0;740.0;227.0;937.0
246.0;-122.0;-39.0;-1069.0;15.0;-101;-318.0;835.0;224.0;784.0
99.0;-62.0;-121.0;-817.0;-3.0;-103;-228.0;563.0;43.0;786.0
-81.0;-341.0;-21.0;-868.0;-84.0;-106;-542.0;550.0;71.0;973.0
-80.0;-340.0;-58.0;-1210.0;-96.0;-105;-526.0;790.0;75.0;828.0
39.0;-592.0;166.0;-229.0;-38.0;23;-302.0;289.0;316.0;379.0
173.0;-302.0;89.0;-709.0;322.0;-106;-256.0;259.0;154.0;418.0
183.0;-292.0;104.0;-647.0;322.0;-106;-257.0;212.0;147.0;390.0
210.0;-274.0;93.0;-601.0;318.0;-106;-260.0;207.0;148.0;355.0
243.0;-247.0;90.0;-563.0;312.0;-106;-289.0;173.0;156.0;308.0
206.0;40.0;-105.0;-788.0;-650.0;28;-570.0;328.0;592.0;241.0
219.0;-267.0;89.0;-655.0;314.0;-106;-271.0;202.0;151.0;352.0
326.0;-155.0;64.0;-398.0;313.0;-106;-318.0;41.0;165.0;142.0
281.0;-202.0;59.0;-491.0;308.0;-106;-307.0;69.0;164.0;258.0
399.0;-96.0;133.0;-398.0;306.0;-109;-255.0;-10.0;222.0;59.0
141.0;-459.0;103.0;-242.0;108.0;22;-46.0;338.0;187.0;312.0
105.0;-451.0;123.0;-237.0;98.0;0;-79.0;224.0;181.0;354.0
84.0;-457.0;28.0;-217.0;98.0;-163;-110.0;233.0;164.0;325.0
229.0;-229.0;66.0;-740.0;328.0;-106;-328.0;350.0;164.0;251.0
153.0;-261.0;149.0;-932.0;338.0;-107;-285.0;376.0;179.0;174.0
118.0;-312.0;113.0;-907.0;309.0;-107;-268.0;478.0;146.0;223.0
120.0;-311.0;82.0;-857.0;330.0;-106;-325.0;497.0;165.0;472.0
86.0;-465.0;-148.0;-420.0;117.0;223;-114.0;271.0;145.0;389.0
20.0;-303.0;170.0;-1024.0;331.0;-106;-287.0;576.0;94.0;404.0
114.0;-99.0;-44.0;-1024.0;298.0;-108;-73.0;766.0;90.0;562.0
133.0;-675.0;133.0;-298.0;359.0;-97;76.0;239.0;25.0;387.0
260.0;-452.0;108.0;-197.0;168.0;-113;6.0;51.0;129.0;504.0
115.0;-542.0;65.0;-274.0;108.0;-90;-88.0;160.0;172.0;194.0
33.0;-499.0;-180.0;-22.0;15.0;-91;-142.0;-4.0;243.0;78.0
86.0;-488.0;30.0;-548.0;151.0;178;-76.0;-71.0;129.0;366.0
86.0;-499.0;-59.0;-534.0;150.0;177;-56.0;-32.0;130.0;319.0
-86.0;-383.0;87.0;-997.0;347.0;-106;-348.0;639.0;97.0;682.0
136.0;-423.0;64.0;-304.0;36.0;169;-142.0;297.0;182.0;351.0
-177.0;-340.0;146.0;2.0;352.0;-106;-358.0;341.0;-74.0;852.0
96.0;-460.0;967.0;-514.0;263.0;-156;-250.0;175.0;-508.0;345.0
10.0;-251.0;72.0;-406.0;355.0;-107;-370.0;79.0;109.0;530.0
-80.0;-199.0;-44.0;-752.0;329.0;-106;-119.0;614.0;-33.0;-163.0
-231.0;-693.0;30.0;-911.0;16.0;113;-98.0;382.0;114.0;575.0
188.0;-133.0;18.0;-626.0;327.0;-107;-187.0;430.0;157.0;552.0
192.0;-126.0;49.0;-604.0;328.0;-107;-182.0;398.0;154.0;513.0
196.0;-118.0;71.0;-607.0;319.0;-107;-193.0;404.0;159.0;655.0
165.0;-153.0;49.0;-696.0;295.0;-107;-201.0;450.0;166.0;593.0
148.0;-170.0;82.0;-794.0;319.0;-108;-230.0;475.0;216.0;597.0
153.0;-174.0;59.0;-602.0;275.0;-107;-216.0;371.0;177.0;588.0
158.0;-173.0;72.0;-607.0;279.0;-107;-210.0;376.0;180.0;622.0
174.0;-159.0;60.0;-639.0;292.0;-107;-197.0;398.0;184.0;678.0
187.0;-144.0;92.0;-636.0;300.0;-107;-191.0;425.0;181.0;674.0
197.0;-135.0;68.0;-656.0;302.0;-107;-186.0;435.0;180.0;671.0
208.0;-117.0;98.0;-637.0;307.0;-107;-180.0;435.0;176.0;614.0
211.0;-112.0;93.0;-645.0;306.0;-107;-179.0;416.0;174.0;628.0
235.0;-80.0;111.0;-681.0;308.0;-108;-135.0;438.0;183.0;742.0
250.0;-76.0;92.0;-676.0;294.0;-108;-129.0;437.0;128.0;667.0
244.0;-75.0;70.0;-666.0;291.0;-108;-122.0;429.0;136.0;667.0
217.0;-108.0;62.0;-656.0;313.0;-107;-187.0;410.0;175.0;649.0
217.0;-109.0;86.0;-647.0;313.0;-107;-189.0;413.0;170.0;651.0
215.0;-108.0;51.0;-667.0;311.0;-107;-192.0;418.0;174.0;652.0
216.0;-109.0;71.0;-644.0;312.0;-107;-195.0;417.0;176.0;653.0
216.0;-110.0;76.0;-643.0;311.0;-107;-195.0;409.0;176.0;659.0
215.0;-108.0;71.0;-653.0;314.0;-107;-193.0;426.0;176.0;659.0
217.0;-105.0;71.0;-661.0;319.0;-107;-191.0;425.0;176.0;658.0
214.0;-110.0;45.0;-656.0;316.0;-107;-195.0;419.0;173.0;652.0
215.0;-110.0;69.0;-661.0;317.0;-107;-194.0;427.0;172.0;657.0
214.0;-110.0;77.0;-703.0;321.0;-107;-190.0;417.0;176.0;651.0
216.0;-111.0;68.0;-635.0;318.0;-107;-191.0;413.0;174.0;656.0
216.0;-110.0;71.0;-667.0;319.0;-107;-192.0;418.0;175.0;656.0
217.0;-111.0;68.0;-647.0;321.0;-107;-191.0;408.0;176.0;654.0
216.0;-108.0;70.0;-673.0;320.0;-107;-191.0;418.0;176.0;652.0
288.0;97.0;61.0;-874.0;228.0;-124;-229.0;504.0;204.0;956.0
216.0;-110.0;61.0;-665.0;320.0;-107;-191.0;397.0;174.0;653.0
215.0;-110.0;71.0;-645.0;319.0;-107;-191.0;423.0;177.0;653.0
214.0;-110.0;73.0;-670.0;320.0;-107;-192.0;415.0;175.0;651.0
215.0;-108.0;81.0;-651.0;321.0;-107;-188.0;420.0;178.0;651.0
292.0;49.0;40.0;-793.0;83.0;-124;-273.0;418.0;273.0;724.0
212.0;-110.0;93.0;-665.0;320.0;-107;-190.0;380.0;174.0;649.0
213.0;-110.0;100.0;-643.0;321.0;-107;-190.0;378.0;176.0;647.0
213.0;-111.0;78.0;-669.0;320.0;-107;-192.0;378.0;178.0;650.0
210.0;-111.0;106.0;-677.0;321.0;-107;-193.0;368.0;176.0;647.0
210.0;-110.0;96.0;-653.0;321.0;-107;-194.0;372.0;177.0;654.0
211.0;-112.0;81.0;-584.0;322.0;-107;-194.0;447.0;177.0;668.0
208.0;-114.0;81.0;-555.0;322.0;-107;-194.0;378.0;178.0;662.0
203.0;-118.0;91.0;-688.0;323.0;-107;-196.0;369.0;178.0;650.0
86.0;-189.0;110.0;-603.0;350.0;-106;-252.0;136.0;225.0;539.0
33.0;-199.0;136.0;-601.0;353.0;-106;-259.0;109.0;203.0;287.0
-17.0;-186.0;174.0;-852.0;323.0;-106;-206.0;144.0;70.0;165.0
-65.0;-278.0;91.0;-2170.0;325.0;-108;-304.0;266.0;112.0;318.0
-105.0;-286.0;147.0;-842.0;365.0;-106;-366.0;327.0;2.0;637.0
-92.0;-281.0;120.0;-765.0;367.0;-106;-351.0;306.0;20.0;663.0
-77.0;-277.0;117.0;-820.0;367.0;-106;-346.0;273.0;37.0;673.0
-59.0;-275.0;100.0;-850.0;368.0;-107;-342.0;237.0;52.0;585.0
23.0;-269.0;115.0;-672.0;383.0;-107;-297.0;85.0;126.0;458.0
65.0;-266.0;124.0;-701.0;388.0;-107;-267.0;71.0;159.0;377.0
-221.0;-450.0;-10.0;-883.0;75.0;130;217.0;571.0;107.0;711.0
22.0;-374.0;97.0;-864.0;334.0;-106;-325.0;531.0;165.0;614.0
-19.0;-511.0;1038.0;-399.0;277.0;-154;-469.0;-175.0;-505.0;87.0
-6.0;-212.0;129.0;-531.0;233.0;-132;-283.0;84.0;38.0;493.0
-121.0;-340.0;103.0;-406.0;342.0;-107;-301.0;381.0;123.0;119.0
9.0;-396.0;108.0;-740.0;140.0;-156;-418.0;949.0;175.0;923.0
-57.0;-345.0;119.0;-696.0;329.0;-107;-296.0;658.0;176.0;666.0
40.0;-238.0;107.0;-342.0;302.0;-108;-260.0;226.0;200.0;690.0
100.0;-227.0;151.0;-336.0;315.0;-108;-262.0;123.0;225.0;495.0
221.0;-55.0;1.0;-1230.0;403.0;-156;-229.0;700.0;215.0;765.0
-505.0;-359.0;99.0;-540.0;-165.0;31;-167.0;174.0;178.0;466.0
-443.0;-314.0;63.0;-431.0;-251.0;20;-262.0;185.0;247.0;332.0
222.0;-93.0;97.0;-627.0;325.0;-108;-132.0;416.0;209.0;388.0
243.0;-70.0;94.0;-657.0;295.0;-108;-126.0;426.0;157.0;653.0
-231.0;-264.0;-158.0;-384.0;-448.0;-20;-269.0;133.0;303.0;266.0
-207.0;-172.0;27.0;-285.0;-296.0;17;-290.0;94.0;393.0;332.0
-188.0;-74.0;-27.0;-654.0;-496.0;-76;-503.0;268.0;529.0;378.0
190.0;-247.0;-106.0;-894.0;-71.0;-101;-591.0;802.0;203.0;868.0
197.0;-194.0;-127.0;-601.0;103.0;-155;-590.0;457.0;252.0;782.0
-196.0;-104.0;72.0;-257.0;-290.0;2;-226.0;286.0;283.0;295.0
-236.0;-66.0;-52.0;-424.0;-229.0;87;-150.0;258.0;200.0;432.0
231.0;-105.0;-170.0;-501.0;63.0;-105;-399.0;347.0;262.0;892.0
132.0;-144.0;16.0;-536.0;-37.0;-102;-756.0;112.0;134.0;973.0
208.0;-134.0;-83.0;-606.0;123.0;-155;-570.0;387.0;191.0;646.0
57.0;-239.0;-118.0;-760.0;79.0;-104;-383.0;282.0;227.0;610.0
23.0;-255.0;-116.0;-805.0;72.0;-105;-388.0;308.0;213.0;628.0
-1.0;-268.0;-98.0;-706.0;71.0;-104;-392.0;252.0;206.0;463.0
-30.0;-278.0;-141.0;-697.0;70.0;-105;-395.0;252.0;198.0;656.0
-66.0;-290.0;-91.0;-737.0;67.0;-105;-397.0;293.0;192.0;619.0
157.0;-133.0;180.0;-480.0;299.0;-108;-148.0;247.0;162.0;747.0
181.0;-142.0;57.0;-319.0;280.0;-107;-180.0;235.0;238.0;730.0
31.0;-185.0;102.0;-244.0;324.0;-107;-167.0;46.0;152.0;438.0
54.0;-99.0;-21.0;-10.0;442.0;-156;-224.0;-367.0;141.0;-24.0
-38.0;-2.0;99.0;104.0;453.0;-113;-25.0;-280.0;-53.0;-11.0
-157.0;-326.0;197.0;-837.0;375.0;-106;-365.0;532.0;-107.0;837.0
-98.0;-296.0;-91.0;-787.0;63.0;-105;-400.0;333.0;182.0;666.0
-16.0;-260.0;135.0;-652.0;344.0;-108;-289.0;190.0;65.0;517.0
18.0;-246.0;135.0;-646.0;342.0;-108;-289.0;170.0;93.0;481.0
50.0;-136.0;-49.0;-670.0;-613.0;-136;-500.0;492.0;685.0;390.0
39.0;-245.0;-1.0;-955.0;-284.0;-103;-602.0;395.0;229.0;621.0
386.0;243.0;81.0;-925.0;-637.0;-35;-687.0;690.0;683.0;813.0
-10.0;-302.0;-78.0;-596.0;-393.0;-144;-587.0;323.0;249.0;526.0
59.0;-187.0;-29.0;-580.0;-270.0;-103;-517.0;309.0;239.0;453.0
118.0;330.0;95.0;-230.0;-945.0;108;-761.0;54.0;806.0;224.0
85.0;-228.0;-62.0;-530.0;-296.0;-101;-643.0;310.0;211.0;657.0
93.0;-221.0;133.0;-696.0;341.0;-108;-282.0;172.0;133.0;434.0
129.0;-207.0;133.0;-618.0;343.0;-108;-280.0;137.0;154.0;414.0
251.0;-118.0;107.0;-897.0;-249.0;-94;-428.0;86.0;576.0;503.0
167.0;-192.0;91.0;-677.0;341.0;-108;-277.0;123.0;175.0;398.0
-107.0;-415.0;-227.0;-887.0;79.0;-108;-422.0;672.0;43.0;651.0
64.0;-155.0;-10.0;-596.0;-341.0;-102;-572.0;124.0;263.0;372.0
9.0;-300.0;-86.0;-417.0;-391.0;-144;-594.0;243.0;260.0;653.0
66.0;-183.0;0.0;-780.0;-267.0;-103;-500.0;219.0;241.0;540.0
264.0;34.0;-129.0;-508.0;-542.0;29;-723.0;65.0;668.0;457.0
107.0;239.0;26.0;-480.0;-570.0;-86;-664.0;124.0;594.0;492.0
-122.0;-298.0;-103.0;-521.0;58.0;-105;-402.0;412.0;167.0;491.0
-103.0;-295.0;-95.0;-327.0;55.0;-105;-404.0;312.0;167.0;466.0
56.0;-183.0;-40.0;-655.0;-305.0;-103;-486.0;219.0;230.0;547.0
273.0;-15.0;-158.0;-574.0;-483.0;-147;-445.0;251.0;316.0;672.0
56.0;-200.0;-15.0;-834.0;-305.0;-103;-502.0;272.0;236.0;591.0
182.0;6.0;-179.0;-789.0;-586.0;-88;-370.0;232.0;695.0;585.0
-37.0;-329.0;153.0;-1043.0;330.0;-107;-315.0;498.0;104.0;495.0
21.0;-251.0;-11.0;-769.0;-254.0;-103;-604.0;394.0;207.0;649.0
12.0;-269.0;-121.0;-833.0;-378.0;-144;-592.0;286.0;241.0;521.0
-65.0;-384.0;182.0;-1011.0;316.0;-106;-305.0;419.0;122.0;604.0
-152.0;-363.0;196.0;-774.0;341.0;-107;-350.0;255.0;-66.0;687.0
-194.0;-324.0;109.0;-1148.0;359.0;-107;-348.0;592.0;-87.0;846.0
-116.0;-354.0;82.0;-651.0;306.0;-109;-283.0;382.0;167.0;612.0
-101.0;-359.0;96.0;-509.0;303.0;-109;-273.0;391.0;188.0;657.0
-83.0;-353.0;79.0;-485.0;303.0;-109;-263.0;209.0;202.0;624.0
-64.0;-348.0;116.0;-541.0;304.0;-109;-246.0;235.0;218.0;445.0
