InertialMeasurementUnit RUA magneticY;InertialMeasurementUnit LUA accY;InertialMeasurementUnit BACK magneticZ;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit LUA magneticX;Accelerometer LUA^ accZ;InertialMeasurementUnit LUA magneticY;Accelerometer LUA_ accZ
-555.0;100.0;568.0;-64.0;188.0;447.0;-161.0;391.0;321.0
-556.0;101.0;565.0;-68.0;188.0;447.0;-180.0;391.0;311.0
-554.0;108.0;522.0;-28.0;210.0;447.0;-109.0;336.0;359.0
-562.0;163.0;542.0;-81.0;211.0;456.0;-72.0;336.0;377.0
-565.0;165.0;543.0;-97.0;209.0;455.0;-58.0;330.0;358.0
-574.0;32.0;585.0;-78.0;174.0;426.0;-133.0;400.0;312.0
-574.0;38.0;585.0;-76.0;176.0;424.0;-103.0;401.0;335.0
-574.0;48.0;585.0;-75.0;178.0;425.0;-92.0;401.0;371.0
-575.0;44.0;587.0;-71.0;181.0;428.0;-122.0;403.0;360.0
-575.0;37.0;584.0;-80.0;176.0;424.0;-112.0;398.0;358.0
-580.0;43.0;582.0;-88.0;187.0;427.0;-129.0;395.0;340.0
-580.0;43.0;579.0;-97.0;183.0;423.0;-121.0;388.0;330.0
-581.0;21.0;579.0;-97.0;183.0;425.0;-87.0;384.0;342.0
-582.0;11.0;580.0;-94.0;190.0;428.0;-120.0;384.0;348.0
-584.0;-2.0;574.0;-97.0;187.0;427.0;-79.0;376.0;355.0
-579.0;-13.0;568.0;-89.0;193.0;430.0;-92.0;368.0;334.0
-555.0;102.0;565.0;-66.0;190.0;448.0;-149.0;391.0;321.0
-552.0;100.0;564.0;-67.0;187.0;448.0;-189.0;391.0;339.0
-554.0;95.0;566.0;-59.0;192.0;452.0;-187.0;391.0;303.0
-560.0;66.0;557.0;-93.0;201.0;473.0;-284.0;385.0;280.0
-555.0;97.0;563.0;-60.0;196.0;455.0;-183.0;385.0;331.0
-579.0;-22.0;570.0;-83.0;195.0;430.0;-102.0;367.0;334.0
-580.0;-7.0;567.0;-90.0;192.0;427.0;-51.0;365.0;340.0
-566.0;78.0;553.0;-78.0;199.0;447.0;-142.0;356.0;312.0
-584.0;183.0;524.0;-240.0;249.0;587.0;-114.0;237.0;422.0
-595.0;226.0;426.0;-313.0;193.0;658.0;-38.0;208.0;505.0
-219.0;-120.0;77.0;410.0;788.0;896.0;-14.0;-134.0;461.0
-242.0;276.0;160.0;1010.0;1049.0;1229.0;-197.0;-155.0;325.0
-565.0;161.0;448.0;-318.0;314.0;527.0;-265.0;239.0;301.0
-580.0;120.0;467.0;-315.0;280.0;509.0;-186.0;263.0;346.0
-573.0;117.0;481.0;-273.0;266.0;503.0;-165.0;280.0;357.0
-471.0;117.0;246.0;144.0;265.0;690.0;-65.0;238.0;534.0
-280.0;-278.0;81.0;778.0;215.0;1048.0;354.0;381.0;715.0
-59.0;-278.0;13.0;990.0;407.0;1027.0;453.0;321.0;673.0
-565.0;84.0;570.0;-79.0;188.0;444.0;-151.0;384.0;328.0
-573.0;135.0;489.0;-244.0;261.0;499.0;-170.0;287.0;369.0
-564.0;135.0;501.0;-182.0;249.0;491.0;-134.0;302.0;362.0
-410.0;-31.0;296.0;283.0;479.0;760.0;31.0;127.0;362.0
-581.0;-9.0;567.0;-89.0;193.0;429.0;-84.0;364.0;346.0
-754.0;56.0;416.0;374.0;818.0;1048.0;-210.0;-182.0;353.0
-564.0;128.0;515.0;-125.0;241.0;484.0;-183.0;312.0;379.0
-565.0;82.0;559.0;-76.0;198.0;452.0;-184.0;369.0;292.0
-562.0;138.0;518.0;-105.0;239.0;481.0;-161.0;318.0;330.0
-563.0;137.0;524.0;-91.0;235.0;477.0;-177.0;323.0;362.0
-566.0;93.0;558.0;-75.0;197.0;451.0;-173.0;367.0;317.0
-566.0;99.0;558.0;-76.0;197.0;452.0;-161.0;367.0;328.0
-566.0;104.0;559.0;-76.0;198.0;452.0;-157.0;366.0;308.0
-581.0;-3.0;568.0;-86.0;197.0;433.0;-78.0;367.0;349.0
-580.0;65.0;569.0;-101.0;191.0;431.0;-61.0;369.0;359.0
-581.0;45.0;571.0;-107.0;190.0;428.0;-72.0;368.0;359.0
-581.0;15.0;573.0;-102.0;192.0;432.0;-74.0;367.0;358.0
-583.0;35.0;572.0;-85.0;192.0;428.0;-88.0;370.0;359.0
-577.0;-30.0;576.0;-62.0;186.0;430.0;-139.0;386.0;338.0
-573.0;-34.0;577.0;-62.0;173.0;423.0;-116.0;392.0;347.0
-570.0;-47.0;578.0;-55.0;171.0;421.0;-93.0;403.0;358.0
-562.0;-11.0;584.0;-42.0;161.0;415.0;-81.0;423.0;357.0
-552.0;-19.0;607.0;-41.0;156.0;410.0;-55.0;452.0;353.0
-549.0;-33.0;611.0;-45.0;157.0;415.0;-62.0;459.0;340.0
-551.0;89.0;604.0;-62.0;147.0;413.0;-89.0;469.0;330.0
-530.0;553.0;356.0;277.0;396.0;273.0;-359.0;760.0;260.0
-527.0;-107.0;591.0;-47.0;60.0;555.0;30.0;464.0;339.0
-565.0;103.0;533.0;-78.0;229.0;471.0;-177.0;334.0;342.0
-565.0;99.0;557.0;-78.0;198.0;452.0;-146.0;367.0;329.0
-543.0;-24.0;626.0;-42.0;153.0;425.0;-146.0;454.0;371.0
-521.0;73.0;582.0;61.0;-126.0;533.0;-331.0;511.0;452.0
-565.0;89.0;557.0;-73.0;198.0;454.0;-182.0;366.0;312.0
-567.0;105.0;538.0;-78.0;222.0;466.0;-217.0;340.0;344.0
-541.0;79.0;622.0;-32.0;176.0;445.0;-28.0;442.0;474.0
-545.0;89.0;615.0;-40.0;179.0;446.0;-6.0;432.0;448.0
-575.0;451.0;483.0;-93.0;338.0;648.0;82.0;128.0;376.0
-563.0;158.0;473.0;-80.0;216.0;624.0;52.0;137.0;479.0
-558.0;72.0;612.0;-35.0;197.0;458.0;-10.0;419.0;362.0
-563.0;67.0;452.0;-70.0;151.0;604.0;-159.0;121.0;486.0
-556.0;36.0;439.0;-59.0;131.0;597.0;-133.0;113.0;450.0
-561.0;52.0;604.0;-45.0;197.0;458.0;-23.0;407.0;314.0
-565.0;72.0;602.0;-43.0;207.0;462.0;-71.0;398.0;291.0
-546.0;-2.0;424.0;-42.0;118.0;595.0;-56.0;102.0;510.0
-574.0;62.0;595.0;-53.0;209.0;464.0;-127.0;379.0;310.0
-581.0;59.0;596.0;-50.0;207.0;467.0;-152.0;379.0;304.0
-566.0;108.0;541.0;-79.0;221.0;465.0;-195.0;340.0;343.0
-584.0;39.0;591.0;-61.0;195.0;463.0;-131.0;375.0;288.0
-590.0;15.0;593.0;-60.0;194.0;460.0;-153.0;376.0;321.0
-557.0;100.0;561.0;-64.0;196.0;452.0;-151.0;381.0;321.0
-558.0;100.0;556.0;-69.0;193.0;454.0;-132.0;377.0;328.0
-565.0;82.0;555.0;-75.0;197.0;452.0;-154.0;363.0;319.0
-567.0;104.0;542.0;-81.0;217.0;465.0;-155.0;345.0;320.0
-567.0;111.0;546.0;-81.0;214.0;462.0;-174.0;352.0;319.0
-565.0;83.0;560.0;-69.0;202.0;456.0;-157.0;364.0;308.0
-567.0;85.0;556.0;-74.0;200.0;452.0;-163.0;362.0;303.0
-565.0;82.0;556.0;-77.0;199.0;451.0;-133.0;361.0;327.0
-565.0;95.0;556.0;-77.0;201.0;452.0;-188.0;360.0;307.0
-568.0;92.0;553.0;-78.0;199.0;452.0;-163.0;358.0;323.0
-568.0;115.0;547.0;-83.0;212.0;461.0;-163.0;352.0;322.0
-541.0;100.0;579.0;-18.0;184.0;445.0;-59.0;365.0;349.0
-219.0;93.0;82.0;114.0;-325.0;341.0;-214.0;237.0;109.0
-567.0;109.0;550.0;-84.0;210.0;460.0;-164.0;351.0;330.0
-566.0;104.0;550.0;-84.0;211.0;460.0;-191.0;354.0;329.0
-559.0;60.0;493.0;-66.0;208.0;449.0;-114.0;303.0;371.0
-560.0;63.0;492.0;-84.0;211.0;446.0;-124.0;299.0;376.0
-566.0;113.0;554.0;-86.0;207.0;457.0;-173.0;355.0;305.0
-568.0;105.0;553.0;-87.0;205.0;457.0;-162.0;355.0;330.0
-570.0;93.0;555.0;-87.0;205.0;454.0;-176.0;358.0;317.0
-586.0;185.0;535.0;-249.0;270.0;576.0;-93.0;239.0;450.0
-582.0;183.0;530.0;-225.0;295.0;567.0;-112.0;208.0;454.0
-588.0;220.0;520.0;-257.0;311.0;587.0;-67.0;208.0;467.0
-644.0;247.0;469.0;-302.0;308.0;608.0;-105.0;155.0;467.0
-372.0;27.0;159.0;-149.0;-145.0;441.0;-167.0;53.0;223.0
-398.0;55.0;201.0;-182.0;-233.0;463.0;-22.0;91.0;229.0
-550.0;337.0;152.0;-759.0;-256.0;430.0;-290.0;306.0;270.0
-359.0;100.0;271.0;-206.0;-363.0;452.0;118.0;204.0;332.0
-541.0;21.0;586.0;-28.0;163.0;444.0;-71.0;379.0;327.0
-540.0;25.0;589.0;-41.0;153.0;444.0;-98.0;382.0;291.0
-543.0;-14.0;589.0;-55.0;148.0;450.0;-175.0;388.0;306.0
-543.0;-76.0;591.0;-75.0;142.0;453.0;-161.0;393.0;320.0
-545.0;-70.0;588.0;-87.0;138.0;457.0;-207.0;399.0;328.0
-547.0;168.0;582.0;-102.0;147.0;472.0;-71.0;421.0;328.0
-566.0;85.0;554.0;-79.0;199.0;451.0;-163.0;358.0;297.0
-567.0;91.0;556.0;-75.0;205.0;455.0;-172.0;360.0;297.0
-541.0;204.0;454.0;-190.0;421.0;668.0;-199.0;179.0;370.0
-578.0;172.0;517.0;-217.0;289.0;580.0;-81.0;205.0;479.0
-580.0;172.0;517.0;-217.0;289.0;581.0;-78.0;204.0;483.0
-579.0;192.0;516.0;-219.0;295.0;581.0;-72.0;204.0;514.0
-588.0;157.0;529.0;-289.0;293.0;584.0;-123.0;219.0;455.0
-565.0;84.0;568.0;-79.0;188.0;444.0;-164.0;379.0;318.0
-570.0;92.0;556.0;-88.0;204.0;454.0;-171.0;357.0;316.0
-569.0;99.0;558.0;-88.0;202.0;453.0;-174.0;359.0;310.0
-571.0;101.0;559.0;-89.0;201.0;452.0;-172.0;361.0;310.0
-585.0;134.0;511.0;-205.0;317.0;582.0;-131.0;159.0;440.0
-583.0;158.0;506.0;-195.0;312.0;580.0;-88.0;161.0;455.0
-551.0;26.0;510.0;-19.0;203.0;443.0;-136.0;325.0;388.0
-235.0;266.0;22.0;14.0;517.0;575.0;-121.0;-245.0;426.0
-522.0;45.0;262.0;-402.0;565.0;1039.0;-178.0;136.0;375.0
-568.0;87.0;554.0;-79.0;200.0;452.0;-165.0;358.0;308.0
-455.0;-216.0;98.0;-317.0;217.0;768.0;175.0;-167.0;233.0
-569.0;90.0;555.0;-79.0;200.0;451.0;-180.0;359.0;328.0
-568.0;90.0;557.0;-74.0;204.0;456.0;-165.0;360.0;321.0
-542.0;186.0;569.0;-96.0;166.0;490.0;-76.0;418.0;351.0
-535.0;127.0;563.0;-80.0;171.0;500.0;-59.0;413.0;365.0
-571.0;-39.0;652.0;-85.0;153.0;579.0;-8.0;476.0;417.0
-463.0;-176.0;343.0;253.0;215.0;604.0;202.0;768.0;705.0
-376.0;145.0;519.0;136.0;131.0;503.0;-56.0;558.0;462.0
-384.0;330.0;580.0;190.0;223.0;594.0;-278.0;412.0;322.0
-420.0;42.0;354.0;-158.0;309.0;602.0;-209.0;10.0;288.0
-571.0;104.0;557.0;-90.0;199.0;451.0;-178.0;360.0;319.0
-570.0;91.0;558.0;-91.0;200.0;450.0;-187.0;362.0;312.0
214.0;201.0;-186.0;863.0;819.0;863.0;-60.0;-317.0;370.0
136.0;438.0;-204.0;948.0;825.0;826.0;-415.0;-325.0;165.0
-571.0;96.0;558.0;-92.0;198.0;450.0;-167.0;361.0;311.0
-572.0;93.0;561.0;-91.0;197.0;449.0;-163.0;363.0;311.0
-571.0;82.0;560.0;-88.0;197.0;449.0;-165.0;362.0;317.0
-568.0;79.0;558.0;-90.0;197.0;450.0;-177.0;362.0;308.0
-570.0;75.0;560.0;-86.0;197.0;451.0;-162.0;362.0;314.0
-568.0;76.0;560.0;-86.0;198.0;451.0;-166.0;365.0;302.0
-569.0;85.0;558.0;-84.0;200.0;453.0;-170.0;365.0;317.0
-581.0;127.0;506.0;-190.0;306.0;579.0;-70.0;161.0;456.0
-569.0;97.0;560.0;-83.0;199.0;452.0;-156.0;367.0;329.0
-570.0;93.0;559.0;-83.0;198.0;453.0;-154.0;368.0;304.0
-568.0;99.0;560.0;-84.0;196.0;452.0;-159.0;369.0;322.0
-580.0;118.0;508.0;-178.0;300.0;578.0;-54.0;166.0;447.0
-576.0;115.0;512.0;-174.0;305.0;576.0;-50.0;171.0;494.0
-568.0;96.0;561.0;-83.0;197.0;451.0;-190.0;371.0;311.0
-579.0;153.0;517.0;-180.0;316.0;575.0;-32.0;175.0;530.0
-579.0;191.0;520.0;-185.0;321.0;574.0;-71.0;180.0;495.0
-825.0;-149.0;719.0;-224.0;-395.0;939.0;302.0;459.0;522.0
-569.0;97.0;562.0;-81.0;198.0;452.0;-184.0;369.0;299.0
-567.0;90.0;562.0;-83.0;197.0;451.0;-163.0;372.0;304.0
-570.0;94.0;561.0;-83.0;198.0;450.0;-164.0;371.0;310.0
-565.0;82.0;564.0;-78.0;195.0;447.0;-164.0;380.0;324.0
-565.0;81.0;567.0;-75.0;194.0;448.0;-174.0;381.0;317.0
-581.0;121.0;524.0;-180.0;317.0;570.0;-122.0;182.0;428.0
-570.0;90.0;561.0;-82.0;194.0;450.0;-172.0;370.0;314.0
-568.0;87.0;561.0;-83.0;195.0;450.0;-164.0;374.0;321.0
-328.0;-279.0;153.0;-151.0;-561.0;403.0;54.0;307.0;-157.0
-569.0;96.0;561.0;-84.0;194.0;449.0;-179.0;374.0;292.0
-571.0;90.0;561.0;-86.0;192.0;448.0;-152.0;374.0;309.0
-570.0;84.0;560.0;-86.0;191.0;447.0;-142.0;373.0;324.0
-570.0;81.0;561.0;-86.0;193.0;448.0;-163.0;374.0;310.0
-570.0;83.0;561.0;-85.0;192.0;447.0;-163.0;373.0;311.0
-564.0;85.0;570.0;-74.0;195.0;448.0;-142.0;382.0;322.0
-572.0;79.0;562.0;-85.0;191.0;447.0;-162.0;371.0;296.0
-571.0;85.0;560.0;-85.0;193.0;449.0;-144.0;371.0;314.0
-572.0;82.0;559.0;-85.0;195.0;448.0;-146.0;371.0;310.0
-569.0;85.0;560.0;-85.0;195.0;450.0;-146.0;370.0;313.0
-570.0;84.0;561.0;-85.0;196.0;449.0;-159.0;369.0;338.0
-571.0;89.0;559.0;-86.0;196.0;449.0;-158.0;367.0;312.0
-570.0;86.0;558.0;-82.0;196.0;451.0;-172.0;365.0;291.0
-590.0;-4.0;217.0;-111.0;-150.0;573.0;161.0;342.0;382.0
-569.0;93.0;560.0;-82.0;195.0;450.0;-136.0;367.0;320.0
-568.0;91.0;559.0;-86.0;195.0;451.0;-153.0;366.0;306.0
-571.0;84.0;560.0;-83.0;197.0;451.0;-143.0;366.0;320.0
-569.0;86.0;560.0;-84.0;198.0;450.0;-164.0;366.0;320.0
-568.0;86.0;560.0;-84.0;196.0;452.0;-166.0;367.0;301.0
-570.0;89.0;560.0;-84.0;196.0;452.0;-182.0;367.0;313.0
-567.0;328.0;601.0;51.0;12.0;559.0;93.0;490.0;469.0
-500.0;140.0;629.0;-135.0;123.0;517.0;-69.0;452.0;451.0
-509.0;119.0;628.0;-151.0;138.0;507.0;28.0;437.0;438.0
-520.0;143.0;633.0;-167.0;159.0;502.0;77.0;423.0;417.0
-568.0;88.0;555.0;-77.0;203.0;452.0;-168.0;358.0;320.0
-523.0;89.0;645.0;-175.0;187.0;507.0;110.0;413.0;429.0
-526.0;46.0;643.0;-199.0;199.0;500.0;74.0;390.0;450.0
-577.0;-41.0;627.0;-280.0;244.0;462.0;-5.0;305.0;426.0
-582.0;50.0;624.0;-278.0;246.0;459.0;30.0;306.0;430.0
-567.0;90.0;556.0;-78.0;201.0;453.0;-160.0;361.0;317.0
-595.0;92.0;611.0;-323.0;216.0;457.0;117.0;289.0;488.0
-618.0;-145.0;563.0;-375.0;210.0;447.0;-61.0;214.0;482.0
-601.0;144.0;539.0;-327.0;236.0;451.0;-129.0;227.0;394.0
35.0;124.0;-330.0;607.0;931.0;744.0;-117.0;-510.0;384.0
258.0;55.0;-260.0;1062.0;925.0;924.0;-222.0;-351.0;311.0
-612.0;32.0;548.0;-384.0;233.0;440.0;-162.0;206.0;368.0
-604.0;115.0;549.0;-324.0;206.0;453.0;-164.0;236.0;404.0
-552.0;232.0;498.0;-419.0;256.0;623.0;-131.0;266.0;448.0
-594.0;139.0;557.0;-304.0;220.0;476.0;-127.0;260.0;379.0
-595.0;144.0;552.0;-316.0;214.0;472.0;-129.0;256.0;379.0
-602.0;134.0;548.0;-361.0;221.0;466.0;-136.0;246.0;397.0
-569.0;92.0;561.0;-83.0;196.0;450.0;-154.0;369.0;317.0
-569.0;97.0;562.0;-82.0;193.0;452.0;-146.0;369.0;312.0
-569.0;94.0;560.0;-82.0;195.0;453.0;-164.0;366.0;318.0
-568.0;100.0;561.0;-82.0;197.0;451.0;-154.0;370.0;312.0
-568.0;92.0;559.0;-82.0;198.0;453.0;-172.0;367.0;321.0
-568.0;92.0;559.0;-80.0;200.0;452.0;-152.0;367.0;319.0
-569.0;91.0;559.0;-81.0;199.0;452.0;-166.0;366.0;321.0
-568.0;92.0;558.0;-79.0;201.0;454.0;-177.0;363.0;314.0
-568.0;97.0;557.0;-81.0;201.0;452.0;-182.0;363.0;340.0
-567.0;97.0;556.0;-82.0;201.0;452.0;-157.0;361.0;329.0
-571.0;98.0;556.0;-81.0;201.0;453.0;-149.0;361.0;312.0
-572.0;96.0;557.0;-84.0;201.0;452.0;-185.0;358.0;327.0
-570.0;90.0;555.0;-85.0;200.0;452.0;-162.0;359.0;315.0
-565.0;82.0;563.0;-81.0;191.0;445.0;-145.0;378.0;281.0
-568.0;99.0;555.0;-84.0;201.0;453.0;-180.0;358.0;320.0
-569.0;90.0;556.0;-82.0;202.0;453.0;-179.0;359.0;311.0
-570.0;95.0;554.0;-81.0;204.0;454.0;-189.0;355.0;320.0
-570.0;89.0;554.0;-82.0;203.0;453.0;-153.0;355.0;311.0
-570.0;97.0;555.0;-82.0;201.0;453.0;-138.0;358.0;320.0
-569.0;96.0;554.0;-80.0;204.0;452.0;-172.0;356.0;309.0
-569.0;96.0;554.0;-81.0;202.0;455.0;-183.0;356.0;313.0
-568.0;94.0;551.0;-80.0;203.0;455.0;-181.0;356.0;286.0
-565.0;80.0;550.0;-78.0;207.0;452.0;-164.0;351.0;341.0
-567.0;43.0;481.0;-119.0;235.0;447.0;-76.0;283.0;379.0
-568.0;31.0;478.0;-117.0;234.0;448.0;-77.0;281.0;368.0
-567.0;15.0;477.0;-120.0;232.0;445.0;-75.0;279.0;348.0
-572.0;-11.0;483.0;-123.0;228.0;444.0;-104.0;271.0;355.0
-576.0;68.0;498.0;-136.0;231.0;444.0;-162.0;278.0;323.0
-578.0;46.0;507.0;-135.0;234.0;448.0;-155.0;282.0;307.0
-436.0;55.0;252.0;252.0;391.0;489.0;-141.0;-108.0;290.0
-565.0;72.0;551.0;-75.0;211.0;453.0;-146.0;351.0;345.0
-436.0;42.0;251.0;248.0;389.0;486.0;-110.0;-111.0;297.0
-596.0;168.0;539.0;-350.0;236.0;473.0;-151.0;213.0;379.0
-566.0;57.0;551.0;-71.0;213.0;454.0;-140.0;352.0;315.0
-592.0;150.0;535.0;-320.0;251.0;476.0;-115.0;208.0;391.0
-631.0;265.0;472.0;-502.0;209.0;641.0;-129.0;246.0;479.0
-579.0;70.0;513.0;-149.0;226.0;445.0;-151.0;294.0;319.0
-565.0;58.0;549.0;-78.0;208.0;451.0;-162.0;350.0;323.0
-579.0;104.0;527.0;-175.0;301.0;568.0;-131.0;186.0;445.0
-372.0;100.0;458.0;-562.0;-242.0;483.0;-114.0;489.0;-20.0
-600.0;358.0;435.0;-465.0;-332.0;521.0;-15.0;345.0;524.0
-441.0;8.0;249.0;227.0;389.0;479.0;-96.0;-122.0;305.0
-441.0;16.0;249.0;225.0;392.0;479.0;-82.0;-120.0;315.0
-439.0;24.0;247.0;225.0;392.0;478.0;-95.0;-121.0;322.0
-413.0;52.0;202.0;244.0;397.0;477.0;-126.0;-151.0;278.0
-440.0;9.0;253.0;230.0;402.0;480.0;-103.0;-122.0;294.0
-428.0;-32.0;236.0;236.0;407.0;484.0;-48.0;-135.0;317.0
-448.0;-28.0;244.0;214.0;414.0;459.0;-63.0;-159.0;336.0
-456.0;153.0;571.0;236.0;-38.0;551.0;-7.0;508.0;422.0
-573.0;97.0;582.0;154.0;-20.0;563.0;-80.0;482.0;291.0
-642.0;-200.0;490.0;75.0;-101.0;709.0;244.0;701.0;733.0
-426.0;19.0;223.0;229.0;440.0;480.0;-65.0;-158.0;337.0
-568.0;131.0;547.0;-103.0;209.0;455.0;-116.0;326.0;350.0
-565.0;77.0;561.0;-82.0;189.0;444.0;-155.0;378.0;334.0
-550.0;-12.0;507.0;-17.0;204.0;447.0;-113.0;322.0;391.0
-551.0;-14.0;501.0;-25.0;200.0;447.0;-69.0;311.0;411.0
-443.0;52.0;251.0;220.0;410.0;480.0;-99.0;-121.0;320.0
-711.0;-710.0;15.0;-676.0;131.0;778.0;661.0;-244.0;255.0
-568.0;82.0;565.0;-75.0;201.0;449.0;-177.0;381.0;309.0
-567.0;85.0;564.0;-79.0;196.0;448.0;-163.0;378.0;301.0
-398.0;324.0;148.0;65.0;-445.0;422.0;-245.0;394.0;264.0
-566.0;82.0;563.0;-81.0;193.0;446.0;-186.0;377.0;316.0
-566.0;80.0;565.0;-77.0;195.0;448.0;-134.0;380.0;328.0
-568.0;97.0;554.0;-81.0;205.0;455.0;-171.0;358.0;308.0
-790.0;41.0;653.0;-553.0;76.0;588.0;33.0;434.0;436.0
-596.0;132.0;581.0;-331.0;146.0;439.0;-42.0;329.0;396.0
-591.0;67.0;586.0;-280.0;137.0;426.0;-114.0;309.0;371.0
-591.0;-4.0;585.0;-280.0;141.0;433.0;-159.0;290.0;394.0
-593.0;-46.0;581.0;-287.0;153.0;437.0;-137.0;276.0;381.0
-598.0;84.0;565.0;-323.0;214.0;443.0;-92.0;248.0;400.0
-606.0;134.0;556.0;-376.0;232.0;465.0;-81.0;254.0;420.0
