InertialMeasurementUnit R-SHOE EuY;Accelerometer RUA^ accY;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit RUA accX;InertialMeasurementUnit LLA gyroZ
-29;902.0;7.0;-41.0;297.0;-71;42.0;418;-809.0;-108.0
-22;860.0;3.0;-29.0;299.0;-147;-1.0;338;-832.0;28.0
-30;700.0;23.0;-171.0;653.0;-76;-112.0;446;-616.0;162.0
-27;821.0;19.0;13.0;345.0;-71;4.0;417;-791.0;42.0
-24;885.0;49.0;41.0;339.0;-15;-51.0;359;-878.0;-24.0
-27;903.0;8.0;23.0;181.0;-71;-29.0;416;-635.0;237.0
-32;551.0;15.0;7.0;247.0;-74;-3.0;480;-390.0;32.0
-30;617.0;-72.0;123.0;550.0;-75;136.0;438;-565.0;-130.0
-25;669.0;14.0;-5.0;191.0;-75;10.0;377;-521.0;33.0
-22;860.0;11.0;-25.0;308.0;-147;-23.0;327;-813.0;19.0
-25;811.0;1.0;8.0;520.0;-75;15.0;394;-751.0;124.0
-29;901.0;-7.0;-26.0;310.0;-71;-9.0;415;-817.0;205.0
-34;879.0;-32.0;13.0;330.0;-75;21.0;508;-800.0;83.0
-29;907.0;-42.0;-15.0;293.0;-71;-2.0;413;-833.0;9.0
-24;831.0;-60.0;2.0;305.0;-74;-770.0;380;-738.0;611.0
-20;1032.0;-314.0;-21.0;277.0;-138;-103.0;343;-954.0;332.0
-67;933.0;-26.0;173.0;122.0;38;209.0;981;-905.0;-338.0
-25;880.0;-25.0;-30.0;260.0;-75;-185.0;388;-871.0;-171.0
-25;909.0;76.0;-11.0;209.0;-75;-270.0;386;-869.0;-817.0
-25;883.0;-71.0;-22.0;247.0;-75;-30.0;377;-782.0;146.0
-25;925.0;-146.0;-20.0;287.0;-75;-76.0;381;-905.0;90.0
-21;969.0;247.0;-336.0;246.0;-134;-288.0;338;-830.0;-75.0
-25;945.0;76.0;39.0;172.0;-75;83.0;377;-826.0;115.0
-25;940.0;-71.0;31.0;296.0;-75;166.0;421;-860.0;-4.0
-23;950.0;-143.0;-74.0;150.0;-14;-272.0;353;-873.0;988.0
-25;964.0;-11.0;28.0;452.0;-115;38.0;360;-977.0;272.0
-20;940.0;-87.0;57.0;142.0;8;44.0;356;-850.0;71.0
-25;984.0;81.0;-28.0;178.0;-75;17.0;386;-871.0;550.0
-26;1013.0;-51.0;-23.0;190.0;-74;-151.0;418;-917.0;2.0
-20;1040.0;37.0;29.0;155.0;-129;47.0;331;-956.0;-124.0
-25;975.0;12.0;12.0;276.0;-75;-4.0;388;-915.0;-13.0
-25;985.0;-18.0;6.0;294.0;-115;15.0;349;-927.0;-336.0
-23;979.0;151.0;-24.0;178.0;-12;-73.0;340;-948.0;-26.0
-26;1030.0;-8.0;-6.0;162.0;174;5.0;358;-973.0;-35.0
-23;918.0;81.0;-301.0;342.0;-12;-530.0;391;-917.0;-474.0
-21;1000.0;-84.0;50.0;251.0;-144;42.0;353;-968.0;31.0
-20;1011.0;-9.0;5.0;259.0;-154;9.0;343;-965.0;36.0
-25;1090.0;-37.0;-26.0;-5.0;-116;2.0;347;-1009.0;145.0
-21;987.0;196.0;213.0;194.0;124;346.0;354;-963.0;-605.0
-31;999.0;54.0;-368.0;197.0;-125;145.0;500;-1024.0;-166.0
-47;982.0;-76.0;203.0;106.0;-4;58.0;1802;-818.0;406.0
-20;1010.0;8.0;-12.0;252.0;-154;13.0;345;-962.0;3.0
-24;1010.0;759.0;-18.0;229.0;-75;329.0;419;-815.0;-45.0
-24;836.0;3.0;22.0;525.0;-31;91.0;357;-828.0;10.0
-26;1078.0;-55.0;-11.0;337.0;-74;-31.0;430;-947.0;65.0
-27;1003.0;47.0;0.0;414.0;-71;6.0;388;-697.0;69.0
-25;1000.0;39.0;128.0;211.0;-75;468.0;379;-920.0;888.0
-25;802.0;-106.0;-9.0;503.0;-75;-15.0;388;-721.0;437.0
-33;571.0;-35.0;396.0;356.0;-76;420.0;477;-770.0;-223.0
-21;1014.0;-16.0;-21.0;261.0;-144;-33.0;346;-959.0;225.0
-27;698.0;-13.0;-7.0;476.0;-78;-5.0;426;-653.0;37.0
-26;903.0;-17.0;122.0;274.0;-3;160.0;185;-1019.0;324.0
-20;1006.0;-46.0;-16.0;234.0;-156;-17.0;341;-972.0;87.0
-35;996.0;184.0;-188.0;135.0;-10;-110.0;363;-915.0;185.0
-21;1030.0;-712.0;-26.0;415.0;-8;-76.0;382;-891.0;275.0
-20;1010.0;-5.0;3.0;258.0;-154;-3.0;345;-963.0;64.0
-24;436.0;16.0;8.0;745.0;-74;-23.0;383;-438.0;32.0
-34;790.0;-10.0;15.0;443.0;-8;-78.0;1953;-1014.0;-766.0
-38;1096.0;124.0;-404.0;232.0;2;-250.0;345;-954.0;2103.0
-76;1204.0;-248.0;192.0;193.0;6;25.0;-407;-892.0;502.0
-25;708.0;-184.0;-21.0;366.0;-75;-30.0;373;-641.0;53.0
-20;1030.0;1.0;-14.0;176.0;-130;-5.0;332;-983.0;46.0
-27;933.0;-36.0;2.0;103.0;-124;11.0;402;-895.0;18.0
-29;1053.0;-11.0;2.0;208.0;-71;6.0;439;-954.0;20.0
