InertialMeasurementUnit L-SHOE EuX;Accelerometer RUA_ accY;Accelerometer RWR accY;InertialMeasurementUnit RLA accX
144;570.0;580.0;-249.0
-57;608.0;313.0;-472.0
-81;1010.0;453.0;-779.0
145;670.0;262.0;-501.0
-57;640.0;255.0;-423.0
125;539.0;693.0;-464.0
-48;680.0;385.0;-578.0
-45;631.0;263.0;-576.0
-57;597.0;311.0;-412.0
-48;897.0;114.0;-843.0
139;863.0;632.0;-176.0
-144;493.0;518.0;-454.0
144;613.0;393.0;-439.0
141;392.0;462.0;-759.0
-57;652.0;696.0;-531.0
37;471.0;206.0;-477.0
-150;420.0;350.0;19.0
64;781.0;685.0;-708.0
-166;-262.0;19.0;423.0
-52;986.0;287.0;-925.0
141;676.0;550.0;-824.0
-57;646.0;661.0;-504.0
139;434.0;696.0;-356.0
-124;266.0;492.0;-338.0
-153;550.0;391.0;-505.0
89;834.0;339.0;-763.0
-150;578.0;510.0;-420.0
116;577.0;622.0;-519.0
-157;493.0;648.0;36.0
-81;688.0;414.0;-591.0
-21;649.0;321.0;-427.0
-67;878.0;749.0;-829.0
-4;518.0;622.0;-642.0
97;470.0;581.0;-464.0
125;505.0;520.0;-544.0
145;670.0;445.0;-524.0
145;350.0;542.0;-524.0
-81;595.0;561.0;-694.0
-53;773.0;774.0;-505.0
-59;624.0;629.0;-630.0
-121;602.0;606.0;-513.0
-153;655.0;495.0;-529.0
145;682.0;473.0;-517.0
-121;512.0;684.0;-405.0
97;431.0;368.0;-402.0
-115;377.0;71.0;-440.0
124;514.0;834.0;-490.0
-160;798.0;477.0;-528.0
145;659.0;578.0;-656.0
102;555.0;318.0;-411.0
-153;598.0;533.0;-110.0
-47;357.0;103.0;-232.0
-81;490.0;207.0;-234.0
125;689.0;617.0;-503.0
-66;685.0;628.0;-724.0
-136;787.0;556.0;-632.0
-38;652.0;581.0;-750.0
139;461.0;142.0;-389.0
175;696.0;592.0;-459.0
-48;794.0;452.0;-699.0
-101;806.0;409.0;-628.0
-167;191.0;267.0;126.0
125;565.0;603.0;-551.0
66;632.0;660.0;-596.0
-84;575.0;624.0;-603.0
139;474.0;479.0;-490.0
-3;665.0;945.0;-533.0
144;760.0;302.0;-396.0
125;507.0;544.0;-355.0
-63;847.0;643.0;-1004.0
39;983.0;1349.0;-285.0
145;575.0;588.0;-659.0
84;902.0;513.0;-880.0
-81;773.0;392.0;-295.0
125;498.0;468.0;-351.0
66;866.0;568.0;-702.0
57;739.0;616.0;-752.0
18;708.0;667.0;-666.0
-97;328.0;144.0;-43.0
-133;520.0;582.0;-303.0
125;470.0;406.0;-336.0
-57;612.0;335.0;-526.0
-121;600.0;617.0;-504.0
115;637.0;631.0;-567.0
-69;713.0;391.0;-474.0
145;610.0;520.0;-656.0
173;668.0;419.0;-408.0
-114;593.0;16.0;-763.0
125;536.0;425.0;-334.0
-132;597.0;581.0;-521.0
125;513.0;375.0;-340.0
156;567.0;446.0;-427.0
126;-120.0;260.0;131.0
125;486.0;368.0;-361.0
34;569.0;683.0;-598.0
125;496.0;377.0;-367.0
97;287.0;494.0;-260.0
158;527.0;385.0;-452.0
140;425.0;322.0;-276.0
-63;707.0;792.0;-276.0
125;457.0;374.0;-347.0
125;475.0;399.0;-339.0
-123;685.0;565.0;-504.0
145;634.0;501.0;-579.0
-84;574.0;746.0;-540.0
-81;673.0;419.0;-561.0
-123;416.0;497.0;-480.0
145;431.0;547.0;-462.0
125;517.0;361.0;-336.0
145;669.0;475.0;-511.0
139;521.0;237.0;-440.0
-123;696.0;630.0;-488.0
174;587.0;397.0;-309.0
97;601.0;384.0;-309.0
167;425.0;306.0;-448.0
125;498.0;367.0;-444.0
125;554.0;338.0;-429.0
125;581.0;423.0;-359.0
97;572.0;213.0;-384.0
-97;402.0;290.0;-343.0
82;726.0;647.0;-496.0
175;619.0;536.0;-521.0
165;556.0;464.0;-375.0
139;630.0;369.0;-348.0
141;182.0;27.0;-75.0
-123;391.0;401.0;-616.0
175;621.0;444.0;-489.0
137;581.0;553.0;-1061.0
125;557.0;376.0;-331.0
144;647.0;403.0;-509.0
153;516.0;359.0;-412.0
145;662.0;374.0;-489.0
-155;459.0;483.0;-393.0
37;692.0;281.0;-51.0
125;478.0;370.0;-303.0
-47;-150.0;-623.0;205.0
126;489.0;294.0;-372.0
97;666.0;401.0;-424.0
145;623.0;378.0;-444.0
144;665.0;433.0;-526.0
156;575.0;654.0;-791.0
145;767.0;524.0;-563.0
-52;856.0;369.0;-776.0
-57;679.0;793.0;-524.0
-154;627.0;392.0;-453.0
-153;644.0;584.0;-479.0
176;574.0;354.0;-355.0
125;668.0;673.0;-538.0
-152;316.0;758.0;-169.0
141;279.0;339.0;-679.0
167;598.0;790.0;-419.0
80;461.0;546.0;-662.0
139;647.0;520.0;-379.0
-91;768.0;593.0;-815.0
34;816.0;676.0;-623.0
139;302.0;292.0;-314.0
145;676.0;458.0;-534.0
57;657.0;582.0;-1256.0
125;409.0;470.0;-526.0
-57;467.0;666.0;-297.0
67;331.0;-132.0;-689.0
-114;875.0;512.0;-260.0
-158;208.0;-34.0;51.0
-166;-84.0;-38.0;151.0
144;679.0;454.0;-527.0
174;595.0;438.0;-426.0
139;565.0;540.0;-356.0
125;438.0;333.0;-325.0
174;621.0;473.0;-427.0
-101;831.0;307.0;-658.0
125;480.0;593.0;-373.0
174;614.0;438.0;-454.0
154;605.0;289.0;-583.0
139;502.0;363.0;-344.0
174;626.0;479.0;-457.0
118;601.0;426.0;-861.0
-46;227.0;1.0;-230.0
141;534.0;359.0;-124.0
-94;971.0;892.0;-905.0
140;719.0;487.0;-382.0
114;196.0;277.0;-540.0
-160;104.0;56.0;-84.0
139;664.0;474.0;-363.0
139;441.0;483.0;-427.0
-81;872.0;599.0;-500.0
129;815.0;806.0;-479.0
145;580.0;270.0;-492.0
-81;912.0;322.0;-452.0
-157;-218.0;-296.0;353.0
-125;903.0;648.0;-700.0
116;620.0;666.0;-528.0
155;484.0;482.0;-385.0
144;505.0;587.0;-319.0
-82;797.0;755.0;-685.0
146;524.0;568.0;-535.0
141;680.0;727.0;-619.0
-81;695.0;322.0;-518.0
137;644.0;783.0;-517.0
-83;770.0;774.0;0.0
171;592.0;567.0;-490.0
173;631.0;489.0;-482.0
38;539.0;805.0;-659.0
173;751.0;653.0;-534.0
165;528.0;432.0;-360.0
173;617.0;428.0;-430.0
145;670.0;415.0;-524.0
145;601.0;671.0;-626.0
21;1467.0;1613.0;-1202.0
139;445.0;504.0;-393.0
155;708.0;6.0;-485.0
173;631.0;492.0;-427.0
139;365.0;243.0;-238.0
137;461.0;207.0;-282.0
-114;884.0;130.0;-653.0
144;638.0;376.0;-526.0
57;912.0;690.0;-833.0
-96;250.0;512.0;-542.0
118;846.0;481.0;-465.0
144;673.0;396.0;-509.0
144;622.0;326.0;-468.0
-8;704.0;711.0;-1034.0
132;54.0;426.0;15.0
110;1100.0;1097.0;-758.0
118;525.0;289.0;-720.0
0;709.0;797.0;-828.0
143;559.0;329.0;-446.0
-148;530.0;326.0;-376.0
125;425.0;544.0;-317.0
154;685.0;352.0;-624.0
-142;487.0;279.0;-484.0
125;480.0;474.0;-292.0
166;555.0;613.0;-524.0
50;346.0;740.0;-328.0
-90;680.0;696.0;-828.0
139;846.0;1024.0;-477.0
-130;320.0;289.0;-608.0
97;571.0;694.0;-380.0
126;581.0;877.0;-230.0
174;633.0;448.0;-477.0
145;604.0;194.0;-475.0
-123;164.0;-248.0;31.0
144;707.0;444.0;-535.0
-121;656.0;650.0;-552.0
92;801.0;1096.0;-695.0
118;605.0;275.0;-323.0
1;1233.0;1186.0;-1122.0
118;983.0;507.0;-443.0
145;669.0;364.0;-518.0
-25;956.0;916.0;-1217.0
125;544.0;675.0;-542.0
173;566.0;453.0;-372.0
-96;710.0;716.0;-526.0
41;273.0;706.0;-471.0
174;636.0;430.0;-437.0
-20;1255.0;1409.0;-793.0
174;594.0;454.0;-391.0
141;521.0;405.0;-651.0
-153;24.0;-129.0;538.0
174;599.0;459.0;-385.0
140;408.0;395.0;-348.0
161;786.0;433.0;-548.0
174;509.0;369.0;-289.0
-152;-607.0;-831.0;756.0
155;690.0;331.0;-546.0
-166;-106.0;368.0;455.0
167;363.0;188.0;-520.0
-168;225.0;76.0;-555.0
-65;944.0;922.0;-646.0
139;399.0;421.0;-256.0
126;489.0;597.0;-543.0
-121;611.0;725.0;-460.0
83;874.0;845.0;-807.0
97;806.0;682.0;-304.0
144;726.0;245.0;-647.0
-121;698.0;770.0;-568.0
155;536.0;74.0;-187.0
-81;847.0;840.0;-761.0
-57;813.0;-304.0;-632.0
-170;700.0;402.0;-557.0
175;846.0;543.0;-726.0
139;246.0;84.0;-360.0
-57;730.0;19.0;-340.0
82;500.0;716.0;-695.0
109;971.0;950.0;-905.0
144;579.0;92.0;-513.0
139;314.0;647.0;-193.0
173;553.0;354.0;-480.0
-70;1006.0;1077.0;-861.0
97;273.0;316.0;-42.0
38;497.0;113.0;68.0
25;465.0;727.0;-780.0
58;780.0;825.0;-678.0
-130;557.0;673.0;-417.0
145;633.0;185.0;-585.0
167;460.0;435.0;-456.0
118;284.0;-188.0;-206.0
144;769.0;398.0;-655.0
-81;498.0;475.0;-1010.0
