InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK Quaternion2
-785.0;-480.0;150.0;-673.0;-448.0;-195.0;-592.0;-374.0;1.0;311.0;206.0;-802.0;87.0
-786.0;-583.0;96.0;-773.0;-493.0;-212.0;-624.0;-344.0;12.0;167.0;143.0;-772.0;117.0
-786.0;-479.0;152.0;-672.0;-457.0;-204.0;-590.0;-363.0;-3.0;311.0;203.0;-802.0;90.0
-788.0;-495.0;97.0;-729.0;-488.0;-223.0;-606.0;-335.0;0.0;306.0;168.0;-786.0;121.0
-786.0;-478.0;155.0;-670.0;-465.0;-217.0;-589.0;-349.0;-13.0;312.0;210.0;-802.0;97.0
-785.0;-478.0;158.0;-668.0;-469.0;-232.0;-588.0;-349.0;-13.0;314.0;204.0;-803.0;97.0
-789.0;-477.0;156.0;-665.0;-462.0;-210.0;-585.0;-345.0;-15.0;314.0;211.0;-805.0;100.0
-791.0;-477.0;156.0;-665.0;-462.0;-216.0;-584.0;-341.0;-16.0;314.0;212.0;-805.0;100.0
-791.0;-477.0;156.0;-664.0;-463.0;-225.0;-584.0;-339.0;-16.0;315.0;213.0;-806.0;100.0
-829.0;-143.0;64.0;-478.0;-290.0;-17.0;-611.0;-425.0;-83.0;290.0;219.0;-763.0;194.0
-792.0;-96.0;31.0;-437.0;-349.0;-96.0;-576.0;-419.0;-134.0;267.0;274.0;-763.0;259.0
-786.0;-478.0;157.0;-662.0;-467.0;-219.0;-582.0;-353.0;-16.0;316.0;197.0;-807.0;97.0
-766.0;-77.0;28.0;-423.0;-390.0;-137.0;-558.0;-408.0;-162.0;257.0;307.0;-761.0;289.0
-767.0;-62.0;14.0;-401.0;-394.0;-141.0;-552.0;-392.0;-173.0;246.0;322.0;-759.0;298.0
-763.0;-36.0;-7.0;-376.0;-405.0;-151.0;-547.0;-378.0;-183.0;225.0;332.0;-757.0;306.0
-771.0;-11.0;-27.0;-357.0;-401.0;-181.0;-540.0;-358.0;-198.0;205.0;343.0;-754.0;318.0
-851.0;238.0;-169.0;-148.0;-368.0;-141.0;-410.0;-210.0;-376.0;25.0;311.0;-686.0;469.0
-855.0;243.0;-175.0;-163.0;-365.0;-142.0;-409.0;-203.0;-382.0;21.0;305.0;-681.0;472.0
-864.0;232.0;-157.0;-215.0;-359.0;-130.0;-406.0;-188.0;-392.0;34.0;298.0;-677.0;473.0
-861.0;219.0;-153.0;-233.0;-366.0;-154.0;-405.0;-193.0;-392.0;45.0;297.0;-678.0;472.0
-860.0;202.0;-164.0;-230.0;-365.0;-174.0;-407.0;-182.0;-393.0;57.0;306.0;-677.0;471.0
-863.0;200.0;-181.0;-216.0;-363.0;-126.0;-410.0;-164.0;-392.0;59.0;311.0;-679.0;465.0
-903.0;230.0;-207.0;-180.0;-307.0;-107.0;-410.0;-140.0;-397.0;38.0;265.0;-672.0;472.0
-900.0;244.0;-215.0;-168.0;-321.0;-54.0;-416.0;-148.0;-392.0;29.0;255.0;-679.0;461.0
-853.0;285.0;-261.0;-87.0;-339.0;-143.0;-390.0;-210.0;-409.0;-16.0;338.0;-675.0;474.0
-843.0;350.0;-313.0;1.0;-362.0;-295.0;-372.0;-168.0;-457.0;-75.0;362.0;-639.0;495.0
-869.0;231.0;-225.0;-157.0;-348.0;-233.0;-433.0;-62.0;-462.0;15.0;346.0;-606.0;482.0
-850.0;179.0;-152.0;-224.0;-348.0;-255.0;-479.0;-88.0;-399.0;65.0;385.0;-638.0;452.0
-846.0;131.0;-109.0;-259.0;-334.0;-239.0;-504.0;-97.0;-369.0;113.0;404.0;-647.0;437.0
738.0;14.0;394.0;-463.0;-77.0;126.0;306.0;422.0;311.0;382.0;-520.0;876.0;-203.0
-842.0;34.0;-22.0;-270.0;-329.0;-213.0;-540.0;-140.0;-300.0;187.0;404.0;-693.0;372.0
-836.0;33.0;-10.0;-268.0;-335.0;-209.0;-548.0;-159.0;-285.0;184.0;405.0;-698.0;361.0
-829.0;39.0;-9.0;-261.0;-336.0;-195.0;-554.0;-176.0;-280.0;167.0;411.0;-693.0;367.0
-824.0;48.0;-13.0;-255.0;-329.0;-177.0;-557.0;-184.0;-273.0;147.0;424.0;-691.0;371.0
-818.0;52.0;-15.0;-250.0;-319.0;-165.0;-553.0;-197.0;-266.0;141.0;436.0;-695.0;374.0
-810.0;56.0;-10.0;-255.0;-310.0;-156.0;-551.0;-218.0;-257.0;138.0;447.0;-701.0;372.0
-799.0;48.0;4.0;-270.0;-305.0;-143.0;-550.0;-244.0;-248.0;138.0;457.0;-706.0;371.0
-757.0;-17.0;84.0;-326.0;-299.0;-91.0;-574.0;-342.0;-208.0;185.0;469.0;-717.0;337.0
-721.0;-83.0;168.0;-376.0;-310.0;-67.0;-594.0;-409.0;-167.0;248.0;466.0;-726.0;302.0
-627.0;-193.0;231.0;-406.0;-369.0;-126.0;-624.0;-535.0;-99.0;326.0;428.0;-735.0;244.0
-589.0;-224.0;240.0;-422.0;-395.0;-165.0;-635.0;-576.0;-79.0;336.0;406.0;-734.0;229.0
-513.0;-286.0;282.0;-521.0;-433.0;-230.0;-645.0;-642.0;-44.0;371.0;370.0;-737.0;198.0
-523.0;-332.0;330.0;-557.0;-435.0;-342.0;-660.0;-626.0;73.0;386.0;382.0;-741.0;98.0
-440.0;-545.0;477.0;-741.0;-567.0;-205.0;-673.0;-693.0;313.0;520.0;67.0;-655.0;-144.0
-532.0;-431.0;347.0;-748.0;-493.0;-539.0;-486.0;-541.0;30.0;430.0;425.0;-834.0;258.0
-266.0;-641.0;318.0;-702.0;-431.0;-518.0;-473.0;-758.0;305.0;499.0;411.0;-825.0;-44.0
-454.0;-354.0;92.0;-499.0;-461.0;-342.0;-642.0;-660.0;58.0;379.0;381.0;-753.0;135.0
-463.0;-357.0;-7.0;-424.0;-461.0;-344.0;-638.0;-658.0;44.0;370.0;374.0;-756.0;136.0
673.0;-503.0;-513.0;-810.0;421.0;-479.0;506.0;-352.0;386.0;-219.0;-497.0;516.0;-573.0
-461.0;-351.0;63.0;-552.0;-482.0;-371.0;-654.0;-647.0;36.0;349.0;370.0;-741.0;148.0
-424.0;-340.0;51.0;-740.0;-385.0;-483.0;-579.0;-697.0;40.0;303.0;430.0;-809.0;89.0
-489.0;-317.0;120.0;-586.0;-451.0;-350.0;-667.0;-611.0;12.0;311.0;429.0;-722.0;186.0
-529.0;-280.0;93.0;-531.0;-420.0;-311.0;-655.0;-572.0;-9.0;284.0;466.0;-727.0;207.0
-554.0;-250.0;66.0;-504.0;-406.0;-288.0;-648.0;-546.0;-22.0;265.0;479.0;-730.0;218.0
-633.0;-126.0;71.0;-407.0;-344.0;-438.0;-604.0;-422.0;-90.0;207.0;550.0;-738.0;286.0
-649.0;-105.0;66.0;-385.0;-333.0;-445.0;-596.0;-388.0;-94.0;194.0;563.0;-740.0;296.0
-670.0;-66.0;48.0;-339.0;-307.0;-442.0;-586.0;-345.0;-124.0;170.0;581.0;-732.0;325.0
-677.0;-46.0;38.0;-318.0;-291.0;-436.0;-577.0;-332.0;-143.0;156.0;589.0;-729.0;339.0
-685.0;-4.0;4.0;-285.0;-254.0;-415.0;-553.0;-311.0;-182.0;117.0;608.0;-725.0;367.0
-688.0;13.0;-17.0;-275.0;-233.0;-406.0;-540.0;-300.0;-205.0;102.0;619.0;-719.0;386.0
-699.0;51.0;-80.0;-252.0;-193.0;-376.0;-509.0;-271.0;-248.0;62.0;633.0;-706.0;426.0
-675.0;-164.0;65.0;214.0;-233.0;152.0;-459.0;-386.0;-368.0;69.0;584.0;-631.0;505.0
-685.0;-186.0;87.0;191.0;-219.0;132.0;-446.0;-373.0;-386.0;87.0;586.0;-620.0;518.0
-727.0;-309.0;229.0;69.0;-141.0;31.0;-356.0;-300.0;-492.0;208.0;602.0;-531.0;591.0
-737.0;195.0;-363.0;-180.0;-129.0;-314.0;-418.0;-190.0;-392.0;-69.0;636.0;-649.0;500.0
-757.0;325.0;-113.0;-1.0;-57.0;-229.0;-390.0;-201.0;-442.0;-87.0;620.0;-615.0;524.0
-725.0;218.0;-3.0;-78.0;-160.0;-277.0;-458.0;-260.0;-330.0;12.0;618.0;-692.0;451.0
-690.0;165.0;57.0;-135.0;-192.0;-286.0;-478.0;-330.0;-275.0;58.0;615.0;-722.0;418.0
-672.0;145.0;79.0;-157.0;-205.0;-295.0;-485.0;-363.0;-257.0;77.0;612.0;-731.0;405.0
-538.0;-15.0;129.0;-325.0;-361.0;-560.0;-531.0;-586.0;-144.0;191.0;487.0;-766.0;331.0
-537.0;-31.0;127.0;-345.0;-381.0;-565.0;-538.0;-584.0;-136.0;200.0;474.0;-767.0;323.0
-542.0;-47.0;126.0;-364.0;-402.0;-558.0;-544.0;-577.0;-130.0;211.0;460.0;-766.0;317.0
-550.0;-74.0;115.0;-389.0;-449.0;-545.0;-561.0;-567.0;-121.0;218.0;418.0;-764.0;294.0
-572.0;-82.0;84.0;-392.0;-484.0;-505.0;-567.0;-534.0;-104.0;213.0;392.0;-770.0;273.0
-571.0;-81.0;75.0;-404.0;-498.0;-512.0;-565.0;-532.0;-104.0;208.0;378.0;-769.0;280.0
-497.0;-490.0;-10.0;-813.0;-524.0;-343.0;-652.0;-670.0;137.0;283.0;174.0;-740.0;92.0
-577.0;-106.0;99.0;-429.0;-500.0;-481.0;-565.0;-537.0;-95.0;229.0;360.0;-769.0;282.0
-575.0;-109.0;103.0;-432.0;-499.0;-472.0;-565.0;-543.0;-92.0;236.0;354.0;-772.0;276.0
-553.0;-116.0;121.0;-447.0;-470.0;-471.0;-561.0;-588.0;-86.0;250.0;356.0;-781.0;260.0
-555.0;-117.0;131.0;-455.0;-442.0;-447.0;-558.0;-599.0;-83.0;254.0;371.0;-784.0;258.0
-512.0;-123.0;172.0;-459.0;-385.0;-342.0;-542.0;-648.0;-62.0;267.0;412.0;-798.0;254.0
-485.0;-138.0;207.0;-449.0;-363.0;-351.0;-533.0;-654.0;-42.0;288.0;453.0;-809.0;244.0
-475.0;-144.0;220.0;-442.0;-357.0;-369.0;-530.0;-654.0;-29.0;291.0;469.0;-813.0;239.0
-469.0;-148.0;234.0;-439.0;-350.0;-393.0;-531.0;-648.0;-15.0;287.0;488.0;-816.0;229.0
-431.0;-306.0;379.0;-541.0;-393.0;-509.0;-547.0;-639.0;139.0;413.0;501.0;-816.0;125.0
-469.0;-315.0;257.0;-676.0;-501.0;-495.0;-400.0;-686.0;165.0;290.0;241.0;-862.0;265.0
-503.0;-536.0;116.0;-696.0;-503.0;-377.0;-493.0;-618.0;96.0;274.0;335.0;-835.0;227.0
-601.0;-200.0;307.0;-486.0;-392.0;-528.0;-527.0;-393.0;-38.0;306.0;575.0;-803.0;277.0
-608.0;-193.0;304.0;-479.0;-395.0;-523.0;-521.0;-397.0;-44.0;304.0;563.0;-804.0;282.0
-612.0;-188.0;302.0;-475.0;-388.0;-527.0;-516.0;-392.0;-48.0;300.0;567.0;-806.0;288.0
-613.0;-178.0;290.0;-467.0;-370.0;-584.0;-506.0;-352.0;-56.0;285.0;603.0;-806.0;303.0
-546.0;-334.0;79.0;-601.0;-507.0;-446.0;-476.0;-568.0;23.0;295.0;349.0;-824.0;307.0
-551.0;-321.0;74.0;-596.0;-503.0;-418.0;-475.0;-561.0;15.0;292.0;358.0;-822.0;313.0
-554.0;-318.0;72.0;-595.0;-501.0;-414.0;-474.0;-560.0;14.0;290.0;358.0;-822.0;315.0
-554.0;-315.0;70.0;-595.0;-500.0;-413.0;-474.0;-560.0;12.0;288.0;358.0;-821.0;319.0
-561.0;-310.0;68.0;-594.0;-500.0;-428.0;-471.0;-551.0;5.0;286.0;362.0;-819.0;328.0
-560.0;-310.0;67.0;-596.0;-503.0;-443.0;-468.0;-546.0;3.0;282.0;367.0;-820.0;330.0
-554.0;-312.0;70.0;-599.0;-505.0;-468.0;-468.0;-546.0;4.0;279.0;375.0;-820.0;329.0
-543.0;-343.0;103.0;-608.0;-524.0;-488.0;-484.0;-536.0;17.0;291.0;378.0;-814.0;321.0
-556.0;-422.0;200.0;-592.0;-548.0;-484.0;-527.0;-532.0;63.0;371.0;328.0;-808.0;256.0
-396.0;-449.0;293.0;-631.0;-595.0;-637.0;-485.0;-611.0;151.0;414.0;340.0;-819.0;268.0
-644.0;-210.0;252.0;-492.0;-348.0;-476.0;-570.0;-393.0;-55.0;285.0;556.0;-774.0;269.0
-640.0;-210.0;254.0;-491.0;-345.0;-440.0;-573.0;-414.0;-53.0;289.0;548.0;-774.0;263.0
-622.0;-209.0;254.0;-487.0;-342.0;-390.0;-579.0;-461.0;-54.0;291.0;532.0;-773.0;255.0
-612.0;-208.0;251.0;-487.0;-340.0;-366.0;-580.0;-483.0;-56.0;291.0;526.0;-772.0;254.0
-602.0;-206.0;247.0;-486.0;-338.0;-342.0;-582.0;-503.0;-59.0;290.0;521.0;-771.0;252.0
-577.0;-202.0;236.0;-485.0;-334.0;-286.0;-586.0;-539.0;-71.0;284.0;515.0;-767.0;251.0
-573.0;-191.0;224.0;-477.0;-330.0;-277.0;-585.0;-541.0;-81.0;271.0;520.0;-764.0;259.0
-580.0;-176.0;215.0;-465.0;-326.0;-274.0;-585.0;-534.0;-97.0;259.0;522.0;-757.0;274.0
-588.0;-168.0;215.0;-456.0;-323.0;-261.0;-586.0;-529.0;-104.0;253.0;520.0;-754.0;277.0
-593.0;-160.0;215.0;-446.0;-320.0;-261.0;-585.0;-530.0;-109.0;249.0;515.0;-754.0;278.0
-594.0;-150.0;218.0;-434.0;-319.0;-272.0;-583.0;-536.0;-110.0;244.0;508.0;-755.0;280.0
-593.0;-146.0;222.0;-430.0;-324.0;-283.0;-582.0;-541.0;-108.0;242.0;500.0;-756.0;280.0
-592.0;-146.0;224.0;-429.0;-328.0;-287.0;-582.0;-545.0;-106.0;242.0;495.0;-756.0;280.0
-586.0;-149.0;233.0;-429.0;-343.0;-299.0;-582.0;-560.0;-99.0;247.0;476.0;-758.0;278.0
-582.0;-151.0;235.0;-430.0;-347.0;-300.0;-582.0;-566.0;-98.0;248.0;470.0;-758.0;277.0
-579.0;-153.0;236.0;-432.0;-351.0;-298.0;-584.0;-570.0;-97.0;249.0;465.0;-757.0;276.0
-577.0;-155.0;237.0;-432.0;-354.0;-296.0;-585.0;-573.0;-96.0;250.0;461.0;-757.0;274.0
-558.0;-176.0;244.0;-451.0;-377.0;-287.0;-599.0;-590.0;-85.0;262.0;445.0;-752.0;261.0
-551.0;-181.0;244.0;-456.0;-383.0;-284.0;-603.0;-595.0;-82.0;265.0;443.0;-751.0;257.0
-528.0;-194.0;245.0;-467.0;-397.0;-277.0;-616.0;-610.0;-73.0;269.0;438.0;-745.0;246.0
-519.0;-202.0;246.0;-473.0;-404.0;-268.0;-623.0;-612.0;-69.0;269.0;439.0;-740.0;243.0
-518.0;-205.0;246.0;-476.0;-406.0;-264.0;-626.0;-609.0;-67.0;270.0;443.0;-738.0;242.0
-517.0;-206.0;246.0;-478.0;-409.0;-265.0;-628.0;-605.0;-65.0;269.0;446.0;-737.0;240.0
-516.0;-208.0;246.0;-479.0;-413.0;-267.0;-630.0;-603.0;-63.0;269.0;447.0;-736.0;239.0
-513.0;-213.0;247.0;-484.0;-419.0;-272.0;-635.0;-604.0;-59.0;270.0;443.0;-734.0;236.0
-512.0;-215.0;247.0;-486.0;-421.0;-272.0;-636.0;-605.0;-59.0;271.0;442.0;-733.0;234.0
-511.0;-216.0;248.0;-486.0;-422.0;-273.0;-637.0;-605.0;-58.0;272.0;441.0;-732.0;233.0
-508.0;-220.0;249.0;-490.0;-426.0;-278.0;-642.0;-608.0;-56.0;275.0;436.0;-730.0;229.0
-506.0;-224.0;251.0;-493.0;-431.0;-280.0;-645.0;-611.0;-54.0;277.0;430.0;-728.0;225.0
-505.0;-226.0;251.0;-495.0;-434.0;-281.0;-647.0;-612.0;-54.0;278.0;427.0;-727.0;223.0
-504.0;-226.0;251.0;-495.0;-435.0;-282.0;-648.0;-612.0;-53.0;278.0;426.0;-726.0;222.0
-504.0;-228.0;251.0;-497.0;-438.0;-284.0;-650.0;-612.0;-53.0;278.0;424.0;-725.0;221.0
-504.0;-230.0;251.0;-498.0;-440.0;-284.0;-652.0;-610.0;-52.0;278.0;424.0;-724.0;220.0
-504.0;-230.0;250.0;-499.0;-441.0;-284.0;-652.0;-610.0;-52.0;277.0;424.0;-724.0;220.0
-504.0;-230.0;249.0;-499.0;-441.0;-284.0;-652.0;-609.0;-51.0;277.0;425.0;-724.0;220.0
-504.0;-231.0;249.0;-500.0;-442.0;-285.0;-653.0;-609.0;-51.0;277.0;425.0;-723.0;220.0
-503.0;-231.0;249.0;-500.0;-443.0;-286.0;-654.0;-609.0;-50.0;276.0;425.0;-722.0;220.0
-502.0;-230.0;249.0;-499.0;-444.0;-288.0;-654.0;-609.0;-50.0;277.0;424.0;-722.0;219.0
-502.0;-230.0;250.0;-499.0;-445.0;-289.0;-654.0;-609.0;-49.0;278.0;424.0;-723.0;219.0
-502.0;-230.0;250.0;-499.0;-445.0;-289.0;-654.0;-609.0;-50.0;279.0;423.0;-723.0;218.0
-501.0;-230.0;251.0;-498.0;-445.0;-289.0;-653.0;-610.0;-49.0;281.0;423.0;-724.0;217.0
-501.0;-233.0;253.0;-500.0;-444.0;-289.0;-653.0;-612.0;-48.0;282.0;422.0;-724.0;216.0
-500.0;-235.0;255.0;-501.0;-445.0;-289.0;-653.0;-612.0;-47.0;284.0;421.0;-725.0;215.0
-499.0;-236.0;256.0;-502.0;-445.0;-289.0;-653.0;-613.0;-46.0;285.0;421.0;-725.0;214.0
-499.0;-236.0;256.0;-503.0;-445.0;-289.0;-653.0;-613.0;-46.0;285.0;421.0;-725.0;214.0
-498.0;-237.0;257.0;-503.0;-445.0;-290.0;-654.0;-614.0;-44.0;285.0;421.0;-724.0;214.0
-498.0;-237.0;257.0;-504.0;-447.0;-290.0;-655.0;-614.0;-44.0;285.0;420.0;-724.0;214.0
-497.0;-237.0;257.0;-504.0;-447.0;-290.0;-655.0;-614.0;-44.0;285.0;420.0;-723.0;214.0
-498.0;-237.0;257.0;-505.0;-447.0;-289.0;-655.0;-614.0;-44.0;284.0;420.0;-723.0;215.0
-498.0;-237.0;257.0;-505.0;-447.0;-288.0;-656.0;-613.0;-44.0;284.0;420.0;-722.0;215.0
-499.0;-238.0;257.0;-507.0;-447.0;-287.0;-656.0;-612.0;-45.0;284.0;420.0;-722.0;215.0
-499.0;-239.0;257.0;-507.0;-447.0;-287.0;-657.0;-612.0;-45.0;283.0;420.0;-722.0;215.0
-500.0;-239.0;256.0;-507.0;-448.0;-286.0;-657.0;-611.0;-45.0;283.0;420.0;-721.0;214.0
-499.0;-239.0;255.0;-507.0;-448.0;-287.0;-657.0;-611.0;-44.0;282.0;420.0;-721.0;215.0
-499.0;-238.0;255.0;-507.0;-448.0;-288.0;-657.0;-611.0;-45.0;282.0;420.0;-721.0;215.0
-499.0;-238.0;255.0;-507.0;-448.0;-288.0;-658.0;-611.0;-45.0;281.0;420.0;-721.0;215.0
-499.0;-238.0;254.0;-507.0;-448.0;-288.0;-657.0;-611.0;-45.0;281.0;420.0;-721.0;215.0
-500.0;-237.0;254.0;-506.0;-448.0;-287.0;-657.0;-611.0;-46.0;281.0;420.0;-721.0;216.0
-500.0;-237.0;254.0;-506.0;-448.0;-287.0;-657.0;-611.0;-47.0;281.0;420.0;-721.0;216.0
-500.0;-237.0;254.0;-506.0;-447.0;-287.0;-657.0;-610.0;-46.0;281.0;421.0;-721.0;216.0
-501.0;-236.0;254.0;-505.0;-447.0;-287.0;-657.0;-610.0;-47.0;280.0;421.0;-721.0;216.0
-503.0;-235.0;254.0;-504.0;-446.0;-285.0;-656.0;-609.0;-47.0;281.0;421.0;-721.0;216.0
-503.0;-234.0;254.0;-503.0;-446.0;-285.0;-656.0;-609.0;-47.0;281.0;421.0;-721.0;216.0
-503.0;-233.0;254.0;-503.0;-446.0;-285.0;-656.0;-609.0;-47.0;281.0;421.0;-722.0;216.0
-503.0;-233.0;254.0;-503.0;-445.0;-286.0;-655.0;-610.0;-48.0;281.0;421.0;-723.0;215.0
-503.0;-233.0;253.0;-503.0;-445.0;-286.0;-655.0;-610.0;-48.0;281.0;421.0;-723.0;215.0
-503.0;-233.0;253.0;-502.0;-446.0;-288.0;-655.0;-609.0;-47.0;281.0;421.0;-723.0;215.0
-502.0;-233.0;253.0;-502.0;-446.0;-289.0;-655.0;-610.0;-47.0;281.0;421.0;-723.0;215.0
-501.0;-234.0;254.0;-503.0;-446.0;-290.0;-655.0;-611.0;-45.0;283.0;421.0;-724.0;213.0
-501.0;-236.0;254.0;-504.0;-446.0;-289.0;-654.0;-612.0;-45.0;284.0;420.0;-724.0;213.0
-500.0;-236.0;255.0;-504.0;-446.0;-289.0;-655.0;-612.0;-45.0;284.0;419.0;-724.0;212.0
-501.0;-236.0;253.0;-504.0;-445.0;-289.0;-654.0;-613.0;-45.0;283.0;419.0;-724.0;214.0
-501.0;-234.0;253.0;-501.0;-444.0;-288.0;-653.0;-612.0;-46.0;282.0;421.0;-724.0;216.0
-501.0;-234.0;253.0;-501.0;-443.0;-288.0;-653.0;-612.0;-46.0;282.0;421.0;-725.0;216.0
-501.0;-233.0;252.0;-501.0;-443.0;-288.0;-653.0;-612.0;-47.0;282.0;421.0;-725.0;216.0
-501.0;-232.0;252.0;-501.0;-443.0;-287.0;-653.0;-612.0;-47.0;281.0;422.0;-725.0;216.0
-502.0;-233.0;252.0;-500.0;-442.0;-287.0;-653.0;-612.0;-47.0;281.0;421.0;-725.0;215.0
-503.0;-232.0;251.0;-500.0;-441.0;-286.0;-653.0;-612.0;-48.0;281.0;421.0;-725.0;216.0
-503.0;-231.0;250.0;-500.0;-442.0;-285.0;-653.0;-611.0;-49.0;280.0;421.0;-724.0;216.0
-504.0;-232.0;250.0;-500.0;-442.0;-285.0;-653.0;-611.0;-49.0;280.0;421.0;-724.0;216.0
-506.0;-231.0;249.0;-498.0;-441.0;-283.0;-654.0;-610.0;-50.0;279.0;421.0;-723.0;216.0
-507.0;-230.0;248.0;-497.0;-441.0;-283.0;-654.0;-610.0;-51.0;279.0;420.0;-723.0;216.0
-507.0;-230.0;248.0;-497.0;-441.0;-283.0;-654.0;-610.0;-51.0;279.0;420.0;-723.0;215.0
