InertialMeasurementUnit R-SHOE EuY;Accelerometer RUA^ accY;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit RUA accX;InertialMeasurementUnit LLA gyroZ
-26;1079.0;-190.0;-136.0;-50.0;-138;-144.0;395;-1023.0;172.0
-33;689.0;23.0;38.0;336.0;-12;68.0;-3526;-799.0;-374.0
-20;803.0;-24.0;-60.0;228.0;-136;-48.0;322;-794.0;-72.0
-22;850.0;3.0;-21.0;304.0;-147;-1.0;325;-847.0;-1.0
-25;897.0;41.0;43.0;159.0;-75;40.0;380;-862.0;124.0
-30;593.0;-59.0;90.0;566.0;-74;128.0;450;-556.0;-73.0
-32;559.0;29.0;-27.0;305.0;-74;-7.0;477;-419.0;51.0
-31;770.0;-46.0;102.0;217.0;-71;106.0;435;-917.0;-54.0
-24;411.0;-17.0;9.0;765.0;-74;-6.0;387;-425.0;10.0
-65;956.0;-228.0;170.0;91.0;-23;299.0;672;-1019.0;305.0
-25;909.0;12.0;13.0;167.0;-75;41.0;369;-866.0;32.0
-28;536.0;518.0;-22.0;476.0;-155;-156.0;211;-607.0;-44.0
-16;810.0;123.0;-101.0;142.0;54;-479.0;-499;-807.0;-285.0
-16;884.0;165.0;109.0;111.0;25;52.0;284;-849.0;112.0
-24;1075.0;-200.0;-76.0;200.0;-133;-183.0;347;-949.0;-217.0
-23;1017.0;-366.0;223.0;121.0;0;143.0;333;-956.0;-144.0
-24;1027.0;-353.0;97.0;199.0;5;83.0;347;-991.0;-140.0
-50;1144.0;-308.0;62.0;60.0;-23;264.0;378;-852.0;11.0
-81;1023.0;-97.0;160.0;111.0;-111;278.0;-37;-764.0;35.0
-24;1029.0;-105.0;252.0;96.0;4;217.0;358;-904.0;163.0
-24;1078.0;87.0;79.0;18.0;-17;53.0;353;-1015.0;399.0
-25;936.0;36.0;109.0;89.0;-75;85.0;388;-740.0;275.0
-24;994.0;215.0;93.0;191.0;-129;175.0;403;-918.0;-127.0
-25;947.0;5.0;-5.0;200.0;-75;-53.0;395;-878.0;52.0
-25;947.0;30.0;17.0;202.0;-75;-37.0;392;-877.0;6.0
-21;921.0;89.0;-251.0;185.0;-129;-179.0;311;-986.0;-18.0
-25;992.0;-20.0;13.0;299.0;-115;-4.0;352;-954.0;-107.0
-24;958.0;18.0;201.0;159.0;4;299.0;363;-1005.0;-34.0
-25;951.0;18.0;-5.0;196.0;-75;117.0;383;-844.0;45.0
-25;970.0;3.0;-11.0;181.0;-75;10.0;389;-852.0;99.0
-24;1096.0;200.0;-258.0;231.0;4;-329.0;386;-940.0;-24.0
-25;981.0;15.0;11.0;266.0;-75;-16.0;389;-917.0;-32.0
-25;960.0;93.0;-92.0;297.0;-75;73.0;381;-810.0;214.0
-25;1008.0;-3.0;-4.0;215.0;-75;33.0;391;-873.0;-2.0
-25;980.0;-3.0;11.0;214.0;-75;-77.0;393;-903.0;72.0
-29;880.0;161.0;-367.0;276.0;22;-666.0;422;-1007.0;-654.0
-25;946.0;0.0;23.0;210.0;-75;-88.0;390;-888.0;31.0
-26;1024.0;-62.0;-126.0;208.0;-74;-747.0;418;-948.0;75.0
-25;947.0;-13.0;6.0;223.0;-75;-61.0;391;-918.0;45.0
-51;1127.0;-390.0;330.0;185.0;-141;388.0;393;-1028.0;831.0
-25;986.0;7.0;-15.0;286.0;-75;-36.0;388;-885.0;130.0
-25;916.0;1.0;-73.0;219.0;-75;16.0;415;-836.0;181.0
-25;966.0;18.0;-30.0;186.0;-75;6.0;395;-850.0;65.0
-20;940.0;-87.0;57.0;142.0;8;44.0;356;-850.0;71.0
-25;946.0;-11.0;-13.0;312.0;-74;-15.0;388;-870.0;108.0
-25;971.0;-28.0;-11.0;306.0;-75;-36.0;393;-863.0;126.0
-23;940.0;-67.0;18.0;264.0;-14;83.0;345;-889.0;-58.0
-16;925.0;240.0;128.0;145.0;25;348.0;269;-849.0;317.0
-21;753.0;-52.0;37.0;-118.0;173;318.0;348;-684.0;91.0
-25;945.0;18.0;19.0;264.0;-75;30.0;380;-831.0;91.0
-21;919.0;235.0;-251.0;216.0;-135;-191.0;333;-882.0;-108.0
-21;618.0;-347.0;-139.0;239.0;173;-1028.0;352;-580.0;931.0
-25;837.0;-27.0;15.0;548.0;-75;97.0;398;-824.0;-157.0
-25;949.0;15.0;-11.0;312.0;-74;143.0;383;-843.0;162.0
-25;1000.0;39.0;128.0;211.0;-75;468.0;379;-920.0;888.0
-25;920.0;-60.0;17.0;322.0;-75;-36.0;375;-868.0;67.0
-25;923.0;-27.0;-1.0;283.0;-75;-27.0;375;-842.0;102.0
-25;913.0;-21.0;-7.0;299.0;-75;0.0;381;-851.0;-71.0
-29;904.0;-1.0;-6.0;235.0;-71;28.0;425;-798.0;-106.0
-31;1052.0;55.0;41.0;207.0;-65;-13.0;445;-948.0;50.0
-25;920.0;-29.0;0.0;263.0;-75;-20.0;386;-828.0;-18.0
-23;1023.0;-357.0;41.0;245.0;-40;12.0;308;-968.0;443.0
-29;1002.0;-21.0;-1.0;206.0;-71;27.0;422;-948.0;33.0
-31;925.0;-41.0;23.0;195.0;-71;31.0;434;-969.0;19.0
-30;946.0;-39.0;10.0;223.0;-71;25.0;449;-941.0;10.0
-30;936.0;-35.0;-24.0;219.0;-71;14.0;444;-954.0;16.0
-30;996.0;-26.0;-19.0;227.0;-71;-19.0;444;-945.0;31.0
-27;1011.0;-680.0;-12.0;300.0;-75;-41.0;353;-916.0;-199.0
-31;533.0;153.0;-131.0;314.0;-74;-134.0;485;-440.0;168.0
-23;1039.0;-130.0;219.0;258.0;-10;118.0;344;-1029.0;-355.0
-29;888.0;7.0;-21.0;264.0;-71;106.0;416;-797.0;13.0
-25;708.0;-184.0;-21.0;366.0;-75;-30.0;373;-641.0;53.0
-27;876.0;-143.0;-99.0;396.0;-71;-40.0;419;-760.0;216.0
-29;895.0;-69.0;-23.0;332.0;-71;-25.0;416;-837.0;70.0
-17;717.0;-122.0;-110.0;530.0;34;-152.0;358;-785.0;63.0
-25;901.0;-32.0;-43.0;372.0;-75;-158.0;376;-803.0;106.0
-29;907.0;-42.0;-15.0;293.0;-71;-2.0;413;-833.0;9.0
-29;894.0;-40.0;8.0;286.0;-71;19.0;416;-811.0;47.0
-29;897.0;23.0;6.0;315.0;-71;-18.0;417;-810.0;168.0
-29;899.0;-27.0;17.0;368.0;-71;25.0;413;-818.0;95.0
-29;877.0;2.0;-14.0;301.0;-71;-10.0;419;-808.0;54.0
-25;670.0;50.0;72.0;459.0;-75;185.0;374;-608.0;-180.0
-24;790.0;54.0;-11.0;370.0;-74;51.0;385;-680.0;20.0
-27;875.0;-10.0;18.0;318.0;-71;34.0;412;-763.0;72.0
-29;800.0;65.0;19.0;342.0;-71;37.0;423;-753.0;139.0
-27;816.0;-5.0;-11.0;381.0;-71;-47.0;417;-720.0;82.0
-27;821.0;19.0;13.0;345.0;-71;4.0;417;-791.0;42.0
-27;801.0;6.0;-4.0;309.0;-71;-4.0;416;-776.0;88.0
-27;888.0;0.0;41.0;295.0;-71;-38.0;416;-788.0;85.0
-29;890.0;10.0;16.0;277.0;-71;-14.0;417;-819.0;-10.0
-29;880.0;-6.0;6.0;310.0;-71;0.0;416;-820.0;41.0
-27;862.0;-89.0;2.0;366.0;-71;37.0;422;-773.0;162.0
-28;669.0;95.0;-126.0;354.0;-71;16.0;438;-716.0;125.0
-23;824.0;-320.0;39.0;327.0;-31;184.0;371;-714.0;286.0
-25;824.0;35.0;-97.0;381.0;-75;-163.0;409;-789.0;262.0
-29;875.0;-15.0;-15.0;271.0;-71;4.0;413;-809.0;16.0
-29;896.0;27.0;-11.0;305.0;-71;28.0;419;-823.0;-59.0
-27;823.0;-23.0;17.0;347.0;-71;70.0;419;-764.0;-135.0
-30;1018.0;416.0;-220.0;369.0;-168;-162.0;400;-937.0;-1368.0
-26;754.0;36.0;0.0;267.0;-71;-62.0;409;-704.0;-851.0
-25;830.0;-4.0;-82.0;336.0;4;-155.0;378;-904.0;-290.0
-25;837.0;-31.0;-5.0;425.0;-75;15.0;381;-785.0;482.0
-29;813.0;-7.0;-13.0;337.0;-71;-50.0;424;-733.0;-88.0
-28;833.0;-65.0;-56.0;230.0;-75;48.0;438;-691.0;-49.0
-25;872.0;-30.0;-279.0;433.0;-129;252.0;388;-769.0;15.0
-29;887.0;11.0;-19.0;313.0;-71;46.0;414;-797.0;10.0
-34;895.0;97.0;-84.0;390.0;-75;-64.0;519;-786.0;78.0
-25;939.0;116.0;-355.0;469.0;-75;-306.0;386;-797.0;548.0
-29;1024.0;195.0;-47.0;90.0;-88;-60.0;392;-773.0;-328.0
-26;983.0;58.0;-113.0;189.0;-74;-153.0;426;-890.0;-1368.0
-24;844.0;-43.0;-35.0;517.0;-30;-47.0;358;-828.0;38.0
-27;979.0;-30.0;-28.0;181.0;-71;-8.0;430;-955.0;49.0
-27;999.0;-42.0;-12.0;181.0;-71;-5.0;433;-955.0;47.0
-28;1028.0;-25.0;8.0;185.0;-71;23.0;406;-939.0;12.0
-28;958.0;-127.0;-9.0;265.0;-75;21.0;432;-731.0;-25.0
-28;996.0;-30.0;13.0;177.0;-71;44.0;427;-949.0;27.0
-28;960.0;-127.0;-50.0;457.0;24;-40.0;407;-827.0;-370.0
-35;538.0;-13.0;0.0;191.0;-76;21.0;521;-382.0;29.0
-23;948.0;-424.0;443.0;150.0;-9;347.0;356;-932.0;178.0
-29;938.0;12.0;28.0;318.0;-71;36.0;424;-760.0;74.0
-27;977.0;138.0;-9.0;344.0;-71;13.0;380;-673.0;54.0
-29;946.0;30.0;23.0;324.0;-71;18.0;420;-720.0;13.0
-56;904.0;-249.0;312.0;235.0;5;328.0;-87;-783.0;373.0
-25;975.0;-101.0;36.0;359.0;-75;-19.0;378;-730.0;146.0
-29;970.0;18.0;4.0;302.0;-71;-22.0;417;-722.0;-15.0
-25;811.0;-38.0;19.0;146.0;-75;40.0;375;-652.0;-66.0
-24;921.0;-6.0;28.0;328.0;-17;-25.0;348;-873.0;96.0
-20;991.0;1.0;3.0;255.0;-153;0.0;345;-960.0;42.0
-24;904.0;21.0;12.0;308.0;-17;56.0;350;-863.0;14.0
-29;1045.0;4.0;15.0;249.0;-71;7.0;434;-952.0;31.0
-21;840.0;151.0;82.0;394.0;3;207.0;370;-898.0;107.0
-24;935.0;177.0;-13.0;339.0;5;82.0;359;-895.0;29.0
-24;938.0;371.0;-21.0;326.0;4;24.0;364;-874.0;-431.0
-30;909.0;195.0;-111.0;354.0;13;-227.0;302;-872.0;-266.0
-20;988.0;-15.0;-11.0;265.0;-153;26.0;341;-960.0;34.0
-20;991.0;7.0;-4.0;260.0;-153;-9.0;340;-957.0;52.0
-24;906.0;37.0;10.0;317.0;-16;2.0;359;-876.0;-33.0
-22;918.0;415.0;-571.0;290.0;11;135.0;376;-939.0;117.0
-24;942.0;29.0;-18.0;260.0;-15;76.0;345;-904.0;12.0
-20;864.0;152.0;147.0;428.0;8;-223.0;355;-941.0;-186.0
-22;926.0;241.0;-150.0;480.0;-76;-353.0;354;-917.0;-176.0
-18;990.0;-23.0;-10.0;225.0;127;-387.0;126;-981.0;73.0
-24;942.0;-14.0;-5.0;313.0;-15;-36.0;349;-899.0;74.0
-26;903.0;-17.0;122.0;274.0;-3;160.0;185;-1019.0;324.0
-26;892.0;7.0;71.0;277.0;174;204.0;354;-887.0;90.0
-23;898.0;37.0;15.0;306.0;-15;-5.0;345;-870.0;52.0
-22;970.0;35.0;-165.0;386.0;8;-125.0;366;-917.0;189.0
-22;878.0;16.0;14.0;531.0;-13;147.0;341;-875.0;-22.0
-44;873.0;-208.0;-20.0;298.0;-12;283.0;335;-899.0;32.0
-22;1005.0;72.0;67.0;219.0;127;254.0;335;-944.0;-422.0
-22;1003.0;-463.0;198.0;186.0;26;313.0;367;-935.0;-695.0
-26;1032.0;-43.0;0.0;148.0;174;-21.0;363;-980.0;75.0
-25;981.0;28.0;3.0;337.0;-115;-34.0;353;-941.0;-5.0
-29;762.0;31.0;-145.0;632.0;-76;-74.0;442;-602.0;171.0
-22;910.0;20.0;-43.0;498.0;-13;-11.0;354;-783.0;166.0
-29;922.0;-56.0;194.0;432.0;-3;-10.0;357;-892.0;-28.0
-22;925.0;332.0;-255.0;236.0;-13;-196.0;346;-802.0;-203.0
-25;976.0;-10.0;-41.0;319.0;-74;40.0;389;-769.0;-6.0
-25;999.0;40.0;-27.0;331.0;-115;23.0;348;-945.0;45.0
-24;939.0;-12.0;-81.0;239.0;-74;-18.0;388;-725.0;24.0
-23;1038.0;-50.0;-163.0;278.0;-133;92.0;352;-991.0;26.0
-25;1007.0;90.0;58.0;245.0;-116;71.0;356;-930.0;201.0
-25;986.0;23.0;-42.0;321.0;-115;32.0;346;-944.0;108.0
-25;981.0;-24.0;-30.0;339.0;-115;124.0;352;-940.0;-37.0
-28;809.0;-23.0;21.0;469.0;-75;37.0;426;-727.0;196.0
-25;828.0;-14.0;4.0;426.0;-74;8.0;391;-774.0;29.0
-25;965.0;-34.0;-73.0;451.0;-74;-23.0;419;-848.0;-27.0
-26;1021.0;-11.0;-2.0;392.0;-75;6.0;413;-915.0;83.0
-28;1011.0;67.0;-137.0;493.0;-75;-38.0;441;-929.0;121.0
-34;1004.0;-5.0;-198.0;578.0;-74;-100.0;515;-941.0;215.0
-26;1101.0;-208.0;-162.0;324.0;-76;-263.0;406;-929.0;303.0
-27;887.0;-109.0;81.0;237.0;-129;-134.0;438;-1146.0;274.0
-26;978.0;-45.0;-1.0;368.0;-74;-161.0;423;-921.0;165.0
-26;1030.0;-4.0;-42.0;314.0;-74;-22.0;424;-921.0;89.0
-26;985.0;-66.0;-54.0;325.0;-74;-76.0;422;-928.0;118.0
-26;983.0;-18.0;-42.0;295.0;-74;-39.0;422;-919.0;39.0
-26;971.0;-9.0;-7.0;328.0;-74;2.0;431;-920.0;71.0
-23;1020.0;-248.0;-10.0;343.0;7;-53.0;359;-997.0;21.0
-29;1080.0;107.0;-132.0;370.0;-71;-6.0;440;-1002.0;173.0
-37;1000.0;37.0;-150.0;419.0;-77;-169.0;544;-921.0;187.0
-23;1115.0;-21.0;-58.0;334.0;-15;-89.0;338;-964.0;101.0
-26;990.0;-60.0;-26.0;303.0;-74;-50.0;427;-905.0;70.0
-26;990.0;-3.0;11.0;318.0;-74;-31.0;427;-906.0;26.0
-26;1004.0;-10.0;-2.0;338.0;-74;6.0;432;-913.0;41.0
-25;1125.0;33.0;12.0;358.0;-74;154.0;418;-934.0;-55.0
-24;1024.0;121.0;51.0;339.0;-115;75.0;354;-949.0;33.0
-26;1001.0;51.0;9.0;323.0;-74;8.0;421;-927.0;55.0
-26;1012.0;36.0;-30.0;317.0;-74;2.0;419;-925.0;49.0
-26;986.0;86.0;-22.0;310.0;-74;51.0;418;-911.0;11.0
-27;1024.0;354.0;92.0;352.0;-16;279.0;350;-1023.0;-81.0
-25;988.0;497.0;-127.0;425.0;-160;31.0;355;-927.0;105.0
-25;987.0;-68.0;66.0;309.0;-116;99.0;362;-953.0;280.0
-25;985.0;-37.0;8.0;306.0;-115;52.0;360;-958.0;31.0
-25;922.0;-63.0;6.0;284.0;-75;-7.0;416;-867.0;-6.0
-25;984.0;69.0;157.0;259.0;-75;486.0;380;-858.0;330.0
-25;951.0;-30.0;-22.0;201.0;-75;23.0;406;-849.0;41.0
-25;931.0;-90.0;-23.0;205.0;-75;-21.0;409;-819.0;29.0
-25;951.0;-56.0;-54.0;266.0;-75;-101.0;410;-837.0;-91.0
-28;856.0;-107.0;-64.0;496.0;-75;-492.0;408;-781.0;-244.0
-25;956.0;0.0;-11.0;217.0;-75;48.0;408;-816.0;0.0
-38;1055.0;103.0;-9.0;133.0;-146;-4.0;349;-967.0;-110.0
-22;1017.0;-90.0;-209.0;76.0;-144;158.0;349;-1016.0;-44.0
-23;1011.0;-18.0;-110.0;79.0;-16;-106.0;351;-972.0;42.0
-28;1127.0;-74.0;30.0;34.0;-47;116.0;364;-988.0;203.0
-26;1016.0;-36.0;-26.0;205.0;-74;33.0;414;-924.0;103.0
-30;1051.0;-23.0;-15.0;194.0;-73;95.0;415;-942.0;94.0
-25;1001.0;-79.0;6.0;211.0;-75;10.0;378;-894.0;-42.0
-32;1090.0;-97.0;63.0;117.0;-166;69.0;366;-1011.0;-329.0
-29;1032.0;-137.0;40.0;179.0;-71;757.0;436;-986.0;-102.0
-25;1032.0;92.0;-79.0;268.0;-139;-173.0;384;-968.0;-139.0
-26;1002.0;-15.0;6.0;180.0;-74;-5.0;414;-910.0;39.0
-25;991.0;-43.0;137.0;360.0;-115;20.0;351;-981.0;155.0
-23;995.0;87.0;48.0;178.0;-12;24.0;352;-946.0;111.0
-21;1006.0;-5.0;13.0;259.0;-144;-66.0;350;-957.0;971.0
-27;991.0;3.0;-7.0;278.0;-124;-39.0;405;-939.0;27.0
-26;988.0;9.0;2.0;320.0;-125;15.0;393;-941.0;28.0
-26;949.0;3.0;-13.0;249.0;-125;39.0;390;-938.0;33.0
-26;909.0;-52.0;34.0;349.0;-124;73.0;381;-941.0;16.0
-25;903.0;-45.0;126.0;495.0;-115;30.0;367;-984.0;52.0
-26;1009.0;-36.0;14.0;246.0;-124;41.0;372;-926.0;-22.0
-26;1003.0;-52.0;14.0;263.0;-124;44.0;378;-924.0;35.0
-26;978.0;-44.0;31.0;257.0;-125;23.0;379;-917.0;39.0
-26;951.0;-44.0;12.0;285.0;-124;6.0;367;-937.0;26.0
-26;960.0;-40.0;6.0;287.0;-125;10.0;362;-935.0;28.0
-26;961.0;-44.0;11.0;275.0;-124;28.0;373;-927.0;73.0
-26;955.0;-42.0;1.0;239.0;-124;-17.0;369;-927.0;52.0
-37;810.0;182.0;-275.0;481.0;-78;-273.0;572;-699.0;224.0
-35;955.0;6.0;2.0;429.0;-75;24.0;545;-860.0;26.0
-37;894.0;-257.0;176.0;410.0;24;349.0;912;-956.0;366.0
-34;885.0;-80.0;0.0;347.0;-75;98.0;523;-792.0;-16.0
-26;952.0;-32.0;20.0;219.0;-124;-6.0;375;-907.0;42.0
-29;648.0;12.0;68.0;237.0;-71;-37.0;440;-931.0;10.0
-29;914.0;-27.0;12.0;190.0;-71;-2.0;439;-948.0;4.0
-37;770.0;-43.0;32.0;447.0;-78;18.0;558;-650.0;-33.0
-19;824.0;-86.0;94.0;284.0;-29;14.0;664;-795.0;131.0
-50;998.0;19.0;118.0;126.0;-59;237.0;1873;-843.0;-18.0
-26;1065.0;-102.0;-35.0;107.0;174;-20.0;367;-1003.0;121.0
-26;971.0;-47.0;6.0;228.0;-124;23.0;373;-929.0;54.0
-26;967.0;-27.0;12.0;209.0;-124;10.0;377;-916.0;19.0
-34;888.0;-4.0;4.0;348.0;-75;-21.0;520;-799.0;148.0
-26;980.0;-13.0;2.0;210.0;-124;18.0;370;-920.0;41.0
-20;1025.0;-22.0;-16.0;173.0;-130;-7.0;335;-982.0;78.0
-25;939.0;24.0;-35.0;190.0;-125;12.0;366;-915.0;57.0
-25;959.0;-3.0;-27.0;196.0;-125;37.0;369;-918.0;57.0
-25;970.0;1.0;-28.0;219.0;-125;-10.0;363;-921.0;69.0
-25;937.0;68.0;-75.0;138.0;-75;-88.0;379;-886.0;93.0
-20;1008.0;-8.0;-65.0;258.0;-153;4.0;349;-961.0;67.0
-27;981.0;-13.0;-3.0;119.0;-124;-134.0;395;-927.0;42.0
-21;1009.0;0.0;30.0;247.0;-149;-108.0;354;-979.0;49.0
-21;990.0;7.0;-15.0;275.0;-144;13.0;350;-947.0;52.0
-21;1008.0;-16.0;9.0;271.0;-145;9.0;351;-957.0;60.0
-21;988.0;-11.0;-1.0;265.0;-146;-5.0;348;-964.0;46.0
-25;965.0;-22.0;-12.0;175.0;-124;4.0;369;-900.0;77.0
-25;942.0;-40.0;-1.0;238.0;-125;11.0;364;-914.0;42.0
-25;947.0;-65.0;-8.0;197.0;-125;-2.0;365;-898.0;30.0
-20;1007.0;-12.0;-3.0;258.0;-154;12.0;343;-961.0;94.0
-21;1009.0;-38.0;-23.0;282.0;-145;53.0;339;-960.0;-35.0
-21;992.0;17.0;13.0;268.0;-149;33.0;351;-955.0;48.0
-23;1041.0;-194.0;-51.0;203.0;-146;-161.0;333;-980.0;117.0
-25;959.0;-50.0;7.0;196.0;-124;-71.0;361;-905.0;82.0
-27;1074.0;-136.0;79.0;95.0;-116;4.0;344;-942.0;153.0
-19;1010.0;-101.0;34.0;171.0;-129;-17.0;341;-1000.0;-67.0
-25;959.0;-28.0;-9.0;184.0;-124;-6.0;362;-917.0;-6.0
-27;966.0;-14.0;-14.0;188.0;-125;-21.0;406;-939.0;43.0
-29;958.0;26.0;70.0;220.0;-124;-6.0;430;-973.0;-176.0
-28;959.0;5.0;-9.0;200.0;-124;54.0;417;-924.0;-33.0
-31;949.0;22.0;109.0;191.0;-124;213.0;480;-981.0;4.0
-24;971.0;1.0;16.0;239.0;-115;21.0;358;-921.0;75.0
-28;1001.0;89.0;-62.0;249.0;-125;-30.0;438;-949.0;20.0
-20;1011.0;-135.0;-12.0;238.0;-157;-13.0;344;-963.0;-52.0
-30;784.0;1.0;-13.0;302.0;-71;-17.0;446;-980.0;35.0
-27;1013.0;2.0;-13.0;264.0;-125;29.0;421;-927.0;67.0
-27;1037.0;-11.0;10.0;225.0;-125;35.0;431;-902.0;43.0
-27;1009.0;-30.0;24.0;204.0;-124;11.0;413;-913.0;69.0
-37;1008.0;-5.0;-19.0;311.0;-77;-1.0;540;-918.0;51.0
-27;1009.0;0.0;36.0;203.0;-124;19.0;429;-918.0;35.0
-27;962.0;-7.0;32.0;252.0;-124;27.0;423;-933.0;29.0
-27;980.0;-11.0;8.0;218.0;-125;58.0;424;-921.0;28.0
-32;1051.0;-40.0;23.0;75.0;-166;-3.0;368;-938.0;5.0
-29;946.0;-30.0;130.0;126.0;-124;125.0;460;-915.0;-27.0
-27;967.0;-27.0;34.0;80.0;-125;107.0;414;-900.0;-4.0
-27;981.0;-95.0;86.0;176.0;-129;20.0;377;-1056.0;176.0
-27;932.0;-50.0;-6.0;208.0;-124;-24.0;418;-907.0;73.0
-27;981.0;-56.0;6.0;220.0;-125;-5.0;411;-924.0;55.0
-21;994.0;-1.0;13.0;266.0;-149;8.0;343;-961.0;30.0
-30;916.0;-168.0;-119.0;267.0;-124;80.0;480;-884.0;-41.0
-21;993.0;11.0;4.0;263.0;-149;11.0;346;-956.0;45.0
-26;950.0;-38.0;-18.0;198.0;-124;13.0;408;-913.0;33.0
-20;1078.0;-115.0;-15.0;134.0;-129;-63.0;346;-969.0;85.0
-27;956.0;-10.0;-33.0;255.0;-125;-23.0;417;-923.0;73.0
-20;1038.0;-17.0;-17.0;177.0;-130;8.0;342;-980.0;22.0
-20;1041.0;-1.0;-8.0;177.0;-130;-24.0;347;-979.0;44.0
-24;1009.0;2.0;-15.0;253.0;-116;-20.0;366;-931.0;122.0
-25;979.0;42.0;-94.0;737.0;-75;-108.0;405;-943.0;202.0
-20;1033.0;-8.0;-9.0;221.0;-157;1.0;349;-972.0;292.0
-27;1051.0;-18.0;-152.0;181.0;-116;47.0;349;-1047.0;143.0
-25;994.0;1.0;-30.0;216.0;-139;-37.0;365;-909.0;86.0
-25;922.0;42.0;21.0;215.0;-139;3.0;374;-918.0;60.0
-25;980.0;35.0;0.0;337.0;-115;1.0;348;-940.0;185.0
-20;1060.0;70.0;-29.0;178.0;-129;-16.0;365;-980.0;-3.0
