InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit RLA magneticZ;Accelerometer HIP accZ;Accelerometer RWR accX;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA magneticZ;Accelerometer RUA_ accX;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit RLA accY
-98.0;-201.0;23.0;-524.0;232.0;-110;-480.0;146.0;32.0;591.0
-96.0;-204.0;21.0;-520.0;232.0;-110;-480.0;313.0;33.0;546.0
-98.0;-211.0;19.0;-726.0;233.0;-110;-479.0;255.0;33.0;573.0
-123.0;-218.0;58.0;-715.0;327.0;-109;-659.0;339.0;22.0;496.0
-93.0;-234.0;30.0;-876.0;229.0;-110;-477.0;387.0;35.0;749.0
-104.0;-342.0;151.0;-759.0;343.0;-109;-644.0;720.0;-21.0;733.0
-195.0;-325.0;146.0;-995.0;396.0;-106;-547.0;657.0;-64.0;857.0
-80.0;-328.0;-23.0;-832.0;174.0;-106;-464.0;674.0;-6.0;678.0
-115.0;-292.0;31.0;-946.0;235.0;-110;-451.0;465.0;42.0;626.0
-117.0;-292.0;9.0;-948.0;236.0;-110;-452.0;472.0;40.0;627.0
-116.0;-291.0;38.0;-948.0;235.0;-110;-450.0;470.0;39.0;640.0
-116.0;-290.0;32.0;-898.0;234.0;-110;-448.0;421.0;38.0;597.0
-115.0;-290.0;22.0;-944.0;237.0;-110;-442.0;462.0;35.0;665.0
-111.0;-274.0;22.0;-1035.0;262.0;-110;-464.0;424.0;22.0;525.0
-107.0;-265.0;24.0;-916.0;272.0;-110;-460.0;368.0;13.0;506.0
-101.0;-258.0;10.0;-940.0;276.0;-110;-468.0;368.0;12.0;514.0
-100.0;-252.0;10.0;-997.0;330.0;-110;-496.0;336.0;-10.0;522.0
-248.0;-288.0;73.0;-1102.0;129.0;-154;-648.0;350.0;-43.0;235.0
-88.0;-237.0;10.0;-814.0;299.0;-110;-471.0;256.0;-1.0;476.0
-84.0;-232.0;10.0;-848.0;303.0;-110;-470.0;301.0;-5.0;563.0
-88.0;-232.0;32.0;-905.0;314.0;-110;-447.0;351.0;-19.0;612.0
-91.0;-234.0;15.0;-909.0;319.0;-110;-431.0;264.0;-23.0;533.0
-120.0;-230.0;91.0;-870.0;327.0;-109;-654.0;349.0;25.0;518.0
-44.0;-84.0;20.0;-541.0;326.0;-110;-147.0;46.0;-17.0;246.0
-47.0;-84.0;-5.0;-533.0;319.0;-110;-224.0;50.0;-18.0;229.0
-54.0;-82.0;-1.0;-483.0;318.0;-110;-269.0;124.0;-20.0;285.0
-42.0;-256.0;106.0;-391.0;444.0;-110;17.0;239.0;144.0;441.0
-58.0;-75.0;11.0;-515.0;312.0;-110;-292.0;87.0;-20.0;282.0
-60.0;-71.0;-39.0;-518.0;303.0;-110;-331.0;87.0;-25.0;254.0
-104.0;-99.0;-8.0;-478.0;248.0;-110;-575.0;65.0;-52.0;330.0
218.0;-100.0;-29.0;-902.0;-39.0;-113;-481.0;596.0;367.0;727.0
198.0;-113.0;-29.0;-999.0;-59.0;-113;-399.0;613.0;382.0;672.0
119.0;-196.0;-36.0;-592.0;38.0;-113;-342.0;434.0;351.0;590.0
153.0;-160.0;-59.0;-738.0;-15.0;-113;-359.0;521.0;369.0;638.0
86.0;-226.0;-51.0;-683.0;87.0;-113;-322.0;487.0;322.0;613.0
12.0;-278.0;-5.0;-748.0;213.0;-113;-237.0;460.0;243.0;632.0
-2.0;-287.0;-10.0;-797.0;239.0;-113;-220.0;452.0;232.0;620.0
-37.0;-251.0;102.0;-913.0;461.0;-113;25.0;442.0;97.0;615.0
51.0;-174.0;90.0;-385.0;282.0;-113;-269.0;-96.0;190.0;403.0
40.0;-214.0;182.0;-333.0;255.0;-113;-324.0;61.0;217.0;379.0
30.0;-234.0;135.0;-452.0;234.0;-113;-331.0;114.0;227.0;408.0
19.0;-254.0;107.0;-549.0;215.0;-113;-331.0;167.0;227.0;428.0
10.0;-267.0;115.0;-609.0;192.0;-113;-333.0;175.0;230.0;499.0
-5.0;-285.0;104.0;-708.0;150.0;-113;-326.0;231.0;228.0;503.0
-7.0;-289.0;134.0;-553.0;137.0;-114;-327.0;235.0;228.0;536.0
-7.0;-291.0;128.0;-616.0;135.0;-114;-323.0;240.0;229.0;541.0
2.0;-290.0;96.0;-689.0;157.0;-115;-309.0;297.0;223.0;556.0
2.0;-293.0;163.0;-601.0;168.0;-122;-289.0;329.0;224.0;591.0
0.0;-296.0;164.0;-707.0;169.0;-123;-302.0;391.0;224.0;631.0
-1.0;-297.0;155.0;-821.0;167.0;-123;-304.0;414.0;225.0;547.0
0.0;-296.0;137.0;-847.0;168.0;-123;-301.0;382.0;223.0;648.0
7.0;-288.0;132.0;-669.0;165.0;-123;-312.0;355.0;229.0;600.0
6.0;-288.0;152.0;-840.0;163.0;-123;-320.0;410.0;232.0;583.0
4.0;-293.0;132.0;-861.0;156.0;-123;-323.0;365.0;235.0;616.0
4.0;-294.0;142.0;-735.0;148.0;-123;-314.0;406.0;236.0;572.0
3.0;-294.0;144.0;-799.0;135.0;-123;-265.0;388.0;242.0;557.0
5.0;-293.0;139.0;-793.0;121.0;-123;-228.0;415.0;242.0;562.0
6.0;-293.0;125.0;-790.0;104.0;-123;-214.0;391.0;242.0;618.0
4.0;-296.0;130.0;-816.0;94.0;-123;-217.0;413.0;246.0;651.0
8.0;-291.0;126.0;-769.0;76.0;-123;-223.0;380.0;246.0;594.0
20.0;-282.0;134.0;-779.0;78.0;-123;-222.0;390.0;246.0;487.0
24.0;-280.0;142.0;-819.0;75.0;-123;-225.0;413.0;250.0;543.0
20.0;-285.0;151.0;-621.0;83.0;-123;-198.0;390.0;250.0;531.0
20.0;-287.0;142.0;-876.0;89.0;-123;-190.0;408.0;248.0;674.0
19.0;-289.0;140.0;-766.0;97.0;-123;-192.0;391.0;247.0;654.0
20.0;-291.0;99.0;-693.0;99.0;-123;-194.0;364.0;247.0;653.0
18.0;-293.0;131.0;-551.0;102.0;-123;-195.0;347.0;246.0;617.0
19.0;-293.0;150.0;-469.0;106.0;-123;-193.0;407.0;246.0;558.0
18.0;-296.0;130.0;-697.0;119.0;-123;-180.0;400.0;242.0;650.0
16.0;-297.0;129.0;-906.0;122.0;-123;-175.0;434.0;241.0;668.0
14.0;-301.0;91.0;-890.0;128.0;-123;-179.0;463.0;241.0;659.0
3.0;-316.0;123.0;-668.0;145.0;-123;-216.0;418.0;244.0;668.0
4.0;-317.0;127.0;-990.0;151.0;-123;-239.0;462.0;243.0;693.0
6.0;-314.0;151.0;-878.0;157.0;-123;-253.0;457.0;245.0;659.0
12.0;-307.0;126.0;-825.0;159.0;-123;-265.0;467.0;244.0;654.0
15.0;-302.0;120.0;-876.0;154.0;-123;-274.0;461.0;246.0;622.0
17.0;-299.0;133.0;-798.0;141.0;-123;-292.0;441.0;250.0;712.0
30.0;-283.0;110.0;-902.0;123.0;-123;-323.0;476.0;249.0;622.0
216.0;-103.0;-4.0;-903.0;-41.0;-113;-420.0;542.0;368.0;567.0
159.0;-135.0;90.0;-901.0;-31.0;-123;-413.0;398.0;276.0;561.0
-6.0;-402.0;54.0;-785.0;362.0;-106;-275.0;382.0;182.0;688.0
12.0;-395.0;32.0;-751.0;359.0;-106;-264.0;368.0;180.0;689.0
73.0;-366.0;72.0;-671.0;348.0;-106;-244.0;319.0;173.0;569.0
17.0;-265.0;-81.0;-396.0;-57.0;-136;-512.0;386.0;248.0;309.0
90.0;-400.0;-406.0;-470.0;149.0;-70;-474.0;207.0;544.0;431.0
35.0;-319.0;-222.0;-472.0;-88.0;-136;-416.0;61.0;292.0;411.0
95.0;-353.0;81.0;-668.0;342.0;-106;-242.0;310.0;169.0;545.0
115.0;-341.0;80.0;-675.0;336.0;-106;-242.0;291.0;167.0;483.0
140.0;-262.0;248.0;-1013.0;-195.0;-115;-556.0;440.0;221.0;683.0
38.0;-431.0;182.0;-726.0;-20.0;-105;-293.0;481.0;136.0;458.0
18.0;-430.0;160.0;-776.0;162.0;-103;-24.0;396.0;71.0;807.0
14.0;-422.0;169.0;-639.0;194.0;-103;26.0;328.0;62.0;791.0
12.0;-419.0;192.0;-700.0;234.0;-106;90.0;325.0;51.0;746.0
15.0;-284.0;10.0;-885.0;323.0;-109;140.0;372.0;63.0;645.0
-27.0;-191.0;118.0;-1618.0;134.0;55;252.0;1056.0;-494.0;1373.0
34.0;-264.0;-87.0;-854.0;136.0;-103;-122.0;493.0;94.0;583.0
125.0;251.0;-30.0;-481.0;-565.0;-88;-630.0;229.0;572.0;550.0
266.0;-102.0;40.0;-854.0;-27.0;-104;-711.0;254.0;231.0;609.0
37.0;-260.0;-16.0;-849.0;107.0;-103;-160.0;499.0;103.0;584.0
57.0;-224.0;-84.0;-858.0;45.0;-103;-194.0;517.0;129.0;732.0
144.0;-88.0;30.0;-669.0;-251.0;-102;-657.0;268.0;241.0;424.0
120.0;-93.0;9.0;-801.0;-175.0;-102;-580.0;309.0;220.0;340.0
195.0;-93.0;-19.0;-858.0;-181.0;-101;-643.0;359.0;192.0;522.0
82.0;-122.0;14.0;-786.0;-210.0;-102;-565.0;277.0;216.0;411.0
73.0;-199.0;-65.0;-799.0;30.0;-103;-191.0;455.0;143.0;743.0
88.0;-112.0;4.0;-766.0;-202.0;-102;-560.0;291.0;217.0;487.0
69.0;-145.0;19.0;-731.0;-225.0;-103;-569.0;291.0;220.0;518.0
50.0;-174.0;22.0;-696.0;-241.0;-103;-570.0;249.0;214.0;591.0
115.0;-130.0;18.0;-372.0;-165.0;-102;-597.0;158.0;225.0;561.0
137.0;-84.0;-318.0;-729.0;93.0;-152;-64.0;509.0;68.0;853.0
157.0;-136.0;-214.0;-1162.0;59.0;-152;-38.0;601.0;175.0;639.0
76.0;-243.0;-132.0;-990.0;17.0;-171;-72.0;617.0;363.0;920.0
22.0;-241.0;10.0;-758.0;-258.0;-103;-592.0;296.0;222.0;632.0
76.0;-197.0;-88.0;-942.0;29.0;-103;-164.0;555.0;162.0;735.0
78.0;-192.0;-21.0;-898.0;31.0;-103;-171.0;486.0;155.0;746.0
192.0;-9.0;115.0;-1029.0;-56.0;-47;-133.0;744.0;409.0;1015.0
44.0;-239.0;-30.0;-579.0;-279.0;-103;-607.0;304.0;235.0;628.0
125.0;-128.0;-133.0;-529.0;-365.0;-147;-639.0;197.0;274.0;347.0
83.0;-185.0;-46.0;-908.0;39.0;-103;-204.0;545.0;140.0;756.0
103.0;-151.0;-58.0;-940.0;54.0;-103;-282.0;627.0;99.0;690.0
85.0;-191.0;-41.0;-861.0;42.0;-103;-232.0;533.0;128.0;738.0
99.0;-62.0;-121.0;-817.0;-3.0;-103;-228.0;563.0;43.0;786.0
176.0;162.0;-279.0;-906.0;64.0;-103;-88.0;630.0;4.0;764.0
352.0;360.0;-399.0;-805.0;-32.0;-170;-128.0;664.0;193.0;889.0
173.0;-302.0;89.0;-709.0;322.0;-106;-256.0;259.0;154.0;418.0
183.0;-292.0;104.0;-647.0;322.0;-106;-257.0;212.0;147.0;390.0
210.0;-274.0;93.0;-601.0;318.0;-106;-260.0;207.0;148.0;355.0
214.0;-272.0;76.0;-597.0;315.0;-106;-266.0;167.0;147.0;333.0
50.0;-136.0;-49.0;-670.0;-613.0;-136;-500.0;492.0;685.0;390.0
219.0;-267.0;89.0;-655.0;314.0;-106;-271.0;202.0;151.0;352.0
263.0;-222.0;68.0;-472.0;313.0;-106;-296.0;125.0;158.0;285.0
243.0;-247.0;90.0;-563.0;312.0;-106;-289.0;173.0;156.0;308.0
292.0;-176.0;90.0;-582.0;326.0;-106;-326.0;220.0;160.0;159.0
420.0;-82.0;113.0;-474.0;304.0;-108;-240.0;14.0;243.0;71.0
-3.0;-319.0;-44.0;-864.0;3.0;-45;-30.0;684.0;208.0;792.0
326.0;-155.0;64.0;-398.0;313.0;-106;-318.0;41.0;165.0;142.0
264.0;-201.0;87.0;-713.0;326.0;-106;-329.0;288.0;160.0;209.0
170.0;-274.0;81.0;-829.0;326.0;-106;-326.0;449.0;166.0;381.0
138.0;-298.0;80.0;-841.0;329.0;-106;-327.0;481.0;165.0;417.0
120.0;-311.0;82.0;-857.0;330.0;-106;-325.0;497.0;165.0;472.0
104.0;-325.0;95.0;-878.0;330.0;-106;-326.0;535.0;167.0;501.0
88.0;-334.0;98.0;-855.0;329.0;-106;-326.0;521.0;171.0;494.0
50.0;-357.0;114.0;-834.0;334.0;-106;-328.0;543.0;168.0;553.0
229.0;-594.0;-112.0;-239.0;208.0;-113;49.0;115.0;97.0;214.0
99.0;-594.0;148.0;-204.0;212.0;-90;4.0;148.0;92.0;285.0
148.0;-438.0;-48.0;-97.0;-65.0;-91;-249.0;40.0;327.0;140.0
120.0;-519.0;34.0;-257.0;71.0;-90;-123.0;135.0;208.0;172.0
14.0;-506.0;-176.0;44.0;39.0;-92;-129.0;-56.0;224.0;28.0
35.0;-367.0;107.0;-878.0;333.0;-106;-327.0;538.0;167.0;590.0
22.0;-374.0;97.0;-864.0;334.0;-106;-325.0;531.0;165.0;614.0
-34.0;-395.0;92.0;-905.0;343.0;-106;-332.0;558.0;155.0;642.0
-176.0;-325.0;118.0;-447.0;363.0;-106;-392.0;384.0;-11.0;647.0
-11.0;-503.0;1029.0;-398.0;274.0;-155;-462.0;-107.0;-511.0;174.0
10.0;-251.0;72.0;-406.0;355.0;-107;-370.0;79.0;109.0;530.0
58.0;-226.0;68.0;-647.0;338.0;-107;-344.0;413.0;136.0;205.0
187.0;-143.0;55.0;-677.0;315.0;-107;-230.0;418.0;169.0;784.0
188.0;-133.0;18.0;-626.0;327.0;-107;-187.0;430.0;157.0;552.0
192.0;-126.0;49.0;-604.0;328.0;-107;-182.0;398.0;154.0;513.0
196.0;-118.0;71.0;-607.0;319.0;-107;-193.0;404.0;159.0;655.0
165.0;-153.0;49.0;-696.0;295.0;-107;-201.0;450.0;166.0;593.0
159.0;-161.0;39.0;-716.0;288.0;-107;-204.0;451.0;167.0;577.0
153.0;-174.0;59.0;-602.0;275.0;-107;-216.0;371.0;177.0;588.0
158.0;-173.0;72.0;-607.0;279.0;-107;-210.0;376.0;180.0;622.0
174.0;-159.0;60.0;-639.0;292.0;-107;-197.0;398.0;184.0;678.0
187.0;-144.0;92.0;-636.0;300.0;-107;-191.0;425.0;181.0;674.0
197.0;-135.0;68.0;-656.0;302.0;-107;-186.0;435.0;180.0;671.0
208.0;-117.0;98.0;-637.0;307.0;-107;-180.0;435.0;176.0;614.0
211.0;-112.0;93.0;-645.0;306.0;-107;-179.0;416.0;174.0;628.0
214.0;-108.0;96.0;-643.0;306.0;-107;-184.0;421.0;179.0;665.0
214.0;-109.0;78.0;-662.0;309.0;-107;-187.0;426.0;178.0;664.0
215.0;-108.0;57.0;-668.0;310.0;-107;-187.0;430.0;176.0;658.0
217.0;-108.0;62.0;-656.0;313.0;-107;-187.0;410.0;175.0;649.0
217.0;-109.0;86.0;-647.0;313.0;-107;-189.0;413.0;170.0;651.0
215.0;-108.0;51.0;-667.0;311.0;-107;-192.0;418.0;174.0;652.0
216.0;-109.0;71.0;-644.0;312.0;-107;-195.0;417.0;176.0;653.0
216.0;-110.0;76.0;-643.0;311.0;-107;-195.0;409.0;176.0;659.0
215.0;-108.0;71.0;-653.0;314.0;-107;-193.0;426.0;176.0;659.0
217.0;-105.0;71.0;-661.0;319.0;-107;-191.0;425.0;176.0;658.0
214.0;-110.0;45.0;-656.0;316.0;-107;-195.0;419.0;173.0;652.0
215.0;-110.0;69.0;-661.0;317.0;-107;-194.0;427.0;172.0;657.0
218.0;-110.0;77.0;-681.0;318.0;-107;-191.0;409.0;172.0;654.0
216.0;-111.0;68.0;-635.0;318.0;-107;-191.0;413.0;174.0;656.0
216.0;-110.0;71.0;-667.0;319.0;-107;-192.0;418.0;175.0;656.0
217.0;-111.0;68.0;-647.0;321.0;-107;-191.0;408.0;176.0;654.0
216.0;-108.0;70.0;-673.0;320.0;-107;-191.0;418.0;176.0;652.0
215.0;-109.0;72.0;-693.0;321.0;-107;-191.0;423.0;174.0;654.0
216.0;-110.0;61.0;-665.0;320.0;-107;-191.0;397.0;174.0;653.0
215.0;-110.0;71.0;-645.0;319.0;-107;-191.0;423.0;177.0;653.0
214.0;-110.0;73.0;-670.0;320.0;-107;-192.0;415.0;175.0;651.0
215.0;-108.0;81.0;-651.0;321.0;-107;-188.0;420.0;178.0;651.0
214.0;-110.0;77.0;-703.0;321.0;-107;-190.0;417.0;176.0;651.0
212.0;-110.0;93.0;-665.0;320.0;-107;-190.0;380.0;174.0;649.0
213.0;-110.0;100.0;-643.0;321.0;-107;-190.0;378.0;176.0;647.0
213.0;-111.0;78.0;-669.0;320.0;-107;-192.0;378.0;178.0;650.0
210.0;-111.0;106.0;-677.0;321.0;-107;-193.0;368.0;176.0;647.0
210.0;-110.0;96.0;-653.0;321.0;-107;-194.0;372.0;177.0;654.0
211.0;-112.0;81.0;-584.0;322.0;-107;-194.0;447.0;177.0;668.0
208.0;-114.0;81.0;-555.0;322.0;-107;-194.0;378.0;178.0;662.0
203.0;-118.0;91.0;-688.0;323.0;-107;-196.0;369.0;178.0;650.0
86.0;-189.0;110.0;-603.0;350.0;-106;-252.0;136.0;225.0;539.0
33.0;-199.0;136.0;-601.0;353.0;-106;-259.0;109.0;203.0;287.0
5.0;-200.0;230.0;-749.0;350.0;-106;-265.0;105.0;185.0;157.0
-61.0;-216.0;182.0;-824.0;333.0;-105;-314.0;302.0;31.0;353.0
-105.0;-286.0;147.0;-842.0;365.0;-106;-366.0;327.0;2.0;637.0
-92.0;-281.0;120.0;-765.0;367.0;-106;-351.0;306.0;20.0;663.0
-77.0;-277.0;117.0;-820.0;367.0;-106;-346.0;273.0;37.0;673.0
-59.0;-275.0;100.0;-850.0;368.0;-107;-342.0;237.0;52.0;585.0
23.0;-269.0;115.0;-672.0;383.0;-107;-297.0;85.0;126.0;458.0
65.0;-266.0;124.0;-701.0;388.0;-107;-267.0;71.0;159.0;377.0
111.0;-260.0;101.0;-534.0;395.0;-107;-252.0;-15.0;184.0;364.0
-77.0;-425.0;165.0;-795.0;340.0;-106;-295.0;491.0;138.0;562.0
-113.0;-429.0;170.0;-889.0;345.0;-106;-301.0;482.0;112.0;652.0
-145.0;-294.0;155.0;-1153.0;340.0;-107;-327.0;354.0;8.0;445.0
-121.0;-340.0;103.0;-406.0;342.0;-107;-301.0;381.0;123.0;119.0
24.0;-384.0;92.0;-665.0;137.0;-156;-407.0;966.0;185.0;722.0
5.0;-297.0;100.0;-697.0;322.0;-108;-287.0;632.0;203.0;677.0
40.0;-272.0;120.0;-424.0;319.0;-108;-282.0;233.0;214.0;666.0
100.0;-227.0;151.0;-336.0;315.0;-108;-262.0;123.0;225.0;495.0
163.0;-23.0;54.0;-885.0;465.0;-156;-152.0;610.0;157.0;490.0
216.0;-97.0;76.0;-712.0;334.0;-108;-161.0;458.0;216.0;571.0
219.0;-96.0;101.0;-630.0;332.0;-108;-144.0;426.0;212.0;363.0
222.0;-93.0;97.0;-627.0;325.0;-108;-132.0;416.0;209.0;388.0
227.0;-88.0;72.0;-646.0;321.0;-108;-131.0;408.0;199.0;640.0
242.0;-67.0;101.0;-667.0;292.0;-108;-118.0;417.0;168.0;640.0
245.0;-66.0;91.0;-647.0;292.0;-108;-121.0;424.0;170.0;667.0
242.0;-68.0;116.0;-637.0;296.0;-108;-122.0;407.0;166.0;672.0
241.0;-69.0;101.0;-654.0;296.0;-108;-128.0;406.0;166.0;649.0
241.0;-70.0;86.0;-666.0;295.0;-108;-125.0;426.0;162.0;662.0
243.0;-70.0;94.0;-657.0;295.0;-108;-126.0;426.0;157.0;653.0
243.0;-70.0;78.0;-646.0;297.0;-108;-124.0;417.0;157.0;655.0
244.0;-70.0;83.0;-648.0;296.0;-108;-126.0;445.0;155.0;655.0
243.0;-73.0;66.0;-637.0;296.0;-108;-124.0;436.0;147.0;662.0
244.0;-73.0;87.0;-687.0;293.0;-108;-126.0;436.0;141.0;658.0
244.0;-74.0;81.0;-669.0;292.0;-108;-121.0;433.0;136.0;664.0
244.0;-75.0;70.0;-666.0;291.0;-108;-122.0;429.0;136.0;667.0
249.0;-74.0;60.0;-665.0;294.0;-108;-129.0;437.0;130.0;670.0
247.0;-79.0;80.0;-680.0;292.0;-108;-131.0;436.0;130.0;668.0
245.0;-79.0;75.0;-671.0;291.0;-108;-129.0;437.0;129.0;666.0
157.0;-133.0;180.0;-480.0;299.0;-108;-148.0;247.0;162.0;747.0
130.0;-151.0;144.0;-391.0;303.0;-107;-156.0;147.0;158.0;689.0
54.0;-181.0;62.0;-247.0;319.0;-107;-163.0;78.0;154.0;450.0
-37.0;-4.0;91.0;112.0;453.0;-113;-27.0;-283.0;-54.0;-5.0
10.0;-187.0;119.0;-357.0;322.0;-107;-170.0;43.0;145.0;368.0
-188.0;-324.0;211.0;-738.0;371.0;-107;-392.0;474.0;-105.0;718.0
-167.0;-320.0;153.0;-1011.0;365.0;-106;-404.0;526.0;-136.0;770.0
-16.0;-260.0;135.0;-652.0;344.0;-108;-289.0;190.0;65.0;517.0
18.0;-246.0;135.0;-646.0;342.0;-108;-289.0;170.0;93.0;481.0
48.0;-199.0;-48.0;-647.0;-273.0;-103;-518.0;427.0;237.0;521.0
23.0;-5.0;163.0;-783.0;-512.0;6;-575.0;514.0;369.0;538.0
55.0;-192.0;-41.0;-609.0;-271.0;-103;-522.0;450.0;238.0;528.0
-6.0;-303.0;-103.0;-608.0;-393.0;-144;-591.0;310.0;254.0;448.0
59.0;-187.0;-29.0;-580.0;-270.0;-103;-517.0;309.0;239.0;453.0
244.0;143.0;-16.0;-327.0;-665.0;-103;-747.0;289.0;712.0;410.0
64.0;-186.0;3.0;-588.0;-270.0;-103;-514.0;340.0;238.0;534.0
93.0;-221.0;133.0;-696.0;341.0;-108;-282.0;172.0;133.0;434.0
129.0;-207.0;133.0;-618.0;343.0;-108;-280.0;137.0;154.0;414.0
66.0;-183.0;0.0;-780.0;-267.0;-103;-500.0;219.0;241.0;540.0
167.0;-192.0;91.0;-677.0;341.0;-108;-277.0;123.0;175.0;398.0
379.0;-59.0;106.0;-517.0;342.0;-108;-251.0;29.0;230.0;168.0
69.0;-154.0;11.0;-676.0;-347.0;-102;-572.0;130.0;264.0;434.0
64.0;-152.0;-63.0;-524.0;-298.0;-101;-474.0;270.0;183.0;476.0
61.0;-188.0;-17.0;-724.0;-288.0;-103;-504.0;215.0;242.0;569.0
61.0;-151.0;0.0;-573.0;-337.0;-102;-569.0;108.0;261.0;410.0
100.0;240.0;61.0;-531.0;-575.0;-85;-670.0;103.0;601.0;432.0
231.0;-224.0;194.0;-945.0;305.0;-108;-269.0;379.0;209.0;202.0
48.0;-358.0;139.0;-1030.0;319.0;-106;-279.0;432.0;179.0;437.0
60.0;-189.0;-2.0;-620.0;-300.0;-103;-501.0;222.0;243.0;504.0
273.0;-15.0;-158.0;-574.0;-483.0;-147;-445.0;251.0;316.0;672.0
57.0;-184.0;-29.0;-787.0;-303.0;-103;-485.0;248.0;235.0;618.0
70.0;-208.0;-109.0;-778.0;-376.0;-144;-619.0;206.0;253.0;569.0
-23.0;-370.0;153.0;-841.0;313.0;-107;-290.0;478.0;150.0;548.0
49.0;-215.0;-24.0;-768.0;-275.0;-103;-508.0;269.0;268.0;635.0
44.0;-236.0;-38.0;-783.0;-231.0;-103;-537.0;296.0;268.0;545.0
-45.0;-376.0;171.0;-868.0;316.0;-107;-298.0;402.0;141.0;615.0
-152.0;-363.0;196.0;-774.0;341.0;-107;-350.0;255.0;-66.0;687.0
-109.0;-328.0;102.0;-924.0;333.0;-108;-323.0;357.0;35.0;640.0
-116.0;-354.0;82.0;-651.0;306.0;-109;-283.0;382.0;167.0;612.0
-101.0;-359.0;96.0;-509.0;303.0;-109;-273.0;391.0;188.0;657.0
-83.0;-353.0;79.0;-485.0;303.0;-109;-263.0;209.0;202.0;624.0
-64.0;-348.0;116.0;-541.0;304.0;-109;-246.0;235.0;218.0;445.0
2.0;-309.0;130.0;-646.0;296.0;-109;-209.0;391.0;237.0;474.0
