InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK accY;InertialMeasurementUnit LUA accX;InertialMeasurementUnit RUA gyroY;Accelerometer LUA^ accY;Accelerometer RKN^ accX;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit LUA accZ;Accelerometer BACK accX
-2;-208.0;-971.0;6.0;959.0;-155.0;-6.0;72.0;31.0
0;-211.0;-968.0;-13.0;962.0;-160.0;23.0;78.0;29.0
-1;-212.0;-960.0;-19.0;942.0;-157.0;-18.0;68.0;27.0
3;-208.0;-962.0;-12.0;947.0;-165.0;17.0;71.0;37.0
4;-275.0;-875.0;18.0;903.0;-10.0;29.0;185.0;115.0
5;-215.0;-962.0;-19.0;952.0;-172.0;20.0;75.0;32.0
-4;-214.0;-963.0;12.0;951.0;-142.0;-13.0;70.0;22.0
2;-214.0;-966.0;-41.0;945.0;-170.0;-5.0;80.0;28.0
2;-264.0;-857.0;-6.0;918.0;-23.0;40.0;187.0;137.0
-1;-273.0;-869.0;27.0;946.0;-19.0;-17.0;173.0;125.0
-4;-280.0;-857.0;6.0;912.0;-22.0;-17.0;162.0;102.0
2;-216.0;-958.0;-29.0;949.0;-166.0;34.0;78.0;34.0
0;-268.0;-871.0;33.0;919.0;-12.0;-61.0;167.0;101.0
-3;-220.0;-962.0;-26.0;950.0;-166.0;18.0;82.0;29.0
-1;-222.0;-971.0;-12.0;958.0;-165.0;25.0;83.0;26.0
-5;-271.0;-869.0;8.0;888.0;-23.0;-54.0;153.0;77.0
1;-221.0;-963.0;0.0;949.0;-172.0;-36.0;88.0;44.0
-2;-219.0;-962.0;-31.0;948.0;-172.0;15.0;87.0;38.0
-1;-249.0;-871.0;-8.0;866.0;-16.0;14.0;168.0;120.0
-3;-218.0;-966.0;-16.0;946.0;-170.0;40.0;77.0;38.0
3;-223.0;-964.0;-8.0;961.0;-161.0;29.0;84.0;32.0
2;-222.0;-964.0;-5.0;965.0;-175.0;-2.0;95.0;49.0
3;-227.0;-963.0;-14.0;940.0;-172.0;37.0;84.0;47.0
2;-232.0;-966.0;-12.0;940.0;-151.0;25.0;87.0;42.0
-2;-230.0;-965.0;-29.0;952.0;-157.0;52.0;87.0;59.0
-4;-236.0;-963.0;-10.0;957.0;-155.0;40.0;96.0;36.0
-3;-227.0;-957.0;16.0;931.0;-162.0;34.0;91.0;38.0
6;-231.0;-970.0;33.0;946.0;-141.0;40.0;96.0;37.0
12;-291.0;-957.0;-35.0;885.0;-165.0;-5.0;109.0;50.0
-4;-302.0;-949.0;-54.0;885.0;-159.0;17.0;110.0;135.0
-4;-275.0;-865.0;5.0;881.0;-20.0;36.0;142.0;82.0
6;-289.0;-964.0;-53.0;899.0;-160.0;38.0;117.0;126.0
2;-315.0;-956.0;-17.0;968.0;-171.0;10.0;124.0;145.0
0;-267.0;-865.0;-8.0;854.0;-40.0;-20.0;150.0;78.0
1;-312.0;-957.0;-24.0;943.0;-172.0;46.0;128.0;136.0
3;-301.0;-947.0;-35.0;929.0;-176.0;39.0;130.0;135.0
7;-305.0;-945.0;-28.0;929.0;-176.0;79.0;122.0;135.0
3;-307.0;-957.0;-18.0;927.0;-182.0;27.0;119.0;125.0
-4;-314.0;-951.0;7.0;917.0;-180.0;27.0;121.0;126.0
-6;-308.0;-945.0;18.0;926.0;-181.0;-8.0;118.0;135.0
0;-297.0;-949.0;10.0;928.0;-181.0;-16.0;123.0;136.0
1;-305.0;-960.0;-2.0;940.0;-182.0;8.0;132.0;144.0
1;-324.0;-957.0;-7.0;957.0;-190.0;19.0;131.0;144.0
2;-308.0;-961.0;-29.0;942.0;-176.0;5.0;133.0;142.0
3;-307.0;-958.0;-28.0;930.0;-178.0;38.0;126.0;146.0
8;-293.0;-946.0;-4.0;931.0;-194.0;60.0;114.0;131.0
4;-309.0;-952.0;-26.0;948.0;-188.0;30.0;124.0;122.0
-5;-303.0;-959.0;-5.0;943.0;-194.0;-6.0;128.0;141.0
2;-309.0;-951.0;-29.0;956.0;-177.0;-36.0;131.0;144.0
8;-319.0;-946.0;-26.0;952.0;-181.0;19.0;126.0;154.0
10;-291.0;-939.0;-53.0;947.0;-172.0;33.0;129.0;153.0
10;-296.0;-949.0;-64.0;943.0;-180.0;61.0;127.0;146.0
9;-275.0;-952.0;-94.0;936.0;-174.0;27.0;135.0;75.0
9;-278.0;-945.0;-39.0;932.0;-164.0;-3.0;142.0;108.0
-4;-274.0;-951.0;-45.0;939.0;-151.0;-13.0;154.0;107.0
-3;-271.0;-960.0;-37.0;943.0;-160.0;13.0;150.0;114.0
3;-272.0;-954.0;-18.0;947.0;-171.0;13.0;146.0;104.0
1;-271.0;-954.0;-13.0;938.0;-162.0;-30.0;136.0;97.0
4;-270.0;-958.0;-43.0;952.0;-173.0;-5.0;136.0;111.0
-6;-272.0;-960.0;-37.0;923.0;-183.0;52.0;146.0;95.0
-5;-274.0;-961.0;-30.0;951.0;-174.0;24.0;151.0;110.0
-2;-272.0;-955.0;-28.0;943.0;-161.0;20.0;146.0;110.0
4;-276.0;-952.0;-23.0;956.0;-176.0;-4.0;138.0;104.0
-7;-270.0;-950.0;-28.0;941.0;-154.0;33.0;143.0;106.0
2;-272.0;-958.0;-41.0;948.0;-169.0;25.0;145.0;115.0
-3;-274.0;-955.0;-14.0;950.0;-176.0;0.0;142.0;95.0
-9;-276.0;-961.0;-33.0;959.0;-184.0;0.0;142.0;97.0
-1;-275.0;-961.0;-28.0;956.0;-163.0;23.0;142.0;109.0
2;-268.0;-954.0;-5.0;944.0;-169.0;16.0;150.0;110.0
-3;-273.0;-955.0;-11.0;938.0;-171.0;14.0;135.0;110.0
-2;-272.0;-945.0;-26.0;945.0;-160.0;19.0;139.0;100.0
-3;-280.0;-954.0;-5.0;943.0;-162.0;8.0;148.0;95.0
3;-284.0;-965.0;-13.0;942.0;-172.0;16.0;148.0;102.0
-2;-278.0;-959.0;1.0;952.0;-170.0;-13.0;147.0;108.0
-1;-270.0;-947.0;-32.0;942.0;-160.0;33.0;130.0;97.0
-6;-273.0;-957.0;-34.0;940.0;-160.0;16.0;138.0;105.0
-2;-278.0;-962.0;-35.0;940.0;-167.0;12.0;156.0;106.0
-4;-289.0;-965.0;-28.0;951.0;-166.0;-29.0;168.0;115.0
-1;-273.0;-972.0;-13.0;956.0;-163.0;-8.0;163.0;114.0
-2;-272.0;-951.0;-50.0;938.0;-183.0;15.0;147.0;106.0
-10;-270.0;-956.0;0.0;939.0;-162.0;0.0;132.0;106.0
-4;-265.0;-938.0;-29.0;943.0;-179.0;23.0;119.0;106.0
2;-286.0;-945.0;-72.0;951.0;-171.0;39.0;129.0;91.0
-4;-290.0;-958.0;-30.0;942.0;-161.0;30.0;156.0;87.0
-1;-294.0;-981.0;3.0;968.0;-161.0;5.0;184.0;113.0
-3;-280.0;-956.0;13.0;939.0;-174.0;-58.0;147.0;100.0
0;-277.0;-955.0;18.0;936.0;-181.0;-43.0;136.0;95.0
1;-279.0;-952.0;-34.0;928.0;-165.0;-21.0;129.0;96.0
0;-282.0;-947.0;-87.0;922.0;-185.0;34.0;129.0;95.0
2;-286.0;-948.0;-39.0;929.0;-172.0;3.0;136.0;113.0
5;-283.0;-936.0;8.0;882.0;-155.0;81.0;138.0;144.0
1;-215.0;-939.0;26.0;941.0;-165.0;50.0;159.0;31.0
2;-221.0;-936.0;30.0;936.0;-181.0;-24.0;164.0;49.0
-1;-225.0;-929.0;23.0;914.0;-166.0;21.0;164.0;34.0
-4;-217.0;-937.0;27.0;941.0;-160.0;-12.0;164.0;31.0
3;-224.0;-929.0;8.0;936.0;-171.0;33.0;173.0;39.0
4;-223.0;-937.0;11.0;930.0;-171.0;-4.0;170.0;24.0
2;-227.0;-930.0;-15.0;921.0;-181.0;17.0;167.0;38.0
2;-222.0;-932.0;-18.0;932.0;-162.0;28.0;183.0;48.0
-2;-240.0;-927.0;-49.0;928.0;-170.0;12.0;181.0;43.0
-1;-243.0;-928.0;-61.0;915.0;-166.0;-16.0;163.0;52.0
-2;-242.0;-956.0;-16.0;922.0;-161.0;-77.0;194.0;58.0
4;-238.0;-935.0;-14.0;921.0;-167.0;-24.0;199.0;48.0
4;-244.0;-915.0;34.0;907.0;-161.0;-30.0;168.0;62.0
24;-259.0;-927.0;-21.0;886.0;-173.0;-39.0;220.0;94.0
-45;-241.0;-896.0;-134.0;919.0;-102.0;-131.0;273.0;100.0
-9;-260.0;-998.0;50.0;983.0;-143.0;41.0;115.0;133.0
-7;-215.0;-989.0;-52.0;926.0;-131.0;72.0;81.0;114.0
0;-234.0;-974.0;0.0;1044.0;-121.0;-25.0;107.0;62.0
-3;-237.0;-972.0;16.0;1018.0;-133.0;-16.0;115.0;86.0
-2;-236.0;-970.0;-11.0;995.0;-130.0;-39.0;115.0;68.0
5;-235.0;-975.0;-23.0;1006.0;-137.0;-45.0;107.0;67.0
1;-245.0;-982.0;-58.0;979.0;-140.0;-21.0;95.0;87.0
2;-250.0;-980.0;-85.0;990.0;-141.0;0.0;100.0;85.0
6;-234.0;-979.0;17.0;973.0;-89.0;56.0;93.0;115.0
73;-219.0;-922.0;6.0;973.0;-122.0;-7.0;95.0;51.0
60;-236.0;-977.0;-6.0;999.0;-132.0;53.0;131.0;64.0
16;-231.0;-988.0;-55.0;987.0;-127.0;44.0;140.0;81.0
6;-223.0;-984.0;-58.0;1016.0;-122.0;15.0;169.0;87.0
8;-222.0;-985.0;-31.0;991.0;-109.0;-35.0;134.0;78.0
4;-227.0;-935.0;-69.0;995.0;-114.0;-103.0;134.0;92.0
-3;-233.0;-972.0;-13.0;994.0;-151.0;-45.0;158.0;68.0
3;-239.0;-991.0;3.0;945.0;-163.0;52.0;161.0;46.0
2;-223.0;-974.0;-11.0;945.0;-111.0;88.0;141.0;63.0
18;-212.0;-961.0;-60.0;941.0;-136.0;-20.0;125.0;86.0
4;-224.0;-979.0;-16.0;948.0;-19.0;60.0;123.0;73.0
10;-240.0;-976.0;-36.0;997.0;-142.0;-63.0;113.0;94.0
16;-232.0;-955.0;-20.0;1007.0;-38.0;-77.0;124.0;67.0
-21;-224.0;-1022.0;-65.0;939.0;-42.0;-12.0;142.0;95.0
2;-250.0;-980.0;-19.0;965.0;-71.0;-71.0;102.0;68.0
128;-257.0;-978.0;-122.0;993.0;-101.0;12.0;84.0;116.0
-20;-252.0;-973.0;-17.0;957.0;-98.0;-68.0;112.0;89.0
-94;-252.0;-968.0;-30.0;1016.0;-144.0;-50.0;124.0;81.0
-19;-248.0;-975.0;-9.0;990.0;-151.0;-8.0;116.0;88.0
-43;-243.0;-967.0;9.0;994.0;-131.0;-12.0;124.0;90.0
23;-234.0;-974.0;-3.0;983.0;-130.0;-8.0;134.0;92.0
-13;-195.0;-981.0;-19.0;997.0;-104.0;73.0;100.0;90.0
-11;-189.0;-990.0;-61.0;984.0;-64.0;-1.0;90.0;61.0
0;-287.0;-995.0;1.0;978.0;-18.0;33.0;112.0;144.0
5;-266.0;-973.0;-18.0;980.0;3.0;20.0;115.0;124.0
-2;-264.0;-1000.0;-15.0;977.0;3.0;4.0;114.0;133.0
6;-285.0;-981.0;-14.0;969.0;-9.0;-69.0;131.0;143.0
-1;-225.0;-972.0;46.0;944.0;-109.0;24.0;126.0;29.0
4;-226.0;-971.0;6.0;946.0;-110.0;-26.0;129.0;42.0
-1;-214.0;-990.0;50.0;979.0;-112.0;37.0;127.0;46.0
21;-300.0;-929.0;-69.0;908.0;-11.0;-5.0;100.0;96.0
-1;-304.0;-885.0;10.0;950.0;-166.0;-35.0;198.0;78.0
-3;-218.0;-949.0;-88.0;1006.0;-169.0;70.0;178.0;34.0
5;-239.0;-961.0;-41.0;994.0;-101.0;7.0;195.0;64.0
-1;-240.0;-952.0;-40.0;962.0;-85.0;42.0;187.0;116.0
1;-219.0;-951.0;-85.0;943.0;-152.0;-16.0;101.0;48.0
-3;-211.0;-948.0;-36.0;903.0;-136.0;-64.0;89.0;81.0
3;-211.0;-933.0;-36.0;894.0;-166.0;77.0;129.0;89.0
8;-102.0;-884.0;65.0;798.0;-192.0;-81.0;46.0;135.0
6;-245.0;-943.0;23.0;879.0;-161.0;-18.0;148.0;112.0
0;-248.0;-915.0;-46.0;891.0;-161.0;57.0;164.0;106.0
3;-275.0;-881.0;-22.0;919.0;-173.0;-51.0;165.0;127.0
4;-280.0;-883.0;-40.0;882.0;-171.0;-144.0;170.0;124.0
-2;-346.0;-842.0;-153.0;881.0;-137.0;44.0;337.0;110.0
1;-281.0;-890.0;-51.0;936.0;-162.0;76.0;171.0;138.0
-2;-286.0;-892.0;-16.0;890.0;-191.0;-14.0;166.0;168.0
-4;-232.0;-962.0;20.0;982.0;-140.0;-74.0;187.0;74.0
1;-232.0;-964.0;57.0;979.0;-151.0;-52.0;187.0;68.0
-3;-225.0;-962.0;73.0;964.0;-130.0;-14.0;177.0;50.0
-1;-226.0;-960.0;49.0;1001.0;-140.0;-15.0;173.0;48.0
-1;-228.0;-954.0;25.0;974.0;-141.0;-3.0;173.0;58.0
0;-228.0;-952.0;8.0;979.0;-151.0;-65.0;174.0;58.0
-1;-227.0;-956.0;-4.0;982.0;-131.0;-67.0;180.0;69.0
4;-226.0;-957.0;22.0;979.0;-148.0;42.0;180.0;51.0
4;-209.0;-954.0;-37.0;960.0;-127.0;-55.0;167.0;68.0
2;-210.0;-969.0;-59.0;960.0;-132.0;11.0;164.0;60.0
3;-211.0;-965.0;-54.0;976.0;-131.0;-67.0;170.0;64.0
0;-208.0;-963.0;-32.0;991.0;-121.0;5.0;173.0;64.0
-6;-209.0;-965.0;-42.0;970.0;-132.0;0.0;165.0;83.0
2;-210.0;-961.0;-34.0;977.0;-151.0;-59.0;168.0;61.0
2;-210.0;-960.0;-22.0;966.0;-131.0;-22.0;170.0;67.0
1;-210.0;-966.0;-17.0;961.0;-130.0;-17.0;170.0;48.0
-2;-210.0;-963.0;-6.0;983.0;-149.0;4.0;178.0;65.0
-1;-209.0;-957.0;-7.0;976.0;-132.0;17.0;163.0;50.0
-3;-208.0;-957.0;-50.0;960.0;-130.0;-6.0;164.0;49.0
1;-207.0;-954.0;-5.0;977.0;-141.0;-12.0;166.0;30.0
-1;-208.0;-963.0;2.0;970.0;-131.0;7.0;169.0;61.0
2;-209.0;-961.0;-3.0;977.0;-131.0;-6.0;160.0;60.0
-4;-206.0;-956.0;-25.0;968.0;-131.0;34.0;157.0;52.0
1;-208.0;-962.0;-39.0;969.0;-131.0;2.0;160.0;48.0
2;-205.0;-969.0;-34.0;979.0;-131.0;38.0;161.0;47.0
0;-204.0;-965.0;-5.0;985.0;-130.0;9.0;165.0;49.0
1;-208.0;-955.0;-32.0;978.0;-141.0;34.0;164.0;47.0
-3;-206.0;-962.0;-7.0;989.0;-157.0;0.0;163.0;50.0
-2;-203.0;-970.0;-19.0;982.0;-133.0;-32.0;155.0;21.0
2;-206.0;-968.0;3.0;976.0;-140.0;-33.0;157.0;47.0
0;-205.0;-957.0;4.0;978.0;-124.0;-28.0;159.0;57.0
-1;-204.0;-959.0;-47.0;980.0;-130.0;-70.0;152.0;40.0
2;-205.0;-970.0;-63.0;976.0;-122.0;-31.0;159.0;62.0
4;-201.0;-964.0;-43.0;969.0;-135.0;-46.0;161.0;48.0
-2;-203.0;-964.0;-22.0;977.0;-140.0;-33.0;156.0;48.0
5;-199.0;-959.0;-56.0;958.0;-137.0;-47.0;150.0;49.0
2;-200.0;-964.0;-16.0;970.0;-134.0;-11.0;154.0;47.0
3;-196.0;-959.0;-9.0;977.0;-127.0;-5.0;152.0;46.0
0;-199.0;-960.0;-37.0;962.0;-140.0;8.0;156.0;58.0
2;-198.0;-967.0;-17.0;981.0;-134.0;-23.0;162.0;39.0
2;-199.0;-970.0;16.0;990.0;-130.0;-28.0;154.0;58.0
-1;-199.0;-957.0;-9.0;979.0;-120.0;10.0;155.0;50.0
-1;-199.0;-959.0;-5.0;976.0;-131.0;17.0;157.0;55.0
2;-198.0;-967.0;-25.0;962.0;-134.0;0.0;156.0;59.0
0;-197.0;-963.0;-41.0;974.0;-150.0;18.0;159.0;60.0
4;-200.0;-959.0;-32.0;997.0;-140.0;24.0;159.0;47.0
1;-195.0;-963.0;-23.0;978.0;-136.0;26.0;148.0;46.0
2;-198.0;-963.0;-11.0;978.0;-132.0;29.0;145.0;70.0
1;-199.0;-962.0;-13.0;976.0;-128.0;55.0;151.0;51.0
0;-238.0;-972.0;23.0;979.0;-118.0;-68.0;146.0;187.0
-15;-283.0;-948.0;-20.0;930.0;-175.0;-16.0;170.0;136.0
-4;-218.0;-959.0;-13.0;926.0;-55.0;56.0;77.0;133.0
-47;-248.0;-954.0;-32.0;993.0;-153.0;42.0;96.0;106.0
-37;-265.0;-953.0;5.0;964.0;-47.0;19.0;106.0;124.0
7;-272.0;-972.0;-4.0;956.0;-73.0;-17.0;87.0;134.0
5;-268.0;-952.0;20.0;965.0;-38.0;4.0;84.0;114.0
1;-267.0;-949.0;28.0;987.0;-9.0;-53.0;101.0;116.0
-16;-282.0;-961.0;43.0;969.0;-50.0;-70.0;89.0;117.0
-20;-286.0;-961.0;18.0;947.0;-40.0;-76.0;88.0;131.0
-4;-277.0;-965.0;-15.0;957.0;-30.0;-69.0;88.0;125.0
-28;-279.0;-964.0;-18.0;977.0;-9.0;-15.0;92.0;126.0
-23;-281.0;-968.0;-8.0;978.0;9.0;-1.0;102.0;118.0
-25;-282.0;-965.0;-18.0;979.0;-30.0;-3.0;116.0;120.0
-19;-277.0;-957.0;-13.0;974.0;-56.0;-23.0;102.0;135.0
9;-283.0;-973.0;18.0;976.0;-55.0;8.0;65.0;97.0
-2;-280.0;-979.0;55.0;943.0;-43.0;-22.0;68.0;97.0
-2;-281.0;-968.0;17.0;925.0;-22.0;18.0;76.0;117.0
4;-275.0;-954.0;1.0;961.0;-21.0;9.0;77.0;124.0
2;-287.0;-942.0;-13.0;994.0;-10.0;13.0;68.0;117.0
2;-274.0;-949.0;-38.0;980.0;0.0;-16.0;77.0;110.0
-3;-272.0;-969.0;1.0;941.0;-9.0;-32.0;70.0;112.0
-5;-240.0;-941.0;1.0;936.0;-15.0;33.0;53.0;116.0
-4;-267.0;-930.0;-51.0;914.0;-22.0;21.0;56.0;124.0
1;-285.0;-959.0;-2.0;960.0;-21.0;17.0;51.0;108.0
1;-281.0;-947.0;-37.0;948.0;-21.0;-19.0;75.0;122.0
1;-287.0;-963.0;8.0;944.0;-18.0;-19.0;70.0;131.0
-1;-285.0;-966.0;-33.0;951.0;-20.0;-16.0;56.0;118.0
2;-281.0;-959.0;19.0;960.0;-32.0;-1.0;60.0;99.0
-4;-288.0;-956.0;29.0;959.0;-27.0;-30.0;63.0;106.0
-1;-289.0;-953.0;31.0;949.0;-20.0;2.0;58.0;114.0
2;-282.0;-952.0;-11.0;949.0;-17.0;-37.0;66.0;100.0
-7;-292.0;-957.0;-3.0;950.0;-8.0;11.0;72.0;109.0
1;-280.0;-958.0;-15.0;938.0;-7.0;10.0;61.0;116.0
-3;-288.0;-950.0;2.0;940.0;-19.0;-45.0;60.0;106.0
-1;-286.0;-962.0;-36.0;947.0;-21.0;19.0;69.0;117.0
-4;-275.0;-968.0;-43.0;940.0;-20.0;-2.0;54.0;115.0
1;-272.0;-960.0;-15.0;939.0;-22.0;-26.0;52.0;126.0
1;-276.0;-967.0;7.0;939.0;-14.0;-37.0;56.0;106.0
0;-280.0;-951.0;-9.0;957.0;-10.0;-49.0;60.0;114.0
30;-344.0;-981.0;-174.0;974.0;-9.0;41.0;183.0;174.0
2;-294.0;-936.0;-2.0;960.0;-36.0;74.0;98.0;116.0
2;-299.0;-966.0;39.0;976.0;-20.0;5.0;96.0;140.0
-1;-296.0;-972.0;-26.0;949.0;-22.0;21.0;88.0;107.0
3;-290.0;-955.0;-44.0;949.0;-21.0;57.0;70.0;115.0
-4;-289.0;-959.0;-38.0;951.0;-40.0;37.0;63.0;102.0
-1;-276.0;-874.0;-15.0;875.0;-11.0;12.0;177.0;131.0
1;-270.0;-974.0;-2.0;958.0;-30.0;4.0;48.0;104.0
1;-269.0;-967.0;-21.0;962.0;-20.0;5.0;56.0;88.0
-3;-269.0;-962.0;-37.0;977.0;-39.0;-2.0;42.0;100.0
8;-272.0;-960.0;-45.0;960.0;-40.0;9.0;46.0;105.0
3;-268.0;-970.0;-30.0;942.0;-29.0;-6.0;55.0;106.0
7;-275.0;-971.0;-17.0;965.0;-26.0;12.0;55.0;106.0
14;-303.0;-1000.0;-19.0;987.0;-90.0;-9.0;86.0;163.0
0;-270.0;-981.0;-30.0;959.0;-34.0;9.0;43.0;114.0
9;-282.0;-970.0;7.0;939.0;-45.0;21.0;44.0;67.0
3;-280.0;-958.0;-27.0;921.0;-46.0;15.0;43.0;73.0
-4;-290.0;-981.0;69.0;980.0;-95.0;-1.0;105.0;154.0
6;-321.0;-955.0;-45.0;941.0;-168.0;45.0;124.0;163.0
6;-329.0;-954.0;19.0;896.0;-178.0;-23.0;131.0;174.0
1;-212.0;-970.0;-22.0;954.0;-191.0;17.0;77.0;28.0
-8;-321.0;-999.0;43.0;1005.0;-137.0;-23.0;81.0;167.0
1;-305.0;-996.0;-25.0;978.0;-151.0;6.0;84.0;183.0
3;-315.0;-996.0;-29.0;1012.0;-151.0;-15.0;92.0;172.0
1;-289.0;-997.0;-26.0;1007.0;-142.0;-50.0;92.0;174.0
3;-303.0;-986.0;6.0;1015.0;-150.0;-27.0;96.0;173.0
2;-272.0;-990.0;-24.0;998.0;-131.0;-28.0;84.0;170.0
-2;-299.0;-1003.0;19.0;1006.0;-143.0;-17.0;73.0;145.0
2;-330.0;-999.0;7.0;1024.0;-147.0;-58.0;77.0;151.0
2;-297.0;-998.0;-17.0;1005.0;-157.0;-13.0;91.0;138.0
-3;-295.0;-999.0;41.0;1011.0;-131.0;-19.0;64.0;163.0
-4;-317.0;-999.0;19.0;1005.0;-154.0;14.0;77.0;155.0
-3;-299.0;-1003.0;50.0;1005.0;-149.0;37.0;77.0;154.0
-3;-311.0;-994.0;37.0;993.0;-160.0;65.0;70.0;154.0
5;-321.0;-999.0;16.0;988.0;-121.0;23.0;65.0;147.0
-1;-310.0;-1003.0;20.0;1014.0;-125.0;12.0;61.0;171.0
-1;-287.0;-995.0;26.0;1006.0;-155.0;24.0;62.0;146.0
1;-303.0;-989.0;-7.0;1006.0;-152.0;21.0;70.0;161.0
2;-295.0;-1003.0;-11.0;998.0;-147.0;-38.0;57.0;142.0
-5;-289.0;-1012.0;-17.0;1027.0;-124.0;-16.0;64.0;143.0
0;-292.0;-987.0;-19.0;998.0;-134.0;-71.0;72.0;129.0
-6;-279.0;-992.0;19.0;989.0;-119.0;-72.0;67.0;130.0
-2;-298.0;-1011.0;-2.0;1001.0;-114.0;-30.0;65.0;152.0
4;-309.0;-991.0;50.0;997.0;-167.0;-15.0;82.0;169.0
1;-334.0;-879.0;-30.0;904.0;-140.0;-93.0;202.0;183.0
-1;-302.0;-972.0;53.0;997.0;-60.0;76.0;72.0;143.0
-6;-301.0;-983.0;61.0;997.0;-79.0;-22.0;90.0;143.0
1;-333.0;-880.0;17.0;882.0;-153.0;3.0;179.0;175.0
-2;-310.0;-985.0;47.0;1011.0;-38.0;-23.0;86.0;159.0
-8;-312.0;-979.0;59.0;984.0;-55.0;23.0;76.0;181.0
-2;-212.0;-961.0;4.0;948.0;-171.0;24.0;70.0;30.0
