InertialMeasurementUnit BACK accX;InertialMeasurementUnit BACK magneticX;Accelerometer HIP accX;InertialMeasurementUnit BACK accZ;Accelerometer BACK accY;Accelerometer HIP accY;Accelerometer RUA^ accX;Accelerometer BACK accZ
-948.0;630.0;-86.0;-71.0;947.0;1003.0;-563.0;-316.0
-956.0;631.0;-95.0;-3.0;952.0;1030.0;?;-340.0
?;632.0;-109.0;-76.0;950.0;1083.0;-711.0;-312.0
-963.0;633.0;-63.0;-85.0;944.0;1043.0;-790.0;-338.0
-960.0;636.0;-59.0;-106.0;958.0;1139.0;-828.0;-256.0
-1024.0;639.0;-173.0;-156.0;1075.0;?;?;-201.0
-1088.0;638.0;-231.0;-262.0;1108.0;1309.0;-790.0;-263.0
-1070.0;634.0;-62.0;-122.0;1055.0;1203.0;-629.0;-252.0
-995.0;624.0;103.0;-26.0;1000.0;1045.0;-325.0;?
-992.0;621.0;35.0;-115.0;987.0;684.0;-129.0;-151.0
-950.0;?;-72.0;-117.0;949.0;871.0;-216.0;-26.0
-843.0;620.0;-113.0;?;?;818.0;-477.0;-107.0
-829.0;626.0;-168.0;-44.0;902.0;870.0;?;-21.0
-846.0;631.0;-203.0;-7.0;955.0;?;-409.0;-4.0
-938.0;643.0;-184.0;-86.0;1036.0;902.0;-265.0;-50.0
-1012.0;652.0;-156.0;-200.0;996.0;1030.0;76.0;-38.0
-943.0;660.0;-82.0;-33.0;973.0;1004.0;-279.0;?
-965.0;665.0;-107.0;22.0;1024.0;1003.0;101.0;-55.0
-1014.0;671.0;-107.0;-30.0;1080.0;1000.0;-4.0;34.0
?;672.0;-109.0;-66.0;1041.0;1010.0;6.0;-52.0
-954.0;?;-139.0;-292.0;998.0;1009.0;74.0;83.0
-934.0;?;-146.0;-321.0;992.0;1003.0;-2.0;88.0
-937.0;738.0;-126.0;-306.0;1037.0;1004.0;-56.0;31.0
-964.0;739.0;-148.0;-295.0;1034.0;998.0;-106.0;69.0
-954.0;736.0;-161.0;-264.0;1002.0;?;-207.0;73.0
-914.0;727.0;-139.0;-220.0;982.0;958.0;-327.0;71.0
-933.0;719.0;-130.0;-155.0;979.0;979.0;-356.0;59.0
?;712.0;-99.0;-275.0;1017.0;1032.0;-293.0;90.0
-968.0;698.0;-128.0;-258.0;1016.0;1053.0;-218.0;61.0
-958.0;684.0;-102.0;-189.0;1020.0;1060.0;-161.0;63.0
-1025.0;675.0;-54.0;-295.0;1048.0;1032.0;-147.0;24.0
-990.0;671.0;-81.0;?;1024.0;1017.0;-103.0;65.0
-973.0;671.0;-23.0;-174.0;1031.0;982.0;-32.0;114.0
-990.0;671.0;-47.0;-164.0;1068.0;1018.0;-22.0;69.0
-1014.0;671.0;-71.0;-186.0;1078.0;?;18.0;-2.0
-1001.0;670.0;-83.0;-58.0;988.0;974.0;?;-6.0
-952.0;670.0;-94.0;-19.0;935.0;1068.0;177.0;-126.0
-967.0;?;-99.0;-131.0;1006.0;1074.0;-34.0;-104.0
-988.0;674.0;-89.0;-62.0;994.0;992.0;99.0;-127.0
-976.0;676.0;-76.0;?;966.0;992.0;169.0;-160.0
-940.0;681.0;-112.0;-38.0;979.0;1042.0;146.0;-261.0
-963.0;684.0;-93.0;34.0;1017.0;1035.0;180.0;-196.0
-990.0;683.0;-121.0;43.0;1008.0;994.0;190.0;-110.0
-951.0;682.0;-146.0;1.0;1016.0;1022.0;216.0;-190.0
-994.0;680.0;-167.0;-81.0;949.0;1024.0;380.0;-167.0
-933.0;676.0;-137.0;-20.0;964.0;1032.0;288.0;-162.0
-931.0;674.0;-145.0;-28.0;973.0;980.0;182.0;-119.0
-951.0;673.0;-115.0;-32.0;1005.0;982.0;201.0;-28.0
-976.0;673.0;-101.0;-46.0;1018.0;1007.0;139.0;-56.0
-974.0;673.0;-79.0;-74.0;1012.0;1016.0;91.0;-69.0
-953.0;674.0;-66.0;-47.0;1030.0;1008.0;56.0;-102.0
-1000.0;674.0;-38.0;-36.0;1013.0;1031.0;33.0;-117.0
-965.0;672.0;-53.0;-44.0;978.0;1040.0;76.0;-111.0
-935.0;670.0;-80.0;-43.0;973.0;975.0;168.0;-99.0
-932.0;672.0;-106.0;-34.0;992.0;1006.0;260.0;-134.0
-964.0;672.0;-112.0;-18.0;1017.0;1022.0;274.0;-176.0
-939.0;705.0;-145.0;?;1005.0;1020.0;48.0;29.0
-937.0;705.0;?;-336.0;998.0;982.0;74.0;15.0
-934.0;?;-164.0;-339.0;1028.0;1029.0;46.0;7.0
-938.0;708.0;-158.0;-318.0;984.0;997.0;45.0;-11.0
-912.0;707.0;-153.0;-301.0;1006.0;981.0;5.0;-24.0
-950.0;710.0;-167.0;-280.0;1051.0;?;-124.0;4.0
-941.0;705.0;-147.0;-277.0;971.0;976.0;-158.0;79.0
-907.0;697.0;-116.0;-203.0;976.0;962.0;-291.0;84.0
-989.0;691.0;-81.0;-346.0;1023.0;979.0;-470.0;72.0
-975.0;673.0;-74.0;-345.0;1027.0;1046.0;-414.0;85.0
-945.0;653.0;-72.0;-204.0;1018.0;1077.0;-380.0;84.0
-982.0;640.0;-78.0;-224.0;1017.0;1022.0;-254.0;21.0
-981.0;?;-21.0;-291.0;1064.0;1014.0;-124.0;131.0
-1022.0;633.0;-58.0;-280.0;1040.0;952.0;-19.0;72.0
-995.0;634.0;0.0;-155.0;1014.0;966.0;84.0;42.0
-972.0;636.0;-43.0;-90.0;1040.0;1035.0;176.0;-60.0
-1022.0;642.0;-67.0;-74.0;1032.0;1035.0;116.0;-135.0
-974.0;646.0;?;57.0;945.0;1107.0;205.0;-150.0
-935.0;?;?;-23.0;1032.0;1046.0;166.0;-158.0
-1011.0;657.0;-164.0;-20.0;982.0;964.0;168.0;-175.0
-919.0;662.0;-170.0;?;950.0;1061.0;234.0;-201.0
-972.0;665.0;-120.0;-39.0;976.0;990.0;73.0;-225.0
-944.0;668.0;-127.0;90.0;1012.0;1005.0;221.0;-192.0
-995.0;668.0;?;?;1019.0;1027.0;?;-207.0
-968.0;664.0;-124.0;12.0;959.0;1020.0;198.0;-69.0
-889.0;661.0;-82.0;40.0;955.0;1007.0;?;-48.0
-919.0;661.0;-96.0;-87.0;1043.0;961.0;-46.0;-21.0
-991.0;660.0;-158.0;-96.0;1008.0;1032.0;-19.0;?
-978.0;659.0;-123.0;1.0;1015.0;994.0;?;-66.0
-963.0;?;-117.0;-4.0;965.0;1009.0;-139.0;-55.0
-919.0;658.0;-118.0;-21.0;973.0;1006.0;-76.0;-95.0
-934.0;662.0;-129.0;-13.0;963.0;1006.0;-44.0;-103.0
-933.0;664.0;-136.0;-15.0;949.0;1024.0;23.0;-188.0
-923.0;665.0;-127.0;13.0;1021.0;?;?;-228.0
-1021.0;666.0;-112.0;45.0;1067.0;983.0;224.0;-242.0
-1026.0;662.0;-85.0;81.0;960.0;1003.0;?;-189.0
-971.0;?;?;-207.0;1008.0;1010.0;-63.0;-10.0
-958.0;700.0;?;-196.0;999.0;1009.0;-20.0;2.0
-964.0;701.0;-150.0;-206.0;1027.0;1023.0;-64.0;16.0
-963.0;699.0;-160.0;-206.0;1001.0;1016.0;-71.0;-10.0
-945.0;700.0;-137.0;-198.0;1006.0;986.0;-74.0;2.0
-973.0;701.0;-147.0;-183.0;1023.0;985.0;-135.0;36.0
-949.0;700.0;-150.0;-191.0;986.0;967.0;-179.0;32.0
-948.0;699.0;-172.0;-201.0;998.0;1020.0;-304.0;6.0
?;695.0;-111.0;-164.0;1004.0;987.0;-379.0;39.0
-937.0;690.0;-105.0;-202.0;?;975.0;-442.0;54.0
-953.0;686.0;-72.0;-236.0;1000.0;1064.0;-439.0;85.0
-950.0;675.0;-97.0;-232.0;988.0;1011.0;-392.0;87.0
-933.0;666.0;-54.0;-193.0;1007.0;1020.0;-301.0;-4.0
-975.0;657.0;?;-154.0;?;1046.0;-144.0;29.0
-965.0;655.0;-73.0;-163.0;1092.0;1013.0;?;93.0
-1058.0;653.0;-101.0;-207.0;1048.0;1033.0;151.0;-5.0
-992.0;654.0;-93.0;-67.0;1037.0;1002.0;12.0;-91.0
-1014.0;654.0;-47.0;13.0;1062.0;1038.0;145.0;-172.0
-1067.0;655.0;-64.0;-37.0;1044.0;1087.0;108.0;?
-988.0;655.0;-111.0;-84.0;1005.0;1031.0;210.0;-133.0
?;653.0;-137.0;-3.0;1025.0;1013.0;63.0;-308.0
-940.0;653.0;-118.0;?;909.0;1024.0;?;-332.0
-948.0;649.0;-110.0;94.0;806.0;1015.0;90.0;-256.0
-866.0;643.0;-171.0;145.0;941.0;1020.0;292.0;-85.0
-899.0;641.0;-133.0;-153.0;910.0;996.0;347.0;-111.0
-888.0;640.0;-120.0;-159.0;1003.0;999.0;240.0;-131.0
-980.0;641.0;-136.0;-50.0;1011.0;995.0;102.0;-122.0
-955.0;639.0;-96.0;?;1004.0;1037.0;?;-82.0
-983.0;640.0;-103.0;42.0;1017.0;999.0;-207.0;-91.0
-975.0;640.0;-90.0;-30.0;992.0;994.0;-256.0;-40.0
-952.0;640.0;-86.0;-27.0;1005.0;1003.0;-197.0;-53.0
-965.0;639.0;-63.0;-51.0;999.0;?;-160.0;-109.0
-969.0;640.0;?;-30.0;990.0;998.0;-197.0;-132.0
-958.0;640.0;-111.0;10.0;995.0;?;-58.0;-180.0
-954.0;641.0;-157.0;43.0;970.0;1015.0;105.0;-183.0
-941.0;642.0;-132.0;56.0;993.0;1007.0;165.0;-199.0
-965.0;643.0;-127.0;34.0;985.0;994.0;273.0;-205.0
-983.0;705.0;-193.0;-209.0;1011.0;1002.0;16.0;-47.0
-958.0;703.0;-189.0;-198.0;1014.0;1005.0;-44.0;-50.0
-956.0;700.0;-185.0;-198.0;1035.0;1004.0;-29.0;-41.0
-965.0;695.0;-129.0;-185.0;1008.0;1000.0;-80.0;-30.0
-953.0;689.0;-149.0;-185.0;990.0;986.0;-123.0;-8.0
-930.0;686.0;-151.0;-200.0;1006.0;980.0;-136.0;-3.0
-949.0;677.0;-130.0;-196.0;986.0;964.0;-240.0;12.0
-922.0;671.0;-58.0;-175.0;992.0;1002.0;-356.0;43.0
-943.0;663.0;-73.0;-235.0;1012.0;1058.0;-376.0;10.0
-961.0;657.0;?;-217.0;999.0;1028.0;-322.0;31.0
-934.0;652.0;-98.0;-248.0;1032.0;985.0;-313.0;29.0
-974.0;652.0;?;-160.0;1049.0;1013.0;-226.0;77.0
?;652.0;-52.0;-254.0;1056.0;1009.0;-35.0;51.0
-1001.0;650.0;-99.0;-249.0;1066.0;1028.0;74.0;77.0
-1004.0;652.0;-156.0;-115.0;1141.0;1013.0;101.0;60.0
-1056.0;657.0;-143.0;51.0;1053.0;1049.0;228.0;-114.0
-1015.0;662.0;-102.0;-52.0;904.0;996.0;243.0;-208.0
-873.0;666.0;-136.0;-50.0;892.0;?;140.0;-159.0
-949.0;673.0;-143.0;-9.0;992.0;1000.0;171.0;-156.0
-1016.0;677.0;-133.0;97.0;1073.0;1035.0;196.0;-290.0
-1032.0;676.0;-122.0;85.0;1013.0;950.0;308.0;-202.0
-913.0;?;-152.0;179.0;946.0;1022.0;443.0;-145.0
-834.0;665.0;-137.0;146.0;878.0;1038.0;339.0;-87.0
-856.0;662.0;-118.0;-191.0;970.0;1006.0;255.0;-40.0
-929.0;661.0;-125.0;-210.0;1025.0;1016.0;211.0;-22.0
-961.0;660.0;-165.0;-88.0;1036.0;1006.0;1.0;-62.0
-1032.0;660.0;-138.0;-43.0;1033.0;?;-115.0;-27.0
-963.0;659.0;-97.0;-42.0;1013.0;1024.0;-114.0;-39.0
-970.0;658.0;-80.0;13.0;1021.0;1013.0;-88.0;-37.0
-989.0;660.0;-85.0;?;1041.0;?;?;-47.0
-979.0;659.0;-56.0;-31.0;1015.0;1004.0;-108.0;-62.0
-983.0;658.0;-78.0;-30.0;997.0;1031.0;-145.0;-74.0
-955.0;659.0;-90.0;-10.0;986.0;1010.0;-125.0;-89.0
-930.0;660.0;-130.0;20.0;943.0;992.0;-60.0;-117.0
?;661.0;-161.0;9.0;979.0;997.0;-32.0;-149.0
?;662.0;-154.0;22.0;949.0;1015.0;103.0;-212.0
-910.0;665.0;-171.0;34.0;904.0;1025.0;288.0;-240.0
-976.0;683.0;-203.0;-215.0;?;996.0;67.0;10.0
-962.0;682.0;-151.0;-228.0;1002.0;1013.0;40.0;-16.0
-946.0;683.0;?;-215.0;1002.0;1007.0;44.0;32.0
-951.0;684.0;-170.0;-216.0;1017.0;1024.0;4.0;?
-964.0;681.0;-146.0;-214.0;?;1008.0;7.0;-2.0
-950.0;683.0;-144.0;-200.0;996.0;1001.0;5.0;-9.0
-945.0;677.0;-152.0;-209.0;1027.0;993.0;-50.0;?
-965.0;673.0;-131.0;-184.0;998.0;991.0;?;-20.0
-946.0;668.0;-143.0;-188.0;1016.0;992.0;-93.0;6.0
-949.0;?;-119.0;-180.0;981.0;1043.0;-189.0;18.0
-949.0;655.0;-139.0;-176.0;1002.0;1011.0;-136.0;23.0
-984.0;650.0;-131.0;-186.0;1019.0;1025.0;-146.0;-21.0
-975.0;642.0;-89.0;-130.0;981.0;1028.0;-185.0;18.0
-926.0;640.0;-105.0;-87.0;1022.0;991.0;-122.0;?
-980.0;638.0;-100.0;-143.0;1045.0;973.0;-132.0;-94.0
-993.0;635.0;-88.0;-152.0;1022.0;1053.0;-18.0;-25.0
-978.0;634.0;-86.0;-105.0;1010.0;1014.0;-8.0;-41.0
-975.0;?;-73.0;-154.0;1010.0;1044.0;-4.0;-24.0
-974.0;632.0;-95.0;-121.0;1040.0;1033.0;?;-86.0
-1012.0;632.0;-68.0;-86.0;1017.0;1041.0;86.0;-108.0
-972.0;629.0;?;?;980.0;1019.0;14.0;-147.0
-963.0;627.0;-50.0;-39.0;1007.0;1021.0;-4.0;-121.0
-972.0;?;-55.0;-38.0;979.0;999.0;-107.0;-171.0
?;?;-82.0;17.0;993.0;1033.0;-152.0;-190.0
-967.0;626.0;-81.0;-56.0;1000.0;1033.0;-160.0;-229.0
?;627.0;-95.0;-23.0;960.0;1021.0;-132.0;-242.0
-958.0;625.0;-108.0;39.0;984.0;1020.0;-90.0;-185.0
-959.0;625.0;-86.0;-16.0;994.0;998.0;-203.0;-157.0
?;623.0;-98.0;-20.0;?;993.0;-485.0;-182.0
-977.0;623.0;-88.0;-40.0;990.0;1003.0;-340.0;-181.0
-963.0;625.0;-98.0;-49.0;980.0;1022.0;-479.0;-173.0
-957.0;627.0;-80.0;-7.0;976.0;1024.0;-418.0;-178.0
-956.0;627.0;-69.0;6.0;1002.0;1006.0;?;-165.0
-975.0;626.0;-81.0;-5.0;1023.0;1031.0;?;-185.0
-993.0;626.0;-83.0;8.0;992.0;1018.0;?;-204.0
-980.0;629.0;-59.0;-18.0;982.0;1035.0;-342.0;-237.0
-971.0;?;-68.0;?;962.0;993.0;-316.0;-223.0
-945.0;626.0;-59.0;32.0;961.0;1034.0;?;-219.0
-952.0;628.0;-69.0;-9.0;971.0;1013.0;-500.0;-239.0
-955.0;?;-54.0;-62.0;996.0;1023.0;-420.0;-210.0
-964.0;627.0;-72.0;-14.0;968.0;1030.0;-479.0;-207.0
-944.0;?;-71.0;7.0;981.0;986.0;-510.0;-206.0
-948.0;629.0;-46.0;-2.0;962.0;1011.0;-482.0;-231.0
-952.0;630.0;-71.0;-28.0;965.0;1023.0;-495.0;-220.0
-958.0;631.0;-82.0;-19.0;970.0;1040.0;?;-230.0
-957.0;632.0;-70.0;0.0;992.0;1019.0;-383.0;-213.0
-970.0;632.0;-77.0;-41.0;987.0;1013.0;-397.0;-205.0
-963.0;634.0;-88.0;-40.0;984.0;996.0;?;-202.0
-959.0;633.0;-79.0;-54.0;983.0;985.0;-419.0;-220.0
-964.0;633.0;?;-24.0;979.0;1006.0;-331.0;-218.0
-963.0;633.0;-70.0;-42.0;978.0;1014.0;-322.0;-230.0
-968.0;633.0;-65.0;-25.0;996.0;1014.0;-350.0;-204.0
-961.0;?;-65.0;-22.0;990.0;1011.0;-338.0;-208.0
-966.0;631.0;-76.0;-19.0;989.0;1005.0;-313.0;-220.0
-966.0;630.0;?;-21.0;989.0;1035.0;-319.0;-211.0
-962.0;635.0;-81.0;-22.0;988.0;1013.0;-306.0;?
-962.0;635.0;-76.0;-6.0;979.0;1001.0;-292.0;-219.0
-959.0;635.0;-90.0;-13.0;993.0;1015.0;-292.0;-236.0
-968.0;632.0;-99.0;-1.0;995.0;1019.0;-302.0;-237.0
-981.0;632.0;?;15.0;1003.0;1014.0;-302.0;-249.0
-980.0;?;-133.0;20.0;997.0;987.0;-313.0;-256.0
-979.0;631.0;-124.0;24.0;974.0;978.0;-336.0;-257.0
-960.0;631.0;-107.0;27.0;984.0;974.0;-344.0;-270.0
?;630.0;?;16.0;969.0;1003.0;-332.0;-261.0
-961.0;629.0;-128.0;39.0;979.0;1024.0;-354.0;-324.0
-971.0;?;-127.0;45.0;959.0;1023.0;-369.0;-313.0
-969.0;628.0;-145.0;25.0;941.0;1010.0;-395.0;-341.0
-944.0;627.0;-182.0;54.0;927.0;967.0;?;-361.0
-936.0;?;-140.0;46.0;886.0;950.0;-383.0;-378.0
?;627.0;-135.0;76.0;895.0;970.0;-401.0;-410.0
-941.0;628.0;-130.0;88.0;905.0;1002.0;-418.0;-444.0
-963.0;628.0;-130.0;93.0;926.0;1062.0;-443.0;-466.0
-989.0;628.0;-128.0;85.0;926.0;1061.0;-433.0;-439.0
-989.0;630.0;-187.0;95.0;900.0;1017.0;-478.0;-468.0
-962.0;629.0;-185.0;107.0;888.0;999.0;-481.0;?
-944.0;628.0;-178.0;125.0;872.0;964.0;-502.0;-435.0
-940.0;626.0;-216.0;143.0;856.0;930.0;-504.0;-478.0
-930.0;626.0;-230.0;173.0;854.0;?;-469.0;-517.0
-936.0;626.0;-214.0;178.0;875.0;999.0;-476.0;-506.0
-967.0;627.0;-253.0;184.0;870.0;975.0;-481.0;?
-975.0;628.0;-245.0;201.0;858.0;1005.0;-504.0;-551.0
-958.0;628.0;-245.0;202.0;851.0;964.0;-538.0;-571.0
-943.0;630.0;-234.0;227.0;831.0;947.0;-549.0;-583.0
-936.0;629.0;-241.0;244.0;829.0;946.0;-536.0;?
-936.0;631.0;-267.0;244.0;819.0;949.0;-522.0;-581.0
-938.0;631.0;-264.0;253.0;829.0;972.0;-511.0;-560.0
-943.0;635.0;-265.0;241.0;838.0;966.0;-509.0;-580.0
-944.0;636.0;-267.0;245.0;?;947.0;-507.0;-581.0
-943.0;638.0;-282.0;246.0;833.0;982.0;-534.0;?
-942.0;639.0;-276.0;241.0;817.0;967.0;-530.0;-563.0
-956.0;642.0;-252.0;203.0;818.0;959.0;-528.0;-562.0
?;?;-241.0;248.0;819.0;971.0;?;-559.0
-935.0;645.0;-238.0;243.0;820.0;974.0;-538.0;?
-939.0;644.0;-208.0;251.0;826.0;?;-537.0;-594.0
-959.0;637.0;-156.0;134.0;914.0;1013.0;-433.0;-475.0
-959.0;636.0;-148.0;131.0;896.0;?;-433.0;-453.0
-948.0;637.0;-158.0;128.0;895.0;989.0;-461.0;-440.0
?;638.0;-141.0;?;895.0;994.0;-435.0;-439.0
-954.0;637.0;-141.0;?;906.0;995.0;-435.0;-443.0
-954.0;637.0;-144.0;118.0;940.0;1021.0;-445.0;-461.0
-992.0;639.0;-135.0;117.0;956.0;1083.0;-442.0;-458.0
-999.0;639.0;-147.0;143.0;907.0;1046.0;-435.0;-442.0
-959.0;638.0;-191.0;104.0;878.0;978.0;-442.0;-428.0
-919.0;639.0;-177.0;112.0;877.0;965.0;-442.0;-434.0
-920.0;640.0;-170.0;130.0;?;923.0;-435.0;-473.0
-945.0;639.0;-191.0;132.0;907.0;1007.0;-457.0;-487.0
?;640.0;-213.0;133.0;895.0;1011.0;-487.0;-478.0
-964.0;637.0;-216.0;141.0;889.0;1004.0;-498.0;-474.0
?;635.0;-235.0;156.0;883.0;986.0;-492.0;-467.0
-944.0;634.0;?;154.0;865.0;985.0;-499.0;-479.0
-943.0;635.0;-208.0;154.0;875.0;966.0;-489.0;-480.0
-952.0;633.0;-237.0;162.0;876.0;?;-514.0;-489.0
-960.0;631.0;-221.0;187.0;876.0;974.0;-512.0;-510.0
-962.0;629.0;-222.0;191.0;866.0;974.0;-515.0;-498.0
-955.0;629.0;-233.0;203.0;857.0;948.0;-508.0;-506.0
-953.0;628.0;-229.0;203.0;870.0;967.0;-489.0;-527.0
-963.0;629.0;-230.0;204.0;873.0;964.0;-506.0;-527.0
-972.0;?;-212.0;220.0;847.0;945.0;-518.0;-567.0
-957.0;628.0;-206.0;226.0;838.0;965.0;-528.0;-555.0
-958.0;630.0;-167.0;227.0;835.0;966.0;-528.0;-566.0
-965.0;633.0;-217.0;240.0;849.0;994.0;-517.0;-577.0
-977.0;633.0;-206.0;237.0;?;985.0;-502.0;-606.0
?;634.0;-200.0;224.0;833.0;?;-505.0;-600.0
-965.0;?;-208.0;223.0;841.0;?;-493.0;-578.0
-970.0;636.0;-213.0;212.0;834.0;993.0;-509.0;-577.0
?;?;-236.0;210.0;850.0;985.0;-502.0;-563.0
-950.0;640.0;-216.0;?;813.0;944.0;-527.0;-567.0
-938.0;641.0;-200.0;222.0;801.0;920.0;-528.0;-557.0
-922.0;639.0;-163.0;231.0;789.0;868.0;-516.0;-495.0
-887.0;641.0;-50.0;203.0;635.0;773.0;-478.0;-387.0
?;642.0;-149.0;263.0;635.0;408.0;-456.0;-706.0
-900.0;651.0;-517.0;316.0;1129.0;1458.0;-183.0;-464.0
-1195.0;654.0;-272.0;243.0;1197.0;1741.0;-26.0;-747.0
?;656.0;23.0;200.0;?;1074.0;?;-445.0
-1049.0;658.0;-259.0;136.0;815.0;1149.0;-926.0;-478.0
-842.0;?;?;?;696.0;702.0;-755.0;-389.0
-741.0;665.0;-220.0;153.0;733.0;809.0;-464.0;?
-831.0;666.0;-245.0;175.0;856.0;991.0;-235.0;-511.0
-917.0;665.0;-267.0;197.0;907.0;1076.0;-184.0;-501.0
-952.0;666.0;-209.0;?;869.0;994.0;-462.0;-473.0
-932.0;665.0;-158.0;133.0;859.0;1017.0;-552.0;-454.0
-925.0;663.0;-157.0;134.0;900.0;1023.0;-533.0;-480.0
-942.0;665.0;-187.0;142.0;897.0;1012.0;-455.0;-452.0
-931.0;661.0;-216.0;140.0;867.0;965.0;-399.0;-420.0
?;661.0;-192.0;129.0;877.0;951.0;-405.0;-423.0
-924.0;658.0;-205.0;127.0;898.0;?;-423.0;-446.0
-946.0;658.0;?;145.0;912.0;1006.0;-429.0;-437.0
-952.0;655.0;-185.0;150.0;892.0;994.0;-437.0;?
-950.0;657.0;-136.0;118.0;913.0;983.0;-444.0;-440.0
-949.0;655.0;-151.0;163.0;916.0;995.0;-437.0;-444.0
-955.0;653.0;-165.0;142.0;884.0;1020.0;-398.0;-461.0
-949.0;650.0;-118.0;130.0;895.0;1000.0;-415.0;-481.0
-970.0;649.0;-132.0;118.0;903.0;1008.0;-414.0;-460.0
-969.0;648.0;-186.0;135.0;901.0;1021.0;-406.0;-463.0
-950.0;649.0;-172.0;132.0;881.0;978.0;-408.0;-438.0
-947.0;647.0;-142.0;125.0;910.0;1009.0;-446.0;-459.0
-956.0;645.0;?;131.0;?;980.0;-485.0;-485.0
-956.0;644.0;-139.0;136.0;919.0;1011.0;-460.0;-441.0
?;644.0;-148.0;120.0;915.0;1014.0;?;-478.0
-972.0;642.0;-218.0;137.0;904.0;982.0;-463.0;-440.0
-951.0;642.0;-209.0;145.0;885.0;959.0;-429.0;-471.0
-938.0;642.0;-165.0;132.0;907.0;997.0;-458.0;-457.0
-963.0;639.0;-200.0;138.0;914.0;1000.0;-479.0;-477.0
-984.0;639.0;-225.0;160.0;925.0;1041.0;-488.0;-489.0
-982.0;638.0;-216.0;156.0;900.0;1004.0;-484.0;-492.0
-963.0;639.0;-234.0;153.0;871.0;982.0;?;-484.0
-947.0;639.0;-254.0;174.0;878.0;988.0;?;-485.0
-949.0;638.0;-240.0;190.0;873.0;999.0;-491.0;-512.0
-945.0;637.0;-211.0;188.0;879.0;979.0;-520.0;-529.0
?;638.0;-208.0;200.0;857.0;982.0;-537.0;-556.0
-944.0;639.0;-236.0;207.0;?;983.0;-527.0;-554.0
-949.0;638.0;-203.0;202.0;855.0;1002.0;-531.0;-547.0
-960.0;636.0;-210.0;206.0;850.0;996.0;-535.0;-559.0
-959.0;636.0;-236.0;206.0;846.0;?;-512.0;?
-955.0;634.0;-216.0;205.0;867.0;985.0;-514.0;-561.0
-961.0;634.0;-196.0;225.0;817.0;?;-534.0;-571.0
-938.0;632.0;?;?;768.0;895.0;-510.0;-539.0
-955.0;647.0;-135.0;80.0;913.0;1008.0;-432.0;-444.0
?;649.0;-139.0;101.0;892.0;1026.0;-442.0;-437.0
-953.0;651.0;-127.0;91.0;890.0;993.0;-435.0;-427.0
