InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit RUA gyroX
-10.0;-10;27.0;-1;-9.0;-87.0;46.0;92.0;1;22.0;-35.0;-10;2.0
-394.0;-11;-590.0;-32;226.0;694.0;-312.0;70.0;32;-562.0;501.0;-11;162.0
-436.0;-905;-57.0;-526;462.0;787.0;-381.0;345.0;526;-54.0;822.0;-905;198.0
29.0;-14;34.0;8;7.0;34.0;8.0;-13.0;-8;-65.0;-35.0;-14;12.0
44.0;-16;20.0;-25;8.0;-13.0;-12.0;-5.0;25;-53.0;-26.0;-16;9.0
36.0;-25;30.0;2;-13.0;22.0;1.0;2.0;-2;-60.0;-47.0;-25;12.0
82.0;-694;148.0;162;-92.0;176.0;-12.0;-234.0;-162;-125.0;210.0;-694;-182.0
18.0;-21;43.0;6;-4.0;53.0;-9.0;1.0;-6;-78.0;-36.0;-21;-5.0
23.0;-40;-15.0;5;-29.0;28.0;1.0;1.0;-5;-45.0;-14.0;-40;3.0
19.0;16;37.0;-24;-40.0;8.0;1.0;2.0;24;-80.0;-46.0;16;13.0
76.0;-1586;256.0;1083;258.0;-139.0;162.0;351.0;-1083;73.0;-175.0;-1586;167.0
20.0;-17;-11.0;0;38.0;-1.0;-38.0;68.0;0;-71.0;-16.0;-17;19.0
9.0;-18;3.0;16;-3.0;-1.0;-30.0;24.0;-16;-75.0;-73.0;-18;24.0
39.0;14;7.0;31;1.0;20.0;-41.0;8.0;-31;-60.0;-33.0;14;7.0
-284.0;12;64.0;7;315.0;-10.0;636.0;-309.0;-7;-5.0;-289.0;12;-259.0
-12.0;-16;1181.0;-46;-77.0;163.0;538.0;595.0;46;-165.0;-79.0;-16;-873.0
-16.0;-23;48.0;-7;-139.0;-54.0;27.0;-111.0;7;-233.0;-207.0;-23;-135.0
61.0;15;-25.0;-38;35.0;83.0;4.0;188.0;38;-679.0;65.0;15;-96.0
-14.0;-400;9.0;239;-73.0;-45.0;-11.0;-14.0;-239;-132.0;-87.0;-400;-16.0
28.0;-5;-6.0;-8;-10.0;16.0;0.0;-10.0;8;-107.0;-31.0;-5;15.0
-10.0;2;62.0;2;-12.0;45.0;15.0;62.0;-2;-42.0;-18.0;2;79.0
30.0;-2;39.0;7;-25.0;39.0;6.0;-31.0;-7;-93.0;-34.0;-2;-6.0
56.0;-40;-19.0;-24;-124.0;-60.0;-24.0;-70.0;24;59.0;-138.0;-40;-61.0
-27.0;-106;54.0;-92;-17.0;28.0;42.0;-18.0;92;-7.0;13.0;-106;-6.0
-2.0;4;26.0;7;-8.0;21.0;24.0;-84.0;-7;-109.0;-79.0;4;-3.0
51.0;-51;331.0;27;7.0;-76.0;-77.0;-517.0;-27;-170.0;-75.0;-51;-99.0
-11.0;8;43.0;-34;-35.0;4.0;35.0;63.0;34;-73.0;-39.0;8;2.0
19.0;1;26.0;-25;6.0;32.0;5.0;7.0;25;-89.0;-24.0;1;14.0
248.0;10;-192.0;28;-87.0;153.0;-155.0;-188.0;-28;152.0;51.0;10;-320.0
47.0;0;-4.0;-27;-7.0;38.0;-21.0;1.0;27;-79.0;-75.0;0;6.0
27.0;0;19.0;-7;-5.0;6.0;-9.0;-12.0;7;-98.0;-59.0;0;40.0
59.0;-4;32.0;12;-77.0;-28.0;-52.0;-81.0;-12;-92.0;-91.0;-4;-121.0
43.0;-4;28.0;25;-3.0;31.0;14.0;-14.0;-25;-60.0;-16.0;-4;26.0
269.0;118;548.0;85;-792.0;-371.0;80.0;-997.0;-85;-1153.0;-1090.0;118;-782.0
96.0;12;-312.0;-25;-16.0;21.0;-57.0;-201.0;25;-79.0;-55.0;12;-120.0
2.0;6;15.0;-13;-13.0;25.0;13.0;13.0;13;-49.0;-24.0;6;-3.0
37.0;22;28.0;-18;-16.0;33.0;-11.0;12.0;18;-73.0;-5.0;22;-2.0
26.0;-10;51.0;-23;-38.0;-5.0;26.0;-28.0;23;-100.0;-56.0;-10;-37.0
20.0;-4;7.0;5;5.0;21.0;-18.0;20.0;-5;-58.0;-26.0;-4;17.0
4.0;-57;410.0;-39;176.0;515.0;-374.0;212.0;39;-417.0;365.0;-57;-20.0
41.0;-8;-23.0;-17;-3.0;-13.0;33.0;-10.0;17;-59.0;-24.0;-8;71.0
9.0;2;32.0;-32;-6.0;-13.0;-2.0;8.0;32;-72.0;-44.0;2;0.0
31.0;-8;14.0;20;46.0;7.0;72.0;-21.0;-20;-60.0;12.0;-8;-31.0
-9.0;-29;-491.0;29;-578.0;38.0;608.0;213.0;-29;-138.0;-52.0;-29;-39.0
-23.0;-52;69.0;2;46.0;32.0;9.0;80.0;-2;1.0;35.0;-52;62.0
-7.0;20;32.0;-61;-28.0;-22.0;35.0;45.0;61;-148.0;-96.0;20;46.0
16.0;-5;22.0;25;2.0;18.0;-1.0;-8.0;-25;-32.0;-15.0;-5;8.0
224.0;-13;235.0;-16;12.0;58.0;-362.0;306.0;16;47.0;81.0;-13;-78.0
-3.0;-21;18.0;7;-19.0;34.0;29.0;-72.0;-7;-62.0;-6.0;-21;105.0
43.0;567;-102.0;-212;52.0;92.0;-5.0;-35.0;212;-152.0;-3.0;567;47.0
50.0;-53;-265.0;-12;-700.0;-506.0;388.0;174.0;12;-412.0;-858.0;-53;300.0
2.0;-17;-19.0;-39;25.0;57.0;6.0;45.0;39;-68.0;-24.0;-17;40.0
8.0;6;-12.0;-1;-16.0;41.0;-3.0;2.0;1;-41.0;-47.0;6;-5.0
32.0;-18;27.0;-2;-22.0;13.0;-44.0;-53.0;2;-91.0;-98.0;-18;-15.0
23.0;11;-3.0;-29;4.0;-2.0;-12.0;13.0;29;-93.0;-35.0;11;4.0
34.0;-25;27.0;-37;-24.0;28.0;-11.0;-4.0;37;-91.0;-37.0;-25;-13.0
71.0;42;82.0;-29;5.0;35.0;-35.0;-53.0;29;32.0;5.0;42;-44.0
151.0;12;-20.0;6;-13.0;-13.0;-27.0;45.0;-6;-201.0;15.0;12;-32.0
38.0;18;3.0;28;9.0;36.0;-22.0;-34.0;-28;-78.0;-7.0;18;60.0
-107.0;12;529.0;10;6.0;59.0;249.0;-377.0;-10;26.0;29.0;12;569.0
16.0;12;16.0;-33;10.0;27.0;-13.0;-1.0;33;-46.0;-24.0;12;40.0
97.0;17;-37.0;27;-29.0;-115.0;-185.0;-183.0;-27;-146.0;-197.0;17;65.0
44.0;4;39.0;3;-2.0;3.0;-13.0;2.0;-3;-53.0;-60.0;4;12.0
56.0;21;-5.0;4;44.0;22.0;-24.0;-99.0;-4;-100.0;-41.0;21;101.0
-124.0;-100;195.0;14;-96.0;-3.0;102.0;-213.0;-14;-127.0;-137.0;-100;-258.0
19.0;-562;843.0;2648;-175.0;-31.0;210.0;-258.0;-2648;-241.0;112.0;-562;-293.0
-9.0;-3;33.0;9;-10.0;43.0;1.0;-43.0;-9;-62.0;-22.0;-3;10.0
-54.0;-21;-32.0;3;68.0;231.0;-19.0;104.0;-3;228.0;201.0;-21;95.0
-35.0;-1;-18.0;-1;1.0;-52.0;76.0;-380.0;1;142.0;-19.0;-1;-68.0
-46.0;10;-38.0;-35;-59.0;78.0;38.0;-64.0;35;62.0;4.0;10;-68.0
39.0;0;5.0;-14;1.0;28.0;24.0;-20.0;14;-59.0;10.0;0;18.0
228.0;10;139.0;23;-244.0;3.0;207.0;-246.0;-23;2215.0;-372.0;10;-23.0
27.0;21;20.0;-13;10.0;-7.0;3.0;2.0;13;-49.0;-39.0;21;25.0
24.0;-60;113.0;34;-204.0;111.0;242.0;-125.0;-34;100.0;74.0;-60;-519.0
-2.0;-44;26.0;-10;-34.0;17.0;16.0;-23.0;10;-71.0;-30.0;-44;24.0
28.0;-39;68.0;64;-86.0;-218.0;133.0;36.0;-64;43.0;-288.0;-39;43.0
0.0;-3;99.0;-20;8.0;7.0;-16.0;-53.0;20;-112.0;-48.0;-3;-72.0
14.0;-27;-89.0;37;-12.0;6.0;-79.0;30.0;-37;613.0;-76.0;-27;-6.0
-51.0;-26;-222.0;14;-82.0;70.0;89.0;-7.0;-14;-312.0;72.0;-26;-813.0
14.0;28;26.0;-5;-11.0;30.0;-11.0;0.0;5;-83.0;-45.0;28;-3.0
-22.0;35;-810.0;-19;729.0;356.0;-806.0;407.0;19;537.0;625.0;35;959.0
-36.0;-7;5.0;34;-31.0;-22.0;21.0;86.0;-34;117.0;-73.0;-7;-50.0
-42.0;-19;-209.0;99;4.0;-23.0;-15.0;80.0;-99;-32.0;-46.0;-19;59.0
105.0;-779;102.0;-1732;143.0;-76.0;191.0;-56.0;1732;-107.0;-89.0;-779;-80.0
12.0;0;55.0;-13;4.0;3.0;-7.0;20.0;13;-56.0;2.0;0;13.0
41.0;-1;-40.0;145;77.0;89.0;-18.0;-272.0;-145;-94.0;18.0;-1;-31.0
36.0;-8;12.0;10;9.0;38.0;-6.0;22.0;-10;-32.0;5.0;-8;2.0
33.0;-2;2.0;19;-3.0;27.0;-21.0;39.0;-19;-58.0;-17.0;-2;34.0
8.0;43;-46.0;-65;12.0;107.0;-51.0;0.0;65;42.0;52.0;43;-30.0
-240.0;-124;-778.0;35;1313.0;623.0;-328.0;1451.0;-35;1205.0;1228.0;-124;1611.0
13.0;-170;-25.0;201;2.0;-13.0;-91.0;-105.0;-201;-187.0;-167.0;-170;86.0
-8.0;89;192.0;-254;0.0;126.0;508.0;-662.0;254;-122.0;-25.0;89;-326.0
26.0;59;-290.0;23;240.0;428.0;-157.0;394.0;-23;984.0;646.0;59;314.0
-94.0;-138;71.0;29;130.0;-98.0;-40.0;307.0;-29;201.0;156.0;-138;231.0
22.0;-38;5.0;1;-11.0;10.0;-13.0;9.0;-1;-48.0;-19.0;-38;35.0
15.0;2;147.0;13;-20.0;29.0;65.0;-47.0;-13;-71.0;-20.0;2;40.0
18.0;2;16.0;-33;-8.0;6.0;-21.0;-6.0;33;-60.0;-32.0;2;10.0
91.0;-10;33.0;6;-36.0;-196.0;100.0;-85.0;-6;-2142.0;-337.0;-10;-76.0
-17.0;-480;503.0;-1845;-1099.0;-672.0;599.0;-159.0;1845;-724.0;-1162.0;-480;-1555.0
12.0;-20;27.0;0;6.0;-3.0;-2.0;-16.0;0;-73.0;-10.0;-20;-10.0
-104.0;-86;1267.0;1558;-1152.0;-710.0;768.0;-1483.0;-1558;-1230.0;-1469.0;-86;-1575.0
25.0;-11;26.0;-16;28.0;19.0;-15.0;-4.0;16;-45.0;2.0;-11;26.0
35.0;0;17.0;13;14.0;-2.0;3.0;-2.0;-13;-39.0;-45.0;0;25.0
173.0;65;-102.0;-89;295.0;1.0;152.0;69.0;89;-187.0;-31.0;65;-39.0
0.0;14;22.0;24;-16.0;43.0;8.0;5.0;-24;-60.0;-19.0;14;36.0
-351.0;-11;169.0;-5;-272.0;95.0;106.0;271.0;5;78.0;182.0;-11;-2.0
247.0;87;-522.0;-19;-269.0;-243.0;-399.0;355.0;19;-482.0;-536.0;87;648.0
-108.0;-8;405.0;69;-296.0;-91.0;449.0;-47.0;-69;229.0;-235.0;-8;-531.0
297.0;1560;-294.0;118;167.0;159.0;-300.0;1.0;-118;99.0;75.0;1560;-62.0
105.0;-10;1439.0;78;367.0;-81.0;-294.0;-408.0;-78;50.0;-56.0;-10;679.0
147.0;11;33.0;-22;-31.0;218.0;-112.0;-314.0;22;-229.0;-69.0;11;-282.0
118.0;38;407.0;-17;-237.0;236.0;24.0;-489.0;17;288.0;45.0;38;-246.0
34.0;-23;-26.0;-872;33.0;-16.0;-7.0;15.0;872;-76.0;-25.0;-23;26.0
-6.0;-13;272.0;83;-141.0;49.0;269.0;-206.0;-83;-227.0;8.0;-13;121.0
25.0;27;20.0;29;-58.0;-6.0;76.0;377.0;-29;-27.0;-55.0;27;-243.0
319.0;-10;147.0;-12;-179.0;-327.0;151.0;-154.0;12;-826.0;-654.0;-10;-146.0
-148.0;64;12.0;-5;-88.0;169.0;287.0;-76.0;5;-298.0;-56.0;64;12.0
102.0;7;-30.0;-35;-34.0;166.0;-101.0;62.0;35;-249.0;56.0;7;-33.0
145.0;112;1850.0;-329;59.0;209.0;2025.0;-360.0;329;-340.0;48.0;112;-801.0
53.0;0;-7.0;50;-4.0;76.0;-27.0;114.0;-50;-383.0;1.0;0;-15.0
9.0;8;54.0;3;-15.0;-94.0;52.0;33.0;-3;-181.0;-61.0;8;22.0
23.0;55;104.0;6;22.0;121.0;61.0;12.0;-6;83.0;110.0;55;-49.0
64.0;77;425.0;-83;150.0;-80.0;64.0;69.0;83;86.0;-22.0;77;-146.0
-141.0;32;472.0;-14;52.0;-77.0;249.0;58.0;14;-539.0;115.0;32;166.0
-116.0;6;250.0;31;-310.0;-340.0;261.0;-643.0;-31;-378.0;-343.0;6;-491.0
-11.0;61;-31.0;1;24.0;73.0;142.0;-308.0;-1;-98.0;38.0;61;-111.0
-52.0;-1;-143.0;25;-254.0;-50.0;-78.0;82.0;-25;67.0;-44.0;-1;-107.0
-55.0;-7;-22.0;10;7.0;-11.0;115.0;-357.0;-10;-14.0;3.0;-7;37.0
126.0;718;43.0;1551;-73.0;70.0;76.0;-28.0;-1551;-67.0;11.0;718;-57.0
-770.0;-360;375.0;592;1263.0;761.0;104.0;860.0;-592;1926.0;2039.0;-360;645.0
22.0;2;-76.0;86;-38.0;60.0;27.0;259.0;-86;-168.0;-8.0;2;-82.0
-325.0;-16;-54.0;78;-28.0;155.0;-322.0;1671.0;-78;74.0;41.0;-16;256.0
-423.0;2098;648.0;4881;39.0;-199.0;-147.0;1035.0;-4881;357.0;144.0;2098;546.0
