InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit RUA gyroX
77.0;-15;-50.0;-13;-24.0;70.0;-91.0;20.0;13;-179.0;80.0;-15;-27.0
-55.0;-10;52.0;-19;-59.0;29.0;-18.0;-121.0;19;-99.0;14.0;-10;-72.0
134.0;-49;-136.0;31;23.0;273.0;8.0;-146.0;-31;-427.0;283.0;-49;90.0
16.0;-13;99.0;-1;5.0;115.0;25.0;-175.0;1;-42.0;152.0;-13;-222.0
25.0;21;4.0;1;59.0;121.0;22.0;11.0;-1;-20.0;54.0;21;13.0
20.0;-12;4.0;-52;12.0;18.0;7.0;64.0;52;44.0;20.0;-12;83.0
32.0;-11;0.0;-50;65.0;-43.0;3.0;72.0;50;20.0;-14.0;-11;69.0
62.0;-15;-16.0;2;41.0;-81.0;-23.0;102.0;-2;-7.0;-57.0;-15;36.0
-164.0;-60;603.0;-45;-31.0;-452.0;660.0;666.0;45;507.0;-371.0;-60;-1617.0
43.0;0;-23.0;35;6.0;-133.0;-44.0;129.0;-35;-13.0;-100.0;0;34.0
36.0;-9;0.0;43;14.0;-34.0;2.0;43.0;-43;-59.0;-84.0;-9;27.0
17.0;-24;34.0;8;-11.0;48.0;-2.0;5.0;-8;-60.0;-8.0;-24;-6.0
43.0;8;80.0;18;-16.0;50.0;11.0;-50.0;-18;-168.0;-59.0;8;-49.0
87.0;4;80.0;-30;8.0;158.0;14.0;-136.0;30;-340.0;-45.0;4;107.0
16.0;12;-19.0;-22;-44.0;104.0;-60.0;14.0;22;-96.0;-36.0;12;-36.0
-167.0;7;-68.0;2;-165.0;587.0;-126.0;132.0;-2;-919.0;22.0;7;-109.0
-14.0;180;8.0;-37;8.0;34.0;23.0;-20.0;37;-72.0;-23.0;180;13.0
240.0;1411;53.0;-1148;-629.0;-212.0;282.0;-754.0;1148;-651.0;-842.0;1411;-353.0
57.0;8;-23.0;33;-83.0;39.0;49.0;-83.0;-33;-238.0;-102.0;8;-31.0
453.0;-65;169.0;52;-84.0;-97.0;31.0;530.0;-52;-201.0;-310.0;-65;-664.0
76.0;37;88.0;-11;-44.0;58.0;78.0;-44.0;11;-296.0;-95.0;37;-28.0
330.0;27;-51.0;-3;-184.0;-17.0;-56.0;-1.0;3;-145.0;-175.0;27;85.0
92.0;-27;47.0;18;-27.0;-135.0;-52.0;-17.0;-18;-342.0;-167.0;-27;30.0
263.0;9;-102.0;-4;-33.0;-92.0;-189.0;209.0;4;-191.0;-159.0;9;-4.0
100.0;-35;-23.0;3;-41.0;-10.0;-15.0;-12.0;-3;-217.0;-104.0;-35;-12.0
25.0;7;-310.0;5;-56.0;100.0;-165.0;1135.0;-5;-75.0;-81.0;7;-112.0
61.0;0;-1.0;43;-39.0;6.0;-5.0;-38.0;-43;-249.0;-137.0;0;-7.0
61.0;-22;-2.0;9;-43.0;-16.0;-2.0;-34.0;-9;-177.0;-85.0;-22;-9.0
-51.0;8;18.0;-7;-154.0;150.0;6.0;-64.0;7;-150.0;-84.0;8;-66.0
178.0;-33;199.0;-9;-126.0;-245.0;-187.0;-147.0;9;-96.0;-260.0;-33;-348.0
126.0;-64;48.0;-56;-59.0;-28.0;-104.0;-43.0;56;-137.0;-64.0;-64;-105.0
52.0;-28;-34.0;10;-10.0;21.0;-20.0;8.0;-10;-64.0;95.0;-28;34.0
128.0;-17;-18.0;-35;-67.0;11.0;-90.0;-4.0;35;-36.0;-70.0;-17;-69.0
90.0;-35;-21.0;-36;-36.0;46.0;-76.0;-36.0;36;13.0;-53.0;-35;-41.0
45.0;-61;-70.0;-14;-42.0;25.0;-68.0;-65.0;14;-65.0;-96.0;-61;-43.0
55.0;-14;-43.0;-8;51.0;-7.0;-36.0;-20.0;8;-58.0;-51.0;-14;10.0
50.0;9;16.0;12;-5.0;47.0;-45.0;10.0;-12;-65.0;1.0;9;29.0
30.0;-21;25.0;59;4.0;55.0;-78.0;8.0;-59;-71.0;-23.0;-21;31.0
39.0;-26;52.0;-7;3.0;1.0;-11.0;35.0;7;-80.0;-79.0;-26;23.0
46.0;-23;-52.0;-5;55.0;-19.0;-42.0;69.0;5;29.0;73.0;-23;79.0
-56.0;1;-8.0;27;200.0;194.0;-69.0;117.0;-27;19.0;190.0;1;-19.0
27.0;23;-18.0;-86;-3.0;-21.0;-24.0;36.0;86;-81.0;-77.0;23;45.0
4.0;-28;-38.0;-60;23.0;81.0;-24.0;4.0;60;-97.0;-28.0;-28;62.0
-15.0;18;-60.0;51;-2.0;110.0;-101.0;18.0;-51;-57.0;-17.0;18;82.0
31.0;21;-66.0;-7;-14.0;-102.0;-43.0;-50.0;7;-56.0;-126.0;21;-5.0
61.0;-11;215.0;-59;-77.0;59.0;346.0;-84.0;59;-28.0;3.0;-11;-283.0
484.0;61;-289.0;-24;-488.0;-499.0;597.0;-1086.0;24;208.0;-567.0;61;-386.0
67.0;-35;77.0;-46;-901.0;-346.0;-74.0;-130.0;46;659.0;-524.0;-35;-520.0
653.0;-32;464.0;21;-194.0;-25.0;83.0;-109.0;-21;268.0;-1102.0;-32;-234.0
-57.0;54;-1.0;40;-61.0;51.0;70.0;-90.0;-40;-63.0;110.0;54;-55.0
-12.0;27;27.0;23;-61.0;54.0;24.0;-48.0;-23;-60.0;2.0;27;-25.0
-52.0;-15;-18.0;-1;11.0;4.0;-27.0;-22.0;1;-70.0;-17.0;-15;78.0
-4.0;-12;-37.0;8;25.0;1.0;3.0;35.0;-8;-34.0;0.0;-12;75.0
-35.0;-24;-50.0;1;84.0;-40.0;51.0;-15.0;-1;-12.0;21.0;-24;72.0
-20.0;23;-95.0;-21;24.0;-25.0;104.0;1.0;21;-2.0;13.0;23;17.0
-25.0;6;-247.0;-24;-540.0;143.0;760.0;-31.0;24;-171.0;34.0;6;-63.0
53.0;12;29.0;9;-27.0;-8.0;-7.0;-37.0;-9;-150.0;-71.0;12;-6.0
48.0;-5;66.0;3;0.0;-17.0;8.0;1.0;-3;-143.0;-59.0;-5;7.0
57.0;11;56.0;12;-11.0;-13.0;19.0;-61.0;-12;-85.0;-41.0;11;-53.0
67.0;44;21.0;16;-37.0;-23.0;-71.0;51.0;-16;-39.0;-15.0;44;26.0
-149.0;-97;-95.0;73;198.0;-35.0;-152.0;477.0;-73;321.0;300.0;-97;460.0
782.0;210;-269.0;-12;-164.0;1056.0;-361.0;-515.0;12;444.0;-53.0;210;-530.0
59.0;38;-90.0;-53;-86.0;71.0;-50.0;-87.0;53;-152.0;-104.0;38;-85.0
110.0;-17;-137.0;66;49.0;-12.0;-76.0;16.0;-66;-22.0;-29.0;-17;-45.0
255.0;-225;1014.0;1142;-663.0;-295.0;260.0;-557.0;-1142;-1111.0;-1078.0;-225;-816.0
-1036.0;159;-39.0;-122;269.0;77.0;-211.0;497.0;122;317.0;270.0;159;222.0
69.0;48;-11.0;-20;27.0;-3.0;-67.0;27.0;20;-59.0;-2.0;48;0.0
240.0;1947;-249.0;-3367;-127.0;107.0;-228.0;-440.0;3367;225.0;-89.0;1947;-12.0
7.0;3241;1187.0;1785;-1229.0;-502.0;813.0;-985.0;-1785;-1147.0;-1174.0;3241;-1287.0
26.0;-35;-5.0;47;-18.0;16.0;-6.0;-2.0;-47;-3.0;34.0;-35;13.0
-214.0;-1764;88.0;674;323.0;100.0;61.0;180.0;-674;269.0;516.0;-1764;50.0
66.0;357;-8.0;756;23.0;79.0;-23.0;-8.0;-756;-127.0;-38.0;357;-45.0
35.0;18;-66.0;-13;3.0;38.0;-38.0;12.0;13;-41.0;-23.0;18;55.0
-311.0;2189;754.0;3772;286.0;-198.0;235.0;223.0;-3772;-158.0;696.0;2189;395.0
24.0;7;32.0;-37;-18.0;3.0;8.0;-58.0;37;-103.0;-63.0;7;-49.0
37.0;18;-100.0;-14;40.0;0.0;-106.0;119.0;14;-51.0;-1.0;18;-93.0
4.0;30;-26.0;-24;-20.0;13.0;-40.0;59.0;24;-71.0;-32.0;30;-39.0
22.0;0;41.0;17;-20.0;15.0;-14.0;-39.0;-17;-64.0;-36.0;0;93.0
30.0;-7;155.0;12;-34.0;33.0;29.0;-65.0;-12;-62.0;-49.0;-7;89.0
-142.0;-93;693.0;178;46.0;-12.0;-184.0;46.0;-178;83.0;57.0;-93;61.0
43.0;-20;112.0;5;-31.0;45.0;102.0;-106.0;-5;-75.0;-17.0;-20;82.0
43.0;31;67.0;18;2.0;53.0;41.0;-203.0;-18;-84.0;-26.0;31;118.0
20.0;20;84.0;7;-29.0;55.0;69.0;-125.0;-7;-90.0;-49.0;20;124.0
17.0;-22;141.0;-22;3.0;44.0;75.0;-129.0;22;-32.0;10.0;-22;202.0
-61.0;-8;513.0;-16;-51.0;34.0;131.0;-127.0;16;1.0;14.0;-8;407.0
20.0;38;76.0;26;6.0;71.0;4.0;-100.0;-26;-89.0;-20.0;38;96.0
33.0;9;69.0;11;0.0;55.0;29.0;-151.0;-11;-64.0;-28.0;9;113.0
-27.0;21;67.0;3;39.0;17.0;31.0;-120.0;-3;-76.0;-4.0;21;123.0
-32.0;-20;114.0;16;19.0;17.0;70.0;-140.0;-16;-38.0;-5.0;-20;75.0
-86.0;-11;62.0;-15;4.0;23.0;54.0;-123.0;15;-54.0;7.0;-11;106.0
-32.0;-226;94.0;-78;-84.0;-4.0;90.0;-32.0;78;-47.0;-39.0;-226;14.0
30.0;-36;22.0;3;-61.0;-17.0;-17.0;-8.0;-3;-106.0;-44.0;-36;1.0
32.0;-22;-16.0;24;-33.0;-6.0;0.0;-59.0;-24;-107.0;-38.0;-22;-59.0
2.0;4;63.0;3;-50.0;13.0;-2.0;-73.0;-3;-118.0;-72.0;4;-75.0
11.0;-20;52.0;0;-20.0;17.0;20.0;-21.0;0;-109.0;-59.0;-20;-22.0
9.0;2;32.0;-32;-6.0;-13.0;-2.0;8.0;32;-72.0;-44.0;2;0.0
2.0;82;-13.0;-31;-39.0;38.0;-19.0;51.0;31;-5.0;32.0;82;16.0
11.0;70;26.0;-23;-24.0;46.0;-13.0;23.0;23;-47.0;5.0;70;15.0
2.0;-36;32.0;-4;15.0;30.0;-2.0;34.0;4;-60.0;-21.0;-36;24.0
8.0;-44;41.0;-5;20.0;6.0;3.0;61.0;5;-41.0;-6.0;-44;37.0
27.0;-40;8.0;0;-24.0;84.0;-27.0;5.0;0;-25.0;6.0;-40;-2.0
47.0;4;28.0;-30;1.0;27.0;-31.0;21.0;30;-39.0;-6.0;4;-2.0
43.0;-3;110.0;37;135.0;-57.0;5.0;42.0;-37;20.0;89.0;-3;-37.0
26.0;42;-15.0;-10;-27.0;20.0;14.0;9.0;10;-36.0;-7.0;42;9.0
0.0;44;18.0;-2;-49.0;-6.0;-28.0;-27.0;2;-40.0;-47.0;44;-4.0
4.0;8;22.0;-31;10.0;32.0;-7.0;31.0;31;-59.0;-43.0;8;27.0
20.0;-47;38.0;-22;-12.0;18.0;-53.0;-21.0;22;-86.0;-18.0;-47;15.0
60.0;-11;3.0;8;-5.0;2.0;-14.0;-21.0;-8;-79.0;-67.0;-11;4.0
23.0;11;-3.0;-29;4.0;-2.0;-12.0;13.0;29;-93.0;-35.0;11;4.0
34.0;-25;27.0;-37;-24.0;28.0;-11.0;-4.0;37;-91.0;-37.0;-25;-13.0
30.0;31;36.0;-21;-21.0;-1.0;-16.0;-4.0;21;-77.0;-30.0;31;-9.0
75.0;1;3.0;8;-5.0;-12.0;-7.0;-2.0;-8;-71.0;-35.0;1;6.0
38.0;18;3.0;28;9.0;36.0;-22.0;-34.0;-28;-78.0;-7.0;18;60.0
32.0;5;18.0;18;3.0;53.0;-49.0;-12.0;-18;-54.0;21.0;5;40.0
57.0;-12;24.0;-1;23.0;25.0;-16.0;22.0;1;-22.0;36.0;-12;34.0
54.0;9;-1.0;7;3.0;-6.0;-38.0;-21.0;-7;-92.0;-48.0;9;21.0
44.0;4;39.0;3;-2.0;3.0;-13.0;2.0;-3;-53.0;-60.0;4;12.0
-2.0;-16;-6.0;37;-16.0;15.0;-3.0;25.0;-37;-58.0;-66.0;-16;55.0
16.0;-38;-6.0;1;74.0;14.0;62.0;-34.0;-1;-143.0;-3.0;-38;50.0
12.0;-2;-46.0;12;49.0;8.0;70.0;-15.0;-12;-29.0;19.0;-2;52.0
32.0;-43;-51.0;19;55.0;-80.0;57.0;-60.0;-19;-88.0;-41.0;-43;69.0
45.0;-23;5.0;27;-1.0;37.0;-44.0;17.0;-27;-5.0;42.0;-23;41.0
51.0;-35;-28.0;15;27.0;42.0;5.0;45.0;-15;19.0;38.0;-35;35.0
3.0;-130;-60.0;7;25.0;41.0;-23.0;16.0;-7;11.0;17.0;-130;35.0
43.0;-978;-490.0;-121;-68.0;68.0;-184.0;319.0;121;40.0;133.0;-978;-82.0
163.0;-29;-297.0;37;63.0;-336.0;-16.0;-93.0;-37;-135.0;3.0;-29;-105.0
5.0;0;-88.0;43;22.0;-141.0;56.0;-14.0;-43;-127.0;-115.0;0;46.0
-91.0;8;18.0;24;-47.0;-91.0;84.0;60.0;-24;-96.0;-273.0;8;86.0
30.0;-18;-22.0;34;85.0;0.0;-52.0;22.0;-34;-80.0;-19.0;-18;16.0
26.0;-34;83.0;82;-23.0;31.0;-106.0;-8.0;-82;-10.0;11.0;-34;186.0
87.0;-2172;-598.0;-1271;688.0;37.0;-464.0;465.0;1271;222.0;232.0;-2172;974.0
49.0;-51;-30.0;27;11.0;72.0;-6.0;-29.0;-27;15.0;62.0;-51;9.0
20.0;-12;48.0;-18;11.0;85.0;143.0;-29.0;18;-494.0;-68.0;-12;-132.0
29.0;-31;-41.0;1;-12.0;71.0;12.0;-20.0;-1;18.0;38.0;-31;43.0
121.0;-37;235.0;0;3.0;-111.0;30.0;-358.0;0;-117.0;-149.0;-37;17.0
-17.0;-6;3.0;63;-9.0;49.0;28.0;66.0;-63;3.0;22.0;-6;63.0
-39.0;-6;-9.0;-29;13.0;23.0;19.0;34.0;29;49.0;49.0;-6;56.0
18.0;25;10.0;17;24.0;21.0;-17.0;64.0;-17;-39.0;7.0;25;56.0
46.0;-91;11.0;-8;-37.0;64.0;1.0;-42.0;8;-129.0;-70.0;-91;-35.0
6.0;77;-39.0;37;10.0;45.0;-51.0;42.0;-37;-37.0;-33.0;77;53.0
291.0;-1905;-1975.0;-1778;-1134.0;320.0;102.0;-1591.0;1778;-1019.0;-660.0;-1905;-1818.0
18.0;75;-23.0;30;17.0;37.0;-44.0;1.0;-30;-45.0;-46.0;75;10.0
36.0;-12;-28.0;-39;-21.0;27.0;-35.0;8.0;39;-23.0;-15.0;-12;3.0
22.0;-11;11.0;-50;-2.0;12.0;-20.0;72.0;50;-3.0;26.0;-11;37.0
56.0;-26;199.0;-41;77.0;3.0;-78.0;-502.0;41;-158.0;-101.0;-26;8.0
17.0;11;43.0;-41;1.0;37.0;0.0;-12.0;41;-69.0;11.0;11;-10.0
16.0;26;54.0;-22;-26.0;45.0;-2.0;-6.0;22;-32.0;4.0;26;-2.0
16.0;-55;-1.0;-15;10.0;9.0;-8.0;9.0;15;-19.0;-38.0;-55;9.0
35.0;-70;4.0;-15;19.0;6.0;12.0;3.0;15;-58.0;-11.0;-70;2.0
42.0;0;63.0;-2;-38.0;41.0;4.0;12.0;2;-65.0;-36.0;0;22.0
32.0;0;56.0;46;-24.0;24.0;0.0;-2.0;-46;-98.0;-20.0;0;-2.0
30.0;-10;41.0;18;3.0;14.0;-10.0;-23.0;-18;-109.0;-21.0;-10;-16.0
-15.0;-16;37.0;-42;-25.0;17.0;-2.0;0.0;42;-71.0;-48.0;-16;-21.0
12.0;-20;27.0;0;6.0;-3.0;-2.0;-16.0;0;-73.0;-10.0;-20;-10.0
6.0;7;25.0;31;-25.0;29.0;-2.0;-27.0;-31;-97.0;-34.0;7;-9.0
-74.0;24;167.0;-43;-61.0;1.0;90.0;-31.0;43;-109.0;-91.0;24;-54.0
-113.0;78;-5.0;-34;-187.0;-88.0;100.0;-39.0;34;-283.0;-262.0;78;-248.0
24.0;35;-21.0;6;14.0;-1.0;17.0;20.0;-6;-60.0;-28.0;35;-3.0
-88.0;-857;-72.0;158;-141.0;-43.0;158.0;-202.0;-158;57.0;-8.0;-857;83.0
24.0;55;20.0;26;-5.0;-3.0;-29.0;-21.0;-26;-78.0;-6.0;55;3.0
14.0;-13;32.0;13;16.0;-3.0;-5.0;-8.0;-13;-93.0;-21.0;-13;-4.0
36.0;8;-60.0;-48;41.0;25.0;-27.0;46.0;48;23.0;15.0;8;20.0
22.0;1;-23.0;-18;9.0;6.0;-38.0;-20.0;18;5.0;57.0;1;16.0
31.0;0;4.0;5;22.0;45.0;-48.0;18.0;-5;-19.0;0.0;0;3.0
46.0;18;-8.0;-36;11.0;-21.0;-52.0;47.0;36;-72.0;-15.0;18;33.0
-85.0;30;66.0;26;3.0;-100.0;17.0;139.0;-26;424.0;-251.0;30;-168.0
-34.0;47;12.0;-29;19.0;17.0;60.0;28.0;29;-15.0;-79.0;47;3.0
43.0;24;28.0;36;-21.0;3.0;-38.0;-10.0;-36;-102.0;-16.0;24;5.0
22.0;-29;-23.0;25;-4.0;18.0;-18.0;-16.0;-25;-93.0;-34.0;-29;-1.0
51.0;-18;13.0;35;20.0;28.0;-21.0;12.0;-35;-46.0;-21.0;-18;-18.0
36.0;-8;12.0;10;9.0;38.0;-6.0;22.0;-10;-32.0;5.0;-8;2.0
24.0;2;67.0;4;-8.0;15.0;19.0;7.0;-4;-137.0;-67.0;2;2.0
45.0;-9;45.0;14;-8.0;53.0;5.0;28.0;-14;-88.0;-34.0;-9;49.0
32.0;19;13.0;45;-8.0;38.0;-21.0;-51.0;-45;-62.0;-19.0;19;-14.0
30.0;18;-21.0;44;21.0;-7.0;6.0;-42.0;-44;-108.0;-63.0;18;-23.0
32.0;39;-19.0;58;-37.0;7.0;2.0;-12.0;-58;-124.0;-70.0;39;-40.0
16.0;32;9.0;21;-5.0;-40.0;-33.0;-20.0;-21;-128.0;-76.0;32;12.0
22.0;20;-10.0;-5;-2.0;3.0;-35.0;20.0;5;-2.0;-36.0;20;-8.0
-23.0;19;62.0;-14;-92.0;19.0;56.0;-19.0;14;-174.0;-119.0;19;1.0
-28.0;13;14.0;-10;-101.0;26.0;70.0;-3.0;10;-164.0;-134.0;13;18.0
-16.0;45;28.0;-24;-148.0;16.0;46.0;-21.0;24;-101.0;-87.0;45;9.0
-9.0;19;96.0;27;-21.0;-10.0;19.0;-6.0;-27;-58.0;-36.0;19;12.0
-17.0;-15;56.0;2;-34.0;-12.0;10.0;-29.0;-2;-99.0;-55.0;-15;-22.0
0.0;-1;-13.0;37;-66.0;23.0;6.0;-48.0;-37;-128.0;-90.0;-1;-9.0
-1.0;-29;-21.0;4;-38.0;-6.0;6.0;5.0;-4;-123.0;-55.0;-29;-9.0
20.0;-20;11.0;-16;-10.0;-11.0;-6.0;13.0;16;18.0;27.0;-20;-16.0
15.0;4;85.0;2;-27.0;19.0;-24.0;-40.0;-2;-83.0;-49.0;4;-46.0
38.0;-4;41.0;-15;-52.0;12.0;38.0;-66.0;15;-97.0;-47.0;-4;-26.0
