InertialMeasurementUnit L-SHOE EuX;Accelerometer RUA_ accY;Accelerometer RWR accY;InertialMeasurementUnit RLA accX
86;-392.0;?;352.0
86;-481.0;-362.0;296.0
86;-445.0;-427.0;261.0
86;-406.0;-677.0;229.0
86;-332.0;?;217.0
86;-265.0;-953.0;233.0
86;-245.0;-1128.0;257.0
86;-201.0;-1165.0;425.0
86;-377.0;-1171.0;692.0
86;-596.0;-1316.0;945.0
86;-852.0;-1385.0;1111.0
86;?;-1314.0;1232.0
86;-1124.0;-1317.0;1222.0
86;-1062.0;-1231.0;998.0
86;-790.0;-1168.0;698.0
86;-494.0;-981.0;535.0
86;-364.0;-805.0;478.0
86;-378.0;-852.0;562.0
86;-461.0;-798.0;695.0
86;-606.0;-914.0;730.0
86;-603.0;-1162.0;822.0
86;-712.0;-1050.0;875.0
86;-763.0;-1128.0;891.0
86;-780.0;-1103.0;916.0
86;-713.0;-930.0;810.0
86;-705.0;-875.0;778.0
86;?;-892.0;701.0
86;-567.0;-747.0;?
86;-464.0;-621.0;608.0
?;-508.0;-615.0;571.0
?;-417.0;-540.0;440.0
86;-309.0;-555.0;442.0
86;-324.0;-454.0;440.0
86;-329.0;-432.0;408.0
86;-332.0;-369.0;403.0
86;-338.0;-246.0;378.0
86;-348.0;-316.0;353.0
86;?;-544.0;337.0
86;-356.0;-597.0;336.0
86;-374.0;-609.0;330.0
86;-359.0;-735.0;274.0
86;-315.0;-688.0;314.0
86;-287.0;-1002.0;409.0
?;-369.0;-995.0;638.0
86;-622.0;-1118.0;911.0
86;-864.0;-1216.0;1137.0
86;-1019.0;?;1179.0
86;-1026.0;-1433.0;1134.0
86;-967.0;-1461.0;?
86;-823.0;-1169.0;910.0
86;-713.0;-1047.0;717.0
86;-546.0;-933.0;653.0
86;-481.0;-949.0;629.0
86;-472.0;-957.0;681.0
86;-556.0;-932.0;739.0
86;-594.0;-992.0;730.0
86;-591.0;-989.0;736.0
86;-606.0;-876.0;772.0
86;-640.0;-938.0;819.0
86;?;-1111.0;882.0
?;-757.0;-1061.0;954.0
86;?;-973.0;847.0
86;-736.0;-980.0;838.0
86;-721.0;-952.0;814.0
86;-700.0;-939.0;806.0
86;-710.0;-905.0;786.0
86;-652.0;-976.0;750.0
86;-621.0;-918.0;685.0
86;-540.0;?;642.0
86;-508.0;-743.0;608.0
86;-500.0;-751.0;589.0
86;-482.0;-804.0;590.0
86;-487.0;-756.0;553.0
86;-462.0;-713.0;549.0
86;-457.0;-651.0;521.0
86;-464.0;?;535.0
86;?;-551.0;514.0
86;-513.0;-330.0;485.0
86;-487.0;-238.0;416.0
86;-479.0;-255.0;297.0
86;-386.0;-205.0;156.0
86;?;-186.0;146.0
86;-217.0;-196.0;4.0
86;-49.0;-369.0;-106.0
86;111.0;-338.0;-76.0
86;90.0;-113.0;-188.0
86;270.0;79.0;-268.0
86;305.0;236.0;-415.0
86;505.0;225.0;-658.0
86;769.0;?;-734.0
86;816.0;195.0;-726.0
86;822.0;370.0;-741.0
86;881.0;507.0;-705.0
86;839.0;719.0;-658.0
86;809.0;896.0;-701.0
86;846.0;1028.0;-824.0
86;953.0;1066.0;-863.0
86;961.0;1059.0;-866.0
86;946.0;1018.0;-890.0
86;983.0;1043.0;-886.0
86;952.0;1083.0;-908.0
86;1003.0;1131.0;-951.0
86;1046.0;1144.0;-968.0
86;1046.0;1071.0;-964.0
?;1035.0;1031.0;-950.0
86;1014.0;973.0;-942.0
?;1016.0;1025.0;-979.0
86;1051.0;967.0;-975.0
86;1038.0;973.0;-942.0
86;1013.0;980.0;-913.0
86;974.0;959.0;-894.0
86;981.0;999.0;-916.0
86;986.0;951.0;-903.0
86;975.0;951.0;-906.0
86;995.0;941.0;-911.0
86;993.0;924.0;-903.0
86;988.0;887.0;-907.0
86;999.0;888.0;-903.0
86;980.0;899.0;-888.0
86;980.0;891.0;-893.0
86;990.0;942.0;-906.0
86;989.0;943.0;-916.0
86;992.0;920.0;-924.0
86;998.0;941.0;?
86;984.0;911.0;-923.0
86;983.0;958.0;-939.0
86;1018.0;952.0;?
86;1044.0;990.0;-957.0
86;1042.0;946.0;-936.0
86;1012.0;895.0;-908.0
86;981.0;924.0;-903.0
86;980.0;932.0;-913.0
86;971.0;890.0;-923.0
86;1004.0;932.0;-966.0
86;1064.0;958.0;-985.0
86;1065.0;964.0;?
86;1060.0;988.0;-955.0
86;1014.0;980.0;-935.0
86;1004.0;900.0;-908.0
86;957.0;919.0;-902.0
86;962.0;908.0;-931.0
86;1004.0;912.0;-959.0
86;1021.0;923.0;-964.0
86;1030.0;932.0;-955.0
86;1005.0;?;-926.0
86;973.0;?;-907.0
86;969.0;909.0;-907.0
86;977.0;894.0;-917.0
86;995.0;912.0;-935.0
86;1009.0;949.0;-938.0
86;999.0;963.0;-954.0
86;1027.0;905.0;-951.0
86;?;937.0;-954.0
85;1026.0;954.0;-947.0
85;1013.0;909.0;-933.0
85;983.0;943.0;-929.0
?;1004.0;942.0;-951.0
85;1031.0;942.0;-945.0
85;996.0;944.0;-935.0
85;1003.0;937.0;-948.0
85;1002.0;943.0;-943.0
85;997.0;982.0;-962.0
85;1036.0;1017.0;-1008.0
85;1056.0;1005.0;-983.0
85;1033.0;929.0;-944.0
85;1005.0;?;?
85;1001.0;974.0;-956.0
85;1024.0;970.0;-984.0
85;1041.0;1004.0;-1002.0
85;1065.0;1000.0;-996.0
85;?;990.0;-974.0
85;1005.0;953.0;-968.0
?;1022.0;1000.0;-967.0
85;1017.0;973.0;-962.0
85;1003.0;964.0;-952.0
85;1008.0;984.0;-926.0
85;946.0;948.0;-928.0
85;993.0;906.0;-933.0
85;1000.0;872.0;-929.0
85;970.0;879.0;-913.0
85;961.0;906.0;-898.0
85;960.0;?;-897.0
85;963.0;911.0;-896.0
85;968.0;873.0;-885.0
85;947.0;879.0;-888.0
84;974.0;913.0;-919.0
84;995.0;?;-936.0
?;999.0;930.0;-924.0
84;990.0;889.0;-907.0
84;968.0;894.0;-889.0
84;953.0;865.0;-855.0
84;891.0;759.0;-716.0
84;631.0;513.0;-465.0
84;493.0;1135.0;-1207.0
84;1677.0;1629.0;-1651.0
84;1610.0;1400.0;-1350.0
?;1289.0;972.0;-1053.0
84;997.0;802.0;-804.0
84;829.0;820.0;-765.0
84;?;939.0;-928.0
84;1059.0;1004.0;-1066.0
84;1109.0;1054.0;-1046.0
84;1080.0;1018.0;-1016.0
84;1073.0;1079.0;-1010.0
84;1035.0;1079.0;-983.0
84;1012.0;954.0;-957.0
84;1009.0;899.0;-943.0
84;999.0;920.0;-953.0
85;1015.0;?;-962.0
85;1010.0;972.0;-951.0
84;1018.0;929.0;-941.0
?;997.0;941.0;-918.0
85;961.0;940.0;-923.0
85;973.0;939.0;-929.0
85;995.0;922.0;-933.0
85;1007.0;924.0;-939.0
84;995.0;952.0;-940.0
84;?;951.0;-951.0
84;1030.0;971.0;-950.0
84;1020.0;950.0;-934.0
?;984.0;932.0;-944.0
84;1002.0;936.0;-928.0
84;980.0;?;-923.0
84;1002.0;968.0;-961.0
84;1016.0;995.0;-975.0
84;1036.0;979.0;-978.0
84;1027.0;969.0;-967.0
84;1017.0;967.0;-951.0
85;990.0;964.0;-952.0
85;1023.0;1009.0;-983.0
85;?;982.0;-983.0
85;1021.0;997.0;-975.0
84;1023.0;973.0;-971.0
84;1020.0;989.0;-969.0
84;1022.0;952.0;-940.0
84;993.0;940.0;-924.0
84;987.0;896.0;-915.0
84;961.0;897.0;-893.0
83;979.0;960.0;-937.0
83;1018.0;980.0;-970.0
83;1017.0;950.0;-950.0
83;1005.0;929.0;-940.0
83;991.0;937.0;-949.0
83;?;991.0;-944.0
83;1004.0;929.0;-945.0
83;1016.0;950.0;-958.0
83;1029.0;971.0;-965.0
83;1017.0;967.0;-945.0
83;1003.0;925.0;-939.0
83;1019.0;967.0;-940.0
83;1001.0;957.0;-945.0
83;1012.0;967.0;-960.0
83;1026.0;970.0;-965.0
?;1027.0;967.0;-957.0
83;1009.0;962.0;-959.0
83;1027.0;981.0;-963.0
83;1026.0;969.0;-957.0
83;1016.0;992.0;-951.0
83;1008.0;981.0;-953.0
83;989.0;945.0;-925.0
84;973.0;926.0;-929.0
84;994.0;932.0;-916.0
84;986.0;951.0;-931.0
84;988.0;903.0;-921.0
83;967.0;921.0;?
83;?;953.0;-935.0
83;1001.0;951.0;-926.0
83;969.0;944.0;-925.0
83;981.0;881.0;-902.0
83;954.0;870.0;-838.0
83;?;692.0;-681.0
83;655.0;622.0;-554.0
83;587.0;775.0;?
83;885.0;1175.0;-1298.0
83;1644.0;1523.0;-1664.0
83;1683.0;1377.0;-1300.0
83;1185.0;1002.0;-949.0
83;922.0;785.0;-768.0
83;800.0;834.0;-767.0
83;853.0;944.0;-853.0
83;975.0;908.0;-940.0
83;1016.0;939.0;-964.0
83;1040.0;966.0;-949.0
83;999.0;954.0;-938.0
83;988.0;963.0;-943.0
83;?;891.0;-925.0
83;1009.0;908.0;-926.0
83;999.0;926.0;-943.0
83;1009.0;952.0;-955.0
83;1010.0;932.0;-959.0
83;1015.0;972.0;-950.0
83;991.0;942.0;-935.0
83;958.0;?;-922.0
83;967.0;925.0;-932.0
?;1010.0;945.0;-930.0
83;999.0;956.0;-911.0
83;975.0;904.0;-904.0
83;980.0;931.0;-927.0
83;?;954.0;-943.0
83;1003.0;908.0;-930.0
83;973.0;901.0;-912.0
83;978.0;936.0;-922.0
83;990.0;943.0;-930.0
83;998.0;929.0;-922.0
83;978.0;888.0;-916.0
83;981.0;908.0;-917.0
83;977.0;893.0;-924.0
83;987.0;943.0;-928.0
83;993.0;964.0;-928.0
83;980.0;915.0;-939.0
83;1020.0;986.0;-990.0
83;1072.0;1071.0;-1029.0
83;1105.0;1000.0;-1009.0
83;1070.0;971.0;-955.0
84;999.0;912.0;-926.0
84;981.0;956.0;-930.0
84;971.0;959.0;-933.0
83;988.0;960.0;-927.0
83;980.0;929.0;-925.0
83;980.0;870.0;-908.0
83;957.0;860.0;-878.0
83;930.0;855.0;-843.0
83;886.0;724.0;-754.0
83;755.0;604.0;-651.0
83;690.0;681.0;-586.0
83;556.0;659.0;-606.0
83;862.0;?;-1305.0
83;1627.0;1464.0;-1613.0
83;1678.0;1429.0;-1420.0
83;1321.0;1139.0;-1065.0
83;996.0;1030.0;?
83;?;871.0;-804.0
83;838.0;854.0;-843.0
83;932.0;816.0;-909.0
83;971.0;868.0;-920.0
83;962.0;920.0;-912.0
83;981.0;960.0;-928.0
83;1000.0;952.0;-935.0
83;981.0;872.0;-914.0
83;981.0;913.0;-940.0
83;1025.0;970.0;-961.0
83;1011.0;?;-964.0
83;1008.0;977.0;-954.0
83;1009.0;944.0;-933.0
83;998.0;948.0;?
83;984.0;938.0;-928.0
83;999.0;962.0;-928.0
83;990.0;951.0;-924.0
83;?;942.0;-932.0
83;990.0;932.0;-929.0
83;980.0;891.0;-918.0
?;973.0;901.0;-927.0
83;1016.0;935.0;-932.0
83;990.0;932.0;-929.0
83;?;931.0;-932.0
83;998.0;959.0;-931.0
83;1006.0;918.0;-920.0
83;982.0;914.0;-921.0
83;974.0;948.0;-921.0
83;982.0;?;-929.0
83;1009.0;936.0;-942.0
83;1006.0;919.0;-940.0
83;1010.0;927.0;-933.0
83;?;921.0;-913.0
83;980.0;922.0;-903.0
83;972.0;906.0;?
83;971.0;909.0;-903.0
83;980.0;920.0;-910.0
83;982.0;915.0;-916.0
83;996.0;883.0;-901.0
?;980.0;931.0;-916.0
83;990.0;962.0;-938.0
83;993.0;927.0;-925.0
83;990.0;906.0;-909.0
83;964.0;951.0;-922.0
83;977.0;933.0;-931.0
83;983.0;940.0;-923.0
83;1004.0;955.0;-927.0
83;999.0;962.0;-913.0
83;970.0;896.0;-898.0
83;980.0;938.0;-906.0
83;962.0;918.0;-902.0
83;971.0;922.0;?
83;962.0;930.0;-905.0
83;978.0;882.0;-895.0
83;?;915.0;-888.0
83;964.0;?;-874.0
83;953.0;927.0;?
83;1024.0;973.0;-942.0
83;991.0;896.0;-904.0
83;1003.0;915.0;-918.0
83;993.0;926.0;-937.0
83;976.0;914.0;?
83;976.0;894.0;-901.0
83;967.0;955.0;-904.0
83;986.0;933.0;-919.0
83;998.0;952.0;-930.0
83;1008.0;916.0;-930.0
83;1000.0;912.0;-913.0
83;971.0;889.0;-909.0
83;969.0;879.0;-898.0
83;953.0;886.0;-895.0
83;973.0;907.0;-905.0
83;970.0;932.0;-912.0
83;984.0;924.0;-921.0
83;993.0;?;-930.0
83;997.0;943.0;-928.0
83;981.0;944.0;-920.0
83;980.0;952.0;-916.0
83;977.0;951.0;-916.0
?;993.0;931.0;-918.0
83;994.0;899.0;-912.0
83;987.0;929.0;?
83;999.0;912.0;-911.0
83;971.0;903.0;-912.0
83;991.0;941.0;-919.0
83;986.0;894.0;-896.0
83;959.0;904.0;-869.0
83;961.0;925.0;-870.0
83;960.0;906.0;-876.0
83;?;896.0;-888.0
83;948.0;914.0;-887.0
83;996.0;900.0;-923.0
83;988.0;843.0;-876.0
83;936.0;?;-867.0
83;949.0;891.0;-885.0
83;977.0;932.0;-906.0
83;988.0;956.0;-891.0
83;953.0;892.0;-874.0
83;953.0;854.0;-847.0
83;915.0;880.0;-867.0
83;954.0;905.0;-879.0
83;976.0;894.0;-883.0
83;941.0;882.0;?
83;955.0;876.0;-878.0
?;960.0;893.0;-879.0
83;960.0;924.0;-880.0
83;958.0;886.0;-862.0
83;938.0;883.0;-840.0
83;921.0;861.0;-854.0
83;957.0;916.0;-889.0
83;978.0;919.0;-906.0
83;981.0;?;-906.0
83;965.0;871.0;-886.0
83;953.0;900.0;-856.0
?;927.0;889.0;-846.0
83;895.0;840.0;-820.0
83;886.0;865.0;-827.0
83;920.0;858.0;-855.0
83;959.0;883.0;-866.0
83;960.0;939.0;-907.0
83;1020.0;909.0;-940.0
83;1024.0;913.0;-928.0
83;999.0;930.0;?
83;940.0;891.0;-855.0
83;960.0;966.0;-902.0
83;969.0;903.0;-903.0
?;978.0;901.0;-900.0
83;966.0;931.0;-884.0
83;960.0;906.0;-873.0
83;946.0;895.0;-867.0
83;949.0;861.0;-877.0
83;971.0;901.0;-884.0
83;961.0;927.0;-896.0
83;970.0;880.0;-889.0
83;963.0;898.0;-895.0
83;966.0;891.0;-871.0
83;942.0;884.0;-884.0
83;965.0;905.0;-874.0
83;940.0;858.0;-873.0
83;952.0;889.0;-868.0
83;?;898.0;-870.0
83;985.0;930.0;-905.0
83;981.0;912.0;?
83;970.0;917.0;-891.0
83;949.0;935.0;?
83;941.0;865.0;-846.0
83;950.0;895.0;-873.0
83;961.0;883.0;-871.0
83;944.0;900.0;-890.0
83;979.0;920.0;-890.0
83;963.0;969.0;-919.0
83;988.0;930.0;-872.0
83;923.0;840.0;?
83;927.0;886.0;-888.0
83;974.0;896.0;-892.0
83;971.0;?;-900.0
83;954.0;895.0;-890.0
83;957.0;931.0;-902.0
83;990.0;933.0;-906.0
83;978.0;946.0;-902.0
83;985.0;982.0;-916.0
83;943.0;946.0;-873.0
83;971.0;?;-873.0
83;925.0;952.0;-864.0
83;1000.0;952.0;-898.0
83;976.0;925.0;?
83;971.0;904.0;?
83;932.0;898.0;?
83;944.0;895.0;-878.0
83;933.0;924.0;-889.0
83;1012.0;930.0;-914.0
83;965.0;908.0;-901.0
83;1042.0;?;-911.0
83;775.0;904.0;-862.0
83;880.0;912.0;-884.0
83;993.0;925.0;-887.0
83;950.0;911.0;-904.0
83;992.0;891.0;-908.0
83;950.0;900.0;-882.0
83;944.0;905.0;-860.0
83;944.0;879.0;-875.0
83;973.0;924.0;-897.0
83;992.0;954.0;-915.0
83;996.0;945.0;-892.0
83;955.0;872.0;-856.0
83;918.0;868.0;-862.0
83;953.0;913.0;-894.0
83;988.0;908.0;-899.0
83;986.0;919.0;-901.0
83;966.0;896.0;-887.0
83;960.0;915.0;-887.0
83;959.0;889.0;-887.0
83;969.0;918.0;-882.0
83;955.0;895.0;-886.0
83;959.0;918.0;-900.0
83;971.0;900.0;-890.0
83;972.0;?;-897.0
83;976.0;925.0;-888.0
83;943.0;903.0;-883.0
83;964.0;905.0;-886.0
83;960.0;931.0;-892.0
83;973.0;942.0;-895.0
83;947.0;902.0;-872.0
?;957.0;890.0;-885.0
83;993.0;957.0;-919.0
?;999.0;984.0;-918.0
83;989.0;917.0;-894.0
83;957.0;869.0;-870.0
83;943.0;902.0;-859.0
83;942.0;888.0;-883.0
83;951.0;910.0;-889.0
83;961.0;903.0;-900.0
83;980.0;884.0;-905.0
83;977.0;896.0;-893.0
83;950.0;863.0;-874.0
83;952.0;919.0;-873.0
83;?;906.0;-871.0
83;954.0;896.0;-893.0
83;970.0;908.0;-898.0
83;976.0;929.0;-886.0
83;972.0;894.0;-885.0
83;986.0;938.0;-901.0
83;997.0;931.0;-908.0
83;?;929.0;-896.0
83;960.0;898.0;-882.0
83;971.0;891.0;-883.0
?;945.0;?;-878.0
?;951.0;856.0;-887.0
83;952.0;883.0;-885.0
83;963.0;926.0;-884.0
?;969.0;921.0;?
83;962.0;869.0;-888.0
83;970.0;895.0;-884.0
83;956.0;846.0;-881.0
?;965.0;859.0;-882.0
83;950.0;941.0;-878.0
83;970.0;916.0;-890.0
?;964.0;941.0;-876.0
83;953.0;891.0;-885.0
83;969.0;897.0;-886.0
83;979.0;854.0;-891.0
83;964.0;854.0;?
83;960.0;811.0;-884.0
83;952.0;816.0;-880.0
83;943.0;962.0;?
83;942.0;1058.0;-865.0
83;930.0;1016.0;-858.0
83;928.0;886.0;-874.0
83;958.0;831.0;-880.0
83;956.0;861.0;-873.0
83;951.0;936.0;-877.0
83;948.0;929.0;-878.0
83;936.0;937.0;-863.0
83;?;927.0;-864.0
83;957.0;981.0;-883.0
83;954.0;957.0;-874.0
83;951.0;845.0;-863.0
83;944.0;820.0;-861.0
83;942.0;786.0;-879.0
83;943.0;910.0;-871.0
83;943.0;?;-873.0
83;921.0;906.0;-845.0
83;920.0;884.0;?
83;954.0;872.0;-871.0
83;954.0;951.0;-880.0
83;975.0;915.0;-887.0
83;964.0;963.0;-891.0
83;964.0;926.0;-902.0
83;976.0;930.0;-909.0
83;?;944.0;-915.0
83;985.0;934.0;-918.0
83;986.0;908.0;-907.0
83;969.0;924.0;-916.0
83;981.0;932.0;-908.0
83;970.0;899.0;-918.0
83;999.0;893.0;-915.0
83;971.0;950.0;-908.0
83;978.0;954.0;-901.0
?;?;956.0;-863.0
83;917.0;791.0;-829.0
83;?;838.0;-866.0
83;?;930.0;-908.0
83;989.0;1002.0;-911.0
83;966.0;906.0;-890.0
83;946.0;897.0;-876.0
83;959.0;843.0;-888.0
83;962.0;905.0;-899.0
83;995.0;901.0;-910.0
83;984.0;948.0;-903.0
83;994.0;940.0;-924.0
83;?;1006.0;-955.0
83;1046.0;983.0;-954.0
83;977.0;887.0;-866.0
83;914.0;907.0;-854.0
83;949.0;946.0;-897.0
83;974.0;970.0;-919.0
83;1011.0;?;-947.0
83;1017.0;940.0;-922.0
83;956.0;895.0;-873.0
83;921.0;904.0;?
83;918.0;884.0;-866.0
83;949.0;931.0;-887.0
83;942.0;914.0;-878.0
83;962.0;926.0;-884.0
83;973.0;940.0;-894.0
?;976.0;933.0;-907.0
83;998.0;957.0;-914.0
83;990.0;944.0;-910.0
83;999.0;934.0;-911.0
83;977.0;927.0;-897.0
83;961.0;912.0;-896.0
83;974.0;942.0;-910.0
83;994.0;886.0;-920.0
83;993.0;899.0;-908.0
83;?;935.0;-898.0
83;960.0;943.0;-894.0
83;985.0;973.0;-908.0
83;977.0;945.0;-912.0
83;971.0;896.0;-891.0
83;955.0;912.0;-884.0
83;964.0;932.0;-896.0
83;?;919.0;-903.0
83;980.0;922.0;-900.0
83;962.0;923.0;-882.0
83;961.0;?;-884.0
83;970.0;?;-889.0
83;959.0;?;-890.0
83;965.0;914.0;-899.0
83;977.0;924.0;-888.0
83;952.0;877.0;-881.0
83;?;907.0;-888.0
83;973.0;907.0;?
83;967.0;922.0;-900.0
83;978.0;903.0;-904.0
83;?;929.0;-899.0
83;971.0;898.0;-901.0
83;969.0;932.0;-904.0
83;988.0;944.0;-907.0
83;981.0;926.0;-906.0
83;980.0;914.0;-892.0
83;960.0;929.0;-885.0
83;952.0;911.0;-889.0
83;964.0;919.0;-893.0
83;979.0;917.0;-887.0
?;954.0;858.0;-880.0
83;972.0;907.0;-888.0
83;972.0;916.0;-897.0
83;986.0;945.0;-909.0
83;982.0;909.0;-898.0
83;956.0;907.0;-900.0
83;?;953.0;-916.0
?;993.0;949.0;-911.0
83;981.0;979.0;-912.0
83;980.0;944.0;-912.0
83;?;891.0;?
83;943.0;921.0;-885.0
83;952.0;933.0;?
83;952.0;873.0;-879.0
83;964.0;898.0;-889.0
83;969.0;951.0;-900.0
83;?;951.0;-906.0
83;970.0;910.0;-882.0
83;929.0;?;-854.0
83;925.0;904.0;?
83;946.0;941.0;-880.0
83;978.0;966.0;-916.0
83;996.0;929.0;-908.0
83;950.0;887.0;-864.0
83;911.0;907.0;-851.0
83;952.0;924.0;-885.0
83;?;966.0;-913.0
83;971.0;930.0;-892.0
83;979.0;927.0;-871.0
83;950.0;896.0;-878.0
83;927.0;970.0;-863.0
83;937.0;981.0;-896.0
83;976.0;942.0;-897.0
83;937.0;934.0;-892.0
83;970.0;938.0;-872.0
83;946.0;888.0;-874.0
83;952.0;891.0;-893.0
83;961.0;927.0;?
83;965.0;961.0;-897.0
83;968.0;964.0;-881.0
83;935.0;886.0;-861.0
83;948.0;?;?
83;953.0;903.0;-886.0
?;960.0;938.0;-899.0
83;979.0;942.0;-895.0
83;940.0;907.0;-870.0
83;924.0;895.0;-856.0
83;938.0;932.0;-867.0
83;967.0;943.0;-894.0
83;966.0;942.0;-899.0
83;962.0;931.0;-893.0
83;977.0;907.0;-897.0
83;974.0;931.0;?
83;970.0;?;-895.0
83;964.0;922.0;-891.0
83;958.0;916.0;-887.0
83;974.0;966.0;-919.0
?;997.0;1010.0;-941.0
83;975.0;915.0;-885.0
83;943.0;885.0;-863.0
?;952.0;890.0;-877.0
83;963.0;951.0;-896.0
83;979.0;908.0;-901.0
83;968.0;932.0;-893.0
83;956.0;942.0;-880.0
83;957.0;935.0;-901.0
83;968.0;950.0;-901.0
?;962.0;925.0;-901.0
83;973.0;?;-887.0
83;964.0;915.0;-878.0
83;957.0;942.0;-889.0
83;970.0;958.0;-895.0
83;961.0;949.0;-898.0
83;970.0;919.0;-901.0
83;962.0;932.0;-892.0
83;971.0;876.0;-895.0
83;971.0;908.0;-898.0
83;980.0;921.0;?
83;970.0;943.0;?
83;970.0;905.0;-890.0
83;956.0;953.0;-888.0
83;953.0;948.0;-890.0
?;963.0;907.0;-893.0
83;953.0;906.0;-887.0
83;961.0;943.0;-887.0
83;968.0;917.0;-883.0
83;951.0;907.0;-888.0
83;963.0;918.0;-893.0
83;975.0;918.0;-887.0
83;936.0;891.0;-887.0
83;965.0;961.0;-903.0
83;990.0;957.0;-918.0
83;980.0;951.0;-904.0
83;988.0;944.0;-893.0
83;957.0;934.0;-894.0
83;965.0;905.0;-894.0
83;966.0;914.0;-892.0
