Accelerometer RWR accZ;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit RUA accY;Accelerometer LWR accX;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RLA accZ;InertialMeasurementUnit L-SHOE EuY;InertialMeasurementUnit RLA magneticY;Accelerometer RUA^ accZ;Accelerometer RUA_ accZ;Accelerometer LH accZ;InertialMeasurementUnit RUA magneticX
6.0;231.0;9.0;17.0;268.0;357.0;-23;-192.0;148.0;360.0;-50.0;296.0
85.0;312.0;-251.0;-79.0;387.0;369.0;-17;-177.0;147.0;385.0;-96.0;343.0
61.0;227.0;-55.0;-46.0;304.0;381.0;-23;-197.0;157.0;351.0;93.0;302.0
143.0;150.0;38.0;-23.0;592.0;177.0;-27;-286.0;79.0;375.0;62.0;310.0
-193.0;236.0;72.0;-48.0;672.0;273.0;-27;-291.0;190.0;383.0;-32.0;274.0
415.0;71.0;95.0;-89.0;456.0;340.0;-30;-561.0;46.0;179.0;-105.0;190.0
-464.0;346.0;503.0;231.0;-331.0;678.0;-37;285.0;569.0;898.0;-531.0;-2.0
3.0;112.0;240.0;-73.0;277.0;455.0;-72;172.0;392.0;589.0;-1.0;500.0
-20.0;202.0;-12.0;60.0;599.0;441.0;-27;-334.0;148.0;508.0;-158.0;362.0
-6.0;193.0;-44.0;33.0;391.0;299.0;-23;-301.0;69.0;271.0;-34.0;356.0
311.0;82.0;-542.0;-19.0;524.0;-2.0;-27;-664.0;-375.0;-85.0;83.0;677.0
25.0;141.0;-115.0;-80.0;508.0;278.0;-29;-497.0;2.0;266.0;71.0;308.0
583.0;169.0;194.0;41.0;-499.0;374.0;-36;-189.0;108.0;356.0;-245.0;443.0
19.0;161.0;-68.0;-106.0;560.0;340.0;-30;-564.0;119.0;336.0;112.0;318.0
71.0;161.0;-24.0;-103.0;652.0;310.0;-26;-530.0;128.0;305.0;111.0;392.0
-91.0;254.0;-49.0;-67.0;575.0;433.0;-27;-258.0;106.0;442.0;-22.0;349.0
99.0;251.0;-69.0;-89.0;422.0;326.0;-23;-368.0;117.0;314.0;134.0;370.0
71.0;131.0;-38.0;-46.0;661.0;288.0;-26;-579.0;119.0;286.0;60.0;414.0
37.0;204.0;0.0;-31.0;380.0;350.0;-23;-338.0;95.0;316.0;46.0;347.0
53.0;182.0;-53.0;-23.0;368.0;287.0;-23;-304.0;85.0;330.0;117.0;343.0
101.0;160.0;-90.0;36.0;360.0;294.0;-23;-333.0;96.0;320.0;29.0;362.0
69.0;238.0;-55.0;-54.0;352.0;332.0;-23;-288.0;63.0;297.0;105.0;348.0
45.0;192.0;-83.0;-30.0;359.0;304.0;-23;-293.0;50.0;276.0;65.0;345.0
63.0;191.0;-71.0;-65.0;356.0;298.0;-23;-297.0;103.0;328.0;81.0;353.0
61.0;45.0;119.0;-85.0;-67.0;382.0;-82;-68.0;-117.0;315.0;7.0;569.0
-16.0;23.0;265.0;-161.0;-364.0;318.0;-83;-87.0;180.0;511.0;65.0;461.0
-10.0;221.0;26.0;43.0;47.0;386.0;-29;83.0;161.0;393.0;-26.0;321.0
101.0;437.0;0.0;90.0;42.0;360.0;-29;88.0;138.0;274.0;-132.0;358.0
-126.0;181.0;574.0;-63.0;-80.0;846.0;-35;-545.0;745.0;891.0;-83.0;562.0
38.0;-15.0;-124.0;-243.0;-7.0;300.0;-34;211.0;47.0;275.0;201.0;203.0
-271.0;47.0;-61.0;-392.0;-54.0;862.0;-29;55.0;128.0;688.0;309.0;326.0
-35.0;77.0;74.0;-78.0;-186.0;366.0;-45;-146.0;196.0;436.0;85.0;611.0
165.0;170.0;-53.0;-107.0;-284.0;254.0;-29;-39.0;39.0;264.0;137.0;696.0
206.0;-89.0;56.0;-259.0;290.0;418.0;-30;252.0;1.0;431.0;344.0;169.0
81.0;120.0;85.0;-135.0;357.0;289.0;-29;-89.0;197.0;299.0;68.0;353.0
152.0;127.0;80.0;-103.0;358.0;298.0;-29;-89.0;198.0;307.0;53.0;351.0
98.0;115.0;73.0;-146.0;363.0;295.0;-29;-101.0;183.0;314.0;98.0;354.0
132.0;114.0;105.0;-146.0;357.0;296.0;-29;-104.0;237.0;319.0;111.0;353.0
90.0;120.0;108.0;-138.0;356.0;291.0;-29;-98.0;217.0;295.0;92.0;355.0
88.0;138.0;40.0;-129.0;348.0;270.0;-29;-48.0;158.0;275.0;40.0;357.0
179.0;-446.0;-42.0;-517.0;713.0;437.0;-28;-1040.0;224.0;733.0;561.0;893.0
120.0;125.0;56.0;-103.0;342.0;296.0;-29;-83.0;185.0;321.0;72.0;352.0
125.0;123.0;68.0;-110.0;340.0;317.0;-29;-85.0;224.0;310.0;114.0;353.0
158.0;144.0;71.0;-97.0;341.0;311.0;-29;-85.0;198.0;309.0;102.0;353.0
132.0;143.0;55.0;-111.0;333.0;292.0;-29;-83.0;196.0;301.0;72.0;355.0
450.0;2.0;28.0;-51.0;265.0;287.0;-40;-564.0;128.0;438.0;18.0;643.0
132.0;131.0;43.0;-140.0;329.0;296.0;-29;-80.0;158.0;297.0;64.0;357.0
85.0;120.0;68.0;-138.0;320.0;286.0;-29;-76.0;158.0;302.0;106.0;353.0
143.0;134.0;6.0;-65.0;321.0;291.0;-29;-81.0;147.0;278.0;84.0;365.0
126.0;164.0;28.0;-58.0;300.0;255.0;-29;-84.0;138.0;285.0;52.0;383.0
-265.0;-380.0;-58.0;-676.0;646.0;417.0;-42;-632.0;33.0;452.0;620.0;657.0
143.0;130.0;11.0;-113.0;273.0;281.0;-29;-85.0;136.0;281.0;99.0;377.0
152.0;130.0;47.0;-105.0;285.0;278.0;-29;-90.0;178.0;298.0;48.0;376.0
60.0;261.0;19.0;-37.0;-105.0;281.0;-31;-209.0;192.0;549.0;211.0;368.0
25.0;140.0;81.0;-116.0;328.0;285.0;-29;-125.0;192.0;274.0;98.0;360.0
58.0;133.0;74.0;-97.0;325.0;272.0;-29;-127.0;199.0;271.0;103.0;358.0
91.0;136.0;82.0;-107.0;322.0;275.0;-29;-128.0;189.0;313.0;57.0;360.0
102.0;141.0;89.0;-105.0;318.0;276.0;-29;-126.0;206.0;301.0;65.0;360.0
105.0;152.0;82.0;-84.0;316.0;276.0;-29;-126.0;198.0;303.0;80.0;361.0
163.0;158.0;69.0;-64.0;314.0;270.0;-29;-125.0;198.0;284.0;57.0;360.0
121.0;160.0;67.0;-60.0;309.0;268.0;-29;-121.0;184.0;287.0;10.0;361.0
-363.0;256.0;-304.0;100.0;125.0;470.0;-59;-725.0;-161.0;580.0;-376.0;723.0
109.0;166.0;53.0;-76.0;304.0;264.0;-29;-120.0;182.0;270.0;61.0;361.0
54.0;168.0;30.0;-110.0;302.0;246.0;-29;-119.0;164.0;232.0;62.0;361.0
107.0;142.0;38.0;-100.0;305.0;238.0;-29;-123.0;168.0;242.0;87.0;362.0
91.0;140.0;39.0;-123.0;302.0;244.0;-29;-126.0;165.0;259.0;69.0;362.0
165.0;306.0;-87.0;69.0;-13.0;189.0;-24;-493.0;-46.0;250.0;-41.0;562.0
80.0;136.0;45.0;-121.0;299.0;263.0;-29;-128.0;179.0;271.0;92.0;365.0
99.0;143.0;83.0;-117.0;296.0;290.0;-29;-134.0;209.0;283.0;84.0;369.0
85.0;134.0;96.0;-105.0;295.0;288.0;-29;-136.0;210.0;299.0;65.0;369.0
106.0;128.0;84.0;-89.0;296.0;289.0;-29;-138.0;189.0;292.0;61.0;367.0
91.0;147.0;68.0;-69.0;294.0;270.0;-29;-129.0;180.0;253.0;72.0;371.0
100.0;152.0;48.0;-110.0;295.0;253.0;-29;-126.0;176.0;251.0;61.0;370.0
126.0;164.0;32.0;-107.0;304.0;263.0;-30;-123.0;157.0;288.0;85.0;378.0
96.0;146.0;51.0;-99.0;296.0;279.0;-30;-123.0;175.0;273.0;72.0;380.0
116.0;158.0;64.0;-124.0;289.0;287.0;-30;-123.0;197.0;295.0;105.0;383.0
42.0;137.0;32.0;-111.0;282.0;287.0;-30;-110.0;147.0;267.0;59.0;387.0
71.0;142.0;52.0;-121.0;283.0;261.0;-30;-111.0;191.0;291.0;102.0;387.0
56.0;143.0;69.0;-157.0;280.0;252.0;-30;-109.0;177.0;262.0;110.0;388.0
124.0;150.0;41.0;-84.0;309.0;240.0;-30;-119.0;179.0;253.0;71.0;382.0
145.0;157.0;50.0;-106.0;322.0;256.0;-29;-123.0;150.0;259.0;29.0;382.0
143.0;159.0;51.0;-63.0;328.0;273.0;-29;-127.0;135.0;262.0;60.0;383.0
146.0;164.0;71.0;-65.0;339.0;277.0;-29;-135.0;189.0;309.0;13.0;387.0
120.0;120.0;116.0;-109.0;334.0;263.0;-29;-150.0;226.0;290.0;123.0;388.0
126.0;126.0;96.0;-121.0;316.0;274.0;-29;-121.0;160.0;291.0;86.0;379.0
83.0;126.0;54.0;-115.0;304.0;308.0;-29;-121.0;134.0;329.0;96.0;385.0
79.0;126.0;28.0;-113.0;299.0;290.0;-29;-118.0;210.0;281.0;69.0;387.0
67.0;151.0;22.0;-117.0;292.0;268.0;-29;-116.0;113.0;281.0;83.0;383.0
100.0;148.0;9.0;-76.0;297.0;238.0;-29;-115.0;127.0;264.0;118.0;375.0
99.0;157.0;56.0;-126.0;309.0;279.0;-29;-143.0;189.0;289.0;76.0;363.0
117.0;152.0;44.0;-116.0;306.0;267.0;-29;-144.0;185.0;281.0;89.0;366.0
132.0;153.0;72.0;-93.0;305.0;258.0;-29;-145.0;195.0;299.0;49.0;373.0
104.0;148.0;53.0;-107.0;305.0;272.0;-29;-145.0;165.0;266.0;58.0;374.0
85.0;157.0;47.0;-107.0;304.0;244.0;-29;-143.0;150.0;260.0;84.0;373.0
154.0;146.0;62.0;-89.0;304.0;259.0;-29;-148.0;195.0;282.0;47.0;373.0
-375.0;646.0;544.0;629.0;-581.0;616.0;-42;272.0;677.0;818.0;-780.0;74.0
22.0;186.0;-57.0;9.0;239.0;207.0;-29;-122.0;244.0;820.0;-62.0;321.0
-154.0;212.0;93.0;-127.0;148.0;400.0;-32;5.0;74.0;581.0;-151.0;306.0
-785.0;-629.0;-43.0;-776.0;230.0;732.0;-27;-392.0;113.0;810.0;751.0;524.0
117.0;149.0;118.0;-88.0;303.0;241.0;-29;-150.0;206.0;282.0;74.0;374.0
134.0;155.0;66.0;-92.0;296.0;246.0;-29;-142.0;171.0;279.0;45.0;376.0
-720.0;67.0;-362.0;-198.0;267.0;467.0;-29;18.0;-92.0;612.0;-183.0;369.0
-30.0;313.0;-69.0;-1.0;611.0;520.0;-52;-149.0;146.0;490.0;-187.0;315.0
-215.0;230.0;-93.0;-34.0;580.0;450.0;-27;-252.0;138.0;614.0;-34.0;344.0
146.0;158.0;42.0;-86.0;307.0;249.0;-29;-141.0;149.0;260.0;69.0;377.0
125.0;159.0;72.0;-115.0;313.0;245.0;-29;-147.0;150.0;266.0;51.0;374.0
72.0;168.0;70.0;-62.0;312.0;242.0;-29;-152.0;155.0;262.0;54.0;378.0
63.0;190.0;57.0;-30.0;311.0;263.0;-29;-150.0;157.0;272.0;62.0;377.0
124.0;163.0;26.0;-90.0;312.0;239.0;-29;-151.0;174.0;282.0;50.0;383.0
117.0;202.0;116.0;-71.0;308.0;267.0;-29;-151.0;140.0;306.0;65.0;382.0
-729.0;155.0;587.0;-72.0;-803.0;895.0;-44;376.0;704.0;934.0;-86.0;-316.0
-349.0;335.0;895.0;164.0;-590.0;579.0;-45;613.0;898.0;729.0;-479.0;-317.0
123.0;167.0;61.0;-93.0;315.0;262.0;-29;-144.0;165.0;280.0;58.0;381.0
133.0;151.0;23.0;-113.0;317.0;264.0;-29;-139.0;158.0;272.0;131.0;380.0
136.0;131.0;75.0;-72.0;339.0;248.0;-29;-154.0;178.0;270.0;14.0;374.0
73.0;130.0;62.0;-91.0;345.0;252.0;-29;-151.0;175.0;280.0;17.0;376.0
54.0;139.0;50.0;-89.0;344.0;254.0;-29;-148.0;165.0;258.0;77.0;374.0
86.0;189.0;60.0;-60.0;334.0;257.0;-29;-169.0;152.0;283.0;41.0;377.0
143.0;147.0;41.0;-94.0;321.0;245.0;-29;-171.0;179.0;276.0;114.0;375.0
145.0;144.0;40.0;-121.0;304.0;253.0;-29;-180.0;180.0;270.0;54.0;384.0
103.0;186.0;-33.0;-39.0;292.0;219.0;-29;-156.0;83.0;216.0;6.0;391.0
152.0;130.0;0.0;-111.0;317.0;257.0;-29;-152.0;142.0;270.0;37.0;383.0
89.0;130.0;5.0;-106.0;318.0;257.0;-29;-151.0;139.0;258.0;40.0;383.0
-560.0;-184.0;-383.0;-518.0;513.0;502.0;-29;2.0;-186.0;701.0;449.0;438.0
-623.0;681.0;-287.0;412.0;1048.0;324.0;-27;-1.0;-2.0;310.0;-559.0;669.0
65.0;121.0;-64.0;-133.0;285.0;259.0;-29;-70.0;96.0;250.0;63.0;385.0
-24.0;66.0;-34.0;-18.0;370.0;137.0;-29;-120.0;-15.0;122.0;-31.0;439.0
-279.0;299.0;-416.0;361.0;223.0;469.0;-33;-379.0;-44.0;518.0;-726.0;331.0
-554.0;294.0;203.0;72.0;263.0;597.0;-33;5.0;95.0;563.0;-203.0;421.0
-156.0;315.0;181.0;31.0;261.0;478.0;-30;-167.0;204.0;665.0;-97.0;330.0
-549.0;221.0;-82.0;19.0;301.0;541.0;-37;-174.0;250.0;702.0;-186.0;420.0
-22.0;215.0;-182.0;-35.0;-248.0;211.0;-6;-122.0;-8.0;210.0;38.0;566.0
555.0;-580.0;13.0;-781.0;197.0;95.0;-27;-720.0;215.0;410.0;779.0;652.0
38.0;42.0;-123.0;25.0;193.0;279.0;-35;-275.0;273.0;419.0;-129.0;859.0
-108.0;118.0;-165.0;78.0;228.0;476.0;-31;-65.0;102.0;283.0;106.0;884.0
147.0;12.0;73.0;-100.0;126.0;202.0;-66;-386.0;298.0;487.0;22.0;458.0
216.0;217.0;84.0;-4.0;-166.0;150.0;-24;-228.0;105.0;329.0;133.0;861.0
-179.0;274.0;225.0;72.0;-51.0;608.0;-29;48.0;342.0;529.0;-115.0;242.0
-9.0;236.0;-85.0;-250.0;-59.0;318.0;-27;-560.0;-27.0;262.0;185.0;558.0
130.0;140.0;25.0;-138.0;303.0;233.0;-29;-176.0;117.0;259.0;99.0;391.0
-52.0;154.0;70.0;-68.0;446.0;293.0;-23;-391.0;104.0;375.0;219.0;351.0
-120.0;66.0;107.0;-136.0;376.0;267.0;-59;-523.0;259.0;508.0;131.0;603.0
6.0;281.0;-75.0;2.0;372.0;300.0;-23;-351.0;106.0;338.0;75.0;371.0
138.0;128.0;45.0;-117.0;346.0;282.0;-29;-71.0;195.0;290.0;68.0;354.0
176.0;136.0;-55.0;-94.0;329.0;221.0;-29;-121.0;102.0;218.0;39.0;363.0
141.0;142.0;39.0;-91.0;368.0;264.0;-29;-88.0;164.0;260.0;91.0;354.0
-174.0;-51.0;355.0;-233.0;685.0;758.0;-28;-591.0;413.0;767.0;132.0;716.0
257.0;327.0;-95.0;106.0;-274.0;129.0;-31;205.0;-25.0;209.0;-32.0;619.0
85.0;141.0;-143.0;-161.0;451.0;344.0;-36;-778.0;80.0;421.0;137.0;662.0
219.0;152.0;90.0;-115.0;334.0;302.0;-29;-123.0;206.0;321.0;108.0;356.0
-205.0;277.0;141.0;-157.0;-161.0;491.0;-27;-896.0;216.0;654.0;-15.0;746.0
46.0;220.0;53.0;-137.0;-298.0;393.0;-49;150.0;205.0;469.0;309.0;434.0
108.0;74.0;-146.0;-161.0;-423.0;340.0;-27;115.0;-38.0;232.0;122.0;506.0
-349.0;667.0;-442.0;402.0;-403.0;276.0;-29;-1108.0;-123.0;311.0;-783.0;976.0
113.0;-303.0;-253.0;-395.0;500.0;342.0;-9;-405.0;-38.0;367.0;297.0;421.0
202.0;183.0;112.0;-50.0;324.0;295.0;-29;-103.0;208.0;322.0;49.0;352.0
278.0;131.0;14.0;-145.0;259.0;238.0;-29;-86.0;133.0;249.0;116.0;378.0
200.0;151.0;89.0;-59.0;322.0;287.0;-29;-100.0;215.0;312.0;64.0;351.0
-262.0;182.0;-67.0;-449.0;-138.0;599.0;-27;318.0;199.0;502.0;1153.0;254.0
168.0;-318.0;641.0;-572.0;25.0;377.0;-35;222.0;690.0;563.0;812.0;-223.0
48.0;280.0;-10.0;-52.0;-44.0;474.0;-37;215.0;124.0;508.0;120.0;410.0
571.0;93.0;-42.0;-153.0;2.0;295.0;-47;-4.0;-88.0;220.0;-5.0;443.0
181.0;154.0;93.0;-29.0;293.0;247.0;-29;-92.0;200.0;285.0;-9.0;371.0
134.0;150.0;54.0;-66.0;307.0;224.0;-30;-123.0;134.0;260.0;50.0;369.0
302.0;175.0;62.0;-78.0;291.0;273.0;-29;-82.0;205.0;274.0;0.0;354.0
112.0;278.0;-40.0;-56.0;330.0;377.0;-23;-215.0;172.0;329.0;184.0;307.0
326.0;21.0;421.0;-280.0;-161.0;359.0;-35;187.0;512.0;502.0;-3.0;26.0
122.0;132.0;-17.0;-123.0;272.0;268.0;-29;-77.0;133.0;251.0;135.0;379.0
164.0;101.0;23.0;-59.0;537.0;151.0;-22;-430.0;37.0;198.0;68.0;766.0
227.0;190.0;13.0;-88.0;291.0;232.0;-29;-82.0;160.0;266.0;42.0;369.0
10.0;259.0;-79.0;-83.0;409.0;309.0;-23;-307.0;87.0;293.0;114.0;366.0
-91.0;178.0;-113.0;-98.0;560.0;360.0;-27;-233.0;-44.0;456.0;101.0;359.0
317.0;-5.0;-226.0;18.0;730.0;134.0;-27;-426.0;30.0;379.0;-445.0;444.0
179.0;125.0;21.0;-90.0;296.0;229.0;-30;-118.0;117.0;251.0;78.0;384.0
2.0;335.0;17.0;-40.0;459.0;312.0;-29;-325.0;8.0;273.0;69.0;256.0
149.0;430.0;-54.0;-88.0;391.0;332.0;-23;-305.0;90.0;296.0;163.0;358.0
163.0;161.0;13.0;-76.0;306.0;244.0;-29;-81.0;133.0;257.0;39.0;379.0
222.0;84.0;-322.0;-80.0;586.0;123.0;-29;-750.0;-104.0;157.0;112.0;620.0
378.0;146.0;110.0;-84.0;318.0;321.0;-29;-104.0;236.0;342.0;30.0;349.0
166.0;170.0;2.0;-85.0;295.0;243.0;-29;-70.0;128.0;244.0;81.0;374.0
72.0;216.0;-53.0;225.0;466.0;327.0;-23;-402.0;79.0;304.0;44.0;387.0
-580.0;136.0;433.0;-77.0;405.0;816.0;-24;99.0;602.0;885.0;-2.0;219.0
27.0;288.0;-133.0;54.0;634.0;209.0;-37;-735.0;60.0;414.0;-51.0;694.0
126.0;-223.0;20.0;-522.0;376.0;194.0;-20;-495.0;222.0;444.0;478.0;208.0
193.0;161.0;28.0;-59.0;300.0;264.0;-29;-76.0;161.0;279.0;40.0;375.0
188.0;246.0;-60.0;28.0;252.0;343.0;-27;-6.0;-17.0;266.0;-169.0;547.0
40.0;123.0;-74.0;-118.0;641.0;332.0;-27;-638.0;77.0;338.0;135.0;401.0
-657.0;265.0;165.0;12.0;-471.0;463.0;-28;-272.0;246.0;497.0;-112.0;851.0
226.0;173.0;-11.0;-39.0;649.0;278.0;-26;-467.0;145.0;348.0;120.0;364.0
234.0;-87.0;-40.0;-241.0;381.0;368.0;-34;-485.0;-33.0;359.0;155.0;323.0
295.0;27.0;-117.0;-212.0;308.0;96.0;-13;-663.0;99.0;243.0;216.0;551.0
249.0;172.0;22.0;-87.0;304.0;251.0;-29;-77.0;141.0;270.0;67.0;380.0
117.0;187.0;-32.0;-59.0;371.0;338.0;-23;-328.0;99.0;312.0;130.0;343.0
173.0;152.0;45.0;-89.0;308.0;258.0;-29;-85.0;171.0;279.0;51.0;369.0
171.0;168.0;44.0;-58.0;318.0;243.0;-29;-91.0;186.0;265.0;32.0;367.0
129.0;110.0;-435.0;-52.0;537.0;104.0;-28;-562.0;-278.0;30.0;110.0;574.0
53.0;214.0;-49.0;-313.0;373.0;302.0;-23;-312.0;108.0;318.0;421.0;356.0
199.0;148.0;62.0;-63.0;322.0;289.0;-29;-88.0;157.0;291.0;43.0;365.0
40.0;216.0;-94.0;-69.0;352.0;299.0;-23;-287.0;57.0;286.0;154.0;350.0
-112.0;286.0;-250.0;137.0;-327.0;246.0;-29;-421.0;-127.0;390.0;-426.0;517.0
250.0;16.0;-219.0;-287.0;373.0;330.0;-30;-499.0;-41.0;265.0;80.0;272.0
132.0;137.0;29.0;-92.0;309.0;204.0;-29;-142.0;128.0;251.0;42.0;366.0
173.0;140.0;80.0;-82.0;311.0;229.0;-29;-146.0;153.0;263.0;42.0;366.0
65.0;366.0;-354.0;23.0;-22.0;84.0;-47;227.0;-97.0;123.0;-241.0;330.0
143.0;132.0;-25.0;-104.0;321.0;271.0;-29;-75.0;122.0;256.0;76.0;363.0
85.0;146.0;-25.0;-132.0;319.0;246.0;-29;-72.0;128.0;232.0;96.0;361.0
-352.0;118.0;-121.0;-204.0;557.0;427.0;-30;-714.0;159.0;688.0;162.0;675.0
55.0;120.0;116.0;-72.0;895.0;418.0;-83;-512.0;35.0;335.0;37.0;844.0
184.0;134.0;30.0;-103.0;319.0;273.0;-29;-70.0;159.0;271.0;75.0;352.0
167.0;145.0;28.0;-81.0;319.0;250.0;-29;-73.0;170.0;260.0;56.0;349.0
166.0;157.0;27.0;-80.0;317.0;246.0;-29;-77.0;170.0;270.0;31.0;350.0
-300.0;149.0;-314.0;-106.0;-39.0;89.0;-29;52.0;-116.0;131.0;-151.0;571.0
149.0;156.0;48.0;-107.0;316.0;241.0;-29;-80.0;181.0;269.0;30.0;349.0
164.0;136.0;37.0;-99.0;312.0;254.0;-29;-80.0;146.0;268.0;102.0;355.0
-407.0;-143.0;-254.0;-460.0;-154.0;300.0;-27;361.0;124.0;569.0;512.0;233.0
-667.0;118.0;449.0;-84.0;401.0;880.0;-30;-363.0;526.0;1006.0;-68.0;711.0
104.0;172.0;12.0;-9.0;443.0;218.0;-24;-660.0;58.0;360.0;86.0;1208.0
20.0;49.0;-172.0;-430.0;284.0;355.0;-19;-716.0;-64.0;434.0;213.0;795.0
153.0;107.0;29.0;-156.0;319.0;290.0;-29;-78.0;172.0;272.0;99.0;356.0
192.0;95.0;67.0;-144.0;344.0;301.0;-29;-85.0;175.0;310.0;130.0;351.0
115.0;71.0;-108.0;-177.0;325.0;246.0;-29;-80.0;50.0;226.0;61.0;384.0
426.0;174.0;-80.0;-345.0;606.0;167.0;-27;-340.0;-82.0;351.0;330.0;351.0
182.0;144.0;79.0;-89.0;342.0;293.0;-29;-84.0;210.0;279.0;45.0;353.0
-680.0;423.0;310.0;239.0;-503.0;697.0;-43;5.0;335.0;875.0;-571.0;438.0
109.0;105.0;53.0;-171.0;343.0;271.0;-29;-86.0;148.0;280.0;115.0;351.0
183.0;133.0;-6.0;-92.0;172.0;252.0;-29;66.0;108.0;243.0;77.0;362.0
140.0;166.0;58.0;-107.0;338.0;241.0;-29;-166.0;178.0;250.0;30.0;375.0
398.0;219.0;19.0;-1.0;580.0;-328.0;-27;-607.0;185.0;-99.0;22.0;302.0
143.0;93.0;-69.0;-126.0;282.0;233.0;-29;-63.0;73.0;222.0;70.0;365.0
121.0;167.0;38.0;-97.0;328.0;236.0;-29;-166.0;159.0;248.0;91.0;377.0
164.0;95.0;117.0;-200.0;357.0;312.0;-29;-80.0;229.0;335.0;95.0;352.0
138.0;142.0;87.0;-100.0;384.0;295.0;-29;-77.0;189.0;302.0;75.0;345.0
145.0;177.0;4.0;-50.0;311.0;242.0;-29;-166.0;132.0;247.0;28.0;387.0
149.0;186.0;8.0;-81.0;209.0;243.0;-29;41.0;137.0;219.0;-11.0;384.0
31.0;39.0;-109.0;-167.0;327.0;267.0;-29;-72.0;32.0;223.0;99.0;392.0
141.0;206.0;-21.0;-59.0;267.0;185.0;-20;-269.0;142.0;288.0;110.0;532.0
172.0;128.0;8.0;-129.0;262.0;257.0;-29;4.0;130.0;260.0;79.0;363.0
131.0;130.0;30.0;-112.0;277.0;256.0;-29;-8.0;128.0;292.0;52.0;360.0
237.0;366.0;66.0;-5.0;538.0;378.0;-27;-358.0;201.0;577.0;-231.0;159.0
149.0;133.0;52.0;-86.0;331.0;280.0;-29;-50.0;167.0;297.0;70.0;351.0
-117.0;392.0;-16.0;281.0;-192.0;468.0;-24;-537.0;221.0;617.0;-722.0;740.0
148.0;136.0;16.0;-106.0;298.0;234.0;-29;-175.0;131.0;251.0;74.0;392.0
141.0;137.0;8.0;-89.0;296.0;225.0;-29;-171.0;109.0;250.0;60.0;392.0
260.0;172.0;-42.0;-85.0;294.0;193.0;-29;-138.0;81.0;213.0;83.0;387.0
132.0;128.0;56.0;-107.0;346.0;269.0;-29;-64.0;182.0;265.0;99.0;351.0
505.0;-584.0;779.0;-707.0;183.0;120.0;-35;167.0;834.0;505.0;830.0;-411.0
192.0;223.0;-176.0;76.0;411.0;177.0;-26;-209.0;82.0;256.0;-221.0;586.0
156.0;65.0;21.0;-127.0;-243.0;12.0;-24;-147.0;315.0;191.0;94.0;409.0
213.0;259.0;-206.0;-53.0;338.0;180.0;-27;-84.0;-43.0;177.0;-169.0;563.0
164.0;169.0;24.0;-52.0;301.0;251.0;-29;-80.0;166.0;270.0;72.0;377.0
121.0;129.0;12.0;-105.0;350.0;295.0;-29;-39.0;143.0;277.0;89.0;358.0
122.0;128.0;40.0;-97.0;349.0;277.0;-29;-47.0;156.0;279.0;64.0;358.0
-31.0;133.0;-48.0;-94.0;35.0;286.0;-26;-555.0;259.0;586.0;28.0;545.0
134.0;126.0;-51.0;-116.0;331.0;219.0;-29;-123.0;69.0;228.0;41.0;372.0
162.0;129.0;45.0;-123.0;367.0;268.0;-29;-89.0;157.0;290.0;103.0;352.0
181.0;114.0;116.0;-122.0;350.0;281.0;-29;-56.0;220.0;289.0;60.0;356.0
