Accelerometer RWR accZ;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit RUA accY;Accelerometer LWR accX;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RLA accZ;InertialMeasurementUnit L-SHOE EuY;InertialMeasurementUnit RLA magneticY;Accelerometer RUA^ accZ;Accelerometer RUA_ accZ;Accelerometer LH accZ;InertialMeasurementUnit RUA magneticX
56.0;120.0;210.0;-66.0;192.0;436.0;-47;-254.0;306.0;410.0;163.0;836.0
0.0;-45.0;77.0;-410.0;156.0;435.0;-30;-242.0;107.0;386.0;242.0;876.0
98.0;110.0;169.0;-192.0;152.0;329.0;-63;-201.0;132.0;324.0;-143.0;817.0
30.0;66.0;112.0;-155.0;-266.0;326.0;-69;100.0;239.0;443.0;124.0;445.0
326.0;21.0;421.0;-280.0;-161.0;359.0;-35;187.0;512.0;502.0;-3.0;26.0
356.0;318.0;12.0;-387.0;-161.0;351.0;-68;-68.0;123.0;395.0;135.0;730.0
9.0;233.0;94.0;101.0;-3.0;279.0;-30;-235.0;231.0;385.0;-63.0;761.0
-60.0;320.0;56.0;65.0;-111.0;250.0;-29;-296.0;84.0;322.0;-161.0;988.0
145.0;69.0;43.0;-36.0;-77.0;191.0;25;-242.0;160.0;300.0;152.0;914.0
-68.0;-9.0;230.0;-37.0;-367.0;344.0;-88;-47.0;187.0;525.0;18.0;446.0
-16.0;23.0;265.0;-161.0;-364.0;318.0;-83;-87.0;180.0;511.0;65.0;461.0
19.0;142.0;-143.0;114.0;6.0;72.0;-26;9.0;32.0;231.0;-347.0;603.0
54.0;197.0;-57.0;156.0;-13.0;263.0;-23;-109.0;158.0;301.0;-160.0;694.0
248.0;391.0;91.0;51.0;7.0;132.0;-33;-173.0;130.0;259.0;-292.0;799.0
32.0;253.0;99.0;-18.0;-77.0;269.0;-26;-82.0;171.0;341.0;-153.0;659.0
31.0;111.0;-145.0;-88.0;-365.0;257.0;-18;112.0;118.0;271.0;-24.0;445.0
-268.0;48.0;-40.0;-394.0;-399.0;302.0;-28;-25.0;109.0;298.0;193.0;807.0
-364.0;-177.0;-78.0;-577.0;-102.0;581.0;-27;334.0;170.0;502.0;898.0;241.0
-407.0;-143.0;-254.0;-460.0;-154.0;300.0;-27;361.0;124.0;569.0;512.0;233.0
-181.0;71.0;-6.0;-240.0;-313.0;369.0;-49;40.0;207.0;478.0;204.0;500.0
2.0;168.0;-192.0;-100.0;561.0;384.0;-27;-181.0;-69.0;423.0;125.0;355.0
-49.0;167.0;-90.0;-82.0;559.0;336.0;-27;-251.0;-56.0;429.0;103.0;359.0
391.0;189.0;-95.0;-477.0;612.0;173.0;-27;-354.0;-97.0;345.0;386.0;358.0
107.0;155.0;87.0;-360.0;-135.0;444.0;-30;60.0;-189.0;615.0;142.0;220.0
99.0;319.0;-64.0;-14.0;278.0;222.0;-19;-185.0;69.0;281.0;66.0;541.0
173.0;233.0;-37.0;-21.0;269.0;201.0;-20;-228.0;243.0;284.0;29.0;537.0
141.0;206.0;-21.0;-59.0;267.0;185.0;-20;-269.0;142.0;288.0;110.0;532.0
-75.0;116.0;193.0;-201.0;264.0;381.0;-24;-312.0;249.0;810.0;384.0;545.0
91.0;174.0;-426.0;0.0;486.0;424.0;-25;-318.0;159.0;296.0;30.0;1194.0
231.0;186.0;-142.0;-126.0;401.0;446.0;-25;-163.0;300.0;576.0;73.0;518.0
-46.0;206.0;-221.0;-245.0;-174.0;394.0;-28;-358.0;364.0;421.0;63.0;532.0
-106.0;335.0;-91.0;-119.0;-166.0;451.0;-29;-380.0;111.0;363.0;108.0;529.0
174.0;139.0;80.0;-57.0;418.0;404.0;-25;-193.0;348.0;612.0;83.0;515.0
45.0;108.0;241.0;74.0;431.0;433.0;-25;-253.0;316.0;582.0;125.0;521.0
-182.0;-59.0;248.0;-301.0;152.0;698.0;-27;42.0;415.0;839.0;342.0;335.0
29.0;140.0;35.0;-105.0;7.0;271.0;-26;-559.0;75.0;397.0;110.0;551.0
-205.0;277.0;141.0;-157.0;-161.0;491.0;-27;-896.0;216.0;654.0;-15.0;746.0
-205.0;215.0;67.0;374.0;68.0;436.0;-61;-424.0;-267.0;584.0;-440.0;379.0
-182.0;323.0;-339.0;-78.0;-23.0;118.0;-33;-667.0;-392.0;210.0;-208.0;614.0
-237.0;184.0;-261.0;-282.0;11.0;430.0;-31;-789.0;-114.0;490.0;-5.0;684.0
-222.0;-363.0;578.0;-558.0;998.0;669.0;-30;-563.0;784.0;815.0;453.0;582.0
65.0;245.0;-73.0;-46.0;615.0;346.0;-39;-612.0;187.0;490.0;146.0;543.0
-44.0;282.0;-148.0;-197.0;596.0;538.0;-39;-623.0;-215.0;383.0;173.0;558.0
226.0;3.0;-295.0;-258.0;420.0;259.0;-25;-299.0;83.0;202.0;348.0;738.0
189.0;114.0;63.0;-55.0;480.0;214.0;-41;-508.0;159.0;313.0;221.0;521.0
127.0;-21.0;3.0;-171.0;321.0;261.0;-40;-588.0;174.0;334.0;79.0;626.0
-120.0;28.0;145.0;-116.0;505.0;440.0;-75;-598.0;257.0;619.0;101.0;841.0
-1.0;216.0;47.0;32.0;371.0;212.0;-29;-559.0;147.0;402.0;-34.0;1051.0
-188.0;-48.0;180.0;-143.0;424.0;378.0;-21;-490.0;257.0;665.0;59.0;256.0
-829.0;-412.0;101.0;-688.0;485.0;656.0;-44;-606.0;265.0;775.0;680.0;373.0
-257.0;149.0;122.0;-149.0;455.0;570.0;-21;-507.0;301.0;763.0;140.0;259.0
-120.0;220.0;36.0;14.0;54.0;388.0;-34;-218.0;312.0;547.0;-128.0;860.0
-293.0;70.0;339.0;-173.0;-234.0;496.0;-30;-386.0;490.0;585.0;60.0;694.0
83.0;133.0;136.0;-178.0;246.0;441.0;-77;-224.0;333.0;497.0;5.0;841.0
41.0;-20.0;141.0;-213.0;457.0;461.0;-32;-105.0;184.0;380.0;16.0;969.0
-24.0;95.0;180.0;-122.0;328.0;393.0;-83;-191.0;25.0;351.0;20.0;817.0
176.0;242.0;-32.0;-2.0;841.0;367.0;-48;-455.0;-14.0;342.0;22.0;885.0
-531.0;151.0;211.0;-45.0;369.0;624.0;-16;-574.0;627.0;813.0;-213.0;726.0
-130.0;94.0;200.0;-171.0;538.0;463.0;-80;-620.0;266.0;695.0;-43.0;663.0
256.0;180.0;151.0;-16.0;639.0;379.0;-27;-588.0;439.0;571.0;-298.0;448.0
86.0;60.0;5.0;-161.0;513.0;191.0;-22;-428.0;128.0;243.0;86.0;774.0
105.0;226.0;-56.0;50.0;16.0;341.0;-30;-222.0;229.0;414.0;-218.0;819.0
170.0;268.0;117.0;45.0;-148.0;608.0;-34;-70.0;733.0;987.0;-40.0;565.0
124.0;45.0;15.0;-97.0;377.0;341.0;-3;23.0;138.0;417.0;79.0;920.0
236.0;341.0;114.0;164.0;-168.0;229.0;-30;-387.0;115.0;409.0;-188.0;840.0
-270.0;547.0;-7.0;301.0;-195.0;555.0;-24;-533.0;213.0;504.0;-694.0;781.0
-151.0;190.0;64.0;142.0;36.0;330.0;-66;-331.0;100.0;195.0;-38.0;746.0
186.0;129.0;-46.0;-76.0;308.0;319.0;-86;-274.0;174.0;327.0;-187.0;707.0
295.0;163.0;-78.0;-94.0;280.0;295.0;-56;-140.0;46.0;404.0;15.0;650.0
-213.0;317.0;-218.0;-153.0;78.0;301.0;-25;196.0;192.0;540.0;-123.0;318.0
-819.0;143.0;608.0;-109.0;213.0;898.0;-37;276.0;783.0;1028.0;-30.0;-110.0
-591.0;622.0;427.0;455.0;-515.0;578.0;-34;170.0;466.0;908.0;-866.0;286.0
-131.0;264.0;167.0;113.0;115.0;278.0;-32;-10.0;198.0;690.0;-246.0;311.0
-154.0;212.0;93.0;-127.0;148.0;400.0;-32;5.0;74.0;581.0;-151.0;306.0
-347.0;2.0;21.0;-163.0;215.0;490.0;-32;17.0;-82.0;425.0;-30.0;313.0
-529.0;-82.0;-433.0;-216.0;374.0;347.0;-34;-2.0;-289.0;351.0;-313.0;484.0
-586.0;11.0;-255.0;-445.0;296.0;455.0;-28;6.0;-117.0;605.0;383.0;388.0
-373.0;-358.0;-178.0;-53.0;93.0;463.0;-28;229.0;40.0;560.0;-24.0;205.0
-429.0;26.0;118.0;-47.0;213.0;535.0;-35;281.0;3.0;189.0;-91.0;361.0
-208.0;323.0;135.0;32.0;585.0;482.0;-27;173.0;-20.0;417.0;-83.0;284.0
-188.0;239.0;-105.0;-124.0;372.0;513.0;-36;-60.0;239.0;484.0;-84.0;366.0
-83.0;126.0;-231.0;-131.0;404.0;583.0;-37;-78.0;251.0;524.0;-51.0;387.0
8.0;38.0;132.0;-195.0;179.0;263.0;-46;-338.0;252.0;698.0;131.0;784.0
221.0;248.0;-181.0;-336.0;129.0;492.0;-27;-102.0;64.0;387.0;222.0;854.0
123.0;12.0;-207.0;-162.0;-40.0;356.0;-30;-52.0;-48.0;331.0;207.0;846.0
-137.0;147.0;-54.0;-139.0;536.0;364.0;-76;-95.0;97.0;528.0;-106.0;412.0
-89.0;-13.0;52.0;-136.0;645.0;443.0;-24;-250.0;225.0;788.0;1.0;461.0
-589.0;98.0;554.0;-71.0;-839.0;879.0;-44;375.0;688.0;950.0;-16.0;-316.0
-921.0;310.0;580.0;37.0;-411.0;921.0;-22;671.0;645.0;959.0;-65.0;-129.0
-474.0;508.0;523.0;364.0;-400.0;685.0;-37;269.0;642.0;849.0;-575.0;-27.0
-288.0;345.0;390.0;20.0;-309.0;689.0;-35;320.0;521.0;838.0;-372.0;93.0
-4.0;606.0;345.0;476.0;-451.0;342.0;-33;80.0;436.0;624.0;-579.0;382.0
128.0;752.0;-302.0;610.0;-585.0;152.0;-22;364.0;-116.0;88.0;-615.0;258.0
323.0;434.0;464.0;444.0;-344.0;190.0;-35;144.0;527.0;409.0;-640.0;30.0
6.0;409.0;28.0;168.0;-48.0;442.0;-29;105.0;207.0;319.0;-172.0;311.0
94.0;437.0;89.0;263.0;123.0;356.0;-29;65.0;200.0;275.0;-272.0;376.0
111.0;196.0;-139.0;-216.0;206.0;182.0;45;-397.0;101.0;250.0;22.0;1149.0
-46.0;136.0;91.0;-109.0;243.0;247.0;-49;-230.0;227.0;383.0;73.0;889.0
51.0;252.0;237.0;-14.0;128.0;224.0;-30;-631.0;220.0;366.0;17.0;1120.0
72.0;217.0;54.0;157.0;206.0;299.0;-29;45.0;152.0;247.0;-188.0;387.0
175.0;177.0;39.0;-36.0;194.0;266.0;-29;46.0;159.0;239.0;39.0;386.0
160.0;159.0;60.0;-59.0;192.0;255.0;-29;41.0;188.0;220.0;10.0;385.0
149.0;186.0;8.0;-81.0;209.0;243.0;-29;41.0;137.0;219.0;-11.0;384.0
181.0;178.0;-26.0;-46.0;225.0;230.0;-29;43.0;89.0;196.0;-12.0;381.0
139.0;144.0;-57.0;-65.0;243.0;230.0;-29;45.0;96.0;182.0;4.0;376.0
75.0;117.0;-50.0;-114.0;282.0;234.0;-29;49.0;99.0;189.0;0.0;368.0
62.0;209.0;-60.0;-70.0;296.0;247.0;-29;53.0;75.0;201.0;-61.0;368.0
10.0;63.0;-71.0;-148.0;272.0;305.0;-29;44.0;79.0;250.0;-18.0;364.0
102.0;270.0;55.0;-171.0;297.0;189.0;-47;-217.0;95.0;359.0;-69.0;767.0
53.0;187.0;-1.0;-221.0;282.0;236.0;-46;-204.0;13.0;404.0;-100.0;749.0
-77.0;120.0;-79.0;-102.0;235.0;345.0;-46;-141.0;256.0;534.0;-195.0;715.0
-78.0;107.0;-110.0;-106.0;237.0;405.0;-47;-134.0;230.0;554.0;-73.0;711.0
-592.0;193.0;-150.0;-42.0;-379.0;363.0;-28;-202.0;-27.0;360.0;-51.0;789.0
-180.0;60.0;-129.0;-6.0;-13.0;346.0;-28;-48.0;93.0;318.0;-101.0;786.0
6.0;146.0;-212.0;-32.0;28.0;96.0;-28;28.0;-48.0;139.0;-434.0;587.0
-34.0;114.0;-69.0;-113.0;246.0;433.0;-47;-134.0;219.0;604.0;-55.0;708.0
-17.0;11.0;-168.0;-236.0;339.0;279.0;-29;-59.0;-7.0;187.0;117.0;384.0
85.0;141.0;-143.0;-161.0;451.0;344.0;-36;-778.0;80.0;421.0;137.0;662.0
107.0;40.0;-30.0;-82.0;180.0;244.0;-44;-376.0;146.0;239.0;-2.0;471.0
147.0;12.0;73.0;-100.0;126.0;202.0;-66;-386.0;298.0;487.0;22.0;458.0
135.0;32.0;102.0;-142.0;113.0;227.0;-67;-386.0;249.0;517.0;69.0;457.0
334.0;275.0;-193.0;98.0;-27.0;159.0;-31;-423.0;-91.0;131.0;-220.0;557.0
217.0;298.0;4.0;1.0;-10.0;143.0;-29;-246.0;-25.0;211.0;-75.0;459.0
-262.0;98.0;-571.0;-107.0;-266.0;189.0;-32;-354.0;-243.0;227.0;-152.0;622.0
38.0;177.0;-116.0;-60.0;-59.0;236.0;-30;-186.0;68.0;401.0;71.0;446.0
-61.0;-3.0;-121.0;-186.0;367.0;260.0;-29;-62.0;35.0;185.0;111.0;389.0
-2.0;-3.0;-111.0;-195.0;376.0;286.0;-29;-70.0;10.0;246.0;99.0;391.0
-12.0;-7.0;-89.0;-204.0;388.0;272.0;-29;-87.0;68.0;251.0;107.0;391.0
-1.0;-15.0;-96.0;-215.0;392.0;259.0;-29;-94.0;89.0;256.0;136.0;395.0
-38.0;7.0;-70.0;-212.0;401.0;297.0;-29;-118.0;63.0;244.0;129.0;402.0
-1.0;15.0;-35.0;-201.0;400.0;311.0;-30;-127.0;96.0;269.0;130.0;407.0
-1.0;5.0;-74.0;-196.0;397.0;313.0;-30;-138.0;88.0;284.0;104.0;411.0
-20.0;-7.0;-101.0;-164.0;397.0;322.0;-30;-138.0;61.0;280.0;123.0;411.0
42.0;47.0;-342.0;-196.0;320.0;374.0;-60;-141.0;68.0;253.0;102.0;831.0
24.0;-18.0;-91.0;-206.0;387.0;283.0;-30;-123.0;83.0;227.0;152.0;411.0
284.0;-216.0;-203.0;-398.0;666.0;86.0;-27;-198.0;-153.0;180.0;361.0;241.0
33.0;50.0;-21.0;-157.0;-85.0;321.0;-41;-32.0;110.0;250.0;176.0;665.0
180.0;23.0;10.0;-256.0;73.0;171.0;-22;-7.0;107.0;137.0;152.0;754.0
610.0;136.0;119.0;-291.0;257.0;297.0;38;-198.0;69.0;260.0;128.0;988.0
252.0;69.0;26.0;-72.0;66.0;94.0;-24;-26.0;217.0;330.0;164.0;728.0
143.0;60.0;-6.0;-134.0;199.0;255.0;-76;-81.0;136.0;477.0;135.0;683.0
85.0;312.0;-251.0;-79.0;387.0;369.0;-17;-177.0;147.0;385.0;-96.0;343.0
-6.0;221.0;-310.0;-70.0;378.0;318.0;-26;-148.0;109.0;420.0;-79.0;333.0
-55.0;313.0;-404.0;148.0;492.0;330.0;-28;56.0;165.0;613.0;-373.0;624.0
-200.0;327.0;-145.0;37.0;541.0;403.0;-27;162.0;246.0;779.0;-124.0;171.0
-11.0;279.0;-76.0;-20.0;286.0;212.0;-29;-109.0;347.0;796.0;-152.0;322.0
22.0;186.0;-57.0;9.0;239.0;207.0;-29;-122.0;244.0;820.0;-62.0;321.0
91.0;56.0;-78.0;-196.0;354.0;217.0;-29;-96.0;47.0;211.0;100.0;407.0
137.0;93.0;-72.0;-212.0;354.0;224.0;-29;-92.0;69.0;209.0;103.0;403.0
77.0;117.0;-97.0;-125.0;351.0;224.0;-29;-88.0;29.0;208.0;74.0;399.0
119.0;113.0;-91.0;-84.0;345.0;230.0;-29;-86.0;30.0;186.0;32.0;396.0
168.0;82.0;-96.0;-76.0;337.0;232.0;-29;-85.0;31.0;197.0;3.0;396.0
142.0;62.0;-112.0;-146.0;331.0;234.0;-29;-83.0;40.0;209.0;5.0;395.0
126.0;53.0;-121.0;-209.0;328.0;263.0;-29;-77.0;42.0;199.0;54.0;397.0
31.0;39.0;-109.0;-167.0;327.0;267.0;-29;-72.0;32.0;223.0;99.0;392.0
-16.0;22.0;-78.0;-208.0;326.0;278.0;-29;-73.0;67.0;243.0;81.0;389.0
46.0;36.0;-59.0;-223.0;322.0;260.0;-29;-69.0;68.0;246.0;117.0;388.0
61.0;50.0;-123.0;-211.0;320.0;249.0;-29;-63.0;69.0;226.0;129.0;385.0
44.0;54.0;-144.0;-195.0;319.0;233.0;-29;-58.0;31.0;189.0;45.0;383.0
35.0;52.0;-146.0;-175.0;322.0;240.0;-29;-55.0;2.0;219.0;116.0;384.0
-14.0;214.0;-4.0;-36.0;231.0;216.0;-30;-127.0;-38.0;768.0;-69.0;319.0
-223.0;286.0;116.0;-16.0;256.0;449.0;-30;-167.0;176.0;665.0;-99.0;328.0
-22.0;192.0;349.0;20.0;349.0;670.0;-29;-145.0;508.0;751.0;-12.0;60.0
40.0;27.0;-119.0;-199.0;346.0;273.0;-30;-83.0;35.0;218.0;152.0;386.0
48.0;30.0;-106.0;-188.0;344.0;270.0;-30;-84.0;36.0;235.0;118.0;387.0
108.0;70.0;-127.0;-144.0;332.0;244.0;-29;-102.0;59.0;210.0;58.0;397.0
35.0;59.0;-127.0;-137.0;332.0;235.0;-29;-98.0;41.0;199.0;69.0;395.0
37.0;61.0;-106.0;-167.0;326.0;235.0;-29;-97.0;40.0;202.0;67.0;395.0
136.0;63.0;-111.0;-210.0;324.0;240.0;-29;-94.0;30.0;206.0;88.0;393.0
97.0;80.0;-109.0;-154.0;322.0;231.0;-29;-91.0;3.0;203.0;79.0;393.0
-206.0;249.0;141.0;56.0;275.0;528.0;-30;-177.0;214.0;562.0;-131.0;333.0
115.0;71.0;-108.0;-177.0;325.0;246.0;-29;-80.0;50.0;226.0;61.0;384.0
108.0;46.0;-91.0;-156.0;325.0;252.0;-29;-80.0;45.0;217.0;76.0;384.0
21.0;49.0;-101.0;-198.0;319.0;270.0;-29;-77.0;38.0;220.0;108.0;381.0
79.0;44.0;-114.0;-161.0;320.0;280.0;-29;-73.0;10.0;211.0;74.0;381.0
43.0;28.0;-91.0;-207.0;317.0;278.0;-29;-69.0;50.0;247.0;113.0;376.0
136.0;45.0;-86.0;-191.0;316.0;249.0;-30;-71.0;50.0;235.0;81.0;373.0
74.0;57.0;-81.0;-155.0;315.0;262.0;-30;-72.0;50.0;227.0;82.0;372.0
41.0;53.0;-91.0;-156.0;314.0;268.0;-30;-72.0;70.0;230.0;90.0;372.0
34.0;37.0;-107.0;-206.0;317.0;285.0;-29;-77.0;47.0;236.0;81.0;379.0
113.0;19.0;-82.0;-186.0;320.0;251.0;-29;-89.0;67.0;242.0;108.0;381.0
77.0;57.0;-101.0;-201.0;321.0;208.0;-29;-97.0;5.0;201.0;111.0;383.0
-35.0;63.0;7.0;-99.0;322.0;144.0;-29;-107.0;42.0;160.0;99.0;386.0
-37.0;365.0;-73.0;-6.0;270.0;659.0;-32;-190.0;228.0;515.0;-122.0;358.0
-835.0;-215.0;-380.0;-466.0;333.0;416.0;-32;-470.0;-35.0;484.0;395.0;599.0
-305.0;133.0;-199.0;-125.0;150.0;492.0;-30;-730.0;-281.0;520.0;38.0;648.0
-277.0;106.0;-59.0;-237.0;-222.0;541.0;-32;-68.0;119.0;1035.0;122.0;347.0
-97.0;71.0;-132.0;-106.0;280.0;299.0;-29;-83.0;1.0;199.0;90.0;401.0
-172.0;30.0;-6.0;-32.0;289.0;258.0;-29;-84.0;62.0;199.0;41.0;401.0
-39.0;12.0;-5.0;-76.0;306.0;262.0;-29;-87.0;130.0;220.0;-39.0;404.0
103.0;40.0;-109.0;-203.0;292.0;266.0;-29;-85.0;94.0;273.0;121.0;403.0
-521.0;239.0;46.0;-20.0;662.0;769.0;-27;-106.0;178.0;821.0;6.0;384.0
-317.0;194.0;465.0;-108.0;737.0;698.0;-29;-124.0;643.0;889.0;1.0;344.0
118.0;97.0;-130.0;-128.0;285.0;187.0;-29;-90.0;21.0;181.0;28.0;396.0
-128.0;304.0;-198.0;-100.0;318.0;157.0;-45;-244.0;-43.0;488.0;139.0;587.0
56.0;74.0;-96.0;-136.0;294.0;211.0;-29;-91.0;40.0;174.0;66.0;395.0
127.0;90.0;-45.0;-134.0;293.0;252.0;-29;-91.0;81.0;211.0;83.0;393.0
81.0;96.0;-45.0;-153.0;295.0;277.0;-29;-86.0;104.0;235.0;71.0;392.0
63.0;111.0;-66.0;-98.0;290.0;258.0;-29;-72.0;63.0;203.0;51.0;387.0
65.0;121.0;-64.0;-133.0;285.0;259.0;-29;-70.0;96.0;250.0;63.0;385.0
178.0;96.0;-55.0;-145.0;288.0;237.0;-29;-73.0;75.0;237.0;59.0;376.0
123.0;94.0;-60.0;-127.0;289.0;229.0;-29;-75.0;66.0;211.0;64.0;374.0
147.0;82.0;-63.0;-128.0;291.0;220.0;-29;-73.0;72.0;227.0;60.0;369.0
104.0;95.0;-52.0;-145.0;290.0;211.0;-29;-71.0;67.0;200.0;58.0;367.0
83.0;109.0;-42.0;-108.0;288.0;221.0;-29;-71.0;75.0;224.0;60.0;362.0
149.0;116.0;-31.0;-113.0;287.0;227.0;-29;-68.0;99.0;261.0;48.0;363.0
149.0;112.0;-55.0;-113.0;286.0;235.0;-29;-68.0;79.0;230.0;53.0;364.0
101.0;105.0;-71.0;-109.0;284.0;232.0;-29;-65.0;69.0;208.0;42.0;362.0
120.0;99.0;-75.0;-124.0;284.0;227.0;-29;-65.0;81.0;213.0;50.0;366.0
143.0;93.0;-69.0;-126.0;282.0;233.0;-29;-63.0;73.0;222.0;70.0;365.0
103.0;105.0;-104.0;-164.0;280.0;255.0;-29;-60.0;57.0;227.0;69.0;365.0
16.0;87.0;-65.0;-146.0;283.0;260.0;-29;-62.0;91.0;224.0;86.0;361.0
116.0;84.0;-76.0;-127.0;285.0;251.0;-29;-63.0;88.0;228.0;62.0;360.0
162.0;72.0;-59.0;-176.0;300.0;186.0;-29;-107.0;99.0;202.0;80.0;370.0
86.0;74.0;-83.0;-141.0;304.0;179.0;-29;-117.0;57.0;186.0;60.0;375.0
-264.0;194.0;-84.0;-108.0;289.0;480.0;-47;-201.0;13.0;473.0;69.0;583.0
-666.0;-43.0;-204.0;-378.0;293.0;422.0;-32;-65.0;-78.0;302.0;322.0;742.0
19.0;346.0;-116.0;-17.0;270.0;506.0;-47;-168.0;98.0;436.0;242.0;590.0
48.0;277.0;-306.0;21.0;364.0;503.0;-25;-187.0;86.0;426.0;4.0;542.0
-64.0;121.0;-130.0;55.0;327.0;219.0;-29;-104.0;10.0;167.0;72.0;394.0
164.0;133.0;-51.0;-160.0;825.0;185.0;-22;-313.0;112.0;222.0;70.0;910.0
126.0;284.0;-94.0;-95.0;138.0;73.0;-31;-207.0;232.0;283.0;100.0;526.0
127.0;180.0;-42.0;-52.0;88.0;75.0;-32;-238.0;168.0;327.0;122.0;519.0
117.0;80.0;51.0;-101.0;43.0;84.0;-34;-275.0;200.0;366.0;126.0;516.0
209.0;81.0;85.0;-125.0;-236.0;19.0;-24;-98.0;389.0;214.0;90.0;393.0
112.0;130.0;-123.0;-43.0;348.0;214.0;-29;-125.0;22.0;178.0;-82.0;384.0
189.0;89.0;-62.0;-144.0;341.0;228.0;-29;-127.0;101.0;223.0;93.0;379.0
40.0;250.0;-34.0;-89.0;26.0;562.0;-38;-256.0;96.0;241.0;323.0;454.0
147.0;150.0;-66.0;-112.0;333.0;198.0;-29;-122.0;71.0;209.0;11.0;371.0
134.0;126.0;-51.0;-116.0;331.0;219.0;-29;-123.0;69.0;228.0;41.0;372.0
