Accelerometer LUA^ accX;Accelerometer LUA_ accY;Accelerometer LH accY;Accelerometer RKN^ accY;InertialMeasurementUnit LLA accY;InertialMeasurementUnit L-SHOE EuZ;Accelerometer LUA_ accX;Accelerometer LH accX;Accelerometer LWR accY;Accelerometer LWR accZ;InertialMeasurementUnit LLA accX
20.0;785.0;883.0;808.0;-494.0;0;-401.0;292.0;793.0;394.0;-881.0
204.0;829.0;866.0;956.0;-492.0;-6;-242.0;420.0;841.0;474.0;-685.0
113.0;855.0;910.0;802.0;-434.0;4;-355.0;351.0;807.0;437.0;-829.0
104.0;858.0;740.0;973.0;-594.0;1;-424.0;523.0;746.0;538.0;-768.0
128.0;769.0;919.0;966.0;-544.0;-3;-250.0;444.0;830.0;415.0;-621.0
1.0;925.0;719.0;976.0;-639.0;1;-563.0;449.0;790.0;497.0;-650.0
38.0;759.0;826.0;964.0;-545.0;-2;-351.0;373.0;744.0;443.0;-663.0
244.0;880.0;916.0;899.0;-429.0;6;-276.0;449.0;884.0;409.0;-848.0
163.0;741.0;871.0;946.0;-642.0;7;-382.0;330.0;753.0;453.0;-953.0
149.0;663.0;746.0;951.0;-530.0;-6;-344.0;306.0;632.0;409.0;-775.0
109.0;662.0;672.0;991.0;-470.0;-5;-396.0;373.0;627.0;413.0;-555.0
83.0;619.0;753.0;1202.0;-602.0;-4;-282.0;469.0;635.0;489.0;-550.0
-17.0;662.0;766.0;968.0;-629.0;13;-504.0;512.0;679.0;518.0;-708.0
133.0;645.0;531.0;-180.0;-695.0;-43;-463.0;701.0;667.0;669.0;-552.0
31.0;692.0;768.0;993.0;-659.0;13;-516.0;458.0;671.0;515.0;-742.0
-47.0;781.0;794.0;1262.0;-559.0;0;-515.0;321.0;644.0;384.0;-671.0
70.0;818.0;676.0;1004.0;-654.0;1;-510.0;570.0;632.0;581.0;-583.0
219.0;871.0;805.0;922.0;-809.0;3;-648.0;626.0;679.0;673.0;-428.0
105.0;740.0;816.0;882.0;-413.0;10;-288.0;371.0;807.0;430.0;-646.0
123.0;775.0;865.0;980.0;-481.0;8;-318.0;319.0;825.0;508.0;-681.0
113.0;645.0;721.0;956.0;-509.0;-5;-442.0;512.0;656.0;522.0;-828.0
178.0;699.0;890.0;866.0;-475.0;-10;-187.0;458.0;779.0;463.0;-677.0
128.0;763.0;935.0;808.0;-343.0;-9;-326.0;393.0;789.0;415.0;-658.0
726.0;790.0;625.0;1007.0;-680.0;0;-165.0;761.0;773.0;578.0;-711.0
116.0;822.0;884.0;983.0;-433.0;7;-328.0;465.0;819.0;454.0;-806.0
92.0;819.0;876.0;990.0;-503.0;8;-375.0;451.0;792.0;442.0;-781.0
173.0;673.0;691.0;1086.0;-783.0;7;-293.0;318.0;649.0;378.0;-539.0
231.0;634.0;774.0;996.0;-740.0;5;-562.0;696.0;680.0;678.0;-646.0
108.0;675.0;778.0;912.0;-332.0;1;-329.0;326.0;755.0;329.0;-608.0
2.0;797.0;768.0;1010.0;-450.0;3;-362.0;333.0;662.0;384.0;-648.0
138.0;878.0;790.0;965.0;-599.0;1;-472.0;578.0;762.0;455.0;-827.0
86.0;550.0;695.0;1003.0;-489.0;-17;-324.0;477.0;573.0;425.0;-1049.0
93.0;548.0;690.0;944.0;-736.0;3;-732.0;656.0;468.0;713.0;-141.0
209.0;863.0;834.0;1049.0;-674.0;7;-454.0;632.0;801.0;564.0;-674.0
200.0;817.0;927.0;960.0;-456.0;-7;-307.0;291.0;829.0;355.0;-713.0
163.0;789.0;831.0;985.0;-588.0;12;-220.0;168.0;834.0;355.0;-635.0
-115.0;520.0;672.0;1011.0;-304.0;-2;-477.0;330.0;511.0;433.0;-781.0
91.0;607.0;671.0;1028.0;-412.0;13;-458.0;526.0;669.0;541.0;-504.0
78.0;666.0;767.0;1139.0;-470.0;6;-324.0;352.0;683.0;326.0;-634.0
58.0;-211.0;603.0;345.0;-882.0;2;-701.0;730.0;-206.0;949.0;352.0
24.0;651.0;802.0;933.0;-528.0;14;-497.0;463.0;690.0;522.0;-473.0
99.0;749.0;778.0;940.0;-452.0;31;-382.0;187.0;656.0;357.0;-694.0
87.0;691.0;802.0;1011.0;-595.0;3;-500.0;596.0;676.0;515.0;-831.0
609.0;977.0;494.0;864.0;-695.0;10;-551.0;894.0;674.0;743.0;-479.0
131.0;730.0;794.0;1176.0;-338.0;-1;-258.0;185.0;740.0;285.0;-826.0
65.0;563.0;602.0;607.0;-281.0;-12;-51.0;271.0;585.0;223.0;-470.0
136.0;1085.0;787.0;920.0;-538.0;1;-391.0;773.0;954.0;529.0;-761.0
131.0;679.0;834.0;1021.0;-283.0;-4;-245.0;117.0;700.0;286.0;-835.0
240.0;933.0;977.0;874.0;-423.0;9;-212.0;429.0;963.0;381.0;-888.0
300.0;961.0;699.0;936.0;-601.0;0;-388.0;432.0;807.0;438.0;-603.0
-79.0;478.0;670.0;1312.0;-550.0;12;-391.0;437.0;453.0;287.0;-532.0
116.0;619.0;522.0;913.0;-835.0;3;-730.0;428.0;372.0;491.0;-484.0
-8.0;724.0;798.0;1154.0;-386.0;4;-605.0;374.0;613.0;399.0;-912.0
806.0;520.0;427.0;829.0;-499.0;8;-81.0;613.0;636.0;597.0;-576.0
63.0;691.0;870.0;1027.0;-508.0;-52;-434.0;310.0;628.0;311.0;-645.0
122.0;810.0;901.0;1110.0;-548.0;-8;-328.0;263.0;793.0;409.0;-750.0
165.0;866.0;936.0;1081.0;-533.0;3;-295.0;322.0;867.0;329.0;-818.0
347.0;831.0;902.0;927.0;-513.0;7;-385.0;435.0;748.0;491.0;-844.0
175.0;854.0;1014.0;971.0;-398.0;5;-242.0;313.0;926.0;356.0;-783.0
185.0;784.0;700.0;1005.0;-621.0;8;-321.0;657.0;690.0;521.0;-800.0
126.0;766.0;843.0;930.0;-404.0;19;-214.0;291.0;797.0;301.0;-808.0
117.0;626.0;919.0;976.0;-335.0;-2;-431.0;499.0;721.0;506.0;-658.0
344.0;1083.0;1073.0;928.0;-729.0;4;-421.0;212.0;1022.0;493.0;-680.0
5.0;807.0;944.0;893.0;-349.0;1;-294.0;213.0;816.0;347.0;-780.0
516.0;855.0;942.0;946.0;-269.0;4;37.0;369.0;978.0;266.0;-826.0
219.0;764.0;916.0;812.0;-466.0;3;-333.0;422.0;855.0;557.0;-398.0
88.0;819.0;1000.0;1272.0;-377.0;5;-158.0;519.0;786.0;111.0;-716.0
161.0;838.0;645.0;1014.0;-710.0;8;-269.0;416.0;692.0;526.0;-763.0
131.0;798.0;760.0;838.0;-248.0;8;-291.0;233.0;674.0;219.0;-1092.0
208.0;650.0;628.0;1038.0;-608.0;13;-542.0;443.0;729.0;674.0;-640.0
329.0;853.0;946.0;1028.0;-405.0;12;-208.0;298.0;875.0;341.0;-969.0
81.0;762.0;921.0;334.0;-611.0;-41;-598.0;280.0;591.0;468.0;-801.0
171.0;871.0;994.0;1015.0;-184.0;-2;-311.0;408.0;883.0;352.0;-797.0
261.0;888.0;982.0;1039.0;-457.0;6;-263.0;320.0;913.0;356.0;-696.0
-27.0;765.0;818.0;759.0;-595.0;-3;-504.0;467.0;719.0;511.0;-758.0
112.0;736.0;778.0;794.0;-364.0;14;-513.0;685.0;707.0;647.0;-887.0
130.0;706.0;844.0;871.0;-533.0;5;-251.0;367.0;769.0;353.0;-439.0
96.0;686.0;894.0;971.0;-599.0;-8;-264.0;472.0;738.0;280.0;-677.0
63.0;882.0;681.0;1025.0;-686.0;4;-359.0;477.0;757.0;562.0;-711.0
336.0;847.0;934.0;812.0;-534.0;11;-312.0;455.0;897.0;465.0;-797.0
394.0;824.0;935.0;825.0;-451.0;11;-247.0;389.0;898.0;341.0;-869.0
96.0;740.0;900.0;783.0;-448.0;8;-409.0;533.0;859.0;571.0;-556.0
-129.0;580.0;756.0;965.0;-268.0;-7;-445.0;196.0;614.0;296.0;-669.0
153.0;877.0;651.0;922.0;-605.0;3;-429.0;652.0;751.0;520.0;-764.0
237.0;883.0;1138.0;846.0;-547.0;9;-128.0;260.0;913.0;216.0;-577.0
242.0;916.0;962.0;1024.0;-469.0;6;-293.0;584.0;950.0;498.0;-884.0
277.0;842.0;972.0;908.0;-440.0;10;-212.0;461.0;916.0;475.0;-618.0
172.0;956.0;908.0;966.0;-699.0;8;-532.0;671.0;845.0;492.0;-1043.0
-4.0;823.0;864.0;904.0;-544.0;28;-377.0;438.0;796.0;353.0;-520.0
-22.0;836.0;920.0;1262.0;-336.0;4;-339.0;165.0;770.0;254.0;-1081.0
18.0;584.0;710.0;1208.0;-221.0;-2;-261.0;318.0;614.0;354.0;-1240.0
195.0;919.0;817.0;927.0;-357.0;1;-407.0;803.0;737.0;352.0;-870.0
208.0;876.0;907.0;1407.0;-432.0;5;-331.0;317.0;879.0;375.0;-921.0
14.0;387.0;258.0;1014.0;-841.0;3;-742.0;511.0;223.0;603.0;-683.0
378.0;652.0;336.0;1001.0;-849.0;5;-501.0;841.0;560.0;817.0;-518.0
197.0;879.0;929.0;1003.0;-457.0;6;-340.0;539.0;905.0;430.0;-846.0
133.0;748.0;542.0;887.0;-738.0;4;-658.0;701.0;586.0;690.0;-610.0
38.0;942.0;887.0;1150.0;-745.0;8;-467.0;811.0;944.0;710.0;-669.0
88.0;661.0;730.0;782.0;-443.0;11;-287.0;295.0;648.0;337.0;-1126.0
173.0;870.0;892.0;668.0;-338.0;-8;-422.0;341.0;822.0;450.0;-1233.0
92.0;746.0;846.0;1612.0;-207.0;6;-215.0;34.0;698.0;170.0;-743.0
227.0;1056.0;1365.0;687.0;-648.0;10;-296.0;574.0;1212.0;429.0;-850.0
137.0;842.0;911.0;965.0;-369.0;6;-238.0;207.0;877.0;364.0;-761.0
189.0;868.0;620.0;554.0;-239.0;5;-328.0;8.0;669.0;82.0;-834.0
182.0;1041.0;1116.0;963.0;-511.0;24;-463.0;234.0;1011.0;409.0;-865.0
105.0;896.0;836.0;900.0;-705.0;4;-484.0;638.0;810.0;574.0;-847.0
222.0;456.0;431.0;889.0;-782.0;-8;-506.0;579.0;401.0;620.0;-1120.0
214.0;750.0;899.0;1012.0;-432.0;10;-266.0;238.0;809.0;307.0;-788.0
133.0;992.0;1074.0;1001.0;-597.0;14;-636.0;610.0;959.0;759.0;-588.0
205.0;733.0;876.0;1167.0;-322.0;0;-176.0;210.0;767.0;254.0;-752.0
203.0;784.0;908.0;1030.0;-211.0;-11;-182.0;282.0;846.0;271.0;-1032.0
-22.0;952.0;997.0;1071.0;-536.0;28;-378.0;614.0;934.0;513.0;-887.0
304.0;880.0;987.0;982.0;-387.0;8;-167.0;233.0;915.0;326.0;-849.0
501.0;1142.0;1171.0;1170.0;-424.0;5;103.0;326.0;1167.0;270.0;-940.0
62.0;770.0;908.0;725.0;-389.0;19;-384.0;518.0;821.0;423.0;-750.0
39.0;888.0;974.0;1029.0;-398.0;3;-307.0;308.0;886.0;303.0;-1015.0
249.0;944.0;821.0;943.0;-454.0;2;-242.0;630.0;931.0;432.0;-856.0
447.0;900.0;1041.0;978.0;-387.0;12;-152.0;414.0;982.0;437.0;-878.0
-19.0;742.0;854.0;880.0;-703.0;7;-455.0;283.0;678.0;411.0;-638.0
134.0;790.0;868.0;836.0;-268.0;6;-395.0;378.0;779.0;411.0;-811.0
212.0;882.0;896.0;1023.0;-557.0;7;-296.0;473.0;887.0;478.0;-772.0
-28.0;846.0;888.0;1015.0;-534.0;7;-491.0;485.0;805.0;373.0;-873.0
-233.0;-648.0;-814.0;375.0;-455.0;4;-559.0;341.0;-716.0;595.0;801.0
302.0;959.0;989.0;1905.0;-412.0;5;-5.0;235.0;1012.0;260.0;-1083.0
203.0;869.0;923.0;960.0;-503.0;-16;-247.0;304.0;888.0;427.0;-833.0
253.0;873.0;974.0;1024.0;-466.0;10;-214.0;315.0;923.0;366.0;-828.0
37.0;829.0;937.0;911.0;-535.0;18;-369.0;306.0;855.0;340.0;-789.0
-187.0;-84.0;-25.0;423.0;-840.0;1;-896.0;472.0;-330.0;743.0;326.0
-8.0;776.0;863.0;1017.0;-725.0;-5;-726.0;534.0;697.0;575.0;-810.0
148.0;726.0;890.0;1015.0;-381.0;-8;-283.0;221.0;780.0;394.0;-649.0
10.0;775.0;877.0;1433.0;-626.0;-5;-423.0;521.0;740.0;509.0;-695.0
193.0;803.0;892.0;787.0;-763.0;-6;-489.0;660.0;748.0;731.0;-477.0
-13.0;803.0;882.0;715.0;-639.0;-6;-460.0;443.0;761.0;468.0;-689.0
208.0;1016.0;911.0;955.0;-338.0;5;-87.0;477.0;963.0;214.0;-943.0
363.0;690.0;649.0;-233.0;-211.0;6;8.0;485.0;866.0;272.0;-718.0
258.0;921.0;892.0;978.0;-707.0;8;-358.0;601.0;888.0;512.0;-860.0
60.0;637.0;758.0;1509.0;-413.0;0;-279.0;240.0;663.0;307.0;-1001.0
292.0;913.0;937.0;1085.0;-539.0;6;-201.0;534.0;971.0;435.0;-811.0
167.0;749.0;924.0;1007.0;-564.0;3;-464.0;707.0;717.0;610.0;-849.0
248.0;1013.0;1131.0;930.0;-468.0;-5;-95.0;204.0;1075.0;267.0;-840.0
183.0;769.0;857.0;841.0;-434.0;10;-235.0;338.0;861.0;359.0;-497.0
-72.0;665.0;853.0;897.0;-364.0;8;-469.0;410.0;702.0;419.0;-574.0
330.0;821.0;883.0;948.0;-351.0;-9;-360.0;661.0;879.0;549.0;-718.0
232.0;710.0;820.0;1010.0;-352.0;-6;-320.0;250.0;745.0;308.0;-697.0
428.0;816.0;523.0;877.0;-558.0;4;-543.0;465.0;566.0;541.0;-566.0
-31.0;616.0;692.0;912.0;-402.0;1;-532.0;331.0;700.0;477.0;-442.0
98.0;950.0;756.0;847.0;-365.0;-6;-575.0;255.0;740.0;414.0;-890.0
348.0;786.0;515.0;879.0;-669.0;2;-356.0;848.0;754.0;648.0;-664.0
205.0;764.0;891.0;1041.0;-434.0;3;-213.0;327.0;859.0;389.0;-631.0
80.0;901.0;730.0;910.0;-746.0;1;-587.0;277.0;643.0;318.0;-813.0
-121.0;585.0;273.0;953.0;-570.0;5;-779.0;288.0;221.0;299.0;-494.0
-50.0;837.0;701.0;812.0;-398.0;10;-556.0;491.0;643.0;508.0;-726.0
51.0;924.0;974.0;362.0;-133.0;-27;-219.0;29.0;857.0;165.0;-473.0
57.0;768.0;889.0;834.0;-500.0;-3;-249.0;290.0;835.0;351.0;-523.0
33.0;770.0;764.0;400.0;-528.0;-32;-446.0;215.0;720.0;348.0;-548.0
209.0;792.0;907.0;927.0;-341.0;4;-174.0;191.0;831.0;219.0;-781.0
-66.0;761.0;816.0;796.0;-463.0;5;-528.0;469.0;703.0;435.0;-790.0
27.0;891.0;732.0;919.0;-471.0;4;-412.0;315.0;758.0;470.0;-882.0
34.0;697.0;201.0;973.0;-474.0;-3;-692.0;-14.0;399.0;294.0;-392.0
404.0;1014.0;1000.0;941.0;-391.0;2;-311.0;701.0;1002.0;564.0;-900.0
440.0;820.0;894.0;832.0;-524.0;11;-233.0;485.0;866.0;482.0;-829.0
-48.0;882.0;655.0;897.0;-651.0;1;-505.0;698.0;730.0;498.0;-778.0
221.0;811.0;925.0;949.0;-476.0;9;-218.0;252.0;879.0;334.0;-745.0
-15.0;828.0;860.0;836.0;-384.0;5;-468.0;475.0;792.0;461.0;-805.0
81.0;637.0;700.0;623.0;-596.0;2;-435.0;344.0;588.0;473.0;-1040.0
81.0;722.0;674.0;941.0;-745.0;-25;-329.0;651.0;821.0;581.0;-630.0
392.0;928.0;934.0;1056.0;-548.0;24;-75.0;239.0;939.0;199.0;-818.0
74.0;485.0;504.0;1153.0;-614.0;-31;-163.0;242.0;495.0;215.0;-711.0
-55.0;846.0;682.0;827.0;-368.0;10;-512.0;420.0;654.0;373.0;-686.0
292.0;853.0;761.0;1286.0;-656.0;51;-400.0;711.0;849.0;638.0;-808.0
123.0;964.0;1039.0;992.0;-393.0;5;-231.0;274.0;978.0;327.0;-950.0
-10.0;694.0;797.0;1041.0;-671.0;13;-511.0;447.0;699.0;630.0;-739.0
160.0;832.0;990.0;962.0;-216.0;0;-270.0;134.0;848.0;249.0;-1054.0
178.0;862.0;1022.0;978.0;-619.0;0;-376.0;389.0;898.0;518.0;-804.0
556.0;956.0;1027.0;958.0;14.0;-1;176.0;-119.0;1018.0;-85.0;-938.0
40.0;1075.0;1114.0;1477.0;-656.0;4;-380.0;433.0;1073.0;362.0;-1363.0
318.0;986.0;1124.0;1028.0;-703.0;7;-422.0;587.0;1039.0;613.0;-513.0
-24.0;857.0;922.0;719.0;-437.0;9;-364.0;390.0;869.0;405.0;-1106.0
351.0;1319.0;1419.0;929.0;-398.0;6;-135.0;266.0;1391.0;358.0;-1302.0
396.0;863.0;976.0;808.0;-481.0;11;-229.0;411.0;899.0;420.0;-847.0
136.0;793.0;837.0;1011.0;-289.0;8;-163.0;66.0;743.0;158.0;-726.0
111.0;618.0;486.0;1020.0;-960.0;2;-687.0;923.0;508.0;834.0;-515.0
548.0;893.0;880.0;978.0;-543.0;-15;-75.0;593.0;965.0;449.0;-739.0
-83.0;829.0;802.0;920.0;-755.0;7;-588.0;845.0;798.0;736.0;-722.0
-133.0;696.0;626.0;853.0;-724.0;10;-710.0;665.0;542.0;704.0;-592.0
-82.0;580.0;1067.0;913.0;-592.0;3;-806.0;-24.0;307.0;380.0;-420.0
228.0;889.0;724.0;926.0;-591.0;5;-340.0;797.0;903.0;648.0;-778.0
425.0;765.0;818.0;981.0;-366.0;2;-158.0;393.0;860.0;308.0;-730.0
54.0;924.0;535.0;942.0;-451.0;13;-451.0;712.0;828.0;676.0;-1034.0
-139.0;903.0;626.0;874.0;-499.0;1;-499.0;641.0;717.0;487.0;-736.0
193.0;915.0;1029.0;977.0;-365.0;8;-199.0;214.0;948.0;302.0;-917.0
151.0;910.0;652.0;920.0;-491.0;0;-441.0;591.0;726.0;498.0;-880.0
188.0;1103.0;1184.0;926.0;-401.0;6;-340.0;394.0;1158.0;439.0;-883.0
275.0;896.0;1003.0;901.0;-234.0;9;-306.0;582.0;929.0;485.0;-953.0
136.0;932.0;1025.0;803.0;-362.0;2;-203.0;229.0;963.0;305.0;-928.0
-20.0;780.0;952.0;839.0;-620.0;9;-563.0;651.0;789.0;489.0;-1070.0
-24.0;728.0;905.0;738.0;-429.0;-12;-428.0;97.0;676.0;223.0;-630.0
46.0;822.0;913.0;1023.0;-674.0;9;-477.0;375.0;755.0;483.0;-582.0
81.0;791.0;836.0;1039.0;-682.0;1;-464.0;486.0;805.0;629.0;-714.0
457.0;678.0;375.0;957.0;-827.0;6;-530.0;746.0;500.0;694.0;-634.0
229.0;758.0;414.0;847.0;-614.0;4;-680.0;386.0;430.0;456.0;-514.0
73.0;995.0;1140.0;976.0;-645.0;1;-450.0;408.0;1032.0;427.0;-964.0
99.0;842.0;1027.0;1355.0;-507.0;-10;-418.0;80.0;869.0;450.0;-792.0
-60.0;769.0;657.0;827.0;-553.0;10;-613.0;521.0;598.0;523.0;-841.0
-18.0;877.0;904.0;898.0;-564.0;8;-474.0;338.0;789.0;369.0;-686.0
239.0;804.0;909.0;956.0;-364.0;6;-128.0;-5.0;941.0;438.0;-665.0
248.0;1011.0;1031.0;974.0;-69.0;9;29.0;-73.0;1015.0;-1.0;-1012.0
105.0;707.0;502.0;925.0;-805.0;4;-681.0;695.0;543.0;677.0;-573.0
-132.0;821.0;632.0;936.0;-363.0;5;-673.0;262.0;570.0;367.0;-453.0
294.0;785.0;458.0;794.0;-573.0;3;-633.0;350.0;502.0;439.0;-593.0
-60.0;912.0;596.0;912.0;-575.0;5;-609.0;527.0;726.0;583.0;-727.0
205.0;847.0;542.0;747.0;-456.0;8;-662.0;326.0;552.0;418.0;-697.0
16.0;970.0;1047.0;885.0;-358.0;2;-279.0;190.0;982.0;279.0;-860.0
140.0;748.0;797.0;826.0;-797.0;-6;-500.0;455.0;645.0;630.0;-774.0
311.0;1168.0;1287.0;1740.0;-426.0;10;-131.0;415.0;1226.0;265.0;-1057.0
-71.0;752.0;799.0;832.0;-574.0;2;-565.0;465.0;675.0;560.0;-812.0
77.0;694.0;919.0;852.0;-410.0;2;-173.0;289.0;796.0;425.0;-820.0
423.0;818.0;524.0;876.0;-598.0;4;-546.0;424.0;550.0;515.0;-639.0
388.0;971.0;1122.0;1104.0;-508.0;31;-161.0;367.0;1049.0;291.0;-859.0
137.0;748.0;907.0;881.0;-466.0;11;-248.0;314.0;810.0;395.0;-445.0
118.0;846.0;806.0;980.0;-692.0;7;-491.0;721.0;736.0;601.0;-761.0
420.0;1263.0;1427.0;976.0;-433.0;5;-110.0;336.0;1341.0;401.0;-797.0
225.0;851.0;938.0;880.0;-414.0;0;-282.0;175.0;842.0;283.0;-629.0
334.0;1054.0;1134.0;953.0;-526.0;6;-246.0;470.0;1128.0;494.0;-747.0
-52.0;671.0;861.0;969.0;-363.0;7;-499.0;413.0;723.0;491.0;-596.0
248.0;940.0;977.0;977.0;-713.0;6;-218.0;496.0;958.0;459.0;-677.0
-27.0;756.0;812.0;708.0;-685.0;11;-459.0;377.0;637.0;339.0;-730.0
107.0;951.0;1015.0;984.0;-336.0;6;-197.0;215.0;968.0;222.0;-941.0
513.0;870.0;597.0;954.0;-584.0;-6;-437.0;439.0;644.0;471.0;-706.0
-37.0;525.0;552.0;784.0;-258.0;11;-232.0;162.0;506.0;212.0;-520.0
121.0;887.0;1010.0;224.0;-339.0;-16;-362.0;290.0;916.0;383.0;-724.0
260.0;1137.0;1227.0;826.0;-349.0;-35;-267.0;147.0;1156.0;383.0;-816.0
105.0;953.0;1025.0;1001.0;-335.0;7;-195.0;224.0;983.0;273.0;-940.0
89.0;746.0;1001.0;875.0;-369.0;-9;-304.0;259.0;798.0;478.0;-654.0
86.0;844.0;914.0;960.0;-360.0;18;-268.0;95.0;810.0;191.0;-825.0
147.0;731.0;551.0;919.0;-777.0;3;-633.0;729.0;597.0;671.0;-589.0
101.0;504.0;91.0;959.0;-935.0;1;-833.0;758.0;200.0;777.0;-324.0
334.0;886.0;1006.0;861.0;-381.0;9;-146.0;331.0;956.0;337.0;-907.0
311.0;994.0;1085.0;990.0;-469.0;-1;-127.0;295.0;1065.0;332.0;-969.0
391.0;789.0;485.0;816.0;-608.0;4;-577.0;354.0;533.0;483.0;-575.0
209.0;735.0;720.0;1027.0;-523.0;6;-357.0;744.0;605.0;597.0;-748.0
109.0;873.0;492.0;988.0;-777.0;7;-481.0;973.0;746.0;693.0;-750.0
58.0;-438.0;-195.0;426.0;-659.0;0;-444.0;759.0;-355.0;726.0;517.0
282.0;955.0;1060.0;999.0;-262.0;-7;-66.0;111.0;1017.0;197.0;-1015.0
159.0;739.0;842.0;1050.0;-495.0;-1;-323.0;338.0;747.0;319.0;-1003.0
379.0;712.0;321.0;901.0;-804.0;5;-643.0;670.0;411.0;674.0;-393.0
