Accelerometer LUA^ accX;Accelerometer LUA_ accY;Accelerometer LH accY;Accelerometer RKN^ accY;InertialMeasurementUnit LLA accY;InertialMeasurementUnit L-SHOE EuZ;Accelerometer LUA_ accX;Accelerometer LH accX;Accelerometer LWR accY;Accelerometer LWR accZ;InertialMeasurementUnit LLA accX
121.0;625.0;802.0;954.0;-513.0;3;-301.0;400.0;683.0;421.0;-476.0
125.0;967.0;1026.0;991.0;-327.0;7;-190.0;218.0;969.0;248.0;-939.0
181.0;821.0;949.0;937.0;-454.0;9;-138.0;125.0;884.0;276.0;-598.0
144.0;765.0;744.0;863.0;-409.0;-93;-466.0;284.0;740.0;538.0;-738.0
84.0;691.0;931.0;911.0;-451.0;-6;-448.0;494.0;709.0;456.0;-574.0
219.0;764.0;916.0;812.0;-466.0;3;-333.0;422.0;855.0;557.0;-398.0
309.0;638.0;665.0;956.0;-546.0;-2;-407.0;570.0;649.0;495.0;-970.0
556.0;956.0;1027.0;958.0;14.0;-1;176.0;-119.0;1018.0;-85.0;-938.0
115.0;626.0;684.0;1128.0;-298.0;-12;-157.0;194.0;614.0;214.0;-654.0
17.0;571.0;700.0;1147.0;-523.0;-9;-264.0;185.0;609.0;243.0;-705.0
263.0;750.0;436.0;813.0;-584.0;4;-660.0;388.0;448.0;465.0;-573.0
203.0;771.0;849.0;964.0;-336.0;7;-179.0;177.0;798.0;334.0;-726.0
89.0;819.0;916.0;1148.0;-551.0;-131;-455.0;229.0;793.0;354.0;-569.0
-12.0;457.0;485.0;684.0;-339.0;-31;-141.0;151.0;480.0;201.0;-513.0
348.0;786.0;515.0;879.0;-669.0;2;-356.0;848.0;754.0;648.0;-664.0
322.0;681.0;665.0;-270.0;-305.0;8;-72.0;565.0;808.0;389.0;-707.0
79.0;712.0;811.0;936.0;-334.0;3;-379.0;343.0;742.0;476.0;-495.0
-14.0;743.0;749.0;912.0;-687.0;13;-469.0;340.0;617.0;440.0;-685.0
65.0;847.0;830.0;774.0;-562.0;23;-410.0;285.0;757.0;384.0;-767.0
-55.0;846.0;682.0;827.0;-368.0;10;-512.0;420.0;654.0;373.0;-686.0
78.0;763.0;852.0;973.0;-454.0;8;-466.0;452.0;765.0;535.0;-754.0
151.0;771.0;909.0;936.0;-457.0;10;-363.0;360.0;838.0;428.0;-542.0
140.0;767.0;868.0;931.0;-447.0;12;-294.0;387.0;882.0;469.0;-604.0
150.0;759.0;895.0;888.0;-409.0;-2;-352.0;323.0;814.0;410.0;-571.0
126.0;786.0;883.0;949.0;-359.0;7;-234.0;230.0;818.0;361.0;-750.0
-106.0;580.0;709.0;991.0;-399.0;5;-389.0;222.0;574.0;292.0;-689.0
145.0;881.0;936.0;1179.0;-534.0;4;-337.0;349.0;840.0;389.0;-826.0
43.0;856.0;969.0;995.0;-303.0;8;-348.0;249.0;868.0;359.0;-989.0
609.0;915.0;948.0;982.0;-562.0;11;-77.0;580.0;996.0;446.0;-881.0
136.0;932.0;1025.0;803.0;-362.0;2;-203.0;229.0;963.0;305.0;-928.0
44.0;879.0;650.0;925.0;-604.0;3;-452.0;634.0;728.0;550.0;-769.0
248.0;940.0;977.0;977.0;-713.0;6;-218.0;496.0;958.0;459.0;-677.0
44.0;912.0;718.0;974.0;-569.0;1;-435.0;439.0;795.0;549.0;-702.0
46.0;822.0;913.0;1023.0;-674.0;9;-477.0;375.0;755.0;483.0;-582.0
344.0;978.0;1112.0;854.0;-435.0;10;-213.0;360.0;1060.0;341.0;-943.0
396.0;874.0;972.0;824.0;-444.0;11;-232.0;424.0;913.0;431.0;-883.0
88.0;661.0;730.0;782.0;-443.0;11;-287.0;295.0;648.0;337.0;-1126.0
-121.0;585.0;273.0;953.0;-570.0;5;-779.0;288.0;221.0;299.0;-494.0
159.0;695.0;772.0;1009.0;-535.0;-4;-346.0;439.0;694.0;432.0;-634.0
-17.0;662.0;766.0;968.0;-629.0;13;-504.0;512.0;679.0;518.0;-708.0
292.0;634.0;712.0;249.0;-610.0;-13;-448.0;725.0;739.0;692.0;-592.0
-4.0;805.0;808.0;978.0;-816.0;8;-562.0;426.0;696.0;459.0;-774.0
-47.0;781.0;794.0;1262.0;-559.0;0;-515.0;321.0;644.0;384.0;-671.0
129.0;707.0;522.0;911.0;-796.0;4;-675.0;711.0;556.0;665.0;-583.0
36.0;516.0;348.0;930.0;-952.0;2;-811.0;936.0;389.0;888.0;-330.0
105.0;740.0;816.0;882.0;-413.0;10;-288.0;371.0;807.0;430.0;-646.0
236.0;881.0;1006.0;990.0;-401.0;12;-194.0;258.0;928.0;336.0;-894.0
86.0;550.0;695.0;1003.0;-489.0;-17;-324.0;477.0;573.0;425.0;-1049.0
495.0;712.0;784.0;843.0;-469.0;9;-42.0;675.0;837.0;566.0;-743.0
168.0;956.0;1092.0;365.0;-399.0;-68;-349.0;256.0;944.0;340.0;-877.0
720.0;611.0;429.0;795.0;-604.0;10;-123.0;625.0;684.0;640.0;-611.0
172.0;1104.0;1168.0;1621.0;-598.0;-7;-201.0;306.0;1034.0;398.0;-1278.0
-17.0;984.0;1026.0;1145.0;-528.0;10;-456.0;439.0;941.0;470.0;-847.0
35.0;596.0;706.0;1187.0;-711.0;-31;-220.0;354.0;623.0;247.0;-890.0
114.0;880.0;765.0;928.0;-690.0;7;-550.0;737.0;735.0;640.0;-710.0
-45.0;731.0;819.0;854.0;-307.0;-15;-354.0;215.0;761.0;345.0;-634.0
41.0;666.0;752.0;1044.0;-542.0;11;-349.0;323.0;666.0;309.0;-606.0
184.0;887.0;849.0;958.0;-613.0;2;-364.0;652.0;852.0;532.0;-812.0
24.0;678.0;805.0;1369.0;-466.0;-31;-372.0;407.0;669.0;290.0;-1092.0
58.0;-211.0;603.0;345.0;-882.0;2;-701.0;730.0;-206.0;949.0;352.0
200.0;1037.0;1089.0;1120.0;-550.0;20;-451.0;692.0;1050.0;496.0;-694.0
295.0;970.0;1018.0;964.0;-195.0;2;-22.0;95.0;1001.0;120.0;-952.0
202.0;880.0;953.0;1590.0;-311.0;5;-34.0;228.0;944.0;221.0;-1014.0
-187.0;-84.0;-25.0;423.0;-840.0;1;-896.0;472.0;-330.0;743.0;326.0
-6.0;-456.0;-267.0;428.0;-663.0;0;-482.0;763.0;-413.0;787.0;504.0
166.0;815.0;834.0;1848.0;-469.0;3;-227.0;425.0;864.0;321.0;-995.0
-152.0;-47.0;-146.0;409.0;-917.0;-12;-852.0;906.0;-140.0;962.0;267.0
-84.0;649.0;933.0;885.0;-833.0;4;-714.0;657.0;523.0;601.0;-521.0
33.0;784.0;855.0;1060.0;-375.0;19;-339.0;90.0;758.0;193.0;-838.0
-27.0;765.0;818.0;759.0;-595.0;-3;-504.0;467.0;719.0;511.0;-758.0
59.0;476.0;67.0;1041.0;-862.0;1;-813.0;709.0;136.0;725.0;-272.0
332.0;671.0;339.0;942.0;-850.0;0;-679.0;846.0;432.0;801.0;-485.0
68.0;727.0;734.0;511.0;-162.0;-1;-198.0;126.0;688.0;198.0;-469.0
361.0;1281.0;1484.0;943.0;-424.0;6;-85.0;370.0;1348.0;347.0;-972.0
96.0;686.0;894.0;971.0;-599.0;-8;-264.0;472.0;738.0;280.0;-677.0
32.0;963.0;1000.0;1006.0;-383.0;9;-200.0;307.0;960.0;308.0;-913.0
