InertialMeasurementUnit BACK accX;InertialMeasurementUnit BACK magneticX;Accelerometer HIP accX;InertialMeasurementUnit BACK accZ;Accelerometer BACK accY;Accelerometer HIP accY;Accelerometer RUA^ accX;Accelerometer BACK accZ
-966.0;578.0;-185.0;106.0;948.0;1005.0;-254.0;-380.0
-952.0;562.0;-256.0;82.0;920.0;958.0;-383.0;-404.0
-893.0;1109.0;-141.0;-17.0;932.0;1000.0;-320.0;-361.0
-955.0;523.0;-284.0;17.0;848.0;963.0;-370.0;-411.0
-786.0;506.0;-231.0;152.0;889.0;1019.0;-391.0;-511.0
-946.0;546.0;-295.0;19.0;947.0;958.0;-381.0;-380.0
-946.0;584.0;-246.0;117.0;924.0;965.0;-276.0;-398.0
-1013.0;502.0;-181.0;177.0;704.0;715.0;-308.0;-311.0
-946.0;592.0;-265.0;130.0;904.0;1023.0;-284.0;-429.0
-949.0;593.0;-257.0;141.0;914.0;988.0;-333.0;-428.0
-935.0;595.0;-270.0;157.0;903.0;990.0;-353.0;-413.0
-980.0;698.0;-236.0;211.0;919.0;986.0;-390.0;-391.0
-938.0;596.0;-234.0;155.0;898.0;983.0;-347.0;-429.0
-965.0;505.0;-285.0;48.0;934.0;957.0;-397.0;-360.0
-957.0;571.0;-237.0;86.0;932.0;1005.0;-444.0;-381.0
-960.0;575.0;-205.0;89.0;935.0;993.0;-424.0;-369.0
-954.0;574.0;-208.0;87.0;931.0;984.0;-441.0;-405.0
-960.0;573.0;-189.0;45.0;963.0;998.0;-491.0;-399.0
-963.0;571.0;-212.0;87.0;942.0;980.0;-425.0;-376.0
-953.0;494.0;-281.0;24.0;963.0;957.0;-393.0;-297.0
-941.0;515.0;-274.0;40.0;958.0;974.0;-342.0;-320.0
-956.0;572.0;-215.0;86.0;939.0;1012.0;-410.0;-372.0
-952.0;563.0;-171.0;54.0;943.0;992.0;-397.0;-340.0
-962.0;567.0;-216.0;92.0;935.0;976.0;-425.0;-385.0
-985.0;556.0;-196.0;77.0;940.0;968.0;-449.0;-361.0
-953.0;581.0;-323.0;220.0;877.0;898.0;-321.0;-450.0
-1011.0;595.0;-359.0;215.0;880.0;1015.0;-412.0;-514.0
-882.0;637.0;-196.0;116.0;857.0;959.0;-327.0;-410.0
-956.0;558.0;-371.0;130.0;895.0;933.0;-321.0;-500.0
-947.0;520.0;-230.0;188.0;948.0;981.0;22.0;-382.0
-1061.0;618.0;-229.0;182.0;823.0;979.0;-269.0;-574.0
-969.0;566.0;-201.0;83.0;941.0;1003.0;-434.0;-380.0
-1047.0;534.0;-211.0;255.0;788.0;850.0;-74.0;-399.0
-958.0;517.0;-176.0;87.0;942.0;994.0;-495.0;-360.0
-1390.0;1046.0;-280.0;27.0;911.0;927.0;-646.0;-501.0
-849.0;666.0;-342.0;301.0;769.0;957.0;-181.0;-602.0
-1099.0;883.0;-230.0;196.0;751.0;811.0;-468.0;-294.0
-948.0;597.0;-238.0;152.0;904.0;998.0;-306.0;-487.0
-913.0;807.0;-264.0;235.0;857.0;977.0;-436.0;-521.0
-967.0;574.0;-288.0;102.0;950.0;984.0;-320.0;-337.0
-939.0;592.0;-318.0;220.0;749.0;966.0;-476.0;-592.0
-990.0;589.0;-263.0;25.0;975.0;975.0;-360.0;-287.0
-982.0;694.0;-294.0;120.0;959.0;957.0;-421.0;-304.0
-654.0;1011.0;21.0;-2.0;806.0;827.0;-209.0;-291.0
-1003.0;601.0;-280.0;174.0;950.0;983.0;-405.0;-331.0
-1124.0;703.0;-444.0;-148.0;1105.0;1505.0;-541.0;-662.0
-967.0;617.0;-239.0;141.0;937.0;967.0;-295.0;-381.0
-964.0;617.0;-230.0;102.0;949.0;983.0;-326.0;-392.0
-968.0;621.0;-208.0;123.0;922.0;985.0;-311.0;-385.0
-969.0;624.0;-242.0;118.0;933.0;983.0;-299.0;-380.0
-970.0;633.0;-224.0;122.0;945.0;986.0;-267.0;-337.0
-952.0;582.0;-274.0;-21.0;951.0;967.0;-391.0;-340.0
-957.0;657.0;-343.0;142.0;936.0;953.0;-350.0;-373.0
-1176.0;480.0;-170.0;156.0;954.0;986.0;-455.0;-360.0
-955.0;612.0;-328.0;88.0;931.0;979.0;-279.0;-372.0
-925.0;620.0;-415.0;198.0;958.0;988.0;-258.0;-552.0
-977.0;564.0;-180.0;97.0;958.0;974.0;-353.0;-375.0
-934.0;565.0;-283.0;151.0;907.0;973.0;-677.0;-396.0
-930.0;595.0;-255.0;140.0;923.0;957.0;-394.0;-419.0
-958.0;630.0;-147.0;108.0;993.0;1004.0;-75.0;-240.0
-950.0;594.0;-260.0;109.0;876.0;970.0;-449.0;-469.0
-979.0;477.0;-152.0;-122.0;911.0;1004.0;-179.0;-445.0
-962.0;448.0;-165.0;-95.0;942.0;999.0;-66.0;-363.0
-1012.0;631.0;-248.0;2.0;957.0;996.0;-272.0;-284.0
-929.0;707.0;-266.0;144.0;1094.0;967.0;-256.0;-325.0
-978.0;639.0;-137.0;60.0;984.0;996.0;-140.0;-235.0
-914.0;596.0;-250.0;128.0;915.0;981.0;-387.0;-458.0
-929.0;597.0;-229.0;131.0;886.0;986.0;-365.0;-470.0
-976.0;639.0;-200.0;159.0;1027.0;1072.0;-305.0;-301.0
-916.0;641.0;-268.0;65.0;821.0;873.0;-465.0;-556.0
-1083.0;606.0;-341.0;225.0;944.0;945.0;-375.0;-483.0
-1090.0;627.0;-128.0;272.0;898.0;927.0;-322.0;-327.0
-947.0;1162.0;-342.0;194.0;904.0;948.0;-529.0;-490.0
-851.0;642.0;-240.0;165.0;877.0;919.0;-326.0;-321.0
-884.0;529.0;-280.0;201.0;992.0;1036.0;-319.0;-396.0
-927.0;597.0;-232.0;123.0;885.0;969.0;-344.0;-494.0
-873.0;551.0;-288.0;88.0;918.0;966.0;-344.0;-447.0
-804.0;407.0;-474.0;525.0;586.0;878.0;-446.0;-825.0
-934.0;597.0;-266.0;117.0;884.0;986.0;-334.0;-474.0
-955.0;656.0;-146.0;108.0;904.0;1017.0;-436.0;-464.0
-851.0;519.0;-407.0;327.0;725.0;899.0;-280.0;-613.0
-765.0;269.0;-303.0;462.0;598.0;918.0;-384.0;-670.0
-972.0;611.0;-273.0;116.0;854.0;897.0;-422.0;-494.0
-938.0;599.0;-237.0;144.0;885.0;978.0;-376.0;-473.0
-241.0;-65.0;-505.0;861.0;24.0;781.0;-450.0;-887.0
-885.0;542.0;-428.0;326.0;742.0;909.0;-534.0;-662.0
-957.0;628.0;-206.0;226.0;838.0;965.0;-528.0;-555.0
-1084.0;510.0;-304.0;282.0;816.0;885.0;-221.0;-500.0
-919.0;601.0;-239.0;168.0;875.0;957.0;-367.0;-479.0
-926.0;597.0;-220.0;140.0;898.0;980.0;-330.0;-449.0
-911.0;618.0;-255.0;189.0;858.0;976.0;-344.0;-501.0
-912.0;619.0;-284.0;239.0;816.0;946.0;-382.0;-587.0
-892.0;629.0;-160.0;211.0;888.0;971.0;-392.0;-461.0
-856.0;547.0;-258.0;96.0;862.0;1006.0;-347.0;-462.0
-917.0;599.0;-218.0;149.0;867.0;957.0;-408.0;-471.0
-924.0;603.0;-241.0;164.0;866.0;975.0;-350.0;-472.0
-928.0;598.0;-221.0;145.0;876.0;969.0;-335.0;-448.0
-847.0;666.0;-194.0;87.0;920.0;1029.0;-306.0;-517.0
-951.0;668.0;-71.0;-96.0;986.0;1000.0;-285.0;-216.0
-914.0;974.0;-71.0;235.0;768.0;941.0;-558.0;-633.0
-1001.0;535.0;-301.0;297.0;916.0;952.0;-557.0;-404.0
-936.0;508.0;-211.0;182.0;980.0;973.0;-356.0;-295.0
-1071.0;1054.0;-51.0;223.0;641.0;706.0;-217.0;-245.0
-961.0;465.0;-187.0;-54.0;937.0;1004.0;-229.0;-364.0
-976.0;525.0;-152.0;65.0;958.0;1019.0;-452.0;-359.0
-895.0;623.0;-246.0;187.0;834.0;968.0;-195.0;-508.0
-967.0;615.0;-334.0;106.0;914.0;966.0;-257.0;-450.0
-883.0;645.0;-350.0;254.0;814.0;940.0;-235.0;-579.0
-960.0;570.0;-255.0;69.0;950.0;1026.0;-497.0;-381.0
-954.0;520.0;-150.0;76.0;953.0;1010.0;-520.0;-320.0
-953.0;485.0;-133.0;40.0;895.0;977.0;-578.0;-323.0
-972.0;630.0;-100.0;-34.0;1000.0;1004.0;-24.0;-127.0
-969.0;556.0;-172.0;66.0;951.0;1011.0;-492.0;-365.0
-990.0;686.0;-171.0;73.0;959.0;1018.0;-204.0;-316.0
-868.0;453.0;-288.0;403.0;773.0;972.0;-512.0;-629.0
-883.0;603.0;-257.0;133.0;951.0;979.0;-373.0;-312.0
-972.0;642.0;-163.0;114.0;901.0;997.0;-481.0;-450.0
-952.0;644.0;-155.0;144.0;961.0;1004.0;-409.0;-310.0
-721.0;657.0;-604.0;674.0;405.0;808.0;-445.0;-900.0
-1038.0;268.0;-435.0;4.0;978.0;1188.0;-556.0;-590.0
-895.0;621.0;-265.0;181.0;848.0;967.0;-102.0;-521.0
-836.0;427.0;-422.0;26.0;940.0;1053.0;-303.0;-610.0
-957.0;464.0;-133.0;42.0;935.0;989.0;-328.0;-417.0
-871.0;544.0;-140.0;87.0;958.0;1298.0;-329.0;-587.0
-958.0;439.0;-180.0;-114.0;913.0;996.0;-330.0;-420.0
-828.0;1076.0;-480.0;34.0;1127.0;1521.0;-369.0;-688.0
-935.0;521.0;-210.0;99.0;926.0;976.0;-142.0;-388.0
-979.0;619.0;-397.0;151.0;883.0;942.0;-606.0;-509.0
-975.0;580.0;-349.0;88.0;907.0;956.0;-344.0;-406.0
-949.0;726.0;-382.0;260.0;948.0;946.0;-372.0;-362.0
-967.0;490.0;-295.0;35.0;942.0;945.0;-406.0;-360.0
-979.0;620.0;-328.0;85.0;916.0;959.0;-275.0;-405.0
-982.0;569.0;-286.0;75.0;950.0;991.0;-500.0;-349.0
-989.0;567.0;-253.0;-57.0;973.0;973.0;-505.0;-275.0
-971.0;531.0;-137.0;51.0;964.0;1014.0;-342.0;-319.0
-981.0;638.0;-190.0;110.0;984.0;1121.0;-474.0;-459.0
-907.0;616.0;-64.0;54.0;950.0;1085.0;-389.0;-395.0
-954.0;509.0;-107.0;68.0;943.0;1020.0;-404.0;-309.0
-987.0;732.0;-275.0;120.0;956.0;974.0;-516.0;-298.0
-986.0;732.0;-196.0;146.0;992.0;1005.0;-239.0;-212.0
-971.0;776.0;-275.0;130.0;958.0;976.0;-455.0;-294.0
-907.0;436.0;-271.0;96.0;833.0;1002.0;-488.0;-471.0
-964.0;593.0;-253.0;112.0;976.0;979.0;-283.0;-316.0
-945.0;722.0;-431.0;297.0;932.0;913.0;-404.0;-412.0
-961.0;483.0;-294.0;8.0;963.0;963.0;-373.0;-330.0
-948.0;899.0;-433.0;304.0;789.0;907.0;-661.0;-631.0
-977.0;514.0;-380.0;69.0;905.0;925.0;-390.0;-464.0
-971.0;1064.0;-130.0;154.0;949.0;997.0;-458.0;-369.0
-925.0;507.0;-232.0;200.0;944.0;988.0;-472.0;-349.0
-972.0;513.0;-192.0;92.0;929.0;990.0;-379.0;-410.0
-950.0;659.0;-259.0;176.0;895.0;1021.0;-255.0;-330.0
-817.0;435.0;-212.0;368.0;917.0;967.0;-362.0;-426.0
-918.0;620.0;-250.0;180.0;904.0;1007.0;-281.0;-530.0
-382.0;-564.0;-184.0;-374.0;623.0;154.0;-525.0;-96.0
-771.0;808.0;-241.0;69.0;809.0;860.0;-314.0;-270.0
