Accelerometer RWR accZ;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit RUA accY;Accelerometer LWR accX;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RLA accZ;InertialMeasurementUnit L-SHOE EuY;InertialMeasurementUnit RLA magneticY;Accelerometer RUA^ accZ;Accelerometer RUA_ accZ;Accelerometer LH accZ;InertialMeasurementUnit RUA magneticX
92.0;170.0;-40.0;-96.0;649.0;295.0;-27;-482.0;187.0;348.0;122.0;381.0
20.0;182.0;-27.0;-125.0;650.0;275.0;-27;-485.0;121.0;335.0;133.0;385.0
47.0;181.0;-26.0;-48.0;648.0;276.0;-26;-467.0;154.0;303.0;106.0;361.0
142.0;159.0;-4.0;-50.0;649.0;277.0;-26;-470.0;122.0;326.0;89.0;367.0
80.0;156.0;-2.0;-56.0;649.0;289.0;-26;-470.0;139.0;317.0;105.0;362.0
67.0;170.0;-3.0;-101.0;645.0;298.0;-26;-465.0;117.0;275.0;135.0;358.0
105.0;181.0;-6.0;-119.0;647.0;276.0;-27;-482.0;74.0;302.0;163.0;379.0
76.0;125.0;-26.0;-117.0;649.0;287.0;-27;-508.0;131.0;318.0;91.0;380.0
19.0;155.0;-30.0;-80.0;651.0;303.0;-26;-534.0;122.0;316.0;85.0;399.0
70.0;173.0;-99.0;-74.0;638.0;280.0;-29;-581.0;80.0;250.0;91.0;383.0
26.0;156.0;-18.0;-101.0;650.0;306.0;-27;-531.0;138.0;296.0;99.0;392.0
7.0;154.0;-14.0;-87.0;662.0;290.0;-26;-574.0;87.0;255.0;117.0;410.0
5.0;142.0;-20.0;-113.0;650.0;306.0;-27;-532.0;137.0;322.0;93.0;394.0
27.0;154.0;-8.0;-89.0;650.0;291.0;-26;-526.0;135.0;306.0;133.0;389.0
87.0;158.0;-22.0;-68.0;646.0;313.0;-26;-524.0;142.0;330.0;111.0;389.0
45.0;158.0;-28.0;-75.0;641.0;312.0;-26;-524.0;111.0;321.0;101.0;391.0
58.0;158.0;-16.0;-92.0;641.0;302.0;-26;-526.0;136.0;322.0;123.0;390.0
94.0;166.0;-33.0;-106.0;645.0;299.0;-26;-526.0;115.0;304.0;110.0;399.0
45.0;157.0;-15.0;-93.0;644.0;312.0;-26;-520.0;131.0;320.0;103.0;384.0
2.0;152.0;-31.0;-102.0;649.0;307.0;-26;-536.0;112.0;286.0;129.0;404.0
41.0;153.0;-1.0;-79.0;641.0;309.0;-26;-517.0;124.0;309.0;101.0;383.0
42.0;157.0;-17.0;-100.0;643.0;309.0;-26;-517.0;132.0;314.0;102.0;386.0
71.0;157.0;-16.0;-69.0;642.0;309.0;-27;-516.0;132.0;299.0;122.0;385.0
37.0;142.0;3.0;-98.0;644.0;314.0;-26;-519.0;137.0;331.0;124.0;386.0
84.0;152.0;-4.0;-71.0;642.0;316.0;-26;-516.0;118.0;302.0;118.0;388.0
67.0;149.0;-5.0;-62.0;642.0;319.0;-26;-517.0;119.0;297.0;108.0;385.0
111.0;144.0;-3.0;-84.0;646.0;316.0;-26;-521.0;137.0;320.0;110.0;382.0
26.0;148.0;-13.0;-93.0;642.0;316.0;-26;-514.0;118.0;319.0;116.0;384.0
35.0;150.0;-21.0;-92.0;643.0;319.0;-26;-517.0;135.0;319.0;102.0;387.0
103.0;139.0;-6.0;-96.0;642.0;313.0;-26;-518.0;120.0;320.0;130.0;384.0
72.0;147.0;6.0;-88.0;645.0;314.0;-26;-519.0;139.0;318.0;121.0;384.0
-19.0;155.0;-3.0;-79.0;645.0;319.0;-26;-521.0;127.0;324.0;97.0;384.0
-57.0;154.0;4.0;-98.0;644.0;319.0;-26;-521.0;128.0;313.0;128.0;383.0
19.0;138.0;0.0;-110.0;647.0;319.0;-26;-525.0;138.0;320.0;111.0;384.0
-7.0;136.0;-2.0;-85.0;647.0;318.0;-26;-522.0;139.0;329.0;97.0;383.0
89.0;147.0;-13.0;-97.0;647.0;319.0;-26;-520.0;134.0;339.0;92.0;381.0
6.0;150.0;-13.0;-99.0;646.0;323.0;-26;-522.0;145.0;296.0;120.0;380.0
59.0;141.0;-21.0;-127.0;648.0;321.0;-26;-524.0;128.0;311.0;112.0;382.0
-1.0;139.0;-22.0;-78.0;649.0;318.0;-26;-526.0;128.0;315.0;123.0;380.0
50.0;143.0;-20.0;-120.0;649.0;316.0;-26;-527.0;128.0;310.0;121.0;379.0
14.0;159.0;-14.0;-85.0;653.0;298.0;-26;-532.0;158.0;323.0;105.0;380.0
-797.0;251.0;684.0;46.0;185.0;985.0;25;151.0;855.0;910.0;-128.0;-276.0
-22.0;192.0;349.0;20.0;349.0;670.0;-29;-145.0;508.0;751.0;-12.0;60.0
174.0;134.0;362.0;-17.0;187.0;559.0;-29;-215.0;449.0;611.0;-24.0;93.0
72.0;148.0;65.0;-88.0;661.0;368.0;-26;-573.0;133.0;312.0;60.0;391.0
99.0;95.0;72.0;-151.0;671.0;287.0;-25;-605.0;203.0;337.0;84.0;700.0
515.0;-385.0;786.0;-645.0;112.0;216.0;-35;225.0;825.0;427.0;856.0;-401.0
-196.0;131.0;723.0;-179.0;-205.0;591.0;-34;223.0;774.0;914.0;-75.0;-83.0
-501.0;291.0;345.0;-4.0;-231.0;726.0;-35;342.0;532.0;828.0;-293.0;41.0
-376.0;540.0;551.0;284.0;-394.0;639.0;-37;276.0;631.0;899.0;-505.0;11.0
-179.0;274.0;225.0;72.0;-51.0;608.0;-29;48.0;342.0;529.0;-115.0;242.0
-118.0;423.0;205.0;322.0;-179.0;400.0;-30;363.0;361.0;587.0;-555.0;233.0
6.0;409.0;28.0;168.0;-48.0;442.0;-29;105.0;207.0;319.0;-172.0;311.0
144.0;489.0;416.0;446.0;-432.0;263.0;-35;238.0;583.0;570.0;-384.0;176.0
91.0;429.0;32.0;32.0;6.0;368.0;-29;95.0;149.0;278.0;-165.0;348.0
94.0;437.0;89.0;263.0;123.0;356.0;-29;65.0;200.0;275.0;-272.0;376.0
19.0;585.0;-369.0;317.0;-223.0;169.0;-33;264.0;-147.0;134.0;-592.0;264.0
7.0;651.0;352.0;517.0;-422.0;297.0;-33;65.0;426.0;600.0;-737.0;393.0
42.0;101.0;39.0;-97.0;602.0;321.0;-26;-540.0;131.0;366.0;82.0;354.0
35.0;199.0;-163.0;-91.0;165.0;444.0;-30;175.0;-362.0;198.0;-239.0;160.0
175.0;177.0;39.0;-36.0;194.0;266.0;-29;46.0;159.0;239.0;39.0;386.0
160.0;159.0;60.0;-59.0;192.0;255.0;-29;41.0;188.0;220.0;10.0;385.0
149.0;186.0;8.0;-81.0;209.0;243.0;-29;41.0;137.0;219.0;-11.0;384.0
181.0;178.0;-26.0;-46.0;225.0;230.0;-29;43.0;89.0;196.0;-12.0;381.0
139.0;144.0;-57.0;-65.0;243.0;230.0;-29;45.0;96.0;182.0;4.0;376.0
75.0;117.0;-50.0;-114.0;282.0;234.0;-29;49.0;99.0;189.0;0.0;368.0
62.0;209.0;-60.0;-70.0;296.0;247.0;-29;53.0;75.0;201.0;-61.0;368.0
10.0;63.0;-71.0;-148.0;272.0;305.0;-29;44.0;79.0;250.0;-18.0;364.0
138.0;22.0;-107.0;-205.0;269.0;226.0;-29;35.0;39.0;186.0;80.0;359.0
107.0;44.0;-118.0;-200.0;269.0;232.0;-29;32.0;42.0;192.0;105.0;360.0
53.0;61.0;-157.0;-194.0;281.0;225.0;-29;31.0;5.0;175.0;50.0;359.0
261.0;86.0;-502.0;-43.0;492.0;-137.0;-24;267.0;-411.0;-154.0;-112.0;284.0
17.0;55.0;-144.0;-168.0;308.0;233.0;-29;16.0;-1.0;163.0;59.0;368.0
93.0;14.0;-133.0;-162.0;325.0;239.0;-29;3.0;31.0;188.0;58.0;373.0
96.0;29.0;-160.0;-222.0;335.0;231.0;-29;-10.0;0.0;179.0;87.0;381.0
59.0;40.0;-163.0;-177.0;346.0;255.0;-30;-15.0;0.0;170.0;97.0;387.0
7.0;20.0;-145.0;-210.0;356.0;279.0;-30;-34.0;27.0;205.0;110.0;395.0
74.0;40.0;-124.0;-162.0;307.0;209.0;-30;-51.0;22.0;177.0;100.0;400.0
118.0;63.0;-114.0;-205.0;309.0;215.0;-30;-46.0;11.0;164.0;72.0;399.0
32.0;76.0;-155.0;-142.0;296.0;223.0;-30;-32.0;-38.0;167.0;93.0;394.0
66.0;64.0;-167.0;-125.0;298.0;218.0;-30;-31.0;14.0;161.0;36.0;397.0
-431.0;-259.0;-811.0;-336.0;919.0;-392.0;-28;684.0;-779.0;-571.0;-96.0;679.0
36.0;34.0;-184.0;-198.0;320.0;230.0;-29;-28.0;-21.0;183.0;103.0;387.0
40.0;10.0;-155.0;-211.0;338.0;226.0;-29;-38.0;3.0;172.0;134.0;385.0
-171.0;-348.0;-368.0;-388.0;184.0;6.0;-35;-106.0;-171.0;209.0;91.0;313.0
-61.0;-3.0;-121.0;-186.0;367.0;260.0;-29;-62.0;35.0;185.0;111.0;389.0
-2.0;-3.0;-111.0;-195.0;376.0;286.0;-29;-70.0;10.0;246.0;99.0;391.0
-12.0;-7.0;-89.0;-204.0;388.0;272.0;-29;-87.0;68.0;251.0;107.0;391.0
-1.0;-15.0;-96.0;-215.0;392.0;259.0;-29;-94.0;89.0;256.0;136.0;395.0
-38.0;7.0;-70.0;-212.0;401.0;297.0;-29;-118.0;63.0;244.0;129.0;402.0
-1.0;15.0;-35.0;-201.0;400.0;311.0;-30;-127.0;96.0;269.0;130.0;407.0
-1.0;5.0;-74.0;-196.0;397.0;313.0;-30;-138.0;88.0;284.0;104.0;411.0
-20.0;-7.0;-101.0;-164.0;397.0;322.0;-30;-138.0;61.0;280.0;123.0;411.0
21.0;-22.0;-100.0;-207.0;395.0;318.0;-30;-135.0;70.0;276.0;101.0;413.0
24.0;-18.0;-91.0;-206.0;387.0;283.0;-30;-123.0;83.0;227.0;152.0;411.0
336.0;-175.0;-133.0;-442.0;651.0;88.0;-27;-191.0;-154.0;200.0;384.0;243.0
-48.0;85.0;29.0;-134.0;606.0;333.0;-26;-563.0;175.0;394.0;162.0;358.0
1.0;87.0;23.0;-183.0;626.0;520.0;-26;-583.0;178.0;330.0;198.0;368.0
-96.0;141.0;29.0;-170.0;651.0;425.0;-26;-636.0;229.0;471.0;168.0;374.0
-252.0;302.0;136.0;69.0;471.0;261.0;-27;119.0;-305.0;155.0;-301.0;573.0
281.0;-16.0;-477.0;-221.0;399.0;-32.0;-34;-57.0;-298.0;5.0;-382.0;561.0
23.0;113.0;-54.0;-57.0;594.0;389.0;-27;-545.0;75.0;296.0;58.0;352.0
67.0;-240.0;6.0;4.0;528.0;490.0;-43;-618.0;-4.0;306.0;-43.0;554.0
70.0;93.0;-179.0;3.0;367.0;155.0;-29;-107.0;-113.0;91.0;107.0;438.0
213.0;259.0;-206.0;-53.0;338.0;180.0;-27;-84.0;-43.0;177.0;-169.0;563.0
21.0;13.0;-268.0;-73.0;685.0;74.0;-27;-211.0;-201.0;26.0;-23.0;398.0
155.0;-32.0;-503.0;-317.0;704.0;44.0;-27;-108.0;-290.0;4.0;110.0;460.0
91.0;56.0;-78.0;-196.0;354.0;217.0;-29;-96.0;47.0;211.0;100.0;407.0
137.0;93.0;-72.0;-212.0;354.0;224.0;-29;-92.0;69.0;209.0;103.0;403.0
77.0;117.0;-97.0;-125.0;351.0;224.0;-29;-88.0;29.0;208.0;74.0;399.0
119.0;113.0;-91.0;-84.0;345.0;230.0;-29;-86.0;30.0;186.0;32.0;396.0
168.0;82.0;-96.0;-76.0;337.0;232.0;-29;-85.0;31.0;197.0;3.0;396.0
142.0;62.0;-112.0;-146.0;331.0;234.0;-29;-83.0;40.0;209.0;5.0;395.0
126.0;53.0;-121.0;-209.0;328.0;263.0;-29;-77.0;42.0;199.0;54.0;397.0
31.0;39.0;-109.0;-167.0;327.0;267.0;-29;-72.0;32.0;223.0;99.0;392.0
-16.0;22.0;-78.0;-208.0;326.0;278.0;-29;-73.0;67.0;243.0;81.0;389.0
46.0;36.0;-59.0;-223.0;322.0;260.0;-29;-69.0;68.0;246.0;117.0;388.0
61.0;50.0;-123.0;-211.0;320.0;249.0;-29;-63.0;69.0;226.0;129.0;385.0
44.0;54.0;-144.0;-195.0;319.0;233.0;-29;-58.0;31.0;189.0;45.0;383.0
35.0;52.0;-146.0;-175.0;322.0;240.0;-29;-55.0;2.0;219.0;116.0;384.0
80.0;37.0;-174.0;-166.0;327.0;244.0;-29;-51.0;0.0;190.0;105.0;384.0
408.0;-375.0;-279.0;-531.0;225.0;246.0;-26;-1.0;-244.0;301.0;242.0;316.0
-17.0;11.0;-168.0;-236.0;339.0;279.0;-29;-59.0;-7.0;187.0;117.0;384.0
40.0;27.0;-119.0;-199.0;346.0;273.0;-30;-83.0;35.0;218.0;152.0;386.0
48.0;30.0;-106.0;-188.0;344.0;270.0;-30;-84.0;36.0;235.0;118.0;387.0
108.0;70.0;-127.0;-144.0;332.0;244.0;-29;-102.0;59.0;210.0;58.0;397.0
35.0;59.0;-127.0;-137.0;332.0;235.0;-29;-98.0;41.0;199.0;69.0;395.0
37.0;61.0;-106.0;-167.0;326.0;235.0;-29;-97.0;40.0;202.0;67.0;395.0
136.0;63.0;-111.0;-210.0;324.0;240.0;-29;-94.0;30.0;206.0;88.0;393.0
97.0;80.0;-109.0;-154.0;322.0;231.0;-29;-91.0;3.0;203.0;79.0;393.0
170.0;84.0;-127.0;-145.0;322.0;231.0;-29;-78.0;9.0;194.0;61.0;385.0
115.0;71.0;-108.0;-177.0;325.0;246.0;-29;-80.0;50.0;226.0;61.0;384.0
108.0;46.0;-91.0;-156.0;325.0;252.0;-29;-80.0;45.0;217.0;76.0;384.0
21.0;49.0;-101.0;-198.0;319.0;270.0;-29;-77.0;38.0;220.0;108.0;381.0
79.0;44.0;-114.0;-161.0;320.0;280.0;-29;-73.0;10.0;211.0;74.0;381.0
43.0;28.0;-91.0;-207.0;317.0;278.0;-29;-69.0;50.0;247.0;113.0;376.0
136.0;45.0;-86.0;-191.0;316.0;249.0;-30;-71.0;50.0;235.0;81.0;373.0
74.0;57.0;-81.0;-155.0;315.0;262.0;-30;-72.0;50.0;227.0;82.0;372.0
41.0;53.0;-91.0;-156.0;314.0;268.0;-30;-72.0;70.0;230.0;90.0;372.0
34.0;37.0;-107.0;-206.0;317.0;285.0;-29;-77.0;47.0;236.0;81.0;379.0
113.0;19.0;-82.0;-186.0;320.0;251.0;-29;-89.0;67.0;242.0;108.0;381.0
77.0;57.0;-101.0;-201.0;321.0;208.0;-29;-97.0;5.0;201.0;111.0;383.0
-35.0;63.0;7.0;-99.0;322.0;144.0;-29;-107.0;42.0;160.0;99.0;386.0
106.0;27.0;70.0;-94.0;317.0;94.0;-29;-122.0;110.0;156.0;-4.0;391.0
46.0;94.0;-2.0;-113.0;582.0;352.0;-26;-534.0;74.0;340.0;91.0;331.0
22.0;92.0;-94.0;-97.0;562.0;221.0;-26;-431.0;128.0;338.0;100.0;274.0
-83.0;128.0;-77.0;-95.0;565.0;226.0;-26;-423.0;206.0;377.0;110.0;270.0
-97.0;71.0;-132.0;-106.0;280.0;299.0;-29;-83.0;1.0;199.0;90.0;401.0
-172.0;30.0;-6.0;-32.0;289.0;258.0;-29;-84.0;62.0;199.0;41.0;401.0
-39.0;12.0;-5.0;-76.0;306.0;262.0;-29;-87.0;130.0;220.0;-39.0;404.0
103.0;40.0;-109.0;-203.0;292.0;266.0;-29;-85.0;94.0;273.0;121.0;403.0
408.0;256.0;-486.0;56.0;300.0;295.0;-29;-134.0;-301.0;188.0;52.0;391.0
151.0;115.0;-132.0;-87.0;283.0;184.0;-29;-93.0;17.0;151.0;-8.0;398.0
118.0;97.0;-130.0;-128.0;285.0;187.0;-29;-90.0;21.0;181.0;28.0;396.0
130.0;78.0;-122.0;-100.0;290.0;195.0;-29;-88.0;20.0;167.0;74.0;394.0
56.0;74.0;-96.0;-136.0;294.0;211.0;-29;-91.0;40.0;174.0;66.0;395.0
127.0;90.0;-45.0;-134.0;293.0;252.0;-29;-91.0;81.0;211.0;83.0;393.0
81.0;96.0;-45.0;-153.0;295.0;277.0;-29;-86.0;104.0;235.0;71.0;392.0
63.0;111.0;-66.0;-98.0;290.0;258.0;-29;-72.0;63.0;203.0;51.0;387.0
65.0;121.0;-64.0;-133.0;285.0;259.0;-29;-70.0;96.0;250.0;63.0;385.0
178.0;96.0;-55.0;-145.0;288.0;237.0;-29;-73.0;75.0;237.0;59.0;376.0
123.0;94.0;-60.0;-127.0;289.0;229.0;-29;-75.0;66.0;211.0;64.0;374.0
147.0;82.0;-63.0;-128.0;291.0;220.0;-29;-73.0;72.0;227.0;60.0;369.0
104.0;95.0;-52.0;-145.0;290.0;211.0;-29;-71.0;67.0;200.0;58.0;367.0
83.0;109.0;-42.0;-108.0;288.0;221.0;-29;-71.0;75.0;224.0;60.0;362.0
149.0;116.0;-31.0;-113.0;287.0;227.0;-29;-68.0;99.0;261.0;48.0;363.0
149.0;112.0;-55.0;-113.0;286.0;235.0;-29;-68.0;79.0;230.0;53.0;364.0
101.0;105.0;-71.0;-109.0;284.0;232.0;-29;-65.0;69.0;208.0;42.0;362.0
120.0;99.0;-75.0;-124.0;284.0;227.0;-29;-65.0;81.0;213.0;50.0;366.0
143.0;93.0;-69.0;-126.0;282.0;233.0;-29;-63.0;73.0;222.0;70.0;365.0
103.0;105.0;-104.0;-164.0;280.0;255.0;-29;-60.0;57.0;227.0;69.0;365.0
16.0;87.0;-65.0;-146.0;283.0;260.0;-29;-62.0;91.0;224.0;86.0;361.0
116.0;84.0;-76.0;-127.0;285.0;251.0;-29;-63.0;88.0;228.0;62.0;360.0
162.0;72.0;-59.0;-176.0;300.0;186.0;-29;-107.0;99.0;202.0;80.0;370.0
86.0;74.0;-83.0;-141.0;304.0;179.0;-29;-117.0;57.0;186.0;60.0;375.0
-24.0;66.0;-34.0;-18.0;370.0;137.0;-29;-120.0;-15.0;122.0;-31.0;439.0
-32.0;173.0;-79.0;-128.0;573.0;237.0;-26;-420.0;252.0;448.0;132.0;278.0
-29.0;250.0;-65.0;-170.0;574.0;272.0;-26;-415.0;207.0;384.0;154.0;274.0
298.0;200.0;-398.0;-273.0;352.0;196.0;-29;-96.0;-267.0;20.0;213.0;437.0
-64.0;121.0;-130.0;55.0;327.0;219.0;-29;-104.0;10.0;167.0;72.0;394.0
133.0;-20.0;0.0;-123.0;336.0;202.0;-29;-116.0;92.0;175.0;-151.0;396.0
218.0;9.0;-104.0;-209.0;336.0;226.0;-29;-124.0;116.0;209.0;-98.0;394.0
170.0;61.0;-114.0;-205.0;330.0;193.0;-29;-125.0;38.0;181.0;46.0;392.0
476.0;-122.0;-68.0;-409.0;648.0;-34.0;-27;-202.0;-76.0;157.0;412.0;244.0
218.0;186.0;-55.0;-32.0;351.0;193.0;-29;-129.0;79.0;179.0;-13.0;386.0
112.0;130.0;-123.0;-43.0;348.0;214.0;-29;-125.0;22.0;178.0;-82.0;384.0
189.0;89.0;-62.0;-144.0;341.0;228.0;-29;-127.0;101.0;223.0;93.0;379.0
221.0;128.0;-57.0;-103.0;334.0;207.0;-29;-120.0;76.0;180.0;86.0;372.0
147.0;150.0;-66.0;-112.0;333.0;198.0;-29;-122.0;71.0;209.0;11.0;371.0
134.0;126.0;-51.0;-116.0;331.0;219.0;-29;-123.0;69.0;228.0;41.0;372.0
