MotorData.IsAcceleration;MotorData.ActPosition;MotorData.Motor_Pos1reached;MotorData.ActSpeed;MotorData.IsForce;MotorData.ActCurrent;NVL_Recv_Ind.GL_NonMetall;NVL_Recv_Ind.GL_Metall;PLC_PRG.MaterialIsMetal;MotorData.Motor_Pos4reached
0;268975;0;0;-1;16;1;0;0;0
0;268975;0;0;0;0;1;0;?;0
0;268975;0;0;?;7;1;0;0;0
0;268975;0;0;-1;0;1;0;?;0
0;268975;0;0;0;12;1;0;0;0
0;268975;0;0;0;12;1;0;0;0
0;268975;0;0;2;0;1;0;0;?
0;268975;0;0;?;0;1;?;0;0
0;268975;0;0;-1;7;1;0;0;0
0;268975;0;0;0;?;1;0;0;0
0;268975;0;0;0;0;1;0;0;0
0;268975;0;0;0;12;1;0;0;0
0;268975;0;0;-3;7;1;0;0;0
0;268975;0;0;-3;7;1;0;0;0
0;268975;0;0;1;-5;1;0;0;0
0;268975;0;0;0;0;1;0;0;0
0;268975;?;0;0;0;1;0;0;0
0;268975;0;0;-3;0;1;0;0;0
0;268975;0;0;0;-9;1;0;0;0
0;268975;0;0;0;12;1;0;0;0
0;268975;0;0;0;12;1;0;0;0
0;268975;0;0;1;0;1;0;0;?
0;268975;0;0;2;-9;1;0;0;0
0;268975;0;0;-3;16;1;0;0;0
0;268975;0;0;1;?;1;0;0;0
0;268975;0;0;1;12;1;0;0;0
0;268975;0;0;1;?;1;0;0;0
0;268975;0;0;0;-5;1;0;0;0
0;268975;0;0;2;20;1;0;0;0
0;268975;0;?;2;12;1;0;0;0
0;268975;0;0;0;0;1;0;?;0
0;268975;0;0;0;0;1;?;0;0
0;268975;0;0;4;-5;1;0;0;?
0;?;0;0;-1;3;1;0;0;0
0;268975;0;0;0;12;1;0;0;0
0;268975;0;0;0;12;1;0;0;0
0;268975;0;0;0;12;1;0;0;?
0;268975;0;0;0;-5;1;0;0;0
0;268975;0;0;2;-9;1;0;0;0
0;268975;0;0;2;-9;1;0;0;0
0;268975;0;0;2;0;1;0;0;0
0;268975;0;?;2;0;1;0;0;0
0;268975;0;0;0;0;1;0;0;0
0;268975;0;0;-1;12;1;0;0;0
0;268975;0;0;-3;7;1;0;0;0
0;268975;0;?;0;7;1;0;0;0
0;268975;0;0;1;0;1;0;0;0
0;268975;0;0;1;0;1;0;0;0
0;268975;0;0;?;7;1;0;0;?
0;268975;0;0;-1;16;1;0;0;0
0;268975;0;0;0;0;1;0;0;0
0;268975;0;0;0;0;1;0;0;0
0;268975;0;0;0;0;1;0;?;0
0;268975;0;?;1;-5;?;0;0;0
0;268975;0;0;0;-5;1;0;0;0
0;268975;0;0;0;0;1;0;0;0
0;268975;0;0;1;12;1;0;0;0
0;268975;0;0;1;12;1;0;0;0
0;268975;0;0;1;7;1;0;?;0
0;268975;0;0;-1;0;1;0;0;0
0;268975;0;0;-3;12;1;0;0;0
0;268975;?;0;1;-5;1;0;0;0
0;268975;0;0;1;-5;1;0;0;0
0;268975;0;0;0;-5;1;?;0;0
0;268975;0;0;1;0;1;0;0;0
0;268975;0;0;-1;20;1;0;0;0
0;?;0;0;-1;20;1;0;0;0
0;268975;0;0;-1;20;1;0;0;0
0;268975;0;0;0;0;1;0;0;0
-2001;268917;0;-73428;-94;-578;1;0;0;0
?;263378;0;-87464;-104;-163;1;0;0;0
?;260420;0;-62292;-73;-171;1;0;0;0
0;260420;?;-62292;-73;-171;1;0;0;0
0;253634;0;-88711;?;-674;1;0;0;0
-1015;247312;?;-73660;-247;?;1;0;0;0
-1015;244093;0;-79750;-58;-654;1;0;0;0
-1015;237452;0;-77981;-144;-548;1;0;0;0
-1015;237452;0;-77981;-144;-548;1;0;0;0
-1015;234030;0;-97208;-129;-28;1;0;0;0
-1015;227708;0;-85492;-26;-536;1;0;0;0
-1015;224431;0;-65801;-103;-377;1;0;0;0
-1015;224431;0;-65801;-103;-377;1;0;0;0
-1015;224431;0;-65801;-103;-377;1;?;0;0
-1015;217384;0;-90451;-156;-782;1;0;0;0
0;211294;0;?;-115;39;1;0;0;0
0;208017;0;-76067;?;-210;1;0;0;0
-1015;201231;0;-93844;-39;-208;1;0;0;0
-1015;201231;0;-93844;-39;-208;1;0;0;0
0;198186;0;-59073;-159;?;1;0;0;?
?;191313;0;?;-157;-605;1;0;0;0
1015;185368;0;-70876;-119;-521;1;0;0;?
0;?;0;-84361;-24;-248;1;0;0;0
0;182323;0;?;-24;-248;1;0;0;0
-1015;176494;0;-85028;-105;-509;1;0;0;0
-1015;176494;0;-85028;-105;-509;1;0;0;0
0;172492;0;-84129;-127;-296;1;0;0;0
1015;166576;0;-82418;-75;-846;1;0;0;0
0;160747;0;-74704;3;-40;?;0;?;0
0;160747;0;-74704;3;-40;1;0;0;0
0;157122;0;-69310;-79;200;1;0;0;0
0;150974;0;-98948;-19;?;1;0;0;0
0;144565;0;-65134;-143;-359;1;0;0;0
1015;140882;0;-67106;-34;-47;1;0;0;0
0;140012;0;-2958;-86;-127;1;0;0;0
?;140012;?;-2958;-86;-127;1;0;0;0
0;140012;0;-2958;-86;-127;1;0;0;0
0;140012;0;0;-28;-130;1;0;0;0
0;140012;0;0;-31;-138;1;0;0;0
0;140012;0;0;-30;?;1;0;0;0
0;140012;0;0;-30;-132;1;0;0;0
0;140012;0;0;-33;-136;1;0;0;0
0;140012;0;0;-27;-153;1;0;0;0
0;140012;0;?;-30;-136;1;0;0;0
0;140012;0;0;-30;-131;1;0;0;0
0;140012;0;0;-30;-131;1;0;0;0
0;140012;0;0;-30;-150;1;0;0;0
0;140012;0;0;-29;-140;1;0;0;0
0;140012;0;0;?;-142;1;0;0;0
0;140012;0;0;-32;-142;1;0;0;?
0;140012;0;0;-34;-151;1;0;0;0
0;140012;0;0;-34;-151;1;0;0;0
0;140012;?;0;-29;-130;1;0;?;0
0;140012;0;0;-29;-129;1;0;0;0
0;140012;0;0;?;-134;1;0;0;?
0;140012;0;0;-33;-136;1;0;0;0
0;140012;0;?;-33;-136;1;0;0;0
0;140012;0;0;-31;-145;1;0;0;0
0;140012;0;0;-29;-144;1;0;0;0
0;140012;0;0;-30;-148;1;0;0;0
0;140012;0;0;-32;-145;1;0;0;0
0;140012;0;0;-32;-145;1;0;0;0
0;140012;0;0;-32;-145;1;0;0;0
0;140012;0;0;-29;?;1;0;?;0
0;140012;0;?;-29;?;1;0;0;0
0;140012;0;0;-32;-135;1;0;0;0
?;140012;0;0;-31;-165;1;0;0;0
0;140012;0;0;-31;-165;1;0;0;0
0;140012;0;0;-32;-138;1;0;0;0
0;140012;0;0;-33;-132;1;0;0;0
0;140012;0;0;?;-116;1;0;0;0
0;140012;0;0;-31;-150;1;0;?;0
?;140012;0;0;-31;-150;1;0;0;0
0;?;0;0;-31;-134;1;0;0;0
0;140012;0;0;-31;-134;1;0;?;0
0;?;0;0;-34;-148;1;0;0;0
0;140012;0;0;-30;-138;?;0;?;0
0;140012;0;0;-28;-128;?;?;0;0
?;140012;0;0;-28;-128;1;0;0;0
0;140012;0;0;-30;-131;1;0;0;0
0;140012;0;0;?;-127;1;0;0;0
0;140012;0;0;?;-145;1;0;0;0
0;140012;0;0;-32;-145;1;0;0;?
?;140012;0;0;-29;-144;1;0;0;0
0;140012;0;0;-31;-146;1;0;0;0
0;140012;0;0;-33;-142;1;?;0;0
0;140012;0;0;-29;-145;1;0;0;0
0;140012;0;0;-29;-145;1;0;0;0
0;140012;0;0;-31;-150;1;0;0;0
0;140012;0;0;-31;-150;1;0;0;0
0;140012;0;0;-30;?;?;0;0;0
0;140012;0;0;-32;-144;?;?;0;0
0;140012;0;0;-31;-130;1;0;0;0
0;140012;0;0;-31;-130;1;0;0;0
0;140012;0;0;-33;-145;1;0;0;0
0;140012;0;0;-31;-157;1;0;0;0
0;140012;0;0;-31;-142;?;0;0;0
0;140012;0;0;-31;-142;1;0;0;0
0;140012;0;?;-32;-138;1;0;0;0
0;140012;0;?;-27;-135;1;0;?;0
0;138504;0;-97904;-3;-677;1;0;0;0
0;?;0;-81983;-112;?;1;0;0;0
?;132356;0;-81983;-112;-734;1;0;?;?
0;132356;0;-81983;-112;-734;1;0;0;0
0;126034;0;-87145;-153;90;1;0;0;0
0;122264;0;-96338;-134;-342;1;0;0;0
0;115797;0;-81258;-43;-306;1;0;0;0
0;112752;0;-68788;40;-808;1;0;0;0
0;?;0;-68788;40;-808;1;0;0;0
?;106430;0;-85463;-172;?;1;0;0;0
1015;102834;0;-69252;-1;130;1;0;0;0
0;96425;0;-97788;-182;-563;1;0;0;0
0;92974;0;-69368;-47;-166;1;0;0;0
0;92974;0;-69368;-47;?;1;0;0;0
-1015;86565;0;-80504;-190;-54;1;0;0;0
-1015;80823;0;-91785;-33;-795;1;0;0;0
?;74501;0;-75458;-79;-316;1;0;0;0
0;74501;0;-75458;-79;-316;1;0;?;0
0;71050;0;-66932;-15;-381;1;0;0;0
0;71050;0;-66932;-15;-381;1;0;0;0
0;64989;0;-83433;-198;?;1;0;0;0
0;61625;0;-83549;-4;-783;1;0;0;0
1015;54984;0;-58377;-134;-809;1;0;0;0
0;51620;0;-75168;-56;-1124;1;0;0;0
0;51620;0;-75168;-56;-1124;1;0;0;0
0;45124;0;-94192;-153;-787;1;0;0;0
-1015;41383;0;-71659;-214;-981;1;0;0;0
1015;35119;0;-78387;-188;-1097;1;0;0;0
1015;35119;0;-78387;-188;-1097;1;0;0;0
1015;35119;0;-78387;-188;-1097;1;0;0;0
0;28739;?;-75429;-58;-757;1;0;0;0
0;24563;0;-91901;-193;-134;1;0;0;0
-1015;22098;0;13949;-45;-186;1;0;0;0
0;22011;0;0;-45;?;1;0;0;0
0;22011;0;0;-45;-201;1;0;0;0
0;22011;1;0;-46;-212;1;0;0;0
0;22011;1;0;-45;-193;1;0;0;0
0;22011;1;0;?;-211;1;0;0;0
0;22011;1;0;-46;-218;1;0;0;0
0;22011;1;0;-46;?;1;0;?;0
0;22011;1;0;-45;-205;1;0;0;0
0;22011;?;0;?;-205;1;0;0;0
0;?;?;0;-45;?;1;0;0;0
0;22011;1;0;-44;-203;1;0;0;0
0;22011;1;0;-46;-205;1;0;0;0
0;22011;1;0;-46;-205;1;0;0;0
0;22011;1;0;-45;-205;1;0;0;0
0;22011;1;0;-47;-205;1;0;0;0
0;22011;1;0;-48;-216;1;0;?;0
0;22011;1;0;-44;-220;1;0;0;0
0;22011;1;0;?;-220;1;0;0;0
0;22011;1;0;-47;?;1;0;0;0
0;22011;1;0;-44;-207;1;0;0;0
0;22011;1;0;-46;-199;1;0;0;0
0;22011;1;0;-44;-206;1;0;0;0
0;22011;1;0;-44;-206;1;0;0;0
0;22011;1;0;-44;-206;1;0;0;0
0;22011;1;?;-46;-205;1;0;0;0
0;22011;1;0;-115;-202;1;0;0;0
0;22852;0;90364;60;582;1;0;0;0
?;22852;0;90364;60;582;1;0;0;0
0;29522;0;75980;41;1124;1;0;0;0
1015;33350;0;87580;59;997;1;0;0;0
0;39846;0;96570;241;503;1;0;0;0
1015;43210;0;69513;97;801;1;0;0;?
1015;43210;0;69513;97;801;1;0;0;0
?;50547;0;67280;0;517;1;0;0;0
0;56637;0;86101;233;696;1;0;?;0
0;59769;0;53650;37;942;1;0;0;0
0;66642;0;86768;?;313;?;0;?;0
0;66642;0;86768;41;313;1;0;0;0
0;66642;0;86768;41;313;1;0;0;0
0;69832;0;82824;116;-36;?;0;0;0
0;75835;0;98484;19;185;1;0;0;0
0;79054;0;72268;46;185;1;0;0;0
0;79054;0;72268;46;185;?;0;0;0
-1015;86246;0;96483;43;323;1;0;0;0
-1015;89610;0;79518;22;794;?;0;0;0
0;95845;0;64844;-54;525;1;0;0;0
0;102718;0;81693;182;334;1;0;0;0
0;102718;0;81693;182;334;1;0;?;0
1015;105937;0;95758;192;130;1;0;0;0
0;111766;0;91727;37;314;1;0;0;?
0;?;0;91727;37;314;1;0;0;0
0;111766;0;91727;37;314;1;0;0;0
0;122177;?;101616;68;-4;1;0;0;0
-1015;125367;0;104168;63;543;1;0;?;0
-1015;125367;0;104168;63;543;1;0;0;0
0;129282;0;88189;29;527;1;0;0;?
1015;136880;0;83839;36;330;1;0;0;0
0;142738;0;88305;6;738;1;0;0;0
0;142738;0;88305;6;738;1;0;0;?
0;146421;0;85492;70;-36;1;0;0;0
0;152656;0;76328;39;122;1;0;0;0
0;156020;0;84593;8;540;1;0;?;0
1015;163067;0;84303;?;307;1;0;0;0
1015;163067;0;84303;145;307;1;0;0;0
0;166489;0;68092;-55;361;1;0;0;0
0;166489;0;68092;?;361;1;0;0;0
0;172405;?;78068;72;?;1;0;0;0
1015;178495;0;82882;?;306;1;?;0;0
1015;181946;0;65772;57;885;1;0;0;0
1015;181946;0;65772;57;885;1;0;0;0
0;187630;0;70064;53;909;1;0;0;0
0;?;0;94453;162;435;1;0;0;0
1015;197635;?;86710;119;392;1;0;0;0
-1015;203870;0;67512;16;462;1;0;0;0
-1015;203870;0;67512;16;462;?;0;0;0
0;206741;0;67193;32;255;1;0;0;0
1015;213237;?;?;139;383;1;0;0;0
1015;213237;0;87145;139;?;1;0;0;0
0;219298;0;93177;178;85;1;0;?;0
-1015;222749;0;76589;161;616;1;0;0;0
-1015;222749;0;76589;161;616;1;0;0;0
-1015;229303;0;88972;?;533;1;0;0;0
0;232986;0;?;51;?;1;0;0;0
0;238902;0;67744;120;659;1;0;0;0
1015;245079;0;81461;181;169;1;0;?;0
1015;245079;0;81461;181;169;1;0;0;0
-1015;249081;0;97353;-3;285;1;0;0;0
1015;254910;0;81084;24;113;?;0;?;0
?;258100;0;75284;118;638;1;0;?;0
1015;264915;0;86391;94;183;1;0;0;0
1015;264915;0;?;94;183;1;0;0;0
0;268018;?;80852;34;118;1;?;0;0
0;268018;0;80852;34;118;?;0;0;0
0;274514;0;97121;?;251;1;0;0;0
0;277965;0;66816;32;1063;1;0;0;0
0;277965;0;66816;32;1063;1;0;0;0
0;284432;0;79692;89;-36;1;0;0;0
0;291247;0;76705;92;175;1;0;0;0
0;294756;0;74936;166;626;1;0;?;0
1015;298584;0;75661;-1;51;1;0;0;0
1015;298584;0;75661;-1;?;1;0;0;0
0;304848;0;?;4;829;1;0;0;?
1015;310996;0;75574;46;-86;1;0;0;0
0;314679;0;67193;255;232;1;0;0;0
0;320682;0;88334;188;309;1;0;0;0
0;?;?;88334;188;309;1;0;0;0
0;320682;?;88334;188;309;1;0;0;0
-1015;327323;0;80852;29;23;1;0;0;0
-1015;330600;0;80823;227;262;1;0;0;0
-1015;336835;0;94453;?;?;1;0;0;0
0;339793;0;54926;193;-254;1;0;0;0
0;339793;0;54926;193;-254;1;0;0;0
?;346434;0;69281;210;109;1;?;0;0
0;352292;0;94250;86;486;1;0;0;0
-1015;355163;0;87899;199;81;1;0;0;0
-1015;355163;0;87899;199;81;1;0;0;0
?;362210;0;84448;?;844;1;0;0;0
-1015;365574;0;66497;186;222;0;1;1;0
1015;371403;0;87957;115;912;0;1;1;0
1015;371403;0;87957;115;912;0;1;1;0
1015;377957;0;77749;169;852;0;1;1;0
1015;377957;0;77749;169;852;0;1;1;0
0;381321;0;89407;56;295;0;1;1;0
1015;?;0;75545;131;814;0;1;1;0
0;389905;?;21431;40;444;0;?;1;0
0;389992;0;0;66;319;0;1;1;?
0;389992;0;?;66;319;0;1;1;0
0;389992;0;0;72;301;0;1;1;1
?;389992;0;0;69;315;?;1;1;1
0;389992;0;0;70;325;0;?;1;1
0;389992;0;0;70;325;0;1;1;1
0;389992;?;0;68;321;0;1;1;1
0;389992;0;0;69;305;0;1;1;1
0;?;0;0;69;305;0;1;1;1
0;389992;0;0;73;305;0;1;1;1
0;389992;0;0;71;305;0;1;1;1
0;389992;0;0;71;305;0;1;1;1
0;389992;0;0;69;321;0;1;1;1
0;389992;0;0;67;303;0;1;1;1
0;389992;0;0;70;333;0;1;1;1
0;389992;0;0;69;317;?;1;1;1
0;389992;0;0;69;317;0;1;1;1
0;389992;0;0;67;317;0;1;1;1
0;?;0;?;74;309;0;1;1;1
0;389992;0;0;69;309;0;1;1;1
?;389992;0;0;69;?;0;1;1;1
0;389992;0;0;69;315;0;1;1;1
0;389992;0;0;67;321;0;1;1;1
0;389992;0;0;67;321;0;1;1;?
-2001;389992;0;0;-35;329;0;1;1;1
0;?;0;-80156;-228;-382;0;1;1;0
1015;382713;0;-77894;?;-194;0;?;1;0
1015;382713;0;-77894;-198;-194;0;1;1;0
?;376014;0;-72471;-95;-144;0;1;1;0
0;369924;0;-81084;-100;-745;0;1;1;0
-1015;366966;0;-77749;?;-1171;0;1;1;0
0;360412;0;-69600;-216;?;0;1;1;0
0;360412;?;-69600;-216;-698;0;1;1;0
0;360412;0;-69600;-216;-698;0;1;1;0
-1015;357193;0;-67164;-181;-499;0;1;1;0
-1015;350726;0;?;-182;-1172;0;1;1;0
-1015;346637;0;-91727;-26;-603;1;0;1;0
0;340547;0;-77778;-122;-18;1;0;1;0
0;340547;0;-77778;-122;-18;1;0;1;0
0;334573;0;-74675;-112;200;1;0;1;0
-1015;330890;?;-92481;-32;-1077;1;0;1;0
0;324800;0;-76212;-173;-397;1;0;1;0
?;321349;0;-85492;-20;106;1;0;1;0
0;321349;0;-85492;-20;106;1;0;1;0
0;321349;0;-85492;-20;106;1;0;1;0
?;?;0;-65453;-91;-500;1;0;1;0
-1015;308647;0;-76908;-169;-922;?;0;1;0
0;305341;0;-88653;-148;-653;1;0;1;0
1015;299367;0;-93989;-29;13;1;0;1;0
1015;299367;0;-93989;-29;13;1;0;1;0
1015;296003;0;-83346;-62;76;1;0;1;0
0;289913;0;-75168;-80;-399;1;0;1;0
0;283359;0;-71398;?;-647;1;0;1;0
0;279589;0;-68556;-31;-55;1;0;1;0
0;279589;0;-68556;-31;-55;?;0;1;0
1015;273122;0;-59943;-166;14;1;0;1;0
0;270077;0;-89059;-210;50;1;0;1;0
0;270077;0;-89059;-210;50;1;0;1;0
-1015;263581;0;-83810;?;300;1;0;1;0
0;260420;0;-43529;-142;-263;1;0;1;0
0;260420;0;-43529;-142;-263;1;0;1;0
0;260014;0;0;3;26;1;0;1;0
0;260014;0;0;0;14;1;0;0;0
?;260014;0;0;2;12;1;0;0;0
0;260014;0;0;3;17;1;?;0;0
?;260014;0;0;3;17;1;0;0;?
0;260014;0;0;2;4;1;0;?;0
0;260014;0;0;1;19;1;0;0;0
0;260014;0;0;1;19;1;0;0;?
0;260014;0;0;2;17;?;0;0;0
0;260014;0;0;2;17;1;0;0;0
0;260014;0;0;6;3;1;0;0;0
0;260014;0;0;6;3;1;0;0;0
0;260014;0;?;?;-4;1;0;0;0
0;260014;0;0;6;17;1;0;0;0
0;260014;0;0;6;17;1;0;0;0
0;260014;0;0;2;15;1;0;0;0
0;260014;0;0;0;17;1;0;0;?
0;260014;0;0;0;25;1;0;?;0
0;260014;0;0;0;25;1;0;0;0
0;260014;0;0;2;10;1;0;0;0
0;260014;0;0;3;8;1;0;0;0
0;?;0;?;1;33;?;0;0;0
0;260014;?;0;1;17;1;0;0;0
0;?;0;0;1;17;?;0;0;?
0;?;0;0;0;22;1;0;0;0
0;260014;0;0;0;22;1;0;0;0
0;260014;0;0;?;9;1;0;0;0
0;260014;0;0;1;8;1;0;0;0
0;260014;0;0;4;15;1;0;0;0
0;260014;0;0;3;16;1;0;0;0
0;260014;0;0;3;?;1;0;0;0
0;260014;0;0;2;7;1;0;0;0
0;260014;0;0;3;16;1;0;0;0
0;?;0;0;0;14;1;0;?;0
0;260014;0;0;0;14;1;0;0;0
0;260014;0;0;1;19;1;0;0;0
0;260014;0;0;4;5;1;0;0;0
0;260014;0;0;2;13;1;0;0;0
0;260014;0;?;2;13;1;0;0;0
0;260014;0;0;2;17;?;0;0;0
0;260014;0;0;2;17;1;0;0;0
0;260014;0;0;1;4;1;0;0;0
0;260014;0;0;3;0;1;0;0;0
?;260014;0;?;3;13;1;0;0;0
0;260014;0;0;0;15;1;0;0;0
?;260014;0;0;0;15;1;0;0;0
0;260014;0;0;3;9;1;?;0;0
0;260014;0;0;6;6;1;0;0;0
0;260014;0;0;3;11;1;0;0;0
0;260014;0;0;3;11;1;0;0;0
0;260014;0;0;5;17;1;0;0;0
0;260014;0;0;5;17;1;0;0;0
?;260014;0;0;4;-4;1;0;0;0
0;260014;0;0;2;10;1;0;0;0
0;?;0;0;2;10;1;0;0;0
?;260014;0;0;3;18;1;0;0;0
0;260014;0;0;-1;11;1;0;0;0
0;260014;0;0;3;29;1;0;0;0
0;?;0;0;1;30;1;0;0;0
0;260014;0;0;5;17;1;0;?;0
0;260014;0;0;5;17;1;0;0;0
0;260014;0;0;0;18;1;0;0;0
0;260014;0;0;?;19;1;0;?;0
0;260014;0;0;3;26;1;0;0;0
0;260014;0;0;3;26;1;0;0;0
0;260014;0;0;2;20;1;0;0;0
0;260014;0;0;2;20;1;0;0;0
0;260014;0;0;5;22;1;0;0;0
0;260014;0;0;6;10;1;0;0;0
0;260014;?;0;2;13;1;0;0;0
0;260014;0;0;0;12;1;0;0;0
0;260014;0;0;0;12;?;0;0;0
0;260014;0;0;3;0;1;0;0;0
0;260014;0;0;2;17;1;0;0;0
0;260014;0;0;2;20;1;0;0;0
0;260014;0;0;3;17;1;?;0;0
