PT08.S3(NOx);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);CO(GT);NO2(GT);NOx(GT);NMHC(GT)
857.0;36.4;9.3;25.2;1.1528;959.0;949.0;1640.0;949.0;1.8;93.0;104.0;-200.0
956.0;49.9;6.4;20.5;1.1903;889.0;831.0;1570.0;760.0;1.1;79.0;74.0;-200.0
705.0;29.1;10.4;31.0;1.2885;1104.0;993.0;1539.0;1081.0;2.2;74.0;170.0;-200.0
819.0;26.6;9.8;34.4;1.423;1101.0;972.0;1714.0;752.0;1.7;84.0;75.0;-200.0
822.0;32.4;9.6;31.2;1.4517;1097.0;964.0;1743.0;853.0;1.7;102.0;103.0;-200.0
801.0;39.9;9.7;27.0;1.402;1092.0;967.0;1774.0;910.0;1.6;99.0;104.0;-200.0
806.0;44.9;9.1;24.6;1.3661;1031.0;945.0;1697.0;964.0;1.4;86.0;100.0;-200.0
738.0;71.6;7.7;19.3;1.5844;1069.0;889.0;1469.0;976.0;1.3;91.0;242.0;-200.0
943.0;47.6;5.6;23.5;1.3611;921.0;792.0;1595.0;799.0;0.9;72.0;72.0;-200.0
868.0;43.0;8.7;25.2;1.358;1016.0;929.0;1724.0;853.0;1.7;94.0;87.0;-200.0
866.0;28.7;9.8;31.3;1.2885;1007.0;971.0;1682.0;802.0;1.7;106.0;120.0;-200.0
867.0;38.3;8.9;27.1;1.3548;1027.0;936.0;1696.0;931.0;1.7;117.0;152.0;-200.0
812.0;60.8;9.3;18.3;1.2635;966.0;951.0;1735.0;996.0;1.3;77.0;123.0;-200.0
807.0;25.4;12.6;31.3;1.1415;1048.0;1070.0;1737.0;842.0;2.3;106.0;111.0;-200.0
862.0;30.9;9.0;30.1;1.2958;1032.0;940.0;1703.0;733.0;1.7;85.0;102.0;-200.0
882.0;57.4;6.8;20.6;1.3753;936.0;849.0;1640.0;886.0;1.0;61.0;70.0;-200.0
687.0;41.9;9.3;31.2;1.871;1122.0;951.0;1729.0;1022.0;2.0;95.0;126.0;-200.0
897.0;51.8;7.5;19.9;1.1911;915.0;877.0;1651.0;937.0;1.0;69.0;92.0;-200.0
955.0;45.5;5.8;25.4;1.457;972.0;804.0;1620.0;734.0;1.0;53.0;47.0;-200.0
847.0;45.2;9.2;25.2;1.4262;1086.0;946.0;1729.0;945.0;2.0;89.0;126.0;-200.0
837.0;16.6;12.5;37.3;1.0435;1027.0;1066.0;1689.0;814.0;1.9;110.0;109.0;-200.0
801.0;19.6;13.1;35.9;1.1422;1096.0;1087.0;1759.0;910.0;2.0;111.0;120.0;-200.0
899.0;54.8;8.1;20.5;1.3073;935.0;905.0;1675.0;954.0;1.0;69.0;88.0;-200.0
853.0;45.1;10.2;23.7;1.3033;1020.0;984.0;1753.0;1031.0;1.6;81.0;81.0;-200.0
933.0;41.2;8.1;24.9;1.2809;972.0;902.0;1647.0;878.0;1.2;67.0;59.0;-200.0
843.0;46.4;6.9;26.0;1.5375;1014.0;853.0;1499.0;1084.0;1.0;39.0;98.0;-200.0
896.0;49.2;5.6;24.7;1.5116;956.0;794.0;1456.0;1007.0;0.8;68.0;144.0;-200.0
867.0;41.9;10.9;24.6;1.2752;1004.0;1011.0;1754.0;893.0;2.0;116.0;108.0;-200.0
758.0;28.3;8.6;28.9;1.1078;957.0;926.0;1480.0;830.0;1.7;92.0;72.0;-200.0
969.0;59.4;7.4;19.8;1.3554;966.0;874.0;1682.0;999.0;1.5;95.0;171.0;-200.0
729.0;48.0;6.8;26.0;1.5899;1016.0;849.0;1609.0;872.0;1.5;84.0;99.0;-200.0
740.0;74.4;10.1;19.7;1.6829;1066.0;982.0;1699.0;1065.0;1.4;53.0;239.0;-200.0
677.0;49.6;7.8;26.9;1.7299;1093.0;893.0;1678.0;927.0;1.8;83.0;90.0;-200.0
734.0;78.8;7.5;17.7;1.5855;1075.0;878.0;1495.0;948.0;1.6;78.0;169.0;-200.0
889.0;26.0;12.6;28.9;1.0188;1044.0;1069.0;1683.0;942.0;1.4;123.0;144.0;-200.0
889.0;41.8;9.0;22.8;1.1417;962.0;940.0;1441.0;855.0;1.6;89.0;209.0;-200.0
986.0;26.9;10.1;25.0;0.8408;1025.0;980.0;1591.0;891.0;1.3;113.0;114.0;-200.0
727.0;27.2;10.2;36.8;1.6623;1108.0;985.0;1708.0;1001.0;-200.0;108.0;98.0;-200.0
857.0;28.2;6.8;31.7;1.2962;969.0;850.0;1503.0;695.0;1.3;77.0;70.0;-200.0
907.0;39.4;13.8;18.5;0.832;1035.0;1110.0;1652.0;1044.0;2.7;125.0;148.0;-200.0
904.0;36.9;6.5;23.8;1.0748;886.0;834.0;1440.0;767.0;1.0;67.0;48.0;-200.0
863.0;60.0;7.7;18.6;1.2757;969.0;886.0;1451.0;953.0;1.3;68.0;179.0;-200.0
829.0;68.4;5.7;22.7;1.8627;1001.0;799.0;1619.0;859.0;-200.0;72.0;67.0;-200.0
1070.0;47.6;7.0;20.0;1.103;976.0;858.0;1547.0;839.0;0.9;102.0;104.0;-200.0
959.0;47.2;10.4;20.2;1.1043;1081.0;992.0;1680.0;935.0;1.8;119.0;147.0;-200.0
804.0;65.5;8.1;18.3;1.3686;1013.0;905.0;1499.0;974.0;1.4;79.0;231.0;-200.0
809.0;58.4;7.7;22.1;1.5393;1018.0;885.0;1491.0;864.0;1.3;77.0;112.0;-200.0
916.0;61.3;5.1;21.0;1.5031;930.0;768.0;1409.0;825.0;1.0;74.0;98.0;-200.0
767.0;45.0;8.5;22.2;1.1867;924.0;920.0;1534.0;946.0;1.3;62.0;92.0;-200.0
852.0;37.9;5.8;24.1;1.1204;904.0;801.0;1400.0;862.0;1.1;53.0;44.0;-200.0
749.0;62.0;9.6;22.9;1.7127;1077.0;964.0;1571.0;923.0;1.8;93.0;163.0;-200.0
793.0;64.9;8.0;22.2;1.719;1037.0;898.0;1539.0;836.0;1.6;87.0;152.0;-200.0
704.0;76.6;8.1;17.5;1.5174;1037.0;902.0;1481.0;984.0;1.5;48.0;196.0;-200.0
818.0;68.5;6.9;21.4;1.7261;1002.0;854.0;1513.0;779.0;1.4;71.0;104.0;-200.0
948.0;49.3;6.0;20.5;1.173;1110.0;814.0;1571.0;854.0;1.1;73.0;75.0;-200.0
997.0;29.5;6.8;24.8;0.9077;1070.0;850.0;1502.0;778.0;1.4;91.0;94.0;-200.0
991.0;27.7;6.9;25.8;0.9076;1079.0;851.0;1490.0;738.0;1.5;81.0;93.0;-200.0
840.0;62.6;5.1;22.9;1.7253;868.0;771.0;1608.0;860.0;0.9;43.0;51.0;-200.0
872.0;27.8;8.3;28.3;1.0539;1154.0;912.0;1605.0;825.0;1.4;76.0;78.0;-200.0
813.0;32.5;11.6;25.6;1.053;1238.0;1037.0;1698.0;978.0;1.8;91.0;113.0;-200.0
959.0;53.5;4.6;16.5;0.9928;986.0;745.0;1426.0;888.0;0.5;66.0;61.0;-200.0
742.0;61.8;7.7;23.3;1.7504;951.0;886.0;1705.0;988.0;1.2;51.0;74.0;-200.0
825.0;23.8;11.2;28.5;0.915;1203.0;1023.0;1622.0;1132.0;1.8;117.0;137.0;-200.0
721.0;50.7;10.3;24.1;1.4959;1111.0;991.0;1559.0;1028.0;2.1;109.0;218.0;-200.0
889.0;42.0;6.8;20.5;1.0004;1045.0;850.0;1506.0;1102.0;1.2;93.0;78.0;-200.0
859.0;53.7;6.5;22.7;1.458;969.0;835.0;1437.0;773.0;1.0;64.0;97.0;-200.0
791.0;22.3;12.3;31.1;0.9888;1196.0;1061.0;1649.0;899.0;1.9;120.0;116.0;-200.0
796.0;23.3;12.0;30.3;0.9869;1218.0;1051.0;1689.0;881.0;2.0;108.0;121.0;-200.0
823.0;41.8;9.3;20.8;1.0155;1197.0;950.0;1592.0;918.0;2.0;118.0;110.0;-200.0
796.0;22.1;13.4;30.1;0.9281;1192.0;1097.0;1688.0;971.0;2.0;113.0;118.0;-200.0
813.0;26.3;11.5;27.7;0.9652;1156.0;1034.0;1640.0;1123.0;2.1;122.0;154.0;-200.0
706.0;67.5;8.8;21.5;1.708;1088.0;932.0;1565.0;1034.0;1.3;72.0;203.0;-200.0
983.0;52.1;5.7;16.4;0.9612;980.0;800.0;1462.0;810.0;0.7;54.0;46.0;-200.0
783.0;18.9;13.8;32.2;0.8964;1208.0;1111.0;1653.0;1018.0;2.3;127.0;133.0;-200.0
760.0;34.0;8.4;33.5;1.73;1012.0;914.0;1653.0;858.0;1.7;88.0;80.0;-200.0
902.0;17.1;13.4;26.7;0.5909;1106.0;1097.0;1552.0;941.0;2.4;105.0;135.0;-200.0
950.0;20.8;10.1;25.1;0.6516;1029.0;983.0;1470.0;879.0;1.9;97.0;129.0;-200.0
1007.0;24.1;8.5;22.3;0.6394;988.0;918.0;1393.0;850.0;1.7;94.0;141.0;-200.0
913.0;35.4;8.2;19.2;0.7812;1047.0;908.0;1458.0;981.0;1.6;89.0;119.0;-200.0
919.0;43.3;7.1;17.0;0.8341;998.0;859.0;1450.0;1045.0;1.5;88.0;90.0;-200.0
852.0;33.2;10.2;20.9;0.8098;1101.0;986.0;1574.0;1100.0;2.2;124.0;163.0;-200.0
905.0;23.6;10.5;25.9;0.7771;984.0;998.0;1523.0;862.0;2.0;97.0;134.0;-200.0
723.0;17.9;10.4;38.3;1.181;1076.0;994.0;1549.0;938.0;2.0;129.0;133.0;-200.0
882.0;52.3;8.4;17.2;1.0169;1033.0;917.0;1617.0;905.0;1.5;95.0;118.0;-200.0
883.0;57.0;6.9;16.3;1.0484;1014.0;853.0;1538.0;975.0;1.3;91.0;75.0;-200.0
767.0;54.1;7.4;25.7;1.7546;963.0;872.0;1617.0;803.0;1.5;69.0;65.0;-200.0
818.0;45.5;9.8;19.5;1.0189;1084.0;970.0;1626.0;845.0;2.1;98.0;132.0;-200.0
846.0;52.8;8.7;17.2;1.0236;1066.0;927.0;1608.0;804.0;1.9;97.0;138.0;-200.0
907.0;49.7;7.2;17.6;0.9944;1020.0;866.0;1554.0;799.0;1.6;90.0;139.0;-200.0
748.0;48.6;13.4;17.4;0.9559;1159.0;1097.0;1709.0;995.0;2.9;107.0;136.0;-200.0
832.0;28.4;12.4;25.7;0.9248;1162.0;1064.0;1675.0;913.0;1.9;97.0;124.0;-200.0
775.0;53.6;12.4;16.8;1.0167;1084.0;1063.0;1703.0;1031.0;2.1;109.0;128.0;-200.0
800.0;30.1;13.7;25.0;0.9394;1100.0;1108.0;1731.0;932.0;2.3;109.0;148.0;-200.0
751.0;40.6;12.9;20.8;0.9888;1105.0;1080.0;1758.0;981.0;2.2;104.0;139.0;-200.0
901.0;56.6;4.5;25.1;1.7798;921.0;738.0;1585.0;779.0;1.0;47.0;46.0;-200.0
954.0;63.6;7.3;13.3;0.9677;1025.0;869.0;1531.0;851.0;2.1;101.0;144.0;-200.0
922.0;65.2;8.0;13.4;0.9996;1041.0;898.0;1595.0;891.0;2.0;97.0;130.0;-200.0
869.0;60.5;9.4;14.2;0.9765;1052.0;956.0;1600.0;725.0;2.3;116.0;140.0;-200.0
804.0;64.2;12.4;14.4;1.049;1138.0;1063.0;1728.0;983.0;3.3;122.0;169.0;-200.0
766.0;35.1;7.9;33.4;1.781;1016.0;896.0;1704.0;820.0;1.5;93.0;91.0;-200.0
700.0;61.3;9.0;22.1;1.6053;1138.0;938.0;1500.0;1098.0;1.5;87.0;147.0;-200.0
850.0;70.7;9.2;15.9;1.2672;1110.0;949.0;1733.0;842.0;2.1;79.0;96.0;-200.0
857.0;56.9;10.0;17.7;1.1392;981.0;978.0;1682.0;835.0;1.6;72.0;79.0;-200.0
764.0;70.8;6.9;19.0;1.5417;1035.0;851.0;1465.0;1002.0;1.3;69.0;132.0;-200.0
898.0;54.8;7.9;20.3;1.2867;1035.0;895.0;1657.0;863.0;1.3;65.0;84.0;-200.0
967.0;57.1;5.3;19.5;1.2806;1016.0;780.0;1566.0;806.0;1.1;70.0;61.0;-200.0
896.0;19.7;11.2;30.9;0.8649;1058.0;1023.0;1580.0;795.0;1.5;74.0;81.0;-200.0
886.0;25.2;11.0;26.8;0.8721;1048.0;1013.0;1584.0;940.0;1.9;96.0;127.0;-200.0
803.0;39.9;6.9;33.4;2.0177;1066.0;855.0;1712.0;929.0;1.5;61.0;101.0;-200.0
923.0;44.1;8.3;19.1;0.966;1080.0;910.0;1548.0;929.0;2.0;121.0;153.0;-200.0
858.0;42.6;10.2;19.4;0.9485;1137.0;985.0;1607.0;1045.0;2.3;118.0;171.0;-200.0
840.0;52.1;9.7;19.4;1.1642;1212.0;966.0;1691.0;1043.0;2.2;100.0;152.0;-200.0
939.0;70.2;6.5;16.5;1.3099;1047.0;833.0;1647.0;1081.0;1.6;71.0;85.0;-200.0
757.0;20.9;8.7;36.9;1.2864;1055.0;927.0;1520.0;716.0;1.7;90.0;87.0;-200.0
800.0;34.1;8.0;32.7;1.6592;983.0;897.0;1608.0;804.0;1.2;39.0;42.0;-200.0
696.0;45.9;9.7;28.8;1.7884;1109.0;965.0;1742.0;1100.0;1.6;74.0;59.0;-200.0
824.0;51.6;4.9;28.1;1.9269;942.0;758.0;1567.0;856.0;0.7;29.0;17.0;-200.0
697.0;64.5;7.3;21.1;1.594;1150.0;871.0;1502.0;1030.0;1.4;58.0;155.0;-200.0
745.0;57.8;7.9;27.3;2.0646;1053.0;895.0;1727.0;882.0;1.6;46.0;58.0;-200.0
780.0;63.9;5.1;21.3;1.5951;1062.0;770.0;1450.0;922.0;0.9;48.0;96.0;-200.0
753.0;69.1;6.3;21.3;1.7275;1082.0;825.0;1526.0;930.0;1.2;59.0;163.0;-200.0
767.0;68.1;6.7;20.8;1.6585;1069.0;844.0;1527.0;883.0;1.5;63.0;185.0;-200.0
768.0;68.4;6.6;20.7;1.6507;1073.0;838.0;1549.0;892.0;1.5;63.0;178.0;-200.0
799.0;70.5;6.1;20.1;1.6384;1039.0;817.0;1502.0;836.0;1.3;55.0;132.0;-200.0
757.0;74.9;7.2;18.6;1.5918;1041.0;865.0;1486.0;902.0;1.1;53.0;164.0;-200.0
743.0;66.1;8.9;19.0;1.4415;1057.0;934.0;1525.0;1041.0;1.9;57.0;206.0;-200.0
724.0;75.4;11.1;18.3;1.5682;1134.0;1017.0;1632.0;981.0;2.2;107.0;268.0;-200.0
920.0;18.8;7.5;35.9;1.0912;951.0;880.0;1539.0;637.0;1.6;84.0;89.0;-200.0
1030.0;42.6;7.5;20.9;1.04;918.0;879.0;1569.0;804.0;1.7;96.0;130.0;-200.0
994.0;46.8;4.9;17.1;0.9054;840.0;758.0;1189.0;829.0;1.0;85.0;148.0;-200.0
1012.0;64.5;2.8;17.0;1.2374;852.0;641.0;1172.0;710.0;0.5;44.0;83.0;-200.0
838.0;47.6;10.2;26.6;1.6315;1133.0;984.0;1897.0;976.0;1.9;92.0;110.0;-200.0
758.0;51.6;7.5;18.3;1.0732;1056.0;878.0;1308.0;856.0;1.9;116.0;244.0;-200.0
1017.0;25.2;8.4;30.3;1.0652;896.0;917.0;1577.0;704.0;1.4;72.0;83.0;-200.0
899.0;71.9;6.0;12.8;1.0632;1132.0;810.0;1532.0;1021.0;1.6;83.0;77.0;127.0
832.0;24.1;14.1;31.6;1.0994;998.0;1119.0;1780.0;1057.0;2.5;120.0;207.0;-200.0
828.0;24.5;7.2;34.3;1.3021;958.0;867.0;1468.0;660.0;1.2;37.0;30.0;-200.0
927.0;63.5;3.7;23.8;1.8495;965.0;692.0;1549.0;653.0;0.9;52.0;45.0;-200.0
818.0;20.8;14.1;35.9;1.2103;1078.0;1121.0;1806.0;963.0;2.3;119.0;149.0;-200.0
913.0;72.3;3.7;14.9;1.2186;889.0;694.0;1198.0;743.0;0.6;45.0;114.0;-200.0
680.0;59.6;9.0;24.8;1.8351;1229.0;941.0;1653.0;1040.0;1.9;68.0;220.0;-200.0
866.0;33.4;6.0;32.3;1.59;1034.0;812.0;1563.0;660.0;1.3;82.0;70.0;-200.0
737.0;33.5;12.6;32.1;1.569;1157.0;1069.0;1653.0;1100.0;2.2;120.0;274.0;-200.0
1001.0;59.4;5.4;19.5;1.3328;872.0;782.0;1607.0;874.0;0.9;76.0;75.0;-200.0
644.0;73.3;16.1;20.9;1.787;1298.0;1181.0;1962.0;1256.0;-200.0;-200.0;-200.0;-200.0
712.0;22.9;11.2;37.3;1.4369;1142.0;1021.0;1670.0;1159.0;1.8;120.0;132.0;-200.0
669.0;52.0;10.5;28.8;2.0297;1144.0;997.0;1816.0;1021.0;1.8;63.0;64.0;-200.0
703.0;77.2;10.0;15.5;1.3502;1055.0;977.0;1506.0;1013.0;1.6;61.0;326.0;-200.0
743.0;40.5;8.8;27.7;1.4835;1053.0;933.0;1658.0;1257.0;1.3;72.0;72.0;-200.0
800.0;16.8;9.5;36.4;1.0033;998.0;958.0;1484.0;677.0;-200.0;106.0;96.0;-200.0
914.0;60.9;8.7;21.9;1.5799;1036.0;928.0;1787.0;909.0;-200.0;59.0;89.0;-200.0
