PT08.S3(NOx);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);CO(GT);NO2(GT);NOx(GT);NMHC(GT)
940.0;15.8;15.2;29.3;0.6309;1365.0;1154.0;1679.0;1221.0;2.9;129.0;186.0;193.0
665.0;73.2;10.7;17.5;1.4515;1071.0;1003.0;1542.0;1045.0;2.2;58.0;252.0;-200.0
1016.0;73.2;2.7;17.6;1.4555;802.0;636.0;1289.0;721.0;0.6;35.0;96.0;-200.0
947.0;55.4;8.1;14.3;0.8975;1161.0;904.0;1502.0;1240.0;1.4;107.0;92.0;70.0
752.0;76.4;7.6;18.2;1.5787;983.0;881.0;1472.0;928.0;1.6;56.0;227.0;-200.0
1260.0;61.9;2.9;11.6;0.8442;954.0;645.0;1334.0;925.0;-200.0;78.0;60.0;28.0
901.0;24.9;13.1;25.2;0.7829;1379.0;1087.0;1660.0;1144.0;2.3;126.0;137.0;-200.0
579.0;71.6;14.7;20.4;1.7004;1264.0;1138.0;1733.0;1245.0;3.2;86.0;412.0;-200.0
814.0;48.4;14.1;16.0;0.8768;1430.0;1121.0;1732.0;1322.0;3.2;135.0;178.0;-200.0
918.0;69.7;8.9;12.0;0.9735;1287.0;936.0;1606.0;1040.0;2.0;106.0;126.0;-200.0
1021.0;71.1;6.6;11.9;0.9915;1134.0;840.0;1501.0;917.0;1.6;96.0;103.0;-200.0
1229.0;69.3;3.6;12.5;1.0029;999.0;688.0;1380.0;594.0;0.9;63.0;48.0;-200.0
679.0;74.7;9.6;19.2;1.6398;1061.0;962.0;1554.0;1395.0;1.8;45.0;200.0;-200.0
689.0;67.0;8.8;22.0;1.7441;1141.0;932.0;1595.0;1014.0;1.8;71.0;226.0;-200.0
1054.0;64.9;6.7;12.4;0.9332;1182.0;845.0;1539.0;704.0;1.5;99.0;115.0;-200.0
628.0;64.6;11.0;23.0;1.7851;1240.0;1014.0;1643.0;1144.0;2.4;77.0;303.0;-200.0
812.0;74.1;5.7;19.3;1.6391;997.0;797.0;1470.0;824.0;1.3;64.0;169.0;-200.0
904.0;57.6;9.1;14.7;0.9573;1175.0;945.0;1604.0;1081.0;2.2;116.0;143.0;-200.0
1105.0;55.9;5.2;13.9;0.8842;1090.0;773.0;1429.0;761.0;1.6;83.0;86.0;-200.0
1182.0;55.6;4.1;13.9;0.8765;1017.0;718.0;1382.0;650.0;1.3;81.0;74.0;-200.0
1035.0;74.2;2.7;18.4;1.5581;844.0;630.0;1320.0;627.0;-200.0;45.0;74.0;-200.0
1161.0;58.4;4.3;13.5;0.896;1064.0;728.0;1461.0;842.0;1.1;91.0;115.0;-200.0
776.0;52.3;12.5;15.0;0.8881;1425.0;1068.0;1764.0;1341.0;2.6;107.0;166.0;-200.0
833.0;68.6;5.7;19.7;1.5563;972.0;799.0;1425.0;825.0;1.5;72.0;199.0;-200.0
688.0;66.7;10.2;20.1;1.5548;1119.0;984.0;1539.0;1082.0;2.4;90.0;311.0;-200.0
900.0;42.9;9.3;19.0;0.937;1376.0;953.0;1636.0;1153.0;2.1;93.0;125.0;-200.0
980.0;42.3;7.6;19.5;0.9476;1305.0;884.0;1573.0;927.0;1.7;87.0;95.0;-200.0
930.0;43.8;9.7;19.1;0.9556;1392.0;967.0;1649.0;941.0;2.1;94.0;119.0;-200.0
612.0;64.8;13.8;20.4;1.5379;1187.0;1110.0;1658.0;1229.0;2.8;96.0;392.0;-200.0
585.0;79.9;15.4;16.9;1.5253;1202.0;1160.0;1723.0;1165.0;3.1;102.0;455.0;-200.0
864.0;55.4;9.9;16.2;1.0132;1323.0;973.0;1712.0;1125.0;2.3;111.0;147.0;-200.0
835.0;58.6;10.6;15.7;1.0396;1456.0;999.0;1714.0;1202.0;2.8;107.0;175.0;-200.0
941.0;60.9;7.4;15.1;1.0398;1300.0;872.0;1577.0;1054.0;2.1;90.0;133.0;-200.0
1062.0;65.3;4.4;14.5;1.0704;1155.0;734.0;1528.0;1035.0;1.2;91.0;122.0;-200.0
823.0;48.1;12.6;17.8;0.9689;1501.0;1071.0;1744.0;1130.0;3.5;119.0;185.0;-200.0
995.0;60.0;6.1;16.1;1.0919;1161.0;815.0;1582.0;909.0;1.7;86.0;93.0;-200.0
1072.0;57.6;5.1;15.7;1.0195;1090.0;768.0;1538.0;699.0;1.2;76.0;86.0;-200.0
826.0;79.8;5.4;16.9;1.5238;931.0;784.0;1372.0;833.0;-200.0;72.0;173.0;-200.0
809.0;81.5;5.9;16.8;1.5418;979.0;805.0;1383.0;843.0;1.4;-200.0;-200.0;-200.0
782.0;80.6;6.9;16.9;1.5372;1023.0;851.0;1413.0;881.0;1.8;94.0;259.0;-200.0
690.0;79.9;9.9;17.3;1.5643;1123.0;973.0;1520.0;999.0;2.4;108.0;351.0;-200.0
801.0;76.3;7.0;17.3;1.4919;1038.0;856.0;1415.0;905.0;1.8;116.0;284.0;-200.0
832.0;57.3;13.8;11.0;0.7501;1383.0;1109.0;1706.0;1173.0;3.1;97.0;174.0;245.0
950.0;44.3;8.0;15.1;0.7535;1138.0;898.0;1505.0;966.0;1.7;88.0;136.0;118.0
959.0;34.6;8.7;16.9;0.6597;1118.0;927.0;1477.0;825.0;1.7;96.0;119.0;144.0
616.0;75.4;13.9;20.1;1.751;1214.0;1113.0;1664.0;1213.0;2.7;118.0;305.0;-200.0
1081.0;53.0;5.9;13.6;0.8209;1027.0;809.0;1442.0;733.0;1.3;88.0;106.0;95.0
968.0;37.4;9.4;17.1;0.7225;1102.0;957.0;1527.0;820.0;2.0;88.0;120.0;143.0
1083.0;56.1;5.7;10.6;0.714;1014.0;798.0;1376.0;909.0;1.5;106.0;99.0;104.0
1098.0;61.1;5.5;9.6;0.7323;1048.0;787.0;1373.0;835.0;1.7;97.0;93.0;88.0
1130.0;71.8;4.0;8.0;0.7711;1005.0;713.0;1363.0;924.0;0.9;78.0;103.0;64.0
738.0;71.6;7.7;19.3;1.5844;1069.0;889.0;1469.0;976.0;1.3;91.0;242.0;-200.0
826.0;35.3;13.4;16.8;0.6729;1207.0;1098.0;1664.0;1195.0;2.7;121.0;180.0;296.0
948.0;27.1;11.0;19.2;0.5976;1099.0;1014.0;1503.0;868.0;2.0;97.0;112.0;181.0
886.0;43.3;11.2;14.2;0.6982;1180.0;1023.0;1588.0;966.0;2.3;102.0;127.0;247.0
868.0;45.6;11.6;12.1;0.6403;1168.0;1037.0;1580.0;990.0;2.4;105.0;125.0;239.0
1097.0;50.8;6.0;9.8;0.6172;1001.0;811.0;1308.0;778.0;1.5;91.0;99.0;97.0
1185.0;50.4;4.6;9.7;0.6063;953.0;743.0;1252.0;690.0;1.2;85.0;79.0;66.0
1073.0;73.8;2.5;18.4;1.5463;864.0;621.0;1286.0;574.0;0.6;43.0;65.0;-200.0
1023.0;74.7;2.9;18.2;1.5441;879.0;645.0;1288.0;612.0;0.8;50.0;83.0;-200.0
922.0;50.5;8.5;11.1;0.6654;1163.0;919.0;1530.0;1076.0;1.8;84.0;128.0;128.0
942.0;36.1;9.7;15.5;0.6313;1167.0;966.0;1520.0;1016.0;2.1;93.0;129.0;184.0
939.0;58.1;8.3;10.3;0.7278;1274.0;912.0;1451.0;1188.0;2.3;97.0;111.0;101.0
1013.0;62.2;6.3;9.3;0.7294;1135.0;827.0;1395.0;1070.0;1.7;79.0;87.0;95.0
1110.0;64.9;5.1;8.3;0.7124;1010.0;769.0;1396.0;895.0;1.3;69.0;77.0;96.0
918.0;36.9;9.0;16.8;0.7018;1218.0;938.0;1501.0;1088.0;2.3;94.0;128.0;193.0
933.0;31.3;9.5;19.2;0.6887;1210.0;958.0;1514.0;1036.0;2.3;96.0;126.0;188.0
890.0;60.4;4.8;20.4;1.4263;924.0;754.0;1327.0;783.0;1.0;63.0;103.0;-200.0
1068.0;40.2;6.2;14.1;0.6438;1114.0;823.0;1357.0;671.0;1.9;94.0;93.0;155.0
651.0;64.0;12.4;19.4;1.4282;1147.0;1065.0;1562.0;1160.0;2.5;112.0;292.0;-200.0
1105.0;30.1;5.8;15.6;0.5285;988.0;803.0;1293.0;658.0;1.5;98.0;123.0;118.0
1070.0;27.9;6.5;17.5;0.5517;1010.0;833.0;1332.0;561.0;1.6;83.0;91.0;146.0
996.0;28.9;7.9;17.0;0.5558;1058.0;896.0;1358.0;603.0;1.9;95.0;98.0;166.0
1066.0;37.9;5.7;13.2;0.5733;1020.0;797.0;1302.0;689.0;1.6;99.0;95.0;154.0
625.0;57.3;13.1;20.6;1.3792;1139.0;1088.0;1580.0;1180.0;2.3;101.0;349.0;-200.0
703.0;77.2;10.0;15.5;1.3502;1055.0;977.0;1506.0;1013.0;1.6;61.0;326.0;-200.0
946.0;81.0;3.1;17.0;1.5521;895.0;656.0;1343.0;786.0;-200.0;51.0;80.0;-200.0
734.0;78.8;7.5;17.7;1.5855;1075.0;878.0;1495.0;948.0;1.6;78.0;169.0;-200.0
1072.0;46.1;4.7;15.0;0.7833;1073.0;746.0;1360.0;789.0;1.3;84.0;73.0;95.0
691.0;57.4;9.8;21.0;1.4098;1076.0;972.0;1506.0;1192.0;2.1;95.0;239.0;-200.0
835.0;79.4;5.9;14.8;1.3312;902.0;809.0;1355.0;834.0;0.9;46.0;138.0;-200.0
737.0;74.9;8.0;16.8;1.4258;989.0;900.0;1401.0;968.0;1.6;60.0;231.0;-200.0
804.0;69.2;11.2;13.6;1.0746;1349.0;1023.0;1748.0;1054.0;2.6;114.0;171.0;295.0
1085.0;67.2;4.1;10.7;0.863;1034.0;716.0;1405.0;891.0;1.1;55.0;50.0;71.0
1237.0;66.6;2.4;10.2;0.8299;909.0;615.0;1322.0;790.0;0.7;49.0;57.0;44.0
1002.0;68.8;7.4;9.6;0.8243;1154.0;876.0;1561.0;987.0;1.7;67.0;153.0;134.0
800.0;76.9;5.9;16.2;1.4029;940.0;806.0;1392.0;1013.0;0.9;48.0;181.0;-200.0
937.0;33.9;8.6;21.8;0.8771;1125.0;924.0;1542.0;790.0;1.7;73.0;102.0;179.0
875.0;78.6;4.3;15.5;1.37;882.0;729.0;1319.0;870.0;-200.0;37.0;108.0;-200.0
878.0;75.5;4.4;16.5;1.4056;891.0;735.0;1353.0;933.0;0.9;44.0;112.0;-200.0
695.0;72.4;8.9;17.9;1.4758;1071.0;936.0;1516.0;1249.0;1.7;63.0;209.0;-200.0
1180.0;60.9;3.2;13.3;0.9229;954.0;667.0;1350.0;718.0;1.0;60.0;58.0;68.0
1137.0;64.3;3.3;11.8;0.8869;951.0;673.0;1381.0;797.0;0.9;-200.0;-200.0;57.0
1195.0;65.9;2.8;11.2;0.8775;926.0;638.0;1342.0;749.0;-200.0;52.0;37.0;36.0
614.0;50.1;11.8;25.0;1.563;1277.0;1043.0;1631.0;1155.0;2.5;99.0;306.0;-200.0
670.0;44.9;9.7;26.5;1.5278;1189.0;965.0;1533.0;1060.0;2.0;87.0;239.0;-200.0
704.0;76.6;8.1;17.5;1.5174;1037.0;902.0;1481.0;984.0;1.5;48.0;196.0;-200.0
696.0;71.1;8.4;19.3;1.5746;1050.0;916.0;1512.0;997.0;1.5;-200.0;-200.0;-200.0
567.0;70.5;14.6;20.3;1.6599;1297.0;1136.0;1725.0;1307.0;2.6;89.0;283.0;-200.0
1145.0;58.0;3.0;14.5;0.9488;986.0;651.0;1380.0;891.0;0.8;74.0;60.0;57.0
1103.0;61.6;3.3;13.7;0.9631;1005.0;673.0;1387.0;905.0;0.8;64.0;56.0;57.0
846.0;61.7;9.5;13.3;0.9399;1272.0;959.0;1660.0;1136.0;2.0;91.0;159.0;200.0
852.0;68.1;4.6;19.3;1.5139;943.0;746.0;1374.0;864.0;0.8;-200.0;-200.0;-200.0
834.0;26.5;13.5;25.8;0.8675;1361.0;1102.0;1704.0;991.0;-200.0;-200.0;-200.0;-200.0
673.0;66.7;10.1;20.4;1.583;1146.0;983.0;1518.0;1136.0;1.7;71.0;201.0;-200.0
664.0;68.1;9.8;20.3;1.6009;1158.0;970.0;1509.0;1202.0;1.7;73.0;196.0;-200.0
873.0;50.4;8.5;18.7;1.0772;1268.0;918.0;1602.0;1029.0;-200.0;-200.0;-200.0;-200.0
1063.0;59.0;4.2;15.3;1.0181;1130.0;720.0;1461.0;828.0;-200.0;-200.0;-200.0;-200.0
895.0;33.8;8.6;25.1;1.0594;1272.0;924.0;1603.0;881.0;-200.0;-200.0;-200.0;-200.0
863.0;30.8;10.0;26.1;1.0253;1296.0;977.0;1642.0;746.0;-200.0;-200.0;-200.0;-200.0
841.0;36.0;10.5;24.4;1.085;1345.0;996.0;1678.0;833.0;-200.0;-200.0;-200.0;-200.0
845.0;36.2;10.1;23.0;1.0053;1296.0;983.0;1626.0;802.0;-200.0;-200.0;-200.0;-200.0
1007.0;64.4;4.7;14.7;1.0717;1102.0;750.0;1470.0;613.0;-200.0;-200.0;-200.0;-200.0
870.0;67.3;4.1;20.8;1.6353;917.0;714.0;1355.0;843.0;0.7;-200.0;-200.0;-200.0
634.0;47.6;12.2;27.0;1.67;1197.0;1058.0;1626.0;1237.0;2.0;91.0;273.0;-200.0
706.0;67.5;8.8;21.5;1.708;1088.0;932.0;1565.0;1034.0;1.3;72.0;203.0;-200.0
852.0;50.9;8.7;17.5;1.009;1243.0;928.0;1622.0;1079.0;2.0;100.0;109.0;178.0
784.0;69.0;6.0;21.4;1.7421;994.0;812.0;1453.0;947.0;1.5;-200.0;-200.0;-200.0
552.0;70.3;15.4;21.3;1.7574;1289.0;1161.0;1765.0;1289.0;3.3;91.0;335.0;-200.0
849.0;36.8;10.3;18.8;0.7883;1143.0;988.0;1590.0;710.0;1.9;98.0;109.0;226.0
594.0;74.4;13.1;18.5;1.5661;1196.0;1086.0;1659.0;1224.0;-200.0;-200.0;-200.0;-200.0
1053.0;47.0;4.8;15.7;0.8325;1012.0;752.0;1393.0;649.0;1.1;74.0;66.0;94.0
911.0;53.1;7.4;16.1;0.9675;1087.0;876.0;1554.0;737.0;1.6;96.0;112.0;196.0
883.0;42.2;9.1;18.1;0.8679;1109.0;943.0;1604.0;767.0;1.8;103.0;115.0;151.0
876.0;74.0;11.0;10.0;0.9087;1207.0;1013.0;1632.0;982.0;3.3;116.0;174.0;343.0
818.0;73.8;5.6;14.9;1.24;932.0;792.0;1323.0;903.0;-200.0;-200.0;-200.0;-200.0
1153.0;75.2;4.3;9.3;0.8796;1020.0;727.0;1391.0;631.0;1.3;85.0;81.0;70.0
1074.0;75.0;4.8;9.3;0.8799;1020.0;752.0;1398.0;839.0;1.4;97.0;95.0;88.0
746.0;74.7;8.0;14.9;1.2564;1022.0;898.0;1414.0;955.0;-200.0;-200.0;-200.0;-200.0
761.0;63.5;8.0;17.5;1.2622;995.0;898.0;1409.0;1023.0;-200.0;-200.0;-200.0;-200.0
820.0;70.5;13.8;8.1;0.7627;1274.0;1109.0;1723.0;1138.0;2.6;80.0;161.0;226.0
608.0;43.2;16.0;22.2;1.1427;1163.0;1179.0;1641.0;1180.0;-200.0;-200.0;-200.0;-200.0
818.0;34.2;12.7;19.3;0.7566;1223.0;1075.0;1678.0;1198.0;2.4;112.0;164.0;308.0
865.0;27.4;11.3;21.5;0.6941;1121.0;1026.0;1541.0;958.0;2.1;96.0;122.0;238.0
816.0;26.7;14.2;20.4;0.6323;1176.0;1123.0;1609.0;1068.0;2.6;125.0;166.0;301.0
759.0;73.6;9.2;12.6;1.0699;1011.0;947.0;1425.0;953.0;-200.0;-200.0;-200.0;-200.0
808.0;60.6;8.1;15.5;1.0574;987.0;904.0;1344.0;903.0;-200.0;-200.0;-200.0;-200.0
701.0;37.3;12.2;22.0;0.9768;979.0;1057.0;1473.0;760.0;-200.0;-200.0;-200.0;-200.0
866.0;39.9;6.8;21.6;1.0156;960.0;848.0;1305.0;701.0;-200.0;-200.0;-200.0;-200.0
900.0;42.6;6.2;21.5;1.0798;947.0;821.0;1302.0;697.0;-200.0;-200.0;-200.0;-200.0
913.0;58.7;5.6;17.1;1.1332;959.0;792.0;1315.0;717.0;-200.0;-200.0;-200.0;-200.0
825.0;35.7;8.7;22.0;0.9329;995.0;927.0;1320.0;718.0;-200.0;-200.0;-200.0;-200.0
892.0;41.3;7.0;20.3;0.9745;913.0;857.0;1275.0;640.0;-200.0;-200.0;-200.0;-200.0
1142.0;69.3;3.6;11.1;0.9128;922.0;687.0;1390.0;825.0;1.0;-200.0;-200.0;65.0
895.0;71.0;8.2;11.0;0.9279;1081.0;906.0;1591.0;1024.0;1.7;72.0;150.0;157.0
949.0;31.6;8.7;18.3;0.6562;1037.0;927.0;1426.0;740.0;2.0;111.0;122.0;165.0
861.0;41.5;10.5;14.8;0.6929;1123.0;996.0;1551.0;1033.0;2.4;133.0;172.0;277.0
812.0;55.5;11.6;12.3;0.7916;1247.0;1037.0;1618.0;1193.0;2.9;125.0;187.0;248.0
667.0;70.4;12.2;15.9;1.2658;1124.0;1057.0;1569.0;1091.0;-200.0;-200.0;-200.0;-200.0
986.0;82.1;3.7;14.5;1.3493;916.0;692.0;1287.0;683.0;-200.0;-200.0;-200.0;-200.0
1177.0;47.9;3.9;13.0;0.7116;938.0;706.0;1320.0;642.0;1.0;51.0;47.0;70.0
825.0;83.8;7.2;14.1;1.346;1069.0;865.0;1394.0;816.0;-200.0;-200.0;-200.0;-200.0
648.0;53.6;14.1;20.1;1.2477;1123.0;1119.0;1593.0;1198.0;-200.0;-200.0;-200.0;-200.0
906.0;83.8;4.3;14.8;1.4005;934.0;730.0;1345.0;757.0;-200.0;-200.0;-200.0;-200.0
770.0;82.3;7.7;15.1;1.4009;1062.0;887.0;1473.0;866.0;-200.0;-200.0;-200.0;-200.0
679.0;44.9;11.3;21.9;1.1635;1130.0;1024.0;1537.0;1177.0;-200.0;-200.0;-200.0;-200.0
746.0;41.2;9.7;21.5;1.0399;1051.0;968.0;1442.0;984.0;-200.0;-200.0;-200.0;-200.0
776.0;42.2;9.1;20.4;0.9964;990.0;942.0;1359.0;986.0;-200.0;-200.0;-200.0;-200.0
659.0;55.4;13.6;15.6;0.9725;1097.0;1103.0;1520.0;1113.0;-200.0;-200.0;-200.0;-200.0
759.0;56.3;10.1;14.8;0.9459;981.0;983.0;1370.0;942.0;-200.0;-200.0;-200.0;-200.0
859.0;47.6;6.9;17.4;0.9387;948.0;853.0;1283.0;839.0;-200.0;-200.0;-200.0;-200.0
932.0;49.9;5.3;16.5;0.9289;882.0;776.0;1222.0;760.0;1.2;72.0;281.0;-200.0
908.0;58.1;5.8;14.3;0.9404;925.0;800.0;1272.0;750.0;-200.0;-200.0;-200.0;-200.0
898.0;57.7;6.0;15.4;1.0008;890.0;813.0;1274.0;772.0;-200.0;-200.0;-200.0;-200.0
707.0;46.0;12.1;20.5;1.1;1043.0;1053.0;1514.0;959.0;-200.0;-200.0;-200.0;-200.0
956.0;50.8;7.3;12.6;0.7387;1020.0;871.0;1426.0;911.0;1.6;93.0;133.0;144.0
785.0;55.9;9.0;18.2;1.1547;998.0;941.0;1442.0;914.0;-200.0;-200.0;-200.0;-200.0
843.0;59.2;9.4;12.3;0.8461;1168.0;954.0;1586.0;1201.0;2.1;104.0;152.0;194.0
1086.0;64.6;3.9;10.9;0.8395;936.0;705.0;1364.0;918.0;0.9;73.0;73.0;85.0
1029.0;67.5;3.2;17.8;1.3674;814.0;666.0;1311.0;719.0;0.5;34.0;56.0;-200.0
1134.0;65.1;2.1;18.3;1.3529;809.0;593.0;1277.0;647.0;0.5;44.0;58.0;-200.0
826.0;34.8;11.0;18.7;0.7436;1180.0;1014.0;1595.0;1036.0;-200.0;-200.0;-200.0;-200.0
799.0;34.7;12.6;18.6;0.7369;1195.0;1072.0;1609.0;1144.0;-200.0;-200.0;-200.0;-200.0
919.0;60.7;5.1;18.9;1.311;911.0;769.0;1340.0;791.0;1.1;54.0;113.0;-200.0
743.0;66.1;8.9;19.0;1.4415;1057.0;934.0;1525.0;1041.0;1.9;57.0;206.0;-200.0
607.0;64.0;15.2;21.1;1.5795;1225.0;1155.0;1738.0;1159.0;2.7;91.0;379.0;-200.0
757.0;74.9;7.2;18.6;1.5918;1041.0;865.0;1486.0;902.0;1.1;53.0;164.0;-200.0
799.0;70.5;6.1;20.1;1.6384;1039.0;817.0;1502.0;836.0;1.3;55.0;132.0;-200.0
899.0;71.9;6.0;12.8;1.0632;1132.0;810.0;1532.0;1021.0;1.6;83.0;77.0;127.0
778.0;75.3;10.0;11.7;1.0325;1242.0;978.0;1686.0;1184.0;2.0;87.0;180.0;179.0
827.0;51.4;9.9;15.3;0.8886;1150.0;973.0;1590.0;1188.0;2.6;105.0;186.0;251.0
781.0;46.7;11.0;17.6;0.9324;1223.0;1014.0;1666.0;1219.0;2.6;108.0;172.0;212.0
768.0;68.4;6.6;20.7;1.6507;1073.0;838.0;1549.0;892.0;1.5;63.0;178.0;-200.0
767.0;68.1;6.7;20.8;1.6585;1069.0;844.0;1527.0;883.0;1.5;63.0;185.0;-200.0
680.0;59.6;9.0;24.8;1.8351;1229.0;941.0;1653.0;1040.0;1.9;68.0;220.0;-200.0
753.0;69.1;6.3;21.3;1.7275;1082.0;825.0;1526.0;930.0;1.2;59.0;163.0;-200.0
905.0;79.6;8.1;12.5;1.1538;1141.0;902.0;1672.0;965.0;-200.0;-200.0;-200.0;-200.0
969.0;61.0;6.0;16.8;1.1599;1033.0;810.0;1526.0;864.0;-200.0;-200.0;-200.0;-200.0
1054.0;50.1;5.0;18.8;1.0769;984.0;763.0;1472.0;641.0;-200.0;-200.0;-200.0;-200.0
942.0;64.0;3.6;22.8;1.7507;941.0;686.0;1406.0;549.0;-200.0;38.0;50.0;-200.0
1043.0;49.9;5.0;17.9;1.0135;970.0;763.0;1462.0;608.0;-200.0;-200.0;-200.0;-200.0
942.0;56.2;6.3;16.0;1.0164;1027.0;827.0;1529.0;742.0;-200.0;-200.0;-200.0;-200.0
