NMHC(GT);PT08.S3(NOx);C6H6(GT);T;RH;AH;PT08.S4(NO2);PT08.S1(CO);PT08.S2(NMHC);PT08.S5(O3);CO(GT);NO2(GT);NOx(GT)
-200.0;570.0;19.9;8.6;75.5;0.8469;1605.0;1275.0;1294.0;1280.0;4.6;-200.0;-200.0
-200.0;764.0;6.9;19.0;70.8;1.5417;1465.0;1035.0;851.0;1002.0;1.3;69.0;132.0
-200.0;872.0;4.3;19.0;70.3;1.5308;1371.0;966.0;726.0;892.0;0.7;60.0;120.0
-200.0;880.0;9.3;25.1;35.7;1.1222;1393.0;1083.0;951.0;1054.0;1.7;131.0;223.0
-200.0;932.0;8.2;27.1;31.0;1.0991;1354.0;1017.0;908.0;880.0;1.4;119.0;194.0
-200.0;846.0;9.4;16.7;47.2;0.892;1570.0;1074.0;954.0;956.0;2.2;112.0;136.0
-200.0;908.0;12.2;33.6;19.6;1.0029;1406.0;1077.0;1056.0;935.0;2.1;143.0;280.0
-200.0;733.0;6.2;16.5;50.8;0.9442;1238.0;1096.0;819.0;904.0;1.7;127.0;243.0
-200.0;703.0;10.2;27.3;38.3;1.3669;1546.0;1081.0;983.0;1079.0;2.1;64.0;145.0
-200.0;668.0;9.6;20.6;62.0;1.4827;1517.0;1147.0;964.0;1116.0;1.7;60.0;165.0
-200.0;733.0;5.8;13.4;61.0;0.9348;1225.0;1122.0;803.0;960.0;1.5;115.0;211.0
-200.0;817.0;5.5;18.2;70.1;1.4552;1390.0;981.0;790.0;898.0;0.9;47.0;147.0
-200.0;681.0;7.0;17.9;38.8;0.7883;1182.0;1103.0;857.0;946.0;1.5;123.0;230.0
-200.0;824.0;2.9;8.4;74.5;0.8241;1090.0;1016.0;647.0;937.0;0.8;85.0;117.0
-200.0;697.0;7.3;21.1;64.5;1.594;1502.0;1150.0;871.0;1030.0;1.4;58.0;155.0
-200.0;681.0;7.8;20.8;66.7;1.6201;1549.0;1157.0;890.0;1054.0;1.3;53.0;154.0
-200.0;765.0;6.3;22.2;65.2;1.7256;1521.0;1049.0;826.0;917.0;1.1;51.0;150.0
-200.0;922.0;8.0;13.4;65.2;0.9996;1595.0;1041.0;898.0;891.0;2.0;97.0;130.0
-200.0;807.0;5.6;24.1;59.0;1.7449;1494.0;1055.0;795.0;834.0;1.0;51.0;103.0
-200.0;857.0;10.5;13.9;62.7;0.9905;1642.0;1016.0;995.0;854.0;2.2;96.0;117.0
-200.0;733.0;5.2;11.7;62.1;0.8535;1178.0;1128.0;771.0;923.0;0.4;122.0;193.0
-200.0;771.0;6.7;10.0;55.0;0.6753;1132.0;1009.0;845.0;856.0;0.6;128.0;263.0
-200.0;767.0;6.7;20.8;68.1;1.6585;1527.0;1069.0;844.0;883.0;1.5;63.0;185.0
-200.0;883.0;6.9;16.3;57.0;1.0484;1538.0;1014.0;853.0;975.0;1.3;91.0;75.0
-200.0;1026.0;9.6;19.4;38.1;0.8511;1530.0;1038.0;961.0;949.0;-200.0;-200.0;-200.0
-200.0;1105.0;5.2;13.9;55.9;0.8842;1429.0;1090.0;773.0;761.0;1.6;83.0;86.0
-200.0;678.0;15.1;36.8;18.0;1.0945;1732.0;1195.0;1153.0;1370.0;2.1;159.0;226.0
-200.0;799.0;6.1;20.1;70.5;1.6384;1502.0;1039.0;817.0;836.0;1.3;55.0;132.0
-200.0;700.0;10.3;20.0;63.3;1.4672;1556.0;1052.0;987.0;1102.0;1.9;62.0;224.0
-200.0;742.0;7.0;22.8;58.5;1.5992;1544.0;953.0;858.0;780.0;1.3;79.0;136.0
-200.0;869.0;12.5;27.1;21.6;0.7618;1573.0;1048.0;1068.0;993.0;2.1;110.0;147.0
-200.0;743.0;8.9;19.0;66.1;1.4415;1525.0;1057.0;934.0;1041.0;1.9;57.0;206.0
-200.0;919.0;5.1;18.9;60.7;1.311;1340.0;911.0;769.0;791.0;1.1;54.0;113.0
-200.0;744.0;8.3;24.7;41.8;1.2839;1512.0;977.0;913.0;977.0;1.7;81.0;104.0
-200.0;1004.0;6.2;15.6;56.6;0.9951;1526.0;1203.0;823.0;903.0;1.6;84.0;89.0
-200.0;767.0;7.1;20.7;53.3;1.287;1483.0;932.0;861.0;894.0;1.2;62.0;75.0
-200.0;890.0;9.1;16.0;47.4;0.8564;1576.0;1065.0;942.0;1067.0;1.4;68.0;106.0
-200.0;1037.0;8.5;26.0;22.7;0.7532;1455.0;1026.0;920.0;746.0;1.7;97.0;104.0
-200.0;879.0;9.9;20.2;34.3;0.8017;1552.0;1101.0;972.0;1001.0;1.6;97.0;95.0
-200.0;724.0;14.1;34.8;22.8;1.2488;1854.0;1116.0;1120.0;1035.0;2.4;124.0;150.0
-200.0;965.0;10.7;21.3;26.8;0.6681;1574.0;1094.0;1003.0;813.0;2.1;99.0;130.0
-200.0;723.0;10.4;38.3;17.9;1.181;1549.0;1076.0;994.0;938.0;2.0;129.0;133.0
-200.0;800.0;8.3;32.9;21.8;1.0714;1441.0;973.0;911.0;891.0;1.6;121.0;126.0
-200.0;714.0;11.2;29.9;26.2;1.0891;1549.0;1008.0;1021.0;1176.0;2.0;122.0;177.0
-200.0;725.0;10.0;20.6;45.5;1.0925;1515.0;965.0;977.0;1014.0;1.6;94.0;149.0
-200.0;866.0;5.7;20.1;47.8;1.1093;1392.0;868.0;798.0;824.0;1.1;71.0;83.0
-200.0;856.0;5.5;25.7;35.8;1.16;1342.0;952.0;787.0;723.0;1.3;-200.0;-200.0
-200.0;1109.0;3.2;22.6;34.8;0.9441;1349.0;826.0;666.0;641.0;0.5;-200.0;-200.0
-200.0;1001.0;5.2;16.3;45.1;0.8286;1393.0;975.0;774.0;878.0;0.9;69.0;73.0
-200.0;1013.0;7.9;28.2;19.0;0.7164;1400.0;1017.0;897.0;780.0;1.6;92.0;96.0
-200.0;975.0;7.0;22.9;37.0;1.0197;1495.0;1093.0;858.0;816.0;1.6;95.0;96.0
-200.0;1029.0;5.0;32.0;19.8;0.9273;1359.0;881.0;765.0;489.0;0.9;86.0;66.0
-200.0;738.0;7.9;29.9;44.7;1.8511;1693.0;1025.0;896.0;823.0;1.4;55.0;70.0
-200.0;711.0;8.7;19.1;75.6;1.6519;1564.0;1067.0;928.0;1309.0;1.5;51.0;213.0
-200.0;800.0;6.0;19.1;70.0;1.5331;1418.0;989.0;814.0;915.0;1.0;51.0;146.0
-200.0;876.0;4.6;18.1;72.1;1.4834;1381.0;925.0;742.0;842.0;0.7;43.0;127.0
-200.0;796.0;10.6;33.4;20.1;1.0142;1515.0;979.0;999.0;1027.0;2.0;110.0;148.0
-200.0;835.0;6.7;33.9;32.3;1.6809;1567.0;982.0;844.0;638.0;1.2;71.0;52.0
-200.0;756.0;7.4;24.8;47.9;1.4819;1421.0;1058.0;875.0;877.0;1.4;70.0;151.0
-200.0;670.0;9.7;26.5;44.9;1.5278;1533.0;1189.0;965.0;1060.0;2.0;87.0;239.0
-200.0;821.0;6.3;24.0;57.2;1.6835;1639.0;967.0;826.0;822.0;1.1;61.0;68.0
-200.0;877.0;9.7;21.0;30.6;0.7538;1519.0;1094.0;966.0;919.0;-200.0;-200.0;-200.0
-200.0;859.0;7.7;19.3;43.0;0.9535;1542.0;1069.0;887.0;1041.0;1.2;84.0;70.0
-200.0;474.0;25.7;21.2;62.2;1.5473;2017.0;1478.0;1447.0;1664.0;-200.0;-200.0;-200.0
-200.0;878.0;4.4;16.5;75.5;1.4056;1353.0;891.0;735.0;933.0;0.9;44.0;112.0
-200.0;918.0;8.9;12.0;69.7;0.9735;1606.0;1287.0;936.0;1040.0;2.0;106.0;126.0
-200.0;930.0;6.4;21.2;48.3;1.2034;1565.0;1123.0;832.0;792.0;1.2;68.0;65.0
-200.0;760.0;9.7;39.6;23.3;1.6535;1649.0;1082.0;965.0;844.0;1.8;126.0;105.0
-200.0;898.0;7.9;20.3;54.8;1.2867;1657.0;1035.0;895.0;863.0;1.3;65.0;84.0
-200.0;730.0;8.6;15.7;77.0;1.3591;1425.0;981.0;923.0;956.0;1.4;54.0;228.0
-200.0;758.0;7.9;19.8;63.7;1.4524;1468.0;1055.0;895.0;1043.0;1.4;79.0;175.0
-200.0;830.0;4.7;23.5;67.4;1.9305;1633.0;927.0;747.0;910.0;0.7;34.0;58.0
-200.0;786.0;5.7;17.4;81.3;1.6066;1435.0;998.0;799.0;867.0;1.2;67.0;115.0
-200.0;1134.0;3.8;25.6;37.0;1.2006;1449.0;855.0;698.0;526.0;1.0;62.0;66.0
-200.0;972.0;5.8;25.3;36.3;1.1513;1528.0;1085.0;805.0;718.0;1.1;65.0;69.0
-200.0;676.0;7.3;9.2;78.5;0.9143;1241.0;1095.0;868.0;1078.0;1.4;98.0;357.0
-200.0;721.0;7.8;13.4;66.6;1.0187;1295.0;1138.0;891.0;918.0;2.0;110.0;212.0
-200.0;833.0;5.1;16.8;81.3;1.5447;1416.0;967.0;767.0;866.0;0.7;56.0;132.0
-200.0;925.0;12.0;21.2;18.9;0.471;1416.0;1006.0;1048.0;966.0;2.1;114.0;147.0
-200.0;735.0;6.9;13.3;68.2;1.0356;1276.0;1138.0;854.0;911.0;2.2;117.0;262.0
-200.0;736.0;7.1;24.6;50.9;1.5508;1539.0;988.0;862.0;893.0;-200.0;-200.0;-200.0
-200.0;920.0;6.9;17.7;56.4;1.1342;1595.0;1046.0;851.0;908.0;1.4;77.0;94.0
-200.0;748.0;6.4;13.5;59.9;0.9261;1230.0;1074.0;832.0;934.0;1.6;119.0;244.0
-200.0;842.0;5.8;17.6;69.9;1.3969;1369.0;933.0;803.0;898.0;1.1;69.0;159.0
-200.0;1092.0;2.4;13.1;67.7;1.0198;1120.0;827.0;610.0;636.0;0.7;71.0;102.0
-200.0;878.0;5.2;15.7;76.3;1.3519;1329.0;904.0;774.0;805.0;1.0;51.0;98.0
-200.0;851.0;5.2;15.2;78.0;1.3382;1327.0;905.0;776.0;825.0;0.8;48.0;163.0
-200.0;1001.0;5.4;19.5;59.4;1.3328;1607.0;872.0;782.0;874.0;0.9;76.0;75.0
-200.0;678.0;9.7;14.9;64.1;1.0773;1365.0;1157.0;967.0;1087.0;2.1;124.0;421.0
-200.0;799.0;6.1;18.5;76.4;1.6112;1430.0;1009.0;816.0;856.0;1.1;69.0;200.0
-200.0;686.0;12.3;33.3;24.4;1.232;1601.0;1028.0;1060.0;806.0;2.0;108.0;213.0
-200.0;801.0;6.4;24.0;53.4;1.5748;1600.0;948.0;829.0;926.0;1.0;71.0;68.0
-200.0;771.0;7.3;22.6;58.8;1.5903;1666.0;975.0;871.0;942.0;1.2;71.0;72.0
-200.0;909.0;9.2;24.6;36.7;1.1202;1657.0;1117.0;946.0;915.0;1.9;86.0;105.0
-200.0;717.0;8.6;24.3;57.4;1.7233;1585.0;1117.0;922.0;994.0;2.0;83.0;259.0
-200.0;854.0;8.8;19.4;54.6;1.2184;1693.0;1131.0;932.0;1048.0;1.8;86.0;104.0
-200.0;726.0;9.7;22.2;41.4;1.097;1446.0;1052.0;966.0;982.0;-200.0;-200.0;-200.0
-200.0;940.0;3.1;3.4;81.4;0.6425;972.0;902.0;659.0;800.0;1.1;92.0;158.0
-200.0;993.0;9.8;23.6;30.1;0.8663;1573.0;997.0;971.0;930.0;1.5;128.0;127.0
-200.0;1044.0;8.4;22.3;33.6;0.8913;1515.0;976.0;916.0;880.0;1.2;117.0;117.0
-200.0;972.0;6.3;17.8;44.3;0.8929;1465.0;1004.0;827.0;627.0;-200.0;-200.0;-200.0
-200.0;864.0;5.3;7.5;81.5;0.8495;1136.0;918.0;778.0;859.0;1.1;68.0;165.0
-200.0;881.0;7.0;28.4;35.8;1.3665;1549.0;950.0;856.0;780.0;-200.0;92.0;62.0
-200.0;846.0;6.6;28.5;41.6;1.5959;1636.0;1049.0;839.0;858.0;1.6;110.0;103.0
-200.0;653.0;10.8;18.2;70.0;1.4519;1589.0;1147.0;1009.0;1096.0;1.7;50.0;279.0
-200.0;925.0;4.5;16.9;72.0;1.3749;1287.0;861.0;735.0;789.0;0.9;58.0;99.0
-200.0;820.0;4.9;9.8;81.9;0.9923;1241.0;1125.0;758.0;867.0;0.2;104.0;167.0
-200.0;806.0;5.8;23.6;51.5;1.4852;1597.0;973.0;802.0;1139.0;0.8;70.0;74.0
-200.0;802.0;6.3;19.3;65.5;1.45;1382.0;948.0;826.0;897.0;1.1;57.0;137.0
-200.0;831.0;5.2;17.6;70.8;1.4105;1362.0;955.0;775.0;862.0;1.2;55.0;140.0
-200.0;698.0;9.2;18.4;68.5;1.439;1467.0;1091.0;945.0;1014.0;1.8;62.0;213.0
-200.0;719.0;7.6;16.8;73.3;1.3915;1430.0;1010.0;884.0;938.0;1.5;59.0;216.0
-200.0;749.0;11.1;42.8;14.3;1.2003;1559.0;1079.0;1019.0;929.0;1.5;113.0;108.0
-200.0;685.0;9.0;16.1;71.2;1.2948;1395.0;1106.0;938.0;1010.0;1.8;76.0;247.0
-200.0;686.0;12.1;34.8;26.0;1.4241;1722.0;1115.0;1053.0;1086.0;-200.0;141.0;158.0
-200.0;758.0;10.8;8.0;41.0;0.4416;1103.0;980.0;1008.0;993.0;4.1;151.0;341.0
-200.0;866.0;9.0;14.2;59.1;0.952;1589.0;1089.0;940.0;1001.0;-200.0;-200.0;-200.0
-200.0;642.0;10.9;20.6;64.0;1.5346;1595.0;1232.0;1012.0;1211.0;-200.0;-200.0;-200.0
-200.0;763.0;6.9;17.3;53.3;1.0407;1279.0;1102.0;855.0;1039.0;2.3;98.0;258.0
-200.0;749.0;10.8;39.1;18.7;1.2884;1564.0;1033.0;1006.0;725.0;-200.0;121.0;96.0
-200.0;936.0;4.1;21.2;46.3;1.1501;1455.0;925.0;717.0;970.0;0.3;75.0;75.0
-200.0;836.0;4.6;5.9;62.1;0.5806;1000.0;1019.0;744.0;1049.0;1.3;-200.0;-200.0
-200.0;869.0;5.5;26.3;33.1;1.1199;1422.0;986.0;790.0;853.0;1.2;70.0;57.0
-200.0;787.0;10.7;34.0;19.2;1.0073;1524.0;1083.0;1003.0;842.0;2.1;112.0;95.0
-200.0;849.0;8.0;37.4;17.0;1.0757;1464.0;1046.0;901.0;722.0;1.6;94.0;69.0
-200.0;862.0;8.2;39.3;13.9;0.9715;1427.0;1003.0;907.0;680.0;1.4;91.0;76.0
-200.0;775.0;11.0;35.1;19.2;1.0664;1543.0;1040.0;1015.0;1025.0;1.9;117.0;120.0
-200.0;564.0;11.4;11.4;69.6;0.9373;1366.0;1280.0;1029.0;1363.0;2.4;123.0;399.0
-200.0;760.0;9.5;7.9;73.5;0.7883;1297.0;1021.0;959.0;910.0;2.0;149.0;332.0
-200.0;757.0;13.8;33.6;20.7;1.059;1691.0;1065.0;1110.0;871.0;2.4;163.0;161.0
-200.0;802.0;8.9;23.4;38.6;1.0968;1566.0;950.0;937.0;989.0;1.2;80.0;64.0
-200.0;787.0;11.2;26.3;27.3;0.9238;1552.0;970.0;1023.0;1074.0;1.9;123.0;134.0
-200.0;769.0;9.9;18.8;49.4;1.0624;1616.0;960.0;973.0;1155.0;1.3;89.0;140.0
-200.0;942.0;5.0;18.8;49.0;1.0505;1444.0;855.0;762.0;959.0;0.8;73.0;79.0
-200.0;925.0;6.7;23.0;33.8;0.9406;1448.0;868.0;846.0;836.0;1.1;69.0;72.0
-200.0;870.0;10.8;33.8;13.9;0.7172;1448.0;888.0;1007.0;794.0;2.0;105.0;149.0
-200.0;857.0;11.5;34.5;13.3;0.7158;1469.0;908.0;1031.0;901.0;2.3;112.0;187.0
-200.0;932.0;5.0;19.3;51.4;1.1387;1476.0;854.0;764.0;922.0;1.0;76.0;88.0
-200.0;786.0;10.9;23.3;34.5;0.9768;1625.0;980.0;1009.0;986.0;2.8;112.0;175.0
-200.0;842.0;8.3;24.8;33.1;1.0222;1551.0;942.0;912.0;814.0;1.6;106.0;144.0
-200.0;907.0;6.8;23.4;39.4;1.1172;1496.0;942.0;849.0;894.0;1.5;107.0;177.0
-200.0;896.0;11.1;40.3;14.2;1.0494;1610.0;1052.0;1019.0;836.0;2.0;125.0;140.0
-200.0;917.0;8.7;25.4;40.1;1.2822;1654.0;984.0;929.0;817.0;1.5;84.0;83.0
-200.0;805.0;8.7;22.7;43.9;1.1962;1615.0;1020.0;929.0;929.0;1.5;108.0;134.0
57.0;1290.0;3.2;8.6;57.8;0.6488;1232.0;940.0;664.0;646.0;1.0;79.0;70.0
-200.0;880.0;6.4;21.6;47.5;1.2118;1513.0;925.0;831.0;789.0;1.0;74.0;71.0
-200.0;985.0;4.3;12.9;64.2;0.9506;1146.0;964.0;730.0;891.0;1.0;71.0;243.0
-200.0;886.0;5.9;22.0;51.0;1.3296;1551.0;958.0;805.0;835.0;0.9;74.0;92.0
-200.0;806.0;7.3;16.6;58.5;1.0963;1264.0;1001.0;871.0;1071.0;1.7;87.0;245.0
-200.0;990.0;7.3;24.9;27.2;0.8429;1430.0;936.0;871.0;921.0;1.3;97.0;108.0
-200.0;894.0;8.9;23.5;32.2;0.922;1543.0;988.0;937.0;1008.0;1.3;91.0;98.0
-200.0;957.0;6.6;23.5;32.7;0.9349;1453.0;924.0;839.0;849.0;0.9;68.0;57.0
-200.0;823.0;6.2;27.9;41.6;1.5425;1585.0;1023.0;822.0;1050.0;1.0;74.0;65.0
-200.0;828.0;6.1;15.9;59.6;1.0673;1252.0;971.0;818.0;857.0;1.5;107.0;205.0
-200.0;788.0;10.7;41.1;15.7;1.2071;1609.0;1126.0;1004.0;926.0;1.4;108.0;98.0
-200.0;819.0;9.9;41.8;15.0;1.1989;1525.0;1076.0;972.0;923.0;1.3;109.0;111.0
-200.0;950.0;5.6;19.8;46.0;1.0524;1489.0;890.0;791.0;886.0;0.7;61.0;62.0
-200.0;848.0;6.2;27.5;34.6;1.2518;1511.0;990.0;821.0;1079.0;0.6;62.0;57.0
-200.0;828.0;5.5;11.4;83.7;1.1278;1267.0;1019.0;788.0;812.0;1.7;85.0;226.0
-200.0;605.0;11.7;4.8;78.6;0.6826;1317.0;1194.0;1038.0;1181.0;2.7;223.0;388.0
-200.0;767.0;8.0;17.7;51.5;1.0357;1275.0;1030.0;899.0;836.0;1.9;118.0;234.0
-200.0;1160.0;3.3;13.7;69.4;1.0794;1427.0;855.0;669.0;671.0;0.9;56.0;46.0
-200.0;794.0;11.3;39.9;15.8;1.141;1622.0;1058.0;1026.0;931.0;1.8;132.0;165.0
-200.0;931.0;4.6;21.8;52.3;1.3539;1540.0;913.0;743.0;884.0;0.7;66.0;65.0
-200.0;904.0;3.8;15.2;61.8;1.0602;1185.0;938.0;702.0;753.0;1.0;75.0;147.0
-200.0;776.0;10.7;28.8;32.8;1.2776;1684.0;1058.0;1004.0;947.0;1.8;98.0;92.0
-200.0;612.0;13.8;20.4;64.8;1.5379;1658.0;1187.0;1110.0;1229.0;2.8;96.0;392.0
-200.0;795.0;6.3;13.0;79.2;1.182;1285.0;1096.0;826.0;911.0;2.4;103.0;378.0
-200.0;715.0;8.1;9.8;81.4;0.9855;1289.0;1130.0;902.0;1117.0;2.3;86.0;280.0
-200.0;766.0;6.9;14.0;75.9;1.2064;1307.0;1088.0;851.0;959.0;2.0;109.0;349.0
-200.0;796.0;6.5;12.4;80.1;1.1462;1263.0;1015.0;835.0;911.0;1.5;94.0;260.0
-200.0;900.0;9.1;32.3;19.7;0.9345;1541.0;971.0;942.0;776.0;1.6;103.0;104.0
-200.0;835.0;6.1;23.7;54.3;1.5731;1669.0;1022.0;817.0;821.0;1.1;69.0;64.0
-200.0;882.0;6.8;20.6;57.4;1.3753;1640.0;936.0;849.0;886.0;1.0;61.0;70.0
-200.0;837.0;10.0;28.0;36.6;1.3603;1705.0;1041.0;979.0;1053.0;1.9;125.0;169.0
-200.0;822.0;9.0;27.4;33.4;1.2022;1658.0;1045.0;940.0;920.0;1.5;94.0;90.0
-200.0;878.0;8.2;25.8;40.9;1.3389;1675.0;976.0;909.0;830.0;1.7;97.0;103.0
-200.0;872.0;8.8;33.9;21.3;1.1067;1536.0;974.0;930.0;712.0;1.3;97.0;104.0
-200.0;740.0;7.4;11.5;81.7;1.1033;1305.0;1034.0;876.0;968.0;1.7;66.0;291.0
-200.0;789.0;12.5;20.2;37.7;0.8833;1692.0;1043.0;1066.0;1014.0;2.5;114.0;161.0
-200.0;766.0;5.5;4.2;80.9;0.6742;1129.0;1054.0;786.0;699.0;1.2;123.0;183.0
-200.0;968.0;4.6;23.4;40.6;1.1571;1461.0;897.0;745.0;807.0;0.7;77.0;50.0
-200.0;854.0;7.4;24.2;37.3;1.1118;1528.0;953.0;874.0;899.0;1.1;84.0;72.0
-200.0;745.0;11.7;29.0;27.0;1.063;1635.0;1147.0;1040.0;1155.0;1.6;102.0;123.0
-200.0;1114.0;7.5;24.9;28.3;0.8775;1261.0;999.0;879.0;960.0;1.4;119.0;180.0
-200.0;943.0;9.7;14.9;58.4;0.9839;1321.0;1085.0;967.0;976.0;2.2;108.0;241.0
-200.0;897.0;8.8;14.6;65.9;1.088;1301.0;1120.0;932.0;1039.0;2.0;105.0;238.0
-200.0;857.0;7.3;16.8;58.7;1.1109;1310.0;1114.0;872.0;991.0;1.9;98.0;197.0
-200.0;781.0;7.3;17.3;57.0;1.1137;1320.0;1117.0;871.0;986.0;1.8;94.0;182.0
-200.0;949.0;4.3;21.2;56.8;1.4094;1550.0;914.0;725.0;780.0;0.6;49.0;38.0
-200.0;799.0;10.3;34.3;26.0;1.3865;1685.0;1102.0;990.0;849.0;1.7;103.0;90.0
-200.0;878.0;4.7;4.7;57.2;0.4932;968.0;973.0;748.0;991.0;1.2;97.0;190.0
-200.0;760.0;11.4;17.9;51.4;1.0488;1416.0;1200.0;1027.0;1199.0;2.3;121.0;316.0
-200.0;900.0;7.0;28.4;39.1;1.4881;1645.0;1036.0;859.0;860.0;1.4;83.0;73.0
-200.0;917.0;6.7;32.3;30.4;1.445;1599.0;1030.0;844.0;747.0;1.5;78.0;90.0
-200.0;912.0;9.0;34.5;18.9;1.0168;1508.0;961.0;939.0;846.0;1.6;101.0;118.0
-200.0;960.0;5.5;18.6;45.8;0.9723;1466.0;891.0;790.0;816.0;0.9;70.0;74.0
-200.0;778.0;6.5;11.8;65.0;0.8966;1216.0;1089.0;835.0;1004.0;2.2;110.0;307.0
-200.0;698.0;5.7;14.0;59.7;0.9495;1235.0;1168.0;797.0;1022.0;1.5;111.0;251.0
88.0;1074.0;4.8;9.3;75.0;0.8799;1398.0;1020.0;752.0;839.0;1.4;97.0;95.0
-200.0;767.0;10.9;37.8;22.7;1.4653;1730.0;1078.0;1009.0;787.0;1.8;127.0;120.0
-200.0;736.0;10.0;25.9;46.1;1.5174;1733.0;1065.0;977.0;1103.0;1.7;90.0;83.0
-200.0;757.0;6.6;8.7;77.6;0.8753;1202.0;1090.0;841.0;989.0;-200.0;79.0;209.0
-200.0;705.0;5.3;9.9;68.9;0.8388;1187.0;1119.0;778.0;1096.0;0.3;123.0;192.0
-200.0;660.0;7.7;20.0;33.0;0.7625;1222.0;1151.0;885.0;903.0;1.6;128.0;240.0
-200.0;644.0;15.8;30.1;42.0;1.7602;1870.0;1286.0;1172.0;1295.0;-200.0;-200.0;-200.0
-200.0;971.0;4.2;36.3;27.4;1.6264;1490.0;892.0;724.0;511.0;0.8;71.0;55.0
-200.0;517.0;20.6;22.6;61.5;1.6636;1866.0;1392.0;1313.0;1478.0;3.6;119.0;524.0
-200.0;620.0;8.8;5.2;65.5;0.5836;1144.0;1250.0;933.0;1489.0;1.6;176.0;338.0
-200.0;624.0;11.0;28.9;44.3;1.7392;1650.0;1264.0;1016.0;1062.0;1.9;76.0;186.0
478.0;669.0;18.2;10.8;64.0;0.8307;1921.0;1417.0;1246.0;1403.0;3.9;94.0;263.0
-200.0;824.0;11.0;15.0;61.4;1.0385;1722.0;1075.0;1015.0;949.0;2.1;97.0;107.0
-200.0;808.0;10.0;34.0;25.6;1.3363;1688.0;1070.0;976.0;819.0;2.1;108.0;130.0
-200.0;706.0;10.6;34.7;35.9;1.9528;1766.0;1118.0;999.0;878.0;1.7;79.0;69.0
-200.0;656.0;10.8;26.0;43.6;1.4407;1649.0;1070.0;1008.0;963.0;-200.0;-200.0;-200.0
-200.0;920.0;7.5;35.9;18.8;1.0912;1539.0;951.0;880.0;637.0;1.6;84.0;89.0
