NMHC(GT);PT08.S3(NOx);C6H6(GT);T;RH;AH;PT08.S4(NO2);PT08.S1(CO);PT08.S2(NMHC);PT08.S5(O3);CO(GT);NO2(GT);NOx(GT)
-200.0;653.0;6.2;15.0;48.6;0.8253;1184.0;1136.0;822.0;744.0;0.6;130.0;218.0
-200.0;965.0;10.7;21.3;26.8;0.6681;1574.0;1094.0;1003.0;813.0;2.1;99.0;130.0
-200.0;807.0;3.3;10.6;66.1;0.8444;1137.0;1053.0;671.0;570.0;0.1;88.0;132.0
-200.0;873.0;2.3;10.3;59.4;0.7459;1027.0;1015.0;608.0;655.0;-200.0;85.0;113.0
-200.0;601.0;10.4;18.2;28.1;0.5817;1211.0;1161.0;992.0;906.0;1.3;168.0;324.0
-200.0;585.0;10.2;18.8;31.5;0.6752;1252.0;1201.0;985.0;996.0;1.1;156.0;289.0
118.0;944.0;8.7;12.0;61.1;0.8537;1570.0;1132.0;927.0;781.0;2.0;100.0;128.0
-200.0;544.0;12.3;19.3;29.9;0.6604;1319.0;1260.0;1059.0;1161.0;1.7;180.0;417.0
74.0;1105.0;5.4;11.0;61.4;0.8057;1425.0;1041.0;782.0;911.0;1.3;86.0;78.0
-200.0;705.0;9.2;19.5;15.3;0.3431;1016.0;1008.0;946.0;942.0;2.2;148.0;334.0
-200.0;801.0;4.1;6.1;72.1;0.6847;1067.0;1034.0;715.0;1051.0;1.1;98.0;131.0
-200.0;589.0;10.3;16.1;36.3;0.6593;1292.0;1253.0;988.0;1314.0;2.2;123.0;285.0
95.0;1081.0;5.9;13.6;53.0;0.8209;1442.0;1027.0;809.0;733.0;1.3;88.0;106.0
143.0;968.0;9.4;17.1;37.4;0.7225;1527.0;1102.0;957.0;820.0;2.0;88.0;120.0
104.0;1083.0;5.7;10.6;56.1;0.714;1376.0;1014.0;798.0;909.0;1.5;106.0;99.0
64.0;1130.0;4.0;8.0;71.8;0.7711;1363.0;1005.0;713.0;924.0;0.9;78.0;103.0
-200.0;821.0;4.6;4.9;52.2;0.4567;927.0;1031.0;741.0;1144.0;1.3;133.0;191.0
-200.0;732.0;9.7;15.0;15.8;0.2678;920.0;1002.0;968.0;886.0;2.3;171.0;347.0
-200.0;705.0;10.8;14.1;17.0;0.2729;988.0;1006.0;1006.0;964.0;2.1;165.0;308.0
199.0;1015.0;8.4;16.3;30.8;0.5683;1391.0;1009.0;916.0;738.0;1.9;85.0;103.0
77.0;1144.0;5.2;9.4;53.4;0.63;1307.0;1021.0;776.0;753.0;1.5;87.0;94.0
-200.0;755.0;6.6;6.9;41.3;0.4145;978.0;1022.0;837.0;881.0;1.9;168.0;322.0
-200.0;883.0;4.1;6.1;46.3;0.4394;903.0;979.0;718.0;807.0;1.4;157.0;207.0
42.0;1270.0;3.3;7.2;62.9;0.6396;1266.0;976.0;669.0;795.0;1.1;65.0;68.0
128.0;922.0;8.5;11.1;50.5;0.6654;1530.0;1163.0;919.0;1076.0;1.8;84.0;128.0
156.0;992.0;9.4;17.8;29.2;0.592;1451.0;1121.0;955.0;834.0;2.1;99.0;130.0
176.0;994.0;9.0;17.6;30.1;0.6013;1449.0;1071.0;940.0;756.0;1.9;93.0;111.0
305.0;888.0;12.6;17.7;28.6;0.5735;1596.0;1157.0;1072.0;905.0;2.5;114.0;137.0
-200.0;797.0;6.2;8.6;38.1;0.4282;942.0;1055.0;821.0;949.0;2.5;194.0;321.0
161.0;930.0;8.9;10.9;55.9;0.7277;1464.0;1293.0;937.0;1200.0;2.3;102.0;121.0
101.0;939.0;8.3;10.3;58.1;0.7278;1451.0;1274.0;912.0;1188.0;2.3;97.0;111.0
95.0;1013.0;6.3;9.3;62.2;0.7294;1395.0;1135.0;827.0;1070.0;1.7;79.0;87.0
129.0;935.0;8.3;8.2;66.7;0.7276;1501.0;1151.0;911.0;1075.0;2.2;-200.0;-200.0
-200.0;842.0;4.6;7.0;60.0;0.6055;998.0;1011.0;742.0;929.0;1.8;160.0;278.0
-200.0;751.0;7.3;13.0;29.7;0.442;1015.0;1018.0;868.0;804.0;1.8;162.0;255.0
-200.0;724.0;8.3;13.4;29.0;0.4436;1035.0;1025.0;913.0;814.0;2.2;162.0;272.0
-200.0;842.0;6.1;5.0;54.5;0.4788;1034.0;1017.0;818.0;933.0;1.3;156.0;254.0
-200.0;810.0;4.3;3.1;68.6;0.5302;989.0;993.0;727.0;1001.0;1.1;128.0;194.0
166.0;996.0;7.9;17.0;28.9;0.5558;1358.0;1058.0;896.0;603.0;1.9;95.0;98.0
163.0;957.0;8.2;14.5;35.4;0.5839;1404.0;1127.0;907.0;796.0;2.1;106.0;108.0
-200.0;848.0;4.0;5.8;59.6;0.5523;989.0;1000.0;712.0;971.0;1.7;157.0;270.0
-200.0;820.0;5.0;6.9;60.0;0.5977;1049.0;1029.0;762.0;1065.0;1.6;153.0;221.0
-200.0;765.0;4.7;3.9;80.9;0.6613;1108.0;1089.0;750.0;1117.0;1.7;138.0;241.0
86.0;1080.0;5.3;11.3;40.3;0.5376;1266.0;1054.0;779.0;1013.0;1.1;98.0;111.0
-200.0;654.0;7.5;4.3;80.9;0.6791;1206.0;1213.0;877.0;1282.0;2.3;158.0;336.0
57.0;1220.0;3.5;14.4;38.5;0.6291;1279.0;1038.0;684.0;688.0;1.0;93.0;85.0
-200.0;670.0;7.5;6.3;75.7;0.7252;1252.0;1216.0;879.0;1111.0;1.9;165.0;363.0
278.0;850.0;10.1;15.7;50.9;0.8997;1637.0;1224.0;980.0;1055.0;2.3;111.0;152.0
-200.0;692.0;6.9;3.6;75.9;0.6055;1155.0;1165.0;852.0;1197.0;2.0;177.0;438.0
44.0;1237.0;2.4;10.2;66.6;0.8299;1322.0;909.0;615.0;790.0;0.7;49.0;57.0
45.0;1176.0;2.9;11.0;63.7;0.8325;1340.0;996.0;648.0;852.0;0.9;50.0;64.0
-200.0;815.0;7.5;1.8;35.4;0.2497;887.0;967.0;880.0;892.0;2.1;148.0;313.0
-200.0;679.0;9.5;5.5;60.2;0.5458;1121.0;1171.0;960.0;1234.0;4.2;184.0;404.0
-200.0;637.0;10.7;5.9;62.1;0.5808;1224.0;1191.0;1005.0;1284.0;4.3;166.0;347.0
124.0;970.0;6.8;19.7;38.4;0.8743;1489.0;1094.0;850.0;871.0;1.6;88.0;130.0
179.0;937.0;8.6;21.8;33.9;0.8771;1542.0;1125.0;924.0;790.0;1.7;73.0;102.0
-200.0;713.0;8.1;7.2;56.7;0.579;1106.0;1087.0;903.0;1026.0;3.5;161.0;272.0
254.0;827.0;10.8;16.8;44.0;0.8341;1604.0;1192.0;1007.0;1223.0;2.5;124.0;154.0
188.0;844.0;9.9;15.8;48.0;0.8569;1570.0;1186.0;976.0;1200.0;2.0;113.0;127.0
88.0;986.0;5.6;13.3;58.8;0.8922;1442.0;1072.0;795.0;1048.0;1.3;93.0;84.0
-200.0;863.0;4.2;6.4;61.7;0.5956;974.0;987.0;723.0;684.0;2.8;126.0;185.0
-200.0;899.0;4.1;6.7;49.5;0.4892;927.0;933.0;714.0;706.0;1.5;133.0;227.0
-200.0;710.0;8.4;12.3;38.4;0.5488;1124.0;1089.0;916.0;903.0;2.3;152.0;293.0
-200.0;755.0;5.5;3.8;83.8;0.6771;1146.0;1071.0;787.0;947.0;1.5;170.0;290.0
-200.0;825.0;4.6;4.2;77.9;0.6479;1053.0;1016.0;744.0;1020.0;1.5;167.0;231.0
-200.0;605.0;11.7;4.8;78.6;0.6826;1317.0;1194.0;1038.0;1181.0;2.7;223.0;388.0
-200.0;632.0;10.3;4.9;78.2;0.6826;1254.0;1160.0;990.0;1090.0;2.5;238.0;403.0
-200.0;915.0;10.8;24.8;27.0;0.8325;1573.0;1257.0;1006.0;870.0;-200.0;-200.0;-200.0
-200.0;629.0;10.1;5.7;72.5;0.6686;1244.0;1151.0;983.0;1121.0;2.5;232.0;375.0
-200.0;900.0;3.7;3.9;79.5;0.6482;1020.0;992.0;694.0;756.0;1.2;169.0;266.0
-200.0;873.0;8.5;18.7;50.4;1.0772;1602.0;1268.0;918.0;1029.0;-200.0;-200.0;-200.0
-200.0;965.0;5.6;14.7;65.0;1.0766;1521.0;1124.0;793.0;791.0;-200.0;-200.0;-200.0
-200.0;906.0;8.1;23.3;37.1;1.0457;1589.0;1268.0;902.0;932.0;-200.0;-200.0;-200.0
-200.0;895.0;3.6;2.8;83.9;0.6326;1004.0;955.0;687.0;706.0;1.3;180.0;277.0
-200.0;838.0;10.0;22.1;39.3;1.0336;1636.0;1258.0;977.0;838.0;-200.0;-200.0;-200.0
-200.0;740.0;6.2;4.3;79.8;0.6706;1114.0;1033.0;820.0;870.0;1.9;198.0;360.0
-200.0;945.0;6.2;12.9;65.3;0.9688;1541.0;1126.0;822.0;927.0;-200.0;-200.0;-200.0
-200.0;601.0;13.2;5.6;71.6;0.6556;1335.0;1204.0;1089.0;1059.0;3.6;251.0;397.0
-200.0;702.0;7.9;6.4;70.6;0.6834;1177.0;1068.0;896.0;848.0;2.2;222.0;339.0
-200.0;657.0;9.0;6.6;71.1;0.6973;1245.0;1120.0;940.0;917.0;2.1;201.0;305.0
-200.0;611.0;10.0;8.3;64.4;0.7072;1282.0;1174.0;979.0;1142.0;2.1;212.0;316.0
-200.0;690.0;6.7;3.4;84.5;0.6677;1180.0;1124.0;842.0;981.0;1.5;178.0;313.0
178.0;852.0;8.7;17.5;50.9;1.009;1622.0;1243.0;928.0;1079.0;2.0;100.0;109.0
-200.0;992.0;2.1;4.4;80.5;0.6825;1032.0;938.0;592.0;668.0;0.8;85.0;95.0
-200.0;914.0;2.9;6.4;70.7;0.6848;1046.0;961.0;643.0;825.0;1.2;124.0;163.0
120.0;880.0;8.5;14.4;58.9;0.9594;1641.0;1236.0;920.0;1012.0;1.7;94.0;164.0
-200.0;618.0;10.0;7.3;70.0;0.7195;1290.0;1192.0;976.0;1110.0;2.2;194.0;335.0
152.0;996.0;5.9;15.8;48.6;0.8653;1458.0;1027.0;808.0;647.0;1.3;81.0;76.0
-200.0;684.0;7.0;6.2;77.4;0.7383;1196.0;1156.0;859.0;1069.0;2.0;210.0;387.0
-200.0;614.0;9.6;3.8;84.3;0.6811;1260.0;1197.0;964.0;1122.0;2.9;254.0;491.0
-200.0;609.0;10.9;5.1;75.0;0.6646;1282.0;1214.0;1010.0;1006.0;2.2;164.0;256.0
196.0;911.0;7.4;16.1;53.1;0.9675;1554.0;1087.0;876.0;737.0;1.6;96.0;112.0
251.0;847.0;12.7;18.0;37.1;0.7598;1623.0;1171.0;1073.0;872.0;2.3;96.0;120.0
88.0;1074.0;4.8;9.3;75.0;0.8799;1398.0;1020.0;752.0;839.0;1.4;97.0;95.0
95.0;1016.0;5.7;9.0;76.7;0.8825;1455.0;1051.0;798.0;876.0;1.5;89.0;84.0
-200.0;766.0;5.5;4.2;80.9;0.6742;1129.0;1054.0;786.0;699.0;1.2;123.0;183.0
-200.0;853.0;3.4;8.0;57.7;0.6222;1006.0;1033.0;675.0;702.0;1.3;127.0;173.0
-200.0;854.0;3.2;8.6;57.3;0.6429;1013.0;1037.0;665.0;633.0;1.3;114.0;156.0
301.0;816.0;14.2;20.4;26.7;0.6323;1609.0;1176.0;1123.0;1068.0;2.6;125.0;166.0
294.0;845.0;13.9;20.6;22.6;0.5432;1551.0;1144.0;1114.0;1010.0;2.8;128.0;181.0
209.0;888.0;10.7;21.0;25.4;0.6264;1454.0;1085.0;1004.0;816.0;1.9;95.0;106.0
-200.0;745.0;6.1;8.5;45.8;0.5108;1026.0;1141.0;816.0;1230.0;1.7;169.0;244.0
-200.0;797.0;5.3;13.5;29.1;0.4486;969.0;1059.0;777.0;774.0;1.4;140.0;191.0
-200.0;890.0;3.5;11.2;34.5;0.4586;902.0;992.0;685.0;818.0;1.2;126.0;166.0
-200.0;750.0;5.7;3.1;57.2;0.4402;983.0;1085.0;800.0;1219.0;2.2;200.0;346.0
-200.0;666.0;10.1;8.0;41.3;0.4448;1097.0;1153.0;981.0;1273.0;2.8;202.0;424.0
-200.0;664.0;10.3;11.1;32.2;0.4243;1096.0;1109.0;989.0;1133.0;2.4;141.0;375.0
-200.0;771.0;6.7;11.3;31.7;0.4249;987.0;1016.0;845.0;818.0;1.7;134.0;270.0
-200.0;805.0;5.3;11.2;36.2;0.4818;964.0;1011.0;780.0;806.0;1.4;163.0;254.0
-200.0;625.0;9.8;8.4;44.6;0.4922;1174.0;1187.0;970.0;1203.0;2.5;199.0;477.0
98.0;929.0;6.9;11.5;70.1;0.9503;1533.0;1116.0;854.0;1034.0;1.7;78.0;118.0
102.0;951.0;6.4;11.4;69.8;0.939;1507.0;1074.0;832.0;980.0;1.7;75.0;101.0
69.0;1163.0;3.3;10.8;70.3;0.9092;1386.0;898.0;669.0;807.0;0.8;52.0;46.0
157.0;869.0;8.8;15.0;53.1;0.8993;1588.0;1112.0;931.0;1011.0;2.0;84.0;124.0
166.0;973.0;7.8;20.6;30.0;0.7213;1457.0;1032.0;892.0;756.0;1.8;87.0;101.0
94.0;1054.0;6.4;19.9;26.7;0.6137;1336.0;936.0;829.0;607.0;1.5;88.0;90.0
132.0;1084.0;6.8;22.1;21.3;0.5605;1296.0;943.0;850.0;544.0;1.5;91.0;92.0
62.0;1160.0;3.7;9.3;64.3;0.7531;1310.0;949.0;694.0;772.0;1.0;68.0;61.0
-200.0;673.0;7.9;6.9;48.8;0.4903;1115.0;1183.0;896.0;1140.0;2.1;205.0;456.0
-200.0;590.0;12.9;7.4;47.2;0.4871;1246.0;1219.0;1081.0;1244.0;3.3;200.0;378.0
126.0;1014.0;7.3;20.2;29.2;0.683;1412.0;1087.0;870.0;851.0;1.8;90.0;107.0
-200.0;807.0;4.8;8.9;46.1;0.5256;980.0;1021.0;755.0;763.0;1.3;143.0;207.0
-200.0;715.0;7.9;5.7;42.1;0.3885;1024.0;1102.0;897.0;1196.0;2.3;173.0;326.0
-200.0;641.0;9.5;7.4;44.5;0.4582;1110.0;1143.0;960.0;1136.0;2.2;153.0;313.0
-200.0;706.0;9.0;8.9;33.8;0.385;1014.0;1044.0;940.0;1152.0;2.1;206.0;428.0
-200.0;635.0;11.6;11.5;39.6;0.5372;1043.0;1096.0;1036.0;1127.0;1.7;168.0;254.0
-200.0;895.0;2.9;6.9;70.0;0.6997;1053.0;995.0;646.0;818.0;0.7;81.0;121.0
163.0;960.0;6.9;10.0;68.7;0.8456;1531.0;1124.0;853.0;873.0;1.6;99.0;149.0
-200.0;798.0;4.0;9.8;61.2;0.7413;1120.0;1024.0;709.0;884.0;1.1;109.0;142.0
140.0;972.0;7.2;15.1;42.7;0.7294;1429.0;1020.0;866.0;791.0;1.6;84.0;116.0
-200.0;749.0;5.3;10.9;55.9;0.7312;1158.0;1115.0;778.0;994.0;1.4;135.0;203.0
-200.0;728.0;5.6;11.8;53.4;0.7366;1173.0;1131.0;793.0;1054.0;1.5;142.0;228.0
195.0;882.0;8.9;21.1;30.2;0.745;1518.0;1109.0;935.0;1026.0;2.1;95.0;147.0
-200.0;877.0;9.7;21.0;30.6;0.7538;1519.0;1094.0;966.0;919.0;-200.0;-200.0;-200.0
-200.0;760.0;5.3;12.5;47.8;0.6877;1137.0;1111.0;777.0;1024.0;1.3;143.0;228.0
-200.0;753.0;6.9;12.7;27.4;0.4011;959.0;1047.0;854.0;904.0;1.5;158.0;238.0
-200.0;729.0;6.9;10.5;33.4;0.4246;996.0;1088.0;853.0;1122.0;1.6;180.0;277.0
-200.0;906.0;7.9;9.1;67.4;0.7814;1510.0;1105.0;897.0;1050.0;-200.0;-200.0;-200.0
-200.0;720.0;7.7;7.2;39.4;0.4032;1017.0;1081.0;885.0;1058.0;2.0;174.0;243.0
93.0;941.0;5.4;11.6;76.4;1.0415;1505.0;1075.0;782.0;988.0;1.2;77.0;97.0
-200.0;740.0;7.5;8.7;33.9;0.3832;989.0;1067.0;879.0;996.0;1.9;194.0;291.0
-200.0;771.0;6.9;10.5;27.8;0.3525;941.0;1022.0;854.0;926.0;1.7;187.0;285.0
-200.0;807.0;6.2;12.2;21.4;0.3033;876.0;981.0;820.0;784.0;1.6;168.0;265.0
159.0;803.0;9.6;13.1;80.1;1.2016;1680.0;1235.0;963.0;1095.0;2.7;103.0;166.0
111.0;869.0;7.1;12.5;81.8;1.1838;1599.0;1134.0;863.0;1009.0;2.2;88.0;120.0
134.0;887.0;6.4;12.7;81.2;1.1849;1565.0;1100.0;829.0;972.0;1.9;83.0;103.0
-200.0;838.0;9.2;14.6;74.9;1.2348;1706.0;1228.0;949.0;1069.0;-200.0;-200.0;-200.0
-200.0;891.0;4.3;4.1;42.9;0.3551;908.0;984.0;727.0;913.0;1.3;137.0;197.0
-200.0;869.0;4.9;4.2;43.2;0.3605;898.0;983.0;760.0;939.0;1.2;162.0;236.0
-200.0;988.0;5.4;14.6;68.2;1.1282;1527.0;992.0;783.0;663.0;-200.0;-200.0;-200.0
-200.0;873.0;7.3;14.9;74.5;1.253;1660.0;1217.0;869.0;963.0;-200.0;-200.0;-200.0
-200.0;929.0;6.8;16.2;62.4;1.1423;1604.0;1139.0;847.0;701.0;-200.0;-200.0;-200.0
-200.0;876.0;8.5;17.5;54.2;1.0722;1623.0;1154.0;919.0;861.0;-200.0;-200.0;-200.0
-200.0;815.0;4.4;1.0;67.7;0.4523;936.0;989.0;731.0;1018.0;1.3;149.0;226.0
-200.0;1029.0;4.2;14.1;70.1;1.1224;1500.0;988.0;722.0;874.0;-200.0;-200.0;-200.0
-200.0;816.0;5.1;4.9;52.0;0.4548;952.0;1034.0;769.0;1049.0;1.5;167.0;261.0
-200.0;828.0;5.3;5.5;49.0;0.4471;947.0;1041.0;778.0;1011.0;1.6;166.0;266.0
-200.0;843.0;5.3;6.0;46.1;0.4351;946.0;1017.0;776.0;971.0;1.3;157.0;239.0
-200.0;687.0;9.4;9.1;37.8;0.4372;1085.0;1096.0;954.0;1139.0;2.2;197.0;345.0
-200.0;872.0;8.8;11.1;75.6;0.9974;1602.0;1084.0;933.0;801.0;-200.0;-200.0;-200.0
-200.0;735.0;7.0;15.0;28.5;0.4821;1028.0;1056.0;857.0;1117.0;1.5;169.0;309.0
-200.0;887.0;3.3;4.7;64.6;0.5568;954.0;973.0;672.0;1031.0;0.7;111.0;141.0
-200.0;859.0;10.3;21.9;37.2;0.9683;1643.0;1083.0;988.0;1004.0;-200.0;-200.0;-200.0
-200.0;861.0;4.2;1.3;63.1;0.4322;938.0;996.0;724.0;1067.0;0.6;134.0;216.0
-200.0;805.0;5.4;6.7;47.6;0.4688;969.0;1055.0;783.0;1167.0;2.6;137.0;221.0
-200.0;866.0;9.0;14.2;59.1;0.952;1589.0;1089.0;940.0;1001.0;-200.0;-200.0;-200.0
-200.0;814.0;4.2;2.0;64.9;0.4661;944.0;1024.0;724.0;1198.0;1.1;122.0;241.0
-200.0;842.0;5.7;4.5;49.6;0.421;941.0;970.0;798.0;874.0;1.8;191.0;325.0
-200.0;849.0;11.0;24.4;30.9;0.934;1642.0;1161.0;1016.0;1187.0;-200.0;-200.0;-200.0
-200.0;717.0;11.5;4.7;38.3;0.3306;1049.0;1086.0;1032.0;1136.0;3.0;202.0;343.0
-200.0;819.0;7.7;5.7;33.9;0.3131;928.0;981.0;886.0;912.0;2.1;170.0;266.0
-200.0;933.0;7.1;18.8;45.8;0.9855;1492.0;1020.0;863.0;1074.0;-200.0;-200.0;-200.0
-200.0;813.0;5.8;4.3;56.7;0.476;1012.0;984.0;803.0;772.0;1.0;142.0;211.0
-200.0;858.0;4.9;4.3;56.4;0.4721;985.0;958.0;758.0;719.0;0.7;134.0;206.0
-200.0;795.0;7.3;6.9;42.5;0.4257;971.0;976.0;870.0;861.0;1.2;152.0;221.0
-200.0;715.0;10.4;7.8;39.7;0.4206;1092.0;1054.0;992.0;1051.0;1.5;180.0;302.0
-200.0;787.0;7.1;10.6;34.2;0.4375;993.0;1009.0;860.0;922.0;1.3;172.0;287.0
