NMHC(GT);PT08.S3(NOx);C6H6(GT);T;RH;AH;PT08.S4(NO2);PT08.S1(CO);PT08.S2(NMHC);PT08.S5(O3);CO(GT);NO2(GT);NOx(GT)
-200.0;907.0;6.8;23.4;39.4;1.1172;1496.0;942.0;849.0;894.0;1.5;107.0;177.0
-200.0;817.0;5.5;18.2;70.1;1.4552;1390.0;981.0;790.0;898.0;0.9;47.0;147.0
-200.0;900.0;9.1;32.3;19.7;0.9345;1541.0;971.0;942.0;776.0;1.6;103.0;104.0
-200.0;822.0;9.0;27.4;33.4;1.2022;1658.0;1045.0;940.0;920.0;1.5;94.0;90.0
-200.0;668.0;9.6;20.6;62.0;1.4827;1517.0;1147.0;964.0;1116.0;1.7;60.0;165.0
337.0;809.0;14.0;26.1;27.3;0.9101;1703.0;1281.0;1116.0;1080.0;2.7;121.0;149.0
-200.0;765.0;6.3;22.2;65.2;1.7256;1521.0;1049.0;826.0;917.0;1.1;51.0;150.0
542.0;681.0;19.5;19.2;35.7;0.7826;1890.0;1418.0;1282.0;1418.0;4.0;129.0;231.0
-200.0;807.0;5.6;24.1;59.0;1.7449;1494.0;1055.0;795.0;834.0;1.0;51.0;103.0
-200.0;697.0;8.4;26.0;47.6;1.5806;1617.0;1059.0;914.0;895.0;-200.0;-200.0;-200.0
-200.0;859.0;7.7;19.3;43.0;0.9535;1542.0;1069.0;887.0;1041.0;1.2;84.0;70.0
-200.0;1044.0;8.4;22.3;33.6;0.8913;1515.0;976.0;916.0;880.0;1.2;117.0;117.0
-200.0;767.0;6.7;20.8;68.1;1.6585;1527.0;1069.0;844.0;883.0;1.5;63.0;185.0
93.0;941.0;5.4;11.6;76.4;1.0415;1505.0;1075.0;782.0;988.0;1.2;77.0;97.0
-200.0;744.0;8.3;24.7;41.8;1.2839;1512.0;977.0;913.0;977.0;1.7;81.0;104.0
-200.0;714.0;12.9;30.9;26.9;1.1835;1675.0;1107.0;1080.0;1348.0;2.2;138.0;167.0
-200.0;612.0;13.8;20.4;64.8;1.5379;1658.0;1187.0;1110.0;1229.0;2.8;96.0;392.0
-200.0;602.0;15.3;22.8;53.0;1.4482;1682.0;1242.0;1158.0;1252.0;-200.0;-200.0;-200.0
-200.0;802.0;11.7;36.2;18.6;1.0945;1690.0;1033.0;1038.0;826.0;2.1;111.0;127.0
-200.0;1077.0;3.1;23.5;44.0;1.2596;1402.0;850.0;659.0;557.0;0.3;38.0;32.0
-200.0;467.0;21.8;10.0;82.5;1.015;1649.0;1495.0;1345.0;1853.0;4.7;147.0;866.0
-200.0;771.0;6.7;11.3;31.7;0.4249;987.0;1016.0;845.0;818.0;1.7;134.0;270.0
-200.0;787.0;7.1;10.6;34.2;0.4375;993.0;1009.0;860.0;922.0;1.3;172.0;287.0
-200.0;611.0;9.1;14.6;44.5;0.7337;1224.0;1210.0;943.0;1390.0;2.2;188.0;333.0
-200.0;832.0;5.8;32.4;37.3;1.7808;1638.0;1012.0;804.0;766.0;0.9;48.0;53.0
-200.0;1091.0;6.8;18.5;48.7;1.0286;1509.0;940.0;849.0;764.0;1.1;103.0;93.0
-200.0;917.0;8.7;25.4;40.1;1.2822;1654.0;984.0;929.0;817.0;1.5;84.0;83.0
-200.0;968.0;4.2;23.0;54.6;1.5177;1573.0;942.0;723.0;698.0;0.6;42.0;36.0
-200.0;728.0;5.6;11.8;53.4;0.7366;1173.0;1131.0;793.0;1054.0;1.5;142.0;228.0
-200.0;733.0;10.0;28.3;36.8;1.3906;1683.0;1128.0;978.0;1193.0;-200.0;89.0;92.0
-200.0;924.0;4.2;5.7;43.1;0.3984;900.0;902.0;721.0;666.0;0.3;133.0;203.0
-200.0;659.0;9.3;7.7;73.8;0.7769;1253.0;1132.0;950.0;1106.0;2.4;123.0;432.0
-200.0;749.0;10.8;39.1;18.7;1.2884;1564.0;1033.0;1006.0;725.0;-200.0;121.0;96.0
-200.0;603.0;21.8;28.5;33.3;1.2775;2118.0;1313.0;1345.0;1507.0;4.8;163.0;300.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.3;97.0;159.0
-200.0;878.0;8.3;34.6;22.4;1.212;1385.0;1045.0;910.0;742.0;1.8;106.0;193.0
-200.0;900.0;7.0;28.4;39.1;1.4881;1645.0;1036.0;859.0;860.0;1.4;83.0;73.0
-200.0;1087.0;2.4;25.1;32.6;1.0203;1259.0;787.0;610.0;543.0;-200.0;-200.0;-200.0
57.0;1290.0;3.2;8.6;57.8;0.6488;1232.0;940.0;664.0;646.0;1.0;79.0;70.0
-200.0;925.0;12.0;21.2;18.9;0.471;1416.0;1006.0;1048.0;966.0;2.1;114.0;147.0
155.0;982.0;7.5;14.4;43.6;0.7113;1464.0;1053.0;880.0;786.0;1.9;91.0;116.0
-200.0;794.0;8.1;35.2;31.2;1.7485;1653.0;1012.0;904.0;695.0;1.5;79.0;65.0
-200.0;660.0;7.7;20.0;33.0;0.7625;1222.0;1151.0;885.0;903.0;1.6;128.0;240.0
-200.0;897.0;8.8;14.6;65.9;1.088;1301.0;1120.0;932.0;1039.0;2.0;105.0;238.0
-200.0;887.0;3.3;4.7;64.6;0.5568;954.0;973.0;672.0;1031.0;0.7;111.0;141.0
-200.0;1037.0;2.7;15.7;59.5;1.0534;1133.0;875.0;635.0;612.0;1.0;75.0;117.0
-200.0;948.0;6.6;5.8;42.5;0.3937;937.0;952.0;838.0;976.0;1.5;133.0;268.0
-200.0;984.0;10.1;15.3;54.3;0.9357;1311.0;1113.0;980.0;995.0;2.2;109.0;278.0
-200.0;715.0;7.9;5.7;42.1;0.3885;1024.0;1102.0;897.0;1196.0;2.3;173.0;326.0
-200.0;1033.0;2.7;10.2;45.4;0.5632;932.0;855.0;631.0;626.0;-200.0;-200.0;-200.0
-200.0;866.0;5.7;20.1;47.8;1.1093;1392.0;868.0;798.0;824.0;1.1;71.0;83.0
-200.0;753.0;12.4;21.2;49.3;1.2271;1825.0;1148.0;1062.0;1004.0;2.2;87.0;128.0
-200.0;895.0;5.8;15.4;76.6;1.3334;1390.0;985.0;805.0;785.0;2.0;107.0;240.0
-200.0;765.0;13.3;17.6;58.5;1.1645;1769.0;1385.0;1094.0;1175.0;3.7;129.0;190.0
-200.0;517.0;20.6;22.6;61.5;1.6636;1866.0;1392.0;1313.0;1478.0;3.6;119.0;524.0
-200.0;942.0;5.0;18.8;49.0;1.0505;1444.0;855.0;762.0;959.0;0.8;73.0;79.0
-200.0;675.0;16.5;30.9;30.4;1.338;1888.0;1193.0;1196.0;1152.0;3.4;149.0;195.0
-200.0;816.0;5.5;23.1;70.1;1.9582;1594.0;971.0;789.0;879.0;-200.0;70.0;61.0
-200.0;965.0;4.1;23.3;48.4;1.3677;1510.0;881.0;718.0;837.0;0.7;60.0;43.0
-200.0;1123.0;2.2;11.1;33.4;0.4401;824.0;831.0;602.0;527.0;0.8;89.0;121.0
-200.0;1665.0;0.4;10.8;50.9;0.657;903.0;698.0;424.0;339.0;0.2;18.0;20.0
