InertialMeasurementUnit RUA accX;Accelerometer RUA_ accX;InertialMeasurementUnit RUA gyroZ;Accelerometer RUA_ accY;InertialMeasurementUnit RUA accY;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit R-SHOE EuY;Accelerometer RKN^ accZ;Accelerometer LUA_ accY;Accelerometer LH accY;InertialMeasurementUnit BACK gyroX
-871.0;171.0;172.0;842.0;77.0;58;-22;25.0;795.0;927.0;328.0
-899.0;138.0;138.0;910.0;-18.0;69;-11;548.0;750.0;956.0;252.0
-901.0;953.0;18.0;423.0;516.0;-99;-28;49.0;925.0;1061.0;-74.0
-894.0;844.0;-24.0;458.0;501.0;-99;-28;296.0;923.0;1050.0;-135.0
-891.0;892.0;-75.0;477.0;480.0;-99;-29;-55.0;948.0;1045.0;-97.0
-874.0;997.0;-99.0;445.0;470.0;-100;-29;70.0;967.0;1044.0;-65.0
-926.0;885.0;-266.0;460.0;517.0;-100;-29;267.0;949.0;975.0;-100.0
-771.0;575.0;330.0;790.0;214.0;-84;-25;302.0;1113.0;1093.0;409.0
-647.0;932.0;-756.0;95.0;701.0;118;-31;307.0;937.0;974.0;443.0
-931.0;224.0;887.0;887.0;143.0;-55;-53;-65.0;844.0;955.0;-1270.0
-1124.0;198.0;-86.0;1014.0;-190.0;-84;-25;318.0;965.0;932.0;373.0
-1057.0;170.0;106.0;1073.0;8.0;-99;-39;467.0;1033.0;1036.0;37.0
-1030.0;74.0;154.0;1071.0;6.0;-130;-37;517.0;1112.0;1042.0;-68.0
-1014.0;224.0;169.0;978.0;64.0;-147;-42;442.0;1070.0;1097.0;-128.0
-984.0;176.0;173.0;989.0;68.0;-147;-42;407.0;1025.0;1113.0;-184.0
-984.0;203.0;113.0;1008.0;-13.0;-147;-43;461.0;1010.0;1016.0;-112.0
-978.0;471.0;-6.0;918.0;20.0;88;-26;75.0;834.0;835.0;-26.0
-1214.0;-19.0;-390.0;1069.0;-4.0;-3;-7;-228.0;1094.0;1185.0;54.0
-895.0;946.0;-34.0;293.0;501.0;39;-40;66.0;1011.0;1194.0;509.0
-971.0;435.0;-2.0;937.0;45.0;88;-26;58.0;874.0;806.0;-37.0
-1003.0;187.0;-17.0;1009.0;-122.0;-147;-43;506.0;999.0;1025.0;12.0
-998.0;180.0;-178.0;1032.0;-86.0;-147;-43;459.0;986.0;994.0;19.0
-1090.0;367.0;-329.0;881.0;304.0;-2;-38;-42.0;1002.0;1053.0;241.0
-1019.0;813.0;-908.0;664.0;34.0;-11;-25;149.0;1041.0;1074.0;4.0
-927.0;241.0;-73.0;937.0;226.0;-8;-31;53.0;838.0;1035.0;-165.0
-987.0;466.0;71.0;873.0;148.0;-11;-25;164.0;1001.0;1056.0;-65.0
-960.0;345.0;102.0;1030.0;254.0;-11;-46;366.0;810.0;1053.0;-597.0
-1045.0;235.0;256.0;1146.0;128.0;1;-73;270.0;1081.0;1049.0;-604.0
-980.0;474.0;-37.0;907.0;75.0;88;-26;45.0;848.0;799.0;62.0
-1284.0;171.0;334.0;1267.0;118.0;-168;-76;-25.0;963.0;1190.0;-204.0
-970.0;780.0;-13.0;651.0;196.0;62;-23;-34.0;962.0;1005.0;-40.0
-981.0;53.0;-144.0;1041.0;-27.0;-147;-43;359.0;1068.0;994.0;137.0
-802.0;308.0;13.0;789.0;254.0;-7;-28;92.0;829.0;886.0;718.0
-968.0;500.0;-28.0;866.0;116.0;88;-26;-39.0;884.0;808.0;475.0
-963.0;422.0;81.0;964.0;250.0;-11;-25;161.0;948.0;1042.0;20.0
-956.0;419.0;154.0;922.0;237.0;-11;-25;116.0;955.0;1046.0;-7.0
-969.0;825.0;25.0;630.0;147.0;62;-23;-31.0;937.0;1002.0;-22.0
-1048.0;124.0;-519.0;1076.0;98.0;45;-27;-55.0;803.0;567.0;102.0
-939.0;165.0;-421.0;989.0;149.0;45;-27;-10.0;840.0;731.0;-18.0
-978.0;171.0;149.0;1012.0;110.0;45;-26;102.0;815.0;831.0;111.0
-986.0;125.0;-91.0;1030.0;43.0;45;-26;-117.0;799.0;876.0;-71.0
-976.0;136.0;-20.0;1022.0;20.0;47;-26;-88.0;807.0;900.0;-67.0
-979.0;130.0;14.0;1014.0;31.0;28;-27;-70.0;847.0;911.0;13.0
-977.0;155.0;-67.0;999.0;50.0;17;-28;-59.0;800.0;926.0;61.0
-973.0;134.0;-36.0;1011.0;32.0;17;-28;-89.0;724.0;907.0;67.0
-989.0;156.0;-16.0;1020.0;59.0;28;-26;-97.0;796.0;644.0;124.0
-1020.0;154.0;-28.0;1038.0;77.0;44;-22;-116.0;855.0;846.0;365.0
-1019.0;171.0;-83.0;1029.0;93.0;47;-21;-86.0;852.0;886.0;394.0
-951.0;1034.0;178.0;561.0;332.0;117;-21;109.0;1003.0;1118.0;-191.0
-970.0;92.0;205.0;1021.0;-20.0;-148;-43;216.0;935.0;1054.0;-243.0
-1214.0;89.0;99.0;1207.0;-125.0;-145;-46;370.0;924.0;1253.0;1986.0
-993.0;391.0;-271.0;995.0;235.0;-15;-28;273.0;1070.0;1157.0;-250.0
-926.0;455.0;-96.0;862.0;305.0;-15;-28;190.0;1012.0;1144.0;72.0
-874.0;368.0;-103.0;867.0;291.0;-15;-28;162.0;1024.0;1077.0;249.0
-966.0;388.0;-76.0;933.0;215.0;-15;-28;164.0;886.0;937.0;203.0
-971.0;379.0;-84.0;934.0;240.0;-15;-28;297.0;911.0;973.0;193.0
-981.0;328.0;-3.0;970.0;157.0;-15;-28;384.0;981.0;1039.0;-97.0
-947.0;377.0;177.0;934.0;211.0;-15;-28;419.0;972.0;1044.0;-1.0
-935.0;413.0;230.0;932.0;209.0;-15;-28;444.0;964.0;1035.0;-19.0
-903.0;440.0;187.0;892.0;230.0;-15;-28;560.0;958.0;1017.0;-379.0
-1061.0;-197.0;259.0;854.0;213.0;-15;-28;500.0;1059.0;1131.0;-289.0
-818.0;624.0;-398.0;747.0;496.0;-15;-28;334.0;1067.0;1082.0;-71.0
-845.0;528.0;-286.0;697.0;433.0;-15;-28;311.0;1026.0;1079.0;-112.0
-1026.0;251.0;-342.0;999.0;-52.0;-15;-28;348.0;987.0;1039.0;209.0
-979.0;379.0;124.0;944.0;218.0;-11;-25;191.0;974.0;1035.0;-36.0
-917.0;104.0;-287.0;1038.0;-392.0;-15;-28;417.0;1001.0;1025.0;-1.0
-982.0;740.0;-44.0;700.0;124.0;62;-23;-39.0;959.0;1031.0;-39.0
-1008.0;276.0;335.0;926.0;170.0;150;-38;-137.0;933.0;1033.0;146.0
-1034.0;392.0;640.0;992.0;0.0;-15;-28;419.0;1025.0;1044.0;-111.0
-881.0;601.0;-240.0;850.0;-48.0;-15;-28;373.0;1056.0;1083.0;107.0
-827.0;296.0;-379.0;872.0;99.0;-14;-28;386.0;915.0;964.0;-333.0
-1132.0;204.0;-56.0;1111.0;-80.0;-1;-32;612.0;1057.0;1122.0;-254.0
-1123.0;420.0;0.0;1110.0;-62.0;3;-33;679.0;1015.0;1110.0;-106.0
-1105.0;169.0;8.0;1090.0;-70.0;7;-33;557.0;1065.0;1096.0;-73.0
-1070.0;242.0;151.0;1032.0;69.0;8;-23;296.0;995.0;1077.0;22.0
-994.0;602.0;55.0;769.0;159.0;91;-47;71.0;883.0;945.0;-507.0
-862.0;124.0;299.0;913.0;52.0;-29;-27;-28.0;875.0;913.0;-80.0
-978.0;494.0;-511.0;857.0;-8.0;7;-23;434.0;1022.0;1070.0;167.0
-962.0;-149.0;531.0;1052.0;-423.0;17;-26;380.0;855.0;901.0;249.0
-984.0;158.0;-86.0;999.0;-28.0;7;-22;463.0;1003.0;1022.0;176.0
-971.0;143.0;-85.0;980.0;-61.0;7;-22;515.0;991.0;996.0;141.0
-1017.0;104.0;153.0;1078.0;-112.0;7;-22;479.0;1034.0;1006.0;0.0
-1003.0;182.0;146.0;988.0;-40.0;7;-22;466.0;1037.0;1062.0;29.0
-955.0;149.0;93.0;933.0;-21.0;7;-22;507.0;1005.0;1037.0;-25.0
-1034.0;242.0;-81.0;1000.0;-14.0;7;-22;480.0;1030.0;1067.0;-8.0
-881.0;463.0;-665.0;843.0;-47.0;7;-23;381.0;930.0;1015.0;197.0
-1061.0;250.0;-275.0;1124.0;-310.0;7;-23;345.0;1131.0;1075.0;-94.0
-877.0;207.0;129.0;884.0;97.0;-29;-27;-40.0;871.0;868.0;118.0
-974.0;830.0;10.0;556.0;170.0;-58;-26;-5.0;561.0;698.0;101.0
-977.0;830.0;2.0;567.0;167.0;-58;-26;-39.0;506.0;745.0;4.0
-779.0;213.0;55.0;952.0;136.0;118;-26;99.0;845.0;755.0;20.0
-855.0;855.0;-417.0;386.0;337.0;88;-26;346.0;819.0;829.0;-159.0
-1101.0;81.0;17.0;1065.0;-12.0;-148;-48;-315.0;999.0;1061.0;-308.0
-987.0;787.0;-33.0;659.0;166.0;62;-23;-20.0;929.0;1014.0;-49.0
-1103.0;992.0;-979.0;442.0;181.0;46;-31;40.0;800.0;1061.0;-1808.0
-712.0;208.0;10.0;656.0;271.0;-128;-51;40.0;1020.0;1120.0;-40.0
-987.0;792.0;-28.0;706.0;156.0;62;-23;-38.0;940.0;994.0;-73.0
-968.0;681.0;-68.0;757.0;59.0;83;-27;-15.0;941.0;1036.0;275.0
-1014.0;282.0;94.0;926.0;244.0;181;-54;155.0;963.0;1065.0;64.0
-806.0;380.0;-390.0;1227.0;281.0;73;-40;114.0;1346.0;1115.0;73.0
-1032.0;584.0;582.0;849.0;272.0;62;-23;6.0;874.0;1009.0;-467.0
-635.0;254.0;-251.0;727.0;196.0;65;-34;139.0;774.0;1219.0;530.0
-921.0;155.0;-32.0;914.0;149.0;141;-35;-8.0;761.0;871.0;-196.0
-721.0;229.0;-425.0;864.0;136.0;150;-28;-243.0;735.0;1094.0;343.0
-1186.0;478.0;-181.0;1242.0;349.0;103;-30;-33.0;1190.0;1347.0;-172.0
-890.0;235.0;16.0;877.0;150.0;-29;-27;-51.0;836.0;881.0;154.0
-892.0;259.0;671.0;860.0;189.0;-111;-43;-178.0;964.0;1244.0;127.0
-608.0;879.0;-594.0;254.0;781.0;58;-27;234.0;934.0;1040.0;1014.0
-1150.0;29.0;142.0;1302.0;116.0;-12;-73;-115.0;708.0;669.0;90.0
-1037.0;574.0;27.0;919.0;-32.0;91;-27;-22.0;951.0;1044.0;-121.0
-1107.0;136.0;524.0;929.0;172.0;15;-77;-224.0;992.0;863.0;-103.0
-811.0;409.0;135.0;1011.0;222.0;127;-26;103.0;935.0;1150.0;470.0
-948.0;408.0;297.0;669.0;50.0;113;-20;85.0;843.0;983.0;84.0
-974.0;131.0;117.0;971.0;89.0;90;-64;-51.0;909.0;979.0;102.0
-1000.0;625.0;-63.0;810.0;311.0;62;-23;53.0;952.0;1032.0;-227.0
-1041.0;213.0;723.0;924.0;38.0;184;-72;-65.0;933.0;894.0;-94.0
-904.0;107.0;169.0;952.0;-81.0;97;-68;-128.0;880.0;996.0;154.0
-987.0;658.0;-196.0;791.0;346.0;62;-23;-64.0;945.0;1030.0;-80.0
-976.0;815.0;1.0;560.0;172.0;-58;-26;-49.0;505.0;734.0;-3.0
-989.0;263.0;-330.0;1348.0;353.0;138;-75;298.0;581.0;1236.0;175.0
-947.0;678.0;-443.0;712.0;295.0;62;-23;-16.0;951.0;1032.0;3.0
-1071.0;397.0;671.0;1056.0;169.0;91;-27;38.0;933.0;1057.0;303.0
-1220.0;5.0;243.0;1092.0;213.0;-20;-81;-106.0;883.0;909.0;-213.0
-817.0;724.0;-163.0;746.0;459.0;70;-31;-89.0;958.0;915.0;-463.0
-863.0;657.0;-326.0;817.0;178.0;91;-27;64.0;1067.0;1032.0;294.0
-960.0;226.0;23.0;982.0;202.0;150;-31;136.0;361.0;1199.0;209.0
-971.0;291.0;-204.0;961.0;226.0;150;-31;100.0;1012.0;1698.0;226.0
-983.0;270.0;-138.0;994.0;233.0;150;-31;121.0;1104.0;1302.0;125.0
-1006.0;226.0;-47.0;1001.0;183.0;150;-31;107.0;932.0;1217.0;38.0
-944.0;321.0;-61.0;974.0;268.0;150;-31;136.0;1015.0;1074.0;-268.0
-981.0;207.0;189.0;1010.0;146.0;150;-31;115.0;879.0;921.0;-152.0
-975.0;261.0;-109.0;980.0;190.0;150;-31;122.0;948.0;1007.0;132.0
-970.0;261.0;-37.0;980.0;187.0;150;-31;107.0;963.0;984.0;4.0
-973.0;235.0;11.0;986.0;177.0;150;-31;101.0;964.0;993.0;33.0
-973.0;243.0;-42.0;998.0;198.0;150;-31;92.0;954.0;1017.0;-31.0
-981.0;171.0;458.0;1018.0;89.0;65;-29;134.0;910.0;1029.0;-1369.0
-1115.0;91.0;187.0;1226.0;171.0;-2;-73;-306.0;729.0;645.0;-260.0
-982.0;178.0;-114.0;1007.0;137.0;37;-23;-19.0;1086.0;1155.0;-400.0
-1026.0;202.0;-223.0;1009.0;93.0;37;-23;-13.0;956.0;976.0;-363.0
-840.0;339.0;-8.0;886.0;302.0;35;-29;627.0;1085.0;1267.0;-318.0
-1042.0;430.0;189.0;1416.0;278.0;15;-62;-218.0;1042.0;1139.0;-348.0
-862.0;565.0;-125.0;879.0;217.0;91;-27;66.0;981.0;1008.0;269.0
-932.0;-3.0;122.0;867.0;-233.0;27;-17;-8.0;857.0;828.0;-145.0
-1023.0;487.0;-204.0;972.0;103.0;45;-39;502.0;948.0;960.0;-403.0
-1079.0;141.0;145.0;859.0;33.0;-23;-65;-142.0;841.0;942.0;-137.0
-972.0;826.0;6.0;558.0;152.0;-58;-26;-40.0;533.0;709.0;-11.0
-949.0;701.0;-203.0;714.0;303.0;62;-23;48.0;931.0;997.0;126.0
-993.0;547.0;-2.0;895.0;172.0;45;-39;152.0;962.0;1044.0;-19.0
-976.0;893.0;18.0;532.0;164.0;-58;-26;-37.0;514.0;641.0;-19.0
-891.0;268.0;-63.0;816.0;215.0;102;5;403.0;1290.0;1318.0;-211.0
-897.0;89.0;-603.0;1027.0;-24.0;99;-9;122.0;949.0;1043.0;324.0
-1062.0;124.0;113.0;1075.0;61.0;48;-60;-239.0;754.0;876.0;-425.0
-842.0;324.0;-486.0;1207.0;234.0;92;-42;44.0;1234.0;936.0;215.0
-1136.0;200.0;-269.0;798.0;-220.0;88;-30;-106.0;681.0;774.0;237.0
-1055.0;57.0;284.0;1155.0;81.0;83;-54;-242.0;828.0;849.0;-88.0
-940.0;602.0;547.0;905.0;131.0;91;-27;79.0;968.0;908.0;270.0
-1393.0;139.0;-344.0;1300.0;236.0;-4;-83;734.0;818.0;792.0;150.0
-998.0;735.0;-249.0;680.0;63.0;62;-23;-19.0;903.0;1041.0;146.0
-964.0;727.0;19.0;777.0;556.0;-66;-34;-31.0;884.0;933.0;-658.0
-975.0;745.0;243.0;795.0;440.0;-66;-34;-93.0;890.0;963.0;-660.0
-1046.0;529.0;118.0;991.0;296.0;111;-29;315.0;991.0;1003.0;-127.0
-1133.0;372.0;-164.0;1402.0;262.0;61;-59;-38.0;1046.0;1338.0;227.0
-1034.0;550.0;-130.0;902.0;273.0;121;-28;356.0;954.0;1073.0;-88.0
-926.0;11.0;-274.0;1101.0;-31.0;168;-31;-148.0;845.0;1187.0;204.0
-1011.0;34.0;-74.0;997.0;-96.0;167;-31;23.0;662.0;1096.0;223.0
-778.0;248.0;-307.0;720.0;116.0;85;-12;36.0;507.0;643.0;504.0
-983.0;514.0;99.0;858.0;173.0;44;-39;276.0;990.0;1043.0;28.0
-911.0;497.0;123.0;891.0;210.0;158;-23;455.0;1028.0;983.0;309.0
-747.0;245.0;-284.0;826.0;263.0;169;-32;88.0;896.0;1022.0;217.0
-1027.0;869.0;-159.0;800.0;37.0;-178;-32;65.0;945.0;1029.0;74.0
-895.0;200.0;158.0;801.0;143.0;149;-45;-286.0;830.0;900.0;-660.0
-1122.0;39.0;-290.0;1301.0;142.0;38;-80;287.0;764.0;786.0;22.0
-773.0;225.0;-165.0;816.0;226.0;157;-35;121.0;931.0;972.0;437.0
-1019.0;482.0;256.0;907.0;176.0;37;-40;104.0;978.0;986.0;101.0
-744.0;193.0;-99.0;817.0;213.0;157;-29;111.0;853.0;963.0;431.0
-730.0;252.0;-322.0;903.0;184.0;-100;-52;-2.0;680.0;1142.0;468.0
-689.0;251.0;-125.0;757.0;223.0;163;-29;119.0;885.0;984.0;614.0
-721.0;229.0;-133.0;784.0;263.0;163;-30;129.0;1030.0;1087.0;630.0
-938.0;663.0;310.0;800.0;388.0;-66;-34;-38.0;978.0;939.0;-213.0
-739.0;219.0;-404.0;882.0;358.0;91;-15;236.0;978.0;1229.0;345.0
-700.0;425.0;-576.0;811.0;203.0;91;-13;50.0;702.0;876.0;234.0
-724.0;325.0;-535.0;741.0;227.0;154;-27;96.0;554.0;663.0;194.0
-966.0;622.0;-461.0;785.0;174.0;158;-23;424.0;986.0;1041.0;463.0
-1338.0;249.0;-289.0;1077.0;335.0;49;-67;-89.0;721.0;1149.0;48.0
-753.0;304.0;-471.0;1125.0;296.0;100;-19;10.0;1237.0;1069.0;193.0
-1153.0;101.0;89.0;912.0;-101.0;142;-27;-173.0;666.0;987.0;787.0
-719.0;171.0;-100.0;805.0;211.0;153;-34;-5.0;954.0;980.0;502.0
-1216.0;5.0;313.0;1093.0;132.0;92;-66;-298.0;759.0;801.0;-314.0
-745.0;337.0;-489.0;1006.0;288.0;100;-12;41.0;1308.0;1351.0;276.0
-1385.0;41.0;-553.0;901.0;237.0;-3;-8;-369.0;1184.0;1188.0;393.0
-1121.0;143.0;32.0;1162.0;305.0;60;-75;-347.0;721.0;787.0;-426.0
-1148.0;173.0;-484.0;847.0;115.0;100;-3;11.0;852.0;1141.0;287.0
-938.0;603.0;-152.0;1047.0;287.0;-66;-34;248.0;917.0;925.0;687.0
-862.0;271.0;-295.0;886.0;109.0;36;-30;-50.0;962.0;1064.0;-6.0
-1023.0;338.0;21.0;980.0;209.0;22;-35;177.0;953.0;1019.0;-273.0
-979.0;620.0;-486.0;801.0;140.0;158;-23;426.0;998.0;1007.0;495.0
-966.0;150.0;90.0;896.0;147.0;-46;-50;269.0;833.0;928.0;-165.0
-894.0;304.0;-287.0;1165.0;276.0;121;-32;82.0;1244.0;1175.0;458.0
-1320.0;175.0;-326.0;1035.0;296.0;54;-79;93.0;846.0;995.0;119.0
-942.0;623.0;-6.0;829.0;298.0;158;-23;416.0;970.0;986.0;-31.0
-977.0;353.0;64.0;914.0;221.0;-4;-31;391.0;1003.0;971.0;343.0
-942.0;605.0;14.0;811.0;413.0;158;-23;661.0;983.0;988.0;153.0
-936.0;385.0;-362.0;945.0;257.0;-4;-31;433.0;990.0;1072.0;242.0
-968.0;370.0;-87.0;891.0;286.0;-15;-29;29.0;987.0;1053.0;82.0
-1053.0;495.0;112.0;961.0;331.0;91;-27;173.0;970.0;1041.0;-37.0
-1476.0;240.0;-66.0;1234.0;248.0;18;-74;-106.0;863.0;922.0;-30.0
-1082.0;410.0;25.0;965.0;311.0;91;-27;173.0;1226.0;1199.0;-141.0
-989.0;368.0;-389.0;885.0;287.0;-16;-29;31.0;1000.0;1036.0;67.0
-949.0;617.0;-373.0;818.0;322.0;158;-23;-266.0;943.0;1017.0;159.0
-727.0;263.0;-217.0;941.0;245.0;127;-37;310.0;1283.0;1324.0;9.0
-859.0;939.0;-581.0;356.0;482.0;38;-41;-50.0;974.0;1142.0;-405.0
-900.0;614.0;43.0;851.0;281.0;159;-24;2.0;1020.0;1043.0;150.0
-840.0;197.0;-517.0;794.0;38.0;-37;-21;217.0;1076.0;1165.0;115.0
-1175.0;257.0;-210.0;1152.0;333.0;40;-74;-71.0;1364.0;1382.0;240.0
-1147.0;269.0;146.0;1094.0;-27.0;-69;-64;-58.0;821.0;659.0;369.0
-954.0;156.0;421.0;855.0;-13.0;105;-39;-156.0;825.0;888.0;-620.0
-800.0;203.0;548.0;772.0;47.0;86;-24;-433.0;1042.0;1259.0;-448.0
-736.0;261.0;-270.0;727.0;198.0;112;-21;131.0;714.0;851.0;260.0
-793.0;234.0;-292.0;872.0;213.0;111;-32;31.0;1277.0;1467.0;206.0
-983.0;211.0;-352.0;1061.0;217.0;-23;-11;533.0;808.0;656.0;101.0
-842.0;389.0;-371.0;905.0;130.0;-82;-25;423.0;753.0;794.0;604.0
-951.0;155.0;441.0;1129.0;142.0;-60;-40;77.0;1045.0;1073.0;-416.0
-1007.0;329.0;303.0;918.0;82.0;-14;-33;-19.0;911.0;989.0;-709.0
-996.0;171.0;-286.0;1044.0;137.0;-23;-11;536.0;833.0;502.0;54.0
-1017.0;404.0;-58.0;1028.0;-18.0;-82;-26;259.0;747.0;327.0;61.0
-954.0;533.0;461.0;888.0;266.0;159;-24;-40.0;1009.0;899.0;380.0
-1033.0;159.0;-42.0;1012.0;282.0;109;-81;247.0;1125.0;1063.0;-19.0
