InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Body_Az
188.0;-391.0;-2.0;-166.0;1838;2101;832.0;772
130.0;-343.0;147.0;-232.0;21;6;956.0;809
105.0;-384.0;58.0;-282.0;21;-11;1056.0;797
119.0;-403.0;49.0;-279.0;13;55;872.0;797
109.0;-373.0;181.0;-275.0;93;-991;906.0;811
-851.0;-565.0;593.0;-620.0;86;2097;843.0;787
114.0;-388.0;109.0;-291.0;15;-20;1068.0;799
117.0;-467.0;52.0;-277.0;19;13;1016.0;794
126.0;-484.0;-14.0;-276.0;17;12;905.0;804
129.0;-497.0;-49.0;-277.0;13;-7;1000.0;805
175.0;-646.0;-304.0;-240.0;17;-10;918.0;795
125.0;-342.0;145.0;-229.0;23;13;966.0;806
122.0;-341.0;142.0;-225.0;12;7;950.0;808
126.0;-329.0;131.0;-202.0;30;-7;959.0;807
146.0;-318.0;122.0;-178.0;22;34;934.0;810
158.0;-301.0;102.0;-168.0;19;48;971.0;807
163.0;-298.0;96.0;-163.0;24;57;922.0;807
149.0;-426.0;-16.0;-250.0;22;-13;952.0;802
144.0;-368.0;39.0;-254.0;18;1;920.0;794
139.0;-290.0;22.0;-251.0;17;29;911.0;802
182.0;-317.0;20.0;-239.0;19;-1;930.0;802
134.0;-299.0;69.0;-246.0;18;-9;902.0;801
148.0;-298.0;58.0;-248.0;27;-12;922.0;807
153.0;-297.0;58.0;-238.0;18;26;938.0;806
157.0;-294.0;53.0;-235.0;20;-8;916.0;805
157.0;-296.0;55.0;-235.0;23;11;926.0;797
158.0;-294.0;54.0;-234.0;15;-28;909.0;798
133.0;-296.0;61.0;-239.0;15;7;919.0;805
-48.0;-312.0;75.0;-269.0;14;6;905.0;802
-32.0;-317.0;83.0;-268.0;33;0;919.0;805
-5.0;-318.0;91.0;-262.0;17;-2;936.0;800
-2.0;-317.0;89.0;-260.0;24;-29;937.0;803
7.0;-317.0;82.0;-255.0;24;2;921.0;805
10.0;-316.0;75.0;-243.0;21;10;943.0;803
32.0;-312.0;57.0;-232.0;19;-2;948.0;803
58.0;-279.0;39.0;-230.0;17;8;955.0;801
90.0;-272.0;48.0;-221.0;18;18;933.0;806
101.0;-292.0;41.0;-213.0;18;14;916.0;801
78.0;-307.0;61.0;-228.0;23;-30;944.0;797
85.0;-309.0;62.0;-224.0;19;3;926.0;802
82.0;-314.0;76.0;-227.0;0;9;971.0;798
76.0;-315.0;80.0;-231.0;22;-16;955.0;800
75.0;-314.0;79.0;-231.0;21;-33;925.0;803
63.0;-327.0;98.0;-240.0;24;40;927.0;803
63.0;-326.0;101.0;-240.0;18;-7;964.0;801
70.0;-325.0;101.0;-235.0;23;9;948.0;796
72.0;-324.0;97.0;-230.0;17;9;946.0;790
71.0;-324.0;97.0;-230.0;24;0;954.0;799
65.0;-331.0;93.0;-230.0;21;-16;929.0;795
61.0;-334.0;85.0;-229.0;19;15;960.0;792
72.0;-319.0;95.0;-228.0;20;0;948.0;805
55.0;-326.0;102.0;-237.0;20;-2;919.0;800
53.0;-324.0;103.0;-238.0;18;-27;958.0;802
60.0;-324.0;100.0;-233.0;23;22;950.0;800
62.0;-318.0;97.0;-232.0;15;-24;949.0;803
61.0;-314.0;97.0;-233.0;17;5;930.0;802
58.0;-315.0;97.0;-234.0;20;-13;890.0;797
60.0;-315.0;95.0;-234.0;19;10;974.0;797
60.0;-316.0;98.0;-235.0;19;-20;920.0;801
52.0;-322.0;98.0;-240.0;20;27;928.0;798
5.0;-352.0;123.0;-271.0;14;4;916.0;799
-1.0;-359.0;131.0;-275.0;20;26;920.0;799
-1.0;-361.0;135.0;-276.0;21;41;910.0;798
-4.0;-365.0;145.0;-282.0;19;-1;906.0;801
-17.0;-370.0;155.0;-291.0;19;-13;927.0;799
-28.0;-374.0;159.0;-297.0;19;0;926.0;795
-42.0;-384.0;164.0;-306.0;21;20;910.0;797
-42.0;-389.0;163.0;-306.0;18;17;948.0;794
-31.0;-391.0;164.0;-301.0;22;-17;901.0;807
-25.0;-388.0;163.0;-297.0;18;33;929.0;803
-18.0;-385.0;162.0;-292.0;16;-7;914.0;797
-18.0;-383.0;164.0;-292.0;20;-24;921.0;804
-11.0;-373.0;152.0;-285.0;15;13;915.0;803
22.0;-364.0;137.0;-268.0;15;-6;917.0;803
32.0;-360.0;126.0;-257.0;24;5;909.0;799
33.0;-360.0;126.0;-256.0;26;-1;949.0;802
35.0;-358.0;126.0;-254.0;21;20;930.0;795
28.0;-351.0;118.0;-255.0;19;11;936.0;802
29.0;-354.0;112.0;-254.0;22;-9;945.0;809
31.0;-356.0;112.0;-252.0;25;-11;947.0;798
31.0;-360.0;117.0;-252.0;17;-7;919.0;800
29.0;-355.0;113.0;-251.0;16;-24;928.0;805
37.0;-344.0;107.0;-246.0;20;12;937.0;797
33.0;-345.0;106.0;-248.0;17;-19;917.0;803
32.0;-346.0;105.0;-248.0;16;-28;910.0;799
28.0;-355.0;117.0;-254.0;20;-12;931.0;799
29.0;-341.0;123.0;-255.0;23;19;947.0;805
30.0;-334.0;121.0;-255.0;16;-9;911.0;802
30.0;-334.0;120.0;-255.0;22;10;934.0;800
30.0;-334.0;118.0;-255.0;18;-11;951.0;801
33.0;-344.0;114.0;-253.0;16;13;921.0;797
29.0;-351.0;121.0;-256.0;20;10;948.0;802
32.0;-350.0;121.0;-253.0;21;19;956.0;805
33.0;-349.0;121.0;-253.0;20;-10;928.0;802
28.0;-352.0;122.0;-256.0;22;4;919.0;803
24.0;-350.0;125.0;-260.0;21;-8;956.0;802
24.0;-350.0;125.0;-260.0;21;-13;946.0;805
25.0;-352.0;127.0;-260.0;20;-2;951.0;808
26.0;-353.0;128.0;-260.0;17;5;934.0;801
29.0;-341.0;132.0;-259.0;22;0;953.0;797
8.0;-347.0;152.0;-279.0;22;-2;926.0;797
-18.0;-356.0;169.0;-293.0;13;-40;923.0;800
-28.0;-367.0;172.0;-303.0;20;6;917.0;802
-18.0;-399.0;189.0;-302.0;20;20;912.0;799
-20.0;-398.0;187.0;-303.0;24;1;924.0;802
-35.0;-404.0;191.0;-307.0;26;26;945.0;799
-32.0;-405.0;192.0;-306.0;19;5;929.0;798
-28.0;-402.0;191.0;-304.0;18;7;929.0;801
-29.0;-398.0;186.0;-303.0;18;23;955.0;798
-35.0;-404.0;187.0;-306.0;22;40;899.0;797
-38.0;-402.0;184.0;-306.0;18;4;906.0;795
-23.0;-397.0;186.0;-301.0;24;12;931.0;800
-23.0;-396.0;187.0;-301.0;25;10;905.0;801
-27.0;-393.0;186.0;-302.0;14;-11;908.0;806
-24.0;-403.0;175.0;-300.0;21;9;914.0;801
-24.0;-401.0;171.0;-300.0;22;16;910.0;799
-22.0;-397.0;165.0;-298.0;16;-15;916.0;802
41.0;-330.0;127.0;-253.0;24;-23;920.0;799
51.0;-318.0;116.0;-244.0;23;-3;918.0;805
48.0;-318.0;109.0;-244.0;18;49;924.0;803
45.0;-321.0;106.0;-246.0;19;2;937.0;799
38.0;-328.0;110.0;-252.0;19;9;917.0;791
35.0;-330.0;112.0;-255.0;18;-11;930.0;803
30.0;-332.0;115.0;-257.0;25;-4;931.0;794
30.0;-332.0;115.0;-257.0;15;-10;907.0;799
61.0;-308.0;100.0;-239.0;27;47;882.0;805
396.0;132.0;-168.0;60.0;15;4;995.0;830
182.0;-286.0;89.0;-149.0;23;-150;1006.0;818
194.0;-283.0;88.0;-143.0;13;-92;1012.0;814
237.0;-281.0;86.0;-135.0;23;186;964.0;802
405.0;38.0;-186.0;9.0;-590;1257;753.0;789
464.0;-222.0;1.0;-140.0;51;210;1010.0;954
388.0;-244.0;-4.0;-170.0;8;-35;943.0;1090
306.0;-269.0;19.0;-211.0;15;6;965.0;802
286.0;71.0;-197.0;-34.0;5;54;892.0;1138
302.0;-283.0;39.0;-222.0;24;-28;937.0;814
302.0;-287.0;47.0;-224.0;18;1;956.0;808
201.0;-250.0;101.0;-297.0;800;1105;875.0;794
310.0;-306.0;22.0;-327.0;16;-58;959.0;795
64.0;-257.0;-77.0;-256.0;-5;-393;698.0;814
-101.0;-398.0;120.0;-407.0;-3;-256;1152.0;988
-141.0;-384.0;158.0;-435.0;30;78;1014.0;866
335.0;-247.0;27.0;-284.0;19;-17;905.0;858
210.0;-401.0;33.0;-270.0;68;-138;958.0;834
36.0;-498.0;316.0;-452.0;52;12;966.0;653
-89.0;-553.0;397.0;-555.0;1;-33;849.0;928
355.0;-520.0;134.0;-455.0;11;36;928.0;800
297.0;-512.0;154.0;-483.0;17;29;938.0;802
-35.0;-602.0;584.0;-329.0;-12;-98;1005.0;808
-10.0;-596.0;459.0;-276.0;-30;-184;1183.0;859
207.0;-506.0;178.0;-515.0;19;-13;940.0;801
125.0;-511.0;200.0;-542.0;16;1;916.0;803
62.0;-511.0;225.0;-558.0;15;-12;937.0;795
45.0;-512.0;234.0;-563.0;12;-4;958.0;804
294.0;-360.0;102.0;-234.0;16;-10;945.0;806
297.0;-359.0;104.0;-228.0;16;-18;929.0;804
309.0;-352.0;111.0;-225.0;27;-3;959.0;806
191.0;-335.0;118.0;-333.0;25;6;925.0;807
133.0;-351.0;117.0;-299.0;19;29;966.0;800
102.0;-364.0;104.0;-276.0;19;-6;960.0;803
110.0;-371.0;83.0;-277.0;24;-4;983.0;795
112.0;-362.0;81.0;-284.0;12;18;996.0;795
11.0;-510.0;239.0;-564.0;21;-1;945.0;800
7.0;-516.0;238.0;-562.0;18;-6;938.0;796
-1.0;-518.0;233.0;-562.0;20;7;947.0;791
-2.0;-518.0;231.0;-562.0;17;-6;946.0;799
-4.0;-519.0;231.0;-561.0;15;7;947.0;804
-3.0;-520.0;230.0;-559.0;20;19;933.0;796
-6.0;-520.0;228.0;-558.0;16;27;937.0;800
-5.0;-520.0;228.0;-558.0;20;-4;927.0;797
-4.0;-518.0;227.0;-557.0;10;-24;939.0;795
-3.0;-517.0;225.0;-555.0;15;-20;948.0;803
6.0;-514.0;222.0;-551.0;16;-39;927.0;795
14.0;-511.0;219.0;-549.0;20;13;943.0;798
334.0;-502.0;188.0;-388.0;19;-16;936.0;802
419.0;-512.0;160.0;-322.0;20;-7;941.0;795
458.0;-530.0;137.0;-312.0;15;-32;919.0;805
470.0;-539.0;138.0;-313.0;20;13;921.0;798
466.0;-535.0;154.0;-358.0;15;-169;915.0;809
422.0;-518.0;215.0;-364.0;19;-144;879.0;805
410.0;-514.0;231.0;-363.0;28;-63;897.0;804
328.0;-380.0;112.0;-366.0;9;-21;911.0;769
342.0;-376.0;99.0;-369.0;19;35;921.0;780
378.0;-364.0;80.0;-374.0;28;2;964.0;900
389.0;-310.0;46.0;-183.0;21;-41;994.0;794
338.0;-281.0;24.0;-171.0;15;3;976.0;800
369.0;-270.0;25.0;-180.0;16;-50;986.0;798
390.0;-276.0;23.0;-229.0;14;4;976.0;797
316.0;-296.0;34.0;-241.0;20;4;964.0;797
271.0;-298.0;40.0;-245.0;16;16;975.0;794
242.0;-298.0;42.0;-251.0;19;11;977.0;797
333.0;-283.0;28.0;-311.0;15;-11;934.0;795
406.0;-272.0;28.0;-303.0;20;-29;957.0;796
619.0;-277.0;15.0;-251.0;13;-2;964.0;797
620.0;-276.0;11.0;-252.0;23;-8;958.0;800
219.0;-283.0;106.0;-168.0;41;29;899.0;850
99.0;-331.0;110.0;-254.0;42;-29;787.0;1098
206.0;-236.0;49.0;-152.0;32;-14;805.0;706
155.0;-256.0;32.0;-194.0;78;99;823.0;745
680.0;-242.0;4.0;-121.0;23;-28;960.0;792
683.0;-240.0;2.0;-131.0;13;21;957.0;796
704.0;-237.0;-5.0;-104.0;20;-4;967.0;799
255.0;-311.0;-71.0;-70.0;-75;-287;640.0;1010
697.0;-236.0;-7.0;-106.0;19;12;956.0;799
696.0;-235.0;-11.0;-115.0;15;-14;955.0;796
700.0;-235.0;-10.0;-114.0;18;2;954.0;797
701.0;-244.0;-30.0;-108.0;18;-25;939.0;795
176.0;-264.0;96.0;-168.0;-86;39;668.0;444
709.0;-226.0;-30.0;-98.0;14;-15;966.0;797
286.0;-245.0;83.0;-81.0;60;19;780.0;770
705.0;-226.0;-21.0;-112.0;20;-6;963.0;795
671.0;-243.0;-5.0;-176.0;19;28;959.0;796
663.0;-254.0;26.0;-182.0;19;-32;956.0;796
654.0;-252.0;25.0;-184.0;19;-4;956.0;797
653.0;-251.0;22.0;-186.0;17;4;945.0;795
655.0;-251.0;18.0;-185.0;16;-22;951.0;798
638.0;-252.0;17.0;-189.0;19;0;940.0;791
632.0;-253.0;17.0;-190.0;23;-15;942.0;791
625.0;-253.0;18.0;-186.0;13;-5;947.0;799
645.0;-254.0;20.0;-178.0;15;-4;934.0;799
647.0;-254.0;20.0;-180.0;19;-15;941.0;799
642.0;-253.0;19.0;-180.0;23;-18;923.0;798
605.0;-268.0;45.0;-215.0;12;12;919.0;832
439.0;-289.0;72.0;-298.0;15;-17;952.0;810
299.0;-306.0;93.0;-351.0;20;-4;909.0;792
118.0;-296.0;164.0;-257.0;17;10;887.0;1302
67.0;-327.0;165.0;-285.0;40;32;827.0;706
34.0;-344.0;158.0;-301.0;17;-1;811.0;643
104.0;-356.0;154.0;-341.0;20;-5;1018.0;797
96.0;-362.0;160.0;-336.0;24;5;969.0;801
86.0;-379.0;171.0;-321.0;7;3;948.0;799
491.0;-51.0;-148.0;74.0;35;-177;902.0;1298
326.0;-196.0;13.0;-68.0;19;-30;954.0;969
126.0;-426.0;209.0;-327.0;11;-28;916.0;808
121.0;-552.0;354.0;-308.0;8;-103;908.0;801
355.0;-201.0;-152.0;-23.0;48;55;672.0;878
318.0;-10.0;-243.0;-30.0;285;-583;907.0;1064
175.0;-204.0;74.0;-194.0;20;-35;969.0;850
113.0;-249.0;93.0;-225.0;42;20;869.0;661
134.0;-236.0;58.0;-192.0;9;3;839.0;590
100.0;-252.0;52.0;-208.0;77;106;864.0;757
140.0;-234.0;55.0;-222.0;38;3;895.0;900
308.0;-391.0;216.0;-294.0;21;35;966.0;832
136.0;-191.0;103.0;-231.0;65;-94;829.0;1231
270.0;-337.0;153.0;-228.0;21;36;947.0;764
254.0;-249.0;55.0;-180.0;21;34;999.0;862
128.0;-375.0;-456.0;-232.0;-135;-36;943.0;815
166.0;-147.0;87.0;-203.0;8;-148;885.0;1045
747.0;765.0;-638.0;771.0;-1095;-1081;902.0;898
50.0;-228.0;-1.0;-239.0;28;13;840.0;996
263.0;-298.0;-53.0;-121.0;53;32;809.0;612
659.0;-167.0;-10.0;10.0;33;120;942.0;797
210.0;84.0;-202.0;-1.0;-5;-71;924.0;986
80.0;-5.0;-285.0;-21.0;155;85;1024.0;1190
309.0;-629.0;395.0;-394.0;13;-89;1002.0;806
90.0;-588.0;368.0;-385.0;15;-13;918.0;798
29.0;-581.0;357.0;-382.0;24;15;942.0;775
14.0;-612.0;397.0;-368.0;85;63;932.0;766
-21.0;-619.0;419.0;-344.0;2;114;920.0;756
-41.0;-627.0;430.0;-350.0;-29;-148;945.0;821
-44.0;142.0;-33.0;347.0;102;-4;688.0;822
209.0;-664.0;308.0;-495.0;17;11;844.0;789
210.0;-666.0;318.0;-511.0;18;143;876.0;790
-143.0;-533.0;363.0;-456.0;21;31;1027.0;618
-326.0;153.0;40.0;93.0;-4;101;1031.0;571
-142.0;-531.0;359.0;-462.0;18;30;1030.0;657
-123.0;-594.0;250.0;-530.0;-28;112;975.0;541
132.0;-630.0;92.0;-535.0;23;231;852.0;796
143.0;-626.0;93.0;-526.0;-35;179;824.0;795
156.0;-625.0;93.0;-514.0;-14;68;880.0;788
171.0;-624.0;93.0;-497.0;111;67;867.0;792
216.0;-632.0;102.0;-457.0;-107;236;905.0;794
354.0;-667.0;93.0;-307.0;-3;79;917.0;795
390.0;-670.0;71.0;-257.0;35;67;993.0;800
417.0;-689.0;36.0;-273.0;18;17;958.0;805
400.0;-695.0;18.0;-294.0;18;32;982.0;798
404.0;-687.0;-8.0;-308.0;15;-27;933.0;811
533.0;-490.0;151.0;-296.0;24;-28;937.0;821
556.0;-433.0;179.0;-290.0;12;3;937.0;815
607.0;-428.0;215.0;-268.0;16;-8;902.0;792
230.0;-532.0;311.0;-557.0;-46;-157;852.0;805
-161.0;-489.0;329.0;-538.0;14;-3;1012.0;554
-174.0;-483.0;320.0;-531.0;13;-6;1018.0;520
-197.0;-473.0;307.0;-517.0;13;-6;1020.0;504
-314.0;148.0;31.0;72.0;18;63;1167.0;605
-237.0;-448.0;293.0;-496.0;20;30;1001.0;525
-270.0;-444.0;273.0;-493.0;19;38;1023.0;444
-511.0;154.0;27.0;-2.0;2;-33;1051.0;192
-341.0;81.0;20.0;12.0;22;-34;973.0;543
-335.0;129.0;9.0;30.0;11;-84;957.0;695
-176.0;-345.0;227.0;-465.0;16;9;1152.0;201
-268.0;-443.0;266.0;-508.0;18;-29;1025.0;497
-258.0;-443.0;268.0;-505.0;28;-15;1007.0;519
-263.0;-451.0;267.0;-496.0;19;-5;1024.0;608
-290.0;-426.0;229.0;-496.0;22;-50;960.0;621
-291.0;-409.0;214.0;-498.0;28;-142;1060.0;716
406.0;-78.0;-128.0;-4.0;44;61;946.0;1066
-336.0;140.0;4.0;8.0;11;-110;1002.0;684
388.0;-36.0;-121.0;37.0;24;13;840.0;796
405.0;-32.0;-120.0;52.0;23;14;922.0;891
249.0;-328.0;-57.0;-158.0;6;-142;988.0;755
268.0;-343.0;-42.0;-206.0;-32;24;807.0;793
-463.0;135.0;-19.0;5.0;25;48;971.0;697
-325.0;142.0;-32.0;20.0;14;47;958.0;703
-342.0;144.0;-62.0;-21.0;13;-54;1062.0;650
558.0;-457.0;171.0;-227.0;16;-5;943.0;669
611.0;-431.0;151.0;-192.0;16;-5;964.0;630
639.0;-36.0;-133.0;35.0;26;-41;930.0;729
563.0;-569.0;217.0;-214.0;21;-17;947.0;753
632.0;-399.0;126.0;89.0;-88;314;947.0;813
-802.0;-511.0;567.0;-611.0;98;941;904.0;807
70.0;-702.0;474.0;-451.0;26;-25;1027.0;513
-488.0;259.0;79.0;3.0;-48;-73;1370.0;691
-498.0;229.0;64.0;-3.0;-80;-76;1008.0;894
-597.0;102.0;28.0;-75.0;15;66;823.0;759
-494.0;198.0;164.0;-28.0;43;39;836.0;1378
321.0;-231.0;-63.0;-4.0;-198;3408;865.0;814
-365.0;103.0;12.0;47.0;1021;16;1130.0;853
-659.0;201.0;62.0;-54.0;24;-22;995.0;699
-672.0;215.0;25.0;-36.0;22;-17;1011.0;719
-700.0;231.0;-6.0;-50.0;17;3;986.0;760
86.0;-701.0;464.0;-453.0;16;-28;1048.0;518
123.0;-709.0;428.0;-471.0;20;-59;1014.0;447
155.0;-723.0;417.0;-478.0;18;0;1026.0;402
-638.0;306.0;-88.0;-138.0;20;-34;949.0;805
-569.0;322.0;-107.0;-150.0;16;-35;922.0;807
-564.0;322.0;-107.0;-154.0;23;24;982.0;797
-487.0;326.0;-136.0;-157.0;29;73;943.0;822
-474.0;327.0;-142.0;-134.0;4;49;966.0;854
440.0;-627.0;-34.0;-312.0;20;-43;995.0;544
63.0;-594.0;-599.0;-470.0;20;8;958.0;798
172.0;-739.0;-294.0;-229.0;18;5;936.0;794
176.0;-739.0;-293.0;-229.0;24;19;925.0;798
178.0;-737.0;-294.0;-228.0;20;-2;952.0;802
182.0;-734.0;-297.0;-225.0;20;1;934.0;797
600.0;-833.0;-355.0;14.0;19;-9;976.0;795
632.0;-563.0;185.0;-227.0;21;-26;950.0;755
853.0;578.0;-621.0;681.0;769;-1872;1066.0;697
-713.0;-411.0;553.0;-375.0;11;28;827.0;717
-863.0;-544.0;737.0;-720.0;88;-131;1134.0;-963
657.0;-572.0;173.0;-214.0;18;-22;933.0;755
733.0;-568.0;90.0;-121.0;20;-31;938.0;752
452.0;-611.0;-33.0;-310.0;19;-20;865.0;517
172.0;-722.0;428.0;-496.0;43;-98;1013.0;543
178.0;-712.0;428.0;-503.0;18;17;1002.0;581
159.0;-714.0;407.0;-529.0;22;-11;1021.0;596
707.0;-472.0;224.0;-202.0;12;-9;929.0;804
734.0;-466.0;218.0;-170.0;11;-16;916.0;791
737.0;-466.0;217.0;-167.0;19;-25;927.0;794
670.0;-537.0;7.0;-198.0;16;0;937.0;814
-30.0;-542.0;586.0;-592.0;18;-330;940.0;767
-25.0;376.0;-179.0;263.0;1102;595;1060.0;825
3.0;-621.0;701.0;-408.0;49;122;933.0;781
-415.0;219.0;-104.0;148.0;34;-10;1033.0;557
-391.0;376.0;-38.0;159.0;40;-5;1046.0;772
118.0;426.0;-275.0;419.0;-1062;-121;990.0;851
754.0;-447.0;195.0;-153.0;17;9;932.0;799
-89.0;-558.0;649.0;-450.0;25;61;878.0;762
-187.0;-578.0;629.0;-498.0;7;-124;923.0;749
753.0;-450.0;195.0;-154.0;15;12;917.0;796
753.0;-459.0;195.0;-155.0;23;-11;916.0;796
753.0;-462.0;198.0;-156.0;14;-5;924.0;799
753.0;-460.0;198.0;-155.0;21;5;930.0;797
433.0;-518.0;204.0;-367.0;22;-409;930.0;798
753.0;-458.0;201.0;-155.0;16;-15;916.0;793
-562.0;178.0;148.0;68.0;18;-79;989.0;198
-523.0;185.0;15.0;102.0;14;-10;1069.0;720
-239.0;329.0;-125.0;271.0;21;-5;947.0;724
754.0;-459.0;200.0;-155.0;15;0;926.0;798
755.0;-460.0;201.0;-153.0;15;-3;937.0;801
755.0;-460.0;201.0;-153.0;18;5;907.0;799
756.0;-460.0;199.0;-152.0;17;1;894.0;800
758.0;-460.0;199.0;-149.0;32;38;915.0;798
758.0;-459.0;199.0;-149.0;37;82;921.0;797
885.0;611.0;-587.0;715.0;118;-62;1064.0;3190
714.0;-238.0;-45.0;-103.0;21;35;965.0;786
717.0;-229.0;-39.0;-97.0;19;11;954.0;798
759.0;-457.0;198.0;-150.0;22;17;919.0;871
817.0;420.0;-704.0;563.0;40;-91;1027.0;2201
759.0;-456.0;198.0;-149.0;15;-5;960.0;788
761.0;-454.0;196.0;-146.0;19;14;898.0;738
-754.0;-765.0;639.0;-750.0;37;62;937.0;446
443.0;216.0;-227.0;47.0;1193;-1255;1242.0;713
-745.0;-122.0;465.0;-341.0;-639;-371;1059.0;592
762.0;-446.0;189.0;-143.0;14;10;939.0;585
131.0;-194.0;113.0;-225.0;29;-99;906.0;1481
763.0;-444.0;185.0;-138.0;14;-3;986.0;884
757.0;-444.0;185.0;-143.0;22;-31;822.0;810
181.0;157.0;-237.0;-17.0;-351;-2586;1320.0;684
458.0;-705.0;413.0;-378.0;34;-27;917.0;804
162.0;577.0;-430.0;642.0;-26;-16;937.0;880
-99.0;475.0;-262.0;331.0;35;131;850.0;834
502.0;48.0;-228.0;118.0;25;-57;887.0;1502
208.0;-671.0;337.0;-529.0;30;17;1069.0;765
282.0;-33.0;-102.0;-92.0;254;1659;565.0;777
-227.0;478.0;-128.0;133.0;14;0;967.0;799
-243.0;502.0;-97.0;132.0;15;-68;993.0;806
476.0;-676.0;404.0;-307.0;-7;113;848.0;801
-783.0;-592.0;561.0;-439.0;17;-48;1074.0;679
-679.0;-562.0;587.0;-437.0;17;5;982.0;809
-726.0;-569.0;582.0;-502.0;18;24;975.0;813
285.0;-447.0;-63.0;-132.0;-1186;-1493;942.0;928
66.0;-696.0;305.0;-545.0;16;32;1014.0;621
244.0;-7.0;-18.0;-130.0;180;-28;1234.0;1322
799.0;719.0;-659.0;749.0;339;1495;739.0;829
555.0;107.0;-290.0;137.0;65;-49;1067.0;818
0.0;-383.0;101.0;-324.0;-181;-282;1035.0;1908
518.0;-414.0;-229.0;10.0;79;-259;959.0;472
678.0;-40.0;-243.0;71.0;17;-96;959.0;682
632.0;-69.0;-228.0;27.0;20;-73;960.0;573
326.0;-134.0;-15.0;-70.0;-44;-107;996.0;-328
814.0;775.0;-625.0;745.0;41;-8;1016.0;-2495
847.0;447.0;-657.0;644.0;2007;1796;948.0;742
-167.0;550.0;-411.0;521.0;19;-22;870.0;812
-863.0;-416.0;685.0;-642.0;-3790;-458;1201.0;810
-418.0;263.0;-248.0;118.0;97;68;948.0;569
649.0;-168.0;-93.0;207.0;27;-12;907.0;802
283.0;-667.0;216.0;-183.0;43;593;915.0;790
657.0;-160.0;-94.0;208.0;25;219;910.0;806
679.0;-105.0;-111.0;217.0;20;-29;871.0;785
692.0;-102.0;-106.0;219.0;16;-61;1002.0;809
709.0;-149.0;-61.0;172.0;22;35;932.0;807
745.0;-241.0;33.0;90.0;13;55;973.0;562
683.0;-321.0;89.0;103.0;14;38;916.0;782
724.0;-275.0;110.0;-72.0;57;-282;1023.0;657
676.0;-345.0;104.0;105.0;10;41;938.0;844
848.0;521.0;-713.0;675.0;-676;2561;818.0;814
658.0;-388.0;124.0;114.0;0;-26;880.0;757
650.0;-397.0;127.0;113.0;-9;62;899.0;806
69.0;523.0;-186.0;439.0;88;134;1003.0;1793
