InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Body_Az
76.0;-315.0;80.0;-231.0;22;-16;955.0;800
75.0;-314.0;79.0;-231.0;21;-33;925.0;803
63.0;-327.0;98.0;-240.0;24;40;927.0;803
63.0;-326.0;101.0;-240.0;18;-7;964.0;801
70.0;-325.0;101.0;-235.0;23;9;948.0;796
72.0;-324.0;97.0;-230.0;17;9;946.0;790
71.0;-324.0;97.0;-230.0;24;0;954.0;799
65.0;-331.0;93.0;-230.0;21;-16;929.0;795
61.0;-334.0;85.0;-229.0;19;15;960.0;792
72.0;-319.0;95.0;-228.0;20;0;948.0;805
55.0;-326.0;102.0;-237.0;20;-2;919.0;800
53.0;-324.0;103.0;-238.0;18;-27;958.0;802
60.0;-324.0;100.0;-233.0;23;22;950.0;800
62.0;-318.0;97.0;-232.0;15;-24;949.0;803
61.0;-314.0;97.0;-233.0;17;5;930.0;802
58.0;-315.0;97.0;-234.0;20;-13;890.0;797
60.0;-315.0;95.0;-234.0;19;10;974.0;797
60.0;-316.0;98.0;-235.0;19;-20;920.0;801
52.0;-322.0;98.0;-240.0;20;27;928.0;798
5.0;-352.0;123.0;-271.0;14;4;916.0;799
-1.0;-359.0;131.0;-275.0;20;26;920.0;799
-1.0;-361.0;135.0;-276.0;21;41;910.0;798
-4.0;-365.0;145.0;-282.0;19;-1;906.0;801
-17.0;-370.0;155.0;-291.0;19;-13;927.0;799
-28.0;-374.0;159.0;-297.0;19;0;926.0;795
-42.0;-384.0;164.0;-306.0;21;20;910.0;797
-42.0;-389.0;163.0;-306.0;18;17;948.0;794
-31.0;-391.0;164.0;-301.0;22;-17;901.0;807
-25.0;-388.0;163.0;-297.0;18;33;929.0;803
-18.0;-385.0;162.0;-292.0;16;-7;914.0;797
-18.0;-383.0;164.0;-292.0;20;-24;921.0;804
-11.0;-373.0;152.0;-285.0;15;13;915.0;803
22.0;-364.0;137.0;-268.0;15;-6;917.0;803
32.0;-360.0;126.0;-257.0;24;5;909.0;799
33.0;-360.0;126.0;-256.0;26;-1;949.0;802
35.0;-358.0;126.0;-254.0;21;20;930.0;795
28.0;-351.0;118.0;-255.0;19;11;936.0;802
29.0;-354.0;112.0;-254.0;22;-9;945.0;809
31.0;-356.0;112.0;-252.0;25;-11;947.0;798
31.0;-360.0;117.0;-252.0;17;-7;919.0;800
29.0;-355.0;113.0;-251.0;16;-24;928.0;805
37.0;-344.0;107.0;-246.0;20;12;937.0;797
33.0;-345.0;106.0;-248.0;17;-19;917.0;803
32.0;-346.0;105.0;-248.0;16;-28;910.0;799
28.0;-355.0;117.0;-254.0;20;-12;931.0;799
29.0;-341.0;123.0;-255.0;23;19;947.0;805
30.0;-334.0;121.0;-255.0;16;-9;911.0;802
30.0;-334.0;120.0;-255.0;22;10;934.0;800
30.0;-334.0;118.0;-255.0;18;-11;951.0;801
33.0;-344.0;114.0;-253.0;16;13;921.0;797
29.0;-351.0;121.0;-256.0;20;10;948.0;802
32.0;-350.0;121.0;-253.0;21;19;956.0;805
33.0;-349.0;121.0;-253.0;20;-10;928.0;802
28.0;-352.0;122.0;-256.0;22;4;919.0;803
24.0;-350.0;125.0;-260.0;21;-8;956.0;802
24.0;-350.0;125.0;-260.0;21;-13;946.0;805
25.0;-352.0;127.0;-260.0;20;-2;951.0;808
26.0;-353.0;128.0;-260.0;17;5;934.0;801
29.0;-341.0;132.0;-259.0;22;0;953.0;797
8.0;-347.0;152.0;-279.0;22;-2;926.0;797
-18.0;-356.0;169.0;-293.0;13;-40;923.0;800
-28.0;-367.0;172.0;-303.0;20;6;917.0;802
-18.0;-399.0;189.0;-302.0;20;20;912.0;799
-20.0;-398.0;187.0;-303.0;24;1;924.0;802
-35.0;-404.0;191.0;-307.0;26;26;945.0;799
-32.0;-405.0;192.0;-306.0;19;5;929.0;798
-28.0;-402.0;191.0;-304.0;18;7;929.0;801
-29.0;-398.0;186.0;-303.0;18;23;955.0;798
-35.0;-404.0;187.0;-306.0;22;40;899.0;797
-38.0;-402.0;184.0;-306.0;18;4;906.0;795
-23.0;-397.0;186.0;-301.0;24;12;931.0;800
-23.0;-396.0;187.0;-301.0;25;10;905.0;801
-27.0;-393.0;186.0;-302.0;14;-11;908.0;806
-24.0;-403.0;175.0;-300.0;21;9;914.0;801
-24.0;-401.0;171.0;-300.0;22;16;910.0;799
-22.0;-397.0;165.0;-298.0;16;-15;916.0;802
41.0;-330.0;127.0;-253.0;24;-23;920.0;799
51.0;-318.0;116.0;-244.0;23;-3;918.0;805
48.0;-318.0;109.0;-244.0;18;49;924.0;803
45.0;-321.0;106.0;-246.0;19;2;937.0;799
38.0;-328.0;110.0;-252.0;19;9;917.0;791
35.0;-330.0;112.0;-255.0;18;-11;930.0;803
263.0;-298.0;-53.0;-121.0;53;32;809.0;612
30.0;-332.0;115.0;-257.0;15;-10;907.0;799
61.0;-308.0;100.0;-239.0;27;47;882.0;805
746.0;556.0;-708.0;766.0;2;-33;945.0;798
182.0;-286.0;89.0;-149.0;23;-150;1006.0;818
194.0;-283.0;88.0;-143.0;13;-92;1012.0;814
237.0;-281.0;86.0;-135.0;23;186;964.0;802
848.0;521.0;-713.0;675.0;-676;2561;818.0;814
623.0;-397.0;131.0;73.0;-32;507;964.0;811
491.0;-51.0;-148.0;74.0;35;-177;902.0;1298
306.0;-269.0;19.0;-211.0;15;6;965.0;802
268.0;-343.0;-42.0;-206.0;-32;24;807.0;793
302.0;-283.0;39.0;-222.0;24;-28;937.0;814
302.0;-287.0;47.0;-224.0;18;1;956.0;808
50.0;-228.0;-1.0;-239.0;28;13;840.0;996
310.0;-306.0;22.0;-327.0;16;-58;959.0;795
166.0;-147.0;87.0;-203.0;8;-148;885.0;1045
-821.0;-342.0;557.0;-498.0;1;-55;938.0;1355
-141.0;-384.0;158.0;-435.0;30;78;1014.0;866
335.0;-247.0;27.0;-284.0;19;-17;905.0;858
210.0;-401.0;33.0;-270.0;68;-138;958.0;834
123.0;-709.0;428.0;-471.0;20;-59;1014.0;447
254.0;-249.0;55.0;-180.0;21;34;999.0;862
270.0;-337.0;153.0;-228.0;21;36;947.0;764
297.0;-512.0;154.0;-483.0;17;29;938.0;802
-85.0;-372.0;-80.0;-304.0;37;-638;858.0;1926
308.0;-391.0;216.0;-294.0;21;35;966.0;832
207.0;-506.0;178.0;-515.0;19;-13;940.0;801
125.0;-511.0;200.0;-542.0;16;1;916.0;803
62.0;-511.0;225.0;-558.0;15;-12;937.0;795
45.0;-512.0;234.0;-563.0;12;-4;958.0;804
294.0;-360.0;102.0;-234.0;16;-10;945.0;806
297.0;-359.0;104.0;-228.0;16;-18;929.0;804
309.0;-352.0;111.0;-225.0;27;-3;959.0;806
191.0;-335.0;118.0;-333.0;25;6;925.0;807
133.0;-351.0;117.0;-299.0;19;29;966.0;800
102.0;-364.0;104.0;-276.0;19;-6;960.0;803
110.0;-371.0;83.0;-277.0;24;-4;983.0;795
112.0;-362.0;81.0;-284.0;12;18;996.0;795
11.0;-510.0;239.0;-564.0;21;-1;945.0;800
7.0;-516.0;238.0;-562.0;18;-6;938.0;796
-1.0;-518.0;233.0;-562.0;20;7;947.0;791
-2.0;-518.0;231.0;-562.0;17;-6;946.0;799
-4.0;-519.0;231.0;-561.0;15;7;947.0;804
-3.0;-520.0;230.0;-559.0;20;19;933.0;796
-6.0;-520.0;228.0;-558.0;16;27;937.0;800
-5.0;-520.0;228.0;-558.0;20;-4;927.0;797
-4.0;-518.0;227.0;-557.0;10;-24;939.0;795
-3.0;-517.0;225.0;-555.0;15;-20;948.0;803
6.0;-514.0;222.0;-551.0;16;-39;927.0;795
14.0;-511.0;219.0;-549.0;20;13;943.0;798
334.0;-502.0;188.0;-388.0;19;-16;936.0;802
458.0;-530.0;137.0;-312.0;15;-32;919.0;805
140.0;-234.0;55.0;-222.0;38;3;895.0;900
100.0;-252.0;52.0;-208.0;77;106;864.0;757
134.0;-236.0;58.0;-192.0;9;3;839.0;590
113.0;-249.0;93.0;-225.0;42;20;869.0;661
175.0;-204.0;74.0;-194.0;20;-35;969.0;850
328.0;-380.0;112.0;-366.0;9;-21;911.0;769
342.0;-376.0;99.0;-369.0;19;35;921.0;780
378.0;-364.0;80.0;-374.0;28;2;964.0;900
389.0;-310.0;46.0;-183.0;21;-41;994.0;794
338.0;-281.0;24.0;-171.0;15;3;976.0;800
369.0;-270.0;25.0;-180.0;16;-50;986.0;798
390.0;-276.0;23.0;-229.0;14;4;976.0;797
316.0;-296.0;34.0;-241.0;20;4;964.0;797
271.0;-298.0;40.0;-245.0;16;16;975.0;794
242.0;-298.0;42.0;-251.0;19;11;977.0;797
333.0;-283.0;28.0;-311.0;15;-11;934.0;795
406.0;-272.0;28.0;-303.0;20;-29;957.0;796
355.0;-201.0;-152.0;-23.0;48;55;672.0;878
-41.0;-627.0;430.0;-350.0;-29;-148;945.0;821
219.0;-283.0;106.0;-168.0;41;29;899.0;850
131.0;-194.0;113.0;-225.0;29;-99;906.0;1481
206.0;-236.0;49.0;-152.0;32;-14;805.0;706
155.0;-256.0;32.0;-194.0;78;99;823.0;745
126.0;-426.0;209.0;-327.0;11;-28;916.0;808
286.0;71.0;-197.0;-34.0;5;54;892.0;1138
518.0;-414.0;-229.0;10.0;79;-259;959.0;472
-787.0;-582.0;594.0;-591.0;20;6;986.0;806
649.0;-168.0;-93.0;207.0;27;-12;907.0;802
632.0;-69.0;-228.0;27.0;20;-73;960.0;573
86.0;-379.0;171.0;-321.0;7;3;948.0;799
-10.0;456.0;-221.0;398.0;17;54;877.0;1502
344.0;96.0;-175.0;-50.0;-110;-224;904.0;-2444
-811.0;-578.0;584.0;-646.0;26;-300;938.0;815
286.0;-245.0;83.0;-81.0;60;19;780.0;770
-792.0;-591.0;600.0;-646.0;11;-3;814.0;792
96.0;-362.0;160.0;-336.0;24;5;969.0;801
104.0;-356.0;154.0;-341.0;20;-5;1018.0;797
34.0;-344.0;158.0;-301.0;17;-1;811.0;643
67.0;-327.0;165.0;-285.0;40;32;827.0;706
299.0;-306.0;93.0;-351.0;20;-4;909.0;792
-870.0;-650.0;599.0;-674.0;37;850;813.0;807
625.0;-253.0;18.0;-186.0;13;-5;947.0;799
632.0;-253.0;17.0;-190.0;23;-15;942.0;791
326.0;-134.0;-15.0;-70.0;-44;-107;996.0;-328
-174.0;-483.0;320.0;-531.0;13;-6;1018.0;520
-219.0;-725.0;656.0;-788.0;35;-125;1017.0;595
605.0;-268.0;45.0;-215.0;12;12;919.0;832
653.0;-251.0;22.0;-186.0;17;4;945.0;795
753.0;-462.0;198.0;-156.0;14;-5;924.0;799
343.0;-176.0;51.0;-63.0;112;-75;915.0;1852
202.0;623.0;-331.0;575.0;-248;-284;924.0;-488
-511.0;154.0;27.0;-2.0;2;-33;1051.0;192
171.0;-624.0;93.0;-497.0;111;67;867.0;792
143.0;-626.0;93.0;-526.0;-35;179;824.0;795
48.0;228.0;-20.0;354.0;40;-1423;903.0;806
-638.0;306.0;-88.0;-138.0;20;-34;949.0;805
320.0;-582.0;271.0;-415.0;-10;-44;926.0;779
-866.0;-591.0;551.0;-647.0;22;-63;1022.0;486
620.0;-276.0;11.0;-252.0;23;-8;958.0;800
619.0;-277.0;15.0;-251.0;13;-2;964.0;797
-65.0;-530.0;621.0;-556.0;12;-585;920.0;738
422.0;-518.0;215.0;-364.0;19;-144;879.0;805
109.0;-373.0;181.0;-275.0;93;-991;906.0;811
-851.0;-565.0;593.0;-620.0;86;2097;843.0;787
514.0;-606.0;269.0;-180.0;13;-13;946.0;781
556.0;-433.0;179.0;-290.0;12;3;937.0;815
301.0;-559.0;268.0;-412.0;-4;-81;1081.0;781
123.0;-203.0;44.0;-219.0;8;2754;905.0;808
355.0;-520.0;134.0;-455.0;11;36;928.0;800
181.0;157.0;-237.0;-17.0;-351;-2586;1320.0;684
-268.0;-443.0;266.0;-508.0;18;-29;1025.0;497
64.0;-257.0;-77.0;-256.0;-5;-393;698.0;814
38.0;507.0;-180.0;445.0;-1425;-1208;1047.0;996
720.0;758.0;-650.0;769.0;473;1540;793.0;816
839.0;730.0;-652.0;697.0;40;-73;909.0;1501
-748.0;-710.0;645.0;-669.0;16;56;957.0;348
647.0;-254.0;20.0;-180.0;19;-15;941.0;799
787.0;-712.0;439.0;-101.0;19;0;928.0;805
417.0;-689.0;36.0;-273.0;18;17;958.0;805
-3.0;553.0;-353.0;331.0;16;-21;1026.0;372
697.0;-236.0;-7.0;-106.0;19;12;956.0;799
-576.0;-393.0;767.0;-820.0;22;-4;922.0;783
-342.0;144.0;-62.0;-21.0;13;-54;1062.0;650
696.0;-235.0;-11.0;-115.0;15;-14;955.0;796
678.0;768.0;-605.0;755.0;187;-699;1207.0;2974
