InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit LLA magneticX;Accelerometer LWR accZ;InertialMeasurementUnit LLA accY;InertialMeasurementUnit BACK Quaternion1;Accelerometer LUA^ accX;Accelerometer LWR accX
109;699.0;621.0;525.0;485.0;353.0;400.0;-301.0;-760.0;334.0;-335.0
99;720.0;511.0;510.0;507.0;68.0;964.0;-513.0;-719.0;415.0;-799.0
99;748.0;436.0;518.0;511.0;-104.0;799.0;-1099.0;-703.0;529.0;-1070.0
99;756.0;368.0;524.0;510.0;-250.0;588.0;-1147.0;-695.0;496.0;-952.0
99;675.0;-108.0;506.0;603.0;-720.0;229.0;-674.0;-663.0;498.0;183.0
99;618.0;-204.0;501.0;651.0;-717.0;214.0;-576.0;-658.0;384.0;249.0
99;545.0;-290.0;499.0;700.0;-687.0;276.0;-367.0;-653.0;384.0;117.0
99;517.0;-307.0;499.0;708.0;-661.0;455.0;-288.0;-652.0;372.0;20.0
99;512.0;-309.0;502.0;706.0;-672.0;464.0;-434.0;-652.0;300.0;74.0
99;598.0;-71.0;490.0;621.0;-715.0;548.0;-457.0;-658.0;400.0;-757.0
99;692.0;467.0;496.0;469.0;-198.0;896.0;-950.0;-678.0;388.0;-764.0
99;676.0;601.0;500.0;477.0;99.0;1000.0;-992.0;-686.0;395.0;-857.0
99;636.0;700.0;502.0;514.0;411.0;1044.0;-774.0;-693.0;501.0;-223.0
99;702.0;636.0;491.0;537.0;336.0;530.0;-341.0;-685.0;333.0;-329.0
99;698.0;651.0;508.0;539.0;346.0;390.0;-382.0;-686.0;292.0;-376.0
99;705.0;644.0;503.0;538.0;351.0;421.0;-361.0;-683.0;310.0;-340.0
99;693.0;641.0;434.0;528.0;356.0;399.0;-329.0;-705.0;312.0;-316.0
99;694.0;641.0;437.0;527.0;359.0;389.0;-353.0;-704.0;296.0;-331.0
99;689.0;665.0;488.0;534.0;400.0;458.0;-297.0;-660.0;311.0;-293.0
99;689.0;660.0;506.0;522.0;388.0;421.0;-352.0;-659.0;313.0;-344.0
99;692.0;646.0;503.0;515.0;364.0;404.0;-335.0;-673.0;347.0;-339.0
99;692.0;645.0;504.0;517.0;367.0;397.0;-341.0;-674.0;352.0;-343.0
99;693.0;643.0;503.0;519.0;365.0;438.0;-313.0;-674.0;353.0;-335.0
99;695.0;633.0;497.0;522.0;354.0;378.0;-329.0;-682.0;322.0;-347.0
99;694.0;635.0;493.0;526.0;359.0;439.0;-358.0;-681.0;305.0;-342.0
99;694.0;632.0;487.0;533.0;344.0;396.0;-326.0;-675.0;318.0;-321.0
99;695.0;630.0;487.0;534.0;340.0;407.0;-349.0;-674.0;322.0;-318.0
99;694.0;630.0;494.0;531.0;340.0;407.0;-342.0;-674.0;298.0;-301.0
99;690.0;644.0;498.0;520.0;368.0;379.0;-350.0;-676.0;326.0;-343.0
99;692.0;638.0;502.0;522.0;363.0;347.0;-313.0;-679.0;332.0;-308.0
99;693.0;635.0;500.0;523.0;356.0;413.0;-308.0;-679.0;331.0;-302.0
99;695.0;635.0;498.0;526.0;354.0;374.0;-343.0;-678.0;316.0;-321.0
99;698.0;631.0;494.0;525.0;351.0;440.0;-337.0;-690.0;320.0;-340.0
99;686.0;612.0;484.0;514.0;333.0;391.0;-341.0;-705.0;313.0;-356.0
99;685.0;602.0;481.0;512.0;324.0;374.0;-360.0;-707.0;324.0;-289.0
99;682.0;601.0;482.0;515.0;317.0;386.0;-349.0;-704.0;308.0;-305.0
99;681.0;612.0;494.0;513.0;332.0;465.0;-367.0;-696.0;339.0;-347.0
99;680.0;613.0;493.0;513.0;334.0;439.0;-379.0;-695.0;361.0;-307.0
99;678.0;615.0;498.0;514.0;337.0;356.0;-332.0;-690.0;328.0;-283.0
99;682.0;615.0;500.0;515.0;327.0;449.0;-287.0;-688.0;327.0;-308.0
99;684.0;620.0;500.0;519.0;333.0;363.0;-344.0;-684.0;350.0;-308.0
99;687.0;623.0;491.0;528.0;329.0;435.0;-345.0;-674.0;337.0;-317.0
99;686.0;623.0;495.0;518.0;330.0;366.0;-296.0;-678.0;347.0;-311.0
99;689.0;623.0;497.0;520.0;335.0;416.0;-303.0;-681.0;334.0;-337.0
99;690.0;627.0;498.0;520.0;344.0;447.0;-363.0;-682.0;311.0;-340.0
99;687.0;625.0;498.0;521.0;337.0;420.0;-341.0;-683.0;325.0;-320.0
99;685.0;626.0;501.0;515.0;342.0;414.0;-323.0;-686.0;316.0;-329.0
99;687.0;624.0;500.0;516.0;342.0;413.0;-345.0;-686.0;322.0;-312.0
99;688.0;624.0;499.0;515.0;342.0;407.0;-345.0;-686.0;334.0;-316.0
99;688.0;620.0;499.0;516.0;338.0;335.0;-317.0;-690.0;319.0;-302.0
99;688.0;619.0;500.0;516.0;338.0;338.0;-304.0;-690.0;331.0;-302.0
99;692.0;619.0;492.0;523.0;335.0;444.0;-309.0;-702.0;311.0;-373.0
99;690.0;620.0;493.0;516.0;345.0;359.0;-344.0;-706.0;306.0;-385.0
99;675.0;591.0;494.0;487.0;323.0;401.0;-288.0;-728.0;329.0;-286.0
99;670.0;592.0;490.0;484.0;314.0;392.0;-287.0;-725.0;357.0;-327.0
99;672.0;593.0;484.0;494.0;319.0;399.0;-260.0;-718.0;362.0;-295.0
99;674.0;592.0;484.0;494.0;317.0;433.0;-326.0;-718.0;323.0;-297.0
99;675.0;591.0;484.0;497.0;314.0;393.0;-303.0;-717.0;346.0;-290.0
99;675.0;592.0;484.0;496.0;316.0;374.0;-306.0;-717.0;352.0;-303.0
99;675.0;592.0;484.0;494.0;317.0;399.0;-311.0;-717.0;350.0;-336.0
99;674.0;597.0;485.0;496.0;324.0;423.0;-331.0;-718.0;364.0;-326.0
99;675.0;595.0;481.0;500.0;323.0;416.0;-316.0;-712.0;316.0;-309.0
99;693.0;633.0;501.0;519.0;366.0;387.0;-309.0;-689.0;311.0;-306.0
99;694.0;630.0;499.0;521.0;359.0;395.0;-303.0;-690.0;338.0;-292.0
99;694.0;629.0;499.0;521.0;357.0;413.0;-304.0;-690.0;344.0;-301.0
99;694.0;630.0;503.0;523.0;355.0;354.0;-306.0;-688.0;322.0;-297.0
99;691.0;646.0;517.0;516.0;380.0;296.0;-245.0;-690.0;308.0;-266.0
99;691.0;698.0;528.0;479.0;464.0;279.0;-318.0;-610.0;380.0;-279.0
99;688.0;704.0;522.0;458.0;480.0;336.0;-274.0;-586.0;346.0;-272.0
99;686.0;706.0;518.0;447.0;489.0;265.0;-261.0;-574.0;312.0;-211.0
99;682.0;712.0;509.0;406.0;517.0;352.0;-228.0;-538.0;341.0;2.0
99;609.0;759.0;521.0;220.0;604.0;414.0;-315.0;-491.0;302.0;-369.0
99;605.0;734.0;552.0;129.0;566.0;434.0;-299.0;-502.0;297.0;6.0
100;620.0;720.0;540.0;164.0;559.0;420.0;-191.0;-506.0;457.0;56.0
138;619.0;728.0;509.0;209.0;595.0;307.0;-245.0;-509.0;535.0;-280.0
119;597.0;743.0;505.0;213.0;680.0;168.0;-247.0;-500.0;425.0;-362.0
-151;637.0;649.0;529.0;332.0;258.0;326.0;60.0;-793.0;418.0;-85.0
-154;525.0;708.0;523.0;249.0;449.0;451.0;-39.0;-834.0;460.0;39.0
-153;376.0;668.0;484.0;-77.0;343.0;530.0;-126.0;-869.0;702.0;177.0
-134;344.0;624.0;395.0;-141.0;366.0;-179.0;34.0;-879.0;760.0;160.0
-115;295.0;550.0;368.0;-209.0;362.0;-254.0;697.0;-976.0;504.0;-128.0
-91;294.0;579.0;402.0;-113.0;343.0;288.0;387.0;-990.0;-4.0;23.0
-72;312.0;497.0;282.0;-215.0;335.0;-58.0;-41.0;-979.0;598.0;-56.0
101;-280.0;-411.0;-220.0;-641.0;417.0;662.0;-376.0;67.0;458.0;-560.0
-53;175.0;414.0;504.0;-430.0;294.0;-215.0;213.0;-912.0;540.0;168.0
-53;170.0;426.0;495.0;-413.0;305.0;-209.0;232.0;-917.0;654.0;82.0
-67;475.0;53.0;374.0;-210.0;61.0;127.0;-228.0;-838.0;52.0;-341.0
-31;97.0;-7.0;135.0;-552.0;184.0;323.0;-363.0;-553.0;630.0;-156.0
37;-252.0;-590.0;-229.0;-622.0;811.0;200.0;-410.0;13.0;87.0;-456.0
51;-448.0;-657.0;-333.0;-366.0;867.0;395.0;-173.0;132.0;464.0;-398.0
-47;-333.0;-483.0;-262.0;-672.0;551.0;518.0;-596.0;66.0;486.0;-430.0
81;-394.0;-580.0;-308.0;-501.0;745.0;310.0;-391.0;87.0;269.0;-345.0
44;-333.0;-655.0;-376.0;-370.0;928.0;679.0;-154.0;85.0;213.0;-350.0
45;-294.0;-560.0;-555.0;-575.0;849.0;440.0;-450.0;56.0;523.0;-323.0
45;-309.0;-552.0;-467.0;-526.0;879.0;500.0;-381.0;62.0;501.0;-154.0
44;-316.0;-587.0;-397.0;-548.0;953.0;485.0;-334.0;7.0;515.0;-292.0
45;-104.0;-303.0;-91.0;-711.0;642.0;416.0;-166.0;-174.0;586.0;-2.0
66;-25.0;-81.0;50.0;-714.0;447.0;403.0;-434.0;-348.0;512.0;-497.0
40;-22.0;-117.0;57.0;-687.0;493.0;472.0;-356.0;-404.0;301.0;-442.0
17;99.0;-352.0;59.0;-629.0;684.0;365.0;-425.0;-452.0;326.0;-145.0
15;146.0;60.0;73.0;-517.0;386.0;456.0;-354.0;-514.0;392.0;-382.0
40;21.0;-256.0;-334.0;-624.0;458.0;482.0;-587.0;-408.0;725.0;-225.0
40;10.0;-208.0;-441.0;-626.0;411.0;370.0;-384.0;-431.0;682.0;-287.0
39;-33.0;-224.0;-439.0;-650.0;395.0;466.0;-302.0;-422.0;565.0;-354.0
92;-357.0;-439.0;-198.0;-428.0;1037.0;554.0;-204.0;-122.0;174.0;-808.0
91;-357.0;-429.0;-203.0;-438.0;1039.0;576.0;-139.0;-111.0;210.0;-679.0
90;-308.0;-478.0;-216.0;-525.0;920.0;512.0;-669.0;-73.0;527.0;-463.0
91;-243.0;-523.0;-190.0;-595.0;784.0;755.0;-476.0;-61.0;535.0;-125.0
91;-167.0;-558.0;-276.0;-632.0;659.0;690.0;-311.0;-42.0;602.0;9.0
91;-172.0;-565.0;-282.0;-628.0;655.0;676.0;-338.0;-42.0;543.0;77.0
91;-183.0;-574.0;-275.0;-622.0;651.0;692.0;-390.0;-46.0;582.0;-6.0
91;-165.0;-573.0;-232.0;-624.0;635.0;662.0;-435.0;-57.0;596.0;165.0
91;-165.0;-574.0;-232.0;-626.0;635.0;628.0;-434.0;-53.0;592.0;-101.0
91;-162.0;-576.0;-242.0;-629.0;663.0;666.0;-490.0;-32.0;609.0;-136.0
91;-169.0;-580.0;-249.0;-632.0;676.0;747.0;-453.0;-21.0;603.0;-24.0
79;-314.0;-586.0;-295.0;-605.0;1164.0;517.0;-708.0;99.0;587.0;-367.0
97;-351.0;-581.0;-260.0;-523.0;1649.0;519.0;-238.0;83.0;517.0;-394.0
119;-565.0;-659.0;-380.0;-174.0;1143.0;215.0;-345.0;326.0;473.0;-93.0
70;-515.0;-631.0;-362.0;-300.0;1118.0;335.0;-280.0;145.0;304.0;-600.0
60;-426.0;-635.0;-418.0;-488.0;1182.0;346.0;-426.0;60.0;219.0;-590.0
46;-243.0;-517.0;-475.0;-599.0;932.0;486.0;-304.0;-49.0;452.0;-506.0
31;-292.0;-447.0;-439.0;-597.0;722.0;321.0;-391.0;-38.0;347.0;-242.0
31;-285.0;-488.0;-453.0;-572.0;798.0;288.0;-279.0;-21.0;375.0;-273.0
31;-280.0;-516.0;-463.0;-548.0;872.0;336.0;-223.0;-5.0;390.0;-247.0
31;-317.0;-507.0;-472.0;-547.0;836.0;394.0;-315.0;22.0;387.0;-282.0
40;-317.0;-467.0;-534.0;-641.0;827.0;289.0;-172.0;-19.0;578.0;-156.0
40;-320.0;-464.0;-529.0;-642.0;829.0;278.0;-187.0;-20.0;575.0;-205.0
40;-330.0;-454.0;-508.0;-643.0;825.0;325.0;-137.0;-20.0;552.0;-201.0
40;-362.0;-435.0;-394.0;-646.0;765.0;207.0;-71.0;-33.0;577.0;-157.0
40;-389.0;-428.0;-548.0;-607.0;807.0;200.0;-53.0;-17.0;520.0;-213.0
40;-392.0;-429.0;-501.0;-608.0;796.0;191.0;-64.0;-14.0;523.0;-247.0
40;-392.0;-430.0;-485.0;-608.0;787.0;204.0;-62.0;-13.0;512.0;-236.0
40;-391.0;-430.0;-475.0;-609.0;787.0;193.0;-61.0;-11.0;515.0;-187.0
40;-393.0;-430.0;-476.0;-603.0;793.0;170.0;-58.0;-12.0;515.0;-216.0
40;-396.0;-428.0;-476.0;-604.0;786.0;207.0;-72.0;-13.0;520.0;-204.0
40;-399.0;-419.0;-527.0;-600.0;771.0;195.0;-52.0;-26.0;518.0;-167.0
87;-424.0;-345.0;-505.0;-580.0;742.0;83.0;189.0;-45.0;493.0;-20.0
87;-456.0;-359.0;-475.0;-533.0;738.0;63.0;126.0;-45.0;436.0;-160.0
90;-450.0;-381.0;-504.0;-535.0;752.0;60.0;45.0;-40.0;440.0;-203.0
93;-450.0;-392.0;-442.0;-536.0;739.0;63.0;42.0;-25.0;441.0;-193.0
93;-451.0;-398.0;-447.0;-534.0;727.0;85.0;73.0;-4.0;500.0;-144.0
93;-475.0;-385.0;-435.0;-492.0;738.0;19.0;103.0;12.0;437.0;-183.0
93;-469.0;-381.0;-422.0;-502.0;738.0;39.0;93.0;5.0;446.0;-213.0
93;-469.0;-370.0;-410.0;-502.0;733.0;34.0;87.0;-7.0;418.0;-149.0
93;-431.0;-342.0;-285.0;-558.0;755.0;106.0;100.0;-71.0;456.0;-200.0
93;-375.0;-358.0;-342.0;-629.0;804.0;106.0;87.0;-126.0;524.0;-177.0
93;-374.0;-333.0;-518.0;-626.0;774.0;153.0;46.0;-136.0;475.0;-320.0
92;-315.0;-447.0;-206.0;-642.0;877.0;254.0;-232.0;-104.0;546.0;-266.0
-108;-399.0;-767.0;-521.0;-254.0;922.0;597.0;-268.0;653.0;767.0;403.0
-108;-415.0;-745.0;-521.0;-269.0;855.0;715.0;-309.0;653.0;713.0;333.0
-89;-450.0;-718.0;-501.0;-302.0;805.0;440.0;-466.0;684.0;726.0;-255.0
-55;-793.0;-573.0;-485.0;432.0;543.0;437.0;-893.0;731.0;346.0;-231.0
-40;-818.0;-389.0;-456.0;401.0;124.0;236.0;-369.0;757.0;83.0;-409.0
-38;-589.0;-630.0;-442.0;76.0;596.0;312.0;-229.0;809.0;499.0;-524.0
-74;-650.0;-217.0;-444.0;58.0;0.0;299.0;-213.0;802.0;279.0;-144.0
-114;-662.0;-534.0;-505.0;451.0;136.0;177.0;-43.0;764.0;547.0;-192.0
-131;-611.0;-690.0;-530.0;465.0;286.0;304.0;39.0;752.0;642.0;-404.0
-166;-716.0;-609.0;-396.0;579.0;69.0;316.0;-144.0;678.0;305.0;-304.0
-158;-632.0;-766.0;-266.0;512.0;403.0;419.0;-299.0;677.0;534.0;-307.0
-159;-689.0;-669.0;47.0;601.0;254.0;418.0;-246.0;715.0;451.0;-269.0
-159;-696.0;-639.0;10.0;616.0;206.0;392.0;-314.0;720.0;365.0;-291.0
-166;-688.0;-631.0;-47.0;613.0;182.0;441.0;-445.0;698.0;251.0;-356.0
-99;-580.0;-422.0;48.0;273.0;124.0;367.0;-250.0;750.0;245.0;-295.0
-101;-522.0;-400.0;81.0;163.0;144.0;441.0;-386.0;747.0;370.0;-294.0
-101;-516.0;-326.0;83.0;93.0;113.0;385.0;-270.0;739.0;370.0;-234.0
-101;-521.0;-313.0;91.0;83.0;111.0;460.0;-269.0;741.0;379.0;-257.0
-101;-444.0;-321.0;94.0;-20.0;208.0;389.0;-398.0;747.0;416.0;-301.0
-101;-470.0;-270.0;109.0;-28.0;158.0;437.0;-268.0;759.0;338.0;-292.0
-101;-470.0;-265.0;104.0;-22.0;158.0;635.0;-353.0;755.0;368.0;-485.0
-101;-642.0;-95.0;-311.0;63.0;-116.0;415.0;-954.0;749.0;397.0;-767.0
-101;-660.0;205.0;-438.0;26.0;-376.0;520.0;-738.0;744.0;360.0;-319.0
-102;-575.0;362.0;-241.0;-211.0;-215.0;893.0;-1507.0;705.0;550.0;-355.0
-102;-568.0;373.0;-230.0;-206.0;-220.0;830.0;-1138.0;702.0;556.0;-549.0
-102;-562.0;381.0;-228.0;-216.0;-211.0;894.0;-1029.0;701.0;488.0;-530.0
-102;-587.0;600.0;-266.0;-332.0;-67.0;437.0;-922.0;682.0;345.0;76.0
-102;-469.0;724.0;-255.0;-380.0;129.0;437.0;-489.0;674.0;424.0;-323.0
-102;-464.0;724.0;-259.0;-382.0;128.0;405.0;-768.0;671.0;446.0;-224.0
-102;-465.0;726.0;-262.0;-380.0;123.0;399.0;-737.0;670.0;440.0;-252.0
-102;-341.0;-123.0;-268.0;-321.0;290.0;217.0;-279.0;685.0;351.0;-274.0
-102;-371.0;-87.0;-261.0;-325.0;261.0;260.0;-228.0;685.0;340.0;-298.0
-102;-310.0;-87.0;-273.0;-375.0;291.0;437.0;-318.0;677.0;343.0;-343.0
-102;-287.0;-70.0;-273.0;-398.0;305.0;335.0;-295.0;673.0;314.0;-302.0
-102;-285.0;-70.0;-275.0;-396.0;316.0;368.0;-313.0;681.0;285.0;-302.0
-100;-521.0;-409.0;-455.0;152.0;186.0;431.0;-341.0;793.0;457.0;-288.0
-100;-547.0;-465.0;-474.0;234.0;219.0;520.0;-377.0;804.0;447.0;-338.0
-83;-552.0;-514.0;-503.0;276.0;305.0;349.0;-372.0;814.0;442.0;-357.0
-112;-557.0;-508.0;-499.0;281.0;319.0;274.0;-323.0;812.0;337.0;-395.0
-130;-564.0;-488.0;-478.0;297.0;306.0;269.0;-320.0;810.0;305.0;-467.0
-154;-640.0;-376.0;-461.0;336.0;147.0;467.0;-311.0;810.0;308.0;-223.0
-155;-610.0;-539.0;-493.0;401.0;269.0;434.0;-248.0;801.0;331.0;-282.0
-151;-657.0;-582.0;-472.0;524.0;322.0;517.0;-518.0;762.0;322.0;-334.0
-119;-685.0;-599.0;-477.0;580.0;323.0;456.0;-488.0;741.0;333.0;-488.0
-72;-686.0;-607.0;-490.0;585.0;335.0;454.0;-418.0;738.0;378.0;-374.0
-103;-677.0;-547.0;-480.0;594.0;281.0;369.0;-360.0;744.0;226.0;-522.0
-135;-637.0;-517.0;-534.0;548.0;281.0;442.0;-469.0;756.0;397.0;-119.0
-135;-593.0;-623.0;-505.0;484.0;523.0;243.0;-69.0;748.0;568.0;-448.0
-135;-646.0;-709.0;-446.0;476.0;643.0;578.0;-408.0;733.0;391.0;-356.0
-134;-647.0;-711.0;-446.0;478.0;657.0;570.0;-414.0;733.0;429.0;-284.0
-134;-649.0;-712.0;-453.0;476.0;672.0;517.0;-571.0;737.0;346.0;-287.0
-88;-487.0;-215.0;-369.0;-4.0;175.0;300.0;-312.0;746.0;479.0;-220.0
-88;-529.0;-252.0;-332.0;88.0;94.0;304.0;-338.0;747.0;378.0;-280.0
-88;-546.0;-335.0;-274.0;182.0;57.0;371.0;-309.0;752.0;345.0;-348.0
9;-488.0;-514.0;-370.0;307.0;369.0;463.0;-486.0;758.0;482.0;-423.0
-8;-481.0;-520.0;-402.0;319.0;421.0;441.0;-793.0;759.0;448.0;-316.0
-100;-523.0;-177.0;-320.0;-12.0;-307.0;560.0;-137.0;744.0;230.0;-256.0
-98;-480.0;-255.0;-386.0;-27.0;-213.0;385.0;-361.0;741.0;547.0;-227.0
-41;-465.0;-486.0;-268.0;173.0;-58.0;522.0;-509.0;738.0;395.0;-549.0
29;-471.0;-457.0;-308.0;136.0;-64.0;462.0;-379.0;731.0;534.0;-413.0
-80;-392.0;-121.0;-291.0;-309.0;80.0;125.0;-171.0;710.0;252.0;-235.0
-75;-261.0;-82.0;-265.0;-445.0;351.0;417.0;-329.0;664.0;462.0;-172.0
-75;-257.0;-109.0;-246.0;-430.0;349.0;407.0;-218.0;662.0;484.0;-255.0
-70;-236.0;-136.0;-141.0;-440.0;344.0;569.0;-349.0;637.0;372.0;-544.0
1;179.0;535.0;235.0;-740.0;1022.0;499.0;-321.0;82.0;254.0;-175.0
2;187.0;538.0;226.0;-763.0;1092.0;531.0;-343.0;56.0;385.0;-124.0
12;319.0;531.0;197.0;-954.0;1356.0;334.0;-250.0;73.0;495.0;-207.0
0;273.0;586.0;220.0;-954.0;1630.0;521.0;-389.0;61.0;555.0;-198.0
71;199.0;353.0;175.0;-1242.0;1326.0;613.0;-440.0;126.0;493.0;-634.0
160;198.0;335.0;147.0;-1204.0;1302.0;570.0;-397.0;143.0;549.0;-434.0
3;155.0;243.0;110.0;-954.0;1200.0;566.0;-416.0;213.0;427.0;-351.0
2;197.0;411.0;14.0;-788.0;1229.0;248.0;-150.0;235.0;540.0;-375.0
-6;-4.0;350.0;1.0;-655.0;1046.0;469.0;-281.0;257.0;587.0;-307.0
-6;-4.0;223.0;-5.0;-641.0;1137.0;602.0;-323.0;300.0;581.0;-427.0
57;18.0;58.0;-36.0;-657.0;1121.0;482.0;-458.0;343.0;502.0;-513.0
-13;13.0;288.0;-138.0;-460.0;919.0;258.0;-217.0;422.0;494.0;-130.0
-18;-21.0;310.0;-133.0;-449.0;855.0;258.0;-292.0;422.0;421.0;-140.0
-26;-141.0;391.0;-142.0;-433.0;540.0;366.0;-293.0;419.0;229.0;-272.0
81;-62.0;-9.0;-222.0;-589.0;504.0;444.0;-611.0;500.0;384.0;-208.0
-20;61.0;257.0;-168.0;-584.0;730.0;179.0;-113.0;467.0;506.0;-212.0
-23;76.0;313.0;-66.0;-707.0;1292.0;427.0;-142.0;344.0;740.0;-218.0
-15;-22.0;412.0;16.0;-631.0;1193.0;565.0;-264.0;291.0;318.0;-285.0
-14;134.0;241.0;49.0;-766.0;1374.0;389.0;-48.0;303.0;697.0;-344.0
-15;116.0;205.0;63.0;-795.0;1360.0;443.0;-121.0;307.0;653.0;-393.0
-18;56.0;118.0;88.0;-873.0;1290.0;529.0;-465.0;287.0;295.0;-392.0
16;194.0;366.0;-9.0;-651.0;1267.0;174.0;-140.0;292.0;709.0;-248.0
-4;176.0;395.0;2.0;-613.0;1256.0;128.0;-82.0;288.0;671.0;-185.0
-26;28.0;360.0;25.0;-632.0;1105.0;506.0;-251.0;229.0;579.0;-210.0
-27;146.0;186.0;41.0;-721.0;1192.0;397.0;-222.0;287.0;582.0;-422.0
106;75.0;102.0;-13.0;-810.0;1099.0;365.0;-459.0;283.0;451.0;-520.0
-41;22.0;450.0;-29.0;-620.0;1058.0;155.0;-289.0;284.0;205.0;-296.0
-11;147.0;229.0;-63.0;-715.0;1158.0;260.0;-431.0;337.0;327.0;-245.0
-46;10.0;298.0;-29.0;-623.0;1171.0;374.0;-168.0;255.0;649.0;-233.0
-50;-12.0;176.0;-85.0;-628.0;1092.0;441.0;-175.0;354.0;427.0;-307.0
-49;-44.0;29.0;-54.0;-675.0;1060.0;464.0;-417.0;392.0;400.0;-379.0
-43;-33.0;-42.0;-74.0;-733.0;1001.0;581.0;-443.0;387.0;410.0;-662.0
61;7.0;-16.0;-79.0;-681.0;998.0;392.0;-525.0;403.0;565.0;-383.0
21;21.0;60.0;-103.0;-625.0;1043.0;280.0;-390.0;421.0;395.0;-262.0
-43;-63.0;166.0;-125.0;-536.0;762.0;357.0;-331.0;379.0;628.0;-109.0
-44;-116.0;-85.0;-151.0;-503.0;726.0;436.0;-425.0;498.0;304.0;-322.0
-53;-300.0;183.0;-271.0;-312.0;95.0;502.0;-277.0;545.0;303.0;-236.0
-55;96.0;462.0;-44.0;-511.0;867.0;587.0;-303.0;328.0;458.0;-270.0
-55;222.0;335.0;9.0;-672.0;633.0;377.0;-194.0;303.0;402.0;-408.0
-53;166.0;262.0;42.0;-800.0;555.0;464.0;-389.0;298.0;341.0;-339.0
-22;291.0;443.0;60.0;-702.0;840.0;195.0;-239.0;233.0;537.0;-267.0
-38;310.0;450.0;153.0;-768.0;1098.0;442.0;-210.0;108.0;529.0;-295.0
-9;259.0;385.0;158.0;-946.0;1003.0;626.0;-362.0;136.0;512.0;-556.0
-30;61.0;417.0;179.0;-814.0;1287.0;552.0;-204.0;105.0;294.0;-179.0
