InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit LLA magneticX;Accelerometer LWR accZ;InertialMeasurementUnit LLA accY;InertialMeasurementUnit BACK Quaternion1;Accelerometer LUA^ accX;Accelerometer LWR accX
102;-131.0;-342.0;-124.0;-732.0;517.0;480.0;-479.0;182.0;130.0;-491.0
51;-109.0;-352.0;-142.0;-733.0;550.0;390.0;-434.0;181.0;306.0;-539.0
-103;510.0;349.0;-210.0;163.0;139.0;300.0;-465.0;685.0;234.0;-365.0
-105;535.0;370.0;-215.0;212.0;123.0;303.0;-477.0;690.0;289.0;-290.0
-104;565.0;375.0;-247.0;245.0;86.0;588.0;-282.0;705.0;317.0;-324.0
-102;566.0;381.0;-252.0;248.0;93.0;584.0;-361.0;708.0;339.0;-303.0
-100;567.0;397.0;-268.0;258.0;110.0;411.0;-343.0;708.0;319.0;-303.0
-100;570.0;465.0;-142.0;330.0;145.0;445.0;-379.0;705.0;302.0;-284.0
-100;556.0;351.0;-121.0;168.0;76.0;573.0;-226.0;700.0;469.0;-123.0
-100;571.0;402.0;-93.0;243.0;114.0;425.0;-202.0;707.0;346.0;-304.0
-123;595.0;545.0;-37.0;415.0;226.0;239.0;-394.0;720.0;264.0;-327.0
-139;492.0;235.0;-205.0;105.0;22.0;600.0;-501.0;712.0;561.0;-273.0
-139;493.0;239.0;-191.0;110.0;19.0;640.0;-501.0;712.0;556.0;-270.0
-139;493.0;239.0;-190.0;109.0;20.0;636.0;-497.0;712.0;560.0;-270.0
-139;492.0;240.0;-170.0;107.0;19.0;620.0;-491.0;713.0;556.0;-254.0
-139;492.0;239.0;-135.0;102.0;19.0;615.0;-494.0;716.0;561.0;-261.0
-139;484.0;212.0;-1.0;73.0;21.0;615.0;-539.0;722.0;562.0;-259.0
-139;506.0;194.0;136.0;97.0;-18.0;603.0;-619.0;722.0;607.0;-232.0
-173;541.0;-134.0;190.0;-44.0;-239.0;897.0;-775.0;859.0;467.0;-368.0
99;512.0;-309.0;502.0;706.0;-672.0;464.0;-434.0;-652.0;300.0;74.0
-164;699.0;108.0;289.0;301.0;-494.0;796.0;-825.0;784.0;386.0;-570.0
-155;696.0;440.0;396.0;271.0;-84.0;526.0;-534.0;798.0;447.0;-526.0
-154;795.0;222.0;79.0;454.0;-427.0;598.0;-799.0;720.0;306.0;-873.0
-145;510.0;306.0;445.0;62.0;148.0;728.0;-309.0;748.0;513.0;-281.0
-151;648.0;646.0;209.0;402.0;241.0;556.0;-340.0;782.0;508.0;-177.0
-152;583.0;538.0;463.0;240.0;295.0;547.0;-266.0;801.0;515.0;-279.0
-9;670.0;691.0;240.0;438.0;365.0;281.0;-439.0;727.0;392.0;-190.0
-82;616.0;522.0;352.0;253.0;208.0;436.0;81.0;771.0;397.0;-370.0
-82;567.0;430.0;316.0;151.0;218.0;322.0;-216.0;767.0;480.0;-205.0
8;246.0;-13.0;160.0;-437.0;290.0;210.0;-274.0;615.0;199.0;-593.0
66;-118.0;-437.0;-30.0;-534.0;1131.0;359.0;-84.0;353.0;179.0;-428.0
67;-16.0;-156.0;-56.0;-467.0;1293.0;308.0;-304.0;284.0;282.0;-202.0
67;7.0;-68.0;-66.0;-453.0;1307.0;250.0;-228.0;265.0;323.0;-131.0
-17;-32.0;-612.0;-131.0;-630.0;1002.0;957.0;-917.0;296.0;386.0;-445.0
76;-78.0;-509.0;-67.0;-647.0;676.0;711.0;-550.0;334.0;399.0;-203.0
93;-107.0;-515.0;-68.0;-634.0;671.0;769.0;-487.0;312.0;442.0;-236.0
104;-117.0;-500.0;-57.0;-631.0;664.0;754.0;-611.0;296.0;458.0;-251.0
113;-120.0;-496.0;-50.0;-630.0;671.0;637.0;-565.0;286.0;423.0;-248.0
120;-96.0;-473.0;-50.0;-622.0;726.0;708.0;-538.0;274.0;456.0;-181.0
80;92.0;-170.0;-11.0;-609.0;502.0;321.0;-344.0;542.0;348.0;-693.0
67;140.0;-62.0;15.0;-559.0;444.0;450.0;-306.0;569.0;609.0;-268.0
67;100.0;-78.0;5.0;-528.0;435.0;337.0;-867.0;485.0;564.0;-343.0
51;86.0;-306.0;132.0;-537.0;480.0;249.0;-112.0;460.0;279.0;-55.0
82;55.0;-80.0;19.0;-634.0;563.0;565.0;-196.0;402.0;412.0;-355.0
77;63.0;-122.0;21.0;-640.0;576.0;583.0;-119.0;397.0;441.0;-427.0
77;53.0;-177.0;18.0;-654.0;619.0;405.0;-102.0;377.0;441.0;-271.0
76;-19.0;-254.0;-7.0;-682.0;673.0;313.0;78.0;362.0;468.0;-243.0
76;-67.0;-302.0;-9.0;-685.0;715.0;206.0;-78.0;351.0;384.0;-169.0
89;-303.0;-489.0;-469.0;-583.0;808.0;414.0;-251.0;9.0;364.0;-262.0
84;-302.0;-489.0;-449.0;-574.0;812.0;385.0;-301.0;10.0;343.0;-361.0
70;-270.0;-470.0;-429.0;-590.0;818.0;351.0;-325.0;24.0;352.0;-345.0
-145;641.0;724.0;535.0;379.0;333.0;526.0;-330.0;745.0;546.0;-184.0
-117;678.0;670.0;577.0;500.0;203.0;424.0;-378.0;740.0;442.0;-275.0
112;167.0;-111.0;-449.0;-523.0;530.0;340.0;-257.0;561.0;496.0;-201.0
112;129.0;-176.0;-478.0;-553.0;582.0;426.0;-260.0;521.0;497.0;-209.0
112;107.0;-165.0;-437.0;-540.0;543.0;425.0;-364.0;499.0;467.0;-165.0
109;96.0;-180.0;-276.0;-545.0;528.0;470.0;-403.0;466.0;523.0;-337.0
109;100.0;-200.0;-267.0;-550.0;536.0;522.0;-313.0;463.0;511.0;-360.0
109;80.0;-326.0;-184.0;-586.0;560.0;508.0;-235.0;425.0;384.0;-131.0
112;54.0;-323.0;-234.0;-592.0;526.0;450.0;-285.0;397.0;328.0;-274.0
137;9.0;-291.0;-197.0;-598.0;469.0;397.0;-205.0;375.0;261.0;-320.0
114;-7.0;-100.0;48.0;-687.0;566.0;389.0;-433.0;352.0;423.0;-450.0
92;-258.0;-455.0;-246.0;-674.0;782.0;375.0;-190.0;97.0;587.0;-49.0
102;-294.0;-464.0;-401.0;-649.0;761.0;387.0;-279.0;65.0;448.0;-251.0
105;-284.0;-480.0;-415.0;-643.0;781.0;395.0;-252.0;55.0;514.0;-205.0
40;-396.0;-428.0;-476.0;-604.0;786.0;207.0;-72.0;-13.0;520.0;-204.0
105;-297.0;-469.0;-414.0;-647.0;756.0;377.0;-261.0;55.0;506.0;-199.0
105;-305.0;-474.0;-415.0;-647.0;802.0;393.0;-271.0;49.0;526.0;-262.0
177;-671.0;-729.0;-33.0;-27.0;990.0;403.0;-165.0;-686.0;459.0;-239.0
15;-187.0;-315.0;-165.0;-742.0;363.0;501.0;-288.0;149.0;413.0;-541.0
10;-306.0;-395.0;-170.0;-677.0;583.0;246.0;-473.0;169.0;370.0;-320.0
9;-313.0;-457.0;-257.0;-590.0;629.0;457.0;-247.0;108.0;288.0;-283.0
11;-321.0;-469.0;-271.0;-580.0;626.0;498.0;-276.0;93.0;324.0;-269.0
32;-364.0;-504.0;-312.0;-527.0;578.0;299.0;-286.0;34.0;93.0;-364.0
8;34.0;139.0;-35.0;-764.0;468.0;501.0;-466.0;-406.0;351.0;-367.0
-47;-333.0;-483.0;-262.0;-672.0;551.0;518.0;-596.0;66.0;486.0;-430.0
81;-394.0;-580.0;-308.0;-501.0;745.0;310.0;-391.0;87.0;269.0;-345.0
-9;53.0;158.0;-15.0;-785.0;471.0;462.0;-441.0;-391.0;302.0;-450.0
147;651.0;708.0;519.0;138.0;1032.0;496.0;-333.0;755.0;295.0;-455.0
-151;700.0;622.0;549.0;34.0;653.0;366.0;-115.0;727.0;199.0;-284.0
9;606.0;779.0;480.0;-248.0;1068.0;536.0;-338.0;677.0;464.0;-263.0
45;-104.0;-303.0;-91.0;-711.0;642.0;416.0;-166.0;-174.0;586.0;-2.0
40;10.0;-208.0;-441.0;-626.0;411.0;370.0;-384.0;-431.0;682.0;-287.0
40;-22.0;-117.0;57.0;-687.0;493.0;472.0;-356.0;-404.0;301.0;-442.0
-97;-600.0;-534.0;58.0;61.0;844.0;388.0;-331.0;-740.0;270.0;-300.0
116;199.0;460.0;-394.0;50.0;-149.0;343.0;-744.0;-672.0;361.0;-272.0
88;694.0;652.0;544.0;104.0;683.0;360.0;-197.0;759.0;612.0;77.0
-171;703.0;617.0;503.0;60.0;534.0;316.0;-346.0;774.0;202.0;-233.0
-14;438.0;439.0;481.0;-196.0;1077.0;267.0;-753.0;699.0;295.0;-324.0
150;656.0;694.0;555.0;-172.0;1341.0;356.0;7.0;757.0;381.0;-342.0
-148;127.0;423.0;165.0;-164.0;1167.0;290.0;-375.0;789.0;560.0;-126.0
-142;-190.0;282.0;-81.0;-162.0;1027.0;317.0;-140.0;705.0;193.0;-282.0
-53;-181.0;-87.0;-101.0;-412.0;960.0;231.0;-454.0;764.0;334.0;-222.0
-85;-253.0;-233.0;-71.0;-547.0;846.0;384.0;-376.0;749.0;585.0;-359.0
-137;-293.0;-291.0;-108.0;-541.0;817.0;428.0;-464.0;733.0;470.0;-395.0
152;-619.0;-579.0;-510.0;5.0;719.0;395.0;-302.0;790.0;380.0;-216.0
171;-626.0;-575.0;-571.0;-212.0;850.0;419.0;-198.0;802.0;570.0;-133.0
-123;132.0;324.0;-42.0;-750.0;973.0;403.0;-178.0;388.0;527.0;-176.0
-53;254.0;468.0;49.0;-628.0;995.0;298.0;-361.0;202.0;303.0;-550.0
-24;274.0;490.0;70.0;-596.0;998.0;443.0;-432.0;172.0;352.0;-410.0
-24;311.0;508.0;81.0;-592.0;1007.0;383.0;-452.0;144.0;342.0;-397.0
-24;285.0;504.0;145.0;-718.0;1012.0;640.0;-392.0;131.0;465.0;-61.0
-24;224.0;440.0;158.0;-750.0;994.0;470.0;-458.0;139.0;578.0;-373.0
-24;202.0;388.0;146.0;-734.0;968.0;403.0;-193.0;178.0;507.0;-272.0
-24;296.0;339.0;103.0;-607.0;898.0;338.0;-487.0;165.0;344.0;-324.0
-24;310.0;348.0;104.0;-587.0;920.0;484.0;-479.0;163.0;347.0;-305.0
115;-436.0;-598.0;-380.0;-265.0;615.0;6.0;-630.0;-139.0;410.0;5.0
31;-285.0;-488.0;-453.0;-572.0;798.0;288.0;-279.0;-21.0;375.0;-273.0
31;-280.0;-516.0;-463.0;-548.0;872.0;336.0;-223.0;-5.0;390.0;-247.0
103;-340.0;-548.0;-509.0;-531.0;896.0;400.0;-349.0;-50.0;433.0;-324.0
-24;320.0;415.0;116.0;-497.0;1006.0;549.0;-337.0;151.0;222.0;-488.0
-25;288.0;506.0;156.0;-423.0;1022.0;455.0;-143.0;107.0;228.0;-393.0
30;399.0;568.0;137.0;-462.0;966.0;207.0;-147.0;16.0;365.0;-282.0
-20;384.0;472.0;123.0;-540.0;926.0;318.0;-150.0;62.0;554.0;-339.0
-20;342.0;533.0;189.0;-560.0;996.0;212.0;-299.0;124.0;195.0;-483.0
-26;261.0;521.0;196.0;-484.0;977.0;470.0;-161.0;52.0;331.0;-241.0
-50;159.0;370.0;130.0;-604.0;899.0;322.0;-340.0;167.0;370.0;-346.0
-50;182.0;390.0;124.0;-594.0;916.0;354.0;-320.0;166.0;335.0;-397.0
-52;212.0;542.0;155.0;-480.0;955.0;675.0;-96.0;107.0;332.0;-330.0
48;350.0;466.0;65.0;-578.0;787.0;236.0;-486.0;132.0;340.0;-246.0
51;298.0;398.0;100.0;-597.0;797.0;491.0;-630.0;118.0;511.0;-396.0
-151;637.0;649.0;529.0;332.0;258.0;326.0;60.0;-793.0;418.0;-85.0
119;597.0;743.0;505.0;213.0;680.0;168.0;-247.0;-500.0;425.0;-362.0
100;620.0;720.0;540.0;164.0;559.0;420.0;-191.0;-506.0;457.0;56.0
-49;432.0;601.0;232.0;-312.0;860.0;397.0;-262.0;66.0;113.0;-268.0
-70;383.0;572.0;219.0;-368.0;1040.0;385.0;-528.0;97.0;103.0;-46.0
-77;369.0;517.0;40.0;-390.0;956.0;146.0;-129.0;293.0;564.0;-78.0
-49;328.0;483.0;-35.0;-350.0;894.0;376.0;-44.0;394.0;449.0;-163.0
-63;276.0;449.0;-64.0;-361.0;863.0;344.0;-337.0;416.0;682.0;-199.0
-40;252.0;380.0;-177.0;-309.0;755.0;215.0;-310.0;555.0;285.0;-328.0
-61;175.0;340.0;-188.0;-300.0;748.0;505.0;-14.0;608.0;541.0;-257.0
-81;-233.0;-46.0;-315.0;-116.0;402.0;125.0;-227.0;719.0;466.0;-187.0
92;-315.0;-447.0;-206.0;-642.0;877.0;254.0;-232.0;-104.0;546.0;-266.0
-131;-611.0;-690.0;-530.0;465.0;286.0;304.0;39.0;752.0;642.0;-404.0
-51;-197.0;-27.0;-297.0;-114.0;378.0;276.0;-4.0;726.0;509.0;-297.0
-67;-202.0;42.0;-157.0;-171.0;520.0;553.0;-184.0;689.0;190.0;-664.0
-44;-3.0;169.0;-128.0;-170.0;648.0;217.0;211.0;664.0;570.0;-342.0
-43;-93.0;27.0;-104.0;-191.0;716.0;485.0;-309.0;644.0;281.0;-375.0
-62;-201.0;6.0;-58.0;-168.0;740.0;563.0;-629.0;597.0;913.0;-247.0
32;92.0;351.0;91.0;-226.0;835.0;203.0;-443.0;499.0;420.0;-950.0
-64;95.0;440.0;139.0;-482.0;1105.0;246.0;-133.0;215.0;133.0;-245.0
-40;118.0;220.0;162.0;-678.0;1036.0;475.0;-365.0;169.0;530.0;-572.0
3;155.0;243.0;110.0;-954.0;1200.0;566.0;-416.0;213.0;427.0;-351.0
-63;176.0;297.0;131.0;-648.0;1113.0;520.0;-299.0;159.0;320.0;-317.0
-58;250.0;462.0;120.0;-589.0;1153.0;112.0;-133.0;164.0;378.0;-169.0
81;193.0;270.0;94.0;-763.0;939.0;525.0;-398.0;187.0;547.0;-357.0
46;189.0;268.0;77.0;-762.0;920.0;380.0;-427.0;182.0;477.0;-596.0
-71;140.0;430.0;125.0;-555.0;968.0;348.0;-192.0;158.0;710.0;-184.0
-62;187.0;477.0;19.0;-411.0;876.0;58.0;-271.0;253.0;244.0;-191.0
46;132.0;187.0;-19.0;-573.0;800.0;457.0;-428.0;276.0;411.0;-546.0
2;155.0;243.0;24.0;-650.0;1023.0;299.0;-422.0;235.0;453.0;-542.0
-151;-657.0;-582.0;-472.0;524.0;322.0;517.0;-518.0;762.0;322.0;-334.0
-101;-521.0;-313.0;91.0;83.0;111.0;460.0;-269.0;741.0;379.0;-257.0
-62;200.0;345.0;58.0;-584.0;1101.0;348.0;-89.0;233.0;532.0;-348.0
-62;142.0;459.0;62.0;-558.0;1096.0;497.0;-176.0;199.0;593.0;-113.0
-53;244.0;465.0;30.0;-571.0;1146.0;124.0;-144.0;270.0;319.0;-164.0
-66;161.0;325.0;-129.0;-523.0;702.0;305.0;-201.0;358.0;590.0;-321.0
-67;-10.0;418.0;-162.0;-386.0;648.0;465.0;-151.0;432.0;216.0;-364.0
-63;14.0;303.0;-185.0;-345.0;481.0;153.0;-172.0;469.0;304.0;-110.0
-63;-14.0;63.0;-194.0;-379.0;573.0;409.0;-150.0;432.0;473.0;-342.0
-56;57.0;317.0;-135.0;-469.0;904.0;127.0;-213.0;412.0;349.0;-214.0
-51;71.0;289.0;-152.0;-471.0;947.0;171.0;-295.0;420.0;428.0;-255.0
-21;59.0;184.0;-144.0;-521.0;985.0;228.0;-350.0;435.0;422.0;-233.0
-88;-529.0;-252.0;-332.0;88.0;94.0;304.0;-338.0;747.0;378.0;-280.0
-80;-392.0;-121.0;-291.0;-309.0;80.0;125.0;-171.0;710.0;252.0;-235.0
-102;-310.0;-87.0;-273.0;-375.0;291.0;437.0;-318.0;677.0;343.0;-343.0
-102;-371.0;-87.0;-261.0;-325.0;261.0;260.0;-228.0;685.0;340.0;-298.0
-102;-285.0;-70.0;-275.0;-396.0;316.0;368.0;-313.0;681.0;285.0;-302.0
-70;21.0;81.0;-53.0;-611.0;954.0;646.0;-440.0;405.0;546.0;-470.0
-64;-28.0;96.0;-44.0;-617.0;967.0;573.0;-252.0;421.0;391.0;-346.0
-66;-58.0;105.0;-74.0;-608.0;957.0;572.0;-313.0;430.0;279.0;-265.0
-67;-65.0;121.0;-122.0;-620.0;945.0;510.0;108.0;429.0;473.0;-160.0
60;-68.0;11.0;-176.0;-645.0;746.0;417.0;-411.0;489.0;546.0;-307.0
-51;-81.0;-11.0;-129.0;-674.0;722.0;538.0;-374.0;480.0;534.0;-498.0
-54;-122.0;278.0;-138.0;-659.0;800.0;240.0;-156.0;457.0;166.0;-137.0
-58;-88.0;246.0;-145.0;-654.0;844.0;230.0;-216.0;469.0;197.0;-281.0
-55;-102.0;-13.0;-100.0;-757.0;970.0;434.0;-449.0;478.0;336.0;-409.0
-53;-54.0;127.0;-96.0;-762.0;1052.0;335.0;-331.0;434.0;547.0;-264.0
-53;-66.0;150.0;-92.0;-760.0;1054.0;374.0;-203.0;426.0;590.0;-253.0
-35;-7.0;207.0;-197.0;-667.0;965.0;151.0;-117.0;492.0;500.0;-197.0
-40;-142.0;256.0;-173.0;-616.0;795.0;451.0;-198.0;427.0;461.0;-151.0
-42;-118.0;307.0;-142.0;-605.0;854.0;216.0;-190.0;446.0;116.0;-360.0
-29;15.0;86.0;-74.0;-785.0;1242.0;385.0;-136.0;376.0;446.0;-391.0
-29;30.0;155.0;-76.0;-782.0;1267.0;344.0;-189.0;346.0;645.0;-307.0
12;319.0;531.0;197.0;-954.0;1356.0;334.0;-250.0;73.0;495.0;-207.0
-22;291.0;443.0;60.0;-702.0;840.0;195.0;-239.0;233.0;537.0;-267.0
-53;166.0;262.0;42.0;-800.0;555.0;464.0;-389.0;298.0;341.0;-339.0
-55;222.0;335.0;9.0;-672.0;633.0;377.0;-194.0;303.0;402.0;-408.0
-55;96.0;462.0;-44.0;-511.0;867.0;587.0;-303.0;328.0;458.0;-270.0
-102;-464.0;724.0;-259.0;-382.0;128.0;405.0;-768.0;671.0;446.0;-224.0
-44;-116.0;-85.0;-151.0;-503.0;726.0;436.0;-425.0;498.0;304.0;-322.0
-43;-63.0;166.0;-125.0;-536.0;762.0;357.0;-331.0;379.0;628.0;-109.0
21;21.0;60.0;-103.0;-625.0;1043.0;280.0;-390.0;421.0;395.0;-262.0
61;7.0;-16.0;-79.0;-681.0;998.0;392.0;-525.0;403.0;565.0;-383.0
-75;-261.0;-82.0;-265.0;-445.0;351.0;417.0;-329.0;664.0;462.0;-172.0
-75;-257.0;-109.0;-246.0;-430.0;349.0;407.0;-218.0;662.0;484.0;-255.0
-70;-236.0;-136.0;-141.0;-440.0;344.0;569.0;-349.0;637.0;372.0;-544.0
1;179.0;535.0;235.0;-740.0;1022.0;499.0;-321.0;82.0;254.0;-175.0
-30;61.0;417.0;179.0;-814.0;1287.0;552.0;-204.0;105.0;294.0;-179.0
-43;-33.0;-42.0;-74.0;-733.0;1001.0;581.0;-443.0;387.0;410.0;-662.0
-49;-44.0;29.0;-54.0;-675.0;1060.0;464.0;-417.0;392.0;400.0;-379.0
-50;-12.0;176.0;-85.0;-628.0;1092.0;441.0;-175.0;354.0;427.0;-307.0
-46;10.0;298.0;-29.0;-623.0;1171.0;374.0;-168.0;255.0;649.0;-233.0
-11;147.0;229.0;-63.0;-715.0;1158.0;260.0;-431.0;337.0;327.0;-245.0
2;197.0;411.0;14.0;-788.0;1229.0;248.0;-150.0;235.0;540.0;-375.0
-6;-4.0;350.0;1.0;-655.0;1046.0;469.0;-281.0;257.0;587.0;-307.0
-6;-4.0;223.0;-5.0;-641.0;1137.0;602.0;-323.0;300.0;581.0;-427.0
57;18.0;58.0;-36.0;-657.0;1121.0;482.0;-458.0;343.0;502.0;-513.0
-13;13.0;288.0;-138.0;-460.0;919.0;258.0;-217.0;422.0;494.0;-130.0
-18;-21.0;310.0;-133.0;-449.0;855.0;258.0;-292.0;422.0;421.0;-140.0
-26;-141.0;391.0;-142.0;-433.0;540.0;366.0;-293.0;419.0;229.0;-272.0
81;-62.0;-9.0;-222.0;-589.0;504.0;444.0;-611.0;500.0;384.0;-208.0
-20;61.0;257.0;-168.0;-584.0;730.0;179.0;-113.0;467.0;506.0;-212.0
-41;22.0;450.0;-29.0;-620.0;1058.0;155.0;-289.0;284.0;205.0;-296.0
-15;-22.0;412.0;16.0;-631.0;1193.0;565.0;-264.0;291.0;318.0;-285.0
106;75.0;102.0;-13.0;-810.0;1099.0;365.0;-459.0;283.0;451.0;-520.0
-27;146.0;186.0;41.0;-721.0;1192.0;397.0;-222.0;287.0;582.0;-422.0
-26;28.0;360.0;25.0;-632.0;1105.0;506.0;-251.0;229.0;579.0;-210.0
16;194.0;366.0;-9.0;-651.0;1267.0;174.0;-140.0;292.0;709.0;-248.0
-147;695.0;682.0;540.0;28.0;880.0;109.0;-186.0;716.0;143.0;-205.0
-25;91.0;330.0;-21.0;-716.0;1399.0;188.0;-318.0;301.0;354.0;-187.0
-37;406.0;606.0;267.0;-604.0;935.0;697.0;-484.0;-58.0;354.0;-675.0
-131;-679.0;-409.0;-567.0;287.0;-170.0;641.0;-47.0;-789.0;618.0;-231.0
-23;76.0;313.0;-66.0;-707.0;1292.0;427.0;-142.0;344.0;740.0;-218.0
91;-162.0;-576.0;-242.0;-629.0;663.0;666.0;-490.0;-32.0;609.0;-136.0
91;-183.0;-574.0;-275.0;-622.0;651.0;692.0;-390.0;-46.0;582.0;-6.0
60;-426.0;-635.0;-418.0;-488.0;1182.0;346.0;-426.0;60.0;219.0;-590.0
116;697.0;692.0;1.0;589.0;297.0;325.0;-276.0;609.0;290.0;-270.0
116;709.0;690.0;2.0;578.0;289.0;406.0;-441.0;578.0;321.0;-333.0
-158;629.0;772.0;496.0;-68.0;945.0;388.0;-463.0;740.0;464.0;-339.0
117;685.0;662.0;543.0;439.0;663.0;169.0;-209.0;708.0;277.0;-158.0
-172;587.0;623.0;220.0;294.0;65.0;335.0;-194.0;857.0;563.0;-57.0
92;707.0;576.0;564.0;261.0;437.0;579.0;-144.0;732.0;329.0;-248.0
62;-313.0;-446.0;-272.0;-722.0;436.0;571.0;-428.0;-15.0;354.0;-559.0
72;-307.0;-438.0;-266.0;-733.0;412.0;522.0;-406.0;-14.0;343.0;-579.0
-21;-341.0;-543.0;-367.0;-494.0;874.0;397.0;-233.0;-7.0;534.0;-147.0
17;-449.0;-330.0;-431.0;-517.0;746.0;18.0;123.0;16.0;416.0;-193.0
-149;-628.0;-471.0;-546.0;59.0;735.0;260.0;-305.0;-777.0;326.0;-296.0
104;-317.0;-481.0;-120.0;-690.0;754.0;370.0;-205.0;4.0;685.0;-107.0
71;199.0;353.0;175.0;-1242.0;1326.0;613.0;-440.0;126.0;493.0;-634.0
