InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK Quaternion3;Accelerometer RKN_ accZ;InertialMeasurementUnit R-SHOE EuX;Accelerometer RKN_ accX;Accelerometer RUA_ accX;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit RLA accY;Accelerometer RWR accZ;InertialMeasurementUnit L-SHOE EuY
-656.0;-583.0;32.0;74;-102.0;930.0;401.0;-261.0;500.0;757.0;-42
-656.0;-581.0;50.0;74;-95.0;984.0;402.0;-267.0;586.0;750.0;-42
-657.0;-575.0;20.0;74;-100.0;980.0;403.0;-273.0;593.0;709.0;-42
-658.0;-571.0;-4.0;74;-130.0;979.0;403.0;-279.0;606.0;606.0;-42
-661.0;-567.0;-9.0;74;-131.0;944.0;402.0;-283.0;523.0;465.0;-42
-662.0;-565.0;8.0;74;-149.0;889.0;400.0;-286.0;519.0;358.0;-42
-664.0;-565.0;6.0;74;-137.0;845.0;396.0;-288.0;489.0;298.0;-42
-666.0;-563.0;24.0;74;-114.0;714.0;393.0;-291.0;525.0;324.0;-42
-672.0;-562.0;22.0;74;-106.0;668.0;385.0;-289.0;549.0;356.0;-42
-674.0;-568.0;29.0;74;-87.0;684.0;377.0;-286.0;584.0;384.0;-42
-675.0;-572.0;2.0;74;-120.0;712.0;371.0;-284.0;407.0;465.0;-42
-674.0;-572.0;-15.0;74;-120.0;723.0;372.0;-283.0;336.0;463.0;-42
-672.0;-572.0;25.0;74;-127.0;691.0;374.0;-284.0;308.0;479.0;-42
-671.0;-572.0;49.0;74;-94.0;739.0;375.0;-285.0;339.0;515.0;-42
-670.0;-573.0;20.0;74;-118.0;792.0;376.0;-287.0;357.0;489.0;-42
-669.0;-573.0;-10.0;74;-145.0;770.0;377.0;-287.0;316.0;383.0;-42
-671.0;-573.0;-12.0;74;-147.0;696.0;375.0;-285.0;275.0;322.0;-42
-675.0;-571.0;-16.0;74;-139.0;678.0;371.0;-283.0;?;343.0;-42
-679.0;-571.0;-2.0;74;-119.0;651.0;367.0;-281.0;?;436.0;-42
-682.0;-570.0;-5.0;74;-124.0;649.0;365.0;-279.0;?;562.0;-42
-665.0;-601.0;-10.0;74;-137.0;641.0;369.0;-246.0;?;267.0;-42
-664.0;-601.0;16.0;74;-120.0;608.0;369.0;-248.0;?;353.0;-42
-664.0;-600.0;-6.0;74;-133.0;573.0;370.0;-249.0;?;426.0;-42
-664.0;-599.0;-11.0;74;-154.0;590.0;371.0;-251.0;?;501.0;-42
-664.0;-599.0;-1.0;74;-126.0;627.0;371.0;-251.0;?;519.0;-42
-664.0;-599.0;-20.0;74;-107.0;698.0;372.0;-250.0;?;486.0;-42
-663.0;-600.0;-5.0;74;-104.0;683.0;373.0;-249.0;?;463.0;-42
-661.0;-602.0;23.0;74;-112.0;686.0;373.0;-247.0;?;470.0;-42
-659.0;-605.0;30.0;74;-95.0;727.0;373.0;-244.0;?;491.0;-42
-658.0;-607.0;13.0;74;-122.0;726.0;374.0;-241.0;?;561.0;-42
-658.0;-609.0;19.0;74;-125.0;?;375.0;-237.0;?;627.0;-42
-658.0;-609.0;27.0;74;-148.0;?;375.0;-236.0;43.0;650.0;-42
-660.0;-606.0;23.0;74;-122.0;?;376.0;-237.0;180.0;703.0;-42
-662.0;-602.0;28.0;74;-119.0;?;378.0;-240.0;287.0;710.0;-42
-663.0;-595.0;19.0;74;-116.0;?;381.0;-248.0;394.0;649.0;-42
-664.0;-588.0;51.0;74;-125.0;?;383.0;-256.0;480.0;635.0;-42
-667.0;-581.0;25.0;74;-126.0;?;385.0;-265.0;561.0;577.0;-42
-671.0;-573.0;28.0;74;-135.0;?;384.0;-273.0;596.0;540.0;-42
-676.0;-567.0;22.0;74;-128.0;?;381.0;-277.0;623.0;493.0;-42
-680.0;-563.0;20.0;74;-118.0;?;377.0;-279.0;657.0;474.0;-42
-684.0;-562.0;10.0;?;-109.0;?;371.0;-279.0;613.0;471.0;-42
-686.0;-565.0;12.0;?;-119.0;?;366.0;-275.0;568.0;557.0;-42
-686.0;-569.0;4.0;?;-129.0;761.0;361.0;?;581.0;627.0;-42
-686.0;-569.0;-17.0;?;-147.0;839.0;362.0;?;552.0;626.0;-42
-683.0;-569.0;19.0;?;-141.0;872.0;366.0;?;495.0;591.0;-42
-682.0;-569.0;49.0;?;-121.0;821.0;368.0;?;482.0;541.0;-42
-680.0;-569.0;31.0;?;-105.0;805.0;370.0;?;459.0;433.0;-42
-679.0;-570.0;0.0;74;-118.0;798.0;371.0;?;409.0;348.0;-42
-677.0;-570.0;32.0;74;-129.0;751.0;372.0;?;346.0;367.0;-42
-678.0;-570.0;26.0;74;-123.0;690.0;372.0;?;290.0;457.0;-42
-679.0;-570.0;41.0;74;-110.0;681.0;371.0;?;305.0;644.0;-42
-671.0;-577.0;41.0;74;-152.0;681.0;374.0;?;118.0;392.0;-42
-671.0;-579.0;49.0;74;-105.0;662.0;373.0;?;76.0;360.0;-42
-670.0;-581.0;39.0;74;-90.0;614.0;373.0;?;53.0;344.0;-42
-667.0;-585.0;38.0;74;-96.0;572.0;372.0;?;-15.0;270.0;-42
-665.0;-588.0;-5.0;74;-125.0;534.0;372.0;?;28.0;459.0;-42
-664.0;-589.0;4.0;74;-125.0;605.0;374.0;?;11.0;545.0;-42
-666.0;-586.0;-12.0;74;-129.0;683.0;374.0;-272.0;51.0;654.0;-42
-667.0;-584.0;-35.0;74;-121.0;699.0;373.0;-273.0;267.0;974.0;-42
-668.0;-582.0;-15.0;74;-118.0;870.0;373.0;-276.0;441.0;1349.0;-42
-668.0;-579.0;24.0;74;-116.0;921.0;373.0;-280.0;731.0;1282.0;-42
-670.0;-578.0;60.0;74;-125.0;950.0;371.0;-282.0;1140.0;1306.0;-42
-671.0;-577.0;31.0;74;-121.0;1109.0;?;-287.0;1275.0;1299.0;-42
-672.0;-573.0;38.0;74;-118.0;1149.0;?;-292.0;1178.0;1203.0;-42
-674.0;-569.0;33.0;74;-118.0;?;?;-298.0;1095.0;1097.0;-42
-677.0;-564.0;10.0;74;-118.0;?;?;-302.0;1113.0;1161.0;-42
-680.0;-560.0;10.0;74;-127.0;?;?;-307.0;1026.0;1154.0;-42
-683.0;-555.0;-9.0;?;-173.0;?;?;-312.0;937.0;994.0;-42
-686.0;-550.0;9.0;?;-149.0;?;?;-318.0;943.0;1010.0;-42
-689.0;-545.0;5.0;?;-116.0;?;?;?;858.0;972.0;-42
-691.0;-539.0;29.0;?;-107.0;?;?;?;767.0;893.0;-42
-693.0;-534.0;28.0;74;-110.0;?;?;-333.0;721.0;820.0;-42
-695.0;-530.0;62.0;74;-90.0;?;350.0;-336.0;653.0;791.0;-42
-697.0;-530.0;11.0;74;-111.0;543.0;345.0;-339.0;571.0;684.0;-39
-698.0;-531.0;20.0;74;-138.0;452.0;341.0;-339.0;478.0;721.0;-36
-699.0;-533.0;10.0;74;-142.0;334.0;337.0;-339.0;387.0;582.0;-32
-699.0;-536.0;21.0;74;-133.0;314.0;332.0;-338.0;345.0;579.0;-28
-700.0;-539.0;-7.0;74;-138.0;272.0;326.0;-336.0;302.0;563.0;-25
-700.0;-543.0;-23.0;74;-135.0;265.0;321.0;-334.0;257.0;518.0;-22
-701.0;-547.0;-14.0;74;-130.0;278.0;314.0;-332.0;231.0;529.0;-19
-701.0;-551.0;32.0;74;?;317.0;309.0;-331.0;240.0;536.0;-18
-701.0;-555.0;33.0;74;?;335.0;303.0;-329.0;228.0;543.0;-17
-701.0;-557.0;10.0;74;?;360.0;299.0;-329.0;235.0;497.0;-15
-700.0;-560.0;19.0;73;?;371.0;297.0;-330.0;207.0;523.0;-15
-699.0;-560.0;24.0;73;-127.0;343.0;296.0;-331.0;221.0;552.0;-14
-699.0;-560.0;58.0;73;-129.0;320.0;295.0;-332.0;203.0;582.0;-13
-699.0;-559.0;11.0;73;-148.0;320.0;296.0;-334.0;185.0;607.0;-12
-699.0;-557.0;16.0;73;-138.0;312.0;297.0;-336.0;209.0;606.0;-11
-701.0;-554.0;19.0;73;-130.0;351.0;298.0;-336.0;249.0;579.0;-11
-703.0;-551.0;45.0;73;-134.0;332.0;299.0;-336.0;260.0;620.0;-11
-706.0;-548.0;58.0;73;-124.0;290.0;298.0;-335.0;255.0;601.0;-11
-708.0;-547.0;51.0;73;-110.0;288.0;297.0;-335.0;240.0;597.0;-11
-709.0;-546.0;66.0;73;-121.0;293.0;297.0;?;264.0;576.0;-10
-710.0;-544.0;43.0;73;-126.0;286.0;297.0;?;278.0;637.0;-11
-712.0;-543.0;47.0;74;-136.0;299.0;297.0;?;283.0;609.0;-11
-713.0;?;56.0;?;-121.0;288.0;298.0;?;291.0;582.0;-11
-713.0;?;87.0;?;-126.0;287.0;298.0;?;285.0;576.0;-11
-712.0;?;108.0;?;-110.0;273.0;299.0;?;253.0;610.0;-12
-711.0;?;178.0;?;-126.0;270.0;?;-328.0;249.0;580.0;-12
-709.0;?;243.0;74;-89.0;286.0;?;-329.0;265.0;575.0;-13
-706.0;?;262.0;74;-46.0;316.0;?;-329.0;260.0;571.0;-13
-704.0;?;273.0;74;-89.0;348.0;309.0;-331.0;255.0;546.0;-14
-701.0;?;200.0;74;-110.0;339.0;314.0;-333.0;276.0;582.0;-16
-698.0;-547.0;38.0;74;-171.0;338.0;318.0;-335.0;284.0;571.0;-17
-696.0;-547.0;-109.0;74;-227.0;328.0;322.0;-337.0;267.0;483.0;-31
-694.0;-545.0;-265.0;74;-256.0;264.0;326.0;-339.0;253.0;606.0;-43
-693.0;-543.0;-193.0;74;-484.0;278.0;329.0;-342.0;227.0;793.0;-40
-693.0;-541.0;-107.0;75;-372.0;119.0;328.0;-346.0;167.0;612.0;-41
-690.0;-539.0;-59.0;75;-203.0;289.0;332.0;-352.0;258.0;428.0;-42
-681.0;-543.0;-30.0;75;-217.0;529.0;343.0;-351.0;342.0;488.0;-41
-678.0;-547.0;15.0;75;-179.0;191.0;349.0;-346.0;237.0;469.0;-42
-675.0;-551.0;13.0;75;-140.0;148.0;352.0;-342.0;130.0;477.0;-41
-675.0;-553.0;69.0;75;?;115.0;352.0;-339.0;210.0;534.0;-41
-678.0;-554.0;-5.0;75;?;185.0;348.0;-336.0;205.0;558.0;-41
-682.0;-552.0;250.0;75;?;245.0;342.0;-335.0;220.0;555.0;-41
-685.0;-553.0;251.0;75;?;332.0;338.0;?;266.0;581.0;-41
-685.0;-555.0;222.0;75;?;349.0;336.0;?;278.0;571.0;-41
-684.0;-557.0;231.0;75;?;331.0;335.0;?;279.0;582.0;-41
-683.0;-558.0;292.0;75;?;310.0;334.0;?;251.0;617.0;-41
-684.0;-558.0;260.0;75;?;320.0;333.0;?;219.0;613.0;-41
-685.0;-559.0;264.0;75;?;310.0;332.0;?;224.0;628.0;-41
-686.0;-559.0;240.0;75;?;323.0;332.0;?;250.0;662.0;-41
-686.0;-559.0;331.0;74;?;345.0;332.0;?;267.0;652.0;-41
-687.0;-560.0;376.0;74;?;342.0;330.0;?;294.0;638.0;-41
-689.0;-560.0;351.0;74;?;334.0;329.0;?;289.0;637.0;?
-691.0;-559.0;344.0;74;?;348.0;327.0;?;290.0;659.0;?
-693.0;-559.0;?;74;-48.0;339.0;326.0;?;292.0;656.0;?
-695.0;-558.0;?;74;-96.0;359.0;324.0;?;281.0;629.0;?
-697.0;-557.0;?;74;-92.0;351.0;322.0;?;305.0;591.0;?
-701.0;-555.0;?;74;-120.0;354.0;320.0;-314.0;310.0;588.0;?
-703.0;-554.0;?;74;-137.0;356.0;317.0;-313.0;298.0;579.0;?
-706.0;-553.0;?;74;-127.0;316.0;315.0;-312.0;287.0;608.0;?
-709.0;-551.0;?;74;-86.0;309.0;313.0;-310.0;285.0;595.0;?
-712.0;-549.0;?;75;-101.0;320.0;310.0;-310.0;281.0;599.0;?
-715.0;-546.0;394.0;75;-10.0;320.0;306.0;-311.0;273.0;570.0;-14
-718.0;-543.0;97.0;75;-293.0;321.0;304.0;-312.0;261.0;580.0;-14
-720.0;-540.0;987.0;75;-171.0;317.0;302.0;-315.0;273.0;561.0;-14
-721.0;-537.0;777.0;75;794.0;300.0;300.0;-319.0;275.0;570.0;-14
-721.0;-536.0;-705.0;75;-412.0;294.0;299.0;-322.0;255.0;559.0;-14
-720.0;-534.0;153.0;75;-849.0;266.0;299.0;-327.0;218.0;561.0;-14
-719.0;-533.0;-346.0;?;?;254.0;298.0;-330.0;196.0;572.0;-14
-718.0;-533.0;-46.0;75;?;223.0;299.0;-334.0;170.0;575.0;-14
-717.0;-532.0;-91.0;75;?;235.0;300.0;-336.0;180.0;541.0;-13
-716.0;-531.0;247.0;75;?;275.0;301.0;-338.0;212.0;547.0;-13
-715.0;-531.0;179.0;75;-213.0;300.0;303.0;-339.0;?;562.0;-13
-714.0;-531.0;89.0;75;-173.0;289.0;304.0;-340.0;?;555.0;-13
-713.0;-531.0;98.0;75;-144.0;258.0;306.0;-341.0;?;539.0;-13
-713.0;-531.0;131.0;75;-145.0;243.0;306.0;?;?;523.0;-13
-711.0;-531.0;131.0;75;-137.0;242.0;309.0;?;?;540.0;-13
-709.0;-532.0;131.0;75;-143.0;234.0;311.0;?;?;537.0;-14
-707.0;-534.0;118.0;75;-141.0;223.0;313.0;?;?;558.0;-15
-705.0;-536.0;110.0;75;-164.0;253.0;316.0;?;221.0;533.0;-14
-703.0;-537.0;95.0;75;-174.0;252.0;318.0;?;223.0;547.0;-17
-700.0;-538.0;101.0;75;-218.0;278.0;321.0;?;225.0;550.0;-16
-698.0;-539.0;145.0;75;-196.0;300.0;324.0;?;234.0;562.0;-18
-695.0;-540.0;164.0;75;-141.0;269.0;329.0;?;230.0;486.0;-37
-692.0;-540.0;244.0;75;-126.0;281.0;334.0;-343.0;225.0;495.0;-43
-690.0;-539.0;158.0;75;-304.0;249.0;340.0;-344.0;232.0;857.0;-39
-688.0;-538.0;11.0;75;-256.0;231.0;344.0;-345.0;202.0;579.0;-42
-686.0;-537.0;-16.0;75;-77.0;137.0;346.0;-348.0;192.0;415.0;-41
-687.0;-538.0;102.0;74;-136.0;506.0;348.0;-344.0;332.0;468.0;-41
-687.0;-532.0;204.0;74;-167.0;286.0;354.0;-345.0;261.0;458.0;-41
-687.0;-528.0;232.0;75;-153.0;63.0;360.0;-347.0;180.0;531.0;-41
-686.0;-524.0;222.0;75;-190.0;231.0;364.0;-348.0;268.0;621.0;-41
?;-520.0;294.0;75;-162.0;237.0;368.0;-350.0;240.0;547.0;-41
?;-516.0;317.0;75;-116.0;297.0;370.0;-350.0;287.0;528.0;-41
?;-511.0;438.0;75;-104.0;329.0;373.0;-353.0;291.0;534.0;-41
?;-507.0;470.0;75;-23.0;215.0;377.0;-356.0;282.0;529.0;-41
?;-505.0;304.0;75;-6.0;144.0;382.0;-359.0;296.0;491.0;-41
?;-506.0;279.0;75;-69.0;158.0;385.0;-360.0;287.0;509.0;-41
?;-506.0;273.0;75;-116.0;148.0;387.0;-361.0;228.0;520.0;-41
?;-506.0;?;75;-145.0;158.0;388.0;-362.0;?;538.0;-41
?;-508.0;?;75;-172.0;207.0;389.0;-361.0;?;518.0;-41
?;-509.0;?;75;-204.0;?;388.0;-361.0;?;529.0;-41
-677.0;-510.0;?;75;-180.0;?;389.0;-360.0;?;518.0;-41
-676.0;-512.0;?;75;-163.0;?;389.0;-360.0;?;558.0;-40
-675.0;-512.0;?;74;-115.0;277.0;389.0;-361.0;?;586.0;-39
-675.0;-513.0;?;74;-151.0;263.0;389.0;-361.0;?;598.0;-39
-674.0;-514.0;?;74;-122.0;266.0;389.0;-362.0;?;622.0;-34
-674.0;-514.0;?;74;-100.0;281.0;388.0;-362.0;?;602.0;-29
-675.0;-514.0;?;74;-82.0;279.0;386.0;-361.0;?;581.0;-26
-676.0;-515.0;?;74;-104.0;300.0;384.0;-360.0;?;579.0;-23
-678.0;-516.0;257.0;74;-67.0;252.0;382.0;-360.0;?;574.0;-20
-679.0;-516.0;323.0;74;-103.0;241.0;378.0;-359.0;?;542.0;-18
-682.0;-518.0;256.0;74;-39.0;247.0;372.0;-358.0;?;550.0;-17
-685.0;-519.0;367.0;74;-180.0;293.0;366.0;-357.0;?;550.0;-15
-689.0;-520.0;11.0;74;-36.0;275.0;359.0;-355.0;233.0;557.0;-14
-692.0;-522.0;911.0;74;-647.0;256.0;351.0;-354.0;235.0;532.0;-14
-695.0;-523.0;-1180.0;74;936.0;260.0;344.0;-353.0;231.0;557.0;-13
-699.0;-524.0;-978.0;74;302.0;261.0;336.0;-353.0;227.0;510.0;-13
-701.0;-525.0;?;74;-987.0;238.0;329.0;-352.0;218.0;526.0;-13
-705.0;-525.0;?;73;139.0;238.0;322.0;-352.0;204.0;507.0;-13
?;-526.0;?;73;-64.0;236.0;316.0;-351.0;190.0;502.0;-13
?;-526.0;65.0;74;-225.0;245.0;310.0;-348.0;187.0;513.0;-13
?;-526.0;23.0;74;-116.0;240.0;305.0;-346.0;189.0;530.0;-13
?;-526.0;62.0;74;-147.0;251.0;300.0;-343.0;193.0;553.0;-13
?;-527.0;151.0;74;-70.0;244.0;296.0;-341.0;189.0;568.0;?
?;-527.0;157.0;74;-36.0;224.0;293.0;-338.0;?;570.0;?
?;-528.0;71.0;74;-122.0;233.0;291.0;-337.0;?;562.0;?
?;-528.0;40.0;74;-142.0;253.0;290.0;-335.0;?;567.0;?
?;-529.0;57.0;74;-176.0;262.0;289.0;-333.0;?;562.0;?
?;-530.0;107.0;75;-156.0;260.0;289.0;-332.0;?;520.0;?
-725.0;-531.0;111.0;75;-140.0;249.0;290.0;-329.0;?;592.0;?
?;-532.0;58.0;75;-145.0;240.0;289.0;-327.0;?;528.0;?
?;-532.0;32.0;75;-198.0;229.0;289.0;-324.0;?;533.0;?
?;-533.0;36.0;75;-208.0;242.0;289.0;-322.0;213.0;539.0;?
?;-534.0;97.0;75;-205.0;258.0;291.0;-321.0;227.0;557.0;?
?;-534.0;167.0;75;-170.0;287.0;295.0;-321.0;230.0;504.0;-23
?;-533.0;113.0;75;-268.0;294.0;302.0;-323.0;252.0;682.0;-25
?;-532.0;78.0;74;-238.0;331.0;309.0;-325.0;261.0;763.0;-25
?;-530.0;15.0;74;-83.0;210.0;315.0;-329.0;213.0;453.0;-26
?;-533.0;102.0;74;-105.0;323.0;325.0;-327.0;298.0;486.0;-26
?;-531.0;232.0;74;-182.0;374.0;337.0;-324.0;289.0;480.0;-26
?;-529.0;176.0;75;-161.0;82.0;342.0;-319.0;176.0;454.0;-26
?;-529.0;144.0;75;-160.0;87.0;345.0;-315.0;221.0;507.0;-26
?;-527.0;208.0;75;-189.0;124.0;346.0;-312.0;216.0;541.0;-26
?;-524.0;264.0;75;-157.0;126.0;346.0;-310.0;212.0;500.0;-26
-718.0;-523.0;245.0;75;?;267.0;343.0;-305.0;259.0;509.0;-26
-722.0;-522.0;228.0;75;?;291.0;340.0;-303.0;300.0;507.0;-26
-725.0;-519.0;262.0;75;?;195.0;338.0;-302.0;275.0;486.0;-26
-726.0;-518.0;257.0;75;?;197.0;336.0;-303.0;258.0;462.0;-26
-725.0;-519.0;282.0;75;?;173.0;335.0;-304.0;248.0;468.0;-26
-725.0;-520.0;283.0;75;?;183.0;335.0;-304.0;186.0;526.0;-26
-724.0;-521.0;250.0;75;?;174.0;335.0;-304.0;153.0;538.0;-26
-724.0;-522.0;245.0;75;?;201.0;334.0;-303.0;148.0;548.0;-26
?;-523.0;270.0;75;?;251.0;333.0;-303.0;206.0;562.0;-26
?;-524.0;311.0;75;?;291.0;333.0;-304.0;232.0;561.0;-26
?;-526.0;285.0;75;?;296.0;333.0;-305.0;234.0;593.0;-26
-719.0;-527.0;262.0;75;?;280.0;333.0;-306.0;230.0;597.0;-26
-718.0;-528.0;293.0;75;?;282.0;334.0;-307.0;226.0;587.0;-28
-716.0;-529.0;290.0;75;?;271.0;335.0;-309.0;249.0;609.0;-28
-715.0;-529.0;297.0;75;-81.0;300.0;335.0;-310.0;268.0;619.0;-26
-714.0;-529.0;321.0;74;-59.0;280.0;336.0;-312.0;271.0;622.0;-26
-714.0;-528.0;235.0;74;-97.0;297.0;336.0;-313.0;274.0;592.0;-25
-715.0;-528.0;144.0;74;-164.0;310.0;334.0;-315.0;275.0;609.0;-21
-715.0;-527.0;175.0;74;-126.0;308.0;333.0;-315.0;271.0;579.0;-19
-716.0;?;266.0;74;-137.0;274.0;331.0;-315.0;253.0;589.0;-18
-717.0;?;270.0;74;-200.0;249.0;328.0;-316.0;234.0;547.0;-16
-719.0;?;279.0;74;-318.0;255.0;324.0;-315.0;234.0;524.0;-15
-721.0;?;432.0;75;-213.0;275.0;320.0;-314.0;235.0;538.0;-14
-721.0;?;124.0;75;444.0;272.0;315.0;-313.0;220.0;529.0;-13
-722.0;?;93.0;75;-991.0;248.0;311.0;-312.0;202.0;550.0;-12
-724.0;?;56.0;75;-605.0;232.0;306.0;-311.0;194.0;536.0;-12
-726.0;?;-298.0;75;66.0;256.0;301.0;-311.0;195.0;518.0;-11
-728.0;?;-155.0;74;-242.0;263.0;297.0;-310.0;200.0;497.0;-11
-731.0;?;-50.0;74;-195.0;262.0;293.0;-309.0;206.0;501.0;-11
-734.0;?;-12.0;74;-124.0;233.0;288.0;-307.0;175.0;535.0;-11
-736.0;?;?;74;-159.0;183.0;283.0;-305.0;172.0;552.0;-11
-738.0;?;?;74;-32.0;186.0;277.0;-302.0;159.0;500.0;-11
-740.0;?;102.0;74;-97.0;210.0;272.0;-299.0;164.0;541.0;-12
-741.0;?;40.0;74;-119.0;250.0;268.0;-299.0;195.0;552.0;-12
?;-538.0;63.0;74;-110.0;265.0;266.0;-299.0;212.0;581.0;-12
?;-538.0;93.0;74;-108.0;293.0;266.0;-300.0;221.0;553.0;-12
?;-538.0;98.0;74;-167.0;292.0;266.0;-301.0;208.0;571.0;-12
?;-537.0;85.0;74;-179.0;271.0;267.0;-300.0;198.0;569.0;-13
?;-538.0;52.0;74;-164.0;223.0;268.0;-300.0;195.0;544.0;-13
?;-538.0;7.0;74;-170.0;234.0;271.0;-300.0;238.0;536.0;-13
?;-538.0;13.0;74;-179.0;?;274.0;-298.0;251.0;547.0;-13
?;-539.0;52.0;74;-211.0;?;278.0;-297.0;222.0;512.0;-16
?;-541.0;126.0;74;-245.0;?;283.0;-294.0;185.0;533.0;-16
?;-543.0;131.0;74;-167.0;?;287.0;-292.0;197.0;535.0;-17
-731.0;-545.0;183.0;74;-100.0;?;291.0;-289.0;212.0;535.0;-30
-729.0;-547.0;201.0;74;-109.0;?;294.0;-286.0;216.0;444.0;-38
-728.0;-548.0;243.0;74;-134.0;?;299.0;-284.0;216.0;692.0;-38
-727.0;-548.0;184.0;74;-76.0;?;303.0;-282.0;206.0;655.0;-40
-727.0;-547.0;145.0;74;-38.0;?;304.0;-282.0;160.0;458.0;-40
-724.0;-551.0;267.0;74;-185.0;?;310.0;-277.0;272.0;501.0;-40
-723.0;-550.0;158.0;74;-252.0;327.0;318.0;-271.0;264.0;472.0;-40
-723.0;-551.0;136.0;74;-244.0;82.0;321.0;-265.0;148.0;497.0;-40
-724.0;-553.0;94.0;?;-199.0;150.0;322.0;-259.0;224.0;576.0;-40
-725.0;-554.0;172.0;?;-217.0;198.0;321.0;-254.0;210.0;566.0;-40
-727.0;-555.0;237.0;?;-163.0;232.0;320.0;-248.0;245.0;535.0;-40
-728.0;-558.0;284.0;?;-72.0;293.0;316.0;-242.0;298.0;572.0;-40
-728.0;-561.0;347.0;?;-38.0;277.0;313.0;-239.0;311.0;587.0;-40
-728.0;-562.0;359.0;?;-40.0;?;310.0;-240.0;299.0;543.0;-40
-728.0;-564.0;393.0;?;-35.0;?;308.0;?;338.0;549.0;-40
-726.0;-567.0;297.0;?;-71.0;?;307.0;?;303.0;551.0;-40
-722.0;-569.0;273.0;?;-108.0;?;308.0;?;231.0;590.0;-40
-720.0;-570.0;291.0;74;-85.0;?;309.0;-248.0;216.0;561.0;-40
-717.0;-571.0;284.0;74;-125.0;?;310.0;-251.0;254.0;590.0;-40
-716.0;-571.0;289.0;74;-90.0;?;312.0;-255.0;257.0;560.0;-40
-713.0;-572.0;254.0;74;-129.0;?;314.0;-258.0;259.0;558.0;-40
-712.0;-572.0;273.0;74;-152.0;?;314.0;-259.0;244.0;535.0;-40
-711.0;-572.0;248.0;74;-160.0;?;315.0;-260.0;219.0;604.0;-40
-711.0;-573.0;211.0;74;-161.0;?;314.0;-260.0;204.0;573.0;-39
-711.0;-574.0;252.0;74;-171.0;?;313.0;-259.0;240.0;583.0;-39
-711.0;-575.0;265.0;74;-156.0;?;312.0;-258.0;251.0;582.0;-36
-712.0;-575.0;218.0;74;-74.0;?;311.0;-258.0;241.0;610.0;-35
-712.0;-576.0;253.0;74;-62.0;302.0;309.0;-257.0;255.0;605.0;-35
-712.0;-576.0;256.0;74;-44.0;305.0;307.0;-257.0;261.0;603.0;-31
-712.0;-576.0;369.0;74;-101.0;?;305.0;-259.0;274.0;621.0;-27
-713.0;-575.0;319.0;74;-45.0;?;304.0;-261.0;271.0;606.0;-24
-714.0;-573.0;411.0;74;-52.0;?;303.0;-264.0;267.0;601.0;-21
-716.0;-571.0;368.0;74;-284.0;?;301.0;-267.0;261.0;585.0;-19
-718.0;-568.0;177.0;74;63.0;?;299.0;-268.0;248.0;562.0;-17
-721.0;-565.0;-2133.0;74;1425.0;?;297.0;-270.0;243.0;550.0;-16
-724.0;?;531.0;74;-1326.0;?;293.0;-272.0;236.0;560.0;-16
