InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit RLA gyroX
-2665.0;-8.0;-343.0;2155.0;-128.0;-1519.0;-1078.0;192.0;-375.0;907.0;526.0;-2518.0
-3173.0;-44.0;-294.0;2716.0;-367.0;-2177.0;-1468.0;-56.0;-625.0;1062.0;758.0;-2854.0
-3516.0;-107.0;-261.0;3129.0;-648.0;-2750.0;-1905.0;-200.0;-678.0;1251.0;928.0;-3182.0
-3548.0;-188.0;-176.0;2854.0;-725.0;-3016.0;-2137.0;-189.0;-774.0;1382.0;1092.0;-3443.0
-3714.0;?;-212.0;2260.0;-773.0;-2774.0;-2366.0;-61.0;-670.0;1338.0;973.0;-3445.0
-3683.0;-221.0;-248.0;2523.0;-857.0;-2655.0;-2433.0;-282.0;-428.0;1193.0;872.0;-3451.0
-3795.0;-267.0;-270.0;3151.0;-842.0;-2536.0;-2297.0;-305.0;-63.0;1318.0;734.0;-3601.0
-3895.0;-349.0;-124.0;3350.0;-838.0;-2431.0;-2103.0;-318.0;24.0;1454.0;644.0;-3656.0
-3784.0;-305.0;111.0;3096.0;-815.0;-2343.0;-1928.0;-284.0;-13.0;1581.0;644.0;-3709.0
-3552.0;-323.0;396.0;2889.0;-827.0;-2434.0;-1874.0;-179.0;57.0;1624.0;684.0;-3560.0
-3223.0;-201.0;797.0;2194.0;-991.0;-2431.0;-1869.0;-114.0;-166.0;1616.0;915.0;-3295.0
-3009.0;-162.0;1123.0;1503.0;-1172.0;-2237.0;-1948.0;67.0;-374.0;1634.0;1020.0;-2649.0
-2872.0;-250.0;1363.0;1345.0;?;-2101.0;-1874.0;-29.0;-593.0;1522.0;992.0;-1536.0
-2670.0;-260.0;1557.0;1243.0;?;-1919.0;-1578.0;474.0;-512.0;1504.0;453.0;-936.0
-2424.0;129.0;1560.0;895.0;?;-1496.0;-1095.0;475.0;-415.0;1711.0;-239.0;-1008.0
-1638.0;128.0;1122.0;-245.0;-1059.0;-425.0;-697.0;283.0;468.0;1864.0;-827.0;-981.0
-798.0;100.0;749.0;-217.0;-675.0;-67.0;-458.0;-23.0;952.0;1726.0;-632.0;-606.0
-142.0;?;407.0;44.0;-248.0;41.0;-263.0;-204.0;727.0;1123.0;-107.0;118.0
265.0;57.0;182.0;-325.0;92.0;115.0;-88.0;-137.0;148.0;387.0;159.0;480.0
722.0;45.0;75.0;-530.0;297.0;-4.0;57.0;-128.0;-326.0;-308.0;161.0;666.0
802.0;16.0;-74.0;-613.0;374.0;-25.0;206.0;?;-304.0;-555.0;-167.0;919.0
678.0;-96.0;-184.0;-771.0;340.0;147.0;271.0;?;-182.0;-589.0;-257.0;747.0
576.0;-215.0;-208.0;-752.0;277.0;354.0;363.0;?;-186.0;-449.0;-138.0;339.0
764.0;-187.0;-193.0;-479.0;212.0;358.0;368.0;?;-246.0;-411.0;-47.0;463.0
1223.0;-122.0;-65.0;-751.0;250.0;323.0;314.0;?;-339.0;-583.0;21.0;774.0
-204.0;-71.0;88.0;8.0;-114.0;-175.0;21.0;?;-377.0;101.0;-160.0;32.0
-111.0;-49.0;70.0;-28.0;-19.0;-177.0;9.0;?;-147.0;121.0;-163.0;-8.0
-139.0;-21.0;59.0;-56.0;-16.0;-148.0;-95.0;?;-74.0;91.0;-142.0;29.0
-328.0;-34.0;-121.0;299.0;42.0;-160.0;-117.0;?;-56.0;197.0;-203.0;-206.0
-540.0;-15.0;-281.0;628.0;112.0;-237.0;-109.0;?;25.0;335.0;-276.0;-581.0
-890.0;24.0;-429.0;1158.0;173.0;-356.0;-144.0;?;173.0;503.0;-278.0;-1032.0
-1355.0;103.0;-448.0;1385.0;28.0;-582.0;-313.0;?;164.0;?;-133.0;-1111.0
-1877.0;163.0;-465.0;1326.0;-99.0;?;-554.0;?;-125.0;?;245.0;-1445.0
-2452.0;230.0;-495.0;1810.0;-188.0;?;-845.0;94.0;-315.0;?;544.0;-2011.0
?;160.0;-496.0;2365.0;-272.0;?;-1200.0;138.0;-396.0;?;691.0;-2514.0
?;127.0;-481.0;3085.0;-416.0;?;-1557.0;117.0;-356.0;?;721.0;-2872.0
?;2.0;-472.0;3163.0;-564.0;?;?;81.0;-206.0;?;713.0;-3138.0
?;-272.0;-380.0;3145.0;-669.0;?;?;-17.0;-67.0;?;825.0;-3297.0
?;-356.0;-254.0;3122.0;-777.0;-2772.0;?;-147.0;-40.0;?;900.0;-3494.0
?;-472.0;-61.0;3244.0;-951.0;-2943.0;-2461.0;-405.0;47.0;?;1017.0;-3543.0
?;-471.0;232.0;3175.0;-1121.0;-3035.0;-2551.0;-458.0;-27.0;?;980.0;-3691.0
?;-560.0;443.0;2773.0;-1143.0;-3049.0;-2628.0;-435.0;-284.0;?;1023.0;-3602.0
?;-596.0;786.0;2435.0;-1242.0;-3048.0;-2609.0;-330.0;-294.0;1574.0;998.0;-3312.0
-3432.0;-534.0;1123.0;1975.0;-1329.0;-2913.0;-2535.0;-62.0;-455.0;1562.0;813.0;-2889.0
-3104.0;-367.0;1426.0;1402.0;-1506.0;-2744.0;-2355.0;12.0;-728.0;1483.0;745.0;-2560.0
-2766.0;-221.0;1573.0;1362.0;-1618.0;-2612.0;-2176.0;252.0;-820.0;1460.0;529.0;-2046.0
-2417.0;115.0;?;945.0;-1633.0;-2063.0;-1903.0;299.0;-615.0;1578.0;169.0;-1266.0
-1776.0;160.0;1040.0;-154.0;-1417.0;-844.0;-1520.0;183.0;294.0;1734.0;-222.0;-884.0
-1026.0;111.0;750.0;-292.0;-1044.0;-400.0;-1035.0;-34.0;769.0;1620.0;-612.0;-751.0
-620.0;118.0;434.0;515.0;-519.0;-180.0;-599.0;-248.0;591.0;1128.0;-559.0;-325.0
-116.0;77.0;220.0;343.0;-67.0;38.0;-219.0;-198.0;166.0;418.0;-161.0;165.0
299.0;99.0;84.0;14.0;153.0;49.0;102.0;-164.0;-179.0;-185.0;134.0;346.0
542.0;?;-124.0;-474.0;295.0;283.0;275.0;-140.0;-166.0;-385.0;70.0;575.0
678.0;?;-223.0;-407.0;375.0;419.0;529.0;-94.0;-131.0;-394.0;-2.0;469.0
815.0;?;-258.0;-363.0;?;385.0;621.0;-10.0;-285.0;-458.0;-10.0;540.0
1239.0;?;-64.0;-834.0;?;400.0;648.0;50.0;-495.0;-585.0;2.0;750.0
-529.0;-68.0;121.0;300.0;?;-260.0;-286.0;-19.0;-21.0;515.0;-249.0;-230.0
-847.0;40.0;231.0;443.0;?;-401.0;-530.0;87.0;202.0;834.0;-455.0;-535.0
-1305.0;142.0;478.0;688.0;?;-555.0;-884.0;30.0;443.0;1348.0;-482.0;-648.0
-1731.0;246.0;888.0;546.0;?;-726.0;-1433.0;115.0;568.0;1942.0;-163.0;-564.0
-2071.0;196.0;1348.0;215.0;?;-1057.0;-2068.0;59.0;501.0;2513.0;379.0;-382.0
-2274.0;80.0;1932.0;-224.0;?;-1520.0;-2772.0;8.0;403.0;3152.0;728.0;-237.0
-2369.0;-206.0;2437.0;-648.0;-1953.0;-1971.0;-3779.0;-102.0;431.0;4040.0;939.0;44.0
-2205.0;-183.0;2892.0;-1365.0;-2209.0;-2498.0;-4684.0;-36.0;330.0;5050.0;473.0;407.0
-1850.0;-182.0;3069.0;-1888.0;-2437.0;-3268.0;-5414.0;-138.0;507.0;5857.0;274.0;560.0
-1470.0;-201.0;3251.0;-1863.0;-2185.0;-3777.0;-5993.0;-148.0;2.0;6278.0;279.0;656.0
-1199.0;-230.0;3286.0;-1870.0;-2014.0;-3834.0;-5894.0;15.0;-689.0;6430.0;9.0;276.0
-976.0;-257.0;3115.0;-2399.0;-2246.0;-3434.0;-5501.0;-24.0;-1479.0;6524.0;-352.0;-739.0
-575.0;-399.0;2530.0;-2812.0;-2260.0;-3249.0;-5130.0;-159.0;-1389.0;6268.0;-63.0;-787.0
-129.0;-409.0;2714.0;-2567.0;-2045.0;-3568.0;-4745.0;-150.0;-1169.0;5497.0;-98.0;-152.0
-192.0;-386.0;2646.0;-2241.0;-1969.0;-3091.0;-4472.0;-104.0;-1317.0;4893.0;91.0;295.0
-457.0;-426.0;2336.0;-2055.0;-1951.0;-2130.0;-4020.0;-88.0;-1060.0;4013.0;620.0;326.0
-644.0;-447.0;2096.0;-1409.0;-1871.0;-1082.0;-3568.0;-129.0;-1205.0;2848.0;737.0;706.0
-775.0;-438.0;1664.0;-779.0;-1608.0;-199.0;-2965.0;-160.0;-962.0;1815.0;446.0;705.0
-704.0;-407.0;1255.0;-355.0;-1404.0;215.0;-2324.0;-185.0;-628.0;1093.0;461.0;344.0
-505.0;-395.0;948.0;-175.0;-1106.0;480.0;-1841.0;-257.0;-368.0;614.0;261.0;192.0
-196.0;-356.0;697.0;-264.0;-736.0;627.0;-1351.0;-230.0;-152.0;342.0;49.0;-79.0
143.0;-300.0;506.0;-333.0;-431.0;699.0;-843.0;-82.0;-39.0;123.0;-230.0;-511.0
346.0;-176.0;180.0;49.0;-102.0;702.0;-359.0;41.0;375.0;-136.0;-360.0;-652.0
488.0;-86.0;-183.0;697.0;129.0;742.0;71.0;147.0;777.0;-424.0;-478.0;-585.0
?;-4.0;-513.0;1065.0;289.0;739.0;474.0;201.0;1103.0;-694.0;-446.0;-403.0
?;-4.0;-644.0;1130.0;315.0;826.0;843.0;239.0;1212.0;-948.0;-320.0;-147.0
?;13.0;-720.0;976.0;320.0;871.0;1102.0;342.0;1088.0;-1257.0;?;20.0
?;57.0;-765.0;634.0;321.0;927.0;1232.0;334.0;1007.0;-1423.0;?;147.0
?;11.0;-766.0;265.0;336.0;955.0;1213.0;368.0;675.0;-1526.0;30.0;209.0
?;47.0;-796.0;-74.0;322.0;?;1076.0;290.0;439.0;-1561.0;40.0;200.0
?;47.0;-738.0;-173.0;288.0;?;892.0;282.0;230.0;-1482.0;6.0;60.0
?;17.0;-690.0;-217.0;253.0;?;674.0;151.0;99.0;-1296.0;-190.0;-173.0
?;17.0;-535.0;-136.0;199.0;?;430.0;46.0;46.0;-1092.0;-370.0;-347.0
?;-39.0;-388.0;-6.0;157.0;474.0;274.0;-13.0;55.0;-884.0;-459.0;-500.0
?;-52.0;-296.0;41.0;68.0;361.0;69.0;-78.0;108.0;-534.0;-315.0;-547.0
?;-99.0;-171.0;62.0;-19.0;242.0;-105.0;-119.0;100.0;-218.0;-178.0;-482.0
139.0;-189.0;14.0;20.0;-91.0;88.0;-348.0;-128.0;60.0;95.0;-162.0;-395.0
51.0;-195.0;176.0;-99.0;?;-49.0;-576.0;-79.0;-16.0;431.0;-284.0;-396.0
-40.0;-219.0;389.0;-136.0;?;-173.0;-677.0;-3.0;23.0;690.0;-265.0;-399.0
-67.0;-193.0;507.0;-160.0;?;-313.0;-628.0;41.0;59.0;932.0;-94.0;-365.0
-73.0;-152.0;497.0;-82.0;?;-414.0;-653.0;10.0;11.0;1135.0;54.0;-289.0
-95.0;-89.0;463.0;76.0;?;-624.0;-578.0;0.0;-86.0;1278.0;151.0;-157.0
-147.0;-106.0;481.0;98.0;?;-705.0;-487.0;-23.0;-269.0;1259.0;202.0;-70.0
-220.0;-72.0;525.0;-25.0;-145.0;-691.0;-399.0;-8.0;-322.0;1152.0;137.0;-31.0
-283.0;-4.0;457.0;-167.0;-81.0;-639.0;-258.0;9.0;-175.0;1057.0;47.0;-66.0
-326.0;42.0;348.0;-120.0;-47.0;-584.0;?;-50.0;-145.0;856.0;35.0;-36.0
-392.0;93.0;231.0;-53.0;-17.0;-502.0;?;-61.0;-208.0;629.0;138.0;63.0
-385.0;131.0;158.0;-210.0;33.0;-415.0;?;-116.0;-396.0;369.0;143.0;138.0
-349.0;141.0;70.0;-420.0;84.0;-356.0;?;-163.0;-506.0;145.0;127.0;121.0
-287.0;146.0;-12.0;-504.0;85.0;-291.0;?;-197.0;-532.0;-49.0;51.0;40.0
-213.0;148.0;-105.0;-527.0;121.0;-165.0;?;-268.0;-539.0;-210.0;-77.0;-89.0
-120.0;134.0;-186.0;-436.0;168.0;-92.0;?;-345.0;-469.0;-307.0;-190.0;-202.0
-41.0;109.0;-257.0;-105.0;211.0;30.0;?;-336.0;-324.0;-264.0;-303.0;-345.0
-54.0;117.0;-424.0;295.0;230.0;244.0;435.0;-329.0;166.0;-269.0;-505.0;-516.0
102.0;81.0;-338.0;422.0;223.0;252.0;509.0;-306.0;300.0;-431.0;-575.0;-595.0
248.0;10.0;-313.0;245.0;299.0;311.0;600.0;-300.0;128.0;-447.0;-545.0;-472.0
234.0;-105.0;-276.0;66.0;228.0;366.0;783.0;-298.0;56.0;-586.0;-210.0;-314.0
706.0;-164.0;-605.0;-119.0;532.0;373.0;662.0;-374.0;-119.0;-466.0;-186.0;-77.0
794.0;729.0;-396.0;-27.0;608.0;183.0;71.0;-346.0;119.0;-115.0;-900.0;-649.0
866.0;530.0;81.0;-141.0;389.0;384.0;244.0;-18.0;-161.0;-76.0;-40.0;-409.0
1007.0;356.0;382.0;-437.0;376.0;1084.0;373.0;?;-284.0;-244.0;163.0;107.0
702.0;160.0;516.0;-298.0;365.0;1556.0;312.0;165.0;311.0;-259.0;451.0;261.0
287.0;-47.0;151.0;495.0;237.0;1513.0;369.0;270.0;768.0;?;617.0;563.0
199.0;-278.0;-5.0;1213.0;248.0;?;177.0;252.0;434.0;-689.0;660.0;647.0
245.0;-118.0;-116.0;911.0;127.0;730.0;-34.0;213.0;343.0;-434.0;393.0;506.0
320.0;23.0;-137.0;119.0;-58.0;476.0;-109.0;137.0;362.0;-103.0;157.0;253.0
275.0;102.0;-49.0;3.0;-95.0;205.0;-76.0;72.0;390.0;35.0;-18.0;27.0
99.0;55.0;-147.0;315.0;-72.0;-22.0;-20.0;54.0;420.0;89.0;-10.0;-217.0
-17.0;-35.0;-209.0;466.0;?;-241.0;-183.0;86.0;231.0;167.0;159.0;-211.0
-108.0;-30.0;-127.0;139.0;?;-409.0;-311.0;85.0;-9.0;197.0;251.0;42.0
-214.0;-19.0;-54.0;-218.0;-217.0;-493.0;-437.0;38.0;-216.0;297.0;224.0;202.0
-285.0;21.0;0.0;-367.0;-208.0;-571.0;-452.0;83.0;-260.0;352.0;200.0;201.0
-337.0;-16.0;48.0;-257.0;-155.0;-550.0;-393.0;119.0;-208.0;410.0;209.0;146.0
-364.0;-54.0;?;-188.0;-140.0;-561.0;-360.0;175.0;-245.0;443.0;288.0;122.0
-338.0;-111.0;?;-137.0;-132.0;-613.0;-282.0;142.0;-183.0;516.0;283.0;146.0
-325.0;-72.0;?;-133.0;-117.0;-569.0;-230.0;142.0;-126.0;588.0;272.0;171.0
-261.0;-135.0;?;-134.0;-117.0;-495.0;-169.0;149.0;-93.0;605.0;181.0;134.0
-249.0;-177.0;?;-68.0;-116.0;-431.0;-142.0;177.0;-8.0;591.0;158.0;137.0
-211.0;-264.0;?;-39.0;-126.0;-356.0;-179.0;191.0;-45.0;546.0;183.0;149.0
-244.0;-209.0;?;-135.0;-158.0;-181.0;-188.0;190.0;-49.0;494.0;129.0;130.0
-191.0;-169.0;?;-81.0;-202.0;0.0;-130.0;164.0;41.0;430.0;126.0;138.0
-137.0;-216.0;?;42.0;-212.0;109.0;-44.0;165.0;211.0;339.0;47.0;91.0
-115.0;-262.0;?;151.0;-206.0;252.0;4.0;143.0;311.0;227.0;10.0;55.0
-90.0;-326.0;?;213.0;-277.0;?;-18.0;111.0;279.0;85.0;-50.0;31.0
-28.0;-319.0;?;205.0;-255.0;?;-52.0;29.0;301.0;9.0;-123.0;-34.0
10.0;-306.0;?;176.0;-279.0;?;-68.0;-35.0;333.0;-85.0;-304.0;-167.0
55.0;-249.0;-32.0;146.0;-276.0;?;35.0;-136.0;311.0;-153.0;-416.0;-296.0
72.0;-163.0;-57.0;104.0;-281.0;?;104.0;-124.0;241.0;-238.0;-528.0;-471.0
44.0;-131.0;-106.0;72.0;-220.0;?;177.0;-186.0;190.0;-283.0;-496.0;-543.0
58.0;-89.0;-138.0;102.0;-175.0;?;234.0;-187.0;212.0;-244.0;-406.0;-433.0
121.0;-49.0;-190.0;125.0;-104.0;128.0;191.0;-172.0;202.0;-176.0;-174.0;-266.0
135.0;-52.0;-179.0;68.0;-98.0;68.0;75.0;-184.0;76.0;-125.0;-54.0;-52.0
150.0;-38.0;-109.0;-68.0;-88.0;44.0;35.0;-127.0;-37.0;-114.0;-73.0;-53.0
120.0;23.0;-79.0;-146.0;-34.0;92.0;-9.0;-159.0;-41.0;-138.0;-117.0;-142.0
64.0;2.0;-3.0;-156.0;40.0;143.0;-90.0;-122.0;-23.0;-113.0;-150.0;-162.0
-6.0;18.0;38.0;-161.0;52.0;187.0;-83.0;-113.0;-89.0;-95.0;-84.0;-125.0
-67.0;-2.0;-1.0;-165.0;73.0;111.0;-66.0;-95.0;-116.0;-30.0;-50.0;-33.0
-49.0;94.0;31.0;-182.0;109.0;?;-21.0;-123.0;-182.0;40.0;-45.0;-14.0
-51.0;127.0;29.0;-272.0;139.0;?;52.0;-134.0;-205.0;94.0;-21.0;-34.0
-80.0;160.0;33.0;-228.0;134.0;?;92.0;-115.0;-268.0;159.0;85.0;24.0
-89.0;158.0;0.0;-158.0;113.0;-266.0;175.0;-159.0;-227.0;191.0;109.0;104.0
-112.0;142.0;-5.0;-191.0;114.0;-324.0;160.0;-150.0;-306.0;201.0;95.0;94.0
-138.0;170.0;-7.0;-283.0;118.0;-344.0;144.0;-191.0;-350.0;133.0;24.0;33.0
-147.0;170.0;-81.0;-289.0;95.0;-420.0;188.0;-198.0;-385.0;79.0;-62.0;-37.0
-166.0;176.0;-90.0;-333.0;76.0;-365.0;206.0;-249.0;-451.0;7.0;-116.0;-81.0
-160.0;176.0;-104.0;-413.0;124.0;?;210.0;-319.0;-480.0;-65.0;-131.0;-155.0
-151.0;142.0;-92.0;-487.0;128.0;?;197.0;-331.0;-509.0;-104.0;-174.0;-142.0
-182.0;148.0;-52.0;-498.0;109.0;?;327.0;-341.0;-544.0;-240.0;-116.0;-148.0
-94.0;17.0;-172.0;-403.0;133.0;?;381.0;-321.0;-559.0;-289.0;40.0;15.0
84.0;182.0;-232.0;-281.0;485.0;?;-117.0;177.0;-51.0;192.0;-607.0;-310.0
319.0;-142.0;193.0;-74.0;68.0;?;-8.0;-346.0;90.0;276.0;60.0;-225.0
518.0;-43.0;241.0;46.0;-168.0;?;150.0;-356.0;160.0;70.0;-20.0;55.0
307.0;1.0;129.0;339.0;-2.0;?;245.0;-337.0;549.0;-121.0;-172.0;-158.0
87.0;-66.0;-141.0;618.0;83.0;?;144.0;-276.0;385.0;-437.0;-6.0;-155.0
59.0;-154.0;-141.0;510.0;206.0;716.0;-141.0;-150.0;-52.0;-642.0;-122.0;-153.0
113.0;-135.0;-77.0;-57.0;?;631.0;-380.0;-342.0;10.0;-556.0;-226.0;-214.0
116.0;-75.0;96.0;-371.0;?;562.0;-265.0;-435.0;-62.0;-460.0;-224.0;-71.0
104.0;66.0;-24.0;-160.0;?;432.0;71.0;-408.0;-47.0;-417.0;-377.0;-37.0
15.0;175.0;-146.0;89.0;?;194.0;425.0;-233.0;-77.0;-288.0;-408.0;-266.0
8.0;97.0;-209.0;36.0;?;-99.0;?;-144.0;-45.0;-50.0;-143.0;-245.0
9.0;115.0;-153.0;25.0;?;-248.0;?;-76.0;9.0;123.0;36.0;25.0
13.0;138.0;-104.0;99.0;-99.0;-331.0;?;-43.0;94.0;242.0;83.0;273.0
-91.0;109.0;-79.0;131.0;-67.0;-354.0;?;-9.0;72.0;364.0;162.0;314.0
-120.0;85.0;-28.0;16.0;-59.0;-427.0;?;-13.0;-115.0;393.0;77.0;191.0
-149.0;90.0;14.0;-170.0;-72.0;-454.0;?;-18.0;-274.0;403.0;-21.0;-6.0
-180.0;37.0;63.0;-297.0;-102.0;-447.0;?;-41.0;-338.0;423.0;-55.0;-75.0
-209.0;22.0;118.0;-340.0;-112.0;-442.0;?;-20.0;-376.0;405.0;-2.0;-36.0
-251.0;-2.0;142.0;-367.0;-159.0;-391.0;-146.0;-11.0;-362.0;420.0;-7.0;1.0
-253.0;-35.0;203.0;-336.0;-146.0;-368.0;-204.0;20.0;-344.0;400.0;-4.0;-46.0
-293.0;-50.0;236.0;-343.0;-146.0;-314.0;-268.0;133.0;-304.0;441.0;9.0;-97.0
-256.0;-48.0;314.0;-318.0;-114.0;-218.0;-284.0;192.0;-237.0;502.0;39.0;-100.0
-211.0;-132.0;362.0;-249.0;-125.0;-150.0;-355.0;189.0;-128.0;532.0;128.0;-22.0
-205.0;-108.0;387.0;-111.0;-179.0;-45.0;-281.0;213.0;-12.0;529.0;211.0;103.0
-181.0;-157.0;358.0;53.0;-148.0;22.0;-268.0;337.0;156.0;458.0;211.0;164.0
-143.0;-159.0;332.0;162.0;-122.0;88.0;-233.0;394.0;263.0;437.0;188.0;92.0
-82.0;-163.0;279.0;203.0;-73.0;119.0;-219.0;441.0;344.0;400.0;132.0;12.0
45.0;-173.0;215.0;269.0;-54.0;134.0;-193.0;419.0;448.0;368.0;190.0;92.0
128.0;-192.0;149.0;359.0;-18.0;183.0;-184.0;399.0;482.0;259.0;183.0;119.0
184.0;-236.0;110.0;282.0;-41.0;273.0;-155.0;364.0;386.0;94.0;159.0;106.0
203.0;-222.0;79.0;171.0;-64.0;343.0;-46.0;372.0;305.0;-47.0;114.0;82.0
222.0;-244.0;55.0;130.0;-84.0;400.0;-31.0;365.0;322.0;-89.0;107.0;57.0
236.0;-215.0;15.0;181.0;-98.0;465.0;-22.0;301.0;399.0;-141.0;143.0;59.0
208.0;-224.0;-6.0;232.0;-153.0;487.0;-11.0;373.0;466.0;-186.0;115.0;63.0
160.0;-193.0;-17.0;262.0;-135.0;494.0;-84.0;330.0;486.0;-186.0;158.0;85.0
116.0;-152.0;-44.0;257.0;-96.0;482.0;-167.0;342.0;467.0;-208.0;101.0;48.0
111.0;-138.0;-93.0;322.0;-80.0;409.0;-177.0;268.0;476.0;-175.0;165.0;80.0
96.0;-70.0;-100.0;365.0;-109.0;309.0;-181.0;192.0;421.0;-198.0;172.0;133.0
31.0;-84.0;-132.0;263.0;-99.0;220.0;-162.0;130.0;339.0;-197.0;149.0;109.0
-2.0;-20.0;-143.0;86.0;-118.0;95.0;-137.0;98.0;169.0;-174.0;141.0;99.0
-24.0;39.0;-123.0;5.0;-75.0;8.0;-129.0;68.0;12.0;-152.0;126.0;101.0
-112.0;27.0;-108.0;-71.0;-71.0;-101.0;-75.0;32.0;-57.0;-58.0;143.0;?
-114.0;49.0;-100.0;-74.0;-41.0;-113.0;-43.0;41.0;-145.0;0.0;104.0;?
-171.0;39.0;-70.0;-40.0;-109.0;-203.0;2.0;90.0;-59.0;97.0;227.0;?
-167.0;30.0;-74.0;23.0;-82.0;-288.0;62.0;100.0;13.0;173.0;298.0;?
-162.0;11.0;-113.0;26.0;-51.0;-381.0;96.0;4.0;-86.0;172.0;371.0;?
-171.0;86.0;-107.0;-126.0;-55.0;-428.0;121.0;-106.0;-231.0;164.0;345.0;?
-203.0;114.0;-112.0;-312.0;-29.0;-432.0;99.0;-315.0;-407.0;48.0;91.0;?
-228.0;143.0;-101.0;-439.0;-43.0;-395.0;145.0;-411.0;-569.0;-46.0;-118.0;?
-234.0;177.0;-95.0;-571.0;33.0;-333.0;165.0;-479.0;-715.0;-166.0;-348.0;?
-246.0;162.0;-130.0;-575.0;47.0;-267.0;303.0;-608.0;-717.0;-314.0;-294.0;?
-42.0;465.0;-303.0;-564.0;371.0;-301.0;87.0;-289.0;-690.0;-8.0;-598.0;?
31.0;394.0;108.0;-442.0;375.0;-284.0;-21.0;-351.0;-370.0;166.0;-705.0;?
321.0;136.0;281.0;-408.0;240.0;55.0;234.0;-57.0;-224.0;182.0;44.0;?
373.0;176.0;287.0;-74.0;325.0;611.0;307.0;-13.0;302.0;151.0;-20.0;?
149.0;10.0;14.0;558.0;334.0;805.0;406.0;91.0;551.0;-2.0;324.0;?
129.0;-129.0;-22.0;740.0;279.0;723.0;384.0;54.0;242.0;-400.0;492.0;571.0
124.0;-12.0;-134.0;508.0;357.0;708.0;155.0;312.0;379.0;-407.0;280.0;525.0
181.0;-115.0;-87.0;210.0;323.0;639.0;19.0;194.0;478.0;-347.0;145.0;308.0
184.0;-223.0;-12.0;248.0;152.0;510.0;60.0;62.0;355.0;-412.0;-6.0;155.0
45.0;-55.0;-134.0;287.0;99.0;?;276.0;26.0;324.0;-446.0;-333.0;-110.0
36.0;56.0;-231.0;141.0;92.0;?;443.0;-19.0;189.0;-422.0;-413.0;-359.0
34.0;81.0;-235.0;-54.0;56.0;?;?;-23.0;28.0;-272.0;-198.0;-416.0
65.0;89.0;-172.0;-110.0;-12.0;?;?;3.0;?;-79.0;12.0;-160.0
77.0;75.0;-120.0;-119.0;-27.0;?;?;49.0;?;68.0;186.0;173.0
27.0;66.0;-50.0;-13.0;-99.0;?;?;11.0;?;147.0;241.0;235.0
-12.0;96.0;-17.0;-32.0;-95.0;?;?;-35.0;?;248.0;98.0;77.0
-38.0;93.0;30.0;-158.0;-110.0;?;?;-46.0;-221.0;318.0;15.0;-112.0
-71.0;78.0;92.0;-264.0;-91.0;?;?;-46.0;-262.0;388.0;68.0;-120.0
